|6.6.6
Archiving\03_Data\eqfracLP/QFM_m0.5/WD94/WD94_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1560.90        500.000       0.174536E-001   99.8454       0.884547E-001  0.486486E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1559.49        500.000       0.492154E-003   99.3898       0.571587       0.381054E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1558.09        500.000                 NaN   99.3950       0.571479       0.334858E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1556.68        500.000                 NaN   99.3985       0.569789       0.316807E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1555.28        500.000                 NaN   99.4048       0.563110       0.321251E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1553.87        500.000                 NaN   99.4098       0.558853       0.313748E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1552.47        500.000                 NaN   99.4140       0.555834       0.301482E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1551.06        500.000                 NaN   99.4190       0.550198       0.308426E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1549.65        500.000                 NaN   99.4260       0.544726       0.292252E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1548.25        500.000                 NaN   99.4255       0.547657       0.267937E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1546.84        500.000                 NaN   99.4190       0.563971       0.170730E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1545.44        500.000                 NaN   99.8738                 NaN  0.126201                 NaN            NaN            NaN            NaN            NaN            NaN
  1544.03        500.000                 NaN   99.0327       0.967325                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.63        500.000                 NaN   99.4442       0.549365       0.648014E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1541.22        500.000                 NaN   99.4504       0.549552                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.81        500.000                 NaN   99.4567       0.528282       0.150356E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1538.41        500.000                 NaN   99.3595       0.635778       0.470566E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1537.00        500.000                 NaN   99.8660       0.127922       0.603423E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1535.60        500.000                 NaN   99.1639       0.801763       0.343645E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1534.19        500.000                 NaN   99.4715       0.507718       0.208057E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1532.78        500.000                 NaN   99.4524       0.526466       0.211248E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1531.38        500.000                 NaN   99.5084       0.472958       0.186357E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1529.97        500.000                 NaN   99.4868       0.493242       0.199656E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1528.57        500.000                 NaN   99.4873       0.495375       0.173123E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1527.16        500.000                 NaN   99.4947       0.488033       0.172677E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1525.76        500.000                 NaN   99.4972       0.486029       0.167988E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1524.35        500.000                 NaN   99.5004       0.483724       0.158866E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1522.94        500.000                 NaN   99.5053       0.478548       0.161609E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1521.54        500.000                 NaN   99.5095       0.475473       0.150510E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1520.13        500.000                 NaN   99.4279       0.563159       0.892430E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1518.73        500.000                 NaN   99.5965       0.390622       0.128628E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1517.32        500.000                 NaN   99.5186       0.467605       0.137907E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1515.92        500.000                 NaN   99.5155       0.472871       0.116230E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1514.51        500.000                 NaN   99.5328       0.456353       0.108872E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1513.10        500.000                 NaN   99.5290       0.458871       0.120990E-001            NaN            NaN            NaN            NaN            NaN            NaN
