|6.6.6
Archiving\03_Data\eqfrac/QFM_m0.25/EETA/EETA_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Opx(TH)        O(HP)          Sp(TH)         Sp(TH)         an             San(TH)        ilm            q             
  1212.55        2500.00                 NaN   6.39174                 NaN            NaN            NaN   3.38439                 NaN   8.18538        47.6130                 NaN   34.4255     
  1211.43        2500.00                 NaN   6.38843                 NaN            NaN            NaN   3.38552                 NaN   8.18737        47.6104                 NaN   34.4283     
  1210.30        2500.00                 NaN   6.38480                 NaN            NaN            NaN   3.38689                 NaN   8.18918        47.6077                 NaN   34.4315     
  1209.18        2500.00                 NaN   6.37874                 NaN            NaN            NaN   3.38932                 NaN   8.19090        47.6051                 NaN   34.4360     
  1208.05        2500.00                 NaN   6.37872                 NaN            NaN            NaN   3.38890                 NaN   8.19331        47.6023                 NaN   34.4368     
  1206.93        2500.00                 NaN   6.37390                 NaN            NaN            NaN   3.39093                 NaN   8.19477        47.5996                 NaN   34.4408     
  1205.80        2500.00                 NaN   6.37109                 NaN            NaN            NaN   3.39212                 NaN   8.19623        47.5968                 NaN   34.4437     
  1204.68        2500.00                 NaN   6.36768                 NaN            NaN            NaN   3.39339                 NaN   8.19807        47.5941                 NaN   34.4467     
  1203.55        2500.00                 NaN   6.36454                 NaN            NaN            NaN   3.39453                 NaN   8.19993        47.5914                 NaN   34.4496     
  1202.43        2500.00                 NaN   6.36345                 NaN            NaN            NaN   3.39485                 NaN   8.20201        47.5881                 NaN   34.4516     
  1201.31        2500.00                 NaN   6.35559                 NaN            NaN            NaN   3.39814                 NaN   8.20318        47.5860                 NaN   34.4570     
  1200.18        2500.00                 NaN   6.29086       0.996326E-001            NaN            NaN   3.38226                 NaN   8.20969        47.5782                 NaN   34.4394     
  1199.06        2500.00                 NaN   6.27013       0.134961                 NaN            NaN   3.37665                 NaN   8.21975        47.5618                 NaN   34.4367     
  1197.93        2500.00                 NaN   6.36113                 NaN            NaN            NaN   3.39513                 NaN   8.20996        47.5761                 NaN   34.4576     
  1196.81        2500.00                 NaN   6.35203                 NaN            NaN            NaN   3.39919                 NaN   8.21063        47.5739                 NaN   34.4642     
  1195.68        2500.00                 NaN   6.33687                 NaN            NaN            NaN   3.40524                 NaN   8.21230        47.5721                 NaN   34.4735     
  1194.56        2500.00                 NaN   6.21310       0.204729                 NaN            NaN   3.36913                 NaN   8.22377        47.5580                 NaN   34.4312     
  1193.43        2500.00                 NaN   6.21846       0.190364                 NaN            NaN   3.37276                 NaN   8.22514        47.5561                 NaN   34.4372     
  1192.31        2500.00                 NaN   6.22410       0.176612                 NaN            NaN   3.37609                 NaN   8.22647        47.5540                 NaN   34.4427     
  1191.18        2500.00                 NaN   6.34348                 NaN            NaN            NaN   3.40191                 NaN   8.22030        47.5594                 NaN   34.4749     
  1190.06        2500.00                 NaN   6.33120                 NaN            NaN            NaN   3.40733                 NaN   8.22144        47.5565                 NaN   34.4835     
  1188.93        2500.00                 NaN   6.32731                 NaN            NaN            NaN   3.40882                 NaN   8.22283        47.5542                 NaN   34.4869     
  1187.81        2500.00                 NaN   6.35612                 NaN            NaN            NaN   3.39981                 NaN   8.25704        47.4985                 NaN   34.4885     
  1186.69        2500.00                 NaN   6.35599                 NaN            NaN            NaN   3.39970                 NaN   8.25703        47.4980                 NaN   34.4892     
  1185.56        2500.00                 NaN   6.35841                 NaN            NaN            NaN   3.38806                 NaN   8.25626        47.4978       0.104889E-001   34.4889     
  1184.44        2500.00                 NaN   6.35828                 NaN            NaN            NaN   3.38794                 NaN   8.25625        47.4974       0.104888E-001   34.4897     
  1183.31        2500.00                 NaN   6.35815                 NaN            NaN            NaN   3.38783                 NaN   8.25623        47.4969       0.104886E-001   34.4904     
  1182.19        2500.00                 NaN   6.35802                 NaN            NaN            NaN   3.38772                 NaN   8.25621        47.4964       0.104885E-001   34.4911     
  1181.06        2500.00                 NaN   6.27997       0.951581E-001            NaN            NaN   3.36808                 NaN   8.24094        47.5272       0.184334E-001   34.4702     
  1179.94        2500.00                 NaN  0.148380        6.25336                 NaN            NaN   3.34762                 NaN   8.24521        47.5209       0.270653E-001   34.4575     
  1178.81        2500.00                 NaN  0.171179        6.24374                 NaN            NaN   3.33451                 NaN   8.24804        47.5164       0.342350E-001   34.4519     
  1177.69        2500.00                 NaN  0.294003        6.17701                 NaN            NaN   3.29773                 NaN   8.25558        47.5061       0.461057E-001   34.4234     
  1176.56        2500.00                 NaN   6.16963       0.314295                 NaN            NaN   3.28479                 NaN   8.25838        47.5017       0.532342E-001   34.4179     
  1175.44        2500.00                 NaN  0.440715        6.10135                 NaN            NaN   3.24719                 NaN   8.26620        47.4912       0.650347E-001   34.3884     
  1174.31        2500.00                 NaN   6.06379       0.514458                 NaN            NaN   3.22167                 NaN   8.27160        47.4836       0.744532E-001   34.3705     
  1173.19        2500.00                 NaN  0.588470        6.02640                 NaN            NaN   3.19600                 NaN   8.27706        47.4759       0.838394E-001   34.3523     
  1172.07        2500.00                 NaN   5.98918       0.662780                 NaN            NaN   3.17016                 NaN   8.28258        47.4681       0.931935E-001   34.3340     
  1170.94        2500.00                 NaN   5.95211       0.737396                 NaN            NaN   3.14415                 NaN   8.28817        47.4603       0.102515        34.3153     
  1169.82        2500.00                 NaN   5.91518       0.812351                 NaN            NaN   3.11797                 NaN   8.29382        47.4525       0.111802        34.2964     
  1168.69        2500.00                 NaN  0.824416        5.91248                 NaN            NaN   3.10743                 NaN   8.29627        47.4486       0.118071        34.2927     
  1167.57        2500.00                 NaN  0.898495        5.87643                 NaN            NaN   3.08138                 NaN   8.30192        47.4407       0.127231        34.2738     
  1166.44        2500.00                 NaN  0.976065        5.83902                 NaN            NaN   3.05425                 NaN   8.30783        47.4325       0.136538        34.2538     
  1165.32        2500.00                 NaN   1.05379        5.80184                 NaN            NaN   3.02699                 NaN   8.31380        47.4243       0.145807        34.2335     
  1164.19        2500.00                 NaN   1.13048        5.76536                 NaN            NaN   3.00002                 NaN   8.31975        47.4161       0.154931        34.2134     
  1163.07        2500.00                 NaN   1.20507        5.72996                 NaN            NaN   2.97372                 NaN   8.32561        47.4080       0.163827        34.1938     
  1161.94        2500.00                 NaN   1.27917        5.69543                 NaN            NaN   2.94731                 NaN   8.33152        47.3999       0.172680        34.1740     
  1160.82        2500.00                 NaN   1.35232        5.66172                 NaN            NaN   2.92107                 NaN   8.33741        47.3918       0.181438        34.1543     
  1159.69        2500.00                 NaN   1.50556        5.58744                 NaN            NaN   2.87383                 NaN   8.34783        47.3780       0.193830        34.1136     
  1158.57        2500.00                 NaN   1.49746        5.59588                 NaN            NaN   2.86857                 NaN   8.34926        47.3754       0.198781        34.1146     
  1157.45        2500.00                 NaN   1.56966        5.56361                 NaN            NaN   2.84230                 NaN   8.35524        47.3672       0.207347        34.0946     
  1156.32        2500.00                 NaN   1.64424        5.53039                 NaN            NaN   2.81539                 NaN   8.36139        47.3588       0.215941        34.0738     
  1155.20        2500.00                 NaN   1.72419        5.49473                 NaN            NaN   2.78700                 NaN   8.36790        47.3500       0.224726        34.0515     
  1154.07        2500.00                 NaN   5.45659        1.80969                 NaN            NaN   2.75706                 NaN   8.37477        47.3407       0.233703        34.0275     
  1152.95        2500.00                 NaN   1.89491        5.41904                 NaN            NaN   2.72706                 NaN   8.38168        47.3314       0.242615        34.0033     
  1151.82        2500.00                 NaN   1.97859        5.38267                 NaN            NaN   2.69737                 NaN   8.38857        47.3221       0.251386        33.9793     
  1150.70        2500.00                 NaN   2.06039        5.34727                 NaN            NaN   2.66829                 NaN   8.39537        47.3129       0.259944        33.9558     
  1149.57        2500.00                 NaN   2.14258        5.31199                 NaN            NaN   2.63903                 NaN   8.40224        47.3037       0.268458        33.9320     
  1148.45        2500.00                 NaN   2.22516        5.27683                 NaN            NaN   2.60960                 NaN   8.40918        47.2944       0.276925        33.9079     
  1147.32        2500.00                 NaN   2.30816        5.24178                 NaN            NaN   2.57998                 NaN   8.41620        47.2850       0.285346        33.8836     
  1146.20        2500.00                 NaN   2.39035        5.20764                 NaN            NaN   2.55041                 NaN   8.42323        47.2756       0.293683        33.8591     
  1145.07        2500.00                 NaN   5.17386        2.47271                 NaN            NaN   2.52070                 NaN   8.43032        47.2660       0.301939        33.8344     
  1143.95        2500.00                 NaN   2.56677        5.13478                 NaN            NaN   2.48777                 NaN   8.43817        47.2556       0.310618        33.8063     
  1142.83        2500.00                 NaN   2.66145        5.09576                 NaN            NaN   2.45459                 NaN   8.44612        47.2451       0.319247        33.7778     
  1141.70        2500.00                 NaN   2.75465        5.05755                 NaN            NaN   2.42189                 NaN   8.45401        47.2346       0.327689        33.7496     
  1140.58        2500.00                 NaN   5.01955        2.84808                 NaN            NaN   2.38908                 NaN   8.46198        47.2241       0.336054        33.7212     
  1139.45        2500.00                 NaN   2.94212        4.98160                 NaN            NaN   2.35603                 NaN   8.47003        47.2135       0.344367        33.6924     
  1138.33        2500.00                 NaN   4.94369        3.03681                 NaN            NaN   2.32273                 NaN   8.47818        47.2028       0.352627        33.6632     
  1137.20        2500.00                 NaN   4.90659        3.12998                 NaN            NaN   2.28994                 NaN   8.48627        47.1922       0.360699        33.6344     
  1136.08        2500.00                 NaN   3.22342        4.86966                 NaN            NaN   2.25703                 NaN   8.49443        47.1815       0.368694        33.6053     
  1134.95        2500.00                 NaN   3.31751        4.83276                 NaN            NaN   2.22388                 NaN   8.50268        47.1707       0.376634        33.5758     
  1133.83        2500.00                 NaN   4.74367        3.53254                 NaN            NaN   2.15596                 NaN   8.51895        47.1498       0.389305        33.5098     
  1132.70        2500.00                 NaN   3.55619        4.73771                 NaN            NaN   2.14299                 NaN   8.52268        47.1449       0.394265        33.5012     
  1131.58        2500.00                 NaN   3.67079        4.69386                 NaN            NaN   2.10339                 NaN   8.53248        47.1321       0.402786        33.4646     
  1130.45        2500.00                 NaN   4.64994        3.78649                 NaN            NaN   2.06339                 NaN   8.54241        47.1192       0.411250        33.4274     
  1129.33        2500.00                 NaN   3.90331        4.60593                 NaN            NaN   2.02301                 NaN   8.55247        47.1061       0.419655        33.3896     
  1128.21        2500.00                 NaN   4.02127        4.56183                 NaN            NaN   1.98223                 NaN   8.56267        47.0928       0.428000        33.3512     
  1127.08        2500.00                 NaN   4.14039        4.51763                 NaN            NaN   1.94105                 NaN   8.57301        47.0794       0.436285        33.3122     
  1125.96        2500.00                 NaN   4.47575        4.25379                 NaN            NaN   1.90177                 NaN   8.58300        47.0665       0.444154        33.2750     
  1124.83        2500.00                 NaN   4.36701        4.43423                 NaN            NaN   1.86255                 NaN   8.59304        47.0535       0.451900        33.2377     
  1123.71        2500.00                 NaN   4.39268        4.47932                 NaN            NaN   1.82408                 NaN   8.60305        47.0406       0.459344        33.2010     
  1122.58        2500.00                 NaN   4.45306        4.42719                 NaN            NaN   1.79746                 NaN   8.61171        47.0414       0.478237        33.1909     
  1121.46        2500.00                 NaN   4.31246        4.70355                 NaN            NaN   1.74588                 NaN   8.62325        47.0146       0.474305        33.1260     
  1120.33        2500.00                 NaN   4.26202        4.84128                 NaN            NaN   1.69945                 NaN   8.63517        46.9993       0.482482        33.0803     
  1119.21        2500.00                 NaN   4.93452        4.23113                 NaN            NaN   1.66545                 NaN   8.64414        46.9878       0.489049        33.0479     
  1118.08        2500.00                 NaN   5.04876        4.19165                 NaN            NaN   1.62549                 NaN   8.65458        46.9744       0.496222        33.0089     
  1116.96        2500.00                 NaN   5.16749        4.15063                 NaN            NaN   1.58419                 NaN   8.66538        46.9606       0.503444        32.9682     
  1115.83        2500.00                 NaN   5.30077        4.10389                 NaN            NaN   1.53868                 NaN   8.67725        46.9455       0.511036        32.9229     
  1114.71        2500.00                 NaN   4.05796        5.43256                 NaN            NaN   1.49366                 NaN   8.68908        46.9305       0.518427        32.8779     
  1113.59        2500.00                 NaN   5.45134        4.08127                 NaN            NaN   1.46206                 NaN   8.71052        46.9170       0.528077        32.8497     
  1112.46        2500.00                 NaN   5.45122        4.08119                 NaN            NaN   1.46201                 NaN   8.71051        46.9166       0.528068        32.8504     
  1111.34        2500.00                 NaN   3.91194        5.85766                 NaN            NaN   1.34905                 NaN   8.72702        46.8822       0.540923        32.7313     
  1110.21        2500.00                 NaN   3.86510        5.99654                 NaN            NaN   1.30162                 NaN   8.73960        46.8662       0.548061        32.6829     
  1109.09        2500.00                 NaN   3.81801        6.13710                 NaN            NaN   1.25366                 NaN   8.75234        46.8501       0.555118        32.6337     
  1107.96        2500.00                 NaN   3.76861        6.28412                 NaN            NaN   1.20379                 NaN   8.76563        46.8334       0.562257        32.5822     
  1106.84        2500.00                 NaN   6.43135        3.71954                 NaN            NaN   1.15387                 NaN   8.77897        46.8165       0.569247        32.5305     
  1105.71        2500.00                 NaN   3.66865        6.58412                 NaN            NaN   1.10231                 NaN   8.79277        46.7991       0.576251        32.4768     
  1104.59        2500.00                 NaN   3.62299        6.72860                 NaN            NaN   1.05236                 NaN   8.80610        46.7823       0.582992        32.4246     
  1103.46        2500.00                 NaN   6.75225        3.61728                 NaN            NaN   1.04042                 NaN   8.81000        46.7804       0.585994        32.4136     
  1102.34        2500.00                 NaN   3.57436        6.90318                 NaN            NaN  0.987630                 NaN   8.82450        46.7590       0.592532        32.3588     
  1101.22        2500.00                 NaN   7.20642        3.46820                 NaN            NaN  0.890677                 NaN   8.84954        46.7278       0.603511        32.2539     
  1100.09        2500.00                 NaN   3.46741        7.23401                 NaN            NaN  0.876038                 NaN   8.85450        46.7215       0.606270        32.2403     
  1098.97        2500.00                 NaN   3.36025        7.54356                 NaN            NaN  0.777115                 NaN   8.88020        46.6893       0.616993        32.1325     
  1097.84        2500.00                 NaN   7.71740        3.30496                 NaN            NaN  0.718678                 NaN   8.89602        46.6696       0.623654        32.0697     
  1096.72        2500.00                 NaN   7.75675        3.30091                 NaN            NaN  0.700271                 NaN   8.90227        46.6617       0.626483        32.0517     
  1095.59        2500.00                 NaN   7.95809        3.23595                 NaN            NaN  0.633603                 NaN   8.92037        46.6392       0.633627        31.9792     
  1094.47        2500.00                 NaN   3.17439        8.15055                 NaN            NaN  0.569710                 NaN   8.93762        46.6179       0.640378        31.9095     
  1093.34        2500.00                 NaN   8.33695        3.11507                 NaN            NaN  0.508057                 NaN   8.95483        46.5963       0.646639        31.8422     
  1092.22        2500.00                 NaN   3.05719        8.52000                 NaN            NaN  0.447239                 NaN   8.97157        46.5757       0.652782        31.7755     
  1091.09        2500.00                 NaN   3.00517        8.69390                 NaN            NaN  0.388305                 NaN   8.98774        46.5555       0.658579        31.7108     
  1089.97        2500.00                 NaN   2.99432        8.73536                 NaN            NaN  0.373418                 NaN   8.99456        46.5469       0.660045        31.6954     
  1088.84        2500.00                 NaN   8.79968        2.97569                 NaN            NaN  0.351424                 NaN   9.00246        46.5363       0.662224        31.6722     
  1087.72        2500.00                 NaN   8.97085        2.94547                 NaN            NaN  0.275960                 NaN   9.01794        46.5315       0.672967        31.5853     
  1086.60        2500.00                 NaN   9.03723        2.92709                 NaN            NaN  0.252865                 NaN   9.02629        46.5210       0.675112        31.5605     
  1085.47        2500.00                 NaN   9.10745        2.90740                 NaN            NaN  0.228752                 NaN   9.03514        46.5097       0.677202        31.5344     
  1084.35        2500.00                 NaN   2.88749        9.17810                 NaN            NaN  0.204566                 NaN   9.04395        46.4985       0.679270        31.5082     
  1083.22        2500.00                 NaN   9.81445        2.68524                 NaN            NaN            NaN            NaN   9.10215        46.4236       0.695388        31.2792     
  1082.10        2500.00                 NaN   9.80917        2.69017                 NaN            NaN            NaN            NaN   9.10386        46.4218       0.695346        31.2797     
  1080.97        2500.00                 NaN   9.85570        2.65866                 NaN            NaN            NaN            NaN   9.10621        46.4064       0.691876        31.2811     
  1079.85        2500.00                 NaN   2.78198        9.70581                 NaN            NaN            NaN            NaN   9.12736        46.4198       0.694158        31.2709     
  1078.72        2500.00                 NaN   2.78277        9.70479                 NaN            NaN            NaN            NaN   9.12766        46.4191       0.694126        31.2715     
  1077.60        2500.00                 NaN   2.78343        9.70391                 NaN            NaN            NaN            NaN   9.12797        46.4184       0.694092        31.2722     
  1076.47        2500.00                 NaN   2.78406        9.70309                 NaN            NaN            NaN            NaN   9.12827        46.4177       0.694052        31.2728     
  1075.35        2500.00                 NaN   2.78451        9.70243                 NaN            NaN            NaN            NaN   9.12854        46.4170       0.694018        31.2735     
  1074.22        2500.00                 NaN   9.74222        2.75162                 NaN            NaN            NaN            NaN   9.13770        46.3954       0.693530        31.2795     
  1073.10        2500.00                 NaN   9.74131        2.75234                 NaN            NaN            NaN            NaN   9.13803        46.3946       0.693493        31.2802     
  1071.98        2500.00                 NaN   9.74040        2.75306                 NaN            NaN            NaN            NaN   9.13836        46.3939       0.693456        31.2809     
  1070.85        2500.00                 NaN   9.73951        2.75377                 NaN            NaN            NaN            NaN   9.13869        46.3931       0.693417        31.2815     
  1069.73        2500.00                 NaN   9.73863        2.75446                 NaN            NaN            NaN            NaN   9.13902        46.3923       0.693379        31.2822     
  1068.60        2500.00                 NaN   9.73774        2.75517                 NaN            NaN            NaN            NaN   9.13935        46.3915       0.693340        31.2829     
  1067.48        2500.00                 NaN   9.73688        2.75584                 NaN            NaN            NaN            NaN   9.13967        46.3907       0.693301        31.2836     
  1066.35        2500.00                 NaN   2.75313        9.74058                 NaN            NaN            NaN            NaN   9.14021        46.3889       0.692906        31.2842     
  1065.23        2500.00                 NaN   9.73450        2.75734                 NaN            NaN            NaN            NaN   9.13990        46.3904       0.693267        31.2846     
  1064.10        2500.00                 NaN   9.73388        2.75787                 NaN            NaN            NaN            NaN   9.14026        46.3894       0.693226        31.2854     
  1062.98        2500.00                 NaN   9.73328        2.75842                 NaN            NaN            NaN            NaN   9.14067        46.3883       0.693177        31.2861     
  1061.85        2500.00                 NaN   9.73259        2.75910                 NaN            NaN            NaN            NaN   9.14115        46.3872       0.693121        31.2869     
  1060.73        2500.00                 NaN   9.80450        2.72521                 NaN            NaN            NaN            NaN   9.17009        46.3146       0.686282        31.2993     
  1059.60        2500.00                 NaN   9.80244        2.72820                 NaN            NaN            NaN            NaN   9.17365        46.3094       0.685951        31.3003     
  1058.48        2500.00                 NaN   9.79644        2.73546                 NaN            NaN            NaN            NaN   9.17794        46.3026       0.685656        31.3019     
  1057.36        2500.00                 NaN   9.76178        2.74053                 NaN            NaN            NaN            NaN   9.15098        46.3626       0.691064        31.2931     
  1056.23        2500.00                 NaN   9.79522        2.73863                 NaN            NaN            NaN            NaN   9.18476        46.2927       0.684944        31.3037     
  1055.11        2500.00                 NaN   9.79339        2.74133                 NaN            NaN            NaN            NaN   9.18802        46.2880       0.684625        31.3047     
  1053.98        2500.00                 NaN   9.79111        2.74462                 NaN            NaN            NaN            NaN   9.19156        46.2827       0.684297        31.3057     
  1052.86        2500.00                 NaN   9.78886        2.74791                 NaN            NaN            NaN            NaN   9.19516        46.2773       0.683963        31.3068     
  1051.73        2500.00                 NaN   2.75111        9.78670                 NaN            NaN            NaN            NaN   9.19861        46.2720       0.683641        31.3079     
  1050.61        2500.00                 NaN   9.78408        2.75466                 NaN            NaN            NaN            NaN   9.20213        46.2668       0.683317        31.3090     
  1049.48        2500.00                 NaN   9.78198        2.75852                 NaN            NaN            NaN            NaN   9.20665        46.2593       0.682901        31.3107     
  1048.36        2500.00                 NaN   2.89184        9.58829                 NaN            NaN            NaN            NaN   9.18058        46.3549       0.692919        31.2915     
  1047.23        2500.00                 NaN   9.77786        2.76425                 NaN            NaN            NaN            NaN   9.21346        46.2495       0.682302        31.3126     
  1046.11        2500.00                 NaN   2.76744        9.77571                 NaN            NaN            NaN            NaN   9.21650        46.2449       0.681949        31.3135     
  1044.98        2500.00                 NaN   9.77422        2.77003                 NaN            NaN            NaN            NaN   9.21984        46.2398       0.681592        31.3145     
  1043.86        2500.00                 NaN   9.65837        2.84101                 NaN            NaN            NaN            NaN   9.19977        46.3086       0.689842        31.3024     
  1042.74        2500.00                 NaN   9.67268        2.83220                 NaN            NaN            NaN            NaN   9.20391        46.2975       0.688772        31.3049     
  1041.61        2500.00                 NaN   9.73605        2.78969                 NaN            NaN            NaN            NaN   9.21928        46.2579       0.685065        31.3120     
  1040.49        2500.00                 NaN   2.77664        9.77258                 NaN            NaN            NaN            NaN   9.23540        46.2165       0.680001        31.3189     
  1039.36        2500.00                 NaN   2.77727        9.77232                 NaN            NaN            NaN            NaN   9.23850        46.2123       0.679807        31.3198     
  1038.24        2500.00                 NaN   2.77891        9.77057                 NaN            NaN            NaN            NaN   9.24156        46.2086       0.679669        31.3207     
  1037.11        2500.00                 NaN   2.81219        9.68712                 NaN            NaN            NaN            NaN   9.21162        46.2831       0.691249        31.3147     
  1035.99        2500.00                 NaN   2.81213        9.68692                 NaN            NaN            NaN            NaN   9.21162        46.2827       0.691238        31.3154     
  1034.86        2500.00                 NaN   2.79281        9.76185                 NaN            NaN            NaN            NaN   9.25226        46.1902       0.678367        31.3245     
  1033.74        2500.00                 NaN   9.73122        2.80471                 NaN            NaN            NaN            NaN   9.24296        46.2180       0.681990        31.3211     
  1032.61        2500.00                 NaN   9.67165        2.82983                 NaN            NaN            NaN            NaN   9.20906        46.2874       0.689323        31.3127     
  1031.49        2500.00                 NaN   9.66814        2.83014                 NaN            NaN            NaN            NaN   9.20659        46.2923       0.689995        31.3128     
  1030.36        2500.00                 NaN   9.66685        2.82936                 NaN            NaN            NaN            NaN   9.20498        46.2951       0.690441        31.3132     
  1029.24        2500.00                 NaN   9.74561        2.81531                 NaN            NaN            NaN            NaN   9.27060        46.1607       0.676738        31.3311     
  1028.12        2500.00                 NaN   9.74554        2.81661                 NaN            NaN            NaN            NaN   9.27359        46.1559       0.676416        31.3320     
  1026.99        2500.00                 NaN   9.74115        2.82036                 NaN            NaN            NaN            NaN   9.27655        46.1527       0.676517        31.3327     
  1025.87        2500.00                 NaN   9.74168        2.82333                 NaN            NaN            NaN            NaN   9.28188        46.1432       0.675398        31.3345     
  1024.74        2500.00                 NaN   9.67623        2.81942                 NaN            NaN            NaN            NaN   9.20627        46.2890       0.690704        31.3184     
  1023.62        2500.00                 NaN   9.63900        2.86436                 NaN            NaN            NaN            NaN   9.22888        46.2473       0.691143        31.3294     
  1022.49        2500.00                 NaN   9.63844        2.86464                 NaN            NaN            NaN            NaN   9.22891        46.2468       0.691142        31.3300     
  1021.37        2500.00                 NaN   9.63824        2.86459                 NaN            NaN            NaN            NaN   9.22890        46.2464       0.691132        31.3307     
  1020.24        2500.00                 NaN   9.63804        2.86454                 NaN            NaN            NaN            NaN   9.22890        46.2460       0.691122        31.3314     
  1019.12        2500.00                 NaN   9.63784        2.86450                 NaN            NaN            NaN            NaN   9.22889        46.2456       0.691112        31.3320     
  1017.99        2500.00                 NaN   9.63763        2.86445                 NaN            NaN            NaN            NaN   9.22889        46.2452       0.691102        31.3327     
  1016.87        2500.00                 NaN   9.63743        2.86440                 NaN            NaN            NaN            NaN   9.22889        46.2448       0.691092        31.3334     
  1015.74        2500.00                 NaN   9.63723        2.86435                 NaN            NaN            NaN            NaN   9.22888        46.2444       0.691082        31.3340     
  1014.62        2500.00                 NaN   9.63703        2.86430                 NaN            NaN            NaN            NaN   9.22888        46.2440       0.691073        31.3347     
  1013.50        2500.00                 NaN   9.63683        2.86425                 NaN            NaN            NaN            NaN   9.22888        46.2436       0.691063        31.3354     
  1012.37        2500.00                 NaN   9.63663        2.86420                 NaN            NaN            NaN            NaN   9.22887        46.2432       0.691053        31.3360     
  1011.25        2500.00                 NaN   9.63643        2.86415                 NaN            NaN            NaN            NaN   9.22887        46.2428       0.691043        31.3367     
  1010.12        2500.00                 NaN   9.63622        2.86410                 NaN            NaN            NaN            NaN   9.22887        46.2424       0.691033        31.3374     
  1009.00        2500.00                 NaN   9.63602        2.86406                 NaN            NaN            NaN            NaN   9.22886        46.2420       0.691023        31.3380     
  1007.87        2500.00                 NaN   9.63582        2.86401                 NaN            NaN            NaN            NaN   9.22886        46.2416       0.691013        31.3387     
  1006.75        2500.00                 NaN   9.63561        2.86397                 NaN            NaN            NaN            NaN   9.22886        46.2412       0.691003        31.3394     
  1005.62        2500.00                 NaN   9.52837        2.98411                 NaN            NaN            NaN            NaN   9.24081        46.2013       0.691794        31.3536     
  1004.50        2500.00                 NaN   9.52816        2.98407                 NaN            NaN            NaN            NaN   9.24081        46.2009       0.691784        31.3543     
  1003.37        2500.00                 NaN   9.69612        2.88982                 NaN            NaN            NaN            NaN   9.35016        46.0361       0.669662        31.3582     
  1002.25        2500.00                 NaN   2.82945        9.74362                 NaN            NaN            NaN            NaN   9.33595        46.0710       0.670436        31.3496     
  1001.12        2500.00                 NaN   9.68843        2.89847                 NaN            NaN            NaN            NaN   9.35674        46.0265       0.669393        31.3605     
  1000.00        2500.00                 NaN   9.68465        2.90282                 NaN            NaN            NaN            NaN   9.36003        46.0216       0.669241        31.3617     
