|6.6.6
Archiving\03_Data\fracLP/QFM_m4.5/TAY13/TAY13_1.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          19
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       melt(TH)       mang           iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1599.00        500.000        99.2984                 NaN            NaN            NaN            NaN            NaN            NaN  0.688624       0.129391E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.3518                 NaN            NaN            NaN            NaN            NaN            NaN  0.635269       0.129227E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.3172                 NaN            NaN            NaN            NaN            NaN            NaN  0.669839       0.129626E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        99.3215                 NaN            NaN            NaN            NaN            NaN            NaN  0.665589       0.129095E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.3261                 NaN            NaN            NaN            NaN            NaN            NaN  0.661070       0.128513E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        99.3299                 NaN            NaN            NaN            NaN            NaN            NaN  0.657331       0.127947E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        99.3357                 NaN            NaN            NaN            NaN            NaN            NaN  0.651568       0.127383E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.7693                 NaN            NaN            NaN            NaN            NaN            NaN  0.260188                 NaN  0.970516                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.8878                 NaN            NaN            NaN            NaN            NaN            NaN  0.150610                 NaN  0.961603                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.7068                 NaN            NaN            NaN            NaN            NaN            NaN  0.806686E-001            NaN   1.21248                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.7252                 NaN            NaN            NaN            NaN            NaN            NaN  0.759633E-001            NaN   1.19887                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.7484                 NaN            NaN            NaN            NaN            NaN            NaN  0.737155E-001            NaN   1.17791                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.7644                 NaN            NaN            NaN            NaN            NaN            NaN  0.706148E-001            NaN   1.16496                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.7903                 NaN            NaN            NaN            NaN            NaN            NaN  0.707685E-001            NaN   1.13897                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.8006                 NaN            NaN            NaN            NaN            NaN            NaN  0.689791E-001            NaN   1.13046                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.8304                 NaN            NaN            NaN            NaN            NaN            NaN  0.629315E-001            NaN   1.10671                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.8409                 NaN            NaN            NaN            NaN            NaN            NaN  0.613473E-001            NaN   1.09772                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.8559                 NaN            NaN            NaN            NaN            NaN            NaN  0.558495E-001            NaN   1.08821                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.8736                 NaN            NaN            NaN            NaN            NaN            NaN  0.524887E-001            NaN   1.07393                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.8911                 NaN            NaN            NaN            NaN            NaN            NaN  0.548137E-001            NaN   1.05404                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.0008                 NaN            NaN            NaN            NaN            NaN            NaN  0.685878E-001            NaN   1.93060                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        99.5928                 NaN            NaN            NaN            NaN            NaN            NaN  0.266548E-001            NaN  0.380547                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.1891                 NaN            NaN            NaN            NaN            NaN            NaN  0.368097E-001            NaN  0.774129                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.9523                 NaN            NaN            NaN            NaN            NaN            NaN  0.444639E-001            NaN   1.00325                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.9730                 NaN            NaN            NaN            NaN            NaN            NaN  0.470760E-001            NaN  0.979912                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.9837                 NaN            NaN            NaN            NaN            NaN            NaN  0.442325E-001            NaN  0.972056                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        98.9988                 NaN            NaN            NaN            NaN            NaN            NaN  0.422297E-001            NaN  0.958993                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.0116                 NaN            NaN            NaN            NaN            NaN            NaN  0.369391E-001            NaN  0.951468                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.0230                 NaN            NaN            NaN            NaN            NaN            NaN  0.350385E-001            NaN  0.941951                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.0343                 NaN            NaN            NaN            NaN            NaN            NaN  0.334926E-001            NaN  0.932231                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.0474                 NaN            NaN            NaN            NaN            NaN            NaN  0.111411E-001            NaN  0.941409                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.0623                 NaN            NaN            NaN            NaN            NaN            NaN  0.500145E-001            NaN  0.887676                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.0708                 NaN            NaN            NaN            NaN            NaN            NaN  0.243702E-001            NaN  0.904810                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.0831                 NaN            NaN            NaN            NaN            NaN            NaN  0.237681E-001            NaN  0.893139                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.0936                 NaN            NaN            NaN            NaN            NaN            NaN  0.221225E-001            NaN  0.884249                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.1031                 NaN            NaN            NaN            NaN            NaN            NaN  0.718719E-002            NaN  0.889717                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.1157                 NaN            NaN            NaN            NaN            NaN            NaN  0.295583E-001            NaN  0.854779                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.1262                 NaN            NaN            NaN            NaN            NaN            NaN  0.171031E-001            NaN  0.856686                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.1349                 NaN            NaN            NaN            NaN            NaN            NaN  0.132355E-001            NaN  0.851885                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.1475                 NaN            NaN            NaN            NaN            NaN            NaN  0.196210E-001            NaN  0.832913                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.1563                 NaN            NaN            NaN            NaN            NaN            NaN  0.958638E-002            NaN  0.834079                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.1619                 NaN            NaN            NaN            NaN            NaN            NaN  0.492071E-002            NaN  0.833161                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.1709                 NaN            NaN            NaN            NaN            NaN            NaN  0.519241E-002            NaN  0.823939                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.1831                 NaN            NaN            NaN            NaN            NaN            NaN  0.819911E-002            NaN  0.808686                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.1877                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.812344                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.1979                 NaN            NaN            NaN            NaN            NaN            NaN  0.330070E-002            NaN  0.798825                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.2060                 NaN            NaN            NaN            NaN            NaN            NaN  0.330472E-002            NaN  0.790690                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.2062                 NaN            NaN            NaN            NaN            NaN            NaN  0.283478E-001            NaN  0.688352       0.771038E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.0837                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.517660E-001  0.864550                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.0893                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.436128E-001  0.867111                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.0962                 NaN            NaN            NaN            NaN            NaN            NaN  0.102625E-003            NaN  0.364672E-001  0.867227                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.1019                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.253472E-001  0.872786                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.1072                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.194506E-001  0.873392                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.1121                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.966784E-002  0.878266                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.1174                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.229412E-002  0.880340                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        99.1205                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.112853E-002  0.878335                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        99.1296                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.105149       0.765283                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        99.1294                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.870581                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        99.1372                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.114210       0.748601                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        99.1382                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.719346E-001  0.789896                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        99.1376                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.862416                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        99.1378                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.862192                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        99.1379                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.862128                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        99.1362                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.863796                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        99.1362                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.863771                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        99.1328                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.867224                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        99.1274                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.872602                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        500.000        99.1171                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.882883                 NaN            NaN            NaN            NaN            NaN            NaN
  1428.57        500.000        99.1073                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.892698                 NaN            NaN            NaN            NaN            NaN            NaN
  1426.07        500.000        99.0900                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.909953                 NaN            NaN            NaN            NaN            NaN            NaN
  1423.56        500.000        98.7989                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.505401       0.695748                 NaN            NaN            NaN            NaN            NaN
  1421.05        500.000        98.7250                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.368127       0.906865                 NaN            NaN            NaN            NaN            NaN
  1418.55        500.000        98.7421                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.892555       0.365345                 NaN            NaN            NaN            NaN            NaN
  1416.04        500.000        98.7589                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.360633       0.880516                 NaN            NaN            NaN            NaN            NaN
  1413.53        500.000        98.7744                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.869829       0.355776                 NaN            NaN            NaN            NaN            NaN
  1411.03        500.000        98.7895                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.859123       0.351342                 NaN            NaN            NaN            NaN            NaN
  1408.52        500.000        97.8589                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.804333       0.906996                 NaN  0.429811                 NaN            NaN            NaN
  1406.02        500.000        96.7743                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.953637        1.33521                 NaN  0.936808                 NaN            NaN            NaN
  1403.51        500.000        96.8723                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.29411       0.925423                 NaN  0.908196                 NaN            NaN            NaN
  1401.00        500.000        96.9657                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.25661       0.896920                 NaN  0.880810                 NaN            NaN            NaN
  1398.50        500.000        97.0545                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.871172        1.21945                 NaN  0.854904                 NaN            NaN            NaN
  1395.99        500.000        97.1367                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.18667       0.846088                 NaN  0.830594                 NaN            NaN            NaN
  1393.48        500.000        97.2161                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.15436       0.822360                 NaN  0.807166                 NaN            NaN            NaN
  1390.98        500.000        97.2913                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.799725        1.12416                 NaN  0.784825                 NaN            NaN            NaN
  1388.47        500.000        97.3633                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.779625        1.09350                 NaN  0.763530                 NaN            NaN            NaN
  1385.96        500.000        97.4337                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.755748        1.06799                 NaN  0.742605                 NaN            NaN            NaN
  1383.46        500.000        97.4996                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.04075       0.736651                 NaN  0.722976                 NaN            NaN            NaN
  1380.95        500.000        97.5622                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.01578       0.717720                 NaN  0.704321                 NaN            NaN            NaN
  1378.45        500.000        97.6234                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.699333       0.991099                 NaN  0.686135                 NaN            NaN            NaN
  1375.94        500.000        97.6793                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.969887       0.681609                 NaN  0.669245                 NaN            NaN            NaN
  1373.43        500.000        97.7357                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.664660       0.947260                 NaN  0.652364                 NaN            NaN            NaN
  1370.93        500.000        97.7902                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.926287       0.647504                 NaN  0.635975                 NaN            NaN            NaN
  1368.42        500.000        97.8383                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.907688       0.632665                 NaN  0.621331                 NaN            NaN            NaN
  1365.91        500.000        97.8907                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.887355       0.616626                 NaN  0.605326                 NaN            NaN            NaN
  1363.41        500.000        97.9353                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.602288       0.870652                 NaN  0.591727                 NaN            NaN            NaN
  1360.90        500.000        97.9822                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.586345       0.853682                 NaN  0.577819                 NaN            NaN            NaN
  1358.40        500.000        98.0255                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.836792       0.573285                 NaN  0.564432                 NaN            NaN            NaN
  1355.89        500.000        98.0676                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.821477       0.559291                 NaN  0.551661                 NaN            NaN            NaN
  1353.38        500.000        98.1079                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.806227       0.546639                 NaN  0.539268                 NaN            NaN            NaN
  1350.88        500.000        98.1471                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.534351       0.791369                 NaN  0.527211                 NaN            NaN            NaN
  1348.37        500.000        98.1851                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.521690       0.777681                 NaN  0.515563                 NaN            NaN            NaN
  1345.86        500.000        98.2223                 NaN            NaN            NaN            NaN            NaN            NaN  0.135489E-005            NaN            NaN  0.763900       0.509542                 NaN  0.504271                 NaN            NaN            NaN
  1343.36        500.000        98.2634                 NaN            NaN            NaN            NaN            NaN            NaN  0.713898E-001            NaN            NaN  0.604750       0.561370                 NaN  0.499119                 NaN            NaN            NaN
  1340.85        500.000        98.3156                 NaN            NaN            NaN            NaN            NaN            NaN  0.337543                 NaN            NaN  0.763195       0.719049E-001            NaN  0.511760                 NaN            NaN            NaN
  1338.35        500.000        98.3634                 NaN            NaN            NaN            NaN            NaN            NaN  0.353780                 NaN            NaN  0.784655                 NaN            NaN  0.498161                 NaN            NaN            NaN
  1335.84        500.000        98.3978                 NaN            NaN            NaN            NaN            NaN            NaN  0.345430                 NaN            NaN  0.769964                 NaN            NaN  0.486813                 NaN            NaN            NaN
  1333.33        500.000        98.4321                 NaN            NaN            NaN            NaN            NaN            NaN  0.343116                 NaN            NaN  0.748972                 NaN            NaN  0.475770                 NaN            NaN            NaN
  1330.83        500.000        98.4623                 NaN            NaN            NaN            NaN            NaN            NaN  0.326711                 NaN            NaN  0.746393                 NaN            NaN  0.464547                 NaN            NaN            NaN
  1328.32        500.000        98.4936                 NaN            NaN            NaN            NaN            NaN            NaN  0.331337                 NaN            NaN  0.719973                 NaN            NaN  0.455061                 NaN            NaN            NaN
  1325.81        500.000        98.5305                 NaN            NaN            NaN            NaN            NaN            NaN  0.321205                 NaN            NaN  0.705623                 NaN            NaN  0.442622                 NaN            NaN            NaN
  1323.31        500.000        98.5582                 NaN            NaN            NaN            NaN            NaN            NaN  0.310935                 NaN            NaN  0.698015                 NaN            NaN  0.432892                 NaN            NaN            NaN
  1320.80        500.000        98.5882                 NaN            NaN            NaN            NaN            NaN            NaN  0.306160                 NaN            NaN  0.682777                 NaN            NaN  0.422858                 NaN            NaN            NaN
  1318.30        500.000        98.6171                 NaN            NaN            NaN            NaN            NaN            NaN  0.300245                 NaN            NaN  0.669451                 NaN            NaN  0.413211                 NaN            NaN            NaN
  1315.79        500.000        98.6463                 NaN            NaN            NaN            NaN            NaN            NaN  0.293512                 NaN            NaN  0.656650                 NaN            NaN  0.403559                 NaN            NaN            NaN
  1313.28        500.000        98.6748                 NaN            NaN            NaN            NaN            NaN            NaN  0.287401                 NaN            NaN  0.644161                 NaN            NaN  0.393652                 NaN            NaN            NaN
  1310.78        500.000        98.4880                 NaN            NaN            NaN            NaN            NaN            NaN  0.333112                 NaN            NaN  0.716313                 NaN            NaN  0.462549                 NaN            NaN            NaN
  1308.27        500.000        98.9209                 NaN            NaN            NaN            NaN            NaN            NaN  0.226190                 NaN            NaN  0.552229                 NaN            NaN  0.300727                 NaN            NaN            NaN
  1305.76        500.000        98.7540                 NaN            NaN            NaN            NaN            NaN            NaN  0.267794                 NaN            NaN  0.611006                 NaN            NaN  0.367193                 NaN            NaN            NaN
  1303.26        500.000        98.7794                 NaN            NaN            NaN            NaN            NaN            NaN  0.262023                 NaN            NaN  0.600187                 NaN            NaN  0.358403                 NaN            NaN            NaN
  1300.75        500.000        98.8035                 NaN            NaN            NaN            NaN            NaN            NaN  0.255884                 NaN            NaN  0.590510                 NaN            NaN  0.350085                 NaN            NaN            NaN
  1298.25        500.000        98.8275                 NaN            NaN            NaN            NaN            NaN            NaN  0.249649                 NaN            NaN  0.580715                 NaN            NaN  0.342150                 NaN            NaN            NaN
  1295.74        500.000        98.8492                 NaN            NaN            NaN            NaN            NaN            NaN  0.254999                 NaN            NaN  0.556114                 NaN            NaN  0.339708                 NaN            NaN            NaN
  1293.23        500.000        98.8743                 NaN            NaN            NaN            NaN            NaN            NaN  0.236920                 NaN            NaN  0.566604                 NaN            NaN  0.322187                 NaN            NaN            NaN
  1290.73        500.000        98.8989                 NaN            NaN            NaN            NaN            NaN            NaN  0.225206                 NaN            NaN  0.558424                 NaN            NaN  0.317426                 NaN            NaN            NaN
  1288.22        500.000        98.9163                 NaN            NaN            NaN            NaN            NaN            NaN  0.224238                 NaN            NaN  0.547834                 NaN            NaN  0.311612                 NaN            NaN            NaN
  1285.71        500.000        98.9351                 NaN            NaN            NaN            NaN            NaN            NaN  0.220629                 NaN            NaN  0.538263                 NaN            NaN  0.306038                 NaN            NaN            NaN
  1283.21        500.000        98.9628                 NaN            NaN            NaN            NaN            NaN            NaN  0.209983                 NaN            NaN  0.531826                 NaN            NaN  0.295409                 NaN            NaN            NaN
  1280.70        500.000        96.7405                 NaN            NaN            NaN            NaN            NaN            NaN  0.296869                 NaN            NaN   1.01919                 NaN            NaN  0.522179        1.42121                 NaN            NaN
  1278.20        500.000        89.3545                 NaN            NaN            NaN            NaN            NaN            NaN  0.108364E-001            NaN            NaN   1.48701        1.85766                 NaN   1.28490        6.00506                 NaN            NaN
  1275.69        500.000        90.2694                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.03044        2.06465                 NaN   1.19367        5.44179                 NaN            NaN
  1273.18        500.000        91.2095                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.795932        2.01696                 NaN   1.08488        4.89270                 NaN            NaN
  1270.68        500.000        91.9975                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.57360                 NaN            NaN  0.992228        4.43665                 NaN            NaN
  1268.17        500.000        92.6780                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.36444                 NaN            NaN  0.910551        4.04702                 NaN            NaN
  1265.66        500.000        93.2483                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.18912                 NaN            NaN  0.842015        3.72059                 NaN            NaN
  1263.16        500.000        93.7407                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.03749                 NaN            NaN  0.782165        3.43969                 NaN            NaN
  1260.65        500.000        94.1632                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.90740                 NaN            NaN  0.730953        3.19847                 NaN            NaN
  1258.15        500.000        94.5481                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.78775                 NaN            NaN  0.681582        2.98257                 NaN            NaN
  1255.64        500.000        94.8756                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.68562                 NaN            NaN  0.643255        2.79551                 NaN            NaN
  1253.13        500.000        95.1712                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.59515                 NaN            NaN  0.604052        2.62960                 NaN            NaN
  1250.63        500.000        95.4430                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.50922                 NaN            NaN  0.569361        2.47841                 NaN            NaN
  1248.12        500.000        95.6831                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.43276                 NaN            NaN  0.541949        2.34215                 NaN            NaN
  1245.61        500.000        95.8881                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.37279                 NaN            NaN  0.512688        2.22642                 NaN            NaN
  1243.11        500.000        96.0932                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.30749                 NaN            NaN  0.485558        2.11373                 NaN            NaN
  1240.60        500.000        96.2808                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.24762                 NaN            NaN  0.460800        2.01075                 NaN            NaN
  1238.10        500.000        96.4412                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.19824                 NaN            NaN  0.440416        1.92015                 NaN            NaN
  1235.59        500.000        96.5912                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.15137                 NaN            NaN  0.422046        1.83536                 NaN            NaN
  1233.08        500.000        96.7344                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.10660                 NaN            NaN  0.402219        1.75674                 NaN            NaN
  1230.58        500.000        96.8672                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.06491                 NaN            NaN  0.384312        1.68357                 NaN            NaN
  1228.07        500.000        97.0044                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.01881                 NaN            NaN  0.363483        1.61327                 NaN            NaN
  1225.56        500.000        97.1143                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.984559                 NaN            NaN  0.351880        1.54931                 NaN            NaN
  1223.06        500.000        97.2255                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.948373                 NaN            NaN  0.336698        1.48941                 NaN            NaN
  1220.55        500.000        97.1573                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.913925                 NaN            NaN  0.340100        1.54148       0.472104E-001            NaN
  1218.05        500.000        97.2640                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.854373                 NaN            NaN  0.327111        1.49771       0.568351E-001            NaN
  1215.54        500.000        97.3539                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.838888                 NaN            NaN  0.313358        1.44139       0.524397E-001            NaN
  1213.03        500.000        97.4116                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.802672                 NaN            NaN  0.300101        1.40660       0.499829E-001  0.289969E-001
  1210.53        500.000        77.2336                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.39232                 NaN            NaN   1.88012        8.53720       0.174392        8.78239     
  1208.02        500.000        78.5454                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.25676                 NaN            NaN   1.77086        8.00004       0.153165        8.27382     
  1205.51        500.000        80.1461                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.03911                 NaN            NaN   1.63885        7.39013       0.133149        7.65262     
  1203.01        500.000        80.3969                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.36052        1.54925                 NaN   1.55660        7.34678       0.143475        7.64645     
  1200.50        500.000        78.7422                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.53587       0.656242                 NaN   1.77631        7.85887       0.118362        8.31217     
  1197.99        500.000        85.4602                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.24638                 NaN            NaN   1.19454        5.63721       0.844532E-001   5.37723     
