|6.6.6
Archiving\03_Data\Deqfrac/QFM_m3.25/WD94/WD94_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Sp(TH)         Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              hed           
  1572.59        2500.00        98.7922        1.07570       0.132134                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.00        2500.00        99.8967       0.930036E-001  0.102565E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1569.41        2500.00        99.3492       0.580562       0.702728E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1567.82        2500.00        99.3549       0.575980       0.691485E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.23        2500.00        99.3606       0.571283       0.681046E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.64        2500.00        99.2240       0.695059       0.809872E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.05        2500.00        99.5117       0.436628       0.517151E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.46        2500.00        99.3751       0.560488       0.643706E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1559.87        2500.00        99.3821       0.554497       0.633705E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.27        2500.00        99.3113       0.617986       0.707551E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.68        2500.00        99.4671       0.478854       0.540011E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.09        2500.00        99.3957       0.543521       0.607475E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.50        2500.00        99.4013       0.539143       0.595121E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.91        2500.00        99.4055       0.534537       0.599302E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1550.32        2500.00        99.4109       0.531423       0.576656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.73        2500.00        99.4144       0.529213       0.563432E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1547.14        2500.00        99.4198       0.524234       0.559514E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.55        2500.00        99.4223       0.523836       0.538711E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.96        2500.00        99.4281       0.518612       0.533020E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.37        2500.00        98.5864        1.28203       0.131535                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.78        2500.00        99.9944       0.477951E-004  0.555833E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.19        2500.00        99.5899       0.378356       0.317508E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.60        2500.00        99.6281       0.339804       0.320897E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.01        2500.00        99.4042       0.545231       0.505954E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.42        2500.00        99.4509       0.502424       0.467246E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.83        2500.00        99.4578       0.495047       0.471604E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.24        2500.00        99.4597       0.492100       0.482136E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.65        2500.00        99.4667       0.486934       0.464071E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.05        2500.00        99.4674       0.488661       0.439035E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.46        2500.00        99.4704       0.486478       0.431605E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.87        2500.00        99.4745       0.482709       0.428047E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.28        2500.00        99.4761       0.483468       0.404602E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.69        2500.00        99.4806       0.478683       0.407370E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.10        2500.00        99.4822       0.480287       0.375541E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.51        2500.00        99.4707       0.417728       0.318924E-001            NaN  0.796680E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.92        2500.00        99.3395       0.495477E-001            NaN            NaN  0.610923                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.33        2500.00        98.9418       0.446827E-001  0.919005E-001            NaN  0.921641                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.74        2500.00        99.7742                 NaN            NaN            NaN  0.225751                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.15        2500.00        99.3378                 NaN  0.190732E-003            NaN  0.662043                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.56        2500.00        99.3379                 NaN            NaN            NaN  0.662125                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.97        2500.00        99.3330                 NaN            NaN            NaN  0.666961                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.38        2500.00        99.3342                 NaN  0.208508E-003            NaN  0.665631                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.79        2500.00        99.3295                 NaN            NaN            NaN  0.670487                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.20        2500.00        99.3242                 NaN            NaN            NaN  0.675815                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.61        2500.00        99.3253                 NaN  0.470140E-005            NaN  0.674693                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.02        2500.00        99.3222                 NaN            NaN            NaN  0.677776                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1499.43        2500.00        99.3113                 NaN            NaN            NaN  0.688673                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.83        2500.00        99.3081                 NaN            NaN            NaN  0.691946                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.2942                 NaN            NaN            NaN  0.705836                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.65        2500.00        99.2774                 NaN  0.106703E-003            NaN  0.722505                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.06        2500.00        99.2953                 NaN            NaN            NaN  0.626919       0.777619E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1491.47        2500.00        98.8648                 NaN            NaN            NaN  0.397034       0.738117                 NaN            NaN            NaN            NaN            NaN            NaN
  1489.88        2500.00        98.9331                 NaN            NaN            NaN  0.303801       0.763083                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.29        2500.00        98.9390                 NaN            NaN            NaN  0.300311       0.760673                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.70        2500.00        98.9487                 NaN            NaN            NaN  0.751937       0.299358                 NaN            NaN            NaN            NaN            NaN            NaN
  1485.11        2500.00        98.9591                 NaN            NaN            NaN  0.745148       0.295776                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.52        2500.00        98.9684                 NaN            NaN            NaN  0.737369       0.294265                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.93        2500.00        98.9762                 NaN            NaN            NaN  0.731090       0.292738                 NaN            NaN            NaN            NaN            NaN            NaN
  1480.34        2500.00        98.9861                 NaN            NaN            NaN  0.725690       0.288196                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.75        2500.00        98.9949                 NaN            NaN            NaN  0.718796       0.286264                 NaN            NaN            NaN            NaN            NaN            NaN
  1477.16        2500.00        99.0023                 NaN            NaN            NaN  0.714095       0.283637                 NaN            NaN            NaN            NaN            NaN            NaN
  1475.57        2500.00        99.0116                 NaN            NaN            NaN  0.708041       0.280379                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.98        2500.00        99.0201                 NaN            NaN            NaN  0.279256       0.700681                 NaN            NaN            NaN            NaN            NaN            NaN
  1472.39        2500.00        99.0249                 NaN            NaN            NaN  0.275542       0.699575                 NaN            NaN            NaN            NaN            NaN            NaN
  1470.80        2500.00        99.0375                 NaN            NaN            NaN  0.273082       0.689465                 NaN            NaN            NaN            NaN            NaN            NaN
  1469.21        2500.00        99.0407                 NaN            NaN            NaN  0.271043       0.688287                 NaN            NaN            NaN            NaN            NaN            NaN
  1467.61        2500.00        99.0573                 NaN            NaN            NaN  0.676691       0.266014                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.02        2500.00        99.0456                 NaN            NaN            NaN  0.267599       0.686814                 NaN            NaN            NaN            NaN            NaN            NaN
  1464.43        2500.00        99.0676                 NaN            NaN            NaN  0.670078       0.262333                 NaN            NaN            NaN            NaN            NaN            NaN
  1462.84        2500.00        99.0689                 NaN            NaN            NaN  0.261818       0.669317                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.25        2500.00        99.0769                 NaN  0.138227E-005            NaN  0.259239       0.663864                 NaN            NaN            NaN            NaN            NaN            NaN
  1459.66        2500.00        99.0826                 NaN            NaN            NaN  0.659281       0.258144                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.07        2500.00        99.0890                 NaN            NaN            NaN  0.657661       0.253325                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.48        2500.00        99.0947                 NaN            NaN            NaN  0.250361       0.654931                 NaN            NaN            NaN            NaN            NaN            NaN
  1454.89        2500.00        99.1181                 NaN            NaN            NaN  0.637216       0.244643                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.30        2500.00        99.0888                 NaN  0.905444E-006            NaN  0.659166       0.251985                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.71        2500.00        99.1109                 NaN            NaN            NaN  0.244929       0.644143                 NaN            NaN            NaN            NaN            NaN            NaN
  1450.12        2500.00        97.3390                 NaN  0.262008                 NaN  0.893379       0.604723                 NaN  0.900878                 NaN            NaN            NaN            NaN
  1448.53        2500.00        97.1569                 NaN  0.319143                 NaN  0.926469       0.590741                 NaN   1.00673                 NaN            NaN            NaN            NaN
  1446.94        2500.00        97.2210                 NaN  0.317404                 NaN  0.911172       0.565074                 NaN  0.985331                 NaN            NaN            NaN            NaN
  1445.35        2500.00        97.2798                 NaN  0.315760                 NaN  0.539288       0.899790                 NaN  0.965342                 NaN            NaN            NaN            NaN
  1443.76        2500.00        97.3466                 NaN  0.312954                 NaN  0.514420       0.883112                 NaN  0.942923                 NaN            NaN            NaN            NaN
  1442.17        2500.00        97.4034                 NaN  0.311461                 NaN  0.490388       0.870993                 NaN  0.923793                 NaN            NaN            NaN            NaN
  1440.58        2500.00        97.4574                 NaN  0.310012                 NaN  0.859536       0.467433                 NaN  0.905615                 NaN            NaN            NaN            NaN
  1438.99        2500.00        97.5030                 NaN  0.310070                 NaN  0.852984       0.443049                 NaN  0.890877                 NaN            NaN            NaN            NaN
  1437.39        2500.00        97.5699                 NaN  0.305278                 NaN  0.833650       0.424161                 NaN  0.867021                 NaN            NaN            NaN            NaN
  1435.80        2500.00        97.6134                 NaN  0.305408                 NaN  0.402429       0.825899                 NaN  0.852870                 NaN            NaN            NaN            NaN
  1434.21        2500.00        97.6584                 NaN  0.304816                 NaN  0.381378       0.817383                 NaN  0.837986                 NaN            NaN            NaN            NaN
  1432.62        2500.00        97.7086                 NaN  0.302251                 NaN  0.807327       0.361442                 NaN  0.820343                 NaN            NaN            NaN            NaN
  1431.03        2500.00        97.7524                 NaN  0.301537                 NaN  0.796679       0.343598                 NaN  0.805756                 NaN            NaN            NaN            NaN
  1429.44        2500.00        97.7969                 NaN  0.300288                 NaN  0.788849       0.323533                 NaN  0.790447                 NaN            NaN            NaN            NaN
  1427.85        2500.00        97.8377                 NaN  0.299088                 NaN  0.304848       0.781703                 NaN  0.776680                 NaN            NaN            NaN            NaN
  1426.26        2500.00        97.8769                 NaN  0.298048                 NaN  0.775648       0.286156                 NaN  0.763290                 NaN            NaN            NaN            NaN
  1424.67        2500.00        97.9185                 NaN  0.296740                 NaN  0.269146       0.766516                 NaN  0.749102                 NaN            NaN            NaN            NaN
  1423.08        2500.00        97.9554                 NaN  0.295861                 NaN  0.252292       0.759854                 NaN  0.736598                 NaN            NaN            NaN            NaN
  1421.49        2500.00        97.9924                 NaN  0.294753                 NaN  0.752677       0.236495                 NaN  0.723666                 NaN            NaN            NaN            NaN
  1419.90        2500.00        98.0304                 NaN  0.293447                 NaN  0.744786       0.220486                 NaN  0.710912                 NaN            NaN            NaN            NaN
  1418.31        2500.00        98.0646                 NaN  0.292649                 NaN  0.739076       0.204547                 NaN  0.699164                 NaN            NaN            NaN            NaN
  1416.72        2500.00        98.0980                 NaN  0.291168                 NaN  0.188518       0.734873                 NaN  0.687436                 NaN            NaN            NaN            NaN
  1415.13        2500.00        98.1296                 NaN  0.290729                 NaN  0.730706       0.172079                 NaN  0.676890                 NaN            NaN            NaN            NaN
  1413.54        2500.00        98.1648                 NaN  0.288772                 NaN  0.158010       0.724054                 NaN  0.664413                 NaN            NaN            NaN            NaN
  1411.95        2500.00        98.1962                 NaN  0.288267                 NaN  0.144165       0.717545                 NaN  0.653847                 NaN            NaN            NaN            NaN
  1410.36        2500.00        98.2244                 NaN  0.287542                 NaN  0.126946       0.716822                 NaN  0.644256                 NaN            NaN            NaN            NaN
  1408.77        2500.00        98.2551                 NaN  0.285540                 NaN  0.116138       0.710368                 NaN  0.632903                 NaN            NaN            NaN            NaN
  1407.17        2500.00        98.2842                 NaN  0.284516                 NaN  0.102248       0.706044                 NaN  0.622997                 NaN            NaN            NaN            NaN
  1405.58        2500.00        98.3103                 NaN  0.283784                 NaN  0.704055       0.879676E-001            NaN  0.613920                 NaN            NaN            NaN            NaN
  1403.99        2500.00        98.3303                 NaN  0.282181                 NaN  0.699710       0.804599E-001            NaN  0.607332                 NaN            NaN            NaN            NaN
  1402.40        2500.00        98.3721                 NaN  0.281434                 NaN  0.575992E-001  0.697108                 NaN  0.591788                 NaN            NaN            NaN            NaN
  1400.81        2500.00        98.3816                 NaN  0.284869                 NaN  0.693157       0.479236E-001            NaN  0.592443                 NaN            NaN            NaN            NaN
  1399.22        2500.00        98.4325                 NaN  0.273835                 NaN  0.682131       0.425874E-001            NaN  0.568979                 NaN            NaN            NaN            NaN
  1397.63        2500.00        98.4393                 NaN  0.277260                 NaN  0.690483       0.245937E-001            NaN  0.568384                 NaN            NaN            NaN            NaN
  1396.04        2500.00        98.4536                 NaN  0.278336                 NaN  0.692974       0.112772E-001            NaN  0.563862                 NaN            NaN            NaN            NaN
  1394.45        2500.00        98.4992                 NaN  0.272310                 NaN  0.320270E-002  0.678778                 NaN  0.546525                 NaN            NaN            NaN            NaN
  1392.86        2500.00        98.5102                 NaN  0.270796                 NaN  0.676097                 NaN            NaN  0.542904                 NaN            NaN            NaN            NaN
  1391.27        2500.00        98.5325                 NaN  0.267066                 NaN  0.666161                 NaN            NaN  0.534273                 NaN            NaN            NaN            NaN
  1389.68        2500.00        98.5513                 NaN  0.263680                 NaN  0.657546                 NaN            NaN  0.527424                 NaN            NaN            NaN            NaN
  1388.09        2500.00        98.5638                 NaN  0.240095                 NaN  0.608636       0.691270E-001            NaN  0.518364                 NaN            NaN            NaN            NaN
  1386.50        2500.00        98.5931                 NaN  0.262940                 NaN  0.631465                 NaN            NaN  0.512516                 NaN            NaN            NaN            NaN
  1384.91        2500.00        98.6099                 NaN  0.250941                 NaN  0.634628                 NaN            NaN  0.504571                 NaN            NaN            NaN            NaN
  1383.32        2500.00        98.6194                 NaN  0.248981                 NaN  0.629621                 NaN            NaN  0.501982                 NaN            NaN            NaN            NaN
  1381.73        2500.00        98.6639                 NaN  0.242959                 NaN  0.610632                 NaN            NaN  0.482510                 NaN            NaN            NaN            NaN
  1380.14        2500.00        98.6696                 NaN  0.245258                 NaN  0.602542                 NaN            NaN  0.482602                 NaN            NaN            NaN            NaN
  1378.55        2500.00        98.6880                 NaN  0.241217                 NaN  0.595517                 NaN            NaN  0.475223                 NaN            NaN            NaN            NaN
  1376.95        2500.00        98.7059                 NaN  0.237074                 NaN  0.588750                 NaN            NaN  0.468243                 NaN            NaN            NaN            NaN
  1375.36        2500.00        98.7230                 NaN  0.235345                 NaN  0.579813                 NaN            NaN  0.461858                 NaN            NaN            NaN            NaN
  1373.77        2500.00        98.7393                 NaN  0.231348                 NaN  0.574018                 NaN            NaN  0.455312                 NaN            NaN            NaN            NaN
  1372.18        2500.00        98.7571                 NaN  0.229114                 NaN  0.565193                 NaN            NaN  0.448619                 NaN            NaN            NaN            NaN
  1370.59        2500.00        98.7729                 NaN  0.224974                 NaN  0.559883                 NaN            NaN  0.442206                 NaN            NaN            NaN            NaN
  1369.00        2500.00        98.7900                 NaN  0.224877                 NaN  0.548942                 NaN            NaN  0.436144                 NaN            NaN            NaN            NaN
  1367.41        2500.00        98.8056                 NaN  0.219390                 NaN  0.545270                 NaN            NaN  0.429735                 NaN            NaN            NaN            NaN
  1365.82        2500.00        98.8149                 NaN  0.209792                 NaN  0.550633                 NaN            NaN  0.424717                 NaN            NaN            NaN            NaN
  1364.23        2500.00        98.8390                 NaN  0.215997                 NaN  0.528162                 NaN            NaN  0.416807                 NaN            NaN            NaN            NaN
  1362.64        2500.00        98.8504                 NaN  0.210376                 NaN  0.527252                 NaN            NaN  0.411971                 NaN            NaN            NaN            NaN
  1361.05        2500.00        98.8666                 NaN  0.210774                 NaN  0.516417                 NaN            NaN  0.406225                 NaN            NaN            NaN            NaN
  1359.46        2500.00        98.8807                 NaN  0.208239                 NaN  0.510296                 NaN            NaN  0.400814                 NaN            NaN            NaN            NaN
  1357.87        2500.00        98.8946                 NaN  0.208770                 NaN  0.500244                 NaN            NaN  0.396413                 NaN            NaN            NaN            NaN
  1356.28        2500.00        98.9119                 NaN  0.201962                 NaN  0.497655                 NaN            NaN  0.388470                 NaN            NaN            NaN            NaN
  1354.69        2500.00        98.9174                 NaN  0.203334                 NaN  0.492639                 NaN            NaN  0.386591                 NaN            NaN            NaN            NaN
  1353.10        2500.00        98.9384                 NaN  0.196085                 NaN  0.487956                 NaN            NaN  0.377520                 NaN            NaN            NaN            NaN
  1351.51        2500.00        98.9457                 NaN  0.194152                 NaN  0.485011                 NaN            NaN  0.375088                 NaN            NaN            NaN            NaN
  1349.92        2500.00        98.9628                 NaN  0.190628                 NaN  0.478778                 NaN            NaN  0.367751                 NaN            NaN            NaN            NaN
  1348.33        2500.00        98.9738                 NaN  0.188004                 NaN  0.474444                 NaN            NaN  0.363717                 NaN            NaN            NaN            NaN
  1346.73        2500.00        98.9855                 NaN  0.185065                 NaN  0.470569                 NaN            NaN  0.358872                 NaN            NaN            NaN            NaN
  1345.14        2500.00        98.9965                 NaN  0.180919                 NaN  0.468470                 NaN            NaN  0.354091                 NaN            NaN            NaN            NaN
  1343.55        2500.00        98.9751                 NaN  0.211704                 NaN  0.421908                 NaN            NaN  0.391247                 NaN            NaN            NaN            NaN
  1341.96        2500.00        99.0310                 NaN  0.164537                 NaN  0.492658                 NaN            NaN  0.311805                 NaN            NaN            NaN            NaN
  1340.37        2500.00        99.0326                 NaN  0.169109                 NaN  0.459493                 NaN            NaN  0.338847                 NaN            NaN            NaN            NaN
  1338.78        2500.00        99.0428                 NaN  0.170259                 NaN  0.451389                 NaN            NaN  0.335557                 NaN            NaN            NaN            NaN
  1337.19        2500.00        99.0554                 NaN  0.167516                 NaN  0.446418                 NaN            NaN  0.330671                 NaN            NaN            NaN            NaN
  1335.60        2500.00        99.0648                 NaN  0.163669                 NaN  0.445044                 NaN            NaN  0.326479                 NaN            NaN            NaN            NaN
  1334.01        2500.00        99.0750                 NaN  0.161774                 NaN  0.440716                 NaN            NaN  0.322500                 NaN            NaN            NaN            NaN
  1332.42        2500.00        99.0861                 NaN  0.159140                 NaN  0.436663                 NaN            NaN  0.318124                 NaN            NaN            NaN            NaN
  1330.83        2500.00        99.0959                 NaN  0.154823                 NaN  0.435542                 NaN            NaN  0.313761                 NaN            NaN            NaN            NaN
  1329.24        2500.00        99.1043                 NaN  0.150802                 NaN  0.434810                 NaN            NaN  0.310134                 NaN            NaN            NaN            NaN
  1327.65        2500.00        99.1150                 NaN  0.150597                 NaN  0.428387                 NaN            NaN  0.306016                 NaN            NaN            NaN            NaN
  1326.06        2500.00        99.1263                 NaN  0.145585                 NaN  0.426505                 NaN            NaN  0.301570                 NaN            NaN            NaN            NaN
  1324.47        2500.00        99.1344                 NaN  0.141605                 NaN  0.426329                 NaN            NaN  0.297693                 NaN            NaN            NaN            NaN
  1322.88        2500.00        99.1432                 NaN  0.139448                 NaN  0.423164                 NaN            NaN  0.294141                 NaN            NaN            NaN            NaN
  1321.29        2500.00        99.1515                 NaN  0.136107                 NaN  0.421735                 NaN            NaN  0.290611                 NaN            NaN            NaN            NaN
  1319.70        2500.00        99.1605                 NaN  0.132898                 NaN  0.419621                 NaN            NaN  0.286954                 NaN            NaN            NaN            NaN
  1318.11        2500.00        99.1692                 NaN  0.130742                 NaN  0.416514                 NaN            NaN  0.283532                 NaN            NaN            NaN            NaN
  1316.51        2500.00        99.1777                 NaN  0.128000                 NaN  0.414496                 NaN            NaN  0.279786                 NaN            NaN            NaN            NaN
  1314.92        2500.00        99.1866                 NaN  0.125584                 NaN  0.411464                 NaN            NaN  0.276371                 NaN            NaN            NaN            NaN
  1313.33        2500.00        99.1929                 NaN  0.121752                 NaN  0.411943                 NaN            NaN  0.273357                 NaN            NaN            NaN            NaN
  1311.74        2500.00        99.2022                 NaN  0.118599                 NaN  0.409398                 NaN            NaN  0.269781                 NaN            NaN            NaN            NaN
  1310.15        2500.00        99.2085                 NaN  0.114847                 NaN  0.409561                 NaN            NaN  0.267060                 NaN            NaN            NaN            NaN
  1308.56        2500.00        99.2162                 NaN  0.109460                 NaN  0.411298                 NaN            NaN  0.263086                 NaN            NaN            NaN            NaN
  1306.97        2500.00        99.2226                 NaN  0.105537                 NaN  0.411219                 NaN            NaN  0.260609                 NaN            NaN            NaN            NaN
