|6.6.6
Archiving\03_Data\Deqfrac/QFM_m3.25/WD94/WD94_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Sp(TH)         Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              hed           
  1305.38        2500.00        99.2303                 NaN  0.103270                 NaN  0.408977                 NaN            NaN  0.257465                 NaN            NaN            NaN            NaN
  1303.79        2500.00        99.2365                 NaN  0.996840E-001            NaN  0.409102                 NaN            NaN  0.254669                 NaN            NaN            NaN            NaN
  1302.20        2500.00        99.2435                 NaN  0.971472E-001            NaN  0.407524                 NaN            NaN  0.251855                 NaN            NaN            NaN            NaN
  1300.61        2500.00        93.0294                 NaN  0.342371                 NaN   1.59499                 NaN            NaN   1.04016        3.99308                 NaN            NaN            NaN
  1299.02        2500.00        89.2733                 NaN  0.447557                 NaN   2.38394                 NaN            NaN   1.51780        6.37744                 NaN            NaN            NaN
  1297.43        2500.00        89.8112                 NaN  0.379872                 NaN   2.35507                 NaN            NaN   1.45004        6.00385                 NaN            NaN            NaN
  1295.84        2500.00        86.9339                 NaN  0.431873                 NaN   2.93661                 NaN            NaN   1.85688        7.69395       0.146817                 NaN            NaN
  1294.25        2500.00        84.1975                 NaN  0.535430                 NaN   3.41798                 NaN            NaN   2.24207        9.30726       0.299792                 NaN            NaN
  1292.66        2500.00        85.6601                 NaN  0.493475                 NaN   3.13187                 NaN            NaN   2.04122        8.40485       0.268519                 NaN            NaN
  1291.07        2500.00        86.9661                 NaN  0.447151                 NaN   2.88222                 NaN            NaN   1.86123        7.60265       0.240688                 NaN            NaN
  1289.48        2500.00        83.8010                 NaN  0.546721                 NaN   3.43496                 NaN            NaN   2.34987        9.56247       0.304941                 NaN            NaN
  1287.89        2500.00        92.5975                 NaN  0.269271                 NaN   1.77548                 NaN            NaN   1.03864        4.18671       0.132397                 NaN            NaN
  1286.29        2500.00        91.8468                 NaN  0.260047                 NaN   1.95536                 NaN            NaN   1.16893        4.62922       0.139609                 NaN            NaN
  1284.70        2500.00        90.6543                 NaN  0.256266                 NaN   2.23024                 NaN            NaN   1.35059        5.34725       0.161344                 NaN            NaN
  1283.11        2500.00        89.9098                 NaN  0.320714                 NaN   2.23890                 NaN            NaN   1.48494        5.87247       0.173171                 NaN            NaN
  1281.52        2500.00        93.4413                 NaN            NaN            NaN   1.85833                 NaN            NaN  0.851976        3.72363       0.124786                 NaN            NaN
  1279.93        2500.00        89.8356                 NaN  0.709227                 NaN   1.95386                 NaN            NaN   1.63835        5.69255       0.170456                 NaN            NaN
  1278.34        2500.00        94.8870                 NaN            NaN            NaN   1.55353                 NaN            NaN  0.668098        2.82250       0.688953E-001            NaN            NaN
  1276.75        2500.00        93.4111                 NaN            NaN            NaN   1.86988                 NaN            NaN  0.940862        3.67423       0.103959                 NaN            NaN
  1275.16        2500.00        90.0075                 NaN  0.878757E-001            NaN   2.19183                 NaN            NaN   1.49337        6.04247       0.176971                 NaN            NaN
  1273.57        2500.00        88.7098                 NaN  0.504089                 NaN   1.52665                 NaN            NaN   1.74130        7.27900       0.239141                 NaN            NaN
  1271.98        2500.00        95.2685                 NaN            NaN            NaN   1.11590                 NaN            NaN  0.686754        2.85471       0.741374E-001            NaN            NaN
  1270.39        2500.00        96.4544                 NaN            NaN            NaN  0.845702                 NaN            NaN  0.565708        2.08326       0.509710E-001            NaN            NaN
  1268.80        2500.00        98.5747                 NaN            NaN            NaN  0.677356E-002            NaN            NaN  0.371938        1.02939       0.172052E-001            NaN            NaN
  1267.21        2500.00        97.2722                 NaN            NaN            NaN   1.29990                 NaN            NaN  0.248570        1.15033       0.289491E-001            NaN            NaN
  1265.62        2500.00        97.8120                 NaN            NaN            NaN  0.375085                 NaN            NaN  0.441181        1.34989       0.218743E-001            NaN            NaN
  1264.03        2500.00        98.3996                 NaN            NaN            NaN  0.747261                 NaN            NaN  0.169207       0.663726       0.202376E-001            NaN            NaN
  1262.44        2500.00        97.5563                 NaN            NaN            NaN  0.954309                 NaN            NaN  0.353619        1.10932       0.264792E-001            NaN            NaN
  1260.85        2500.00        97.8536                 NaN            NaN            NaN  0.578809                 NaN            NaN  0.318311        1.21486       0.344465E-001            NaN            NaN
  1259.26        2500.00        93.2707                 NaN            NaN            NaN   2.20327       0.174199                 NaN  0.851457        3.39303       0.107364                 NaN            NaN
  1257.67        2500.00        93.7647                 NaN            NaN            NaN  0.259478        3.02407                 NaN  0.751017        2.16584       0.348460E-001            NaN            NaN
  1256.07        2500.00        94.4230                 NaN            NaN            NaN   1.42725       0.563101                 NaN  0.744244        2.80996       0.324867E-001            NaN            NaN
  1254.48        2500.00        96.8334                 NaN            NaN            NaN  0.479363       0.466584                 NaN  0.422060        1.74626       0.523664E-001            NaN            NaN
  1252.89        2500.00        96.5393                 NaN            NaN            NaN  0.983154                 NaN            NaN  0.481997        1.94623       0.492909E-001            NaN            NaN
  1251.30        2500.00        96.3212                 NaN            NaN            NaN  0.977667                 NaN            NaN  0.491454        2.15036       0.592747E-001            NaN            NaN
  1249.71        2500.00        92.4534                 NaN            NaN            NaN   1.33519       0.383790E-005            NaN   1.08498        4.95070       0.175720                 NaN            NaN
  1248.12        2500.00        99.0702                 NaN            NaN            NaN  0.822513                 NaN            NaN  0.107266                 NaN            NaN            NaN            NaN
  1246.53        2500.00        98.8080                 NaN            NaN            NaN  0.435457                 NaN            NaN  0.128446       0.618152       0.997407E-002            NaN            NaN
  1244.94        2500.00        97.6181                 NaN            NaN            NaN  0.595976       0.598619E-001            NaN  0.377180        1.34890                 NaN            NaN            NaN
  1243.35        2500.00        97.7391                 NaN            NaN            NaN  0.733613                 NaN            NaN  0.337034        1.17877       0.114588E-001            NaN            NaN
  1241.76        2500.00        97.7107                 NaN            NaN            NaN  0.583204                 NaN            NaN  0.278966        1.40380       0.233697E-001            NaN            NaN
  1240.17        2500.00        91.0869                 NaN            NaN            NaN   1.81247                 NaN            NaN   1.05764        5.87299       0.170013                 NaN            NaN
  1238.58        2500.00        99.0435                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.673523       0.189958E-001  0.264020                 NaN
  1236.99        2500.00        99.2530                 NaN            NaN            NaN  0.613042                 NaN            NaN  0.133974                 NaN            NaN            NaN            NaN
  1235.40        2500.00        98.4663                 NaN            NaN            NaN  0.394617                 NaN            NaN  0.159523       0.950230       0.293567E-001            NaN            NaN
  1233.81        2500.00        97.4410                 NaN            NaN            NaN  0.411197       0.208832                 NaN  0.491742        1.44720                 NaN            NaN            NaN
  1232.22        2500.00        65.8678                 NaN   1.28958                 NaN  0.176906E-005            NaN            NaN   2.20826        16.9500       0.275991        13.4084                 NaN
  1230.63        2500.00        87.6978                 NaN            NaN            NaN   3.80456        1.29731                 NaN   2.27108        3.77153                 NaN   1.15777                 NaN
  1229.04        2500.00                 NaN            NaN            NaN            NaN   3.59769        7.46095       0.165374E-002   7.97720        46.9450       0.680485        33.3370                 NaN
  1227.45        2500.00                 NaN            NaN   2.70253                 NaN   6.34061       0.167621E-002            NaN   7.73640        47.9569       0.844701        34.4172                 NaN
  1225.85        2500.00                 NaN            NaN   2.70888                 NaN   6.32921       0.161869E-002            NaN   7.73621        47.9592       0.844739        34.4201                 NaN
  1224.26        2500.00                 NaN            NaN   2.71008                 NaN   6.33006       0.154756E-002            NaN   7.73398        47.9561       0.844711        34.4235                 NaN
  1222.67        2500.00                 NaN            NaN            NaN            NaN   4.88440        6.37419                 NaN   8.15383        46.5683       0.640767        33.3785                 NaN
  1221.08        2500.00                 NaN            NaN   2.64837                 NaN   6.45363                 NaN            NaN   7.75322        47.9010       0.838155        34.4056                 NaN
  1219.49        2500.00                 NaN            NaN            NaN            NaN   6.05959        5.13678                 NaN   8.06201        46.6986       0.665911        33.3771                 NaN
  1217.90        2500.00                 NaN            NaN            NaN            NaN   6.47499        4.73748                 NaN   8.05963        46.6795       0.665453        33.3830                 NaN
  1216.31        2500.00                 NaN            NaN            NaN            NaN   6.18402        5.01297                 NaN   8.07525        46.6841       0.665588        33.3781                 NaN
  1214.72        2500.00                 NaN            NaN            NaN            NaN   6.11358        5.08892                 NaN   8.07673        46.6757       0.664877        33.3802                 NaN
  1213.13        2500.00                 NaN            NaN            NaN            NaN   6.23267        4.97083                 NaN   8.07990        46.6708       0.664217        33.3816                 NaN
  1211.54        2500.00                 NaN            NaN   3.43899                 NaN  0.389148E-001            NaN            NaN   7.27790        49.5023       0.938440        34.4357        4.36780     
  1209.95        2500.00                 NaN            NaN   3.43848                 NaN  0.428104E-001            NaN            NaN   7.27816        49.5005       0.938359        34.4367        4.36498     
  1208.36        2500.00                 NaN            NaN            NaN            NaN   6.14671        5.06611                 NaN   8.08820        46.6505       0.661956        33.3865                 NaN
  1206.77        2500.00                 NaN            NaN            NaN            NaN   6.48986        4.73923                 NaN   8.10084        46.6257       0.655901        33.3885                 NaN
  1205.18        2500.00                 NaN            NaN            NaN            NaN   6.55938        4.67608                 NaN   8.10290        46.6156       0.654796        33.3913                 NaN
  1203.59        2500.00                 NaN            NaN            NaN            NaN   6.63454        4.60854                 NaN   8.10391        46.6057       0.653297        33.3940                 NaN
  1202.00        2500.00                 NaN            NaN   2.74290                 NaN   6.27401       0.249188E-004            NaN   7.73247        47.9536       0.844734        34.4522                 NaN
  1200.41        2500.00                 NaN            NaN            NaN            NaN   6.63138        4.60497                 NaN   8.10572        46.6023       0.656655        33.3990                 NaN
  1198.82        2500.00                 NaN            NaN            NaN            NaN   6.52751        4.70445                 NaN   8.10530        46.6090       0.656563        33.3972                 NaN
  1197.23        2500.00                 NaN            NaN            NaN            NaN   6.55675        4.67824                 NaN   8.10248        46.6076       0.655581        33.3994                 NaN
  1195.63        2500.00                 NaN            NaN            NaN            NaN   6.58447        4.65408                 NaN   8.10607        46.6002       0.654379        33.4008                 NaN
  1194.04        2500.00                 NaN            NaN            NaN            NaN   6.61990        4.61876                 NaN   8.10150        46.6010       0.656096        33.4028                 NaN
  1192.45        2500.00                 NaN            NaN            NaN            NaN   6.75414        4.50088                 NaN   8.11471        46.5672       0.654134        33.4089                 NaN
  1190.86        2500.00                 NaN            NaN            NaN            NaN   6.77185        4.47430                 NaN   8.11273        46.5846       0.652368        33.4041                 NaN
  1189.27        2500.00                 NaN            NaN            NaN            NaN   6.53144        4.72103                 NaN   8.12907        46.5636       0.649024        33.4058                 NaN
  1187.68        2500.00                 NaN            NaN            NaN            NaN   6.70484        4.54408                 NaN   8.11783        46.5726       0.652310        33.4083                 NaN
  1186.09        2500.00                 NaN            NaN            NaN            NaN   6.71918        4.53210                 NaN   8.11999        46.5671       0.651712        33.4099                 NaN
  1184.50        2500.00                 NaN            NaN            NaN            NaN   6.73387        4.51962                 NaN   8.12212        46.5619       0.651131        33.4114                 NaN
  1182.91        2500.00                 NaN            NaN            NaN            NaN   6.76292        4.49330                 NaN   8.12415        46.5558       0.650520        33.4133                 NaN
  1181.32        2500.00                 NaN            NaN            NaN            NaN   6.77633        4.48224                 NaN   8.12562        46.5515       0.649649        33.4146                 NaN
  1179.73        2500.00                 NaN            NaN   3.43386                 NaN  0.690973E-001            NaN            NaN   7.27958        49.4799       0.937522        34.4556        4.34450     
  1178.14        2500.00                 NaN            NaN            NaN            NaN   6.79331        4.46921                 NaN   8.13165        46.5408       0.647895        33.4171                 NaN
  1176.55        2500.00                 NaN            NaN            NaN            NaN   7.29957        3.96137                 NaN   8.19778        46.4796       0.647181        33.4145                 NaN
  1174.96        2500.00                 NaN            NaN            NaN            NaN   7.33718        3.92647                 NaN   8.20304        46.4711       0.646574        33.4157                 NaN
  1173.37        2500.00                 NaN            NaN            NaN            NaN   7.43174        3.83083                 NaN   8.19826        46.4728       0.647914        33.4184                 NaN
  1171.78        2500.00                 NaN            NaN            NaN            NaN   7.42148        3.84027                 NaN   8.20671        46.4708       0.645367        33.4154                 NaN
  1170.19        2500.00                 NaN            NaN   3.43635                 NaN  0.390649E-001            NaN            NaN   7.27714        49.4830       0.937835        34.4613        4.36530     
  1168.60        2500.00                 NaN            NaN            NaN            NaN   7.27843        3.99323                 NaN   8.21721        46.4485       0.642568        33.4201                 NaN
  1167.01        2500.00                 NaN            NaN            NaN            NaN   7.53680        3.74862                 NaN   8.20756        46.4352       0.643117        33.4287                 NaN
  1165.41        2500.00                 NaN            NaN            NaN            NaN   7.59755        3.69820                 NaN   8.20896        46.4227       0.640755        33.4318                 NaN
  1163.82        2500.00                 NaN            NaN            NaN            NaN   7.27165        4.00444                 NaN   8.21662        46.4396       0.642788        33.4249                 NaN
  1162.23        2500.00                 NaN            NaN            NaN            NaN   7.37966        3.90113                 NaN   8.21887        46.4318       0.641771        33.4267                 NaN
  1160.64        2500.00                 NaN            NaN            NaN            NaN   7.32765        3.95164                 NaN   8.22538        46.4268       0.640501        33.4280                 NaN
  1159.05        2500.00                 NaN            NaN   3.43550                 NaN  0.405628E-001            NaN            NaN   7.27706        49.4775       0.937652        34.4681        4.36359     
  1157.46        2500.00                 NaN            NaN            NaN            NaN   2.39116        8.81037                 NaN   8.16458        46.5625       0.655902        33.4155                 NaN
  1155.87        2500.00                 NaN            NaN            NaN            NaN   7.53349        3.75334                 NaN   8.21752        46.4221       0.639768        33.4338                 NaN
  1154.28        2500.00                 NaN            NaN            NaN            NaN   7.56932        3.71695                 NaN   8.21750        46.4240       0.638818        33.4334                 NaN
  1152.69        2500.00                 NaN            NaN            NaN            NaN   7.40162        3.89073                 NaN   8.23533        46.4007       0.637021        33.4346                 NaN
  1151.10        2500.00                 NaN            NaN            NaN            NaN   7.41362        3.87945                 NaN   8.23277        46.3993       0.637152        33.4377                 NaN
  1149.51        2500.00                 NaN            NaN            NaN            NaN   7.52988        3.76262                 NaN   8.22542        46.4065       0.637374        33.4382                 NaN
  1147.92        2500.00                 NaN            NaN            NaN            NaN   7.68752        3.62680                 NaN   8.23298        46.3784       0.632724        33.4415                 NaN
  1146.33        2500.00                 NaN            NaN            NaN            NaN   7.61466        3.68912                 NaN   8.23476        46.3837       0.634224        33.4435                 NaN
  1144.74        2500.00                 NaN            NaN            NaN            NaN   7.70413        3.60564                 NaN   8.23811        46.3743       0.632833        33.4450                 NaN
  1143.15        2500.00                 NaN            NaN            NaN            NaN   7.71972        3.59557                 NaN   8.24014        46.3660       0.631714        33.4468                 NaN
  1141.56        2500.00                 NaN            NaN            NaN            NaN   7.72160        3.60091                 NaN   8.24456        46.3506       0.630711        33.4516                 NaN
  1139.97        2500.00                 NaN            NaN            NaN            NaN   7.78813        3.54290                 NaN   8.25069        46.3321       0.629607        33.4565                 NaN
  1138.38        2500.00                 NaN            NaN            NaN            NaN   7.59075        3.72488                 NaN   8.24030        46.3639       0.631064        33.4491                 NaN
  1136.79        2500.00                 NaN            NaN            NaN            NaN   7.70082        3.62872                 NaN   8.25382        46.3343       0.627697        33.4546                 NaN
  1135.19        2500.00                 NaN            NaN            NaN            NaN   7.68844        3.62835                 NaN   8.25367        46.3464       0.630497        33.4526                 NaN
  1133.60        2500.00                 NaN            NaN            NaN            NaN   7.88388        3.45408                 NaN   8.25781        46.3196       0.625787        33.4588                 NaN
  1132.01        2500.00                 NaN            NaN            NaN            NaN   7.83601        3.51092                 NaN   8.26750        46.2987       0.623762        33.4631                 NaN
  1130.42        2500.00                 NaN            NaN            NaN            NaN   7.70384        3.63376                 NaN   8.26067        46.3153       0.625900        33.4605                 NaN
  1128.83        2500.00                 NaN            NaN            NaN            NaN   7.74427        3.59998                 NaN   8.26051        46.3043       0.626070        33.4649                 NaN
  1127.24        2500.00                 NaN            NaN            NaN            NaN   7.78386        3.56891                 NaN   8.27212        46.2834       0.623609        33.4681                 NaN
  1125.65        2500.00                 NaN            NaN            NaN            NaN   7.81795        3.52963                 NaN   8.27057        46.2926       0.623237        33.4660                 NaN
  1124.06        2500.00                 NaN            NaN            NaN            NaN   7.75167        3.59207                 NaN   8.27184        46.2953       0.623107        33.4660                 NaN
  1122.47        2500.00                 NaN            NaN            NaN            NaN   7.86025        3.48860                 NaN   8.27493        46.2838       0.622539        33.4699                 NaN
  1120.88        2500.00                 NaN            NaN            NaN            NaN   2.46698        8.79178                 NaN   8.22662        46.4260       0.637513        33.4511                 NaN
  1119.29        2500.00                 NaN            NaN            NaN            NaN   7.63643        3.72753                 NaN   8.28154        46.2604       0.619466        33.4746                 NaN
  1117.70        2500.00                 NaN            NaN            NaN            NaN   7.90919        3.45175                 NaN   8.27958        46.2667       0.619404        33.4734                 NaN
  1116.11        2500.00                 NaN            NaN            NaN            NaN   7.97792        3.40446                 NaN   8.29743        46.2240       0.614518        33.4817                 NaN
  1114.52        2500.00                 NaN            NaN            NaN            NaN   7.92225        3.44188                 NaN   8.28657        46.2533       0.618873        33.4771                 NaN
  1112.93        2500.00                 NaN            NaN            NaN            NaN   7.78943        3.59941                 NaN   8.28473        46.2231       0.616831        33.4865                 NaN
  1111.34        2500.00                 NaN            NaN   2.89548                 NaN   6.04828                 NaN            NaN   7.74746        47.8706       0.844528        34.5936                 NaN
  1109.75        2500.00                 NaN            NaN            NaN            NaN   7.66227        3.71480                 NaN   8.29648        46.2267       0.616093        33.4837                 NaN
  1108.16        2500.00                 NaN            NaN            NaN            NaN   7.82378        3.56638                 NaN   8.30054        46.2056       0.613862        33.4898                 NaN
  1106.57        2500.00                 NaN            NaN            NaN            NaN   7.87888        3.50330                 NaN   8.30117        46.2156       0.614147        33.4869                 NaN
  1104.97        2500.00                 NaN            NaN            NaN            NaN   7.79506        3.59069                 NaN   8.29298        46.2151       0.614985        33.4912                 NaN
  1103.38        2500.00                 NaN            NaN            NaN            NaN   7.98265        3.41594                 NaN   8.31684        46.1858       0.607920        33.4908                 NaN
  1101.79        2500.00                 NaN            NaN            NaN            NaN   2.68166        8.70530       0.193489E-001   8.30489        46.1961       0.601816        33.4908                 NaN
  1100.20        2500.00                 NaN            NaN            NaN            NaN   7.66683        3.74244                 NaN   8.31424        46.1677       0.609981        33.4988                 NaN
  1098.61        2500.00                 NaN            NaN            NaN            NaN   7.17308        4.20015                 NaN   8.34919        46.1858       0.606094        33.4857                 NaN
  1097.02        2500.00                 NaN            NaN            NaN            NaN   5.59564        5.85323                 NaN   8.36695        46.1022       0.591982        33.4900                 NaN
  1095.43        2500.00                 NaN            NaN            NaN            NaN   4.61924        6.79402                 NaN   8.40251        46.1188       0.590997        33.4744                 NaN
  1093.84        2500.00                 NaN            NaN   2.73762                 NaN   6.25991       0.184458E-005            NaN   7.73084        47.9079       0.843386        34.5204                 NaN
  1092.25        2500.00                 NaN            NaN   2.73754                 NaN   6.25971       0.184446E-005            NaN   7.73082        47.9072       0.843367        34.5214                 NaN
  1090.66        2500.00                 NaN            NaN   2.73746                 NaN   6.25950       0.184440E-005            NaN   7.73080        47.9065       0.843347        34.5223                 NaN
  1089.07        2500.00                 NaN            NaN   2.73739                 NaN   6.25930       0.184434E-005            NaN   7.73078        47.9059       0.843328        34.5233                 NaN
  1087.48        2500.00                 NaN            NaN   2.73731                 NaN   6.25909       0.184431E-005            NaN   7.73076        47.9052       0.843309        34.5243                 NaN
  1085.89        2500.00                 NaN            NaN   2.73723                 NaN   6.25888       0.184425E-005            NaN   7.73074        47.9045       0.843289        34.5253                 NaN
  1084.30        2500.00                 NaN            NaN   2.73716                 NaN   6.25868       0.184417E-005            NaN   7.73071        47.9039       0.843270        34.5263                 NaN
  1082.71        2500.00                 NaN            NaN   2.73708                 NaN   6.25847       0.184412E-005            NaN   7.73069        47.9032       0.843251        34.5273                 NaN
  1081.12        2500.00                 NaN            NaN   2.73700                 NaN   6.25827       0.184406E-005            NaN   7.73067        47.9025       0.843231        34.5283                 NaN
  1079.53        2500.00                 NaN            NaN   2.73693                 NaN   6.25806       0.184405E-005            NaN   7.73065        47.9019       0.843212        34.5293                 NaN
  1077.94        2500.00                 NaN            NaN   2.73685                 NaN   6.25786       0.184391E-005            NaN   7.73063        47.9012       0.843193        34.5303                 NaN
  1076.35        2500.00                 NaN            NaN   2.73677                 NaN   6.25765       0.184388E-005            NaN   7.73061        47.9005       0.843174        34.5312                 NaN
  1074.75        2500.00                 NaN            NaN   2.73670                 NaN   6.25745       0.184383E-005            NaN   7.73059        47.8999       0.843154        34.5322                 NaN
  1073.16        2500.00                 NaN            NaN   2.73662                 NaN   6.25724       0.184378E-005            NaN   7.73057        47.8992       0.843135        34.5332                 NaN
  1071.57        2500.00                 NaN            NaN   2.73654                 NaN   6.25704       0.184361E-005            NaN   7.73055        47.8985       0.843116        34.5342                 NaN
  1069.98        2500.00                 NaN            NaN   2.73647                 NaN   6.25683       0.184365E-005            NaN   7.73053        47.8979       0.843097        34.5352                 NaN
  1068.39        2500.00                 NaN            NaN   2.73639                 NaN   6.25663       0.184360E-005            NaN   7.73051        47.8972       0.843078        34.5362                 NaN
  1066.80        2500.00                 NaN            NaN   2.73631                 NaN   6.25642       0.184343E-005            NaN   7.73049        47.8965       0.843058        34.5372                 NaN
  1065.21        2500.00                 NaN            NaN   2.73624                 NaN   6.25622       0.184345E-005            NaN   7.73047        47.8959       0.843039        34.5382                 NaN
  1063.62        2500.00                 NaN            NaN   2.73616                 NaN   6.25601       0.184342E-005            NaN   7.73044        47.8952       0.843020        34.5391                 NaN
  1062.03        2500.00                 NaN            NaN   2.73608                 NaN   6.25581       0.184336E-005            NaN   7.73042        47.8945       0.843001        34.5401                 NaN
  1060.44        2500.00                 NaN            NaN   2.73601                 NaN   6.25561       0.184325E-005            NaN   7.73040        47.8939       0.842982        34.5411                 NaN
  1058.85        2500.00                 NaN            NaN   2.73593                 NaN   6.25540       0.184324E-005            NaN   7.73038        47.8932       0.842963        34.5421                 NaN
  1057.26        2500.00                 NaN            NaN   2.73585                 NaN   6.25520       0.184318E-005            NaN   7.73036        47.8926       0.842944        34.5431                 NaN
  1055.67        2500.00                 NaN            NaN   2.73578                 NaN   6.25499       0.184311E-005            NaN   7.73034        47.8919       0.842925        34.5441                 NaN
  1054.08        2500.00                 NaN            NaN   2.73570                 NaN   6.25479       0.184301E-005            NaN   7.73032        47.8912       0.842906        34.5451                 NaN
  1052.49        2500.00                 NaN            NaN   2.73562                 NaN   6.25458       0.184297E-005            NaN   7.73030        47.8906       0.842887        34.5460                 NaN
  1050.90        2500.00                 NaN            NaN   2.73555                 NaN   6.25438       0.184300E-005            NaN   7.73028        47.8899       0.842867        34.5470                 NaN
  1049.31        2500.00                 NaN            NaN   2.73547                 NaN   6.25418       0.184282E-005            NaN   7.73026        47.8892       0.842848        34.5480                 NaN
  1047.72        2500.00                 NaN            NaN   2.73539                 NaN   6.25397       0.184277E-005            NaN   7.73024        47.8886       0.842829        34.5490                 NaN
  1046.13        2500.00                 NaN            NaN   2.73532                 NaN   6.25377       0.184276E-005            NaN   7.73022        47.8879       0.842810        34.5500                 NaN
  1044.53        2500.00                 NaN            NaN   2.73524                 NaN   6.25356       0.184269E-005            NaN   7.73020        47.8872       0.842791        34.5510                 NaN
  1042.94        2500.00                 NaN            NaN   2.73516                 NaN   6.25336       0.184262E-005            NaN   7.73018        47.8866       0.842772        34.5519                 NaN
  1041.35        2500.00                 NaN            NaN   2.73509                 NaN   6.25316       0.184252E-005            NaN   7.73017        47.8859       0.842753        34.5529                 NaN
  1039.76        2500.00                 NaN            NaN   2.73501                 NaN   6.25295       0.184245E-005            NaN   7.73015        47.8853       0.842735        34.5539                 NaN
  1038.17        2500.00                 NaN            NaN   2.73494                 NaN   6.25275       0.184240E-005            NaN   7.73013        47.8846       0.842716        34.5549                 NaN
  1036.58        2500.00                 NaN            NaN   2.73486                 NaN   6.25254       0.184229E-005            NaN   7.73011        47.8839       0.842697        34.5559                 NaN
  1034.99        2500.00                 NaN            NaN   2.73478                 NaN   6.25234       0.184228E-005            NaN   7.73009        47.8833       0.842678        34.5568                 NaN
  1033.40        2500.00                 NaN            NaN   2.73471                 NaN   6.25214       0.184224E-005            NaN   7.73007        47.8826       0.842659        34.5578                 NaN
  1031.81        2500.00                 NaN            NaN   2.73463                 NaN   6.25193       0.184217E-005            NaN   7.73005        47.8819       0.842640        34.5588                 NaN
  1030.22        2500.00                 NaN            NaN   2.73456                 NaN   6.25173       0.184213E-005            NaN   7.73003        47.8813       0.842621        34.5598                 NaN
  1028.63        2500.00                 NaN            NaN   2.73448                 NaN   6.25153       0.184205E-005            NaN   7.73001        47.8806       0.842602        34.5608                 NaN
  1027.04        2500.00                 NaN            NaN   2.73440                 NaN   6.25132       0.184201E-005            NaN   7.72999        47.8800       0.842583        34.5617                 NaN
  1025.45        2500.00                 NaN            NaN   2.73433                 NaN   6.25112       0.184193E-005            NaN   7.72997        47.8793       0.842564        34.5627                 NaN
  1023.86        2500.00                 NaN            NaN   2.73425                 NaN   6.25092       0.184187E-005            NaN   7.72995        47.8786       0.842546        34.5637                 NaN
  1022.27        2500.00                 NaN            NaN   2.73417                 NaN   6.25071       0.184184E-005            NaN   7.72994        47.8780       0.842527        34.5647                 NaN
  1020.68        2500.00                 NaN            NaN   2.73410                 NaN   6.25051       0.184185E-005            NaN   7.72992        47.8773       0.842508        34.5657                 NaN
  1019.09        2500.00                 NaN            NaN   2.73402                 NaN   6.25031       0.184168E-005            NaN   7.72990        47.8766       0.842489        34.5666                 NaN
  1017.50        2500.00                 NaN            NaN   2.73395                 NaN   6.25010       0.184164E-005            NaN   7.72988        47.8760       0.842470        34.5676                 NaN
  1015.91        2500.00                 NaN            NaN   2.73387                 NaN   6.24990       0.184154E-005            NaN   7.72986        47.8753       0.842452        34.5686                 NaN
  1014.31        2500.00                 NaN            NaN   2.73380                 NaN   6.24970       0.184159E-005            NaN   7.72984        47.8747       0.842433        34.5696                 NaN
  1012.72        2500.00                 NaN            NaN   2.73372                 NaN   6.24950       0.184142E-005            NaN   7.72982        47.8740       0.842414        34.5705                 NaN
  1011.13        2500.00                 NaN            NaN   2.73364                 NaN   6.24929       0.184138E-005            NaN   7.72981        47.8733       0.842395        34.5715                 NaN
  1009.54        2500.00                 NaN            NaN   2.73357                 NaN   6.24909       0.184131E-005            NaN   7.72979        47.8727       0.842377        34.5725                 NaN
  1007.95        2500.00                 NaN            NaN            NaN            NaN   7.43936        4.08147                 NaN   8.58072        45.7598       0.564879        33.5738                 NaN
  1006.36        2500.00                 NaN            NaN            NaN            NaN   7.23837        4.28352                 NaN   8.55014        45.7848       0.565060        33.5781                 NaN
  1004.77        2500.00                 NaN            NaN            NaN            NaN   7.55206        3.98306                 NaN   8.59773        45.7332       0.558990        33.5750                 NaN
  1003.18        2500.00                 NaN            NaN            NaN            NaN   7.33878        4.18394                 NaN   8.59089        45.7452       0.563425        33.5778                 NaN
  1001.59        2500.00                 NaN            NaN            NaN            NaN   7.34025        4.18532                 NaN   8.59423        45.7383       0.562482        33.5795                 NaN
  1000.00        2500.00                 NaN            NaN            NaN            NaN   7.39538        4.13398                 NaN   8.59787        45.7333       0.559832        33.5796                 NaN
