|6.6.6
Archiving\03_Data\eqfrac/QFM_m0.5/LAR/LAR_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        ilm            q             
  1181.34        2500.00                 NaN            NaN            NaN   11.5356        1.07280                 NaN   8.77530        46.5114       0.685603        31.4193     
  1180.31        2500.00                 NaN            NaN            NaN   11.4634        1.14140                 NaN   8.77688        46.5130       0.685936        31.4194     
  1179.27        2500.00                 NaN            NaN            NaN   11.3139        1.36180                 NaN   8.80858        46.3935       0.674643        31.4476     
  1178.23        2500.00                 NaN            NaN            NaN   11.2296        1.44543                 NaN   8.80893        46.3921       0.674995        31.4490     
  1177.20        2500.00                 NaN            NaN            NaN   11.2173        1.39523                 NaN   8.78727        46.4879       0.685190        31.4272     
  1176.16        2500.00                 NaN            NaN            NaN   11.1583        1.45510                 NaN   8.79025        46.4823       0.685099        31.4290     
  1175.12        2500.00                 NaN            NaN            NaN   11.1054        1.50969                 NaN   8.79373        46.4754       0.684879        31.4310     
  1174.09        2500.00                 NaN            NaN            NaN   11.0391        1.56298                 NaN   8.78710        46.4971       0.686798        31.4269     
  1173.05        2500.00                 NaN            NaN            NaN   11.0175        1.60086                 NaN   8.80088        46.4617       0.684355        31.4346     
  1172.02        2500.00                 NaN            NaN            NaN   10.9327        1.65411                 NaN   8.78668        46.5123       0.689285        31.4249     
  1170.98        2500.00                 NaN            NaN            NaN   10.8756        1.70943                 NaN   8.78813        46.5115       0.689636        31.4257     
  1169.94        2500.00                 NaN            NaN            NaN   10.8203        1.76297                 NaN   8.78960        46.5107       0.689980        31.4264     
  1168.91        2500.00                 NaN            NaN            NaN   10.7667        1.81482                 NaN   8.79108        46.5099       0.690316        31.4272     
  1167.87        2500.00                 NaN            NaN            NaN   10.7147        1.86508                 NaN   8.79258        46.5090       0.690645        31.4279     
  1166.83        2500.00                 NaN            NaN            NaN   10.6643        1.91385                 NaN   8.79408        46.5081       0.690967        31.4287     
  1165.80        2500.00                 NaN            NaN            NaN   10.6153        1.96120                 NaN   8.79559        46.5072       0.691282        31.4294     
  1164.76        2500.00                 NaN            NaN            NaN   10.5676        2.00720                 NaN   8.79712        46.5063       0.691592        31.4301     
  1163.73        2500.00                 NaN            NaN            NaN   10.5213        2.05193                 NaN   8.79865        46.5054       0.691896        31.4308     
  1162.69        2500.00                 NaN            NaN            NaN   10.4762        2.09544                 NaN   8.80018        46.5044       0.692193        31.4315     
  1161.65        2500.00                 NaN            NaN            NaN   10.4323        2.13780                 NaN   8.80173        46.5035       0.692486        31.4322     
  1160.62        2500.00                 NaN            NaN            NaN   10.4128        2.15728                 NaN   8.80419        46.5003       0.692386        31.4330     
  1159.58        2500.00                 NaN            NaN            NaN   10.4012        2.16937                 NaN   8.80695        46.4965       0.692160        31.4339     
  1158.54        2500.00                 NaN            NaN            NaN   10.3898        2.18126                 NaN   8.80971        46.4926       0.691933        31.4347     
  1157.51        2500.00                 NaN            NaN            NaN   10.3786        2.19296                 NaN   8.81246        46.4887       0.691705        31.4355     
  1156.47        2500.00                 NaN            NaN            NaN   10.3676        2.20447                 NaN   8.81522        46.4849       0.691476        31.4364     
  1155.44        2500.00                 NaN            NaN            NaN   10.3568        2.21579                 NaN   8.81797        46.4810       0.691247        31.4372     
  1154.40        2500.00                 NaN            NaN            NaN   10.3462        2.22693                 NaN   8.82073        46.4771       0.691017        31.4380     
  1153.36        2500.00                 NaN            NaN            NaN   10.3357        2.23790                 NaN   8.82348        46.4732       0.690787        31.4389     
  1152.33        2500.00                 NaN            NaN            NaN   10.3255        2.24868                 NaN   8.82623        46.4693       0.690556        31.4397     
  1151.29        2500.00                 NaN            NaN            NaN   10.3154        2.25930                 NaN   8.82899        46.4654       0.690324        31.4406     
  1150.25        2500.00                 NaN            NaN            NaN   10.3055        2.26975                 NaN   8.83174        46.4615       0.690091        31.4414     
  1149.22        2500.00                 NaN            NaN            NaN   10.2957        2.28003                 NaN   8.83449        46.4577       0.689858        31.4423     
  1148.18        2500.00                 NaN            NaN            NaN   10.2861        2.29015                 NaN   8.83724        46.4537       0.689624        31.4431     
  1147.15        2500.00                 NaN            NaN            NaN   10.2767        2.30012                 NaN   8.83999        46.4498       0.689389        31.4440     
  1146.11        2500.00                 NaN            NaN            NaN   10.2674        2.30993                 NaN   8.84274        46.4459       0.689154        31.4448     
  1145.07        2500.00                 NaN            NaN            NaN   10.2583        2.31958                 NaN   8.84549        46.4420       0.688918        31.4457     
  1144.04        2500.00                 NaN            NaN            NaN   10.2494        2.32909                 NaN   8.84824        46.4381       0.688681        31.4465     
  1143.00        2500.00                 NaN            NaN            NaN   10.2406        2.33844                 NaN   8.85098        46.4342       0.688443        31.4474     
  1141.96        2500.00                 NaN            NaN            NaN   10.2319        2.34765                 NaN   8.85373        46.4303       0.688205        31.4482     
  1140.93        2500.00                 NaN            NaN            NaN   10.2234        2.35672                 NaN   8.85648        46.4263       0.687966        31.4491     
  1139.89        2500.00                 NaN            NaN            NaN   10.2151        2.36564                 NaN   8.85923        46.4224       0.687725        31.4499     
  1138.86        2500.00                 NaN            NaN            NaN   10.2069        2.37444                 NaN   8.86197        46.4185       0.687485        31.4508     
  1137.82        2500.00                 NaN            NaN            NaN   10.1988        2.38310                 NaN   8.86472        46.4145       0.687243        31.4516     
  1136.78        2500.00                 NaN            NaN            NaN   10.1908        2.39162                 NaN   8.86746        46.4106       0.687001        31.4525     
  1135.75        2500.00                 NaN            NaN            NaN   10.1830        2.40001                 NaN   8.87020        46.4066       0.686758        31.4534     
  1134.71        2500.00                 NaN            NaN            NaN   10.1753        2.40828                 NaN   8.87295        46.4027       0.686514        31.4542     
  1133.68        2500.00                 NaN            NaN            NaN   10.1678        2.41642                 NaN   8.87569        46.3987       0.686270        31.4551     
  1132.64        2500.00                 NaN            NaN            NaN   10.1604        2.42443                 NaN   8.87843        46.3948       0.686024        31.4559     
  1131.60        2500.00                 NaN            NaN            NaN   10.1532        2.43221                 NaN   8.88120        46.3908       0.685776        31.4568     
  1130.57        2500.00                 NaN            NaN            NaN   10.1471        2.43915                 NaN   8.88415        46.3862       0.685518        31.4579     
  1129.53        2500.00                 NaN            NaN            NaN   10.1412        2.44596                 NaN   8.88710        46.3815       0.685260        31.4590     
  1128.49        2500.00                 NaN            NaN            NaN   10.1354        2.45264                 NaN   8.89006        46.3769       0.685001        31.4600     
  1127.46        2500.00                 NaN            NaN            NaN   10.1297        2.45921                 NaN   8.89302        46.3723       0.684743        31.4611     
  1126.42        2500.00                 NaN            NaN            NaN   10.1240        2.46567                 NaN   8.89598        46.3677       0.684485        31.4622     
  1125.39        2500.00                 NaN            NaN            NaN   2.14562        10.5348                 NaN   8.96582        46.2034       0.665796        31.4845     
  1124.35        2500.00                 NaN            NaN            NaN   10.1132        2.47827                 NaN   8.90193        46.3583       0.683965        31.4643     
  1123.31        2500.00                 NaN            NaN            NaN   10.1079        2.48435                 NaN   8.90488        46.3537       0.683709        31.4654     
  1122.28        2500.00                 NaN            NaN            NaN   10.1028        2.49036                 NaN   8.90784        46.3491       0.683451        31.4665     
  1121.24        2500.00                 NaN            NaN            NaN   10.0977        2.49627                 NaN   8.91081        46.3444       0.683194        31.4675     
  1120.20        2500.00                 NaN            NaN            NaN   10.4326        2.23674                 NaN   8.97788        46.1986       0.667787        31.4865     
  1119.17        2500.00                 NaN            NaN            NaN   10.0882        2.50760                 NaN   8.91678        46.3351       0.682670        31.4697     
  1118.13        2500.00                 NaN            NaN            NaN   10.0834        2.51323                 NaN   8.91975        46.3304       0.682415        31.4708     
  1117.10        2500.00                 NaN            NaN            NaN   10.0789        2.51862                 NaN   8.92274        46.3257       0.682153        31.4719     
  1116.06        2500.00                 NaN            NaN            NaN   10.4510        2.23320                 NaN   8.99309        46.1668       0.663783        31.4921     
  1115.02        2500.00                 NaN            NaN            NaN   10.0702        2.52909                 NaN   8.92872        46.3163       0.681633        31.4741     
  1113.99        2500.00                 NaN            NaN            NaN   10.0659        2.53425                 NaN   8.93169        46.3116       0.681378        31.4752     
  1112.95        2500.00                 NaN            NaN            NaN   10.0620        2.53905                 NaN   8.93472        46.3068       0.681110        31.4764     
  1111.91        2500.00                 NaN            NaN            NaN   2.25880        10.4263                 NaN   9.00355        46.1531       0.663032        31.4953     
  1110.88        2500.00                 NaN            NaN            NaN   2.27612        10.4102                 NaN   9.00837        46.1463       0.662681        31.4964     
  1109.84        2500.00                 NaN            NaN            NaN   10.4029        2.28316                 NaN   9.01175        46.1426       0.662569        31.4970     
  1108.81        2500.00                 NaN            NaN            NaN   10.4400        2.24811                 NaN   9.01708        46.1364       0.661649        31.4968     
  1107.77        2500.00                 NaN            NaN            NaN   10.3864        2.30142                 NaN   9.01658        46.1347       0.661946        31.4990     
  1106.73        2500.00                 NaN            NaN            NaN   2.31093        10.3774                 NaN   9.01980        46.1303       0.661724        31.4999     
  1105.70        2500.00                 NaN            NaN            NaN   2.30304        10.3922                 NaN   9.02463        46.1196       0.659920        31.5006     
  1104.66        2500.00                 NaN            NaN            NaN   10.3653        2.32334                 NaN   9.02622        46.1224       0.661388        31.5013     
  1103.62        2500.00                 NaN            NaN            NaN   10.3580        2.33120                 NaN   9.02930        46.1182       0.661149        31.5022     
  1102.59        2500.00                 NaN            NaN            NaN   10.3509        2.33876                 NaN   9.03228        46.1141       0.660920        31.5031     
  1101.55        2500.00                 NaN            NaN            NaN   10.3423        2.34788                 NaN   9.03543        46.1096       0.660713        31.5041     
  1100.52        2500.00                 NaN            NaN            NaN   10.3360        2.35463                 NaN   9.03851        46.1054       0.660469        31.5049     
  1099.48        2500.00                 NaN            NaN            NaN   10.3429        2.34860                 NaN   9.04221        46.1009       0.660017        31.5054     
  1098.44        2500.00                 NaN            NaN            NaN   10.3393        2.35283                 NaN   9.04546        46.0965       0.659724        31.5062     
  1097.41        2500.00                 NaN            NaN            NaN   10.3358        2.35705                 NaN   9.04871        46.0921       0.659430        31.5070     
  1096.37        2500.00                 NaN            NaN            NaN   10.3323        2.36124                 NaN   9.05196        46.0876       0.659135        31.5078     
  1095.33        2500.00                 NaN            NaN            NaN   10.3288        2.36541                 NaN   9.05521        46.0832       0.658839        31.5086     
  1094.30        2500.00                 NaN            NaN            NaN   10.3253        2.36957                 NaN   9.05845        46.0787       0.658541        31.5094     
  1093.26        2500.00                 NaN            NaN            NaN   10.3219        2.37371                 NaN   9.06169        46.0742       0.658242        31.5102     
  1092.23        2500.00                 NaN            NaN            NaN   10.0802        2.55835                 NaN   9.01345        46.1760       0.671040        31.5010     
  1091.19        2500.00                 NaN            NaN            NaN   10.3151        2.38196                 NaN   9.06817        46.0653       0.657641        31.5119     
  1090.15        2500.00                 NaN            NaN            NaN   10.3117        2.38607                 NaN   9.07140        46.0608       0.657339        31.5127     
  1089.12        2500.00                 NaN            NaN            NaN   10.3083        2.39017                 NaN   9.07463        46.0563       0.657036        31.5136     
  1088.08        2500.00                 NaN            NaN            NaN   10.3049        2.39427                 NaN   9.07786        46.0518       0.656732        31.5144     
  1087.04        2500.00                 NaN            NaN            NaN   10.3016        2.39837                 NaN   9.08108        46.0473       0.656428        31.5153     
  1086.01        2500.00                 NaN            NaN            NaN   10.2544        2.44411                 NaN   9.08075        46.0466       0.657001        31.5172     
  1084.97        2500.00                 NaN            NaN            NaN   10.2495        2.44964                 NaN   9.08381        46.0422       0.656737        31.5181     
  1083.94        2500.00                 NaN            NaN            NaN   10.2446        2.45519                 NaN   9.08687        46.0379       0.656473        31.5189     
  1082.90        2500.00                 NaN            NaN            NaN   10.2397        2.46075                 NaN   9.08992        46.0335       0.656208        31.5198     
  1081.86        2500.00                 NaN            NaN            NaN   10.2349        2.46625                 NaN   9.09297        46.0292       0.655943        31.5208     
  1080.83        2500.00                 NaN            NaN            NaN   10.0342        2.61900                 NaN   9.05098        46.1156       0.666922        31.5132     
  1079.79        2500.00                 NaN            NaN            NaN   10.0345        2.62009                 NaN   9.05466        46.1100       0.666494        31.5142     
  1078.75        2500.00                 NaN            NaN            NaN   10.0347        2.62123                 NaN   9.05834        46.1044       0.666066        31.5152     
  1077.72        2500.00                 NaN            NaN            NaN   10.0349        2.62242                 NaN   9.06202        46.0988       0.665638        31.5162     
  1076.68        2500.00                 NaN            NaN            NaN   10.0350        2.62366                 NaN   9.06570        46.0932       0.665210        31.5172     
  1075.65        2500.00                 NaN            NaN            NaN   10.0351        2.62495                 NaN   9.06937        46.0876       0.664783        31.5182     
  1074.61        2500.00                 NaN            NaN            NaN   10.0351        2.62629                 NaN   9.07304        46.0820       0.664354        31.5192     
  1073.57        2500.00                 NaN            NaN            NaN   10.0351        2.62768                 NaN   9.07670        46.0764       0.663925        31.5202     
  1072.54        2500.00                 NaN            NaN            NaN   10.0351        2.62911                 NaN   9.08036        46.0708       0.663497        31.5212     
  1071.50        2500.00                 NaN            NaN            NaN   10.0350        2.63059                 NaN   9.08402        46.0651       0.663068        31.5222     
  1070.46        2500.00                 NaN            NaN            NaN   10.0348        2.63211                 NaN   9.08767        46.0595       0.662639        31.5233     
  1069.43        2500.00                 NaN            NaN            NaN   10.0346        2.63369                 NaN   9.09127        46.0540       0.662223        31.5243     
  1068.39        2500.00                 NaN            NaN            NaN   10.0342        2.63535                 NaN   9.09480        46.0486       0.661820        31.5253     
  1067.36        2500.00                 NaN            NaN            NaN   10.0338        2.63702                 NaN   9.09834        46.0432       0.661417        31.5262     
  1066.32        2500.00                 NaN            NaN            NaN   10.0334        2.63872                 NaN   9.10188        46.0378       0.661013        31.5272     
  1065.28        2500.00                 NaN            NaN            NaN   10.0329        2.64046                 NaN   9.10541        46.0324       0.660609        31.5282     
  1064.25        2500.00                 NaN            NaN            NaN   9.87865        2.78259                 NaN   9.06628        46.0821       0.662241        31.5281     
  1063.21        2500.00                 NaN            NaN            NaN   9.88124        2.78155                 NaN   9.06943        46.0769       0.661729        31.5292     
  1062.17        2500.00                 NaN            NaN            NaN   9.88380        2.78055                 NaN   9.07257        46.0716       0.661215        31.5303     
  1061.14        2500.00                 NaN            NaN            NaN   9.88633        2.77959                 NaN   9.07572        46.0663       0.660701        31.5313     
  1060.10        2500.00                 NaN            NaN            NaN   9.88883        2.77867                 NaN   9.07888        46.0611       0.660185        31.5324     
  1059.07        2500.00                 NaN            NaN            NaN   9.89131        2.77778                 NaN   9.08203        46.0558       0.659667        31.5335     
  1058.03        2500.00                 NaN            NaN            NaN   9.89375        2.77693                 NaN   9.08518        46.0504       0.659148        31.5345     
  1056.99        2500.00                 NaN            NaN            NaN   9.89618        2.77611                 NaN   9.08833        46.0451       0.658627        31.5356     
  1055.96        2500.00                 NaN            NaN            NaN   9.89857        2.77533                 NaN   9.09149        46.0398       0.658105        31.5367     
  1054.92        2500.00                 NaN            NaN            NaN   9.90094        2.77458                 NaN   9.09465        46.0345       0.657582        31.5378     
  1053.88        2500.00                 NaN            NaN            NaN   9.90329        2.77386                 NaN   9.09780        46.0291       0.657057        31.5389     
  1052.85        2500.00                 NaN            NaN            NaN   9.90562        2.77317                 NaN   9.10096        46.0237       0.656531        31.5400     
  1051.81        2500.00                 NaN            NaN            NaN   9.90792        2.77252                 NaN   9.10412        46.0184       0.656003        31.5411     
  1050.78        2500.00                 NaN            NaN            NaN   9.91021        2.77189                 NaN   9.10728        46.0130       0.655474        31.5422     
  1049.74        2500.00                 NaN            NaN            NaN   9.91247        2.77129                 NaN   9.11044        46.0076       0.654944        31.5433     
  1048.70        2500.00                 NaN            NaN            NaN   9.91471        2.77072                 NaN   9.11361        46.0022       0.654412        31.5444     
  1047.67        2500.00                 NaN            NaN            NaN   9.91693        2.77018                 NaN   9.11677        45.9968       0.653879        31.5455     
  1046.63        2500.00                 NaN            NaN            NaN   9.91913        2.76968                 NaN   9.11994        45.9913       0.653344        31.5466     
  1045.59        2500.00                 NaN            NaN            NaN   9.92132        2.76918                 NaN   9.12311        45.9859       0.652808        31.5477     
  1044.56        2500.00                 NaN            NaN            NaN   9.92349        2.76872                 NaN   9.12628        45.9804       0.652270        31.5488     
  1043.52        2500.00                 NaN            NaN            NaN   9.92564        2.76829                 NaN   9.12945        45.9750       0.651731        31.5499     
  1042.49        2500.00                 NaN            NaN            NaN   9.92778        2.76788                 NaN   9.13262        45.9695       0.651190        31.5511     
  1041.45        2500.00                 NaN            NaN            NaN   9.92990        2.76749                 NaN   9.13579        45.9640       0.650649        31.5522     
  1040.41        2500.00                 NaN            NaN            NaN   9.93200        2.76713                 NaN   9.13896        45.9585       0.650105        31.5533     
  1039.38        2500.00                 NaN            NaN            NaN   9.93409        2.76680                 NaN   9.14214        45.9530       0.649561        31.5544     
  1038.34        2500.00                 NaN            NaN            NaN   9.93616        2.76649                 NaN   9.14531        45.9474       0.649014        31.5556     
  1037.30        2500.00                 NaN            NaN            NaN   9.93822        2.76619                 NaN   9.14849        45.9419       0.648467        31.5567     
  1036.27        2500.00                 NaN            NaN            NaN   9.94027        2.76593                 NaN   9.15167        45.9364       0.647918        31.5579     
  1035.23        2500.00                 NaN            NaN            NaN   10.0132        2.69973                 NaN   9.20624        45.8731       0.648690        31.5590     
  1034.20        2500.00                 NaN            NaN            NaN   10.0124        2.70199                 NaN   9.20967        45.8675       0.648270        31.5601     
  1033.16        2500.00                 NaN            NaN            NaN   10.0116        2.70425                 NaN   9.21310        45.8619       0.647848        31.5612     
  1032.12        2500.00                 NaN            NaN            NaN   9.94833        2.76506                 NaN   9.16440        45.9140       0.645707        31.5625     
  1031.09        2500.00                 NaN            NaN            NaN   10.0101        2.70880                 NaN   9.21996        45.8507       0.647003        31.5635     
  1030.05        2500.00                 NaN            NaN            NaN   10.0093        2.71108                 NaN   9.22338        45.8451       0.646580        31.5646     
  1029.01        2500.00                 NaN            NaN            NaN   10.0085        2.71337                 NaN   9.22680        45.8395       0.646155        31.5657     
  1027.98        2500.00                 NaN            NaN            NaN   10.0077        2.71567                 NaN   9.23023        45.8338       0.645730        31.5669     
  1026.94        2500.00                 NaN            NaN            NaN   10.0069        2.71797                 NaN   9.23365        45.8282       0.645303        31.5680     
  1025.91        2500.00                 NaN            NaN            NaN   10.0061        2.72027                 NaN   9.23706        45.8225       0.644876        31.5692     
  1024.87        2500.00                 NaN            NaN            NaN   10.0054        2.72258                 NaN   9.24048        45.8168       0.644448        31.5703     
  1023.83        2500.00                 NaN            NaN            NaN   10.0046        2.72489                 NaN   9.24389        45.8111       0.644019        31.5715     
  1022.80        2500.00                 NaN            NaN            NaN   10.0038        2.72721                 NaN   9.24731        45.8055       0.643588        31.5726     
  1021.76        2500.00                 NaN            NaN            NaN   10.0031        2.72952                 NaN   9.25072        45.7998       0.643157        31.5738     
  1020.72        2500.00                 NaN            NaN            NaN   10.0023        2.73184                 NaN   9.25413        45.7940       0.642725        31.5749     
  1019.69        2500.00                 NaN            NaN            NaN   10.0016        2.73416                 NaN   9.25754        45.7883       0.642292        31.5761     
  1018.65        2500.00                 NaN            NaN            NaN   10.0008        2.73649                 NaN   9.26094        45.7826       0.641858        31.5773     
  1017.62        2500.00                 NaN            NaN            NaN   10.0001        2.73881                 NaN   9.26435        45.7769       0.641423        31.5785     
  1016.58        2500.00                 NaN            NaN            NaN   9.99937        2.74113                 NaN   9.26775        45.7711       0.640986        31.5796     
  1015.54        2500.00                 NaN            NaN            NaN   9.99865        2.74346                 NaN   9.27116        45.7654       0.640549        31.5808     
  1014.51        2500.00                 NaN            NaN            NaN   9.99794        2.74578                 NaN   9.27456        45.7596       0.640110        31.5820     
  1013.47        2500.00                 NaN            NaN            NaN   9.99724        2.74811                 NaN   9.27796        45.7538       0.639671        31.5832     
  1012.43        2500.00                 NaN            NaN            NaN   9.99656        2.75043                 NaN   9.28136        45.7480       0.639230        31.5844     
  1011.40        2500.00                 NaN            NaN            NaN   9.99584        2.75273                 NaN   9.28476        45.7423       0.638789        31.5856     
  1010.36        2500.00                 NaN            NaN            NaN   9.99517        2.75505                 NaN   9.28816        45.7365       0.638346        31.5868     
  1009.33        2500.00                 NaN            NaN            NaN   9.99451        2.75737                 NaN   9.29156        45.7307       0.637902        31.5880     
  1008.29        2500.00                 NaN            NaN            NaN   9.99386        2.75968                 NaN   9.29496        45.7248       0.637456        31.5892     
  1007.25        2500.00                 NaN            NaN            NaN   9.99323        2.76199                 NaN   9.29836        45.7190       0.637009        31.5904     
  1006.22        2500.00                 NaN            NaN            NaN   9.99261        2.76430                 NaN   9.30176        45.7131       0.636561        31.5916     
  1005.18        2500.00                 NaN            NaN            NaN   9.99200        2.76661                 NaN   9.30515        45.7073       0.636111        31.5929     
  1004.14        2500.00                 NaN            NaN            NaN   9.99140        2.76891                 NaN   9.30855        45.7014       0.635661        31.5941     
  1003.11        2500.00                 NaN            NaN            NaN   9.99082        2.77120                 NaN   9.31195        45.6955       0.635209        31.5953     
  1002.07        2500.00                 NaN            NaN            NaN   10.0029        2.76696                 NaN   9.25753        45.7463       0.629000        31.5973     
  1001.04        2500.00                 NaN            NaN            NaN   10.0047        2.76723                 NaN   9.26077        45.7403       0.628402        31.5986     
  1000.00        2500.00                 NaN            NaN            NaN   10.0065        2.76750                 NaN   9.26402        45.7343       0.627803        31.5998     
