|6.6.6
Archiving\03_Data\eqfrac/QFM_m0.5/LAR/LAR_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        ilm            q             
  1179.27        2500.00                 NaN            NaN            NaN   15.2751        1.77178                 NaN   8.90266        43.2078        1.16892        29.6737     
  1178.23        2500.00                 NaN            NaN            NaN   15.1654        1.88071                 NaN   8.90303        43.2069        1.16955        29.6744     
  1177.20        2500.00                 NaN            NaN            NaN   15.1614        1.81501                 NaN   8.88173        43.2994        1.18731        29.6552     
  1176.16        2500.00                 NaN            NaN            NaN   15.0846        1.89265                 NaN   8.88476        43.2945        1.18717        29.6563     
  1175.12        2500.00                 NaN            NaN            NaN   15.0155        1.96342                 NaN   8.88828        43.2885        1.18681        29.6576     
  1174.09        2500.00                 NaN            NaN            NaN   14.9319        2.03293                 NaN   8.88173        43.3096        1.19017        29.6536     
  1173.05        2500.00                 NaN            NaN            NaN   14.9007        2.08147                 NaN   8.89553        43.2765        1.18593        29.6599     
  1172.02        2500.00                 NaN            NaN            NaN   14.7955        2.15189                 NaN   8.88150        43.3254        1.19454        29.6511     
  1170.98        2500.00                 NaN            NaN            NaN   14.7215        2.22381                 NaN   8.88301        43.3252        1.19517        29.6513     
  1169.94        2500.00                 NaN            NaN            NaN   14.6497        2.29341                 NaN   8.88453        43.3250        1.19578        29.6516     
  1168.91        2500.00                 NaN            NaN            NaN   14.5803        2.36081                 NaN   8.88607        43.3247        1.19639        29.6518     
  1167.87        2500.00                 NaN            NaN            NaN   14.5129        2.42614                 NaN   8.88762        43.3244        1.19698        29.6520     
  1166.83        2500.00                 NaN            NaN            NaN   14.4475        2.48952                 NaN   8.88917        43.3241        1.19756        29.6522     
  1165.80        2500.00                 NaN            NaN            NaN   14.3840        2.55106                 NaN   8.89074        43.3238        1.19812        29.6524     
  1164.76        2500.00                 NaN            NaN            NaN   14.3222        2.61084                 NaN   8.89232        43.3234        1.19868        29.6525     
  1163.73        2500.00                 NaN            NaN            NaN   14.2622        2.66896                 NaN   8.89390        43.3230        1.19923        29.6527     
  1162.69        2500.00                 NaN            NaN            NaN   14.2037        2.72550                 NaN   8.89549        43.3226        1.19977        29.6529     
  1161.65        2500.00                 NaN            NaN            NaN   14.1468        2.78053                 NaN   8.89709        43.3222        1.20029        29.6530     
  1160.62        2500.00                 NaN            NaN            NaN   14.1217        2.80558                 NaN   8.89960        43.3197        1.20014        29.6532     
  1159.58        2500.00                 NaN            NaN            NaN   14.1069        2.82093                 NaN   8.90241        43.3165        1.19977        29.6535     
  1158.54        2500.00                 NaN            NaN            NaN   14.0923        2.83603                 NaN   8.90522        43.3133        1.19939        29.6537     
  1157.51        2500.00                 NaN            NaN            NaN   14.0780        2.85088                 NaN   8.90802        43.3101        1.19901        29.6539     
  1156.47        2500.00                 NaN            NaN            NaN   14.0640        2.86548                 NaN   8.91083        43.3069        1.19864        29.6542     
  1155.44        2500.00                 NaN            NaN            NaN   14.0501        2.87984                 NaN   8.91363        43.3037        1.19826        29.6544     
  1154.40        2500.00                 NaN            NaN            NaN   14.0366        2.89395                 NaN   8.91643        43.3005        1.19788        29.6546     
  1153.36        2500.00                 NaN            NaN            NaN   14.0233        2.90784                 NaN   8.91923        43.2973        1.19750        29.6548     
  1152.33        2500.00                 NaN            NaN            NaN   14.0102        2.92148                 NaN   8.92204        43.2941        1.19712        29.6551     
  1151.29        2500.00                 NaN            NaN            NaN   13.9973        2.93491                 NaN   8.92484        43.2909        1.19673        29.6553     
  1150.25        2500.00                 NaN            NaN            NaN   13.9847        2.94812                 NaN   8.92764        43.2877        1.19635        29.6556     
  1149.22        2500.00                 NaN            NaN            NaN   13.9723        2.96110                 NaN   8.93044        43.2844        1.19596        29.6558     
  1148.18        2500.00                 NaN            NaN            NaN   13.9601        2.97388                 NaN   8.93324        43.2812        1.19557        29.6560     
  1147.15        2500.00                 NaN            NaN            NaN   13.9481        2.98645                 NaN   8.93604        43.2780        1.19519        29.6563     
  1146.11        2500.00                 NaN            NaN            NaN   13.9363        2.99882                 NaN   8.93884        43.2748        1.19480        29.6565     
  1145.07        2500.00                 NaN            NaN            NaN   13.9247        3.01098                 NaN   8.94163        43.2715        1.19440        29.6568     
  1144.04        2500.00                 NaN            NaN            NaN   13.9133        3.02295                 NaN   8.94443        43.2683        1.19401        29.6570     
  1143.00        2500.00                 NaN            NaN            NaN   13.9021        3.03472                 NaN   8.94723        43.2650        1.19362        29.6573     
  1141.96        2500.00                 NaN            NaN            NaN   13.8912        3.04630                 NaN   8.95002        43.2618        1.19322        29.6575     
  1140.93        2500.00                 NaN            NaN            NaN   13.8804        3.05770                 NaN   8.95282        43.2585        1.19283        29.6578     
  1139.89        2500.00                 NaN            NaN            NaN   13.8698        3.06891                 NaN   8.95561        43.2553        1.19243        29.6580     
  1138.86        2500.00                 NaN            NaN            NaN   13.8593        3.07995                 NaN   8.95841        43.2520        1.19203        29.6583     
  1137.82        2500.00                 NaN            NaN            NaN   13.8491        3.09081                 NaN   8.96120        43.2488        1.19163        29.6585     
  1136.78        2500.00                 NaN            NaN            NaN   13.8390        3.10149                 NaN   8.96400        43.2455        1.19123        29.6588     
  1135.75        2500.00                 NaN            NaN            NaN   13.8292        3.11198                 NaN   8.96679        43.2422        1.19083        29.6590     
  1134.71        2500.00                 NaN            NaN            NaN   13.8194        3.12233                 NaN   8.96958        43.2390        1.19042        29.6593     
  1133.68        2500.00                 NaN            NaN            NaN   13.8099        3.13252                 NaN   8.97237        43.2357        1.19001        29.6595     
  1132.64        2500.00                 NaN            NaN            NaN   13.8005        3.14253                 NaN   8.97516        43.2324        1.18961        29.6598     
  1131.60        2500.00                 NaN            NaN            NaN   13.7915        3.15222                 NaN   8.97798        43.2291        1.18919        29.6601     
  1130.57        2500.00                 NaN            NaN            NaN   13.7839        3.16070                 NaN   8.98098        43.2252        1.18877        29.6605     
  1129.53        2500.00                 NaN            NaN            NaN   13.7765        3.16901                 NaN   8.98398        43.2213        1.18834        29.6610     
  1128.49        2500.00                 NaN            NaN            NaN   13.7692        3.17715                 NaN   8.98699        43.2174        1.18791        29.6614     
  1127.46        2500.00                 NaN            NaN            NaN   13.7621        3.18515                 NaN   8.98999        43.2134        1.18748        29.6618     
  1126.42        2500.00                 NaN            NaN            NaN   13.7551        3.19300                 NaN   8.99300        43.2095        1.18705        29.6623     
  1125.39        2500.00                 NaN            NaN            NaN   2.77446        14.2740                 NaN   9.06292        43.0535        1.15456        29.6805     
  1124.35        2500.00                 NaN            NaN            NaN   13.7416        3.20829                 NaN   8.99905        43.2016        1.18618        29.6632     
  1123.31        2500.00                 NaN            NaN            NaN   13.7352        3.21565                 NaN   9.00205        43.1977        1.18575        29.6637     
  1122.28        2500.00                 NaN            NaN            NaN   13.7288        3.22291                 NaN   9.00506        43.1938        1.18533        29.6641     
  1121.24        2500.00                 NaN            NaN            NaN   13.7225        3.23005                 NaN   9.00807        43.1899        1.18490        29.6646     
  1120.20        2500.00                 NaN            NaN            NaN   14.1438        2.89121                 NaN   9.07532        43.0516        1.15812        29.6800     
  1119.17        2500.00                 NaN            NaN            NaN   13.7107        3.24367                 NaN   9.01415        43.1819        1.18402        29.6655     
  1118.13        2500.00                 NaN            NaN            NaN   13.7048        3.25044                 NaN   9.01717        43.1780        1.18360        29.6660     
  1117.10        2500.00                 NaN            NaN            NaN   13.6993        3.25688                 NaN   9.02021        43.1740        1.18316        29.6664     
  1116.06        2500.00                 NaN            NaN            NaN   14.1670        2.88507                 NaN   9.09068        43.0232        1.15124        29.6828     
  1115.02        2500.00                 NaN            NaN            NaN   13.6886        3.26935                 NaN   9.02629        43.1661        1.18230        29.6674     
  1113.99        2500.00                 NaN            NaN            NaN   13.6833        3.27549                 NaN   9.02931        43.1621        1.18187        29.6679     
  1112.95        2500.00                 NaN            NaN            NaN   13.6786        3.28116                 NaN   9.03239        43.1580        1.18143        29.6684     
  1111.91        2500.00                 NaN            NaN            NaN   2.91658        14.1363                 NaN   9.10135        43.0122        1.15001        29.6836     
  1110.88        2500.00                 NaN            NaN            NaN   2.93910        14.1149                 NaN   9.10625        43.0063        1.14941        29.6841     
  1109.84        2500.00                 NaN            NaN            NaN   14.1058        2.94783                 NaN   9.10969        43.0032        1.14924        29.6842     
  1108.81        2500.00                 NaN            NaN            NaN   14.1541        2.90181                 NaN   9.11509        42.9979        1.14766        29.6834     
  1107.77        2500.00                 NaN            NaN            NaN   14.0849        2.97065                 NaN   9.11461        42.9967        1.14819        29.6849     
  1106.73        2500.00                 NaN            NaN            NaN   2.98272        14.0733                 NaN   9.11789        42.9930        1.14783        29.6852     
  1105.70        2500.00                 NaN            NaN            NaN   2.97175        14.0921                 NaN   9.12277        42.9834        1.14471        29.6853     
  1104.66        2500.00                 NaN            NaN            NaN   14.0581        2.99802                 NaN   9.12443        42.9866        1.14728        29.6856     
  1103.62        2500.00                 NaN            NaN            NaN   14.0487        3.00788                 NaN   9.12756        42.9831        1.14688        29.6859     
  1102.59        2500.00                 NaN            NaN            NaN   14.0398        3.01729                 NaN   9.13061        42.9797        1.14650        29.6861     
  1101.55        2500.00                 NaN            NaN            NaN   14.0286        3.02886                 NaN   9.13382        42.9760        1.14616        29.6865     
  1100.52        2500.00                 NaN            NaN            NaN   14.0208        3.03723                 NaN   9.13695        42.9725        1.14576        29.6868     
  1099.48        2500.00                 NaN            NaN            NaN   14.0300        3.02895                 NaN   9.14070        42.9687        1.14499        29.6866     
  1098.44        2500.00                 NaN            NaN            NaN   14.0256        3.03408                 NaN   9.14401        42.9650        1.14450        29.6869     
  1097.41        2500.00                 NaN            NaN            NaN   14.0211        3.03917                 NaN   9.14732        42.9613        1.14401        29.6871     
  1096.37        2500.00                 NaN            NaN            NaN   14.0167        3.04424                 NaN   9.15063        42.9576        1.14351        29.6873     
  1095.33        2500.00                 NaN            NaN            NaN   14.0124        3.04928                 NaN   9.15393        42.9539        1.14302        29.6876     
  1094.30        2500.00                 NaN            NaN            NaN   14.0080        3.05430                 NaN   9.15723        42.9501        1.14252        29.6878     
  1093.26        2500.00                 NaN            NaN            NaN   14.0037        3.05930                 NaN   9.16053        42.9464        1.14202        29.6880     
  1092.23        2500.00                 NaN            NaN            NaN   13.7030        3.29691                 NaN   9.11220        43.0436        1.16429        29.6801     
  1091.19        2500.00                 NaN            NaN            NaN   13.9952        3.06925                 NaN   9.16713        42.9389        1.14101        29.6885     
  1090.15        2500.00                 NaN            NaN            NaN   13.9910        3.07420                 NaN   9.17042        42.9351        1.14051        29.6888     
  1089.12        2500.00                 NaN            NaN            NaN   13.9868        3.07915                 NaN   9.17370        42.9314        1.14000        29.6890     
  1088.08        2500.00                 NaN            NaN            NaN   13.9826        3.08409                 NaN   9.17699        42.9276        1.13949        29.6893     
  1087.04        2500.00                 NaN            NaN            NaN   13.9784        3.08902                 NaN   9.18027        42.9238        1.13898        29.6895     
  1086.01        2500.00                 NaN            NaN            NaN   13.9178        3.14782                 NaN   9.17996        42.9236        1.13999        29.6908     
  1084.97        2500.00                 NaN            NaN            NaN   13.9117        3.15460                 NaN   9.18307        42.9200        1.13955        29.6911     
  1083.94        2500.00                 NaN            NaN            NaN   13.9055        3.16141                 NaN   9.18619        42.9164        1.13911        29.6914     
  1082.90        2500.00                 NaN            NaN            NaN   13.8993        3.16822                 NaN   9.18930        42.9127        1.13867        29.6917     
  1081.86        2500.00                 NaN            NaN            NaN   13.8933        3.17496                 NaN   9.19241        42.9091        1.13823        29.6920     
  1080.83        2500.00                 NaN            NaN            NaN   13.6435        3.37167                 NaN   9.15031        42.9917        1.15734        29.6855     
  1079.79        2500.00                 NaN            NaN            NaN   13.6438        3.37272                 NaN   9.15405        42.9869        1.15661        29.6859     
  1078.75        2500.00                 NaN            NaN            NaN   13.6441        3.37384                 NaN   9.15779        42.9821        1.15589        29.6863     
  1077.72        2500.00                 NaN            NaN            NaN   13.6444        3.37502                 NaN   9.16153        42.9772        1.15516        29.6867     
  1076.68        2500.00                 NaN            NaN            NaN   13.6446        3.37626                 NaN   9.16526        42.9724        1.15444        29.6871     
  1075.65        2500.00                 NaN            NaN            NaN   13.6447        3.37758                 NaN   9.16899        42.9676        1.15371        29.6874     
  1074.61        2500.00                 NaN            NaN            NaN   13.6447        3.37894                 NaN   9.17272        42.9628        1.15298        29.6878     
  1073.57        2500.00                 NaN            NaN            NaN   13.6448        3.38037                 NaN   9.17644        42.9579        1.15226        29.6882     
  1072.54        2500.00                 NaN            NaN            NaN   13.6447        3.38186                 NaN   9.18015        42.9531        1.15153        29.6886     
  1071.50        2500.00                 NaN            NaN            NaN   13.6446        3.38342                 NaN   9.18386        42.9483        1.15080        29.6890     
  1070.46        2500.00                 NaN            NaN            NaN   13.6445        3.38502                 NaN   9.18757        42.9434        1.15008        29.6895     
  1069.43        2500.00                 NaN            NaN            NaN   13.6442        3.38671                 NaN   9.19123        42.9387        1.14937        29.6898     
  1068.39        2500.00                 NaN            NaN            NaN   13.6437        3.38848                 NaN   9.19482        42.9341        1.14869        29.6902     
  1067.36        2500.00                 NaN            NaN            NaN   13.6432        3.39028                 NaN   9.19842        42.9294        1.14801        29.6906     
  1066.32        2500.00                 NaN            NaN            NaN   13.6427        3.39212                 NaN   9.20201        42.9248        1.14732        29.6910     
  1065.28        2500.00                 NaN            NaN            NaN   13.6422        3.39400                 NaN   9.20559        42.9202        1.14664        29.6914     
  1064.25        2500.00                 NaN            NaN            NaN   13.4448        3.58149                 NaN   9.16611        42.9672        1.14950        29.6909     
  1063.21        2500.00                 NaN            NaN            NaN   13.4483        3.57969                 NaN   9.16931        42.9627        1.14862        29.6914     
  1062.17        2500.00                 NaN            NaN            NaN   13.4518        3.57795                 NaN   9.17250        42.9582        1.14775        29.6918     
  1061.14        2500.00                 NaN            NaN            NaN   13.4552        3.57626                 NaN   9.17570        42.9537        1.14687        29.6923     
  1060.10        2500.00                 NaN            NaN            NaN   13.4586        3.57462                 NaN   9.17891        42.9492        1.14599        29.6927     
  1059.07        2500.00                 NaN            NaN            NaN   13.4619        3.57302                 NaN   9.18211        42.9446        1.14511        29.6932     
  1058.03        2500.00                 NaN            NaN            NaN   13.4652        3.57148                 NaN   9.18531        42.9401        1.14423        29.6937     
  1056.99        2500.00                 NaN            NaN            NaN   13.4685        3.56998                 NaN   9.18852        42.9355        1.14334        29.6941     
  1055.96        2500.00                 NaN            NaN            NaN   13.4717        3.56852                 NaN   9.19172        42.9310        1.14245        29.6946     
  1054.92        2500.00                 NaN            NaN            NaN   13.4749        3.56711                 NaN   9.19493        42.9264        1.14156        29.6951     
  1053.88        2500.00                 NaN            NaN            NaN   13.4781        3.56574                 NaN   9.19814        42.9218        1.14067        29.6955     
  1052.85        2500.00                 NaN            NaN            NaN   13.4813        3.56442                 NaN   9.20135        42.9172        1.13977        29.6960     
  1051.81        2500.00                 NaN            NaN            NaN   13.4844        3.56313                 NaN   9.20456        42.9126        1.13887        29.6965     
  1050.78        2500.00                 NaN            NaN            NaN   13.4874        3.56189                 NaN   9.20777        42.9080        1.13797        29.6970     
  1049.74        2500.00                 NaN            NaN            NaN   13.4905        3.56068                 NaN   9.21098        42.9033        1.13707        29.6975     
  1048.70        2500.00                 NaN            NaN            NaN   13.4935        3.55951                 NaN   9.21419        42.8987        1.13616        29.6980     
  1047.67        2500.00                 NaN            NaN            NaN   13.4965        3.55838                 NaN   9.21741        42.8940        1.13525        29.6984     
  1046.63        2500.00                 NaN            NaN            NaN   13.4994        3.55730                 NaN   9.22062        42.8894        1.13434        29.6989     
  1045.59        2500.00                 NaN            NaN            NaN   13.5024        3.55623                 NaN   9.22384        42.8847        1.13342        29.6994     
  1044.56        2500.00                 NaN            NaN            NaN   13.5053        3.55521                 NaN   9.22706        42.8800        1.13251        29.6999     
  1043.52        2500.00                 NaN            NaN            NaN   13.5082        3.55422                 NaN   9.23028        42.8753        1.13159        29.7004     
  1042.49        2500.00                 NaN            NaN            NaN   13.5110        3.55327                 NaN   9.23350        42.8706        1.13067        29.7010     
  1041.45        2500.00                 NaN            NaN            NaN   13.5138        3.55234                 NaN   9.23673        42.8659        1.12974        29.7015     
  1040.41        2500.00                 NaN            NaN            NaN   13.5166        3.55145                 NaN   9.23995        42.8612        1.12881        29.7020     
  1039.38        2500.00                 NaN            NaN            NaN   13.5194        3.55059                 NaN   9.24318        42.8564        1.12788        29.7025     
  1038.34        2500.00                 NaN            NaN            NaN   13.5222        3.54977                 NaN   9.24640        42.8517        1.12695        29.7030     
  1037.30        2500.00                 NaN            NaN            NaN   13.5249        3.54897                 NaN   9.24963        42.8469        1.12602        29.7035     
  1036.27        2500.00                 NaN            NaN            NaN   13.5277        3.54820                 NaN   9.25286        42.8421        1.12508        29.7041     
  1035.23        2500.00                 NaN            NaN            NaN   13.6176        3.45983                 NaN   9.30804        42.7835        1.12644        29.7046     
  1034.20        2500.00                 NaN            NaN            NaN   13.6166        3.46236                 NaN   9.31152        42.7787        1.12572        29.7051     
  1033.16        2500.00                 NaN            NaN            NaN   13.6156        3.46489                 NaN   9.31501        42.7739        1.12501        29.7056     
  1032.12        2500.00                 NaN            NaN            NaN   13.5384        3.54541                 NaN   9.26579        42.8229        1.12131        29.7062     
  1031.09        2500.00                 NaN            NaN            NaN   13.6136        3.47000                 NaN   9.32198        42.7643        1.12358        29.7066     
  1030.05        2500.00                 NaN            NaN            NaN   13.6126        3.47256                 NaN   9.32546        42.7594        1.12286        29.7071     
  1029.01        2500.00                 NaN            NaN            NaN   13.6116        3.47513                 NaN   9.32894        42.7546        1.12214        29.7077     
  1027.98        2500.00                 NaN            NaN            NaN   13.6106        3.47770                 NaN   9.33241        42.7497        1.12141        29.7082     
  1026.94        2500.00                 NaN            NaN            NaN   13.6096        3.48028                 NaN   9.33589        42.7449        1.12069        29.7087     
  1025.91        2500.00                 NaN            NaN            NaN   13.6086        3.48287                 NaN   9.33936        42.7400        1.11996        29.7093     
  1024.87        2500.00                 NaN            NaN            NaN   13.6076        3.48546                 NaN   9.34283        42.7351        1.11924        29.7098     
  1023.83        2500.00                 NaN            NaN            NaN   13.6066        3.48805                 NaN   9.34630        42.7302        1.11851        29.7103     
  1022.80        2500.00                 NaN            NaN            NaN   13.6056        3.49065                 NaN   9.34977        42.7253        1.11778        29.7109     
  1021.76        2500.00                 NaN            NaN            NaN   13.6046        3.49325                 NaN   9.35324        42.7204        1.11705        29.7114     
  1020.72        2500.00                 NaN            NaN            NaN   13.6036        3.49585                 NaN   9.35670        42.7155        1.11631        29.7120     
  1019.69        2500.00                 NaN            NaN            NaN   13.6026        3.49845                 NaN   9.36017        42.7106        1.11558        29.7126     
  1018.65        2500.00                 NaN            NaN            NaN   13.6017        3.50105                 NaN   9.36363        42.7057        1.11484        29.7131     
  1017.62        2500.00                 NaN            NaN            NaN   13.6007        3.50366                 NaN   9.36709        42.7007        1.11410        29.7137     
  1016.58        2500.00                 NaN            NaN            NaN   13.5998        3.50626                 NaN   9.37055        42.6958        1.11336        29.7143     
  1015.54        2500.00                 NaN            NaN            NaN   13.5989        3.50886                 NaN   9.37401        42.6908        1.11261        29.7148     
  1014.51        2500.00                 NaN            NaN            NaN   13.5979        3.51146                 NaN   9.37747        42.6859        1.11187        29.7154     
  1013.47        2500.00                 NaN            NaN            NaN   13.5970        3.51406                 NaN   9.38092        42.6809        1.11112        29.7160     
  1012.43        2500.00                 NaN            NaN            NaN   13.5961        3.51666                 NaN   9.38438        42.6759        1.11037        29.7166     
  1011.40        2500.00                 NaN            NaN            NaN   13.5952        3.51926                 NaN   9.38783        42.6709        1.10962        29.7172     
  1010.36        2500.00                 NaN            NaN            NaN   13.5943        3.52185                 NaN   9.39129        42.6659        1.10887        29.7178     
  1009.33        2500.00                 NaN            NaN            NaN   13.5934        3.52444                 NaN   9.39474        42.6609        1.10811        29.7184     
  1008.29        2500.00                 NaN            NaN            NaN   13.5926        3.52702                 NaN   9.39819        42.6559        1.10736        29.7190     
  1007.25        2500.00                 NaN            NaN            NaN   13.5918        3.52960                 NaN   9.40165        42.6508        1.10660        29.7196     
  1006.22        2500.00                 NaN            NaN            NaN   13.5909        3.53217                 NaN   9.40510        42.6458        1.10583        29.7202     
  1005.18        2500.00                 NaN            NaN            NaN   13.5901        3.53474                 NaN   9.40855        42.6407        1.10507        29.7208     
  1004.14        2500.00                 NaN            NaN            NaN   13.5893        3.53730                 NaN   9.41200        42.6357        1.10430        29.7214     
  1003.11        2500.00                 NaN            NaN            NaN   13.5886        3.53986                 NaN   9.41545        42.6306        1.10353        29.7220     
  1002.07        2500.00                 NaN            NaN            NaN   13.6097        3.53587                 NaN   9.36039        42.6781        1.09276        29.7232     
  1001.04        2500.00                 NaN            NaN            NaN   13.6120        3.53581                 NaN   9.36369        42.6730        1.09174        29.7238     
  1000.00        2500.00                 NaN            NaN            NaN   13.6143        3.53576                 NaN   9.36698        42.6678        1.09071        29.7244     
