|6.6.6
Archiving\03_Data\eqfrac/QFM_m0.25/TAY13/TAY13_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1589.74        2500.00       0.205356E-003            NaN   99.9998                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.26        2500.00                 NaN            NaN   99.4238       0.460236       0.115960                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.78        2500.00                 NaN            NaN   99.3405       0.592040       0.674733E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1585.31        2500.00                 NaN            NaN   99.3515       0.568309       0.801594E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1583.83        2500.00                 NaN            NaN   99.3550       0.566381       0.786061E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1582.35        2500.00                 NaN            NaN   99.3598       0.562483       0.777668E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1580.87        2500.00                 NaN            NaN   99.3662       0.556490       0.773600E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1579.39        2500.00                 NaN            NaN   99.3714       0.553590       0.749878E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1577.92        2500.00                 NaN            NaN   99.3562       0.567015       0.768169E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00                 NaN            NaN   99.8333       0.146638       0.200640E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1574.96        2500.00                 NaN            NaN   98.9583       0.918943       0.122769                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.48        2500.00                 NaN            NaN   99.3941       0.533909       0.719871E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1572.00        2500.00                 NaN            NaN   99.3569       0.567789       0.752875E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1570.53        2500.00                 NaN            NaN   99.4456       0.488575       0.658287E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1569.05        2500.00                 NaN            NaN   99.4085       0.523365       0.681548E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1567.57        2500.00                 NaN            NaN   99.4128       0.516199       0.709952E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1566.09        2500.00                 NaN            NaN   99.4195       0.515904       0.645956E-001            NaN            NaN            NaN            NaN            NaN            NaN
