|6.6.6
Archiving\03_Data\eqfracLP/QFM_m3.75/GRV/GRV_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1236.10        500.000                 NaN   97.9221                 NaN            NaN  0.559205                 NaN  0.273940       0.285442E-001   1.21619                 NaN
  1234.69        500.000                 NaN   97.9865                 NaN            NaN  0.543024                 NaN  0.264706       0.271744E-001   1.17857                 NaN
  1233.27        500.000                 NaN   98.0495       0.327099E-003            NaN  0.526124                 NaN  0.255861       0.258218E-001   1.14241                 NaN
  1231.86        500.000                 NaN   98.1097                 NaN            NaN  0.510930                 NaN  0.247561       0.244500E-001   1.10735                 NaN
  1230.45        500.000                 NaN   98.1668                 NaN            NaN  0.496032                 NaN  0.239520       0.232365E-001   1.07445                 NaN
  1229.03        500.000                 NaN   98.2255                 NaN            NaN  0.479748                 NaN  0.230955       0.221505E-001   1.04164                 NaN
  1227.62        500.000                 NaN   98.2773                 NaN            NaN  0.466261                 NaN  0.223398       0.210784E-001   1.01193                 NaN
  1226.21        500.000                 NaN   98.3298                 NaN            NaN  0.451908                 NaN  0.216260       0.199709E-001  0.982082                 NaN
  1224.79        500.000                 NaN   98.3775                 NaN            NaN  0.439411                 NaN  0.208643       0.191793E-001  0.955295                 NaN
  1223.38        500.000                 NaN   98.4283                 NaN            NaN  0.424793                 NaN  0.201227       0.182807E-001  0.927388                 NaN
  1221.96        500.000                 NaN   98.4734                 NaN            NaN  0.412640                 NaN  0.194384       0.174818E-001  0.902143                 NaN
  1220.55        500.000                 NaN   98.5197                 NaN            NaN  0.399271                 NaN  0.187825       0.166468E-001  0.876538                 NaN
  1219.14        500.000                 NaN   98.5593                 NaN            NaN  0.388925                 NaN  0.182197       0.158103E-001  0.853747                 NaN
  1217.72        500.000                 NaN   81.8283                 NaN            NaN   2.26067                 NaN   1.53807       0.805073E-001   7.22469        7.06780     
  1216.31        500.000                 NaN   70.7164                 NaN            NaN   3.54440                 NaN   2.43707       0.117691        11.3850        11.7994     
  1214.90        500.000                 NaN   75.3980                 NaN            NaN   2.96068                 NaN   2.04114       0.987193E-001   9.57091        9.93054     
  1213.48        500.000                 NaN   77.8022       0.165587                 NaN  0.518969        1.89352        1.83451       0.936780E-001   8.66330        9.02821     
  1212.07        500.000                 NaN   78.8779       0.398524                 NaN   1.86561                 NaN   1.72597       0.103003        8.39464        8.63435     
  1210.65        500.000                 NaN   86.9441       0.466483E-002            NaN  0.495215        1.23600        1.06623       0.470479E-001   4.96300        5.24375     
  1209.24        500.000                 NaN   85.0862       0.215301                 NaN   1.25855                 NaN   1.22898       0.653451E-001   5.89734        6.24833     
  1207.83        500.000                 NaN   87.8142                 NaN            NaN   1.22606       0.327134        1.00598       0.441264E-001   4.74210        4.84041     
  1206.41        500.000                 NaN   86.4510                 NaN            NaN   1.86283                 NaN   1.13296       0.418319E-001   5.19876        5.31265     
  1205.00        500.000                 NaN   89.8608                 NaN            NaN  0.818700       0.364646       0.829998       0.377070E-001   3.98151        4.10662     
  1203.58        500.000                 NaN   88.4642                 NaN            NaN   1.31896                 NaN  0.966070       0.365222E-001   4.51885        4.69543     
  1202.17        500.000                 NaN   90.0965                 NaN            NaN   1.23137                 NaN  0.797245       0.366515E-001   3.88486        3.95342     
  1200.76        500.000                 NaN   90.8028                 NaN            NaN  0.222266       0.822422       0.738525       0.341697E-001   3.64240        3.73741     
  1199.34        500.000                 NaN   84.4631                 NaN            NaN   1.56780       0.442258E-001   1.23050       0.560569E-001   6.12886        6.50944     
  1197.93        500.000                 NaN   94.2253                 NaN            NaN  0.418247       0.318082       0.471638       0.168610E-001   2.30777        2.24213     
  1196.52        500.000                 NaN   64.3371                 NaN            NaN   1.61415        2.14617        2.81667       0.103835        14.2250        14.7570     
  1195.10        500.000                 NaN   99.8005       0.310875E-001            NaN  0.503729E-001            NaN  0.364216E-001  0.798280E-002            NaN  0.736237E-001
  1193.69        500.000                 NaN   99.1905                 NaN            NaN  0.983432E-001            NaN  0.573982E-001            NaN  0.653807                 NaN
  1192.27        500.000                 NaN   99.7431                 NaN            NaN  0.811318E-002  0.130058                 NaN  0.178474E-002  0.735613E-001  0.433648E-001
  1190.86        500.000                 NaN   86.0757                 NaN            NaN   1.34755                 NaN   1.05028       0.448567E-001   6.05304        5.42859     
  1189.45        500.000                 NaN            NaN            NaN            NaN   8.42850                 NaN   7.04241       0.327000        43.0620        41.1401     
  1188.03        500.000                 NaN            NaN            NaN            NaN   8.43013                 NaN   7.04445       0.326542        43.0576        41.1413     
  1186.62        500.000                 NaN            NaN            NaN            NaN   8.43157                 NaN   7.04649       0.326084        43.0533        41.1426     
  1185.21        500.000                 NaN            NaN            NaN            NaN   8.43310                 NaN   7.04852       0.325626        43.0490        41.1438     
  1183.79        500.000                 NaN            NaN            NaN            NaN   8.43458                 NaN   7.05039       0.325166        43.0448        41.1450     
  1182.38        500.000                 NaN            NaN            NaN            NaN   8.43618                 NaN   7.05252       0.324686        43.0404        41.1462     
  1180.96        500.000                 NaN            NaN            NaN            NaN   8.43800                 NaN   7.05465       0.324230        43.0356        41.1475     
  1179.55        500.000                 NaN            NaN            NaN            NaN   8.42593                 NaN   7.04939       0.326743        43.0533        41.1447     
  1178.14        500.000                 NaN            NaN            NaN            NaN   8.44115                 NaN   7.05873       0.323292        43.0269        41.1500     
  1176.72        500.000                 NaN            NaN            NaN            NaN   8.42977                 NaN   7.05382       0.325677        43.0434        41.1473     
  1175.31        500.000                 NaN            NaN            NaN            NaN   8.43201                 NaN   7.05598       0.325018        43.0383        41.1487     
  1173.90        500.000                 NaN            NaN            NaN            NaN   8.43410                 NaN   7.05831       0.324482        43.0331        41.1500     
  1172.48        500.000                 NaN            NaN            NaN            NaN   8.43536                 NaN   7.05986       0.324138        43.0294        41.1512     
  1171.07        500.000                 NaN            NaN            NaN            NaN   8.44936                 NaN   7.07022       0.320602        43.0032        41.1566     
  1169.65        500.000                 NaN            NaN            NaN            NaN   8.45108                 NaN   7.07238       0.320088        42.9985        41.1579     
  1168.24        500.000                 NaN            NaN            NaN            NaN   8.45283                 NaN   7.07456       0.319567        42.9939        41.1592     
  1166.83        500.000                 NaN            NaN            NaN            NaN   8.45459                 NaN   7.07675       0.319041        42.9891        41.1605     
  1165.41        500.000                 NaN            NaN            NaN            NaN   8.45639                 NaN   7.07896       0.318508        42.9844        41.1618     
  1164.00        500.000                 NaN            NaN            NaN            NaN   8.45810                 NaN   7.08107       0.317999        42.9798        41.1631     
  1162.59        500.000                 NaN            NaN            NaN            NaN   8.45996                 NaN   7.08314       0.317493        42.9751        41.1643     
  1161.17        500.000                 NaN            NaN            NaN            NaN   8.46175                 NaN   7.08521       0.316991        42.9705        41.1656     
  1159.76        500.000                 NaN            NaN            NaN            NaN   8.46349                 NaN   7.08727       0.316489        42.9659        41.1668     
  1158.34        500.000                 NaN            NaN            NaN            NaN   8.46444                 NaN   7.08742       0.316476        42.9641        41.1676     
  1156.93        500.000                 NaN            NaN            NaN            NaN   8.46622                 NaN   7.08950       0.315964        42.9595        41.1689     
  1155.52        500.000                 NaN            NaN            NaN            NaN   5.46195        3.00607        7.09156       0.315458        42.9548        41.1701     
  1154.10        500.000                 NaN            NaN            NaN            NaN   8.47012                 NaN   7.09405       0.314851        42.9495        41.1715     
  1152.69        500.000                 NaN            NaN            NaN            NaN   8.47191                 NaN   7.09611       0.314328        42.9449        41.1728     
  1151.27        500.000                 NaN            NaN            NaN            NaN   8.47366                 NaN   7.09823       0.313807        42.9403        41.1741     
  1149.86        500.000                 NaN            NaN            NaN            NaN   5.78266        2.69274        7.10034       0.313283        42.9356        41.1753     
  1148.45        500.000                 NaN            NaN            NaN            NaN   2.65389        5.79456        7.08265       0.318332        42.9791        41.1715     
  1147.03        500.000                 NaN            NaN            NaN            NaN   2.62094        5.82904        7.08450       0.317886        42.9749        41.1727     
  1145.62        500.000                 NaN            NaN            NaN            NaN   2.24704        6.21051        7.09108       0.316155        42.9602        41.1750     
  1144.21        500.000                 NaN            NaN            NaN            NaN   8.48352                 NaN   7.11202       0.310395        42.9127        41.1813     
  1142.79        500.000                 NaN            NaN            NaN            NaN   6.19049        2.29459        7.11131       0.310491        42.9112        41.1819     
  1141.38        500.000                 NaN            NaN            NaN            NaN   6.28286        2.20391        7.11342       0.309977        42.9067        41.1832     
  1139.96        500.000                 NaN            NaN            NaN            NaN   6.37258        2.11626        7.11559       0.309408        42.9016        41.1845     
  1138.55        500.000                 NaN            NaN            NaN            NaN   1.86837        6.60221        7.10431       0.312729        42.9302        41.1821     
  1137.14        500.000                 NaN            NaN            NaN            NaN   1.86401        6.60804        7.10611       0.312277        42.9262        41.1834     
  1135.72        500.000                 NaN            NaN            NaN            NaN   1.85793        6.61565        7.10792       0.311813        42.9220        41.1846     
  1134.31        500.000                 NaN            NaN            NaN            NaN   1.85379        6.62141        7.10977       0.311333        42.9178        41.1859     
  1132.90        500.000                 NaN            NaN            NaN            NaN   1.84776        6.62905        7.11167       0.310843        42.9135        41.1872     
  1131.48        500.000                 NaN            NaN            NaN            NaN   6.67392        1.82691        7.12881       0.305971        42.8719        41.1925     
  1130.07        500.000                 NaN            NaN            NaN            NaN   6.73023        1.77254        7.13094       0.305416        42.8670        41.1939     
  1128.65        500.000                 NaN            NaN            NaN            NaN   6.78267        1.72214        7.13316       0.304828        42.8620        41.1952     
  1127.24        500.000                 NaN            NaN            NaN            NaN   1.63134        6.85586        7.12219       0.308064        42.8896        41.1929     
  1125.83        500.000                 NaN            NaN            NaN            NaN   1.64164        6.84709        7.12399       0.307592        42.8855        41.1942     
  1124.41        500.000                 NaN            NaN            NaN            NaN   1.65577        6.83433        7.12567       0.307161        42.8817        41.1954     
  1123.00        500.000                 NaN            NaN            NaN            NaN   6.83173        1.68141        7.14201       0.302444        42.8418        41.2006     
  1121.59        500.000                 NaN            NaN            NaN            NaN   6.85939        1.65576        7.14420       0.301887        42.8368        41.2019     
  1120.17        500.000                 NaN            NaN            NaN            NaN   1.36848        7.13286        7.13622       0.304328        42.8578        41.2003     
  1118.76        500.000                 NaN            NaN            NaN            NaN   1.40871        7.09378        7.13774       0.303930        42.8543        41.2015     
  1117.34        500.000                 NaN            NaN            NaN            NaN   1.45112        7.05248        7.13925       0.303541        42.8509        41.2027     
  1115.93        500.000                 NaN            NaN            NaN            NaN   1.49493        7.00974        7.14071       0.303161        42.8476        41.2039     
  1114.52        500.000                 NaN            NaN            NaN            NaN   1.54037        6.96532        7.14213       0.302790        42.8444        41.2050     
  1113.10        500.000                 NaN            NaN            NaN            NaN   1.58881        6.91784        7.14349       0.302434        42.8412        41.2062     
  1111.69        500.000                 NaN            NaN            NaN            NaN   1.63745        6.87013        7.14483       0.302085        42.8382        41.2073     
  1110.28        500.000                 NaN            NaN            NaN            NaN   1.85110        6.67684        7.16125       0.298064        42.8008        41.2120     
  1108.86        500.000                 NaN            NaN            NaN            NaN   1.60171        6.91089        7.15001       0.300708        42.8265        41.2102     
  1107.45        500.000                 NaN            NaN            NaN            NaN   1.66287        6.85044        7.15118       0.300406        42.8238        41.2113     
  1106.03        500.000                 NaN            NaN  0.566883E-005            NaN   5.59485        2.94261        7.16806       0.295473        42.7822        41.2168     
  1104.62        500.000                 NaN            NaN            NaN            NaN   6.45853        2.08136        7.17009       0.294862        42.7769        41.2183     
  1103.21        500.000                 NaN            NaN            NaN            NaN   6.37821        2.16401        7.17237       0.294224        42.7715        41.2197     
  1101.79        500.000                 NaN            NaN            NaN            NaN   1.79491        6.72402        7.15808       0.298606        42.8081        41.2163     
  1100.38        500.000                 NaN            NaN  0.579767E-005            NaN   6.23877        2.30770        7.17731       0.292931        42.7609        41.2224     
  1098.96        500.000                 NaN            NaN  0.805929E-006            NaN   6.18352        2.36472        7.17859       0.292516        42.7568        41.2238     
  1097.55        500.000                 NaN            NaN            NaN            NaN   1.89666        6.62651        7.16328       0.297260        42.7962        41.2201     
  1096.14        500.000                 NaN            NaN            NaN            NaN   1.97839        6.54508        7.16419       0.297046        42.7942        41.2211     
  1094.72        500.000                 NaN            NaN            NaN            NaN   2.05638        6.46706        7.16479       0.296917        42.7928        41.2221     
  1093.31        500.000                 NaN            NaN            NaN            NaN   2.11870        6.40513        7.16573       0.296689        42.7906        41.2232     
  1091.90        500.000                 NaN            NaN            NaN            NaN   2.21395        6.30956        7.16610       0.296620        42.7897        41.2241     
  1090.48        500.000                 NaN            NaN  0.220465E-004            NaN   3.26434        5.30235        7.19633       0.287305        42.7165        41.2332     
  1089.07        500.000                 NaN            NaN            NaN            NaN   2.12202        6.40795        7.17220       0.294945        42.7756        41.2272     
  1087.65        500.000                 NaN            NaN            NaN            NaN   2.08784        6.44909        7.17753       0.293351        42.7627        41.2295     
  1086.24        500.000                 NaN            NaN            NaN            NaN   4.16513        4.40844        7.20342       0.285301        42.7002        41.2375     
  1084.83        500.000                 NaN            NaN  0.209706E-003            NaN   6.38600        2.18355        7.20101       0.286244        42.7049        41.2381     
  1083.41        500.000                 NaN            NaN            NaN            NaN   6.55302        2.02013        7.20404       0.285343        42.6980        41.2395     
  1082.00        500.000                 NaN            NaN   1.21187                 NaN   6.36347       0.845815E-002   6.88519       0.394741        43.4107        41.7256     
  1080.59        500.000                 NaN            NaN   1.21197                 NaN   6.36464       0.685848E-002   6.88511       0.394745        43.4101        41.7266     
  1079.17        500.000                 NaN            NaN   1.25873                 NaN   6.29246       0.361179E-002   6.87995       0.396954        43.4200        41.7483     
  1077.76        500.000                 NaN            NaN   1.25905                 NaN  0.140805E-002   6.29382        6.87982       0.396976        43.4196        41.7494     
  1076.34        500.000                 NaN            NaN   1.30233                 NaN   6.22518       0.587547E-003   6.87521       0.398968        43.4281        41.7696     
  1074.93        500.000                 NaN            NaN   1.30232                 NaN  0.484369E-003   6.22505        6.87517       0.398961        43.4275        41.7706     
  1073.52        500.000                 NaN            NaN   1.30226                 NaN   6.22476       0.631482E-003   6.87514       0.398949        43.4268        41.7715     
  1072.10        500.000                 NaN            NaN            NaN            NaN   8.60581                 NaN   7.23081       0.276623        42.6339        41.2529     
  1070.69        500.000                 NaN            NaN  0.585593                 NaN   7.58401       0.628816E-003   7.10223       0.321711        42.9092        41.4966     
  1069.28        500.000                 NaN            NaN   1.38185                 NaN   6.09791       0.151066E-003   6.86688       0.402528        43.4406        41.8101     
  1067.86        500.000                 NaN            NaN   1.38177                 NaN   6.09744       0.505745E-003   6.86685       0.402515        43.4399        41.8110     
  1066.45        500.000                 NaN            NaN   1.38177                 NaN   6.09753       0.158685E-003   6.86680       0.402509        43.4393        41.8120     
  1065.03        500.000                 NaN            NaN   1.35309                 NaN   5.69312       0.461865        6.87752       0.398994        43.4131        41.8023     
  1063.62        500.000                 NaN            NaN   1.38168                 NaN   6.09685       0.495707E-003   6.86674       0.402488        43.4379        41.8139     
  1062.21        500.000                 NaN            NaN   1.38167                 NaN   6.09710                 NaN   6.86669       0.402482        43.4372        41.8148     
  1060.79        500.000                 NaN            NaN   1.04934                 NaN   6.77695                 NaN   7.00056       0.357449        43.1186        41.6971     
  1059.38        500.000                 NaN            NaN   1.48531                 NaN   5.93348       0.302864E-003   6.85692       0.406905        43.4532        41.8638     
  1057.97        500.000                 NaN            NaN   1.48529                 NaN   5.93352       0.494673E-004   6.85688       0.406897        43.4526        41.8648     
  1056.55        500.000                 NaN            NaN   1.48525                 NaN   5.93336       0.236184E-004   6.85684       0.406888        43.4519        41.8658     
  1055.14        500.000                 NaN            NaN   1.48514                 NaN   5.93333                 NaN   6.85683       0.406870        43.4511        41.8667     
  1053.72        500.000                 NaN            NaN   1.48513                 NaN   5.93310                 NaN   6.85678       0.406864        43.4505        41.8676     
  1052.31        500.000                 NaN            NaN   1.51640                 NaN   5.88421                 NaN   6.85405       0.408137        43.4542        41.8830     
  1050.90        500.000                 NaN            NaN   1.51637                 NaN   5.88402                 NaN   6.85401       0.408128        43.4536        41.8839     
  1049.48        500.000                 NaN            NaN   1.51636                 NaN   5.88377                 NaN   6.85396       0.408124        43.4529        41.8849     
  1048.07        500.000                 NaN            NaN   1.54292                 NaN   5.84401                 NaN   6.85271       0.408881        43.4530        41.8985     
  1046.65        500.000                 NaN            NaN   1.28513                 NaN   6.37279                 NaN   6.95421       0.374119        43.2063        41.8075     
  1045.24        500.000                 NaN            NaN   1.54602                 NaN   5.83718                 NaN   6.85142       0.409279        43.4546        41.9015     
  1043.83        500.000                 NaN            NaN   1.57459                 NaN   5.79298                 NaN   6.84915       0.410385        43.4572        41.9157     
  1042.41        500.000                 NaN            NaN   1.33730                 NaN   6.28405                 NaN   6.94479       0.377694        43.2231        41.8330     
  1041.00        500.000                 NaN            NaN   1.33139                 NaN   6.29743                 NaN   6.94825       0.376519        43.2141        41.8323     
  1039.59        500.000                 NaN            NaN   1.36718                 NaN   6.23397                 NaN   6.93967       0.379605        43.2316        41.8480     
  1038.17        500.000                 NaN            NaN   1.35779                 NaN   6.26577                 NaN   6.94736       0.377045        43.2065        41.8455     
  1036.76        500.000                 NaN            NaN   1.46833                 NaN   6.03567                 NaN   6.90384       0.391972        43.3137        41.8865     
  1035.34        500.000                 NaN            NaN   1.38683                 NaN   6.21666                 NaN   6.94229       0.378943        43.2151        41.8602     
  1033.93        500.000                 NaN            NaN   1.40050                 NaN   6.19363                 NaN   6.93996       0.379819        43.2189        41.8672     
  1032.52        500.000                 NaN            NaN   1.41378                 NaN   6.17129                 NaN   6.93772       0.380663        43.2225        41.8740     
  1031.10        500.000                 NaN            NaN   1.42670                 NaN   6.14957                 NaN   6.93556       0.381480        43.2260        41.8807     
  1029.69        500.000                 NaN            NaN   1.43914                 NaN   6.12874                 NaN   6.93353       0.382253        43.2291        41.8872     
  1028.28        500.000                 NaN            NaN   1.45121                 NaN   6.10855                 NaN   6.93158       0.382997        43.2321        41.8936     
  1026.86        500.000                 NaN            NaN   1.46300                 NaN   6.08887                 NaN   6.92971       0.383716        43.2349        41.8998     
  1025.45        500.000                 NaN            NaN   1.47437                 NaN   6.06992                 NaN   6.92793       0.384401        43.2375        41.9058     
  1024.03        500.000                 NaN            NaN   1.48544                 NaN   6.05153                 NaN   6.92623       0.385060        43.2400        41.9118     
  1022.62        500.000                 NaN            NaN   1.49625                 NaN   6.03359                 NaN   6.92459       0.385698        43.2423        41.9176     
  1021.21        500.000                 NaN            NaN   1.50679                 NaN   6.01618                 NaN   6.92300       0.386316        43.2444        41.9233     
  1019.79        500.000                 NaN            NaN   1.51743                 NaN   5.99842                 NaN   6.92134       0.386967        43.2468        41.9291     
  1018.38        500.000                 NaN            NaN   1.53024                 NaN   5.97551                 NaN   6.91700       0.388252        43.2533        41.9357     
  1016.97        500.000                 NaN            NaN   1.53760                 NaN   5.96502                 NaN   6.91840       0.388120        43.2507        41.9401     
  1015.55        500.000                 NaN            NaN   1.54744                 NaN   5.94893                 NaN   6.91696       0.388675        43.2524        41.9456     
  1014.14        500.000                 NaN            NaN   1.55648                 NaN   5.93423                 NaN   6.91583       0.389151        43.2536        41.9507     
  1012.72        500.000                 NaN            NaN   1.56720                 NaN   5.91669                 NaN   6.91481       0.389716        43.2548        41.9568     
  1011.31        500.000                 NaN            NaN   1.57546                 NaN   5.90299                 NaN   6.91316       0.390227        43.2568        41.9613     
  1009.90        500.000                 NaN            NaN   1.58941                 NaN   5.87917                 NaN   6.90954       0.391279        43.2618        41.9688     
  1008.48        500.000                 NaN            NaN   1.59722                 NaN   5.85615                 NaN   6.90664       0.392562        43.2743        41.9731     
  1007.07        500.000                 NaN            NaN   1.60876                 NaN   5.84004                 NaN   6.90548       0.393067        43.2736        41.9790     
  1005.66        500.000                 NaN            NaN   1.62302                 NaN   5.81105                 NaN   6.90158       0.394520        43.2834        41.9864     
  1004.24        500.000                 NaN            NaN   1.63106                 NaN   5.79637                 NaN   6.89995       0.395106        43.2866        41.9910     
  1002.83        500.000                 NaN            NaN   1.63861                 NaN   5.78459                 NaN   6.89933       0.395410        43.2865        41.9955     
  1001.41        500.000                 NaN            NaN   1.64576                 NaN   5.77348                 NaN   6.89871       0.395698        43.2865        41.9999     
  1000.00        500.000                 NaN            NaN   1.65252                 NaN   5.76283                 NaN   6.89795       0.396018        43.2867        42.0040     
