|6.6.6
Archiving\03_Data\eqfracLP/QFM_m3.75/GRV/GRV_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1473.62        500.000       0.400455E-002   98.9013                 NaN            NaN  0.775618       0.319045                 NaN            NaN            NaN            NaN
  1472.20        500.000       0.388304E-002   98.9132                 NaN            NaN  0.766589       0.316295                 NaN            NaN            NaN            NaN
  1470.79        500.000       0.377838E-002   98.9242                 NaN            NaN  0.758931       0.313097                 NaN            NaN            NaN            NaN
  1469.38        500.000       0.366929E-002   98.9354                 NaN            NaN  0.310092       0.750887                 NaN            NaN            NaN            NaN
  1467.96        500.000       0.356064E-002   98.9464                 NaN            NaN  0.306899       0.743109                 NaN            NaN            NaN            NaN
  1466.55        500.000       0.345483E-002   98.9544                 NaN            NaN  0.737350       0.304752                 NaN            NaN            NaN            NaN
  1465.14        500.000       0.334506E-002   98.9686                 NaN            NaN  0.301266       0.726812                 NaN            NaN            NaN            NaN
  1463.72        500.000       0.324247E-002   98.9785                 NaN            NaN  0.298529       0.719720                 NaN            NaN            NaN            NaN
  1462.31        500.000       0.313338E-002   98.9874                 NaN            NaN  0.713895       0.295567                 NaN            NaN            NaN            NaN
  1460.89        500.000       0.220189E-002   99.2770                 NaN            NaN  0.211611       0.509179                 NaN            NaN            NaN            NaN
  1459.48        500.000       0.381101E-002   98.7262                 NaN            NaN  0.895705       0.374314                 NaN            NaN            NaN            NaN
  1458.07        500.000       0.285203E-002   99.0181                 NaN            NaN  0.288471       0.690563                 NaN            NaN            NaN            NaN
  1456.65        500.000       0.276660E-002   99.0258                 NaN            NaN  0.286268       0.685208                 NaN            NaN            NaN            NaN
  1455.24        500.000       0.268212E-002   99.0339                 NaN            NaN  0.284830       0.678619                 NaN            NaN            NaN            NaN
  1453.82        500.000       0.257628E-002   99.0472                 NaN            NaN  0.669479       0.280769                 NaN            NaN            NaN            NaN
  1452.41        500.000       0.249340E-002   99.0543                 NaN            NaN  0.278465       0.664766                 NaN            NaN            NaN            NaN
  1451.00        500.000       0.240401E-002   99.0617                 NaN            NaN  0.276813       0.659069                 NaN            NaN            NaN            NaN
  1449.58        500.000       0.232676E-002   99.0703                 NaN            NaN  0.274368       0.653047                 NaN            NaN            NaN            NaN
  1448.17        500.000       0.223844E-002   99.0792                 NaN            NaN  0.646467       0.272059                 NaN            NaN            NaN            NaN
  1446.76        500.000       0.216458E-002   99.0865                 NaN            NaN  0.641616       0.269765                 NaN            NaN            NaN            NaN
  1445.34        500.000       0.207705E-002   99.0944                 NaN            NaN  0.635807       0.267692                 NaN            NaN            NaN            NaN
  1443.93        500.000       0.202292E-002   99.1004                 NaN            NaN  0.631039       0.266499                 NaN            NaN            NaN            NaN
  1442.51        500.000       0.191711E-002   99.1133                 NaN            NaN  0.263163       0.621635                 NaN            NaN            NaN            NaN
  1441.10        500.000       0.184611E-002   99.1185                 NaN            NaN  0.261663       0.617973                 NaN            NaN            NaN            NaN
  1439.69        500.000       0.177305E-002   99.1255                 NaN            NaN  0.259544       0.613176                 NaN            NaN            NaN            NaN
  1438.27        500.000       0.169513E-002   99.1334                 NaN            NaN  0.607248       0.257607                 NaN            NaN            NaN            NaN
  1436.86        500.000       0.162684E-002   99.1408                 NaN            NaN  0.601599       0.255934                 NaN            NaN            NaN            NaN
  1435.45        500.000       0.156331E-002   99.1471                 NaN            NaN  0.253605       0.597748                 NaN            NaN            NaN            NaN
  1434.03        500.000       0.149265E-002   99.1544                 NaN            NaN  0.251859       0.592245                 NaN            NaN            NaN            NaN
  1432.62        500.000       0.142841E-002   99.1587                 NaN            NaN  0.249759       0.590117                 NaN            NaN            NaN            NaN
  1431.20        500.000       0.136741E-002   99.1690                 NaN            NaN  0.581141       0.248529                 NaN            NaN            NaN            NaN
  1429.79        500.000       0.129302E-002   99.1755                 NaN            NaN  0.246175       0.577000                 NaN            NaN            NaN            NaN
  1428.38        500.000       0.122759E-002   99.1814                 NaN            NaN  0.572446       0.244927                 NaN            NaN            NaN            NaN
  1426.96        500.000       0.117015E-002   99.1860                 NaN            NaN  0.569304       0.243572                 NaN            NaN            NaN            NaN
  1425.55        500.000       0.111022E-002   99.1925                 NaN            NaN  0.563087       0.243262                 NaN            NaN            NaN            NaN
  1424.14        500.000       0.103731E-002   99.2035                 NaN            NaN  0.239455       0.555976                 NaN            NaN            NaN            NaN
  1422.72        500.000       0.991796E-003   99.2022                 NaN            NaN  0.237721       0.559137                 NaN            NaN            NaN            NaN
  1421.31        500.000       0.927772E-003   99.2151                 NaN            NaN  0.547964       0.236045                 NaN            NaN            NaN            NaN
  1419.89        500.000       0.867593E-003   99.2177                 NaN            NaN  0.546956       0.234499                 NaN            NaN            NaN            NaN
  1418.48        500.000       0.814473E-003   99.2232                 NaN            NaN  0.542903       0.233115                 NaN            NaN            NaN            NaN
  1417.07        500.000       0.745216E-003   99.2291                 NaN            NaN  0.230871       0.539330                 NaN            NaN            NaN            NaN
  1415.65        500.000       0.708076E-003   99.2353                 NaN            NaN  0.533738       0.230261                 NaN            NaN            NaN            NaN
  1414.24        500.000       0.646457E-003   99.2401                 NaN            NaN  0.530861       0.228391                 NaN            NaN            NaN            NaN
  1412.83        500.000       0.600338E-003   99.2454                 NaN            NaN  0.527107       0.226924                 NaN            NaN            NaN            NaN
  1411.41        500.000       0.548840E-003   99.2505                 NaN            NaN  0.523571       0.225405                 NaN            NaN            NaN            NaN
  1410.00        500.000       0.472982E-003   99.2547                 NaN            NaN  0.223766       0.521057                 NaN            NaN            NaN            NaN
  1408.58        500.000       0.547109E-003   99.9442                 NaN            NaN  0.552309E-001            NaN            NaN            NaN            NaN            NaN
  1407.17        500.000       0.343022E-003   98.5837                 NaN            NaN  0.387666        1.02833                 NaN            NaN            NaN            NaN
  1405.76        500.000       0.350202E-003   99.2712                 NaN            NaN  0.508743       0.219705                 NaN            NaN            NaN            NaN
  1404.34        500.000       0.802234E-003   98.3297                 NaN            NaN  0.592509       0.648658       0.428371                 NaN            NaN            NaN
  1402.93        500.000                 NaN   98.1305                 NaN            NaN  0.738952       0.606974       0.523617                 NaN            NaN            NaN
  1401.51        500.000                 NaN   98.1598                 NaN            NaN  0.726977       0.598074       0.515112                 NaN            NaN            NaN
  1400.10        500.000                 NaN   98.1895                 NaN            NaN  0.588727       0.715081       0.506688                 NaN            NaN            NaN
  1398.69        500.000                 NaN   98.2163                 NaN            NaN  0.703939       0.580853       0.498864                 NaN            NaN            NaN
  1397.27        500.000                 NaN   98.2427                 NaN            NaN  0.572922       0.693315       0.491093                 NaN            NaN            NaN
  1395.86        500.000                 NaN   98.2702                 NaN            NaN  0.564284       0.682319       0.483245                 NaN            NaN            NaN
  1394.45        500.000                 NaN   98.2953                 NaN            NaN  0.557137       0.671524       0.476083                 NaN            NaN            NaN
  1393.03        500.000                 NaN   98.3207                 NaN            NaN  0.661989       0.548845       0.468513                 NaN            NaN            NaN
  1391.62        500.000                 NaN   98.3451                 NaN            NaN  0.651961       0.541293       0.461673                 NaN            NaN            NaN
  1390.20        500.000                 NaN   98.3687                 NaN            NaN  0.533916       0.642603       0.454760                 NaN            NaN            NaN
  1388.79        500.000                 NaN   98.3864                 NaN            NaN  0.528702       0.635142       0.449794                 NaN            NaN            NaN
  1387.38        500.000                 NaN   98.4151                 NaN            NaN  0.519626       0.624229       0.441064                 NaN            NaN            NaN
  1385.96        500.000                 NaN   98.4352                 NaN            NaN  0.615746       0.513619       0.435400                 NaN            NaN            NaN
  1384.55        500.000                 NaN   98.4531                 NaN            NaN  0.509234       0.607767       0.429894                 NaN            NaN            NaN
  1383.14        500.000                 NaN   98.4738                 NaN            NaN  0.602321       0.500002       0.423897                 NaN            NaN            NaN
  1381.72        500.000                 NaN   98.4969                 NaN            NaN  0.592225       0.493843       0.417022                 NaN            NaN            NaN
  1380.31        500.000                 NaN   98.5133                 NaN            NaN  0.585451       0.489097       0.412116                 NaN            NaN            NaN
  1378.89        500.000                 NaN   98.5331                 NaN            NaN  0.482954       0.577535       0.406428                 NaN            NaN            NaN
  1377.48        500.000                 NaN   98.5506                 NaN            NaN  0.477259       0.570998       0.401127                 NaN            NaN            NaN
  1376.07        500.000                 NaN   98.5670                 NaN            NaN  0.472046       0.564581       0.396343                 NaN            NaN            NaN
  1374.65        500.000                 NaN   98.5866                 NaN            NaN  0.465636       0.557352       0.390411                 NaN            NaN            NaN
  1373.24        500.000                 NaN   98.6026                 NaN            NaN  0.460452       0.551357       0.385631                 NaN            NaN            NaN
  1371.83        500.000                 NaN   98.6190                 NaN            NaN  0.455601       0.544671       0.380737                 NaN            NaN            NaN
  1370.41        500.000                 NaN   98.6350                 NaN            NaN  0.538750       0.450288       0.375922                 NaN            NaN            NaN
  1369.00        500.000                 NaN   98.6501                 NaN            NaN  0.445788       0.532764       0.371324                 NaN            NaN            NaN
  1367.58        500.000                 NaN   98.6651                 NaN            NaN  0.527353       0.440746       0.366830                 NaN            NaN            NaN
  1366.17        500.000                 NaN   98.6809                 NaN            NaN  0.435342       0.521584       0.362209                 NaN            NaN            NaN
  1364.76        500.000                 NaN   98.6955                 NaN            NaN  0.430611       0.516157       0.357749                 NaN            NaN            NaN
  1363.34        500.000                 NaN   98.7086                 NaN            NaN  0.510686       0.427046       0.353676                 NaN            NaN            NaN
  1361.93        500.000                 NaN   98.7224                 NaN            NaN  0.421709       0.506277       0.349601                 NaN            NaN            NaN
  1360.52        500.000                 NaN   98.7354                 NaN            NaN  0.417753       0.501295       0.345595                 NaN            NaN            NaN
  1359.10        500.000                 NaN   98.7495                 NaN            NaN  0.412649       0.496671       0.341207                 NaN            NaN            NaN
  1357.69        500.000                 NaN   98.7623                 NaN            NaN  0.491501       0.408719       0.337439                 NaN            NaN            NaN
  1356.27        500.000                 NaN   98.7744                 NaN            NaN  0.404528       0.487379       0.333663                 NaN            NaN            NaN
  1354.86        500.000                 NaN   98.7816                 NaN            NaN  0.485901       0.401149       0.331361                 NaN            NaN            NaN
  1353.45        500.000                 NaN   98.8011                 NaN            NaN  0.477220       0.396267       0.325365                 NaN            NaN            NaN
  1352.03        500.000                 NaN   98.8108                 NaN            NaN  0.392221       0.474402       0.322619                 NaN            NaN            NaN
  1350.62        500.000                 NaN   98.8192                 NaN            NaN  0.390595       0.470508       0.319725                 NaN            NaN            NaN
  1349.20        500.000                 NaN   98.8338                 NaN            NaN  0.384543       0.466244       0.315404                 NaN            NaN            NaN
  1347.79        500.000                 NaN   98.8433                 NaN            NaN  0.463296       0.380891       0.312528                 NaN            NaN            NaN
  1346.38        500.000                 NaN   98.8534                 NaN            NaN  0.459696       0.377666       0.309254                 NaN            NaN            NaN
  1344.96        500.000                 NaN   98.8638                 NaN            NaN  0.456436       0.373631       0.306087                 NaN            NaN            NaN
  1343.55        500.000                 NaN   98.8734                 NaN            NaN  0.370565       0.452868       0.303147                 NaN            NaN            NaN
  1342.14        500.000                 NaN   98.8846                 NaN            NaN  0.366030       0.449778       0.299568                 NaN            NaN            NaN
  1340.72        500.000                 NaN   98.8931                 NaN            NaN  0.362948       0.447068       0.296907                 NaN            NaN            NaN
  1339.31        500.000                 NaN   98.9019                 NaN            NaN  0.359664       0.444251       0.294172                 NaN            NaN            NaN
  1337.89        500.000                 NaN   98.9107                 NaN            NaN  0.356394       0.441636       0.291247                 NaN            NaN            NaN
  1336.48        500.000                 NaN   98.9190                 NaN            NaN  0.439882       0.352591       0.288504                 NaN            NaN            NaN
  1335.07        500.000                 NaN   98.9275                 NaN            NaN  0.350329       0.436322       0.285891                 NaN            NaN            NaN
  1333.65        500.000                 NaN   98.9376                 NaN            NaN  0.345189       0.434333       0.282861                 NaN            NaN            NaN
  1332.24        500.000                 NaN   98.9431                 NaN            NaN  0.431856       0.344285       0.280807                 NaN            NaN            NaN
  1330.83        500.000                 NaN   98.9529                 NaN            NaN  0.429970       0.339213       0.277931                 NaN            NaN            NaN
  1329.41        500.000                 NaN   98.9598                 NaN            NaN  0.428773       0.335870       0.275606                 NaN            NaN            NaN
  1328.00        500.000                 NaN   98.9691                 NaN            NaN  0.425209       0.332901       0.272784                 NaN            NaN            NaN
  1326.58        500.000                 NaN   98.9758                 NaN            NaN  0.329536       0.424018       0.270608                 NaN            NaN            NaN
  1325.17        500.000                 NaN   98.9830                 NaN            NaN  0.422628       0.326062       0.268284                 NaN            NaN            NaN
  1323.76        500.000                 NaN   98.9910                 NaN            NaN  0.322259       0.420866       0.265861                 NaN            NaN            NaN
  1322.34        500.000                 NaN   98.9983                 NaN            NaN  0.318820       0.419282       0.263600                 NaN            NaN            NaN
  1320.93        500.000                 NaN   99.0036                 NaN            NaN  0.315677       0.419022       0.261658                 NaN            NaN            NaN
  1319.52        500.000                 NaN   99.0095                 NaN            NaN  0.417921       0.312950       0.259670                 NaN            NaN            NaN
  1318.10        500.000                 NaN   99.0157                 NaN            NaN  0.418380       0.308182       0.257741                 NaN            NaN            NaN
  1316.69        500.000                 NaN   99.0237       0.204947E-005            NaN  0.416918       0.304102       0.255252                 NaN            NaN            NaN
  1315.27        500.000                 NaN   99.0295       0.889232E-005            NaN  0.298821       0.418254       0.253389                 NaN            NaN            NaN
  1313.86        500.000                 NaN   99.0456       0.623228E-001            NaN  0.202846       0.433976       0.255260                 NaN            NaN            NaN
  1312.45        500.000                 NaN   99.0504       0.148703                 NaN  0.537910                 NaN  0.262959                 NaN            NaN            NaN
  1311.03        500.000                 NaN   99.0616       0.149424                 NaN  0.529244                 NaN  0.259687                 NaN            NaN            NaN
  1309.62        500.000                 NaN   99.0688       0.143824                 NaN  0.530482                 NaN  0.256923                 NaN            NaN            NaN
  1308.21        500.000                 NaN   99.0796       0.149962                 NaN  0.516388                 NaN  0.254068                 NaN            NaN            NaN
  1306.79        500.000                 NaN   99.0882       0.147575                 NaN  0.513030                 NaN  0.251215                 NaN            NaN            NaN
  1305.38        500.000                 NaN   99.0955       0.144965                 NaN  0.510949                 NaN  0.248588                 NaN            NaN            NaN
  1303.96        500.000                 NaN   99.1066       0.149491                 NaN  0.498046                 NaN  0.245870                 NaN            NaN            NaN
  1302.55        500.000                 NaN   99.2120       0.445902                 NaN            NaN            NaN  0.342125                 NaN            NaN            NaN
  1301.14        500.000                 NaN   98.9706                 NaN            NaN  0.855731                 NaN  0.173637                 NaN            NaN            NaN
  1299.72        500.000                 NaN   99.2603       0.183694                 NaN  0.290327                 NaN  0.265630                 NaN            NaN            NaN
  1298.31        500.000                 NaN   99.0517                 NaN            NaN  0.764213                 NaN  0.184097                 NaN            NaN            NaN
  1296.89        500.000                 NaN   99.1624       0.774912E-001            NaN  0.539104                 NaN  0.220955                 NaN            NaN            NaN
  1295.48        500.000                 NaN   99.2878       0.399259                 NaN            NaN            NaN  0.312943                 NaN            NaN            NaN
  1294.07        500.000                 NaN   99.2563       0.261903                 NaN            NaN            NaN  0.459090       0.227011E-001            NaN            NaN
  1292.65        500.000                 NaN   98.7237                 NaN            NaN   1.26092                 NaN            NaN  0.153815E-001            NaN            NaN
  1291.24        500.000                 NaN   99.1847       0.113647E-005            NaN  0.571961                 NaN  0.193767       0.495563E-001            NaN            NaN
  1289.83        500.000                 NaN   99.3361       0.126560                 NaN            NaN            NaN  0.440545       0.967913E-001            NaN            NaN
  1288.41        500.000                 NaN   99.6739       0.286210                 NaN            NaN            NaN  0.386923E-001  0.115206E-002            NaN            NaN
  1287.00        500.000                 NaN   98.3105                 NaN            NaN   1.41696                 NaN  0.234524       0.379842E-001            NaN            NaN
  1285.58        500.000                 NaN   99.1814                 NaN            NaN  0.567063                 NaN  0.204503       0.470421E-001            NaN            NaN
  1284.17        500.000                 NaN   99.1704       0.366025E-001            NaN  0.536940                 NaN  0.211427       0.446119E-001            NaN            NaN
  1282.76        500.000                 NaN   99.1600       0.101410                 NaN  0.474950                 NaN  0.221775       0.418842E-001            NaN            NaN
  1281.34        500.000                 NaN   99.1623       0.114331                 NaN  0.459144                 NaN  0.221677       0.425127E-001            NaN            NaN
  1279.93        500.000                 NaN   99.1871       0.100005                 NaN  0.459785                 NaN  0.213489       0.396354E-001            NaN            NaN
  1278.52        500.000                 NaN   99.1901       0.975297E-001            NaN  0.459946                 NaN  0.212977       0.394440E-001            NaN            NaN
  1277.10        500.000                 NaN   99.2002       0.949169E-001            NaN  0.456144                 NaN  0.210103       0.385990E-001            NaN            NaN
  1275.69        500.000                 NaN   99.2098       0.937148E-001            NaN  0.451417                 NaN  0.207226       0.378272E-001            NaN            NaN
  1274.27        500.000                 NaN   99.2220       0.913568E-001            NaN  0.445426                 NaN  0.204234       0.370280E-001            NaN            NaN
  1272.86        500.000                 NaN   99.2288       0.923244E-001            NaN  0.440627                 NaN  0.201822       0.363779E-001            NaN            NaN
  1271.45        500.000                 NaN   99.3828       0.341184                 NaN            NaN            NaN  0.262598       0.134628E-001            NaN            NaN
  1270.03        500.000                 NaN   99.0568                 NaN            NaN  0.729585                 NaN  0.160116       0.535430E-001            NaN            NaN
  1268.62        500.000                 NaN   99.2911       0.289862E-005            NaN  0.496126                 NaN  0.175577       0.371595E-001            NaN            NaN
  1267.21        500.000                 NaN   96.5062       0.819974E-001            NaN   1.13353                 NaN  0.479635       0.115237        1.68343                 NaN
  1265.79        500.000                 NaN   94.3959       0.163940                 NaN   1.59193                 NaN  0.710475       0.171194        2.96655                 NaN
  1264.38        500.000                 NaN   94.7068       0.146080                 NaN   1.52220                 NaN  0.672252       0.159790        2.79287                 NaN
  1262.96        500.000                 NaN   94.9893       0.129214                 NaN   1.45797                 NaN  0.637455       0.149480        2.63663                 NaN
  1261.55        500.000                 NaN   95.2486       0.115620                 NaN   1.39816                 NaN  0.605094       0.140026        2.49254                 NaN
  1260.14        500.000                 NaN   95.4754       0.105695                 NaN   1.34172                 NaN  0.576736       0.131905        2.36853                 NaN
  1258.72        500.000                 NaN   95.6893       0.984756E-001            NaN   1.28652                 NaN  0.549771       0.124315        2.25158                 NaN
  1257.31        500.000                 NaN   95.8844       0.852170E-001            NaN   1.24268                 NaN  0.525181       0.117058        2.14550                 NaN
  1255.89        500.000                 NaN   96.0627       0.760666E-001            NaN   1.19929                 NaN  0.502484       0.110553        2.04895                 NaN
  1254.48        500.000                 NaN   96.2276       0.671472E-001            NaN   1.15950                 NaN  0.481343       0.104466        1.95990                 NaN
  1253.07        500.000                 NaN   96.3762       0.643028E-001            NaN   1.11814                 NaN  0.461979       0.992379E-001   1.88015                 NaN
  1251.65        500.000                 NaN   96.5168       0.604734E-001            NaN   1.07967                 NaN  0.443532       0.942910E-001   1.80525                 NaN
  1250.24        500.000                 NaN   96.6407       0.627286E-001            NaN   1.04127                 NaN  0.426883       0.899786E-001   1.73846                 NaN
  1248.83        500.000                 NaN   96.7706       0.410784E-001            NaN   1.02467                 NaN  0.410687       0.843587E-001   1.66863                 NaN
  1247.41        500.000                 NaN   96.8907       0.353936E-001            NaN  0.993068                 NaN  0.394644       0.801325E-001   1.60604                 NaN
  1246.00        500.000                 NaN   96.9973       0.317446E-001            NaN  0.964879                 NaN  0.380476       0.761850E-001   1.54946                 NaN
  1244.58        500.000                 NaN   97.0993       0.250888E-001            NaN  0.940790                 NaN  0.366804       0.723381E-001   1.49570                 NaN
  1243.17        500.000                 NaN   97.1950       0.192385E-001            NaN  0.917845                 NaN  0.353971       0.687029E-001   1.44527                 NaN
  1241.76        500.000                 NaN   97.2979       0.243186E-001            NaN  0.877303                 NaN  0.340413       0.656299E-001   1.39442                 NaN
  1240.34        500.000                 NaN   97.3607       0.671892E-002            NaN  0.883135                 NaN  0.331009       0.621273E-001   1.35628                 NaN
  1238.93        500.000                 NaN   97.4479       0.731696E-002            NaN  0.853838                 NaN  0.319373       0.591798E-001   1.31236                 NaN
  1237.52        500.000                 NaN   97.5322       0.986436E-002            NaN  0.823428                 NaN  0.308808       0.561436E-001   1.26957                 NaN
  1236.10        500.000                 NaN   97.6033                 NaN            NaN  0.812553                 NaN  0.298598       0.533536E-001   1.23224                 NaN
