|6.6.6
Archiving\03_Data\frac/QFM/LAR/LAR_3.tab                                  
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1807.02        2500.00        99.2709       0.729067                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.2709       0.729118                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.2708       0.729170                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.2708       0.729222                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.2707       0.729273                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.2707       0.729325                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.2706       0.729377                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.2706       0.729428                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.2705       0.729480                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.2705       0.729531                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.2704       0.729583                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.2704       0.729634                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.2703       0.729686                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.2703       0.729737                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.2702       0.729789                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.2702       0.729844                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.2701       0.729892                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.2701       0.729943                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.2700       0.729994                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.2700       0.730046                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.2699       0.730097                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.2699       0.730148                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.2698       0.730199                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.2697       0.730251                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.2697       0.730302                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.2696       0.730353                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.2696       0.730404                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.2695       0.730455                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.2695       0.730506                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.2694       0.730557                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.2694       0.730608                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.2693       0.730659                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.2693       0.730710                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.2692       0.730761                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.2692       0.730812                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.2691       0.730863                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.2691       0.730914                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.2690       0.730965                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.2690       0.731015                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.2689       0.731066                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.2689       0.731117                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.2688       0.731167                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.2688       0.731218                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.2687       0.731269                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.2687       0.731319                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.2686       0.731370                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.2632       0.731427       0.542214E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.2595       0.731528       0.894684E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.2594       0.731655       0.889896E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.2594       0.731781       0.880378E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.2594       0.731907       0.872709E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.2593       0.732031       0.866803E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.2592       0.732156       0.860110E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.2591       0.732280       0.859288E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.2592       0.732403       0.840337E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.2591       0.732524       0.839125E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.2590       0.732646       0.832855E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.2590       0.732767       0.827298E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.2589       0.732887       0.817654E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.2589       0.733007       0.813051E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.2588       0.733126       0.805837E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.2588       0.733245       0.800103E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        99.2587       0.733363       0.791341E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        99.2587       0.733480       0.786205E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        99.2586       0.733596       0.779820E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        99.2585       0.733712       0.774760E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        99.2585       0.733828       0.768096E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        99.2585       0.733943       0.759616E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        99.2584       0.734057       0.754302E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        99.2583       0.734170       0.749294E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        99.2583       0.734283       0.741383E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        99.2582       0.734396       0.735699E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        99.2582       0.734508       0.730837E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        99.2581       0.734619       0.723493E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        99.2581       0.734729       0.717232E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        99.2580       0.734839       0.712858E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        99.2580       0.734949       0.703402E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        99.2579       0.735058       0.700063E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        99.2579       0.735166       0.693050E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        99.2579       0.735273       0.687049E-002  0.209720E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        99.9127                 NaN  0.688788E-002  0.804132E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        99.8269                 NaN  0.211492E-002  0.170970                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        99.1085                 NaN  0.116989E-001  0.879778                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        99.1645                 NaN  0.112906E-001  0.824219                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        99.7813                 NaN  0.234127E-002  0.216384                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        99.4742                 NaN  0.677685E-002  0.519071                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        99.5198                 NaN  0.505195E-002  0.475191                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        99.4338                 NaN  0.839929E-002  0.557814                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        99.4808                 NaN  0.666552E-002  0.512578                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        99.4825                 NaN  0.662588E-002  0.510827                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        99.4842                 NaN  0.659581E-002  0.509254                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        99.4865                 NaN  0.655556E-002  0.506977                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        99.4886                 NaN  0.650942E-002  0.504877                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        99.4917                 NaN  0.647326E-002  0.501827                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        99.4936                 NaN  0.644432E-002  0.499955                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        99.4902                 NaN  0.647356E-002  0.503368                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        99.5064                 NaN  0.627448E-002  0.487345                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        99.5029                 NaN  0.630107E-002  0.490820                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        99.5051                 NaN  0.627383E-002  0.488654                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        99.3392                 NaN  0.289446E-002  0.369757       0.288140                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.7652                 NaN            NaN  0.152960        1.08189                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.7569                 NaN            NaN  0.296986E-001  0.213392                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        98.5045                 NaN            NaN  0.181906        1.31360                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.0341                 NaN            NaN  0.116719       0.849155                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.0457                 NaN            NaN  0.115429       0.838822                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.0583                 NaN            NaN  0.114140       0.827602                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.0699                 NaN            NaN  0.111000       0.819143                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.0798                 NaN            NaN  0.108956       0.811240                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.0930                 NaN            NaN  0.106869       0.800172                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.1009                 NaN            NaN  0.104091       0.794980                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.1119                 NaN            NaN  0.101656       0.786416                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.1245                 NaN            NaN  0.999346E-001  0.775564                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.1330                 NaN            NaN  0.977872E-001  0.769246                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.1405                 NaN            NaN  0.957916E-001  0.763740                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.1516                 NaN            NaN  0.922738E-001  0.756081                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.1617                 NaN            NaN  0.921977E-001  0.746139                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.1681                 NaN            NaN  0.884520E-001  0.743445                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.1768                 NaN            NaN  0.860437E-001  0.737112                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.1826                 NaN            NaN  0.868079E-001  0.730593                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.1984                 NaN            NaN  0.830946E-001  0.718494                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.2017                 NaN            NaN  0.806695E-001  0.717596                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.2087                 NaN            NaN  0.780254E-001  0.713316                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.2170                 NaN            NaN  0.777038E-001  0.705249                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.2221                 NaN            NaN  0.746249E-001  0.703238                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.2312                 NaN            NaN  0.731823E-001  0.695571                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.4604                 NaN            NaN  0.527192E-001  0.486837                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.0178                 NaN            NaN  0.887562E-001  0.893491                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.2465                 NaN            NaN  0.677563E-001  0.685700                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        99.2555                 NaN            NaN  0.620963E-001  0.682383                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        99.2587                 NaN            NaN  0.620691E-001  0.679226                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        99.2187                 NaN            NaN  0.441843E-001  0.522953       0.214207                 NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        99.0216                 NaN            NaN  0.305404E-001            NaN  0.947871                 NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.6505                 NaN            NaN            NaN            NaN   1.34953                 NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        99.3416                 NaN            NaN  0.142801E-005            NaN  0.658368                 NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.9443                 NaN            NaN            NaN            NaN  0.676361E-002   1.04892                 NaN            NaN            NaN            NaN
  1468.67        2500.00        98.5343                 NaN            NaN            NaN            NaN  0.981702       0.484027                 NaN            NaN            NaN            NaN
  1466.17        2500.00        98.5539                 NaN            NaN  0.394612E-001            NaN  0.991660       0.414952                 NaN            NaN            NaN            NaN
  1463.66        2500.00        98.5805                 NaN            NaN  0.152805                 NaN  0.223554        1.04317                 NaN            NaN            NaN            NaN
  1461.15        2500.00        98.5971                 NaN            NaN  0.148583                 NaN  0.227546        1.02681                 NaN            NaN            NaN            NaN
  1458.65        2500.00        98.6010                 NaN            NaN  0.147422                 NaN  0.229495        1.02212                 NaN            NaN            NaN            NaN
  1456.14        2500.00        98.6034                 NaN            NaN  0.127325                 NaN  0.281965       0.987295                 NaN            NaN            NaN            NaN
  1453.63        2500.00        98.6839                 NaN            NaN  0.146161                 NaN  0.975190       0.194772                 NaN            NaN            NaN            NaN
  1451.13        2500.00        98.6600                 NaN            NaN  0.132646                 NaN  0.963584       0.243739                 NaN            NaN            NaN            NaN
  1448.62        2500.00        98.6734                 NaN            NaN  0.128858                 NaN  0.950746       0.246987                 NaN            NaN            NaN            NaN
  1446.12        2500.00        98.6851                 NaN            NaN  0.125673                 NaN  0.939237       0.250001                 NaN            NaN            NaN            NaN
  1443.61        2500.00        98.7005                 NaN            NaN  0.122006                 NaN  0.925173       0.252286                 NaN            NaN            NaN            NaN
  1441.10        2500.00        98.7126                 NaN            NaN  0.118597                 NaN  0.912578       0.256253                 NaN            NaN            NaN            NaN
  1438.60        2500.00        98.7259                 NaN            NaN  0.114838                 NaN  0.898795       0.260428                 NaN            NaN            NaN            NaN
  1436.09        2500.00        98.7444                 NaN            NaN  0.151717                 NaN  0.904330       0.199545                 NaN            NaN            NaN            NaN
  1433.58        2500.00        98.7431                 NaN            NaN  0.667933E-001            NaN  0.332628       0.857507                 NaN            NaN            NaN            NaN
  1431.08        2500.00        98.7595                 NaN            NaN  0.105109                 NaN  0.269940       0.865443                 NaN            NaN            NaN            NaN
