|6.6.6
Archiving\03_Data\frac/QFM_m4.5/ALH/ALH_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       mang           iron           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1531.33        2500.00        98.9704                 NaN            NaN            NaN            NaN  0.528448E-001  0.976760                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        98.9765                 NaN            NaN  0.300801E-003            NaN  0.462485E-001  0.976930                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        98.9791                 NaN            NaN            NaN            NaN  0.397592E-001  0.981169                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        98.9842                 NaN            NaN            NaN            NaN  0.331493E-001  0.982610                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        98.9846                 NaN            NaN            NaN            NaN  0.247810E-001  0.990666                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        98.9895                 NaN            NaN            NaN            NaN  0.186297E-001  0.991912                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        98.9913                 NaN            NaN            NaN            NaN  0.110358E-001  0.997707                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        98.9936                 NaN            NaN            NaN            NaN  0.120636E-001  0.994349                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        98.9799                 NaN            NaN            NaN  0.657243E-002            NaN   1.01351                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        98.9757                 NaN            NaN            NaN  0.747048E-002            NaN   1.01687                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        98.9757                 NaN            NaN            NaN  0.735562E-002            NaN   1.01694                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        98.9746                 NaN            NaN            NaN  0.723845E-002            NaN   1.01813                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.9710                 NaN            NaN            NaN  0.709509E-002            NaN   1.02191                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.9670                 NaN            NaN            NaN  0.695413E-002            NaN   1.02603                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.9587                 NaN            NaN            NaN  0.683313E-002            NaN   1.03449                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.9450                 NaN            NaN            NaN  0.669065E-002            NaN   1.04832                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.9340                 NaN            NaN            NaN  0.658476E-002            NaN   1.05945                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.9098                 NaN            NaN            NaN  0.633003E-002            NaN   1.08388                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.8657                 NaN            NaN            NaN  0.608607E-002            NaN   1.12824                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.5301                 NaN            NaN            NaN  0.346987E-002            NaN  0.569089       0.897328                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.4725                 NaN            NaN            NaN  0.270249E-002            NaN  0.428150        1.09669                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.4943                 NaN            NaN            NaN  0.253791E-002            NaN  0.423489        1.07967                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.5154                 NaN            NaN            NaN  0.237322E-002            NaN   1.06196       0.420293                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.5358                 NaN            NaN            NaN  0.220059E-002            NaN  0.416941        1.04503                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.5558                 NaN            NaN            NaN  0.208482E-002            NaN  0.411652        1.03049                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.5761                 NaN            NaN            NaN  0.190485E-002            NaN  0.409716        1.01225                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.5933                 NaN            NaN            NaN  0.176174E-002            NaN  0.999211       0.405731                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.6131                 NaN            NaN            NaN  0.163998E-002            NaN  0.983514       0.401700                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.6295                 NaN            NaN            NaN  0.150048E-002            NaN  0.970522       0.398524                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.6450                 NaN            NaN            NaN  0.137640E-002            NaN  0.958826       0.394795                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.6621                 NaN            NaN            NaN  0.125736E-002            NaN  0.391512       0.945098                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.6781                 NaN            NaN            NaN  0.112769E-002            NaN  0.933560       0.387215                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.6927                 NaN            NaN            NaN  0.100575E-002            NaN  0.921900       0.384395                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.7065                 NaN            NaN            NaN  0.893422E-003            NaN  0.912240       0.380325                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.7211                 NaN            NaN            NaN  0.779252E-003            NaN  0.376925       0.901215                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.7345                 NaN            NaN            NaN  0.673078E-003            NaN  0.891002       0.373790                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.7469                 NaN            NaN            NaN  0.576223E-003            NaN  0.369801       0.882692                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.7596                 NaN            NaN            NaN  0.487160E-003            NaN  0.366381       0.873569                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.7709                 NaN            NaN            NaN  0.380476E-003            NaN  0.363662       0.865104                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.7823                 NaN            NaN            NaN  0.308495E-003            NaN  0.360097       0.857296                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.7929                 NaN            NaN            NaN  0.219017E-003            NaN  0.850558       0.356275                 NaN            NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.8038                 NaN            NaN            NaN  0.131116E-003            NaN  0.842718       0.353340                 NaN            NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.8132                 NaN            NaN            NaN  0.550086E-004            NaN  0.349573       0.837186                 NaN            NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.8237                 NaN            NaN            NaN            NaN            NaN  0.830302       0.345996                 NaN            NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        97.5673                 NaN            NaN            NaN  0.328695E-002            NaN  0.919207       0.838152                 NaN            NaN  0.672050                 NaN            NaN            NaN
  1418.55        2500.00        97.1214                 NaN            NaN            NaN            NaN            NaN   1.11430       0.839184                 NaN            NaN  0.925086                 NaN            NaN            NaN
  1416.04        2500.00        97.1863                 NaN            NaN            NaN            NaN            NaN  0.820883        1.09009                 NaN            NaN  0.902768                 NaN            NaN            NaN
  1413.53        2500.00        97.2534                 NaN            NaN            NaN            NaN            NaN  0.800307        1.06663                 NaN            NaN  0.879653                 NaN            NaN            NaN
  1411.03        2500.00        97.2809                 NaN            NaN  0.162992                 NaN            NaN  0.898068       0.749037                 NaN            NaN  0.909041                 NaN            NaN            NaN
  1408.52        2500.00        97.2783                 NaN            NaN  0.433895                 NaN            NaN   1.08919       0.224754                 NaN            NaN  0.973837                 NaN            NaN            NaN
  1406.02        2500.00        97.3494                 NaN            NaN  0.430565                 NaN            NaN   1.07410       0.196224                 NaN            NaN  0.949744                 NaN            NaN            NaN
  1403.51        2500.00        97.4103                 NaN            NaN  0.426981                 NaN            NaN   1.07071       0.163772                 NaN            NaN  0.928232                 NaN            NaN            NaN
  1401.00        2500.00        97.4711                 NaN            NaN  0.424084                 NaN            NaN  0.131591        1.06558                 NaN            NaN  0.907636                 NaN            NaN            NaN
  1398.50        2500.00        97.5327                 NaN            NaN  0.419503                 NaN            NaN   1.05568       0.106906                 NaN            NaN  0.885175                 NaN            NaN            NaN
  1395.99        2500.00        97.5868                 NaN            NaN  0.416148                 NaN            NaN   1.05216       0.787223E-001            NaN            NaN  0.866177                 NaN            NaN            NaN
  1393.48        2500.00        97.6419                 NaN            NaN  0.411750                 NaN            NaN   1.04729       0.525335E-001            NaN            NaN  0.846529                 NaN            NaN            NaN
  1390.98        2500.00        97.6963                 NaN            NaN  0.408190                 NaN            NaN  0.268885E-001   1.04107                 NaN            NaN  0.827521                 NaN            NaN            NaN
  1388.47        2500.00        97.7464                 NaN            NaN  0.402840                 NaN            NaN   1.03833       0.346149E-002            NaN            NaN  0.808992                 NaN            NaN            NaN
  1385.96        2500.00        97.7918                 NaN            NaN  0.393064                 NaN            NaN   1.02398                 NaN            NaN            NaN  0.791151                 NaN            NaN            NaN
  1383.46        2500.00        97.7388                 NaN            NaN  0.458610                 NaN            NaN  0.976299                 NaN            NaN            NaN  0.826253                 NaN            NaN            NaN
  1380.95        2500.00        97.9226                 NaN            NaN  0.303484                 NaN            NaN  0.662379E-001  0.978882                 NaN            NaN  0.728797                 NaN            NaN            NaN
  1378.45        2500.00        97.9633                 NaN            NaN  0.353567                 NaN            NaN  0.964991                 NaN            NaN            NaN  0.718129                 NaN            NaN            NaN
  1375.94        2500.00        97.9601                 NaN            NaN  0.352191                 NaN            NaN  0.963687                 NaN            NaN            NaN  0.723990                 NaN            NaN            NaN
  1373.43        2500.00        98.0016                 NaN            NaN  0.347554                 NaN            NaN  0.942283                 NaN            NaN            NaN  0.708551                 NaN            NaN            NaN
  1370.93        2500.00        98.0411                 NaN            NaN  0.339678                 NaN            NaN  0.925953                 NaN            NaN            NaN  0.693296                 NaN            NaN            NaN
  1368.42        2500.00        98.0786                 NaN            NaN  0.332581                 NaN            NaN  0.910079                 NaN            NaN            NaN  0.678747                 NaN            NaN            NaN
  1365.91        2500.00        98.1000                 NaN            NaN  0.300560                 NaN            NaN  0.935024                 NaN            NaN            NaN  0.664416                 NaN            NaN            NaN
  1363.41        2500.00        98.1519                 NaN            NaN  0.315181                 NaN            NaN  0.883711                 NaN            NaN            NaN  0.649213                 NaN            NaN            NaN
  1360.90        2500.00        97.8658                 NaN            NaN  0.402258                 NaN            NaN  0.936081                 NaN            NaN            NaN  0.795872                 NaN            NaN            NaN
  1358.40        2500.00        98.5553                 NaN            NaN  0.192470                 NaN            NaN  0.794471                 NaN            NaN            NaN  0.457777                 NaN            NaN            NaN
  1355.89        2500.00        98.2449                 NaN            NaN  0.293657                 NaN            NaN  0.849800                 NaN            NaN            NaN  0.611678                 NaN            NaN            NaN
  1353.38        2500.00        98.2756                 NaN            NaN  0.286012                 NaN            NaN  0.838925                 NaN            NaN            NaN  0.599456                 NaN            NaN            NaN
  1350.88        2500.00        98.3052                 NaN            NaN  0.278550                 NaN            NaN  0.828675                 NaN            NaN            NaN  0.587571                 NaN            NaN            NaN
  1348.37        2500.00        98.3320                 NaN            NaN  0.271850                 NaN            NaN  0.819688                 NaN            NaN            NaN  0.576511                 NaN            NaN            NaN
  1345.86        2500.00        98.3591                 NaN            NaN  0.261138                 NaN            NaN  0.813858                 NaN            NaN            NaN  0.565902                 NaN            NaN            NaN
  1343.36        2500.00        98.3890                 NaN            NaN  0.257015                 NaN            NaN  0.801315                 NaN            NaN            NaN  0.552718                 NaN            NaN            NaN
  1340.85        2500.00        98.4117                 NaN            NaN  0.247888                 NaN            NaN  0.796999                 NaN            NaN            NaN  0.543404                 NaN            NaN            NaN
  1338.35        2500.00        98.4361                 NaN            NaN  0.240113                 NaN            NaN  0.790280                 NaN            NaN            NaN  0.533491                 NaN            NaN            NaN
  1335.84        2500.00        98.4601                 NaN            NaN  0.231768                 NaN            NaN  0.784844                 NaN            NaN            NaN  0.523328                 NaN            NaN            NaN
  1333.33        2500.00        98.4818                 NaN            NaN  0.224237                 NaN            NaN  0.780016                 NaN            NaN            NaN  0.513917                 NaN            NaN            NaN
  1330.83        2500.00        98.3847                 NaN            NaN  0.206191                 NaN            NaN  0.817375                 NaN            NaN            NaN  0.539172       0.525269E-001            NaN            NaN
  1328.32        2500.00        98.3853                 NaN            NaN  0.196765                 NaN            NaN  0.814895                 NaN            NaN            NaN  0.537929       0.650735E-001            NaN            NaN
  1325.81        2500.00        98.4186                 NaN            NaN  0.189898                 NaN            NaN  0.805590                 NaN            NaN            NaN  0.523301       0.626312E-001            NaN            NaN
  1323.31        2500.00        98.4549                 NaN            NaN  0.187663                 NaN            NaN  0.784220                 NaN            NaN            NaN  0.512704       0.605583E-001            NaN            NaN
  1320.80        2500.00        98.4585                 NaN            NaN  0.202886                 NaN            NaN  0.762136                 NaN            NaN            NaN  0.515083       0.614233E-001            NaN            NaN
  1318.30        2500.00        98.5556                 NaN            NaN  0.175323                 NaN            NaN  0.737743                 NaN            NaN            NaN  0.476868       0.544520E-001            NaN            NaN
  1315.79        2500.00        98.5456                 NaN            NaN  0.165721                 NaN            NaN  0.754270                 NaN            NaN            NaN  0.480442       0.539222E-001            NaN            NaN
  1313.28        2500.00        98.5820                 NaN            NaN  0.165659                 NaN            NaN  0.732737                 NaN            NaN            NaN  0.467704       0.519469E-001            NaN            NaN
  1310.78        2500.00        98.6207                 NaN            NaN  0.172552                 NaN            NaN  0.696864                 NaN            NaN            NaN  0.458975       0.509260E-001            NaN            NaN
  1308.27        2500.00        98.6366                 NaN            NaN  0.151215                 NaN            NaN  0.717304                 NaN            NaN            NaN  0.446953       0.479409E-001            NaN            NaN
  1305.76        2500.00        98.6635                 NaN            NaN  0.154183                 NaN            NaN  0.695789                 NaN            NaN            NaN  0.439910       0.466215E-001            NaN            NaN
  1303.26        2500.00        98.6941                 NaN            NaN  0.141691                 NaN            NaN  0.691857                 NaN            NaN            NaN  0.428164       0.442152E-001            NaN            NaN
  1300.75        2500.00        63.2478                 NaN            NaN   1.70294                 NaN            NaN   7.00940                 NaN            NaN            NaN   5.12628       0.753434        22.1601                 NaN
  1298.25        2500.00        60.2599                 NaN            NaN   1.94596                 NaN            NaN   7.61486                 NaN            NaN            NaN   5.51258       0.783215        23.8835                 NaN
  1295.74        2500.00        68.4959                 NaN            NaN   1.52036                 NaN            NaN   6.18394                 NaN            NaN            NaN   4.37755       0.600426        18.8218                 NaN
  1293.23        2500.00        71.8331                 NaN            NaN   1.34923                 NaN            NaN   5.66039                 NaN            NaN            NaN   3.92146       0.519235        16.7166                 NaN
  1290.73        2500.00        75.2643                 NaN            NaN   1.15922                 NaN            NaN   5.08757                 NaN            NaN            NaN   3.44651       0.442267        14.6002                 NaN
  1288.22        2500.00        78.4518                 NaN            NaN   1.05231                 NaN            NaN   4.40297                 NaN            NaN            NaN   3.01079       0.376478        12.7057                 NaN
  1285.71        2500.00        78.9647                 NaN            NaN  0.837063                 NaN            NaN   4.68613                 NaN            NaN            NaN   2.91544       0.352465        12.2442                 NaN
  1283.21        2500.00        81.9600                 NaN            NaN  0.726617                 NaN            NaN   3.95676                 NaN            NaN            NaN   2.50714       0.299246        10.5502                 NaN
  1280.70        2500.00        84.7156                 NaN            NaN  0.764714                 NaN            NaN   2.94882                 NaN            NaN            NaN   2.15084       0.263101        9.15696                 NaN
  1278.20        2500.00        83.2553                 NaN            NaN  0.418953                 NaN            NaN   4.30016                 NaN            NaN            NaN   2.26726       0.252626        9.50570                 NaN
  1275.69        2500.00        86.1680                 NaN            NaN  0.423117                 NaN            NaN   3.22654                 NaN            NaN            NaN   1.90103       0.214839        8.06651                 NaN
  1273.18        2500.00        86.8968                 NaN            NaN  0.315158                 NaN            NaN   3.11481                 NaN            NaN            NaN   1.79739       0.200922        7.67497                 NaN
  1270.68        2500.00        87.2457                 NaN            NaN  0.195920                 NaN            NaN   3.24060                 NaN            NaN            NaN   1.73222       0.184459        7.40111                 NaN
  1268.17        2500.00        87.9390                 NaN            NaN  0.654695E-001            NaN            NaN   3.18796                 NaN            NaN            NaN   1.63217       0.168400        7.00702                 NaN
  1265.66        2500.00        88.5563                 NaN            NaN  0.130533E-001            NaN            NaN   3.07036                 NaN            NaN            NaN   1.55202       0.152614        6.65566                 NaN
  1263.16        2500.00        89.9077                 NaN            NaN            NaN            NaN            NaN   2.72844                 NaN            NaN            NaN   1.37202       0.132400        5.85949                 NaN
  1260.65        2500.00        91.1666                 NaN            NaN            NaN            NaN            NaN   2.17410                 NaN            NaN            NaN   1.10268       0.142463        5.41413                 NaN
  1258.15        2500.00        90.5455                 NaN            NaN            NaN            NaN            NaN   2.24541                 NaN            NaN            NaN   1.48227       0.155396        5.57145                 NaN
  1255.64        2500.00        93.7188                 NaN            NaN  0.226666E-001            NaN            NaN   1.46932       0.966129E-005            NaN            NaN  0.776015       0.743974E-001   3.93876                 NaN
  1253.13        2500.00        92.9313                 NaN            NaN            NaN            NaN            NaN   1.76194                 NaN            NaN            NaN  0.896869       0.838664E-001   4.32607                 NaN
  1250.63        2500.00        95.7985                 NaN            NaN            NaN            NaN            NaN   1.58509                 NaN            NaN            NaN  0.599240       0.126379E-001   2.00458                 NaN
  1248.12        2500.00        92.2558                 NaN            NaN            NaN            NaN            NaN  0.689790        1.11474       0.527173E-005            NaN  0.897398       0.134099        4.90820                 NaN
  1245.61        2500.00        96.2210                 NaN            NaN            NaN            NaN            NaN  0.795567E-001  0.995644                 NaN            NaN  0.593493       0.737332E-001   2.03661                 NaN
  1243.11        2500.00        97.9765                 NaN            NaN            NaN            NaN            NaN  0.198802       0.580752       0.122521E-004            NaN  0.350525       0.124619E-002  0.892143                 NaN
  1240.60        2500.00        76.9075                 NaN            NaN   1.25437                 NaN            NaN            NaN            NaN            NaN            NaN   1.66311       0.322136        14.6521        5.20080     
  1238.10        2500.00        98.1545                 NaN            NaN            NaN            NaN            NaN  0.485518       0.200059                 NaN            NaN  0.264472       0.169510E-001  0.878454                 NaN
  1235.59        2500.00        98.7973                 NaN            NaN            NaN            NaN            NaN  0.218999       0.249743                 NaN            NaN  0.170205       0.108582E-001  0.552874                 NaN
  1233.08        2500.00        99.0079                 NaN            NaN            NaN            NaN            NaN  0.113542       0.296892                 NaN            NaN  0.196094       0.103343E-001  0.375194                 NaN
  1230.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.8681       0.691976                 NaN            NaN   9.21291       0.558853        44.8287        30.8394     
  1228.07        2500.00                 NaN            NaN            NaN   3.00722                 NaN            NaN   9.09739       0.265136E-005            NaN            NaN   8.72495       0.770580        46.4206        31.9793     
  1225.56        2500.00                 NaN            NaN            NaN   3.01056                 NaN            NaN   9.06670                 NaN            NaN            NaN   8.73234       0.764906        46.4550        31.9705     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.83992        8.50044       0.111453E-003            NaN   9.04191       0.582625        45.2546        30.7804     
  1220.55        2500.00                 NaN            NaN            NaN   3.04697                 NaN            NaN   9.00921       0.101365E-002            NaN            NaN   8.73517       0.764491        46.4517        31.9914     
  1218.05        2500.00                 NaN            NaN            NaN   3.09793                 NaN            NaN   8.93319                 NaN            NaN            NaN   8.72844       0.766167        46.4584        32.0159     
  1215.54        2500.00                 NaN            NaN            NaN   3.05502                 NaN            NaN   8.99093                 NaN            NaN            NaN   8.72705       0.767369        46.4624        31.9973     
  1213.03        2500.00                 NaN            NaN            NaN   3.06279                 NaN            NaN   8.97954                 NaN            NaN            NaN   8.72779       0.767154        46.4601        32.0027     
  1210.53        2500.00                 NaN            NaN            NaN   3.06226                 NaN            NaN   8.98663                 NaN            NaN            NaN   8.73157       0.765424        46.4489        32.0052     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.52190        8.78701                 NaN            NaN   9.09390       0.576203        45.2519        30.7691     
  1205.51        2500.00                 NaN            NaN            NaN   3.14031                 NaN            NaN   8.86710                 NaN            NaN            NaN   8.72747       0.766737        46.4539        32.0444     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.30351        9.25931       0.324981E-005            NaN   9.25099       0.538655        44.8058        30.8417     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.37649        9.18944       0.323348E-005            NaN   9.25713       0.537692        44.7953        30.8439     
  1197.99        2500.00                 NaN            NaN            NaN   3.10701                 NaN            NaN   8.91616                 NaN            NaN            NaN   8.72987       0.766472        46.4453        32.0352     
  1195.49        2500.00                 NaN            NaN            NaN   3.11771                 NaN            NaN   8.89606                 NaN            NaN            NaN   8.72853       0.767139        46.4497        32.0408     
  1192.98        2500.00                 NaN            NaN            NaN   3.12447                 NaN            NaN   8.88652                 NaN            NaN            NaN   8.72793       0.767067        46.4480        32.0460     
  1190.48        2500.00                 NaN            NaN            NaN   3.13234                 NaN            NaN   8.87292       0.136093E-002            NaN            NaN   8.72862       0.767186        46.4461        32.0514     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.71319        8.86956       0.290244E-005            NaN   9.28835       0.532618        44.7411        30.8552     
  1185.46        2500.00                 NaN            NaN            NaN   3.14997                 NaN            NaN   8.84459       0.132767E-002            NaN            NaN   8.72733       0.767655        46.4461        32.0631     
  1182.96        2500.00                 NaN            NaN            NaN   3.15745                 NaN            NaN   8.83504                 NaN            NaN            NaN   8.72760       0.767629        46.4438        32.0685     
  1180.45        2500.00                 NaN            NaN            NaN   3.16214                 NaN            NaN   8.82868       0.115021E-002            NaN            NaN   8.73277       0.766323        46.4361        32.0729     
  1177.94        2500.00                 NaN            NaN            NaN   3.16966                 NaN            NaN   8.81742       0.108516E-002            NaN            NaN   8.73271       0.766376        46.4345        32.0782     
  1175.44        2500.00                 NaN            NaN            NaN   3.17710                 NaN            NaN   8.80625       0.104222E-002            NaN            NaN   8.73267       0.766428        46.4330        32.0836     
  1172.93        2500.00                 NaN            NaN            NaN   3.18649                 NaN            NaN   8.79072       0.995039E-003            NaN            NaN   8.72781       0.767727        46.4367        32.0896     
  1170.43        2500.00                 NaN            NaN            NaN   3.19188                 NaN            NaN   8.78413       0.950323E-003            NaN            NaN   8.73261       0.766525        46.4297        32.0942     
  1167.92        2500.00                 NaN            NaN            NaN   3.19951                 NaN            NaN   8.77356                 NaN            NaN            NaN   8.73254       0.766591        46.4282        32.0996     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.62833        7.98273       0.307013E-003            NaN   9.34419       0.523437        44.6459        30.8751     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.68696        7.92826       0.305950E-003            NaN   9.35064       0.522230        44.6341        30.8775     
  1160.40        2500.00                 NaN            NaN            NaN   3.22360                 NaN            NaN   8.73545                 NaN            NaN            NaN   8.72724       0.768120        46.4295        32.1161     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.79590        7.82802       0.304083E-003            NaN   9.36388       0.519793        44.6096        30.8825     
  1155.39        2500.00                 NaN            NaN            NaN   3.29467                 NaN            NaN   8.63476                 NaN            NaN            NaN   8.72767       0.767597        46.4217        32.1536     
  1152.88        2500.00                 NaN            NaN            NaN   3.24517                 NaN            NaN   8.70280                 NaN            NaN            NaN   8.72697       0.768338        46.4250        32.1317     
  1150.38        2500.00                 NaN            NaN            NaN   3.25228                 NaN            NaN   8.69203                 NaN            NaN            NaN   8.72688       0.768411        46.4235        32.1369     
  1147.87        2500.00                 NaN            NaN            NaN   3.02630                 NaN            NaN   8.70526       0.442492                 NaN            NaN   8.74617       0.761502        46.2420        32.0763     
  1145.36        2500.00                 NaN            NaN            NaN   3.26204                 NaN            NaN   8.68243       0.618165E-003            NaN            NaN   8.73032       0.767534        46.4104        32.1466     
  1142.86        2500.00                 NaN            NaN            NaN   3.27119                 NaN            NaN   8.66816                 NaN            NaN            NaN   8.72895       0.768251        46.4108        32.1527     
  1140.35        2500.00                 NaN            NaN            NaN   3.27582                 NaN            NaN   8.66207       0.571270E-003            NaN            NaN   8.73037       0.767621        46.4066        32.1569     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.37332        8.28443       0.132705E-005            NaN   9.40874       0.511624        44.5210        30.9009     
  1135.34        2500.00                 NaN            NaN            NaN   3.29101                 NaN            NaN   8.63701                 NaN            NaN            NaN   8.73032       0.768254        46.4057        32.1677     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.8126                 NaN            NaN            NaN   9.54855       0.476156        44.2226        30.9401     
  1130.33        2500.00                 NaN            NaN            NaN   3.30473                 NaN            NaN   8.61624                 NaN            NaN            NaN   8.72997       0.768434        46.4028        32.1778     
  1127.82        2500.00                 NaN            NaN            NaN   3.31163                 NaN            NaN   8.60561                 NaN            NaN            NaN   8.72970       0.768552        46.4017        32.1828     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.18178        9.31133                 NaN            NaN   9.30781       0.545479        44.7774        30.8762     
  1122.81        2500.00                 NaN            NaN            NaN   3.32456                 NaN            NaN   8.58594                 NaN            NaN            NaN   8.73016       0.768507        46.3983        32.1925     
  1120.30        2500.00                 NaN            NaN            NaN   3.33121                 NaN            NaN   8.57843                 NaN            NaN            NaN   8.73146       0.768123        46.3936        32.1972     
  1117.79        2500.00                 NaN            NaN            NaN   3.33844                 NaN            NaN   8.56399                 NaN            NaN            NaN   8.72914       0.768890        46.3972        32.2024     
  1115.29        2500.00                 NaN            NaN            NaN   3.34449                 NaN            NaN   8.55569                 NaN            NaN            NaN   8.72962       0.768799        46.3941        32.2073     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.78748        9.73186                 NaN            NaN   9.37859       0.527000        44.6915        30.8836     
  1110.28        2500.00                 NaN            NaN            NaN   3.35645                 NaN            NaN   8.54005                 NaN            NaN            NaN   8.73081       0.768591        46.3867        32.2174     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.31944       0.581388E-001   10.2366                 NaN   9.33466       0.526257        44.6027        30.9222     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.76023        9.77443                 NaN            NaN   9.39819       0.523117        44.6524        30.8916     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.34348        7.38218       0.130284E-005            NaN   9.50524       0.493230        44.3363        30.9396     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.81454        9.73044                 NaN            NaN   9.41293       0.519600        44.6261        30.8964     
  1097.74        2500.00                 NaN            NaN            NaN   3.38809                 NaN            NaN   8.49614                 NaN            NaN            NaN   8.73233       0.768208        46.3736        32.2416     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.79531        9.76902                 NaN            NaN   9.42732       0.516320        44.5878        30.9042     
  1092.73        2500.00                 NaN            NaN            NaN   3.40004                 NaN            NaN   8.47827                 NaN            NaN            NaN   8.73247       0.768496        46.3692        32.2515     
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.74535        9.78754                 NaN            NaN   9.44203       0.513085        44.6192        30.8928     
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.78549        6.07287                 NaN            NaN   9.51662       0.473475        44.1603        30.9913     
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.69823        9.87784                 NaN            NaN   9.45438       0.510757        44.5464        30.9124     
