|6.6.6
Archiving\03_Data\eqfrac/QFM_m2.5/Y98/Y98_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Opx(TH)        O(HP)          Sp(TH)         an             ilm            San(TH)        q             
  1241.76        2500.00        98.8288       0.485892                 NaN            NaN            NaN            NaN            NaN            NaN  0.271504E-001  0.907298E-001  0.567389                 NaN
  1240.54        2500.00        98.1053       0.664116                 NaN            NaN            NaN            NaN            NaN            NaN  0.199614                 NaN   1.03101                 NaN
  1239.32        2500.00        93.4690       0.320233        1.28644                 NaN            NaN            NaN            NaN            NaN  0.914127       0.200849        3.80938                 NaN
  1238.10        2500.00        99.5838       0.401177                 NaN            NaN            NaN            NaN            NaN            NaN  0.149982E-001            NaN            NaN            NaN
  1236.87        2500.00        99.6847       0.315271                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1235.65        2500.00        98.7717       0.470071                 NaN            NaN            NaN            NaN            NaN            NaN  0.696463E-001            NaN  0.688594                 NaN
  1234.43        2500.00        97.9209       0.735396                 NaN            NaN            NaN            NaN            NaN            NaN  0.218427       0.176761E-001   1.10761                 NaN
  1233.21        2500.00        92.5459       0.604374       0.143359                 NaN            NaN            NaN            NaN            NaN  0.856794       0.237334        3.78595        1.82628     
  1231.99        2500.00        95.8589       0.114464       0.761451                 NaN            NaN            NaN            NaN            NaN  0.378183       0.433995E-001   1.81743        1.02616     
  1230.77        2500.00        96.6847        1.77648                 NaN            NaN            NaN            NaN            NaN            NaN  0.223804                 NaN   1.31504                 NaN
  1229.55        2500.00        97.1541       0.832517                 NaN            NaN            NaN            NaN            NaN            NaN  0.334590                 NaN   1.29068       0.388070     
  1228.33        2500.00                 NaN   13.0214       0.310932E-001   2.43773                 NaN            NaN            NaN            NaN   8.45191        1.03746        43.7557        31.2648     
  1227.11        2500.00                 NaN   2.26360        13.2111                 NaN            NaN            NaN            NaN            NaN   8.44649        1.04394        43.7710        31.2639     
  1225.89        2500.00                 NaN   2.26172        13.2137                 NaN            NaN            NaN            NaN            NaN   8.44986        1.04339        43.7674        31.2639     
  1224.66        2500.00                 NaN   11.5309        3.25514       0.759147                 NaN            NaN            NaN            NaN   8.49396        1.02438        43.6635        31.2730     
  1223.44        2500.00                 NaN   11.8546        3.68200       0.117626E-002            NaN            NaN            NaN            NaN   8.49030        1.02544        43.6763        31.2702     
  1222.22        2500.00                 NaN   11.2837        2.73372        1.52901                 NaN            NaN            NaN            NaN   8.50212        1.02221        43.6586        31.2707     
  1221.00        2500.00                 NaN   2.25298        13.2261       0.264594E-005            NaN            NaN            NaN            NaN   8.46364        1.04093        43.7524        31.2639     
  1219.78        2500.00                 NaN   11.9247        3.61853       0.119702E-002            NaN            NaN            NaN            NaN   8.49311        1.02444        43.6652        31.2728     
  1218.56        2500.00                 NaN   2.21000        13.2093       0.633658E-001            NaN            NaN            NaN            NaN   8.47065        1.03942        43.7431        31.2642     
  1217.34        2500.00                 NaN   12.0581        3.49569       0.229170E-005            NaN            NaN            NaN            NaN   8.51450        1.01827        43.6409        31.2726     
  1216.12        2500.00                 NaN   11.9512        3.59599       0.108154E-002            NaN            NaN            NaN            NaN   8.50333        1.02246        43.6526        31.2733     
  1214.90        2500.00                 NaN   9.18969        6.39668                 NaN            NaN            NaN            NaN            NaN   8.54859        1.00750        43.5834        31.2742     
  1213.68        2500.00                 NaN   11.7202        3.36745       0.469198                 NaN            NaN            NaN            NaN   8.51215        1.02059        43.6360        31.2744     
  1212.45        2500.00                 NaN   11.9761        3.57533       0.804117E-003            NaN            NaN            NaN            NaN   8.51409        1.02021        43.6397        31.2737     
  1211.23        2500.00                 NaN   12.2218        3.33244       0.178017E-004            NaN            NaN            NaN            NaN   8.51333        1.01864        43.6438        31.2700     
  1210.01        2500.00                 NaN   2.23551        13.2525                 NaN            NaN            NaN            NaN            NaN   8.49455        1.03520        43.7182        31.2641     
  1208.79        2500.00                 NaN   2.23431        13.2547                 NaN            NaN            NaN            NaN            NaN   8.49796        1.03456        43.7144        31.2641     
  1207.57        2500.00                 NaN   2.23473        13.2550                 NaN            NaN            NaN            NaN            NaN   8.50120        1.03397        43.7110        31.2641     
  1206.35        2500.00                 NaN   2.23264        13.2582                 NaN            NaN            NaN            NaN            NaN   8.50498        1.03329        43.7067        31.2642     
  1205.13        2500.00                 NaN   2.23170        13.2603                 NaN            NaN            NaN            NaN            NaN   8.50815        1.03262        43.7030        31.2642     
  1203.91        2500.00                 NaN   2.23003        13.2630                 NaN            NaN            NaN            NaN            NaN   8.51162        1.03196        43.6991        31.2643     
  1202.69        2500.00                 NaN   2.22816        13.2660                 NaN            NaN            NaN            NaN            NaN   8.51515        1.03130        43.6951        31.2643     
  1201.47        2500.00                 NaN   2.22840        13.2667                 NaN            NaN            NaN            NaN            NaN   8.51842        1.03064        43.6915        31.2643     
  1200.24        2500.00                 NaN   2.22777        13.2684                 NaN            NaN            NaN            NaN            NaN   8.52169        1.03000        43.6878        31.2644     
  1199.02        2500.00                 NaN   12.0300        3.53366       0.242686E-005            NaN            NaN            NaN            NaN   8.56016        1.01148        43.5920        31.2727     
  1197.80        2500.00                 NaN   15.6783                 NaN            NaN            NaN            NaN            NaN            NaN   8.64734       0.971203        43.4175        31.2857     
  1196.58        2500.00                 NaN   15.6616                 NaN            NaN            NaN            NaN            NaN            NaN   8.64579       0.977963        43.4313        31.2834     
  1195.36        2500.00                 NaN   2.22339        13.2765       0.193416E-005            NaN            NaN            NaN            NaN   8.53444        1.02763        43.6736        31.2645     
  1194.14        2500.00                 NaN   2.22339        13.2777       0.193242E-005            NaN            NaN            NaN            NaN   8.53790        1.02689        43.6696        31.2645     
  1192.92        2500.00                 NaN   2.22281        13.2797       0.192608E-005            NaN            NaN            NaN            NaN   8.54083        1.02612        43.6659        31.2647     
  1191.70        2500.00                 NaN   2.22369        13.2803       0.192768E-005            NaN            NaN            NaN            NaN   8.54523        1.02523        43.6608        31.2648     
  1190.48        2500.00                 NaN  0.742233        14.9644                 NaN            NaN            NaN            NaN            NaN   8.66418       0.962321        43.3771        31.2898     
  1189.26        2500.00                 NaN   2.22385        13.2822       0.192318E-005            NaN            NaN            NaN            NaN   8.55176        1.02393        43.6534        31.2649     
  1188.03        2500.00                 NaN   2.22410        13.2832       0.192115E-005            NaN            NaN            NaN            NaN   8.55521        1.02318        43.6494        31.2650     
  1186.81        2500.00                 NaN   2.22325        13.2852       0.191912E-005            NaN            NaN            NaN            NaN   8.55862        1.02248        43.6454        31.2650     
  1185.59        2500.00                 NaN   2.22443        13.2852       0.191667E-005            NaN            NaN            NaN            NaN   8.56180        1.02181        43.6416        31.2652     
  1184.37        2500.00                 NaN   12.0796        3.50445       0.224495E-005            NaN            NaN            NaN            NaN   8.60317        1.00096        43.5370        31.2748     
  1183.15        2500.00                 NaN   12.0965        3.48748       0.940857E-005            NaN            NaN            NaN            NaN   8.60465        1.00110        43.5353        31.2750     
  1181.93        2500.00                 NaN   12.1020        3.48377       0.937817E-005            NaN            NaN            NaN            NaN   8.60804        1.00033        43.5307        31.2752     
  1180.71        2500.00                 NaN   12.1069        3.47985       0.934697E-005            NaN            NaN            NaN            NaN   8.61063       0.999911        43.5273        31.2754     
  1179.49        2500.00                 NaN   12.1384        3.45697       0.241994E-005            NaN            NaN            NaN            NaN   8.61374       0.997694        43.5160        31.2772     
  1178.27        2500.00                 NaN   12.0783        3.49777       0.149334E-001            NaN            NaN            NaN            NaN   8.61729       0.997824        43.5187        31.2751     
  1177.05        2500.00                 NaN   15.6612                 NaN            NaN            NaN            NaN            NaN            NaN   8.76768       0.961279        43.3313        31.2785     
  1175.82        2500.00                 NaN  0.424477E-001   15.7351                 NaN            NaN            NaN            NaN            NaN   8.60960       0.965285        43.3371        31.3104     
  1174.60        2500.00                 NaN   14.7572       0.872951                 NaN            NaN            NaN            NaN            NaN   8.74499       0.973016        43.3770        31.2748     
  1173.38        2500.00                 NaN   12.5831        3.10337       0.250766E-005            NaN            NaN            NaN            NaN   8.60047       0.992503        43.4235        31.2971     
  1172.16        2500.00                 NaN   12.8508        2.83414                 NaN            NaN            NaN            NaN            NaN   8.58969       0.995414        43.4311        31.2989     
  1170.94        2500.00                 NaN   1.78507        13.8385       0.208551E-005            NaN            NaN            NaN            NaN   8.56467        1.01141        43.5067        31.2937     
  1169.72        2500.00                 NaN   1.75746        13.8709       0.203924E-005            NaN            NaN            NaN            NaN   8.57517        1.00629        43.4965        31.2937     
  1168.50        2500.00                 NaN   1.73137        13.9051       0.198026E-005            NaN            NaN            NaN            NaN   8.58951       0.999075        43.4813        31.2936     
  1167.28        2500.00                 NaN   13.2018        2.39345       0.927044E-001            NaN            NaN            NaN            NaN   8.63381       0.978864        43.4031        31.2963     
  1166.06        2500.00                 NaN   13.2103        2.47492       0.926945E-005            NaN            NaN            NaN            NaN   8.61193       0.985132        43.4227        31.2950     
  1164.84        2500.00                 NaN   12.1602        3.44816       0.207870E-005            NaN            NaN            NaN            NaN   8.65420       0.989387        43.4700        31.2781     
  1163.61        2500.00                 NaN   1.57288        14.0837       0.212519E-005            NaN            NaN            NaN            NaN   8.59462       0.995088        43.4585        31.2953     
  1162.39        2500.00                 NaN   2.24518        13.2878       0.185186E-005            NaN            NaN            NaN            NaN   8.62381        1.00817        43.5680        31.2670     
  1161.17        2500.00                 NaN   2.24729        13.2869       0.208319E-005            NaN            NaN            NaN            NaN   8.62697        1.00745        43.5642        31.2671     
  1159.95        2500.00                 NaN   12.1796        3.43588       0.213105E-005            NaN            NaN            NaN            NaN   8.66758       0.985890        43.4520        31.2791     
  1158.73        2500.00                 NaN   3.71469        12.0281                 NaN            NaN            NaN            NaN            NaN   8.72752       0.977078        43.2320        31.3205     
  1157.51        2500.00                 NaN   15.7517                 NaN            NaN            NaN            NaN            NaN            NaN   8.77198       0.935247        43.2471        31.2941     
  1156.29        2500.00                 NaN   1.98625       0.572371        13.0126       0.277255E-005            NaN            NaN            NaN   8.64579       0.992309        43.5162        31.2745     
  1155.07        2500.00                 NaN   6.08605        9.57919                 NaN            NaN            NaN            NaN            NaN   8.71298       0.966535        43.3717        31.2835     
  1153.85        2500.00                 NaN   1.35357       0.818997        13.4674       0.304685E-005            NaN            NaN            NaN   8.72809       0.961864        43.3899        31.2801     
  1152.63        2500.00                 NaN   1.25180       0.228673E-001   14.4206       0.328182E-005            NaN            NaN            NaN   8.73415       0.972251        43.3052        31.2931     
  1151.40        2500.00                 NaN  0.161975E-003   12.2230        3.40655                 NaN            NaN            NaN            NaN   8.69528       0.979312        43.4139        31.2818     
  1150.18        2500.00                 NaN   12.1047        3.52557       0.174511E-005            NaN            NaN            NaN            NaN   8.70076       0.979677        43.4083        31.2810     
  1148.96        2500.00                 NaN   2.27127        13.2736       0.253137E-002            NaN            NaN            NaN            NaN   8.65858       0.999992        43.5257        31.2684     
  1147.74        2500.00                 NaN   12.1108        3.52329       0.122829E-005            NaN            NaN            NaN            NaN   8.70710       0.977887        43.3993        31.2816     
  1146.52        2500.00                 NaN   12.1127        3.52318                 NaN            NaN            NaN            NaN            NaN   8.71026       0.977041        43.3949        31.2819     
  1145.30        2500.00                 NaN   12.1145        3.52353                 NaN            NaN            NaN            NaN            NaN   8.71334       0.976146        43.3902        31.2823     
  1144.08        2500.00                 NaN  0.612221        12.4896        2.51400                 NaN            NaN            NaN            NaN   8.69979       0.980796        43.4248        31.2788     
  1142.86        2500.00                 NaN   15.7674                 NaN            NaN            NaN            NaN            NaN            NaN   8.81556       0.927495        43.1925        31.2971     
  1141.64        2500.00                 NaN   15.7736                 NaN            NaN            NaN            NaN            NaN            NaN   8.82100       0.924919        43.1821        31.2984     
  1140.42        2500.00                 NaN   2.28990       0.262135E-003   13.2680                 NaN            NaN            NaN            NaN   8.68215       0.993829        43.4964        31.2694     
  1139.19        2500.00                 NaN   12.1264        3.52091                 NaN            NaN            NaN            NaN            NaN   8.72957       0.971657        43.3678        31.2836     
  1137.97        2500.00                 NaN   1.33453       0.240500        14.1148       0.347487E-005            NaN            NaN            NaN   8.72959       0.977617        43.3089        31.2940     
  1136.75        2500.00                 NaN   1.27284       0.163496        14.2335       0.324313E-005            NaN            NaN            NaN   8.72741       0.980732        43.3298        31.2922     
  1135.53        2500.00                 NaN   1.31715       0.328009        14.0170       0.362676E-005            NaN            NaN            NaN   8.72885       0.980392        43.3395        31.2890     
  1134.31        2500.00                 NaN   1.36060       0.243328        14.0587       0.368287E-005            NaN            NaN            NaN   8.72421       0.983065        43.3398        31.2903     
  1133.09        2500.00                 NaN  0.976531        1.37258        13.3308       0.383193E-005            NaN            NaN            NaN   8.73288       0.978890        43.3160        31.2924     
  1131.87        2500.00                 NaN   1.39877       0.429816E-001   14.2242       0.356532E-005            NaN            NaN            NaN   8.71932       0.985293        43.3388        31.2907     
  1130.65        2500.00                 NaN   8.41283        7.32252                 NaN            NaN            NaN            NaN            NaN   8.80579       0.951175        43.2113        31.2964     
  1129.43        2500.00                 NaN   8.63046        7.11295                 NaN            NaN            NaN            NaN            NaN   8.80218       0.948723        43.2066        31.2991     
  1128.21        2500.00                 NaN   8.78368        6.96685                 NaN            NaN            NaN            NaN            NaN   8.79991       0.946558        43.2020        31.3010     
  1126.98        2500.00                 NaN   1.14775        12.7301        1.74019                 NaN            NaN            NaN            NaN   8.73735       0.974494        43.3915        31.2786     
  1125.76        2500.00                 NaN   1.50450       0.514947E-001   14.1069       0.350490E-005            NaN            NaN            NaN   8.71326       0.988916        43.3445        31.2905     
  1124.54        2500.00                 NaN   1.18779        12.7649        1.66828                 NaN            NaN            NaN            NaN   8.74009       0.973114        43.3865        31.2793     
  1123.32        2500.00                 NaN   3.61239        12.0658                 NaN            NaN            NaN            NaN            NaN   8.75109       0.968474        43.3114        31.2908     
  1122.10        2500.00                 NaN   2.06741        13.0917       0.430475                 NaN            NaN            NaN            NaN   8.73071       0.980082        43.4258        31.2738     
  1120.88        2500.00                 NaN   12.1699        3.51256       0.177510E-004            NaN            NaN            NaN            NaN   8.77089       0.955559        43.3053        31.2858     
  1119.66        2500.00                 NaN   2.37115        13.2068       0.253128E-002            NaN            NaN            NaN            NaN   8.73126       0.981557        43.4346        31.2721     
  1118.44        2500.00                 NaN   12.1659        3.52181       0.161693E-004            NaN            NaN            NaN            NaN   8.77710       0.953357        43.2953        31.2865     
  1117.22        2500.00                 NaN   1.57687       0.208903E-003   14.1099                 NaN            NaN            NaN            NaN   8.72772       0.979154        43.3134        31.2928     
  1116.00        2500.00                 NaN   1.56261        14.1016       0.278413E-001            NaN            NaN            NaN            NaN   8.73176       0.976831        43.3059        31.2934     
  1114.77        2500.00                 NaN   1.61271        14.0787       0.334972E-005            NaN            NaN            NaN            NaN   8.73342       0.976151        43.3061        31.2930     
  1113.55        2500.00                 NaN   1.62795        14.0651       0.334276E-005            NaN            NaN            NaN            NaN   8.73503       0.975327        43.3034        31.2932     
  1112.33        2500.00                 NaN   1.63581        14.0605       0.329553E-005            NaN            NaN            NaN            NaN   8.73714       0.974121        43.2986        31.2938     
  1111.11        2500.00                 NaN   15.8202                 NaN            NaN            NaN            NaN            NaN            NaN   8.89604       0.902355        43.0791        31.3023     
  1109.89        2500.00                 NaN   1.49496        14.0157       0.199625                 NaN            NaN            NaN            NaN   8.74489       0.970061        43.2781        31.2967     
  1108.67        2500.00                 NaN   1.48518        14.0272       0.202301                 NaN            NaN            NaN            NaN   8.74733       0.968925        43.2712        31.2979     
  1107.45        2500.00                 NaN   1.64614        14.0651       0.319227E-005            NaN            NaN            NaN            NaN   8.74637       0.969507        43.2756        31.2973     
  1106.23        2500.00                 NaN   1.61251        14.0961       0.343512E-005            NaN            NaN            NaN            NaN   8.75641       0.967178        43.2716        31.2962     
  1105.01        2500.00                 NaN   1.68355        14.0306       0.351537E-005            NaN            NaN            NaN            NaN   8.75017       0.968806        43.2679        31.2990     
  1103.79        2500.00                 NaN   1.58462        14.1199       0.352103E-005            NaN            NaN            NaN            NaN   8.77275       0.963025        43.2653        31.2944     
  1102.56        2500.00                 NaN   15.8424                 NaN            NaN            NaN            NaN            NaN            NaN   8.91607       0.893397        43.0420        31.3061     
  1101.34        2500.00                 NaN   13.0961        2.69601                 NaN            NaN            NaN  0.200526E-005            NaN   8.92571       0.908449        43.0749        31.2988     
  1100.12        2500.00                 NaN   13.3086        2.48920       0.691040E-005            NaN            NaN            NaN            NaN   8.79428       0.945917        43.1476        31.3145     
  1098.90        2500.00                 NaN  0.270067E-002   12.2332        3.48125                 NaN            NaN            NaN            NaN   8.82900       0.939848        43.2194        31.2946     
  1097.68        2500.00                 NaN   2.36474        13.2667       0.163336E-005            NaN            NaN            NaN            NaN   8.80457       0.958224        43.3259        31.2799     
  1096.46        2500.00                 NaN   2.46667        13.1429                 NaN            NaN            NaN            NaN            NaN   8.78290       0.966651        43.3639        31.2770     
  1095.24        2500.00                 NaN   2.17298        13.5253                 NaN            NaN            NaN            NaN            NaN   8.76189       0.970789        43.2667        31.3024     
  1094.02        2500.00                 NaN   1.68419       0.199529E-003   14.0640                 NaN            NaN            NaN            NaN   8.77790       0.950878        43.2199        31.3029     
  1092.80        2500.00                 NaN   12.4737        3.26488       0.800995E-005            NaN            NaN            NaN            NaN   8.84709       0.930815        43.1845        31.2991     
  1091.58        2500.00                 NaN   11.1876        4.59261                 NaN            NaN            NaN            NaN            NaN   8.86912       0.917285        43.1308        31.3026     
  1090.35        2500.00                 NaN   12.3203        3.41759                 NaN            NaN            NaN            NaN            NaN   8.85659       0.931058        43.1764        31.2981     
  1089.13        2500.00                 NaN   12.3689        3.40358       0.863119E-005            NaN            NaN            NaN            NaN   8.87031       0.917537        43.1318        31.3078     
  1087.91        2500.00                 NaN   2.50402        13.1257       0.286871E-001            NaN            NaN            NaN            NaN   8.82759       0.947907        43.2778        31.2883     
  1086.69        2500.00                 NaN   12.2750        3.47138       0.269972E-005            NaN            NaN            NaN            NaN   8.85095       0.932286        43.1692        31.3012     
  1085.47        2500.00                 NaN   12.5031        3.26263       0.862711E-005            NaN            NaN            NaN            NaN   8.85437       0.927432        43.1476        31.3049     
  1084.25        2500.00                 NaN   15.9002                 NaN            NaN            NaN            NaN  0.304949E-005            NaN   8.97812       0.868169        42.9393        31.3142     
  1083.03        2500.00                 NaN   1.87157        12.9767       0.816902                 NaN            NaN            NaN            NaN   8.83020       0.948352        43.2687        31.2876     
  1081.81        2500.00                 NaN   1.78046        13.7944       0.217837                 NaN            NaN            NaN            NaN   8.80117       0.941894        43.1484        31.3158     
  1080.59        2500.00                 NaN   2.02546        13.5861       0.169568                 NaN            NaN            NaN            NaN   8.81109       0.940640        43.1534        31.3137     
  1079.37        2500.00                 NaN   4.95741        10.9566                 NaN            NaN            NaN            NaN            NaN   8.99368       0.862090        42.9142        31.3161     
  1078.14        2500.00                 NaN   2.49380        13.1723       0.186684E-005            NaN            NaN            NaN            NaN   8.85477       0.933791        43.2669        31.2785     
  1076.92        2500.00                 NaN   2.48955        13.4302                 NaN            NaN            NaN            NaN            NaN   8.98692       0.864138        42.9112        31.3179     
  1075.70        2500.00                 NaN   2.03768        13.7167                 NaN            NaN            NaN            NaN            NaN   8.79017       0.947305        43.2035        31.3045     
  1074.48        2500.00                 NaN   2.66086        12.9820       0.346836E-005            NaN            NaN            NaN            NaN   8.82444       0.950510        43.3002        31.2820     
  1073.26        2500.00                 NaN   2.64637        12.9981       0.197299E-005            NaN            NaN            NaN            NaN   8.82959       0.947803        43.2965        31.2816     
  1072.04        2500.00                 NaN   2.62634        13.0113       0.152843E-005            NaN            NaN            NaN            NaN   8.84058       0.950406        43.2914        31.2799     
  1070.82        2500.00                 NaN   1.05301        14.8606                 NaN            NaN            NaN  0.220500E-005            NaN   9.00808       0.860246        42.9028        31.3152     
  1069.60        2500.00                 NaN   2.64218        12.9984                 NaN            NaN            NaN            NaN            NaN   8.84594       0.948844        43.2843        31.2804     
  1068.38        2500.00                 NaN   12.6337        3.12456       0.625203E-005            NaN            NaN            NaN            NaN   8.89193       0.917552        43.1278        31.3045     
  1067.16        2500.00                 NaN   2.57174        13.0851                 NaN            NaN            NaN            NaN            NaN   8.84773       0.941881        43.2701        31.2834     
  1065.93        2500.00                 NaN   12.4300        3.35959       0.150790E-002            NaN            NaN  0.947331E-005            NaN   8.91002       0.908118        43.0816        31.3091     
  1064.71        2500.00                 NaN   2.56178        13.1036       0.260851E-005            NaN            NaN            NaN            NaN   8.85489       0.939730        43.2552        31.2847     
  1063.49        2500.00                 NaN   2.56622        13.1017       0.251402E-005            NaN            NaN            NaN            NaN   8.85866       0.938681        43.2497        31.2850     
  1062.27        2500.00                 NaN   15.9660                 NaN            NaN            NaN            NaN            NaN            NaN   9.05317       0.836959        42.8249        31.3190     
  1061.05        2500.00                 NaN   2.56587        13.1015       0.229470E-005            NaN            NaN            NaN            NaN   8.87400       0.936013        43.2396        31.2830     
  1059.83        2500.00                 NaN   15.5348       0.432463                 NaN            NaN            NaN            NaN            NaN   9.05302       0.838571        42.8168        31.3244     
  1058.61        2500.00                 NaN   15.3106       0.654398                 NaN            NaN            NaN  0.629810E-005            NaN   9.05324       0.839953        42.8171        31.3247     
  1057.39        2500.00                 NaN   10.0443        3.12639        2.66610                 NaN            NaN            NaN            NaN   8.96642       0.892211        42.9920        31.3126     
  1056.17        2500.00                 NaN   12.4474        3.36405       0.119638E-002            NaN            NaN  0.983616E-005            NaN   8.94372       0.898495        43.0334        31.3118     
  1054.95        2500.00                 NaN   12.4380        3.37701       0.363575E-005            NaN            NaN            NaN            NaN   8.94791       0.896669        43.0282        31.3121     
  1053.72        2500.00                 NaN   1.29149        14.7708       0.235899E-005            NaN            NaN            NaN            NaN   9.19281       0.818189        42.5605        31.3662     
  1052.50        2500.00                 NaN   1.31222        14.7532       0.234336E-005            NaN            NaN            NaN            NaN   9.19400       0.817450        42.5564        31.3668     
  1051.28        2500.00                 NaN   1.44497        14.5879       0.204070E-005            NaN            NaN            NaN            NaN   9.17418       0.829186        42.6023        31.3614     
  1050.06        2500.00                 NaN   1.28437        14.7951       0.113723E-004            NaN            NaN            NaN            NaN   9.20410       0.812322        42.5343        31.3697     
  1048.84        2500.00                 NaN   1.30306        14.7817       0.123425E-004            NaN            NaN            NaN            NaN   9.20607       0.811137        42.5272        31.3708     
  1047.62        2500.00                 NaN   2.40271       0.164819E-003   13.3938                 NaN            NaN            NaN            NaN   8.84800       0.925146        43.1143        31.3159     
  1046.40        2500.00                 NaN   1.31022        14.7845       0.791132E-005            NaN            NaN            NaN            NaN   9.20918       0.809181        42.5142        31.3728     
  1045.18        2500.00                 NaN   1.36085        14.7325       0.177886E-005            NaN            NaN            NaN            NaN   9.20681       0.811220        42.5150        31.3736     
  1043.96        2500.00                 NaN   1.34958        14.6426                 NaN            NaN            NaN  0.578042E-005            NaN   9.08389       0.828317        42.7647        31.3309     
  1042.74        2500.00                 NaN   12.2267        3.59807                 NaN            NaN            NaN  0.201991E-005            NaN   8.96952       0.894534        42.9944        31.3168     
  1041.51        2500.00                 NaN   12.3170        3.53253                 NaN            NaN            NaN            NaN            NaN   8.96600       0.885704        42.9767        31.3221     
  1040.29        2500.00                 NaN   14.8768        1.13020                 NaN            NaN            NaN            NaN            NaN   9.09860       0.821668        42.7399        31.3328     
  1039.07        2500.00                 NaN   2.84634        12.8297       0.234825E-002            NaN            NaN            NaN            NaN   8.90959       0.928532        43.1973        31.2862     
  1037.85        2500.00                 NaN   12.2779        3.56037                 NaN            NaN            NaN            NaN            NaN   8.98262       0.888779        42.9713        31.3191     
  1036.63        2500.00                 NaN   1.35330        14.6620                 NaN            NaN            NaN            NaN            NaN   9.10471       0.820616        42.7225        31.3369     
  1035.41        2500.00                 NaN   2.61994        13.0829       0.349847E-005            NaN            NaN            NaN            NaN   8.94956       0.912874        43.1408        31.2939     
  1034.19        2500.00                 NaN   12.2166        3.62384                 NaN            NaN            NaN            NaN            NaN   8.98877       0.887810        42.9628        31.3203     
  1032.97        2500.00                 NaN   2.63165        13.0707                 NaN            NaN            NaN            NaN            NaN   8.94865       0.912251        43.1449        31.2918     
  1031.75        2500.00                 NaN   2.70141        12.9991                 NaN            NaN            NaN            NaN            NaN   8.94523       0.914356        43.1485        31.2913     
  1030.53        2500.00                 NaN   2.64474        13.0602                 NaN            NaN            NaN            NaN            NaN   8.95400       0.910755        43.1379        31.2925     
  1029.30        2500.00                 NaN   2.65279        13.0550       0.117029E-004            NaN            NaN            NaN            NaN   8.95723       0.909568        43.1326        31.2929     
  1028.08        2500.00                 NaN   2.70724        13.0180                 NaN            NaN            NaN            NaN            NaN   8.96659       0.905602        43.1052        31.2973     
  1026.86        2500.00                 NaN   12.3907        3.45015                 NaN            NaN            NaN            NaN            NaN   9.00206       0.884945        42.9506        31.3216     
  1025.64        2500.00                 NaN   14.5157        1.52238                 NaN            NaN            NaN            NaN            NaN   9.13024       0.810568        42.6784        31.3428     
  1024.42        2500.00                 NaN   2.09810        13.9267                 NaN            NaN            NaN            NaN            NaN   9.12191       0.815354        42.6980        31.3400     
  1023.20        2500.00                 NaN   12.3607        3.49897                 NaN            NaN            NaN            NaN            NaN   9.01475       0.876606        42.9266        31.3223     
  1021.98        2500.00                 NaN   3.06166        12.7328       0.143793E-005            NaN            NaN            NaN            NaN   8.94393       0.916812        43.0287        31.3160     
  1020.76        2500.00                 NaN   11.1951        4.76190                 NaN            NaN            NaN  0.253763E-005            NaN   9.06706       0.843974        42.7990        31.3330     
  1019.54        2500.00                 NaN   12.3944        3.46095                 NaN            NaN            NaN            NaN            NaN   9.01555       0.880042        42.9249        31.3242     
  1018.32        2500.00                 NaN   2.99081        12.7144       0.341783E-005            NaN            NaN            NaN            NaN   8.95133       0.914307        43.1387        31.2904     
  1017.09        2500.00                 NaN   12.3335        3.52929                 NaN            NaN            NaN            NaN            NaN   9.02428       0.876823        42.9104        31.3257     
  1015.87        2500.00                 NaN   3.00742        12.7010       0.695491E-005            NaN            NaN            NaN            NaN   8.95621       0.912602        43.1318        31.2909     
  1014.65        2500.00                 NaN   3.01599        12.6941       0.685764E-005            NaN            NaN            NaN            NaN   8.95858       0.911751        43.1284        31.2912     
  1013.43        2500.00                 NaN   2.14556        13.9071                 NaN            NaN            NaN            NaN            NaN   9.15129       0.803583        42.6468        31.3457     
  1012.21        2500.00                 NaN   13.9917        2.06222                 NaN            NaN            NaN            NaN            NaN   9.15708       0.803920        42.6344        31.3506     
  1010.99        2500.00                 NaN   12.2476        3.65461                 NaN            NaN            NaN            NaN            NaN   9.02671       0.873371        42.8618        31.3359     
  1009.77        2500.00                 NaN   2.81017        12.9257       0.275412E-004            NaN            NaN            NaN            NaN   8.99759       0.896162        43.0717        31.2987     
  1008.55        2500.00                 NaN   12.1999        3.69565                 NaN            NaN            NaN            NaN            NaN   9.05106       0.865375        42.8559        31.3321     
  1007.33        2500.00                 NaN   3.06500        12.6552                 NaN            NaN            NaN            NaN            NaN   8.97327       0.906480        43.1072        31.2928     
  1006.11        2500.00                 NaN   12.3519       0.447343E-003   3.53338                 NaN            NaN            NaN            NaN   9.04942       0.867836        42.8658        31.3312     
  1004.88        2500.00                 NaN   11.9555        3.98053                 NaN            NaN            NaN            NaN            NaN   9.07207       0.852627        42.8019        31.3374     
  1003.66        2500.00                 NaN   3.09027        12.6347       0.326570E-005            NaN            NaN            NaN            NaN   8.98027       0.903971        43.0971        31.2936     
  1002.44        2500.00                 NaN   2.54047        13.5271                 NaN            NaN            NaN            NaN            NaN   9.16807       0.797831        42.6158        31.3507     
