|6.6.6
Archiving\03_Data\eqfracLP/QFM_m3.5/LAR/LAR_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        ilm            q             
  1385.58        500.000        99.1369       0.277794       0.213606                 NaN  0.769557E-001  0.294734                 NaN            NaN            NaN
  1384.57        500.000        99.1008       0.221124       0.289378                 NaN  0.812555E-001  0.307429                 NaN            NaN            NaN
  1383.57        500.000        99.2014       0.193575       0.258152                 NaN  0.735889E-001  0.273322                 NaN            NaN            NaN
  1382.57        500.000        99.1666       0.270206       0.200465                 NaN  0.775638E-001  0.285152                 NaN            NaN            NaN
  1381.56        500.000        99.1744       0.196319       0.268591                 NaN  0.779251E-001  0.282803                 NaN            NaN            NaN
  1380.56        500.000        99.1857       0.192710       0.264845                 NaN  0.777211E-001  0.279064                 NaN            NaN            NaN
  1379.55        500.000        99.1934       0.263301       0.188374                 NaN  0.781924E-001  0.276710                 NaN            NaN            NaN
  1378.55        500.000        99.2032       0.184024       0.260529                 NaN  0.786275E-001  0.273660                 NaN            NaN            NaN
  1377.55        500.000        99.2113       0.181199       0.258404                 NaN  0.782420E-001  0.270840                 NaN            NaN            NaN
  1376.54        500.000        99.2198       0.176962       0.256594                 NaN  0.784993E-001  0.268176                 NaN            NaN            NaN
  1375.54        500.000        99.8040       0.393178E-001  0.676643E-001            NaN  0.212339E-001  0.677849E-001            NaN            NaN            NaN
  1374.53        500.000        98.6593       0.441258       0.303131                 NaN  0.135680       0.460633                 NaN            NaN            NaN
  1373.53        500.000        99.2451       0.165436       0.250526                 NaN  0.789712E-001  0.259953                 NaN            NaN            NaN
  1372.52        500.000        99.1128       0.290981       0.204355                 NaN  0.871403E-001  0.304767                 NaN            NaN            NaN
  1371.52        500.000        99.3958       0.203676       0.122786                 NaN  0.688050E-001  0.208947                 NaN            NaN            NaN
  1370.52        500.000        99.2684       0.155581       0.244480                 NaN  0.791228E-001  0.252427                 NaN            NaN            NaN
  1369.51        500.000        99.2761       0.149983       0.243251                 NaN  0.804222E-001  0.250204                 NaN            NaN            NaN
  1368.51        500.000        99.1458       0.179097       0.287290                 NaN  0.933124E-001  0.294522                 NaN            NaN            NaN
  1367.50        500.000        99.4246       0.194988       0.115709                 NaN  0.657379E-001  0.198943                 NaN            NaN            NaN
  1366.50        500.000        99.3007       0.235314       0.144767                 NaN  0.779237E-001  0.241312                 NaN            NaN            NaN
  1365.50        500.000        99.3057       0.141040       0.234869                 NaN  0.785032E-001  0.239931                 NaN            NaN            NaN
  1364.49        500.000        99.2227       0.264200       0.154719                 NaN  0.895525E-001  0.268869                 NaN            NaN            NaN
  1363.49        500.000        99.4086       0.201297       0.117114                 NaN  0.684028E-001  0.204547                 NaN            NaN            NaN
  1362.48        500.000        99.3265       0.230055       0.131377                 NaN  0.789455E-001  0.233158                 NaN            NaN            NaN
  1361.48        500.000        99.3331       0.228289       0.128873                 NaN  0.787938E-001  0.230936                 NaN            NaN            NaN
  1360.48        500.000        99.3398       0.125544       0.226943                 NaN  0.789448E-001  0.228779                 NaN            NaN            NaN
  1359.47        500.000        99.3445       0.123819       0.226078                 NaN  0.785409E-001  0.227066                 NaN            NaN            NaN
  1358.47        500.000        99.3533       0.121056       0.223195                 NaN  0.783211E-001  0.224110                 NaN            NaN            NaN
  1357.46        500.000        99.3585       0.222508       0.117940                 NaN  0.786038E-001  0.222444                 NaN            NaN            NaN
  1356.46        500.000        99.3617       0.220973       0.116680                 NaN  0.790416E-001  0.221650                 NaN            NaN            NaN
  1355.46        500.000        99.3766       0.112697       0.217108                 NaN  0.773650E-001  0.216193                 NaN            NaN            NaN
  1354.45        500.000        99.3779       0.109819       0.217713                 NaN  0.785115E-001  0.216065                 NaN            NaN            NaN
  1353.45        500.000        99.3841       0.109079       0.215449                 NaN  0.776107E-001  0.213724                 NaN            NaN            NaN
  1352.44        500.000        99.3830       0.109432       0.213408                 NaN  0.786946E-001  0.215492                 NaN            NaN            NaN
  1351.44        500.000        99.4036       0.998239E-001  0.213363                 NaN  0.772823E-001  0.205977                 NaN            NaN            NaN
  1350.43        500.000        99.4011       0.211437       0.101501                 NaN  0.777546E-001  0.208186                 NaN            NaN            NaN
  1349.43        500.000        99.4075       0.209322       0.100875                 NaN  0.766104E-001  0.205734                 NaN            NaN            NaN
  1348.43        500.000        99.2458       0.263459       0.131125                 NaN  0.976959E-001  0.261969                 NaN            NaN            NaN
  1347.42        500.000        99.5828       0.149072       0.689937E-001            NaN  0.545993E-001  0.144496                 NaN            NaN            NaN
  1346.42        500.000        99.4229       0.205766       0.941241E-001            NaN  0.765604E-001  0.200613                 NaN            NaN            NaN
  1345.41        500.000        99.4271       0.988175E-001  0.201582                 NaN  0.736394E-001  0.198897                 NaN            NaN            NaN
  1344.41        500.000        99.4370       0.854000E-001  0.204313                 NaN  0.775089E-001  0.195741                 NaN            NaN            NaN
  1343.41        500.000        99.4400       0.200849       0.893627E-001            NaN  0.752060E-001  0.194593                 NaN            NaN            NaN
  1342.40        500.000        99.4449       0.199631       0.876413E-001            NaN  0.748990E-001  0.192977                 NaN            NaN            NaN
  1341.40        500.000        99.4501       0.865974E-001  0.197733                 NaN  0.744507E-001  0.191070                 NaN            NaN            NaN
  1340.39        500.000        99.4542       0.197633       0.840947E-001            NaN  0.744057E-001  0.189652                 NaN            NaN            NaN
  1339.39        500.000        99.4604       0.835894E-001  0.195063                 NaN  0.735489E-001  0.187419                 NaN            NaN            NaN
  1338.39        500.000        99.4645       0.194048       0.821161E-001            NaN  0.733061E-001  0.185994                 NaN            NaN            NaN
  1337.38        500.000        99.4700       0.192232       0.809276E-001            NaN  0.727601E-001  0.184072                 NaN            NaN            NaN
  1336.38        500.000        99.4741       0.791144E-001  0.191568                 NaN  0.725509E-001  0.182639                 NaN            NaN            NaN
  1335.37        500.000        99.4791       0.191170       0.754863E-001            NaN  0.731343E-001  0.181106                 NaN            NaN            NaN
  1334.37        500.000        99.4837       0.187321       0.797936E-001            NaN  0.703059E-001  0.178887                 NaN            NaN            NaN
  1333.36        500.000        99.4867       0.754906E-001  0.188221                 NaN  0.713468E-001  0.178194                 NaN            NaN            NaN
  1332.36        500.000        99.4940       0.184799       0.758036E-001            NaN  0.700281E-001  0.175401                 NaN            NaN            NaN
  1331.36        500.000        99.4975       0.184902       0.729607E-001            NaN  0.703243E-001  0.174299                 NaN            NaN            NaN
  1330.35        500.000        99.4986       0.732114E-001  0.184862                 NaN  0.695892E-001  0.173755                 NaN            NaN            NaN
  1329.35        500.000        99.5083       0.713996E-001  0.181293                 NaN  0.687771E-001  0.170253                 NaN            NaN            NaN
  1328.34        500.000        99.5102       0.709668E-001  0.180688                 NaN  0.684501E-001  0.169648                 NaN            NaN            NaN
  1327.34        500.000        99.5129       0.176286       0.798717E-001            NaN  0.631543E-001  0.167776                 NaN            NaN            NaN
  1326.34        500.000        99.5195       0.600223E-001  0.181402                 NaN  0.719405E-001  0.167094                 NaN            NaN            NaN
  1325.33        500.000        99.5226       0.176652       0.691645E-001            NaN  0.664959E-001  0.165103                 NaN            NaN            NaN
  1324.33        500.000        99.5260       0.175251       0.691658E-001            NaN  0.657674E-001  0.163829                 NaN            NaN            NaN
  1323.32        500.000        99.5308       0.173951       0.678374E-001            NaN  0.652815E-001  0.162083                 NaN            NaN            NaN
  1322.32        500.000        99.5344       0.675369E-001  0.172690                 NaN  0.646749E-001  0.160747                 NaN            NaN            NaN
  1321.32        500.000        99.5380       0.669151E-001  0.171732                 NaN  0.639600E-001  0.159390                 NaN            NaN            NaN
  1320.31        500.000        99.5419       0.170216       0.667316E-001            NaN  0.632288E-001  0.157956                 NaN            NaN            NaN
  1319.31        500.000        99.5459       0.662124E-001  0.168806                 NaN  0.626361E-001  0.156485                 NaN            NaN            NaN
  1318.30        500.000        99.5635       0.195185                 NaN            NaN  0.865791E-001  0.154753                 NaN            NaN            NaN
  1317.30        500.000        99.5429       0.103161       0.147997                 NaN  0.503886E-001  0.155601                 NaN            NaN            NaN
  1316.29        500.000        99.5541       0.154519       0.933303E-001            NaN  0.472162E-001  0.150809                 NaN            NaN            NaN
  1315.29        500.000        99.5738       0.193129                 NaN            NaN  0.826959E-001  0.150364                 NaN            NaN            NaN
  1314.29        500.000        99.5495       0.129263       0.134791                 NaN  0.357863E-001  0.150643                 NaN            NaN            NaN
  1313.28        500.000        99.5670       0.161782       0.634943E-001            NaN  0.590498E-001  0.148691                 NaN            NaN            NaN
  1312.28        500.000        99.5705       0.159522       0.659655E-001            NaN  0.569853E-001  0.147064                 NaN            NaN            NaN
  1311.27        500.000        99.5741       0.158375       0.652826E-001            NaN  0.565100E-001  0.145768                 NaN            NaN            NaN
  1310.27        500.000        99.5772       0.651968E-001  0.157079                 NaN  0.558684E-001  0.144642                 NaN            NaN            NaN
  1309.27        500.000        99.5804       0.657722E-001  0.155565                 NaN  0.548984E-001  0.143376                 NaN            NaN            NaN
  1308.26        500.000        99.5557       0.696424E-001  0.164202                 NaN  0.584309E-001  0.152052                 NaN            NaN            NaN
  1307.26        500.000        99.6157       0.615898E-001  0.142496                 NaN  0.493369E-001  0.130903                 NaN            NaN            NaN
  1306.25        500.000        99.5900       0.151614       0.662686E-001            NaN  0.524532E-001  0.139714                 NaN            NaN            NaN
  1305.25        500.000        99.5926       0.674136E-001  0.149958                 NaN  0.513736E-001  0.138666                 NaN            NaN            NaN
  1304.25        500.000        99.5959       0.148743       0.672746E-001            NaN  0.506774E-001  0.137376                 NaN            NaN            NaN
  1303.24        500.000        99.5986       0.676837E-001  0.147592                 NaN  0.498040E-001  0.136316                 NaN            NaN            NaN
  1302.24        500.000        99.6013       0.145612       0.688011E-001            NaN  0.489403E-001  0.135392                 NaN            NaN            NaN
  1301.23        500.000        99.6048       0.143848       0.688385E-001            NaN  0.483611E-001  0.134166                 NaN            NaN            NaN
  1300.23        500.000        99.6074       0.718167E-001  0.142295                 NaN  0.459296E-001  0.132586                 NaN            NaN            NaN
  1299.22        500.000        99.6102       0.693018E-001  0.142252                 NaN  0.463888E-001  0.131833                 NaN            NaN            NaN
  1298.22        500.000        99.6130       0.140428       0.703766E-001            NaN  0.454269E-001  0.130750                 NaN            NaN            NaN
  1297.22        500.000        99.6157       0.717582E-001  0.138788                 NaN  0.441380E-001  0.129574                 NaN            NaN            NaN
  1296.21        500.000        99.6184       0.137369       0.722836E-001            NaN  0.433492E-001  0.128570                 NaN            NaN            NaN
  1295.21        500.000        99.6640       0.130148       0.503923E-001            NaN  0.416310E-001  0.113844                 NaN            NaN            NaN
  1294.20        500.000        99.5775       0.143144       0.976565E-001            NaN  0.409676E-001  0.140764                 NaN            NaN            NaN
  1293.20        500.000        99.6261       0.132651       0.751125E-001            NaN  0.405494E-001  0.125556                 NaN            NaN            NaN
  1292.20        500.000        99.6281       0.766653E-001  0.131254                 NaN  0.393115E-001  0.124668                 NaN            NaN            NaN
  1291.19        500.000        99.6306       0.129566       0.778054E-001            NaN  0.383411E-001  0.123687                 NaN            NaN            NaN
  1290.19        500.000        99.6334       0.127881       0.787627E-001            NaN  0.373577E-001  0.122628                 NaN            NaN            NaN
  1289.18        500.000        99.6355       0.799548E-001  0.126324                 NaN  0.364117E-001  0.121765                 NaN            NaN            NaN
  1288.18        500.000        99.6381       0.124687       0.809880E-001            NaN  0.354382E-001  0.120742                 NaN            NaN            NaN
  1287.18        500.000        99.6402       0.822156E-001  0.123291                 NaN  0.344153E-001  0.119925                 NaN            NaN            NaN
  1286.17        500.000        99.6424       0.844261E-001  0.121005                 NaN  0.331906E-001  0.119017                 NaN            NaN            NaN
  1285.17        500.000        99.6446       0.854826E-001  0.119554                 NaN  0.322397E-001  0.118102                 NaN            NaN            NaN
  1284.16        500.000        97.2317       0.269987       0.513324                 NaN  0.420939E-002  0.382719        1.59805                 NaN            NaN
  1283.16        500.000        93.5795        1.07156       0.537656                 NaN            NaN  0.786325        4.02499                 NaN            NaN
  1282.15        500.000        93.9093        1.02591       0.506706                 NaN            NaN  0.749976        3.80815                 NaN            NaN
  1281.15        500.000        94.2073       0.985535       0.477818                 NaN            NaN  0.717058        3.61228                 NaN            NaN
  1280.15        500.000        94.4837       0.446507       0.952400                 NaN            NaN  0.686555        3.43088                 NaN            NaN
  1279.14        500.000        94.7342       0.415255       0.925504                 NaN            NaN  0.658937        3.26609                 NaN            NaN
  1278.14        500.000        94.9702       0.381013       0.904439                 NaN            NaN  0.632813        3.11149                 NaN            NaN
  1277.13        500.000        95.1867       0.891251       0.343562                 NaN            NaN  0.608754        2.96977                 NaN            NaN
  1276.13        500.000        95.3859       0.296896       0.891291                 NaN            NaN  0.586524        2.83936                 NaN            NaN
  1275.13        500.000        95.5756       0.912452       0.230907                 NaN            NaN  0.565268        2.71576                 NaN            NaN
  1274.12        500.000        95.7555       0.103037       0.997613                 NaN            NaN  0.545035        2.59886                 NaN            NaN
  1273.12        500.000        95.9176        1.06264                 NaN            NaN            NaN  0.526046        2.49371                 NaN            NaN
  1272.11        500.000        96.0770        1.02441                 NaN            NaN            NaN  0.507130        2.39145                 NaN            NaN
  1271.11        500.000        96.2320       0.986643                 NaN            NaN            NaN  0.488686        2.29268                 NaN            NaN
  1270.11        500.000        96.3728       0.952029                 NaN            NaN            NaN  0.472346        2.20279                 NaN            NaN
  1269.10        500.000        96.5004       0.921575                 NaN            NaN            NaN  0.458065        2.11993                 NaN            NaN
  1268.10        500.000        96.6253       0.891283                 NaN            NaN            NaN  0.442824        2.04061                 NaN            NaN
  1267.09        500.000        96.7426       0.862954                 NaN            NaN            NaN  0.428169        1.96629                 NaN            NaN
  1266.09        500.000        96.5738       0.881574                 NaN            NaN            NaN  0.450077        2.07266       0.218404E-001            NaN
  1265.09        500.000        96.0500       0.958319                 NaN            NaN            NaN  0.517565        2.40230       0.717836E-001            NaN
  1264.08        500.000        96.2052       0.921890                 NaN            NaN            NaN  0.494265        2.30856       0.701046E-001            NaN
  1263.08        500.000        96.3625       0.884806                 NaN            NaN            NaN  0.474244        2.21136       0.670641E-001            NaN
  1262.07        500.000        96.5060       0.850986                 NaN            NaN            NaN  0.455177        2.12333       0.645197E-001            NaN
  1261.07        500.000        96.6397       0.820223                 NaN            NaN            NaN  0.439530        2.03918       0.613635E-001            NaN
  1260.06        500.000        96.7679       0.789452                 NaN            NaN            NaN  0.422386        1.96112       0.591351E-001            NaN
  1259.06        500.000        97.3769                 NaN            NaN            NaN  0.106254E-003  0.307294        2.22555       0.901014E-001            NaN
  1258.06        500.000        99.1556                 NaN            NaN            NaN            NaN  0.183597       0.646689       0.140813E-001            NaN
  1257.05        500.000        94.3847        2.27054                 NaN            NaN            NaN  0.703086        2.58529       0.563551E-001            NaN
  1256.05        500.000        98.0651                 NaN            NaN            NaN            NaN  0.200684        1.66075       0.734987E-001            NaN
  1255.04        500.000        98.7879                 NaN            NaN            NaN  0.112473       0.177011       0.891341       0.312626E-001            NaN
  1254.04        500.000        98.5962                 NaN            NaN            NaN  0.160433       0.209355        1.00115       0.329005E-001            NaN
  1253.04        500.000        93.8759        2.32601                 NaN            NaN            NaN  0.842140        2.90293       0.530490E-001            NaN
  1252.03        500.000        97.5713       0.590777                 NaN            NaN            NaN  0.312801        1.47974       0.453971E-001            NaN
  1251.03        500.000        97.6349       0.577326                 NaN            NaN            NaN  0.305833        1.43849       0.434812E-001            NaN
  1250.02        500.000        97.6948       0.564628                 NaN            NaN            NaN  0.299286        1.39967       0.416513E-001            NaN
  1249.02        500.000        97.7588       0.549770                 NaN            NaN            NaN  0.292138        1.35946       0.398651E-001            NaN
  1248.02        500.000        97.8214       0.534724                 NaN            NaN            NaN  0.284115        1.32129       0.384517E-001            NaN
  1247.01        500.000        97.8794       0.521028                 NaN            NaN            NaN  0.276016        1.28625       0.373215E-001            NaN
  1246.01        500.000        97.9345       0.508650                 NaN            NaN            NaN  0.270737        1.25071       0.354454E-001            NaN
  1245.00        500.000        97.9863       0.496272                 NaN            NaN            NaN  0.263211        1.21969       0.345000E-001            NaN
  1244.00        500.000        98.0420       0.482409                 NaN            NaN            NaN  0.256133        1.18618       0.332322E-001            NaN
  1242.99        500.000        98.0910       0.470611                 NaN            NaN            NaN  0.249633        1.15664       0.321524E-001            NaN
  1241.99        500.000        98.1366       0.460102                 NaN            NaN            NaN  0.243811        1.12851       0.310180E-001            NaN
  1240.99        500.000        98.1828       0.448637                 NaN            NaN            NaN  0.237599        1.10091       0.300244E-001            NaN
  1239.98        500.000        98.2214       0.440083                 NaN            NaN            NaN  0.230771        1.07822       0.295058E-001            NaN
  1238.98        500.000        98.2694       0.427735                 NaN            NaN            NaN  0.225449        1.04918       0.282261E-001            NaN
  1237.97        500.000        98.3076       0.418769                 NaN            NaN            NaN  0.220000        1.02620       0.274123E-001            NaN
  1236.97        500.000        98.3505       0.407542                 NaN            NaN            NaN  0.214469        1.00106       0.264514E-001            NaN
  1235.97        500.000        98.3819       0.401770                 NaN            NaN            NaN  0.211391       0.979689       0.252626E-001            NaN
  1234.96        500.000        98.4279       0.388445                 NaN            NaN            NaN  0.204065       0.954845       0.247428E-001            NaN
  1233.96        500.000        98.4558       0.383138                 NaN            NaN            NaN  0.200727       0.936540       0.238252E-001            NaN
  1232.95        500.000        98.4929       0.373867                 NaN            NaN            NaN  0.195659       0.914511       0.230618E-001            NaN
  1231.95        500.000        98.5240       0.366202                 NaN            NaN            NaN  0.190723       0.896562       0.224969E-001            NaN
  1230.95        500.000        98.5566       0.358056                 NaN            NaN            NaN  0.186908       0.876856       0.216020E-001            NaN
  1229.94        500.000        98.5889       0.349977                 NaN            NaN            NaN  0.181777       0.858212       0.211126E-001            NaN
  1228.94        500.000        98.6179       0.342881                 NaN            NaN            NaN  0.177307       0.841336       0.205695E-001            NaN
  1227.93        500.000        98.6463       0.336163                 NaN            NaN            NaN  0.174755       0.823233       0.195638E-001            NaN
  1226.93        500.000        98.6755       0.329042                 NaN            NaN            NaN  0.169097       0.807068       0.193312E-001            NaN
  1225.92        500.000        98.7038       0.321581                 NaN            NaN            NaN  0.165617       0.790388       0.186376E-001            NaN
  1224.92        500.000        98.7280       0.316050                 NaN            NaN            NaN  0.162212       0.775687       0.180301E-001            NaN
  1223.92        500.000        98.7545       0.309288                 NaN            NaN            NaN  0.158274       0.760421       0.175637E-001            NaN
  1222.91        500.000        98.7816       0.302207                 NaN            NaN            NaN  0.155047       0.744263       0.168517E-001            NaN
  1221.91        500.000        98.8039       0.297057                 NaN            NaN            NaN  0.151401       0.731159       0.164601E-001            NaN
  1220.90        500.000        98.8267       0.291542                 NaN            NaN            NaN  0.148070       0.717687       0.160044E-001            NaN
  1219.90        500.000        98.8483       0.286346                 NaN            NaN            NaN  0.144475       0.705279       0.155888E-001            NaN
  1218.90        500.000        98.8706       0.280850                 NaN            NaN            NaN  0.142389       0.691301       0.148483E-001            NaN
  1217.89        500.000        98.8949       0.274297                 NaN            NaN            NaN  0.138660       0.677705       0.144825E-001            NaN
  1216.89        500.000        98.9167       0.268746                 NaN            NaN            NaN  0.136227       0.664407       0.138971E-001            NaN
  1215.88        500.000        98.9375       0.263349                 NaN            NaN            NaN  0.131532       0.653706       0.138832E-001            NaN
  1214.88        500.000        98.9592       0.257528                 NaN            NaN            NaN  0.129802       0.640366       0.131328E-001            NaN
  1213.88        500.000        98.9785       0.252612                 NaN            NaN            NaN  0.127298       0.628846       0.127107E-001            NaN
  1212.87        500.000        98.9952       0.249195                 NaN            NaN            NaN  0.123440       0.619521       0.126001E-001            NaN
  1211.87        500.000        99.0142       0.244353                 NaN            NaN            NaN  0.121906       0.607562       0.119867E-001            NaN
  1210.86        500.000        99.0403       0.234954                 NaN            NaN            NaN  0.117159       0.595682       0.119193E-001            NaN
  1209.86        500.000        98.6974       0.122844                 NaN            NaN            NaN  0.122384        1.02070       0.366699E-001            NaN
  1208.85        500.000        98.2719       0.365831                 NaN            NaN            NaN  0.218736        1.12870       0.148588E-001            NaN
  1207.85        500.000        98.8398       0.240625       0.131094                 NaN            NaN  0.169183       0.614147       0.512740E-002            NaN
  1206.85        500.000        99.7119       0.204584                 NaN            NaN  0.150924E-001  0.595705E-001            NaN  0.880421E-002            NaN
  1205.84        500.000        99.1077       0.275560                 NaN            NaN            NaN  0.173185E-001  0.585629       0.137963E-001            NaN
  1204.84        500.000        99.3820       0.823303E-002  0.777661E-001            NaN            NaN  0.142671       0.383263       0.602820E-002            NaN
  1203.83        500.000        99.2509       0.190782                 NaN            NaN            NaN  0.898144E-001  0.468486                 NaN            NaN
  1202.83        500.000        99.5076       0.191307                 NaN            NaN            NaN  0.689308E-001  0.229680       0.246304E-002            NaN
  1201.83        500.000        99.2256       0.151794                 NaN            NaN  0.164298E-001  0.804570E-001  0.522114       0.361396E-002            NaN
  1200.82        500.000        99.1327       0.212802                 NaN            NaN            NaN  0.996733E-001  0.545147       0.970686E-002            NaN
  1199.82        500.000        99.1859       0.207892                 NaN            NaN            NaN  0.936628E-001  0.503810       0.876313E-002            NaN
  1198.81        500.000        99.3168       0.156635                 NaN            NaN            NaN  0.801705E-001  0.438389       0.804045E-002            NaN
  1197.81        500.000        99.1799       0.185258                 NaN            NaN            NaN  0.955758E-001  0.528909       0.103873E-001            NaN
  1196.81        500.000        98.7544       0.199088                 NaN            NaN            NaN  0.130213       0.656797       0.689991E-002  0.252609     
  1195.80        500.000        91.8350       0.788259       0.510082E-004            NaN            NaN  0.614006        3.37932       0.380862E-001   3.34524     
  1194.80        500.000        94.6887       0.526869                 NaN            NaN            NaN  0.398052        2.18239       0.223908E-001   2.18162     
  1193.79        500.000        95.8992       0.441151       0.404497E-002            NaN            NaN  0.325070        1.68919       0.137294E-001   1.62759     
  1192.79        500.000        92.9504       0.518053       0.111235       0.671635E-004            NaN  0.547789        2.94577       0.243372E-001   2.90234     
  1191.79        500.000        86.7799       0.359636       0.924790                 NaN            NaN  0.989133        5.52468       0.441940E-001   5.37771     
  1190.78        500.000        80.1445       0.612170        1.20190                 NaN            NaN   1.44668        8.45904       0.650539E-001   8.07070     
  1189.78        500.000                 NaN   4.63297        3.79691                 NaN            NaN   7.03849        43.0942       0.336424        41.1011     
  1188.77        500.000                 NaN   5.08005       0.514576        2.83066                 NaN   7.03512        43.1012       0.337320        41.1011     
  1187.77        500.000                 NaN   4.58499        3.84600                 NaN            NaN   7.04024        43.0901       0.336037        41.1026     
  1186.76        500.000                 NaN   5.09679       0.639160        2.68950                 NaN   7.03603        43.0988       0.337143        41.1025     
  1185.76        500.000                 NaN   5.10054       0.665742        2.65938                 NaN   7.03662        43.0974       0.337026        41.1033     
  1184.76        500.000                 NaN   4.50670        3.92610                 NaN            NaN   7.04295        43.0838       0.335425        41.1051     
  1183.75        500.000                 NaN   5.10852       0.726031        2.59150                 NaN   7.03778        43.0946       0.336795        41.1047     
  1182.75        500.000                 NaN   5.11279       0.762301        2.55114                 NaN   7.03834        43.0933       0.336683        41.1055     
  1181.74        500.000                 NaN   4.41965        4.01516                 NaN            NaN   7.04578        43.0771       0.334774        41.1075     
  1180.74        500.000                 NaN   5.11768       0.769549        2.53956                 NaN   7.03967        43.0902       0.336412        41.1070     
  1179.74        500.000                 NaN   4.35579        4.08046                 NaN            NaN   7.04775        43.0725       0.334314        41.1092     
  1178.73        500.000                 NaN   5.12664       0.838295        2.46224                 NaN   7.04080        43.0874       0.336182        41.1085     
  1177.73        500.000                 NaN   5.13099       0.873368        2.42301                 NaN   7.04137        43.0860       0.336067        41.1092     
  1176.72        500.000                 NaN   5.13535       0.909023        2.38320                 NaN   7.04194        43.0846       0.335951        41.1099     
  1175.72        500.000                 NaN   4.21131        4.22816                 NaN            NaN   7.05192        43.0628       0.333321        41.1125     
  1174.72        500.000                 NaN   4.17110        4.26926                 NaN            NaN   7.05302        43.0602       0.333055        41.1134     
  1173.71        500.000                 NaN   4.12907        4.31221                 NaN            NaN   7.05414        43.0576       0.332782        41.1142     
  1172.71        500.000                 NaN   4.08503        4.35721                 NaN            NaN   7.05529        43.0549       0.332501        41.1151     
  1171.70        500.000                 NaN   4.03878        4.40446                 NaN            NaN   7.05647        43.0521       0.332210        41.1160     
  1170.70        500.000                 NaN   3.99024        4.45405                 NaN            NaN   7.05768        43.0493       0.331910        41.1169     
  1169.69        500.000                 NaN   3.93913        4.50625                 NaN            NaN   7.05893        43.0464       0.331600        41.1177     
  1168.69        500.000                 NaN   3.88678        4.55973                 NaN            NaN   7.06020        43.0434       0.331282        41.1186     
  1167.69        500.000                 NaN   3.83115        4.61654                 NaN            NaN   7.06151        43.0403       0.330952        41.1195     
  1166.68        500.000                 NaN   3.77244        4.67649                 NaN            NaN   7.06286        43.0371       0.330610        41.1205     
  1165.68        500.000                 NaN   5.03758        1.20643        2.18780                 NaN   7.04973        43.0658       0.334229        41.1184     
  1164.67        500.000                 NaN   3.64467        4.80693                 NaN            NaN   7.06569        43.0305       0.329884        41.1223     
  1163.67        500.000                 NaN   6.18870        2.22471                 NaN            NaN   7.03506        43.0963       0.338053        41.1172     
  1162.67        500.000                 NaN   5.04166        1.33239        2.05857                 NaN   7.05154        43.0613       0.333834        41.1207     
  1161.66        500.000                 NaN   5.04284        1.37704        2.01304                 NaN   7.05215        43.0598       0.333700        41.1214     
  1160.66        500.000                 NaN   3.33760        5.12027                 NaN            NaN   7.07204        43.0156       0.328232        41.1262     
  1159.65        500.000                 NaN   5.04465        1.46484        1.92399                 NaN   7.05336        43.0568       0.333432        41.1229     
  1158.65        500.000                 NaN   4.63496        3.80243                 NaN            NaN   7.06246        43.0442       0.332157        41.1238     
  1157.65        500.000                 NaN   8.50194                 NaN            NaN            NaN   7.10358        42.9391       0.318982        41.1364     
