|6.6.6
Archiving\03_Data\eqfracLP/QFM_m3.5/LAR/LAR_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        ilm            q             
  1381.56        500.000        99.0432       0.243470       0.327402                 NaN  0.104587       0.281318                 NaN            NaN            NaN
  1380.56        500.000        99.0555       0.239212       0.323086                 NaN  0.104474       0.277759                 NaN            NaN            NaN
  1379.55        500.000        99.0636       0.321475       0.234045                 NaN  0.105265       0.275574                 NaN            NaN            NaN
  1378.55        500.000        99.0742       0.228832       0.318321                 NaN  0.106001       0.272695                 NaN            NaN            NaN
  1377.55        500.000        99.0827       0.225579       0.316043                 NaN  0.105657       0.270041                 NaN            NaN            NaN
  1376.54        500.000        99.0917       0.220504       0.314098                 NaN  0.106155       0.267540                 NaN            NaN            NaN
  1375.54        500.000        99.7715       0.490814E-001  0.829517E-001            NaN  0.288141E-001  0.676980E-001            NaN            NaN            NaN
  1374.53        500.000        98.4379       0.540581       0.378088                 NaN  0.183837       0.459639                 NaN            NaN            NaN
  1373.53        500.000        99.1187       0.206742       0.307469                 NaN  0.107257       0.259796                 NaN            NaN            NaN
  1372.52        500.000        98.9631       0.357668       0.255714                 NaN  0.118748       0.304724                 NaN            NaN            NaN
  1371.52        500.000        99.2929       0.250480       0.153776                 NaN  0.937670E-001  0.209118                 NaN            NaN            NaN
  1370.52        500.000        99.1435       0.194983       0.300854                 NaN  0.107941       0.252726                 NaN            NaN            NaN
  1369.51        500.000        99.1518       0.188116       0.299545                 NaN  0.109862       0.250650                 NaN            NaN            NaN
  1368.51        500.000        98.9980       0.224903       0.354155                 NaN  0.127768       0.295189                 NaN            NaN            NaN
  1367.50        500.000        99.3241       0.240669       0.145492                 NaN  0.901286E-001  0.199586                 NaN            NaN            NaN
  1366.50        500.000        99.1781       0.290629       0.182151                 NaN  0.106947       0.242182                 NaN            NaN            NaN
  1365.50        500.000        99.1832       0.177625       0.290348                 NaN  0.107902       0.240940                 NaN            NaN            NaN
  1364.49        500.000        99.0846       0.326862       0.195045                 NaN  0.123305       0.270143                 NaN            NaN            NaN
  1363.49        500.000        99.3029       0.249315       0.147800                 NaN  0.943105E-001  0.205690                 NaN            NaN            NaN
  1362.48        500.000        99.2054       0.285148       0.165928                 NaN  0.109003       0.234568                 NaN            NaN            NaN
  1361.48        500.000        99.2124       0.283198       0.162929                 NaN  0.108952       0.232474                 NaN            NaN            NaN
  1360.48        500.000        99.2196       0.158873       0.281782                 NaN  0.109309       0.230444                 NaN            NaN            NaN
  1359.47        500.000        99.2243       0.156868       0.281012                 NaN  0.108941       0.228859                 NaN            NaN            NaN
  1358.47        500.000        99.2341       0.153490       0.277638                 NaN  0.108772       0.226020                 NaN            NaN            NaN
  1357.46        500.000        99.2394       0.277052       0.149695                 NaN  0.109329       0.224478                 NaN            NaN            NaN
  1356.46        500.000        99.2426       0.275349       0.148204                 NaN  0.110045       0.223816                 NaN            NaN            NaN
  1355.46        500.000        99.2595       0.143301       0.270796                 NaN  0.107917       0.218444                 NaN            NaN            NaN
  1354.45        500.000        99.2604       0.139763       0.271789                 NaN  0.109646       0.218448                 NaN            NaN            NaN
  1353.45        500.000        99.2670       0.138960       0.269216                 NaN  0.108567       0.216216                 NaN            NaN            NaN
  1352.44        500.000        99.2653       0.139471       0.266747                 NaN  0.110294       0.218140                 NaN            NaN            NaN
  1351.44        500.000        99.2884       0.127419       0.267089                 NaN  0.108422       0.208641                 NaN            NaN            NaN
  1350.43        500.000        99.2852       0.264891       0.129671                 NaN  0.109217       0.211009                 NaN            NaN            NaN
  1349.43        500.000        99.2920       0.262513       0.129011                 NaN  0.107796       0.208654                 NaN            NaN            NaN
  1348.43        500.000        99.0978       0.330744       0.167894                 NaN  0.137740       0.265815                 NaN            NaN            NaN
  1347.42        500.000        99.5004       0.187346       0.884300E-001            NaN  0.770633E-001  0.146780                 NaN            NaN            NaN
  1346.42        500.000        99.3085       0.258763       0.120724                 NaN  0.108195       0.203845                 NaN            NaN            NaN
  1345.41        500.000        99.3130       0.126842       0.253691                 NaN  0.104211       0.202229                 NaN            NaN            NaN
  1344.41        500.000        99.3239       0.109732       0.257407                 NaN  0.109815       0.199146                 NaN            NaN            NaN
  1343.41        500.000        99.3270       0.253255       0.114935                 NaN  0.106715       0.198102                 NaN            NaN            NaN
  1342.40        500.000        99.3322       0.251962       0.112824                 NaN  0.106423       0.196582                 NaN            NaN            NaN
  1341.40        500.000        99.3379       0.111585       0.249772                 NaN  0.105943       0.194762                 NaN            NaN            NaN
  1340.39        500.000        99.3421       0.249901       0.108474                 NaN  0.106048       0.193439                 NaN            NaN            NaN
  1339.39        500.000        99.3490       0.107913       0.246852                 NaN  0.104943       0.191283                 NaN            NaN            NaN
  1338.39        500.000        99.3534       0.245793       0.106110                 NaN  0.104775       0.189949                 NaN            NaN            NaN
  1337.38        500.000        99.3594       0.243692       0.104670                 NaN  0.104113       0.188105                 NaN            NaN            NaN
  1336.38        500.000        99.3638       0.102420       0.243087                 NaN  0.103973       0.186758                 NaN            NaN            NaN
  1335.37        500.000        99.3691       0.242816       0.978054E-001            NaN  0.104961       0.185308                 NaN            NaN            NaN
  1334.37        500.000        99.3742       0.238132       0.103494                 NaN  0.101030       0.183153                 NaN            NaN            NaN
  1333.36        500.000        99.3772       0.980065E-001  0.239534                 NaN  0.102675       0.182560                 NaN            NaN            NaN
  1332.36        500.000        99.3854       0.235355       0.984992E-001            NaN  0.100896       0.179812                 NaN            NaN            NaN
  1331.36        500.000        99.3892       0.235677       0.948826E-001            NaN  0.101458       0.178795                 NaN            NaN            NaN
  1330.35        500.000        99.3899       0.953103E-001  0.235876                 NaN  0.100580       0.178349                 NaN            NaN            NaN
  1329.35        500.000        99.4011       0.930292E-001  0.231513                 NaN  0.995181E-001  0.174867                 NaN            NaN            NaN
  1328.34        500.000        99.4030       0.925479E-001  0.230945                 NaN  0.991695E-001  0.174355                 NaN            NaN            NaN
  1327.34        500.000        99.4060       0.225538       0.104263                 NaN  0.916277E-001  0.172539                 NaN            NaN            NaN
  1326.34        500.000        99.4128       0.784223E-001  0.232292                 NaN  0.104504       0.171947                 NaN            NaN            NaN
  1325.33        500.000        99.4164       0.226414       0.904470E-001            NaN  0.967339E-001  0.170005                 NaN            NaN            NaN
  1324.33        500.000        99.4200       0.224859       0.905330E-001            NaN  0.958125E-001  0.168800                 NaN            NaN            NaN
  1323.32        500.000        99.4255       0.223354       0.888651E-001            NaN  0.952078E-001  0.167107                 NaN            NaN            NaN
  1322.32        500.000        99.4292       0.885618E-001  0.221927                 NaN  0.944721E-001  0.165834                 NaN            NaN            NaN
  1321.32        500.000        99.4332       0.878208E-001  0.220917                 NaN  0.935471E-001  0.164536                 NaN            NaN            NaN
  1320.31        500.000        99.4374       0.219155       0.876582E-001            NaN  0.926075E-001  0.163159                 NaN            NaN            NaN
  1319.31        500.000        99.4418       0.870551E-001  0.217524                 NaN  0.918561E-001  0.161741                 NaN            NaN            NaN
  1318.30        500.000        99.4612       0.251643                 NaN            NaN  0.127144       0.160056                 NaN            NaN            NaN
  1317.30        500.000        99.4380       0.135862       0.191044                 NaN  0.741062E-001  0.161029                 NaN            NaN            NaN
  1316.29        500.000        99.4516       0.199658       0.123029                 NaN  0.695011E-001  0.156168                 NaN            NaN            NaN
  1315.29        500.000        99.4724       0.249808                 NaN            NaN  0.121940       0.155809                 NaN            NaN            NaN
  1314.29        500.000        99.4458       0.170686       0.174476                 NaN  0.528319E-001  0.156187                 NaN            NaN            NaN
  1313.28        500.000        99.4649       0.209612       0.839220E-001            NaN  0.872739E-001  0.154262                 NaN            NaN            NaN
  1312.28        500.000        99.4689       0.206878       0.872617E-001            NaN  0.843294E-001  0.152669                 NaN            NaN            NaN
  1311.27        500.000        99.4729       0.205553       0.864233E-001            NaN  0.837398E-001  0.151418                 NaN            NaN            NaN
  1310.27        500.000        99.4763       0.863838E-001  0.204065                 NaN  0.828933E-001  0.150341                 NaN            NaN            NaN
  1309.27        500.000        99.4798       0.872250E-001  0.202277                 NaN  0.815656E-001  0.149117                 NaN            NaN            NaN
  1308.26        500.000        99.4488       0.924167E-001  0.213646                 NaN  0.869019E-001  0.158234                 NaN            NaN            NaN
  1307.26        500.000        99.5227       0.818176E-001  0.185637                 NaN  0.734914E-001  0.136322                 NaN            NaN            NaN
  1306.25        500.000        99.4904       0.197668       0.881056E-001            NaN  0.782245E-001  0.145576                 NaN            NaN            NaN
  1305.25        500.000        99.4933       0.897059E-001  0.195689                 NaN  0.767237E-001  0.144573                 NaN            NaN            NaN
  1304.25        500.000        99.4971       0.194266       0.895896E-001            NaN  0.757740E-001  0.143316                 NaN            NaN            NaN
  1303.24        500.000        99.5000       0.902139E-001  0.192935                 NaN  0.745655E-001  0.142297                 NaN            NaN            NaN
  1302.24        500.000        99.5030       0.190502       0.917685E-001            NaN  0.733502E-001  0.141418                 NaN            NaN            NaN
  1301.23        500.000        99.5069       0.188385       0.919116E-001            NaN  0.726193E-001  0.140223                 NaN            NaN            NaN
  1300.23        500.000        99.5099       0.959515E-001  0.186522                 NaN  0.690130E-001  0.138655                 NaN            NaN            NaN
  1299.22        500.000        99.5130       0.926599E-001  0.186602                 NaN  0.697978E-001  0.137951                 NaN            NaN            NaN
  1298.22        500.000        99.5161       0.184380       0.941783E-001            NaN  0.684344E-001  0.136900                 NaN            NaN            NaN
  1297.22        500.000        99.5192       0.961083E-001  0.182398                 NaN  0.665717E-001  0.135750                 NaN            NaN            NaN
  1296.21        500.000        99.5222       0.180688       0.968871E-001            NaN  0.654613E-001  0.134779                 NaN            NaN            NaN
  1295.21        500.000        99.5784       0.171477       0.676259E-001            NaN  0.630504E-001  0.119418                 NaN            NaN            NaN
  1294.20        500.000        99.4706       0.188604       0.131094                 NaN  0.620115E-001  0.147722                 NaN            NaN            NaN
  1293.20        500.000        99.5308       0.174934       0.100920                 NaN  0.614551E-001  0.131855                 NaN            NaN            NaN
  1292.20        500.000        99.5330       0.103092       0.173257                 NaN  0.596676E-001  0.131000                 NaN            NaN            NaN
  1291.19        500.000        99.5358       0.171192       0.104705                 NaN  0.582544E-001  0.130046                 NaN            NaN            NaN
  1290.19        500.000        99.5390       0.169102       0.106070                 NaN  0.568291E-001  0.129008                 NaN            NaN            NaN
  1289.18        500.000        99.5414       0.107758       0.167190                 NaN  0.554480E-001  0.128176                 NaN            NaN            NaN
  1288.18        500.000        99.5444       0.165168       0.109234                 NaN  0.540380E-001  0.127174                 NaN            NaN            NaN
  1287.18        500.000        99.5466       0.110970       0.163479                 NaN  0.525363E-001  0.126386                 NaN            NaN            NaN
  1286.17        500.000        99.5491       0.114043       0.160572                 NaN  0.507337E-001  0.125503                 NaN            NaN            NaN
  1285.17        500.000        99.5517       0.115559       0.158790                 NaN  0.493348E-001  0.124610                 NaN            NaN            NaN
  1284.16        500.000        96.9752       0.358363       0.693306                 NaN  0.644257E-002  0.403234        1.56344                 NaN            NaN
  1283.16        500.000        93.0888        1.44491       0.712934                 NaN            NaN  0.826239        3.92707                 NaN            NaN
  1282.15        500.000        93.4379        1.38480       0.673057                 NaN            NaN  0.788187        3.71607                 NaN            NaN
  1281.15        500.000        93.7533        1.33162       0.635815                 NaN            NaN  0.753740        3.52554                 NaN            NaN
  1280.15        500.000        94.0455       0.595275        1.28826                 NaN            NaN  0.721835        3.34912                 NaN            NaN
  1279.14        500.000        94.3105       0.554639        1.25298                 NaN            NaN  0.692964        3.18894                 NaN            NaN
  1278.14        500.000        94.5602       0.509875        1.22554                 NaN            NaN  0.665668        3.03872                 NaN            NaN
  1277.13        500.000        94.7893        1.20849       0.460647                 NaN            NaN  0.640544        2.90105                 NaN            NaN
  1276.13        500.000        95.0001       0.398895        1.20928                 NaN            NaN  0.617342        2.77442                 NaN            NaN
  1275.13        500.000        95.2009        1.23853       0.310901                 NaN            NaN  0.595167        2.65446                 NaN            NaN
  1274.12        500.000        95.3915       0.139061        1.35436                 NaN            NaN  0.574066        2.54102                 NaN            NaN
  1273.12        500.000        95.5631        1.44356                 NaN            NaN            NaN  0.554268        2.43904                 NaN            NaN
  1272.11        500.000        95.7324        1.39317                 NaN            NaN            NaN  0.534544        2.33985                 NaN            NaN
  1271.11        500.000        95.8973        1.34330                 NaN            NaN            NaN  0.515314        2.24407                 NaN            NaN
  1270.11        500.000        96.0470        1.29775                 NaN            NaN            NaN  0.498291        2.15691                 NaN            NaN
  1269.10        500.000        96.1819        1.25803                 NaN            NaN            NaN  0.483432        2.07662                 NaN            NaN
  1268.10        500.000        96.3147        1.21799                 NaN            NaN            NaN  0.467557        1.99976                 NaN            NaN
  1267.09        500.000        96.4396        1.18035                 NaN            NaN            NaN  0.452290        1.92776                 NaN            NaN
  1266.09        500.000        96.2463        1.20604                 NaN            NaN            NaN  0.475559        2.03252       0.395567E-001            NaN
  1265.09        500.000        95.6562        1.31074                 NaN            NaN            NaN  0.546962        2.35608       0.130036                 NaN
  1264.08        500.000        95.8221        1.26164                 NaN            NaN            NaN  0.522863        2.26632       0.127124                 NaN
  1263.08        500.000        95.9903        1.21276                 NaN            NaN            NaN  0.502192        2.17301       0.121735                 NaN
  1262.07        500.000        96.1438        1.16796                 NaN            NaN            NaN  0.482488        2.08852       0.117236                 NaN
  1261.07        500.000        96.2863        1.12799                 NaN            NaN            NaN  0.466373        2.00769       0.111616                 NaN
  1260.06        500.000        96.4240        1.08699                 NaN            NaN            NaN  0.448638        1.93274       0.107673                 NaN
  1259.06        500.000        97.3129                 NaN            NaN            NaN  0.173242E-003  0.326765        2.19591       0.164246                 NaN
  1258.06        500.000        99.1410                 NaN            NaN            NaN            NaN  0.195252       0.638125       0.256720E-001            NaN
  1257.05        500.000        93.4907        3.12278                 NaN            NaN            NaN  0.744497        2.53973       0.102301                 NaN
  1256.05        500.000        98.0063                 NaN            NaN            NaN            NaN  0.214251        1.64489       0.134521                 NaN
  1255.04        500.000        98.6869                 NaN            NaN            NaN  0.184192       0.188950       0.882712       0.572105E-001            NaN
  1254.04        500.000        98.4617                 NaN            NaN            NaN  0.262968       0.223510       0.991592       0.602182E-001            NaN
  1253.04        500.000        92.9398        3.20537                 NaN            NaN            NaN  0.895342        2.86283       0.966937E-001            NaN
  1252.03        500.000        97.2886       0.821729                 NaN            NaN            NaN  0.335245        1.47100       0.834151E-001            NaN
  1251.03        500.000        97.3560       0.804592                 NaN            NaN            NaN  0.328094        1.43133       0.799732E-001            NaN
  1250.02        500.000        97.4194       0.788502                 NaN            NaN            NaN  0.321385        1.39401       0.766835E-001            NaN
  1249.02        500.000        97.4880       0.769254                 NaN            NaN            NaN  0.314022        1.35526       0.734689E-001            NaN
  1248.02        500.000        97.5556       0.749329                 NaN            NaN            NaN  0.305702        1.31847       0.709358E-001            NaN
  1247.01        500.000        97.6180       0.731058                 NaN            NaN            NaN  0.297282        1.28474       0.689201E-001            NaN
  1246.01        500.000        97.6767       0.715444                 NaN            NaN            NaN  0.291886        1.25043       0.655214E-001            NaN
  1245.00        500.000        97.7327       0.698787                 NaN            NaN            NaN  0.284056        1.22059       0.638383E-001            NaN
  1244.00        500.000        97.7932       0.680335                 NaN            NaN            NaN  0.276693        1.18819       0.615547E-001            NaN
  1242.99        500.000        97.8461       0.664641                 NaN            NaN            NaN  0.269939        1.15971       0.596144E-001            NaN
  1241.99        500.000        97.8951       0.650873                 NaN            NaN            NaN  0.263903        1.13256       0.575686E-001            NaN
  1240.99        500.000        97.9454       0.635475                 NaN            NaN            NaN  0.257434        1.10592       0.557804E-001            NaN
  1239.98        500.000        97.9869       0.623789                 NaN            NaN            NaN  0.250280        1.08414       0.548712E-001            NaN
  1238.98        500.000        98.0393       0.607494                 NaN            NaN            NaN  0.244750        1.05593       0.525438E-001            NaN
  1237.97        500.000        98.0806       0.595461                 NaN            NaN            NaN  0.239066        1.03378       0.510792E-001            NaN
  1236.97        500.000        98.1277       0.580314                 NaN            NaN            NaN  0.233284        1.00939       0.493375E-001            NaN
  1235.97        500.000        98.1605       0.573463                 NaN            NaN            NaN  0.230156       0.988763       0.471660E-001            NaN
  1234.96        500.000        98.2121       0.554707                 NaN            NaN            NaN  0.222398       0.964594       0.462415E-001            NaN
  1233.96        500.000        98.2414       0.548082                 NaN            NaN            NaN  0.218967       0.946962       0.445695E-001            NaN
  1232.95        500.000        98.2820       0.535593                 NaN            NaN            NaN  0.213644       0.925560       0.431835E-001            NaN
  1231.95        500.000        98.3161       0.525052                 NaN            NaN            NaN  0.208453       0.908204       0.421664E-001            NaN
  1230.95        500.000        98.3516       0.514325                 NaN            NaN            NaN  0.204477       0.889049       0.405279E-001            NaN
  1229.94        500.000        98.3873       0.503076                 NaN            NaN            NaN  0.199052       0.870943       0.396477E-001            NaN
  1228.94        500.000        98.4191       0.493343                 NaN            NaN            NaN  0.194338       0.854579       0.386644E-001            NaN
  1227.93        500.000        98.4497       0.484866                 NaN            NaN            NaN  0.191718       0.836945       0.368085E-001            NaN
  1226.93        500.000        98.4821       0.474554                 NaN            NaN            NaN  0.185684       0.821232       0.364052E-001            NaN
  1225.92        500.000        98.5133       0.464540                 NaN            NaN            NaN  0.182029       0.804971       0.351317E-001            NaN
  1224.92        500.000        98.5397       0.457124                 NaN            NaN            NaN  0.178449       0.790682       0.340179E-001            NaN
  1223.92        500.000        98.5690       0.447772                 NaN            NaN            NaN  0.174275       0.775801       0.331686E-001            NaN
  1222.91        500.000        98.5990       0.438280                 NaN            NaN            NaN  0.170876       0.759978       0.318531E-001            NaN
  1221.91        500.000        98.6235       0.431100                 NaN            NaN            NaN  0.167006       0.747229       0.311411E-001            NaN
  1220.90        500.000        98.6486       0.423569                 NaN            NaN            NaN  0.163477       0.734079       0.303062E-001            NaN
  1219.90        500.000        98.6725       0.416339                 NaN            NaN            NaN  0.159649       0.721999       0.295455E-001            NaN
  1218.90        500.000        98.6968       0.409222                 NaN            NaN            NaN  0.157481       0.708280       0.281671E-001            NaN
  1217.89        500.000        98.7241       0.399949                 NaN            NaN            NaN  0.153492       0.694937       0.274977E-001            NaN
  1216.89        500.000        98.7482       0.392571                 NaN            NaN            NaN  0.150928       0.681870       0.264093E-001            NaN
  1215.88        500.000        98.7719       0.384372                 NaN            NaN            NaN  0.145851       0.671430       0.264058E-001            NaN
  1214.88        500.000        98.7958       0.376841                 NaN            NaN            NaN  0.144055       0.658262       0.250002E-001            NaN
  1213.88        500.000        98.8173       0.370121                 NaN            NaN            NaN  0.141395       0.646946       0.242172E-001            NaN
  1212.87        500.000        98.8360       0.364890                 NaN            NaN            NaN  0.137223       0.637852       0.240267E-001            NaN
  1211.87        500.000        98.8568       0.358662                 NaN            NaN            NaN  0.135630       0.626035       0.228763E-001            NaN
  1210.86        500.000        98.8877       0.344807                 NaN            NaN            NaN  0.130457       0.614268       0.227667E-001            NaN
  1209.86        500.000        98.5615       0.178948                 NaN            NaN            NaN  0.136360        1.05310       0.700869E-001            NaN
  1208.85        500.000        98.0291       0.533254                 NaN            NaN            NaN  0.243727        1.16551       0.284013E-001            NaN
  1207.85        500.000        98.6224       0.352978       0.191030                 NaN            NaN  0.188796       0.635030       0.981540E-002            NaN
  1206.85        500.000        99.5844       0.305684                 NaN            NaN  0.264207E-001  0.665995E-001            NaN  0.168854E-001            NaN
  1205.84        500.000        98.9337       0.414074                 NaN            NaN            NaN  0.193718E-001  0.606366       0.264735E-001            NaN
  1204.84        500.000        99.3049       0.122209E-001  0.113976                 NaN            NaN  0.159811       0.397536       0.115839E-001            NaN
  1203.83        500.000        99.1298       0.283636                 NaN            NaN            NaN  0.100622       0.485947                 NaN            NaN
  1202.83        500.000        99.3961       0.283537                 NaN            NaN            NaN  0.772840E-001  0.238388       0.473753E-002            NaN
  1201.83        500.000        99.1044       0.227186                 NaN            NaN  0.289126E-001  0.902576E-001  0.542243       0.695528E-002            NaN
  1200.82        500.000        98.9891       0.314021                 NaN            NaN            NaN  0.111875       0.566328       0.186917E-001            NaN
  1199.82        500.000        99.0471       0.307029                 NaN            NaN            NaN  0.105213       0.523776       0.168883E-001            NaN
  1198.81        500.000        99.2054       0.232654                 NaN            NaN            NaN  0.901358E-001  0.456294       0.155093E-001            NaN
  1197.81        500.000        99.0472       0.274560                 NaN            NaN            NaN  0.107508       0.550652       0.200461E-001            NaN
  1196.81        500.000        98.5890       0.301900                 NaN            NaN            NaN  0.146511       0.684059       0.133199E-001  0.265210     
  1195.80        500.000        91.0993        1.15463       0.761382E-004            NaN            NaN  0.686603        3.49588       0.730712E-001   3.49040     
  1194.80        500.000        94.1923       0.771988                 NaN            NaN            NaN  0.446422        2.26330       0.430851E-001   2.28291     
  1193.79        500.000        95.4884       0.655302       0.606606E-002            NaN            NaN  0.365060        1.75334       0.264543E-001   1.70541     
  1192.79        500.000        92.3206       0.773514       0.162904       0.995640E-004            NaN  0.613738        3.04843       0.467845E-001   3.03392     
  1191.79        500.000        85.6601       0.523995        1.36110                 NaN            NaN   1.10199        5.67843       0.844805E-001   5.58985     
  1190.78        500.000        78.6436       0.898046        1.75221                 NaN            NaN   1.60315        8.63512       0.123694        8.34414     
  1189.78        500.000                 NaN   6.28702        5.19214                 NaN            NaN   7.27817        40.9947       0.596911        39.6511     
  1188.77        500.000                 NaN   6.89387       0.709696        3.87096                 NaN   7.27471        41.0018       0.598510        39.6505     
  1187.77        500.000                 NaN   6.22220        5.25850                 NaN            NaN   7.28003        40.9917       0.596244        39.6513     
  1186.76        500.000                 NaN   6.91690       0.881205        3.67696                 NaN   7.27571        41.0005       0.598218        39.6505     
  1185.76        500.000                 NaN   6.92215       0.917789        3.63552                 NaN   7.27635        40.9996       0.598020        39.6506     
  1184.76        500.000                 NaN   6.11637        5.36679                 NaN            NaN   7.28292        40.9871       0.595190        39.6516     
  1183.75        500.000                 NaN   6.93329        1.00075        3.54220                 NaN   7.27761        40.9979       0.597630        39.6507     
  1182.75        500.000                 NaN   6.93924        1.05064        3.48672                 NaN   7.27822        40.9970       0.597441        39.6507     
  1181.74        500.000                 NaN   5.99862        5.48718                 NaN            NaN   7.28594        40.9822       0.594064        39.6520     
  1180.74        500.000                 NaN   6.94619        1.06064        3.47071                 NaN   7.27965        40.9950       0.596981        39.6508     
  1179.74        500.000                 NaN   5.91222        5.57547                 NaN            NaN   7.28804        40.9787       0.593268        39.6523     
  1178.73        500.000                 NaN   6.95867        1.15520        3.36445                 NaN   7.28088        40.9933       0.596594        39.6509     
  1177.73        500.000                 NaN   6.96473        1.20343        3.31055                 NaN   7.28150        40.9924       0.596399        39.6510     
  1176.72        500.000                 NaN   6.97080        1.25245        3.25584                 NaN   7.28211        40.9915       0.596204        39.6510     
  1175.72        500.000                 NaN   5.71663        5.77519                 NaN            NaN   7.29247        40.9713       0.591547        39.6529     
  1174.72        500.000                 NaN   5.66218        5.83076                 NaN            NaN   7.29363        40.9693       0.591086        39.6530     
  1173.71        500.000                 NaN   5.60524        5.88885                 NaN            NaN   7.29482        40.9673       0.590611        39.6532     
  1172.71        500.000                 NaN   5.54558        5.94971                 NaN            NaN   7.29604        40.9652       0.590122        39.6534     
  1171.70        500.000                 NaN   5.48292        6.01360                 NaN            NaN   7.29729        40.9630       0.589616        39.6536     
  1170.70        500.000                 NaN   5.41714        6.08067                 NaN            NaN   7.29857        40.9608       0.589094        39.6537     
  1169.69        500.000                 NaN   5.34787        6.15127                 NaN            NaN   7.29988        40.9585       0.588553        39.6539     
  1168.69        500.000                 NaN   5.27693        6.22359                 NaN            NaN   7.30123        40.9561       0.587999        39.6541     
  1167.69        500.000                 NaN   5.20151        6.30044                 NaN            NaN   7.30261        40.9537       0.587424        39.6544     
  1166.68        500.000                 NaN   5.12192        6.38152                 NaN            NaN   7.30404        40.9511       0.586826        39.6546     
  1165.68        500.000                 NaN   6.83978        1.66061        2.98518                 NaN   7.29049        40.9787       0.593260        39.6519     
  1164.67        500.000                 NaN   4.94866        6.55797                 NaN            NaN   7.30703        40.9457       0.585558        39.6551     
  1163.67        500.000                 NaN   8.40306        3.06397                 NaN            NaN   7.27534        41.0083       0.600065        39.6493     
  1162.67        500.000                 NaN   6.84578        1.83347        2.80770                 NaN   7.29245        40.9759       0.592590        39.6521     
  1161.66        500.000                 NaN   6.84754        1.89475        2.74516                 NaN   7.29311        40.9749       0.592362        39.6522     
  1160.66        500.000                 NaN   4.53214        6.98184                 NaN            NaN   7.31371        40.9335       0.582665        39.6562     
  1159.65        500.000                 NaN   6.85031        2.01517        2.62292                 NaN   7.29442        40.9729       0.591906        39.6523     
  1158.65        500.000                 NaN   6.29414        5.19815                 NaN            NaN   7.30388        40.9616       0.589655        39.6526     
  1157.65        500.000                 NaN   11.5610                 NaN            NaN            NaN   7.34641        40.8623       0.566274        39.6640     
  1156.64        500.000                 NaN   4.26087        7.26329                 NaN            NaN   7.31998        40.9179       0.579688        39.6583     
  1155.64        500.000                 NaN   6.96444        2.47313        2.05134                 NaN   7.29569        40.9715       0.591494        39.6524     
  1154.63        500.000                 NaN   10.2316        1.33211                 NaN            NaN   7.34886        40.8576       0.565201        39.6646     
  1153.63        500.000                 NaN   6.64339        2.26549        2.58508                 NaN   7.30050        40.9629       0.589560        39.6531     
  1152.62        500.000                 NaN   11.5681                 NaN            NaN            NaN   7.35408        40.8495       0.563194        39.6650     
