|6.6.6
Archiving\03_Data\Deq/QFM_m3/K22/K22_1.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)       
  2000.00        2500.00        99.9607       0.392746E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.9607       0.392746E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.9607       0.392746E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.9607       0.392745E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.9607       0.392745E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.9607       0.392745E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.9607       0.392744E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.9607       0.392744E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.9607       0.392744E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.9607       0.392743E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.9607       0.392742E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.9607       0.392742E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.9561       0.392431E-001  0.469928E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.0919       0.333355E-001  0.874792                 NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        98.2277       0.274281E-001   1.74486                 NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        97.3636       0.215209E-001   2.61491                 NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        96.4995       0.156138E-001   3.48493                 NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        95.6460       0.956282E-002   4.34444                 NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        94.7926       0.351200E-002   5.20392                 NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        94.0380                 NaN   5.96197                 NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        93.3795                 NaN   6.62053                 NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        92.6937                 NaN   7.30628                 NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        92.0080                 NaN   7.99204                 NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        91.3222                 NaN   8.67780                 NaN            NaN            NaN            NaN            NaN            NaN
