|6.6.6
Archiving\03_Data\Deq/QFM/T13/T13_3.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
           9
T(K)           P(bar)         melt(TH)       O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an            
  2000.00        2500.00        99.7298       0.270241                 NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.7118       0.288179                 NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.6939       0.306122                 NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.6759       0.324068                 NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.6580       0.342019                 NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.6400       0.359974                 NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.6221       0.377933                 NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.6041       0.395897                 NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.5861       0.413864                 NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.5293       0.470698                 NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.4725       0.527547                 NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.4156       0.584413                 NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.3587       0.641294                 NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.3018       0.698192                 NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.2449       0.755106                 NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.1880       0.812036                 NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.1310       0.868982                 NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        98.9444        1.05556                 NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        98.7578        1.24222                 NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        98.5710        1.42897                 NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        98.3842        1.61580                 NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        98.0215        1.97845                 NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        97.6586        2.34136                 NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        97.1918        2.80818                 NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        96.6579        3.34000       0.209636E-002            NaN            NaN            NaN            NaN
  1919.87        2500.00        96.0070        3.97871       0.142655E-001            NaN            NaN            NaN            NaN
  1916.67        2500.00        95.3554        4.61812       0.264485E-001            NaN            NaN            NaN            NaN
  1913.46        2500.00        94.7031        5.25823       0.386453E-001            NaN            NaN            NaN            NaN
  1910.26        2500.00        94.0501        5.89905       0.508559E-001            NaN            NaN            NaN            NaN
  1907.05        2500.00        93.3964        6.54056       0.630801E-001            NaN            NaN            NaN            NaN
  1903.85        2500.00        92.7419        7.18277       0.753181E-001            NaN            NaN            NaN            NaN
  1900.64        2500.00        92.0868        7.82567       0.875696E-001            NaN            NaN            NaN            NaN
  1897.44        2500.00        91.4309        8.46926       0.998347E-001            NaN            NaN            NaN            NaN
  1894.23        2500.00        90.7662        9.12302       0.110824                 NaN            NaN            NaN            NaN
  1891.03        2500.00        90.1007        9.77750       0.121825                 NaN            NaN            NaN            NaN
  1887.82        2500.00        89.4345        10.4327       0.132839                 NaN            NaN            NaN            NaN
  1884.62        2500.00        88.7675        11.0886       0.143865                 NaN            NaN            NaN            NaN
  1881.41        2500.00        88.0999        11.7452       0.154904                 NaN            NaN            NaN            NaN
  1878.21        2500.00        87.4315        12.4025       0.165954                 NaN            NaN            NaN            NaN
  1875.00        2500.00        86.7624        13.0606       0.177017                 NaN            NaN            NaN            NaN
  1871.79        2500.00        86.0926        13.7193       0.188092                 NaN            NaN            NaN            NaN
  1868.59        2500.00        85.4576        14.3442       0.198179                 NaN            NaN            NaN            NaN
  1865.38        2500.00        84.8219        14.9698       0.208275                 NaN            NaN            NaN            NaN
  1862.18        2500.00        84.1856        15.5960       0.218383                 NaN            NaN            NaN            NaN
  1858.97        2500.00        83.5486        16.2229       0.228501                 NaN            NaN            NaN            NaN
  1855.77        2500.00        82.9110        16.8503       0.238630                 NaN            NaN            NaN            NaN
  1852.56        2500.00        82.2728        17.4785       0.248769                 NaN            NaN            NaN            NaN
  1849.36        2500.00        81.6339        18.1072       0.258919                 NaN            NaN            NaN            NaN
  1846.15        2500.00        80.9943        18.7366       0.269079                 NaN            NaN            NaN            NaN
  1842.95        2500.00        80.3895        19.3321       0.278334                 NaN            NaN            NaN            NaN
  1839.74        2500.00        79.7842        19.9282       0.287597                 NaN            NaN            NaN            NaN
  1836.54        2500.00        79.1782        20.5249       0.296870                 NaN            NaN            NaN            NaN
  1833.33        2500.00        78.5717        21.1222       0.306151                 NaN            NaN            NaN            NaN
  1830.13        2500.00        77.9646        21.7200       0.315442                 NaN            NaN            NaN            NaN
  1826.92        2500.00        77.3569        22.3183       0.324742                 NaN            NaN            NaN            NaN
  1823.72        2500.00        76.7487        22.9172       0.334050                 NaN            NaN            NaN            NaN
  1820.51        2500.00        76.1399        23.5167       0.343368                 NaN            NaN            NaN            NaN
