|6.6.6
Archiving\03_Data\Deq/QFM/T13/T13_1.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
           9
T(K)           P(bar)         melt(TH)       O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an            
  2000.00        2500.00        99.7015       0.298489                 NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.6826       0.317443                 NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.6636       0.336396                 NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.6447       0.355349                 NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.6257       0.374302                 NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.6067       0.393255                 NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.5878       0.412208                 NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.5688       0.431160                 NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.5499       0.450113                 NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.4898       0.510163                 NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.4298       0.570214                 NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.3697       0.630264                 NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.3097       0.690313                 NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.2496       0.750362                 NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.1896       0.810411                 NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.1295       0.870459                 NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.0695       0.930506                 NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        98.8725        1.12755                 NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        98.6754        1.32458                 NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        98.4784        1.52162                 NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        98.2813        1.71866                 NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        97.8985        2.10150                 NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        97.5157        2.48433                 NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        97.0231        2.97690                 NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        96.4590        3.53794       0.301948E-002            NaN            NaN            NaN            NaN
  1919.87        2500.00        95.7655        4.21391       0.205970E-001            NaN            NaN            NaN            NaN
  1916.67        2500.00        95.0719        4.88990       0.381751E-001            NaN            NaN            NaN            NaN
  1913.46        2500.00        94.3783        5.56591       0.557537E-001            NaN            NaN            NaN            NaN
  1910.26        2500.00        93.6847        6.24195       0.733329E-001            NaN            NaN            NaN            NaN
  1907.05        2500.00        92.9911        6.91800       0.909126E-001            NaN            NaN            NaN            NaN
  1903.85        2500.00        92.2974        7.59408       0.108493                 NaN            NaN            NaN            NaN
  1900.64        2500.00        91.6038        8.27017       0.126074                 NaN            NaN            NaN            NaN
  1897.44        2500.00        90.9101        8.94629       0.143655                 NaN            NaN            NaN            NaN
  1894.23        2500.00        90.2024        9.63804       0.159514                 NaN            NaN            NaN            NaN
  1891.03        2500.00        89.4948        10.3298       0.175372                 NaN            NaN            NaN            NaN
  1887.82        2500.00        88.7871        11.0216       0.191232                 NaN            NaN            NaN            NaN
  1884.62        2500.00        88.0795        11.7135       0.207092                 NaN            NaN            NaN            NaN
  1881.41        2500.00        87.3717        12.4053       0.222953                 NaN            NaN            NaN            NaN
  1878.21        2500.00        86.6640        13.0972       0.238814                 NaN            NaN            NaN            NaN
  1875.00        2500.00        85.9562        13.7891       0.254676                 NaN            NaN            NaN            NaN
  1871.79        2500.00        85.2484        14.4810       0.270539                 NaN            NaN            NaN            NaN
  1868.59        2500.00        84.5720        15.1429       0.285093                 NaN            NaN            NaN            NaN
  1865.38        2500.00        83.8955        15.8048       0.299647                 NaN            NaN            NaN            NaN
  1862.18        2500.00        83.2190        16.4668       0.314202                 NaN            NaN            NaN            NaN
