|6.6.6
Archiving\03_Data\frac/QFM_m3.5/NWA1068/NWA1068_3.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1894.74        2500.00        99.3460       0.637075       0.169553E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        2500.00        99.3459       0.637128       0.169555E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        2500.00        99.3459       0.637181       0.169558E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        2500.00        99.3458       0.637234       0.169560E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        2500.00        99.3458       0.637287       0.169563E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        2500.00        99.3457       0.637341       0.169565E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        2500.00        99.3456       0.637394       0.169568E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        99.3456       0.637447       0.169571E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        99.3455       0.637500       0.169573E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        99.3455       0.637554       0.169576E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        99.3454       0.637607       0.169579E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        99.3454       0.637660       0.169581E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        99.3453       0.637714       0.169584E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        99.3453       0.637767       0.169587E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        99.3452       0.637823       0.169590E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        99.3452       0.637874       0.169592E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.3451       0.637927       0.169595E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        99.3451       0.637981       0.169598E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.3450       0.638035       0.169601E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.3450       0.638088       0.169604E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.3449       0.638142       0.169606E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.3448       0.638195       0.169609E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.3448       0.638249       0.169612E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.3447       0.638303       0.169615E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.3447       0.638356       0.169618E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.3446       0.638410       0.169621E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.3446       0.638464       0.169624E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.3445       0.638518       0.169627E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.3445       0.638571       0.169630E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.3444       0.638625       0.169633E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.3444       0.638679       0.169636E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.3443       0.638733       0.169640E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.3442       0.638787       0.169643E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.3442       0.638841       0.169646E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.3441       0.638895       0.169649E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.3441       0.638949       0.169652E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.3440       0.639003       0.169655E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.3440       0.639057       0.169659E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.3439       0.639111       0.169662E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.3439       0.639165       0.169665E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.3438       0.639219       0.169668E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.3438       0.639273       0.169672E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.3437       0.639327       0.169675E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.3437       0.639381       0.169678E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.3436       0.639436       0.169682E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.3435       0.639490       0.169685E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.3435       0.639544       0.169688E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.3434       0.639598       0.169692E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.3434       0.639653       0.169695E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.3433       0.639707       0.169699E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.3433       0.639761       0.169702E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.3432       0.639816       0.169706E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.3432       0.639870       0.169709E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.3431       0.639924       0.169713E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.3430       0.639979       0.169716E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.3430       0.640033       0.169720E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.3429       0.640088       0.169723E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.3429       0.640142       0.169727E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.3428       0.640197       0.169731E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.3428       0.640251       0.169734E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.3427       0.640306       0.169738E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.3427       0.640361       0.169742E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.3426       0.640415       0.169745E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.3426       0.640470       0.169749E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.3425       0.640524       0.169753E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.3424       0.640579       0.169757E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.3424       0.640634       0.169760E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.3423       0.640688       0.169764E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.3423       0.640743       0.169768E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.3422       0.640798       0.169772E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.3422       0.640853       0.169776E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.3421       0.640908       0.169779E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.3421       0.640962       0.169783E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.3420       0.641017       0.169787E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.3419       0.641072       0.169791E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.3419       0.641127       0.169795E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.3418       0.641182       0.169799E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.3418       0.641237       0.169803E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.3417       0.641292       0.169807E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.3417       0.641347       0.169811E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.3416       0.641402       0.169815E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.3416       0.641456       0.169819E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.3333       0.641522       0.169826E-001  0.822059E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.3332       0.641640       0.169846E-001  0.817453E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.3332       0.641757       0.169867E-001  0.809736E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.3331       0.641874       0.169887E-001  0.801841E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.3331       0.641990       0.169908E-001  0.796290E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.3330       0.642106       0.169928E-001  0.786429E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.3329       0.642222       0.169948E-001  0.787794E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.3329       0.642337       0.169968E-001  0.777995E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.3325       0.642452       0.169988E-001  0.807205E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.3206       0.642572       0.169746E-001  0.729970E-002  0.125240E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.9923                 NaN            NaN  0.765679E-002  0.260709E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.8026                 NaN            NaN  0.771929E-002  0.189691                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.4707                 NaN            NaN  0.793665E-002  0.521322                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.4713                 NaN            NaN  0.791147E-002  0.520757                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.4719                 NaN            NaN  0.787679E-002  0.520193                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        99.4729                 NaN            NaN  0.785810E-002  0.519252                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        99.4743                 NaN            NaN  0.781501E-002  0.517849                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        99.4535                 NaN            NaN  0.809532E-002  0.538361                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        99.4975                 NaN            NaN  0.742066E-002  0.495094                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        99.4775                 NaN            NaN  0.772861E-002  0.514744                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        99.4775                 NaN            NaN  0.769083E-002  0.514793                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        99.4638                 NaN            NaN  0.789859E-002  0.528336                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        99.4993                 NaN            NaN  0.736014E-002  0.493319                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        99.4802                 NaN            NaN  0.764419E-002  0.512155                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        99.4880                 NaN            NaN  0.749417E-002  0.504497                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        99.4865                 NaN            NaN  0.751802E-002  0.505937                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        99.4875                 NaN            NaN  0.747743E-002  0.504989                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        99.4853                 NaN            NaN  0.753277E-002  0.507208                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.9862                 NaN            NaN  0.148474E-001  0.998933                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        99.9942                 NaN            NaN  0.819400E-004  0.573669E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        99.5080                 NaN            NaN  0.700602E-002  0.484974                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        99.4989                 NaN            NaN  0.729184E-002  0.493782                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        99.5004                 NaN            NaN  0.724852E-002  0.492314                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        99.5025                 NaN            NaN  0.721399E-002  0.490271                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        99.5048                 NaN            NaN  0.718076E-002  0.487990                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        99.5071                 NaN            NaN  0.713872E-002  0.485785                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        99.5097                 NaN            NaN  0.709474E-002  0.483184                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        99.5114                 NaN            NaN  0.706783E-002  0.481493                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        99.5152                 NaN            NaN  0.700207E-002  0.477822                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        99.5101                 NaN            NaN  0.707905E-002  0.482860                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        99.5260                 NaN            NaN  0.683389E-002  0.467186                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        99.5231                 NaN            NaN  0.688709E-002  0.470058                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        99.5258                 NaN            NaN  0.683972E-002  0.467387                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        99.5278                 NaN            NaN  0.681651E-002  0.465393                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        99.5313                 NaN            NaN  0.676192E-002  0.461907                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        99.5337                 NaN            NaN  0.672852E-002  0.459545                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        99.5362                 NaN            NaN  0.668450E-002  0.457155                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        99.5405                 NaN            NaN  0.662427E-002  0.452903                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        99.5408                 NaN            NaN  0.669543E-002  0.452512                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        99.5481                 NaN            NaN  0.649509E-002  0.445383                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        99.5486                 NaN            NaN  0.649756E-002  0.444923                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        99.5515                 NaN            NaN  0.646301E-002  0.442009                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        99.5545                 NaN            NaN  0.641901E-002  0.439073                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        99.5580                 NaN            NaN  0.637917E-002  0.435666                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.5606                 NaN            NaN  0.633625E-002  0.433028                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        99.5637                 NaN            NaN  0.628020E-002  0.430017                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.5677                 NaN            NaN  0.621843E-002  0.426126                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.4036                 NaN            NaN  0.864116E-002  0.587775                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.9064                 NaN            NaN  0.120279E-002  0.923669E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.5908                 NaN            NaN  0.589157E-002  0.403348                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.3965                 NaN            NaN  0.868533E-002  0.594814                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.5619                 NaN            NaN  0.631625E-002  0.431805                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.6079                 NaN            NaN  0.563714E-002  0.386460                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.5671                 NaN            NaN  0.595221E-002  0.426949                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.6133                 NaN            NaN  0.585131E-002  0.380869                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.5982                 NaN            NaN  0.576960E-002  0.396024                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.7257                 NaN            NaN  0.394151E-002  0.270344                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.6740                 NaN            NaN  0.478956E-002  0.321189                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.4069                 NaN            NaN  0.841418E-002  0.584672                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.6073                 NaN            NaN  0.564733E-002  0.387049                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.6919                 NaN            NaN  0.388922E-002  0.224280       0.799545E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        98.6848                 NaN            NaN  0.971052E-002            NaN   1.30546                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        98.9358                 NaN            NaN  0.728944E-002  0.177642E-001   1.03913                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        98.7784                 NaN            NaN  0.824364E-002            NaN   1.21333                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.0980                 NaN            NaN  0.593233E-002            NaN  0.896107                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.9184                 NaN            NaN  0.690405E-002            NaN   1.07468                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.9053                 NaN            NaN  0.676401E-002            NaN   1.08796                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.8829                 NaN            NaN  0.661756E-002            NaN   1.11048                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.8546                 NaN            NaN  0.640864E-002            NaN   1.13902                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.8115                 NaN            NaN  0.617942E-002            NaN   1.18228                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.4852                 NaN            NaN  0.353734E-002            NaN   1.04454       0.466736                 NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.4696                 NaN            NaN  0.306821E-002            NaN   1.15091       0.376429                 NaN            NaN            NaN            NaN            NaN
