|6.6.6
Archiving\03_Data\eq/QFM_m0.25/YM20/YM20_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       O(HP)          mang           Sp(TH)         pxmn           Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        2500.00        99.3004       0.329518       0.370059                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.2907       0.339238       0.370057                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.2810       0.348959       0.370056                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.2713       0.358680       0.370055                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.2615       0.368400       0.370054                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.2518       0.378121       0.370052                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.2421       0.387841       0.370051                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.2324       0.397562       0.370050                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.2227       0.407282       0.370049                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.2046       0.425366       0.370047                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.1865       0.443450       0.370046                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.1684       0.461534       0.370045                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.1503       0.479617       0.370043                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.1323       0.497701       0.370042                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.1142       0.515784       0.370041                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.0961       0.533868       0.370040                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.0780       0.551951       0.370038                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.0390       0.590970       0.370037                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.0000       0.629989       0.370036                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        98.9610       0.669007       0.370035                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        98.9219       0.708026       0.370033                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        98.8829       0.747044       0.370032                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        98.8439       0.786062       0.370031                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        98.8049       0.825079       0.370030                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        98.7659       0.864097       0.370029                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        98.6967       0.933231       0.370027                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        98.6276        1.00236       0.370026                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        98.5318        1.09814       0.370026                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        98.3750        1.22668       0.336603                 NaN  0.617290E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        98.1441        1.40419       0.273532                 NaN  0.178220                 NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        97.9131        1.58170       0.210461                 NaN  0.294710                 NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        97.5551        1.86732       0.124941                 NaN  0.452664                 NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        97.0569        2.25545       0.133046E-001  0.155079E-001  0.658857                 NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        96.6833        2.59610                 NaN  0.371818E-001  0.683431                 NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        96.3081        2.95111                 NaN  0.573389E-001  0.683433                 NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        95.8618        3.37770                 NaN  0.770115E-001  0.683437                 NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        95.4156        3.80430                 NaN  0.966842E-001  0.683440                 NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        94.8762        4.32498                 NaN  0.115424       0.683445                 NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        94.3367        4.84567                 NaN  0.134164       0.683450                 NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        93.7973        5.36637                 NaN  0.152905       0.683455                 NaN            NaN            NaN            NaN            NaN            NaN
