|6.6.6
Archiving\03_Data\eqLP/QFM_m4.75/ALH/ALH_3.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       mang           iron           pxmn           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1951.92        500.000        97.2285       0.218932        2.39806       0.154521                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        97.2021       0.209980        2.41021       0.177746                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        97.1340       0.180835        2.43202       0.253128                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        97.0659       0.151671        2.45385       0.328567                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        96.9978       0.122488        2.47569       0.404063                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        96.9296       0.932854E-001   2.49755       0.479615                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        96.8627       0.646771E-001   2.51897       0.553639                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        96.7958       0.360505E-001   2.54041       0.627717                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        96.7296       0.770970E-002   2.56164       0.701065                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        96.7020                 NaN   2.57685       0.721144                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        96.6890                 NaN   2.58966       0.721315                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        96.6760                 NaN   2.60247       0.721485                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        96.6631                 NaN   2.61529       0.721656                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        96.6501                 NaN   2.62812       0.721827                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        96.6371                 NaN   2.64095       0.721997                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        96.6240                 NaN   2.65378       0.722168                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        96.6110                 NaN   2.66662       0.722339                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        96.5980                 NaN   2.67947       0.722509                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        96.5852                 NaN   2.69208       0.722678                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        96.5725                 NaN   2.70470       0.722847                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        96.5597                 NaN   2.71732       0.723016                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        96.5469                 NaN   2.72995       0.723185                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        96.5342                 NaN   2.74247       0.723353                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        96.5215                 NaN   2.75500       0.723521                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        96.5089                 NaN   2.76746       0.723688                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        96.3831                 NaN   2.77751       0.723890       0.115547                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        95.7653                 NaN   2.77474       0.724225       0.735713                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        95.1470                 NaN   2.77198       0.724560        1.35643                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        94.5282                 NaN   2.76920       0.724893        1.97769                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        93.9089                 NaN   2.76642       0.725226        2.59950                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        93.2890                 NaN   2.76362       0.725557        3.22185                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        92.6685                 NaN   2.76083       0.725887        3.84474                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        92.0476                 NaN   2.75802       0.726217        4.46817                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        91.4261                 NaN   2.75521       0.726545        5.09213                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        90.8398                 NaN   2.74845       0.726834        5.68489                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        90.2531                 NaN   2.74167       0.727122        6.27810                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        89.6660                 NaN   2.73489       0.727409        6.87174                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        89.0784                 NaN   2.72810       0.727695        7.46581                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        88.4904                 NaN   2.72130       0.727980        8.06032                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        87.9020                 NaN   2.71448       0.728263        8.65525                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        87.3132                 NaN   2.70766       0.728546        9.25061                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        86.7239                 NaN   2.70083       0.728827        9.84639                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        86.1547                 NaN   2.68975       0.729074        10.4265                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        85.5852                 NaN   2.67865       0.729321        11.0069                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        85.0153                 NaN   2.66753       0.729566        11.5876                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        84.4450                 NaN   2.65641       0.729810        12.1687                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        83.8745                 NaN   2.64528       0.730052        12.7502                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        83.3036                 NaN   2.63414       0.730294        13.3320                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        82.7324                 NaN   2.62298       0.730534        13.9141                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        82.1608                 NaN   2.61182       0.730772        14.4966                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        81.5977                 NaN   2.59739       0.730988        15.0739                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        81.0342                 NaN   2.58295       0.731202        15.6516                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        80.4705                 NaN   2.56850       0.731416        16.2296                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        79.9065                 NaN   2.55404       0.731627        16.8078                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        79.3419                 NaN   2.53787       0.731829        17.3884                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        78.7674                 NaN   2.52007       0.732031        17.9741       0.647803E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        78.1915                 NaN   2.50136       0.732232        18.5575       0.174613E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        77.6154                 NaN   2.48264       0.732432        19.1411       0.284509E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        77.0350                 NaN   2.46033       0.732612        19.7329       0.391153E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        76.4545                 NaN   2.43802       0.732791        20.3249       0.497851E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        75.8737                 NaN   2.41569       0.732969        20.9172       0.604602E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        75.2927                 NaN   2.39334       0.733146        21.5096       0.711405E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        74.7116                 NaN   2.37099       0.733320        22.1023       0.818261E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        500.000        74.1302                 NaN   2.34862       0.733494        22.6952       0.925167E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        500.000        73.5486                 NaN   2.32624       0.733665        23.2883       0.103212                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        500.000        72.9668                 NaN   2.30384       0.733836        23.8816       0.113913                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        500.000        72.3776                 NaN   2.27551       0.733977        24.4888       0.124087                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        500.000        71.7883                 NaN   2.24717       0.734116        25.0961       0.134265                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        500.000        71.1988                 NaN   2.21881       0.734254        25.7036       0.144447                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        500.000        70.6093                 NaN   2.19044       0.734390        26.3113       0.154633                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        500.000        70.0195                 NaN   2.16206       0.734525        26.9191       0.164822                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        500.000        69.4297                 NaN   2.13367       0.734658        27.5270       0.175015                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        500.000        68.8397                 NaN   2.10527       0.734790        28.1351       0.185211                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        500.000        68.2495                 NaN   2.07685       0.734919        28.7433       0.195411                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        500.000        67.6569                 NaN   2.04274       0.735021        29.3602       0.205152                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        500.000        67.0641                 NaN   2.00863       0.735121        29.9772       0.214895                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        500.000        66.4713                 NaN   1.97450       0.735219        30.5943       0.224641                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        500.000        65.8784                 NaN   1.94036       0.735316        31.2115       0.234390                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        500.000        65.2855                 NaN   1.90621       0.735411        31.8288       0.244140                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        500.000        64.6925                 NaN   1.87205       0.735504        32.4461       0.253892                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        500.000        64.0994                 NaN   1.83789       0.735596        33.0635       0.263647                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        500.000        63.5063                 NaN   1.80371       0.735686        33.6809       0.273404                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        500.000        62.9182                 NaN   1.76369       0.735747        34.2996       0.282751                 NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        500.000        62.3301                 NaN   1.72367       0.735806        34.9183       0.292100                 NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        500.000        61.7421                 NaN   1.68364       0.735863        35.5370       0.301450                 NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        500.000        61.1540                 NaN   1.64361       0.735919        36.1557       0.310800                 NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        500.000        60.5660                 NaN   1.60357       0.735973        36.7744       0.320152                 NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        500.000        59.9779                 NaN   1.56352       0.736026        37.3930       0.329504                 NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        500.000        59.3899                 NaN   1.52347       0.736076        38.0117       0.338857                 NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        58.8019                 NaN   1.48341       0.736125        38.6303       0.348211                 NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        500.000        58.2303                 NaN   1.43738       0.736143        39.2392       0.356973                 NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        500.000        57.6587                 NaN   1.39136       0.736160        39.8481       0.365734                 NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        500.000        57.0871                 NaN   1.34533       0.736175        40.4569       0.374496                 NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        500.000        56.5157                 NaN   1.29930       0.736188        41.0656       0.383257                 NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        500.000        55.9443                 NaN   1.25327       0.736200        41.6742       0.392018                 NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        500.000        55.3731                 NaN   1.20724       0.736210        42.2827       0.400778                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        500.000        54.8019                 NaN   1.16122       0.736219        42.8911       0.409538                 NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        500.000        54.2309                 NaN   1.11519       0.736225        43.4994       0.418297                 NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        500.000        53.6915                 NaN   1.06430       0.736204        44.0814       0.426679                 NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        500.000        53.1522                 NaN   1.01341       0.736182        44.6632       0.435060                 NaN            NaN            NaN            NaN            NaN            NaN
  1631.41        500.000        52.6130                 NaN  0.962532       0.736158        45.2448       0.443440                 NaN            NaN            NaN            NaN            NaN            NaN
  1628.21        500.000        52.0741                 NaN  0.911659       0.736132        45.8263       0.451819                 NaN            NaN            NaN            NaN            NaN            NaN
  1625.00        500.000        51.5352                 NaN  0.860792       0.736105        46.4077       0.460196                 NaN            NaN            NaN            NaN            NaN            NaN
  1621.79        500.000        50.9965                 NaN  0.809932       0.736077        46.9889       0.468572                 NaN            NaN            NaN            NaN            NaN            NaN
  1618.59        500.000        50.4579                 NaN  0.759079       0.736047        47.5700       0.476947                 NaN            NaN            NaN            NaN            NaN            NaN
  1615.38        500.000        49.9195                 NaN  0.708233       0.736016        48.1509       0.485320                 NaN            NaN            NaN            NaN            NaN            NaN
  1612.18        500.000        49.4182                 NaN  0.652210       0.735956        48.7003       0.493307                 NaN            NaN            NaN            NaN            NaN            NaN
  1608.97        500.000        48.9170                 NaN  0.596200       0.735895        49.2496       0.501291                 NaN            NaN            NaN            NaN            NaN            NaN
  1605.77        500.000        48.4160                 NaN  0.540203       0.735833        49.7987       0.509274                 NaN            NaN            NaN            NaN            NaN            NaN
  1602.56        500.000        47.9152                 NaN  0.484220       0.735769        50.3475       0.517255                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.36        500.000        47.4146                 NaN  0.428251       0.735705        50.8962       0.525234                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.15        500.000        46.9142                 NaN  0.372297       0.735639        51.4447       0.533211                 NaN            NaN            NaN            NaN            NaN            NaN
  1592.95        500.000        46.4139                 NaN  0.316357       0.735572        51.9930       0.541185                 NaN            NaN            NaN            NaN            NaN            NaN
  1589.74        500.000        45.9138                 NaN  0.260431       0.735503        52.5411       0.549158                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.54        500.000        45.4428                 NaN  0.200599       0.735414        53.0643       0.556845                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.33        500.000        44.9721                 NaN  0.140787       0.735324        53.5873       0.564529                 NaN            NaN            NaN            NaN            NaN            NaN
  1580.13        500.000        44.5015                 NaN  0.809941E-001  0.735232        54.1101       0.572211                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.92        500.000        44.0311                 NaN  0.212217E-001  0.735140        54.6327       0.579891                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.72        500.000        43.6818                 NaN            NaN  0.735191        54.9973       0.585698                 NaN            NaN            NaN            NaN            NaN            NaN
  1570.51        500.000        43.3955                 NaN            NaN  0.735320        55.2781       0.591142                 NaN            NaN            NaN            NaN            NaN            NaN
  1567.31        500.000        43.1156                 NaN            NaN  0.735448        55.5522       0.596784                 NaN            NaN            NaN            NaN            NaN            NaN
  1564.10        500.000        42.8356                 NaN            NaN  0.735574        55.8264       0.602426                 NaN            NaN            NaN            NaN            NaN            NaN
  1560.90        500.000        42.5800                 NaN            NaN  0.735691        56.0769       0.607459                 NaN            NaN            NaN            NaN            NaN            NaN
  1557.69        500.000        42.3244                 NaN            NaN  0.735806        56.3273       0.612492                 NaN            NaN            NaN            NaN            NaN            NaN
  1554.49        500.000        42.0687                 NaN            NaN  0.735921        56.5778       0.617527                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.28        500.000        41.8131                 NaN            NaN  0.736034        56.8283       0.622562                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.08        500.000        41.5574                 NaN            NaN  0.736147        57.0788       0.627598                 NaN            NaN            NaN            NaN            NaN            NaN
  1544.87        500.000        41.3018                 NaN            NaN  0.736259        57.3293       0.632636                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.67        500.000        41.0462                 NaN            NaN  0.736369        57.5798       0.637674                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.46        500.000        40.7905                 NaN            NaN  0.736479        57.8303       0.642713                 NaN            NaN            NaN            NaN            NaN            NaN
  1535.26        500.000        40.5595                 NaN            NaN  0.736577        58.0563       0.647593                 NaN            NaN            NaN            NaN            NaN            NaN
  1532.05        500.000        40.3286                 NaN            NaN  0.736673        58.2823       0.652473                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.85        500.000        39.7592                 NaN            NaN  0.737205        58.3091       0.649727       0.544750                 NaN            NaN            NaN            NaN            NaN
  1525.64        500.000        39.1603                 NaN            NaN  0.737777        58.3051       0.645793        1.15098                 NaN            NaN            NaN            NaN            NaN
  1522.44        500.000        38.5866                 NaN            NaN  0.738331        58.2988       0.641245        1.73502                 NaN            NaN            NaN            NaN            NaN
  1519.23        500.000        38.0122                 NaN            NaN  0.738885        58.2923       0.636690        2.31992                 NaN            NaN            NaN            NaN            NaN
  1516.03        500.000        37.4369                 NaN            NaN  0.739440        58.2859       0.632128        2.90567                 NaN            NaN            NaN            NaN            NaN
  1512.82        500.000        36.8608                 NaN            NaN  0.739995        58.2794       0.627559        3.49229                 NaN            NaN            NaN            NaN            NaN
  1509.62        500.000        36.3219                 NaN            NaN  0.740519        58.2711       0.622374        4.04418                 NaN            NaN            NaN            NaN            NaN
  1506.41        500.000        35.7822                 NaN            NaN  0.741044        58.2628       0.617182        4.59682                 NaN            NaN            NaN            NaN            NaN
  1503.21        500.000        35.2418                 NaN            NaN  0.741569        58.2544       0.611982        5.15023                 NaN            NaN            NaN            NaN            NaN
  1500.00        500.000        34.7007                 NaN            NaN  0.742094        58.2460       0.606775        5.70440                 NaN            NaN            NaN            NaN            NaN
  1496.79        500.000        34.1799                 NaN            NaN  0.742603        58.2372       0.600952        6.23929                 NaN            NaN            NaN            NaN            NaN
  1493.59        500.000        33.6584                 NaN            NaN  0.743113        58.2285       0.595120        6.77488                 NaN            NaN            NaN            NaN            NaN
  1490.38        500.000        33.1490                 NaN            NaN  0.743609        58.2207       0.588909        7.29782                 NaN            NaN            NaN            NaN            NaN
  1487.18        500.000        32.5358                 NaN            NaN  0.744202        58.1874       0.594644        7.30699       0.631042                 NaN            NaN            NaN            NaN
  1483.97        500.000        31.6936                 NaN            NaN  0.745014        58.1173       0.627863        6.29051        2.52569                 NaN            NaN            NaN            NaN
  1480.77        500.000        30.8497                 NaN            NaN  0.745826        58.0471       0.661155        5.27183        4.42443                 NaN            NaN            NaN            NaN
  1477.56        500.000        30.0041                 NaN            NaN  0.746639        57.9766       0.694522        4.25094        6.32725                 NaN            NaN            NaN            NaN
  1474.36        500.000        29.1567                 NaN            NaN  0.747452        57.9058       0.727964        3.22783        8.23418                 NaN            NaN            NaN            NaN
  1471.15        500.000        28.1663                 NaN            NaN  0.748423        57.8950       0.754842        2.64739        9.33439       0.453618                 NaN            NaN            NaN
  1467.95        500.000        27.1573                 NaN            NaN  0.749425        57.8979       0.777742        2.25628        10.1535        1.00785                 NaN            NaN            NaN
  1464.74        500.000        27.1561                 NaN            NaN  0.749447        57.8988       0.777776        2.25632        10.1537        1.00786                 NaN            NaN            NaN
  1461.54        500.000        25.2841                 NaN            NaN  0.751296        57.9003       0.820220        1.65500        11.5334        2.05568                 NaN            NaN            NaN
  1458.33        500.000        25.2830                 NaN            NaN  0.751316        57.9011       0.820254        1.65503        11.5336        2.05570                 NaN            NaN            NaN
  1455.13        500.000        25.2819                 NaN            NaN  0.751337        57.9020       0.820289        1.65505        11.5338        2.05573                 NaN            NaN            NaN
  1451.92        500.000        25.2808                 NaN            NaN  0.751357        57.9028       0.820324        1.65507        11.5340        2.05575                 NaN            NaN            NaN
  1448.72        500.000        25.2797                 NaN            NaN  0.751377        57.9036       0.820358        1.65510        11.5341        2.05578                 NaN            NaN            NaN
  1445.51        500.000        25.2786                 NaN            NaN  0.751398        57.9044       0.820393        1.65512        11.5343        2.05581                 NaN            NaN            NaN
  1442.31        500.000        25.2775                 NaN            NaN  0.751418        57.9052       0.820428        1.65514        11.5345        2.05583                 NaN            NaN            NaN
  1439.10        500.000        25.2763                 NaN            NaN  0.751438        57.9060       0.820462        1.65517        11.5347        2.05586                 NaN            NaN            NaN
  1435.90        500.000        19.3543                 NaN            NaN  0.757360        57.8700       0.954596        1.04829        5.52506        14.4903                 NaN            NaN            NaN
  1432.69        500.000        19.3535                 NaN            NaN  0.757377        57.8705       0.954633        1.04830        5.52511        14.4905                 NaN            NaN            NaN
  1429.49        500.000        19.3527                 NaN            NaN  0.757393        57.8711       0.954670        1.04831        5.52515        14.4907                 NaN            NaN            NaN
  1426.28        500.000        19.3519                 NaN            NaN  0.757410        57.8716       0.954707        1.04832        5.52520        14.4909                 NaN            NaN            NaN
  1423.08        500.000        17.0772                 NaN            NaN  0.759780        57.8283        1.01045        1.37843        15.0412        6.90465                 NaN            NaN            NaN
  1419.87        500.000        16.2750                 NaN            NaN  0.760434        57.8657        1.02135        1.34455        7.20291        15.3554       0.174577                 NaN            NaN
  1416.67        500.000        15.2590                 NaN            NaN  0.761125        57.9500        1.02896        1.15316        7.44265        15.8915       0.513573                 NaN            NaN
  1413.46        500.000        15.2584                 NaN            NaN  0.761138        57.9503        1.02900        1.15316        7.44269        15.8917       0.513607                 NaN            NaN
  1410.26        500.000        13.5140                 NaN            NaN  0.762313        58.0936        1.04170       0.844942        7.83826        16.7947        1.11050                 NaN            NaN
  1407.05        500.000        13.5135                 NaN            NaN  0.762325        58.0938        1.04173       0.844946        7.83829        16.7948        1.11057                 NaN            NaN
  1403.85        500.000        13.5130                 NaN            NaN  0.762338        58.0941        1.04177       0.844950        7.83831        16.7949        1.11064                 NaN            NaN
  1400.64        500.000        13.5125                 NaN            NaN  0.762350        58.0943        1.04181       0.844954        7.83834        16.7951        1.11071                 NaN            NaN
  1397.44        500.000        13.5120                 NaN            NaN  0.762363        58.0945        1.04184       0.844958        7.83837        16.7952        1.11079                 NaN            NaN
  1394.23        500.000        13.5115                 NaN            NaN  0.762376        58.0948        1.04188       0.844962        7.83839        16.7953        1.11086                 NaN            NaN
  1391.03        500.000        13.5110                 NaN            NaN  0.762388        58.0950        1.04191       0.844966        7.83842        16.7954        1.11093                 NaN            NaN
  1387.82        500.000        13.5104                 NaN            NaN  0.762401        58.0952        1.04195       0.844971        7.83845        16.7956        1.11100                 NaN            NaN
  1384.62        500.000        8.94721                 NaN            NaN  0.765445        58.4530        1.07458       0.160567        19.1059        8.68269        2.81057                 NaN            NaN
  1381.41        500.000        8.94694                 NaN            NaN  0.765454        58.4530        1.07461       0.160568        19.1060        8.68268        2.81074                 NaN            NaN
  1378.21        500.000        8.94666                 NaN            NaN  0.765464        58.4530        1.07465       0.160568        19.1061        8.68268        2.81091                 NaN            NaN
  1375.00        500.000        8.94639                 NaN            NaN  0.765473        58.4530        1.07468       0.160568        19.1062        8.68268        2.81108                 NaN            NaN
  1371.79        500.000        7.45937                 NaN            NaN  0.766484        58.5599        1.08445       0.121981E-001   8.86100        19.8245        3.43209                 NaN            NaN
  1368.59        500.000        7.14535                 NaN            NaN  0.766704        58.5792        1.08643                 NaN   19.9669        8.88816        3.56730                 NaN            NaN
  1365.38        500.000        6.83949                 NaN            NaN  0.766922        58.5995        1.08766                 NaN   20.0903        8.91406        3.70211                 NaN            NaN
  1362.18        500.000        6.83932                 NaN            NaN  0.766930        58.5994        1.08769                 NaN   20.0903        8.91404        3.70233                 NaN            NaN
  1358.97        500.000        6.26968                 NaN            NaN  0.767333        58.6375        1.09011                 NaN   8.95592        20.3201        3.95935                 NaN            NaN
  1355.77        500.000        6.26953                 NaN            NaN  0.767340        58.6374        1.09014                 NaN   8.95590        20.3201        3.95958                 NaN            NaN
  1352.56        500.000        6.26938                 NaN            NaN  0.767348        58.6373        1.09017                 NaN   8.95588        20.3202        3.95982                 NaN            NaN
  1349.36        500.000        6.26923                 NaN            NaN  0.767355        58.6371        1.09020                 NaN   8.95586        20.3202        3.96005                 NaN            NaN
  1346.15        500.000        6.26907                 NaN            NaN  0.767363        58.6370        1.09023                 NaN   8.95584        20.3202        3.96028                 NaN            NaN
  1342.95        500.000        6.26892                 NaN            NaN  0.767370        58.6368        1.09026                 NaN   8.95582        20.3203        3.96052                 NaN            NaN
  1339.74        500.000        6.26877                 NaN            NaN  0.767378        58.6367        1.09029                 NaN   8.95580        20.3203        3.96075                 NaN            NaN
  1336.54        500.000        6.26861                 NaN            NaN  0.767385        58.6366        1.09032                 NaN   8.95578        20.3204        3.96098                 NaN            NaN
  1333.33        500.000        4.40849                 NaN            NaN  0.768700        58.7371        1.09969                 NaN   8.97450        21.1511        4.86050                 NaN            NaN
