|6.6.6
Archiving\03_Data\eqLP/QFM_m4.75/ALH/ALH_1.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       mang           iron           pxmn           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1878.21        500.000        92.4415                 NaN   6.70053       0.857952                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        92.4118                 NaN   6.73021       0.858023                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        92.2676                 NaN   6.75357       0.858080       0.120713                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        91.6274                 NaN   6.74391       0.858057       0.770639                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        90.9872                 NaN   6.73426       0.858035        1.42053                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        90.3470                 NaN   6.72460       0.858012        2.07039                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        89.7069                 NaN   6.71494       0.857989        2.72021                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        89.0667                 NaN   6.70529       0.857967        3.37000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        88.4267                 NaN   6.69563       0.857944        4.01976                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        87.7866                 NaN   6.68597       0.857922        4.66948                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        87.1466                 NaN   6.67632       0.857899        5.31916                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        86.5441                 NaN   6.65728       0.857854        5.94074                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        85.9417                 NaN   6.63824       0.857809        6.56225                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        85.3393                 NaN   6.61920       0.857763        7.18369                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        84.7370                 NaN   6.60017       0.857718        7.80507                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        84.1348                 NaN   6.58113       0.857673        8.42638                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        83.5326                 NaN   6.56210       0.857628        9.04763                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        82.9305                 NaN   6.54307       0.857583        9.66881                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        82.3285                 NaN   6.52405       0.857537        10.2899                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        81.7481                 NaN   6.49486       0.857468        10.8995                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        81.1679                 NaN   6.46569       0.857398        11.5090                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        80.5877                 NaN   6.43651       0.857328        12.1185                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        80.0076                 NaN   6.40735       0.857258        12.7278                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        79.4276                 NaN   6.37818       0.857189        13.3370                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        78.8478                 NaN   6.34903       0.857119        13.9461                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        78.2680                 NaN   6.31987       0.857049        14.5551                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        77.6883                 NaN   6.29072       0.856980        15.1640                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        77.1180                 NaN   6.25380       0.856891        15.7713                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        76.5478                 NaN   6.21689       0.856803        16.3785                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        75.9777                 NaN   6.17999       0.856715        16.9855                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        75.4078                 NaN   6.14309       0.856626        17.5925                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        74.8379                 NaN   6.10213       0.856528        18.2035                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        74.2567                 NaN   6.05720       0.856420        18.8204       0.927430E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        73.6736                 NaN   6.01009       0.856307        19.4350       0.250047E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        73.0906                 NaN   5.96299       0.856194        20.0495       0.407310E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        72.5042                 NaN   5.90734       0.856060        20.6763       0.560400E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        71.9180                 NaN   5.85170       0.855927        21.3030       0.713442E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        71.3320                 NaN   5.79609       0.855793        21.9295       0.866436E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        70.7461                 NaN   5.74049       0.855660        22.5558       0.101938                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        70.1605                 NaN   5.68491       0.855526        23.1819       0.117228                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        500.000        69.5750                 NaN   5.62934       0.855393        23.8078       0.132513                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        500.000        68.9897                 NaN   5.57379       0.855259        24.4335       0.147794                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        500.000        68.4046                 NaN   5.51826       0.855126        25.0590       0.163069                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        500.000        67.8129                 NaN   5.44856       0.854958        25.7059       0.177665                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        500.000        67.2215                 NaN   5.37888       0.854791        26.3525       0.192256                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        500.000        66.6303                 NaN   5.30924       0.854624        26.9990       0.206841                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        500.000        66.0394                 NaN   5.23961       0.854456        27.6451       0.221420                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        500.000        65.4487                 NaN   5.17002       0.854289        28.2910       0.235993                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        500.000        64.8582                 NaN   5.10045       0.854122        28.9367       0.250561                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        500.000        64.2679                 NaN   5.03091       0.853955        29.5821       0.265123                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        500.000        63.6779                 NaN   4.96140       0.853788        30.2272       0.279680                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        500.000        63.0860                 NaN   4.87834       0.853588        30.8885       0.293616                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        500.000        62.4943                 NaN   4.79532       0.853388        31.5494       0.307546                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        500.000        61.9030                 NaN   4.71234       0.853189        32.2100       0.321470                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        500.000        61.3119                 NaN   4.62940       0.852989        32.8704       0.335387                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        500.000        60.7211                 NaN   4.54650       0.852790        33.5304       0.349297                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        500.000        60.1305                 NaN   4.46363       0.852591        34.1900       0.363201                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        500.000        59.5403                 NaN   4.38081       0.852392        34.8494       0.377098                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        500.000        58.9503                 NaN   4.29802       0.852193        35.5085       0.390989                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        500.000        58.3660                 NaN   4.20137       0.851960        36.1764       0.404303                 NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        500.000        57.7820                 NaN   4.10478       0.851728        36.8439       0.417610                 NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        500.000        57.1984                 NaN   4.00824       0.851496        37.5110       0.430909                 NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        500.000        56.6150                 NaN   3.91175       0.851264        38.1778       0.444202                 NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        500.000        56.0320                 NaN   3.81531       0.851032        38.8442       0.457486                 NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        500.000        55.4493                 NaN   3.71893       0.850800        39.5102       0.470764                 NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        500.000        54.8669                 NaN   3.62259       0.850568        40.1759       0.484035                 NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        54.2848                 NaN   3.52632       0.850337        40.8412       0.497298                 NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        500.000        53.7199                 NaN   3.41591       0.850071        41.5043       0.509747                 NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        500.000        53.1554                 NaN   3.30558       0.849806        42.1670       0.522188                 NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        500.000        52.5912                 NaN   3.19531       0.849540        42.8293       0.534622                 NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        500.000        52.0274                 NaN   3.08511       0.849275        43.4912       0.547047                 NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        500.000        51.4639                 NaN   2.97498       0.849010        44.1526       0.559465                 NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        500.000        50.9008                 NaN   2.86492       0.848745        44.8137       0.571875                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        500.000        50.3380                 NaN   2.75493       0.848481        45.4743       0.584278                 NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        500.000        49.7756                 NaN   2.64501       0.848216        46.1345       0.596673                 NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        500.000        49.2458                 NaN   2.52363       0.847924        46.7742       0.608476                 NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        500.000        48.7163                 NaN   2.40232       0.847632        47.4135       0.620272                 NaN            NaN            NaN            NaN            NaN            NaN
  1631.41        500.000        48.1872                 NaN   2.28111       0.847341        48.0523       0.632059                 NaN            NaN            NaN            NaN            NaN            NaN
  1628.21        500.000        47.6584                 NaN   2.15997       0.847049        48.6907       0.643839                 NaN            NaN            NaN            NaN            NaN            NaN
  1625.00        500.000        47.1301                 NaN   2.03892       0.846758        49.3287       0.655610                 NaN            NaN            NaN            NaN            NaN            NaN
  1621.79        500.000        46.6020                 NaN   1.91795       0.846467        49.9662       0.667373                 NaN            NaN            NaN            NaN            NaN            NaN
  1618.59        500.000        46.0744                 NaN   1.79707       0.846176        50.6032       0.679129                 NaN            NaN            NaN            NaN            NaN            NaN
  1615.38        500.000        45.5471                 NaN   1.67627       0.845885        51.2399       0.690876                 NaN            NaN            NaN            NaN            NaN            NaN
  1612.18        500.000        45.0582                 NaN   1.54328       0.845565        51.8509       0.702017                 NaN            NaN            NaN            NaN            NaN            NaN
  1608.97        500.000        44.5697                 NaN   1.41039       0.845245        52.4615       0.713149                 NaN            NaN            NaN            NaN            NaN            NaN
  1605.77        500.000        44.0815                 NaN   1.27761       0.844926        53.0717       0.724274                 NaN            NaN            NaN            NaN            NaN            NaN
  1602.56        500.000        43.5938                 NaN   1.14492       0.844606        53.6813       0.735390                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.36        500.000        43.1064                 NaN   1.01234       0.844287        54.2905       0.746497                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.15        500.000        42.6193                 NaN  0.879854       0.843968        54.8993       0.757596                 NaN            NaN            NaN            NaN            NaN            NaN
  1592.95        500.000        42.1326                 NaN  0.747470       0.843649        55.5075       0.768687                 NaN            NaN            NaN            NaN            NaN            NaN
  1589.74        500.000        41.6463                 NaN  0.615185       0.843331        56.1154       0.779769                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.54        500.000        41.1904                 NaN  0.473738       0.842990        56.7025       0.790397                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.33        500.000        40.7348                 NaN  0.332406       0.842650        57.2891       0.801016                 NaN            NaN            NaN            NaN            NaN            NaN
  1580.13        500.000        40.2796                 NaN  0.191187       0.842310        57.8753       0.811627                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.92        500.000        39.8247                 NaN  0.500821E-001  0.841970        58.4610       0.822229                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.72        500.000        39.4671                 NaN            NaN  0.841850        58.8608       0.830235                 NaN            NaN            NaN            NaN            NaN            NaN
  1570.51        500.000        39.1605                 NaN            NaN  0.841851        59.1600       0.837605                 NaN            NaN            NaN            NaN            NaN            NaN
  1567.31        500.000        38.8599                 NaN            NaN  0.841853        59.4530       0.845219                 NaN            NaN            NaN            NaN            NaN            NaN
  1564.10        500.000        38.5592                 NaN            NaN  0.841854        59.7461       0.852833                 NaN            NaN            NaN            NaN            NaN            NaN
  1560.90        500.000        38.2849                 NaN            NaN  0.841855        60.0136       0.859635                 NaN            NaN            NaN            NaN            NaN            NaN
  1557.69        500.000        38.0106                 NaN            NaN  0.841856        60.2811       0.866437                 NaN            NaN            NaN            NaN            NaN            NaN
  1554.49        500.000        37.7363                 NaN            NaN  0.841856        60.5486       0.873239                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.28        500.000        37.4619                 NaN            NaN  0.841857        60.8162       0.880041                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.08        500.000        37.1876                 NaN            NaN  0.841858        61.0837       0.886843                 NaN            NaN            NaN            NaN            NaN            NaN
  1544.87        500.000        36.9133                 NaN            NaN  0.841859        61.3512       0.893645                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.67        500.000        36.6390                 NaN            NaN  0.841860        61.6187       0.900447                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.46        500.000        36.3646                 NaN            NaN  0.841861        61.8862       0.907249                 NaN            NaN            NaN            NaN            NaN            NaN
  1535.26        500.000        36.1184                 NaN            NaN  0.841862        62.1258       0.913862                 NaN            NaN            NaN            NaN            NaN            NaN
  1532.05        500.000        35.8722                 NaN            NaN  0.841863        62.3654       0.920475                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.85        500.000        35.3179                 NaN            NaN  0.841864        62.3635       0.915440       0.561292                 NaN            NaN            NaN            NaN            NaN
  1525.64        500.000        34.7418                 NaN            NaN  0.841865        62.3225       0.908740        1.18515                 NaN            NaN            NaN            NaN            NaN
  1522.44        500.000        34.1904                 NaN            NaN  0.841865        62.2811       0.901218        1.78542                 NaN            NaN            NaN            NaN            NaN
  1519.23        500.000        33.6390                 NaN            NaN  0.841866        62.2397       0.893696        2.38568                 NaN            NaN            NaN            NaN            NaN
  1516.03        500.000        33.0877                 NaN            NaN  0.841867        62.1983       0.886174        2.98594                 NaN            NaN            NaN            NaN            NaN
  1512.82        500.000        32.5363                 NaN            NaN  0.841868        62.1569       0.878652        3.58621                 NaN            NaN            NaN            NaN            NaN
  1509.62        500.000        32.0223                 NaN            NaN  0.841868        62.1152       0.870293        4.15037                 NaN            NaN            NaN            NaN            NaN
  1506.41        500.000        31.5082                 NaN            NaN  0.841869        62.0734       0.861935        4.71454                 NaN            NaN            NaN            NaN            NaN
  1503.21        500.000        30.9942                 NaN            NaN  0.841870        62.0317       0.853577        5.27872                 NaN            NaN            NaN            NaN            NaN
  1500.00        500.000        30.4801                 NaN            NaN  0.841870        61.9899       0.845218        5.84289                 NaN            NaN            NaN            NaN            NaN
  1496.79        500.000        29.9865                 NaN            NaN  0.841871        61.9488       0.836007        6.38681                 NaN            NaN            NaN            NaN            NaN
  1493.59        500.000        29.4929                 NaN            NaN  0.841872        61.9077       0.826796        6.93074                 NaN            NaN            NaN            NaN            NaN
  1490.38        500.000        29.0126                 NaN            NaN  0.841872        61.8669       0.817129        7.46148                 NaN            NaN            NaN            NaN            NaN
  1487.18        500.000        28.4341                 NaN            NaN  0.841873        61.7939       0.823781        7.46535       0.640994                 NaN            NaN            NaN            NaN
  1483.97        500.000        27.6430                 NaN            NaN  0.841875        61.6637       0.867545        6.42015        2.56364                 NaN            NaN            NaN            NaN
  1480.77        500.000        26.8520                 NaN            NaN  0.841877        61.5336       0.911309        5.37494        4.48630                 NaN            NaN            NaN            NaN
  1477.56        500.000        26.0609                 NaN            NaN  0.841878        61.4034       0.955073        4.32973        6.40897                 NaN            NaN            NaN            NaN
  1474.36        500.000        25.2698                 NaN            NaN  0.841880        61.2733       0.998837        3.28452        8.33164                 NaN            NaN            NaN            NaN
  1471.15        500.000        24.3493                 NaN            NaN  0.841881        61.1936        1.03255        2.69144        9.43608       0.455144                 NaN            NaN            NaN
  1467.95        500.000        23.4109                 NaN            NaN  0.841883        61.1324        1.06037        2.29141        10.2530        1.00999                 NaN            NaN            NaN
  1464.74        500.000        23.4109                 NaN            NaN  0.841883        61.1324        1.06037        2.29141        10.2530        1.00999                 NaN            NaN            NaN
  1461.54        500.000        21.6757                 NaN            NaN  0.841886        61.0150        1.11117        1.67753        11.6234        2.05536                 NaN            NaN            NaN
  1458.33        500.000        21.6757                 NaN            NaN  0.841886        61.0150        1.11117        1.67753        11.6234        2.05536                 NaN            NaN            NaN
  1455.13        500.000        21.6757                 NaN            NaN  0.841886        61.0150        1.11117        1.67753        11.6234        2.05536                 NaN            NaN            NaN
  1451.92        500.000        21.6757                 NaN            NaN  0.841886        61.0150        1.11117        1.67753        11.6234        2.05536                 NaN            NaN            NaN
  1448.72        500.000        21.6757                 NaN            NaN  0.841886        61.0150        1.11117        1.67753        11.6234        2.05536                 NaN            NaN            NaN
  1445.51        500.000        21.6757                 NaN            NaN  0.841886        61.0150        1.11117        1.67753        11.6234        2.05536                 NaN            NaN            NaN
  1442.31        500.000        21.6757                 NaN            NaN  0.841886        61.0150        1.11117        1.67753        11.6234        2.05536                 NaN            NaN            NaN
  1439.10        500.000        21.6757                 NaN            NaN  0.841886        61.0150        1.11117        1.67753        11.6234        2.05536                 NaN            NaN            NaN
  1435.90        500.000        16.2445                 NaN            NaN  0.841893        60.5978        1.26362        1.05613        5.48408        14.5120                 NaN            NaN            NaN
  1432.69        500.000        16.2445                 NaN            NaN  0.841893        60.5978        1.26362        1.05613        5.48408        14.5120                 NaN            NaN            NaN
  1429.49        500.000        16.2445                 NaN            NaN  0.841893        60.5978        1.26362        1.05613        5.48408        14.5120                 NaN            NaN            NaN
  1426.28        500.000        16.2445                 NaN            NaN  0.841893        60.5978        1.26362        1.05613        5.48408        14.5120                 NaN            NaN            NaN
  1423.08        500.000        14.1867                 NaN            NaN  0.841896        60.4034        1.32351        1.38540        15.0259        6.83319                 NaN            NaN            NaN
  1419.87        500.000        13.4755                 NaN            NaN  0.841897        60.4033        1.33540        1.35036        7.12237        15.3274       0.143838                 NaN            NaN
  1416.67        500.000        12.5833                 NaN            NaN  0.841898        60.4495        1.34429        1.15728        7.35242        15.8485       0.422739                 NaN            NaN
  1413.46        500.000        12.5833                 NaN            NaN  0.841898        60.4495        1.34429        1.15728        7.35242        15.8485       0.422739                 NaN            NaN
  1410.26        500.000        11.0583                 NaN            NaN  0.841900        60.5291        1.35897       0.846835        7.73028        16.7220       0.912576                 NaN            NaN
  1407.05        500.000        11.0583                 NaN            NaN  0.841900        60.5291        1.35897       0.846835        7.73028        16.7220       0.912576                 NaN            NaN
  1403.85        500.000        11.0583                 NaN            NaN  0.841900        60.5291        1.35897       0.846835        7.73028        16.7220       0.912576                 NaN            NaN
  1400.64        500.000        11.0583                 NaN            NaN  0.841900        60.5291        1.35897       0.846835        7.73028        16.7220       0.912576                 NaN            NaN
  1397.44        500.000        11.0583                 NaN            NaN  0.841900        60.5291        1.35897       0.846835        7.73028        16.7220       0.912576                 NaN            NaN
  1394.23        500.000        11.0583                 NaN            NaN  0.841900        60.5291        1.35897       0.846835        7.73028        16.7220       0.912576                 NaN            NaN
  1391.03        500.000        11.0583                 NaN            NaN  0.841900        60.5291        1.35897       0.846835        7.73028        16.7220       0.912576                 NaN            NaN
  1387.82        500.000        11.0583                 NaN            NaN  0.841900        60.5291        1.35897       0.846835        7.73028        16.7220       0.912576                 NaN            NaN
  1384.62        500.000        7.12882                 NaN            NaN  0.841906        60.7196        1.39616       0.160352        18.9315        8.52231        2.29932                 NaN            NaN
  1381.41        500.000        7.12882                 NaN            NaN  0.841906        60.7196        1.39616       0.160352        18.9315        8.52231        2.29932                 NaN            NaN
  1378.21        500.000        7.12882                 NaN            NaN  0.841906        60.7196        1.39616       0.160352        18.9315        8.52231        2.29932                 NaN            NaN
  1375.00        500.000        7.12882                 NaN            NaN  0.841906        60.7196        1.39616       0.160352        18.9315        8.52231        2.29932                 NaN            NaN
  1371.79        500.000        5.87640                 NaN            NaN  0.841908        60.7716        1.40670       0.121655E-001   8.68210        19.6057        2.80343                 NaN            NaN
  1368.59        500.000        5.61513                 NaN            NaN  0.841908        60.7722        1.40906                 NaN   19.7422        8.70660        2.91290                 NaN            NaN
  1365.38        500.000        5.36099                 NaN            NaN  0.841909        60.7803        1.41019                 NaN   19.8559        8.72872        3.02198                 NaN            NaN
  1362.18        500.000        5.36099                 NaN            NaN  0.841909        60.7803        1.41019                 NaN   19.8559        8.72872        3.02198                 NaN            NaN
  1358.97        500.000        4.88974                 NaN            NaN  0.841909        60.7973        1.41213                 NaN   8.76330        20.0657        3.22991                 NaN            NaN
  1355.77        500.000        4.88974                 NaN            NaN  0.841909        60.7973        1.41213                 NaN   8.76330        20.0657        3.22991                 NaN            NaN
  1352.56        500.000        4.88974                 NaN            NaN  0.841909        60.7973        1.41213                 NaN   8.76330        20.0657        3.22991                 NaN            NaN
  1349.36        500.000        4.88974                 NaN            NaN  0.841909        60.7973        1.41213                 NaN   8.76330        20.0657        3.22991                 NaN            NaN
  1346.15        500.000        4.88974                 NaN            NaN  0.841909        60.7973        1.41213                 NaN   8.76330        20.0657        3.22991                 NaN            NaN
  1342.95        500.000        4.88974                 NaN            NaN  0.841909        60.7973        1.41213                 NaN   8.76330        20.0657        3.22991                 NaN            NaN
  1339.74        500.000        4.88974                 NaN            NaN  0.841909        60.7973        1.41213                 NaN   8.76330        20.0657        3.22991                 NaN            NaN
  1336.54        500.000        4.88974                 NaN            NaN  0.841909        60.7973        1.41213                 NaN   8.76330        20.0657        3.22991                 NaN            NaN
  1333.33        500.000        3.37862                 NaN            NaN  0.841911        60.8116        1.42163                 NaN   8.76161        20.8282        3.95644                 NaN            NaN
  1330.13        500.000        3.37862                 NaN            NaN  0.841911        60.8116        1.42163                 NaN   8.76161        20.8282        3.95644                 NaN            NaN
