|6.6.6
Archiving\03_Data\frac/QFM_m5/Y98/Y98_1.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          20
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       melt(TH)       pxmn           iron           Ni             Sp(TH)         Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1255.64        2500.00        99.8152                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.502471E-001  0.134567                 NaN            NaN
  1253.13        2500.00        98.9263                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.170796                 NaN            NaN            NaN  0.946580E-001  0.538760       0.321915E-001  0.237273     
  1250.63        2500.00        86.7237                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.629567        1.08312                 NaN            NaN   1.13750        5.97219       0.363173        4.09070     
  1248.12        2500.00        83.6520                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.41783       0.531543                 NaN            NaN   1.41132        7.36405       0.417708        5.20559     
  1245.61        2500.00        84.8565                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.90199                 NaN            NaN            NaN   1.26690        6.81759       0.391271        4.76579     
  1243.11        2500.00        84.9406                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.76837                 NaN            NaN            NaN   1.25545        6.82855       0.374909        4.83210     
  1240.60        2500.00        86.2644                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.60046                 NaN            NaN            NaN   1.13795        6.25164       0.325439        4.42013     
  1238.10        2500.00        79.1679                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.78716                 NaN            NaN            NaN   1.81043        8.63561       0.435506        7.16338     
  1235.59        2500.00        73.6516                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.09164                 NaN            NaN            NaN   1.96598        12.9663       0.496126        7.82836     
  1233.08        2500.00                 NaN            NaN            NaN            NaN            NaN   1.07502                 NaN            NaN            NaN            NaN   9.92171                 NaN            NaN            NaN   7.77948        45.9273        1.62849        33.6680     
  1230.58        2500.00                 NaN            NaN            NaN            NaN            NaN   1.02068                 NaN            NaN            NaN            NaN   10.0676                 NaN            NaN            NaN   7.78820        45.8930        1.62214        33.6083     
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN  0.959469                 NaN            NaN            NaN            NaN   10.2376                 NaN            NaN            NaN   7.80073        45.8476        1.61272        33.5418     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN  0.861529                 NaN            NaN            NaN            NaN   10.5139                 NaN            NaN            NaN   7.82161        45.7696        1.59691        33.4365     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN  0.765751                 NaN            NaN            NaN            NaN   10.7804                 NaN            NaN            NaN   7.84108        45.6980        1.58210        33.3327     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN  0.654391                 NaN            NaN            NaN            NaN   11.0879                 NaN            NaN            NaN   7.86277        45.6182        1.56537        33.2114     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN  0.507734                 NaN            NaN            NaN            NaN   11.4952                 NaN            NaN            NaN   7.89193        45.5105        1.54245        33.0521     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN  0.379078                 NaN            NaN            NaN            NaN   9.74547        2.09404                 NaN            NaN   7.91265        45.4331        1.52580        32.9099     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN  0.188035                 NaN            NaN            NaN            NaN   12.3882                 NaN            NaN            NaN   7.94137        45.2849        1.49168        32.7058     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.8878                 NaN            NaN            NaN   7.98347        45.1642        1.46703        32.4975     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.8899                 NaN            NaN            NaN   7.98794        45.1593        1.46588        32.4970     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.8751                 NaN            NaN            NaN   7.98558        45.1770        1.46849        32.4938     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.46249        4.39717                 NaN            NaN   7.97508        45.2047        1.47229        32.4882     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.971715        11.9295                 NaN            NaN   7.99836        45.1369        1.46345        32.5001     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.54866        7.31020                 NaN            NaN   7.97278        45.2028        1.47429        32.4913     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.15818        8.72738                 NaN            NaN   7.98702        45.1580        1.47064        32.4988     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.92211        8.95009                 NaN            NaN   7.98066        45.1837        1.46951        32.4939     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.9453                 NaN            NaN            NaN   8.02844        45.0703        1.44791        32.5081     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.47971        10.4044       0.208633E-003            NaN   7.98893        45.1628        1.46714        32.4968     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.9368                 NaN            NaN            NaN   8.02959        45.0789        1.44902        32.5058     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.90238        3.00242                 NaN            NaN   8.01354        45.1228        1.45901        32.4998     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.88197        3.02700                 NaN            NaN   8.01764        45.1153        1.45749        32.5006     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.82805        3.08513                 NaN            NaN   8.02180        45.1077        1.45594        32.5014     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.70948        11.1894       0.207401E-005            NaN   8.01001        45.1302        1.46167        32.4992     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.71488        11.1873       0.237140E-005            NaN   8.01334        45.1242        1.46050        32.4998     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.72042        11.1850       0.226919E-005            NaN   8.01665        45.1182        1.45932        32.5004     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.59094        11.3104       0.229051E-005            NaN   8.01773        45.1210        1.45985        32.5001     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.73200        11.1801       0.205449E-005            NaN   8.02324        45.1061        1.45695        32.5017     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.73810        11.1773       0.195521E-005            NaN   8.02651        45.1000        1.45576        32.5023     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.74446        11.1744       0.186149E-005            NaN   8.02976        45.0939        1.45457        32.5029     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.75109        11.1711       0.177308E-005            NaN   8.03300        45.0879        1.45337        32.5036     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.75805        11.1676       0.168957E-005            NaN   8.03623        45.0818        1.45217        32.5042     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.30419        11.2507       0.414017       0.139853E-005   8.03388        45.0505        1.43539        32.5113     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.77315        11.1593       0.308959E-005            NaN   8.04263        45.0696        1.44975        32.5055     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.97067        6.01734                 NaN            NaN   8.08226        44.9830        1.43061        32.5161     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.88277        4.13334                 NaN            NaN   8.10039        44.9417        1.42127        32.5206     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.80867        11.1561       0.188581E-005            NaN   8.06050        45.0235        1.43955        32.5117     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.0366                 NaN            NaN            NaN   8.11517        44.9096        1.41418        32.5244     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.61110        5.38100                 NaN            NaN   8.09246        44.9713        1.42832        32.5159     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.51109        5.48615                 NaN            NaN   8.09688        44.9627        1.42641        32.5168     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.40726        5.59519                 NaN            NaN   8.10133        44.9541        1.42447        32.5177     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.29905        5.70868                 NaN            NaN   8.10580        44.9453        1.42251        32.5186     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.18634        5.82673                 NaN            NaN   8.11031        44.9365        1.42053        32.5196     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.06862        5.94989                 NaN            NaN   8.11485        44.9276        1.41852        32.5206     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.94546        6.07856                 NaN            NaN   8.11942        44.9185        1.41648        32.5215     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.81638        6.21324                 NaN            NaN   8.12403        44.9094        1.41442        32.5225     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.68074        6.35456                 NaN            NaN   8.12868        44.9001        1.41233        32.5236     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.53794        6.50314                 NaN            NaN   8.13336        44.8907        1.41021        32.5246     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.30283        7.75843                 NaN            NaN   8.14372        44.8623        1.40395        32.5287     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.42771        7.63884                 NaN            NaN   8.14821        44.8537        1.40193        32.5297     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.55302        7.51887                 NaN            NaN   8.15272        44.8449        1.39988        32.5306     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.67862        7.39865                 NaN            NaN   8.15727        44.8361        1.39781        32.5316     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.80370        7.27903                 NaN            NaN   8.16185        44.8272        1.39571        32.5325     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.92787        7.16038                 NaN            NaN   8.16647        44.8182        1.39359        32.5335     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.05162        7.04222                 NaN            NaN   8.17113        44.8091        1.39143        32.5345     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.17487        6.92464                 NaN            NaN   8.17583        44.7999        1.38925        32.5355     
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.29735        6.80789                 NaN            NaN   8.18056        44.7907        1.38704        32.5365     
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.41887        6.69217                 NaN            NaN   8.18534        44.7813        1.38480        32.5375     
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.53915        6.57776                 NaN            NaN   8.19015        44.7719        1.38253        32.5385     
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.65832        6.46454                 NaN            NaN   8.19501        44.7624        1.38023        32.5396     
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.77606        6.35281                 NaN            NaN   8.19991        44.7527        1.37790        32.5406     
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.71138        11.4063                 NaN            NaN   8.17894        44.7712        1.39007        32.5421     
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.72638        11.3953                 NaN            NaN   8.18176        44.7648        1.38878        32.5429     
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.74352        11.3822                 NaN            NaN   8.18456        44.7585        1.38749        32.5438     
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.76273        11.3670                 NaN            NaN   8.18731        44.7521        1.38623        32.5446     
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.78380        11.3500                 NaN            NaN   8.19004        44.7458        1.38497        32.5454     
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.80728        11.3305                 NaN            NaN   8.19273        44.7396        1.38372        32.5462     
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.83286        11.3089                 NaN            NaN   8.19539        44.7333        1.38249        32.5470     
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.86061        11.2851                 NaN            NaN   8.19801        44.7272        1.38128        32.5478     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.6826        2.48234                 NaN            NaN   8.21956        44.6972        1.36888        32.5494     
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.476598        3.26418        9.32171       0.385245E-004   8.15601        44.8498        1.40155        32.5301     
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.31897       0.486013        9.26079       0.366991E-004   8.15864        44.8444        1.40040        32.5308     
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.497940        3.37473        9.19622       0.346925E-004   8.16119        44.8392        1.39930        32.5314     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.81702        11.3601                 NaN            NaN   8.22176        44.6784        1.36941        32.5533     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.89986        11.2815                 NaN            NaN   8.22470        44.6719        1.36795        32.5541     
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.98333        11.2022       0.288895E-004            NaN   8.22761        44.6654        1.36651        32.5549     
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.2746        2.95036       0.421353E-003            NaN   8.26389        44.6024        1.34765        32.5606     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.1684        3.06258                 NaN            NaN   8.26825        44.5941        1.34518        32.5615     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.68810        4.57148                 NaN            NaN   8.29267        44.5489        1.33303        32.5658     
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.98152        3.26108                 NaN            NaN   8.27734        44.5756        1.34078        32.5637     
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.86425        3.38377                 NaN            NaN   8.28167        44.5671        1.33856        32.5646     
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.74975        3.50368                 NaN            NaN   8.28601        44.5586        1.33634        32.5656     
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.80029        3.46052                 NaN            NaN   8.29250        44.5474        1.33276        32.5665     
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.71346        3.54994                 NaN            NaN   8.29485        44.5430        1.33173        32.5670     
  1022.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.66280        3.60346                 NaN            NaN   8.29673        44.5382        1.33107        32.5678     
  1020.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.59160        3.68153                 NaN            NaN   8.30121        44.5275        1.32889        32.5692     
  1017.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.52301        3.75705                 NaN            NaN   8.30571        44.5168        1.32670        32.5707     
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.45710        3.82994                 NaN            NaN   8.31024        44.5060        1.32450        32.5722     
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.39385        3.90021                 NaN            NaN   8.31478        44.4951        1.32229        32.5737     
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.65738        7.67259                 NaN            NaN   8.34758        44.4390        1.30526        32.5781     
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.52621        7.80926                 NaN            NaN   8.35093        44.4305        1.30366        32.5794     
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.44985        7.89168                 NaN            NaN   8.35469        44.4211        1.30184        32.5808     
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.40235        7.94556                 NaN            NaN   8.35868        44.4113        1.29990        32.5823     
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.37255        7.98198                 NaN            NaN   8.36282        44.4010        1.29787        32.5837     
