|6.6.6
Archiving\03_Data\eqfrac/QFM_m1.75/LAR/LAR_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        ilm            q             
  1413.46        2500.00       0.185519E-001   90.6710        2.20082        6.59270                 NaN  0.516974                 NaN            NaN            NaN            NaN
  1412.42        2500.00       0.471088E-004   99.5860       0.285984       0.113115                 NaN  0.148339E-001            NaN            NaN            NaN            NaN
  1411.39        2500.00       0.397705E-004   99.5873       0.284869       0.113382                 NaN  0.143984E-001            NaN            NaN            NaN            NaN
  1410.35        2500.00       0.969053E-003   99.3426       0.146932       0.296478                 NaN  0.668143E-001  0.146205                 NaN            NaN            NaN
  1409.32        2500.00                 NaN   98.8353       0.396012                 NaN            NaN  0.324695       0.443990                 NaN            NaN            NaN
  1408.28        2500.00                 NaN   99.1324       0.270624       0.283316                 NaN  0.238586E-001  0.289848                 NaN            NaN            NaN
  1407.24        2500.00                 NaN   99.0180       0.291787       0.266780                 NaN  0.866770E-001  0.336797                 NaN            NaN            NaN
  1406.21        2500.00                 NaN   99.0166       0.173630       0.315262                 NaN  0.144913       0.349630                 NaN            NaN            NaN
  1405.17        2500.00                 NaN   98.9795       0.178066       0.327310                 NaN  0.151854       0.363253                 NaN            NaN            NaN
  1404.13        2500.00                 NaN   99.9583       0.149373E-001  0.154606E-002            NaN  0.957578E-002  0.156122E-001            NaN            NaN            NaN
  1403.10        2500.00                 NaN   98.1749       0.586940       0.317789                 NaN  0.271130       0.649197                 NaN            NaN            NaN
  1402.06        2500.00                 NaN   99.0586       0.304551       0.158894                 NaN  0.142724       0.335249                 NaN            NaN            NaN
  1401.03        2500.00                 NaN   99.0300       0.312961       0.160694                 NaN  0.149553       0.346827                 NaN            NaN            NaN
  1399.99        2500.00                 NaN   99.1137       0.146036       0.288883                 NaN  0.136076       0.315286                 NaN            NaN            NaN
  1398.95        2500.00                 NaN   99.0863       0.298486       0.147219                 NaN  0.142124       0.325908                 NaN            NaN            NaN
  1397.92        2500.00                 NaN   99.0909       0.298721       0.143253                 NaN  0.142607       0.324476                 NaN            NaN            NaN
  1396.88        2500.00                 NaN   99.1077       0.293206       0.139858                 NaN  0.140823       0.318388                 NaN            NaN            NaN
  1395.84        2500.00                 NaN   99.1149       0.136831       0.291681                 NaN  0.140579       0.315984                 NaN            NaN            NaN
  1394.81        2500.00                 NaN   99.1235       0.289612       0.133321                 NaN  0.140439       0.313095                 NaN            NaN            NaN
  1393.77        2500.00                 NaN   99.1313       0.130359       0.287762                 NaN  0.140089       0.310493                 NaN            NaN            NaN
  1392.74        2500.00                 NaN   99.1406       0.126807       0.285818                 NaN  0.139599       0.307206                 NaN            NaN            NaN
  1391.70        2500.00                 NaN   99.1469       0.122342       0.284456                 NaN  0.140488       0.305861                 NaN            NaN            NaN
  1390.66        2500.00                 NaN   99.1607       0.120071       0.280464                 NaN  0.138731       0.300074                 NaN            NaN            NaN
  1389.63        2500.00                 NaN   99.1660       0.278978       0.120157                 NaN  0.136794       0.298094                 NaN            NaN            NaN
  1388.59        2500.00                 NaN   99.1733       0.113914       0.278448                 NaN  0.138353       0.296020                 NaN            NaN            NaN
  1387.55        2500.00                 NaN   99.1820       0.276038       0.112424                 NaN  0.136885       0.292660                 NaN            NaN            NaN
  1386.52        2500.00                 NaN   99.1910       0.108449       0.273701                 NaN  0.137125       0.289764                 NaN            NaN            NaN
