|6.6.6
Archiving\03_Data\eqfracLP/QFM_m1.5/TAY13/TAY13_1.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1560.90        500.000       0.133709E-002   99.8895       0.392500E-001  0.699225E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1559.49        500.000       0.682008E-003   99.3252       0.674159                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.09        500.000                 NaN   99.3243       0.675696                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.68        500.000                 NaN   99.3302       0.653050       0.167681E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1555.28        500.000                 NaN   99.3266       0.673448                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.87        500.000                 NaN   99.3491       0.630356       0.205603E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1552.47        500.000                 NaN   99.3485       0.643949       0.758307E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1551.06        500.000                 NaN   99.3514       0.614113       0.344595E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1549.65        500.000                 NaN   99.3496       0.617736       0.326388E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1548.25        500.000                 NaN   99.3754       0.593940       0.306463E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1546.84        500.000                 NaN   99.3576       0.618977       0.234586E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1545.44        500.000                 NaN   99.3896       0.570030       0.403603E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1544.03        500.000                 NaN   99.3792       0.592359       0.284191E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1542.63        500.000                 NaN   99.3844       0.580100       0.355067E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1541.22        500.000                 NaN   99.3899       0.588882       0.212610E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1539.81        500.000                 NaN   99.3941       0.580272       0.256186E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1538.41        500.000                 NaN   99.3995       0.573670       0.268691E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1537.00        500.000                 NaN   99.4029       0.571942       0.251169E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1535.60        500.000                 NaN   99.4075       0.568099       0.244204E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1534.19        500.000                 NaN   99.4136       0.561508       0.248805E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1532.78        500.000                 NaN   99.4175       0.560134       0.223843E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1531.38        500.000                 NaN   99.4210       0.556751       0.222076E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1529.97        500.000                 NaN   99.3761       0.579679       0.442211E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1528.57        500.000                 NaN   99.4805       0.508110       0.114089E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1527.16        500.000                 NaN   99.4325       0.560828       0.662578E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1525.76        500.000                 NaN   99.4390       0.535174       0.258232E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1524.35        500.000                 NaN   98.4917        1.49254       0.157294E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1522.94        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.54        500.000                 NaN   99.7748       0.217307       0.791272E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1520.13        500.000                 NaN   99.5127       0.472774       0.145391E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1518.73        500.000                 NaN   99.2454       0.731414       0.232146E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1517.32        500.000                 NaN   99.6728       0.319407       0.778547E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1515.92        500.000                 NaN   99.3841       0.601695       0.142235E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1514.51        500.000                 NaN   99.9117       0.852052E-001  0.309288E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1513.10        500.000                 NaN   99.1096       0.870073       0.203016E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1511.70        500.000                 NaN   99.4744       0.514660       0.109267E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1510.29        500.000                 NaN   99.4801       0.509015       0.109059E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1508.89        500.000                 NaN   99.4824       0.508098       0.947074E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1507.48        500.000                 NaN   99.4854       0.505740       0.888418E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1506.08        500.000                 NaN   99.4876       0.505918       0.644025E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1504.67        500.000                 NaN   99.4922       0.501972       0.587158E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1503.26        500.000                 NaN   99.4939       0.498493       0.760314E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1501.86        500.000                 NaN   99.4978       0.496362       0.586119E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1500.45        500.000                 NaN   99.5044       0.467195       0.284054E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1499.05        500.000                 NaN   99.5037       0.496290                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.64        500.000                 NaN   99.5328       0.459206       0.797299E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1496.23        500.000                 NaN   99.4913       0.455477       0.532147E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1494.83        500.000                 NaN   99.5125       0.487482       0.114701E-005            NaN            NaN            NaN            NaN            NaN            NaN
  1493.42        500.000                 NaN   99.5167       0.483254                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1492.02        500.000                 NaN   99.5198       0.480169                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.61        500.000                 NaN   99.5214       0.478624                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.21        500.000                 NaN   99.5251       0.467644       0.723312E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1487.80        500.000                 NaN   99.5269       0.473092       0.427893E-005            NaN            NaN            NaN            NaN            NaN            NaN
  1486.39        500.000                 NaN   99.5293       0.468188       0.251830E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1484.99        500.000                 NaN   99.5330       0.467003                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.58        500.000                 NaN   99.5423       0.421762       0.359137E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1482.18        500.000                 NaN   99.5412       0.436344       0.224328E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1480.77        500.000                 NaN   99.5420       0.458002                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1479.37        500.000                 NaN   99.5417       0.458275                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1477.96        500.000                 NaN   99.5436       0.456357                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.55        500.000                 NaN   99.5478       0.452196                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1475.15        500.000                 NaN   99.5520       0.447997                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.74        500.000                 NaN   99.5530       0.446988                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1472.34        500.000                 NaN   99.5545       0.445462                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1470.93        500.000                 NaN   99.3922       0.607813                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1469.53        500.000                 NaN   99.9161       0.681027E-001  0.158460E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1468.12        500.000                 NaN   99.8010       0.198986                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.71        500.000                 NaN   99.1367       0.863258                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1465.31        500.000                 NaN   99.5666       0.433385                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.90        500.000                 NaN   99.5666       0.433450                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1462.50        500.000                 NaN   99.5704       0.429614                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.09        500.000                 NaN   99.5721       0.427917                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1459.68        500.000                 NaN   99.5742       0.425824                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.28        500.000                 NaN   99.5758       0.423274                 NaN  0.966701E-003            NaN            NaN            NaN            NaN            NaN
  1456.87        500.000                 NaN   99.4964       0.550414E-001  0.522964E-005  0.448550                 NaN            NaN            NaN            NaN            NaN
  1455.47        500.000                 NaN   99.4794       0.134109                 NaN  0.386538                 NaN            NaN            NaN            NaN            NaN
  1454.06        500.000                 NaN   99.4144       0.869054E-003            NaN  0.584780                 NaN            NaN            NaN            NaN            NaN
  1452.66        500.000                 NaN   99.6401                 NaN            NaN  0.359905                 NaN            NaN            NaN            NaN            NaN
  1451.25        500.000                 NaN   99.3692       0.627441E-001            NaN  0.568079                 NaN            NaN            NaN            NaN            NaN
  1449.84        500.000                 NaN   99.4704                 NaN            NaN  0.529557                 NaN            NaN            NaN            NaN            NaN
  1448.44        500.000                 NaN   99.4721                 NaN            NaN  0.527875                 NaN            NaN            NaN            NaN            NaN
  1447.03        500.000                 NaN   99.5042                 NaN            NaN  0.495795                 NaN            NaN            NaN            NaN            NaN
  1445.63        500.000                 NaN   99.4356                 NaN            NaN  0.564418                 NaN            NaN            NaN            NaN            NaN
  1444.22        500.000                 NaN   99.4650                 NaN            NaN  0.535031                 NaN            NaN            NaN            NaN            NaN
  1442.82        500.000                 NaN   99.4638                 NaN            NaN  0.536195                 NaN            NaN            NaN            NaN            NaN
  1441.41        500.000                 NaN   99.3550                 NaN            NaN  0.189995       0.454994                 NaN            NaN            NaN            NaN
  1440.00        500.000                 NaN   99.1805                 NaN            NaN  0.505111       0.314418                 NaN            NaN            NaN            NaN
  1438.60        500.000                 NaN   99.1872                 NaN            NaN  0.310793       0.502054                 NaN            NaN            NaN            NaN
  1437.19        500.000                 NaN   98.6639                 NaN            NaN  0.848703       0.487431                 NaN            NaN            NaN            NaN
  1435.79        500.000                 NaN   99.9711                 NaN            NaN  0.203657E-001  0.851939E-002            NaN            NaN            NaN            NaN
  1434.38        500.000                 NaN   98.9769                 NaN            NaN  0.633093       0.389996                 NaN            NaN            NaN            NaN
  1432.98        500.000                 NaN   99.2128                 NaN            NaN  0.299959       0.487195                 NaN            NaN            NaN            NaN
  1431.57        500.000                 NaN   99.2204                 NaN            NaN  0.482488       0.297107                 NaN            NaN            NaN            NaN
  1430.16        500.000                 NaN   99.2257                 NaN            NaN  0.294772       0.479510                 NaN            NaN            NaN            NaN
  1428.76        500.000                 NaN   99.2321                 NaN            NaN  0.475477       0.292389                 NaN            NaN            NaN            NaN
  1427.35        500.000                 NaN   99.2390                 NaN            NaN  0.471947       0.289053                 NaN            NaN            NaN            NaN
  1425.95        500.000                 NaN   99.2442                 NaN            NaN  0.468600       0.287174                 NaN            NaN            NaN            NaN
  1424.54        500.000                 NaN   99.2498                 NaN            NaN  0.465932       0.284278                 NaN            NaN            NaN            NaN
  1423.14        500.000                 NaN   99.2555                 NaN            NaN  0.281898       0.462564                 NaN            NaN            NaN            NaN
  1421.73        500.000                 NaN   99.2629                 NaN            NaN  0.279462       0.457648                 NaN            NaN            NaN            NaN
  1420.32        500.000                 NaN   99.2673                 NaN            NaN  0.455059       0.277636                 NaN            NaN            NaN            NaN
  1418.92        500.000                 NaN   99.2736                 NaN            NaN  0.451763       0.274653                 NaN            NaN            NaN            NaN
  1417.51        500.000                 NaN   99.2781                 NaN            NaN  0.273138       0.448766                 NaN            NaN            NaN            NaN
  1416.11        500.000                 NaN   99.2836                 NaN            NaN  0.270432       0.445943                 NaN            NaN            NaN            NaN
  1414.70        500.000                 NaN   99.2886                 NaN            NaN  0.268193       0.443197                 NaN            NaN            NaN            NaN
  1413.29        500.000                 NaN   98.8502                 NaN            NaN  0.476978       0.472635       0.200224                 NaN            NaN            NaN
  1411.89        500.000                 NaN   98.1469                 NaN            NaN  0.530388       0.800614       0.522077                 NaN            NaN            NaN
  1410.48        500.000                 NaN   98.1813                 NaN            NaN  0.520494       0.785967       0.512211                 NaN            NaN            NaN
  1409.08        500.000                 NaN   98.2127                 NaN            NaN  0.511230       0.772634       0.503430                 NaN            NaN            NaN
  1407.67        500.000                 NaN   98.2425                 NaN            NaN  0.760384       0.502109       0.494976                 NaN            NaN            NaN
  1406.27        500.000                 NaN   98.2727                 NaN            NaN  0.746245       0.494767       0.486247                 NaN            NaN            NaN
  1404.86        500.000                 NaN   98.3034                 NaN            NaN  0.485050       0.733943       0.477570                 NaN            NaN            NaN
  1403.45        500.000                 NaN   98.3307                 NaN            NaN  0.476857       0.722591       0.469877                 NaN            NaN            NaN
  1402.05        500.000                 NaN   98.4605                 NaN            NaN  0.438736       0.667122       0.433601                 NaN            NaN            NaN
  1400.64        500.000                 NaN   98.2755                 NaN            NaN  0.492129       0.747445       0.484885                 NaN            NaN            NaN
  1399.24        500.000                 NaN   98.4121                 NaN            NaN  0.688444       0.452673       0.446821                 NaN            NaN            NaN
  1397.83        500.000                 NaN   98.4341                 NaN            NaN  0.446168       0.679324       0.440370                 NaN            NaN            NaN
  1396.43        500.000                 NaN   98.4596                 NaN            NaN  0.437957       0.669017       0.433419                 NaN            NaN            NaN
  1395.02        500.000                 NaN   98.4846                 NaN            NaN  0.658262       0.431051       0.426128                 NaN            NaN            NaN
  1393.61        500.000                 NaN   98.5077                 NaN            NaN  0.423481       0.649210       0.419619                 NaN            NaN            NaN
  1392.21        500.000                 NaN   98.5298                 NaN            NaN  0.639775       0.417184       0.413252                 NaN            NaN            NaN
  1390.80        500.000                 NaN   98.5514                 NaN            NaN  0.410835       0.630781       0.406995                 NaN            NaN            NaN
  1389.40        500.000                 NaN   98.5720                 NaN            NaN  0.622378       0.404652       0.401005                 NaN            NaN            NaN
  1387.99        500.000                 NaN   98.5945                 NaN            NaN  0.398473       0.612420       0.394653                 NaN            NaN            NaN
  1386.59        500.000                 NaN   98.6137                 NaN            NaN  0.604858       0.392390       0.389013                 NaN            NaN            NaN
  1385.18        500.000                 NaN   98.6344                 NaN            NaN  0.596494       0.386032       0.383086                 NaN            NaN            NaN
  1383.77        500.000                 NaN   98.6492                 NaN            NaN  0.590958       0.380530       0.379282                 NaN            NaN            NaN
  1382.37        500.000                 NaN   98.6804                 NaN            NaN  0.577480       0.372459       0.369709                 NaN            NaN            NaN
  1380.96        500.000                 NaN   98.6912                 NaN            NaN  0.572678       0.369311       0.366823                 NaN            NaN            NaN
  1379.56        500.000                 NaN   98.7084                 NaN  0.107933E-003  0.363757       0.566034       0.361744                 NaN            NaN            NaN
  1378.15        500.000                 NaN   98.7270                 NaN            NaN  0.558840       0.357617       0.356494                 NaN            NaN            NaN
  1376.74        500.000                 NaN   98.7439                 NaN            NaN  0.552006       0.352540       0.351536                 NaN            NaN            NaN
  1375.34        500.000                 NaN   98.7597                 NaN            NaN  0.545709       0.347673       0.346904                 NaN            NaN            NaN
  1373.93        500.000                 NaN   98.7753                 NaN  0.308409E-005  0.539059       0.343329       0.342357                 NaN            NaN            NaN
  1372.53        500.000                 NaN   98.7918                 NaN            NaN  0.338231       0.532520       0.337454                 NaN            NaN            NaN
  1371.12        500.000                 NaN   98.8077                 NaN            NaN  0.526281       0.333137       0.332894                 NaN            NaN            NaN
  1369.72        500.000                 NaN   98.8252                 NaN  0.228036E-001  0.485126       0.336194       0.330636                 NaN            NaN            NaN
  1368.31        500.000                 NaN   98.8507                 NaN  0.143000       0.295015       0.373362       0.337939                 NaN            NaN            NaN
  1366.90        500.000                 NaN   98.8649                 NaN  0.143933       0.286664       0.370518       0.333977                 NaN            NaN            NaN
  1365.50        500.000                 NaN   98.8773                 NaN  0.143066       0.282811       0.366882       0.329976                 NaN            NaN            NaN
  1364.09        500.000                 NaN   98.8985                 NaN  0.143481       0.360912       0.273332       0.323771                 NaN            NaN            NaN
  1362.69        500.000                 NaN   98.9102                 NaN  0.145261       0.358214       0.265596       0.320693                 NaN            NaN            NaN
  1361.28        500.000                 NaN   98.9222                 NaN  0.145702       0.355828       0.259152       0.317099                 NaN            NaN            NaN
  1359.88        500.000                 NaN   98.9383                 NaN  0.146125       0.351239       0.251863       0.312502                 NaN            NaN            NaN
  1358.47        500.000                 NaN   98.9521                 NaN  0.147124       0.347970       0.244163       0.308619                 NaN            NaN            NaN
  1357.06        500.000                 NaN   98.9648                 NaN  0.147147       0.238608       0.344605       0.304796                 NaN            NaN            NaN
  1355.66        500.000                 NaN   98.9782                 NaN  0.147920       0.341139       0.231731       0.300977                 NaN            NaN            NaN
  1354.25        500.000                 NaN   98.9908                 NaN  0.148233       0.337790       0.225909       0.297302                 NaN            NaN            NaN
  1352.85        500.000                 NaN   99.0033                 NaN  0.151263       0.215459       0.336073       0.293897                 NaN            NaN            NaN
  1351.44        500.000                 NaN   99.0139                 NaN  0.147074       0.217337       0.331356       0.290351                 NaN            NaN            NaN
  1350.04        500.000                 NaN   99.0279                 NaN  0.149065       0.328415       0.208348       0.286296                 NaN            NaN            NaN
  1348.63        500.000                 NaN   99.0399                 NaN  0.148750       0.203642       0.324913       0.282766                 NaN            NaN            NaN
  1347.22        500.000                 NaN   99.0516                 NaN  0.149659       0.322267       0.197057       0.279396                 NaN            NaN            NaN
  1345.82        500.000                 NaN   99.0625                 NaN  0.149880       0.319689       0.191724       0.276160                 NaN            NaN            NaN
  1344.41        500.000                 NaN   99.0741                 NaN  0.150304       0.186057       0.316700       0.272847                 NaN            NaN            NaN
  1343.01        500.000                 NaN   99.0852                 NaN  0.149764       0.313722       0.181868       0.269400                 NaN            NaN            NaN
  1341.60        500.000                 NaN   99.0961                 NaN  0.150364       0.311155       0.176136       0.266261                 NaN            NaN            NaN
  1340.19        500.000                 NaN   99.1064                 NaN  0.150149       0.308242       0.171937       0.263236                 NaN            NaN            NaN
  1338.79        500.000                 NaN   99.1172                 NaN  0.149677       0.304966       0.168254       0.259867                 NaN            NaN            NaN
  1337.38        500.000                 NaN   99.1269                 NaN  0.150435       0.162026       0.303562       0.257047                 NaN            NaN            NaN
  1335.98        500.000                 NaN   99.1378                 NaN  0.148892       0.160294       0.299446       0.253570                 NaN            NaN            NaN
  1334.57        500.000                 NaN   99.1473                 NaN  0.149661       0.154713       0.297443       0.250848                 NaN            NaN            NaN
  1333.17        500.000                 NaN   99.1564                 NaN  0.149733       0.295448       0.150370       0.248087                 NaN            NaN            NaN
  1331.76        500.000                 NaN   99.1674                 NaN  0.148884       0.147272       0.291653       0.244755                 NaN            NaN            NaN
  1330.35        500.000                 NaN   99.1758                 NaN  0.148422       0.289424       0.144188       0.242145                 NaN            NaN            NaN
  1328.95        500.000                 NaN   99.1857                 NaN  0.148215       0.139952       0.286933       0.239225                 NaN            NaN            NaN
  1327.54        500.000                 NaN   99.1946                 NaN  0.147639       0.284222       0.137081       0.236427                 NaN            NaN            NaN
  1326.14        500.000                 NaN   99.2036                 NaN  0.147270       0.281561       0.133868       0.233736                 NaN            NaN            NaN
  1324.73        500.000                 NaN   99.2126                 NaN  0.146665       0.130625       0.279154       0.230909                 NaN            NaN            NaN
  1323.33        500.000                 NaN   99.2121                 NaN  0.235339       0.246945E-002  0.309280       0.240789                 NaN            NaN            NaN
  1321.92        500.000                 NaN   99.2418                 NaN  0.563744E-001  0.240728       0.248437       0.212652                 NaN            NaN            NaN
  1320.51        500.000                 NaN   99.2381                 NaN  0.144890       0.271808       0.122139       0.223070                 NaN            NaN            NaN
  1319.11        500.000                 NaN   99.2451                 NaN  0.144085       0.120802       0.269192       0.220823                 NaN            NaN            NaN
  1317.70        500.000                 NaN   99.2548                 NaN  0.142235       0.266240       0.118914       0.217776                 NaN            NaN            NaN
  1316.30        500.000                 NaN   99.2626                 NaN  0.142014       0.264608       0.115477       0.215267                 NaN            NaN            NaN
  1314.89        500.000                 NaN   99.2701                 NaN  0.141762       0.113232       0.261776       0.213125                 NaN            NaN            NaN
  1313.49        500.000                 NaN   99.2777                 NaN  0.139271       0.259260       0.113356       0.210406                 NaN            NaN            NaN
  1312.08        500.000                 NaN   99.2854                 NaN  0.139083       0.110239       0.257112       0.208117                 NaN            NaN            NaN
  1310.67        500.000                 NaN   99.2932                 NaN  0.137884       0.254513       0.108707       0.205677                 NaN            NaN            NaN
  1309.27        500.000                 NaN   99.3002                 NaN  0.136675       0.252209       0.107510       0.203426                 NaN            NaN            NaN
  1307.86        500.000                 NaN   99.3075                 NaN  0.135349       0.106110       0.249941       0.201051                 NaN            NaN            NaN
  1306.46        500.000                 NaN   99.3151                 NaN  0.134364       0.247268       0.104530       0.198717                 NaN            NaN            NaN
  1305.05        500.000                 NaN   99.3225                 NaN  0.133516       0.102456       0.245099       0.196461                 NaN            NaN            NaN
  1303.65        500.000                 NaN   99.3286                 NaN  0.131281       0.242561       0.103284       0.194247                 NaN            NaN            NaN
  1302.24        500.000                 NaN   99.3356                 NaN  0.130078       0.239943       0.102252       0.192081                 NaN            NaN            NaN
  1300.83        500.000                 NaN   99.3420                 NaN  0.128730       0.101521       0.237786       0.189991                 NaN            NaN            NaN
  1299.43        500.000                 NaN   99.3488                 NaN  0.126933       0.235202       0.101340       0.187764                 NaN            NaN            NaN
  1298.02        500.000                 NaN   99.3554                 NaN  0.125828       0.100106       0.232931       0.185686                 NaN            NaN            NaN
  1296.62        500.000                 NaN   99.3617                 NaN  0.124071       0.100147       0.230474       0.183600                 NaN            NaN            NaN
  1295.21        500.000                 NaN   99.3677                 NaN  0.122209       0.100712       0.227744       0.181677                 NaN            NaN            NaN
  1293.80        500.000                 NaN   99.3742                 NaN  0.120402       0.100363       0.225614       0.179441                 NaN            NaN            NaN
  1292.40        500.000                 NaN   99.3801                 NaN  0.118671       0.223046       0.100628       0.177541                 NaN            NaN            NaN
  1290.99        500.000                 NaN   99.3862                 NaN  0.117034       0.220597       0.100601       0.175552                 NaN            NaN            NaN
  1289.59        500.000                 NaN   99.3019                 NaN  0.144375       0.925347E-001  0.260030       0.201183                 NaN            NaN            NaN
  1288.18        500.000                 NaN   99.4902                 NaN  0.853095E-001  0.174709       0.106014       0.143789                 NaN            NaN            NaN
  1286.78        500.000                 NaN   99.4041                 NaN  0.111943       0.213502       0.100729       0.169761                 NaN            NaN            NaN
  1285.37        500.000                 NaN   99.4100                 NaN  0.109788       0.101692       0.210735       0.167783                 NaN            NaN            NaN
  1283.96        500.000                 NaN   90.2334                 NaN  0.132326E-001  0.954197        2.11709        1.14988        5.53224                 NaN            NaN
  1282.56        500.000                 NaN   89.5608                 NaN  0.699186E-004   1.00213        2.27704        1.22123        5.93869                 NaN            NaN
  1281.15        500.000                 NaN   90.3682                 NaN            NaN  0.927444        2.11665        1.13381        5.45385                 NaN            NaN
  1279.75        500.000                 NaN   91.0749                 NaN            NaN   1.97614       0.860880        1.05708        5.03101                 NaN            NaN
  1278.34        500.000                 NaN   91.7078                 NaN            NaN   1.84893       0.801187       0.987682        4.65436                 NaN            NaN
  1276.94        500.000                 NaN   92.2476                 NaN            NaN   1.74210       0.749251       0.928596        4.33247                 NaN            NaN
  1275.53        500.000                 NaN   92.7343                 NaN            NaN  0.701868        1.64540       0.875068        4.04334                 NaN            NaN
  1274.12        500.000                 NaN   93.1598                 NaN            NaN  0.658511        1.56245       0.828115        3.79109                 NaN            NaN
  1272.72        500.000                 NaN   93.5660                 NaN            NaN   1.48134       0.618786       0.782789        3.55105                 NaN            NaN
  1271.31        500.000                 NaN   93.9209                 NaN            NaN   1.40975       0.582754       0.743132        3.34347                 NaN            NaN
  1269.91        500.000                 NaN   94.1561                 NaN  0.905950E-001   1.19400       0.631142       0.723581        3.20463                 NaN            NaN
  1268.50        500.000                 NaN   94.5862                 NaN            NaN  0.515741        1.27802       0.667367        2.95272                 NaN            NaN
  1267.10        500.000                 NaN   94.7825                 NaN            NaN   1.24601       0.488839       0.646468        2.83615                 NaN            NaN
  1265.69        500.000                 NaN   95.0123                 NaN            NaN  0.462621        1.20416       0.620495        2.70043                 NaN            NaN
  1264.28        500.000                 NaN   95.2458                 NaN            NaN   1.15841       0.436233       0.593754        2.56584                 NaN            NaN
  1262.88        500.000                 NaN   95.4448                 NaN            NaN  0.411363        1.12304       0.571137        2.44970                 NaN            NaN
  1261.47        500.000                 NaN   95.6338                 NaN            NaN  0.388325        1.08842       0.549282        2.34013                 NaN            NaN
  1260.07        500.000                 NaN   95.8032                 NaN            NaN  0.366429        1.05894       0.529759        2.24165                 NaN            NaN
  1258.66        500.000                 NaN   95.9668                 NaN  0.138299E-005   1.03242       0.342703       0.510854        2.14719                 NaN            NaN
  1257.25        500.000                 NaN   96.1103                 NaN  0.248676E-003   1.00962       0.322084       0.494208        2.06354                 NaN            NaN
  1255.85        500.000                 NaN   96.2469                 NaN  0.234457E-003  0.301362       0.988971       0.478140        1.98434                 NaN            NaN
  1254.44        500.000                 NaN   96.3718                 NaN  0.195977E-003  0.973678       0.278889       0.463617        1.91179                 NaN            NaN
  1253.04        500.000                 NaN   96.3914                 NaN  0.172873       0.527196       0.527613       0.467898        1.91301                 NaN            NaN
  1251.63        500.000                 NaN   96.7550                 NaN  0.112895E-003  0.907350       0.226651       0.415750        1.69515                 NaN            NaN
  1250.23        500.000                 NaN   96.7300                 NaN  0.978574E-004  0.927526       0.212169       0.420869        1.70932                 NaN            NaN
  1248.82        500.000                 NaN   96.8308                 NaN  0.894325E-004  0.920186       0.188339       0.408734        1.65188                 NaN            NaN
  1247.41        500.000                 NaN   96.9218                 NaN            NaN  0.920647       0.160266       0.397976        1.59928                 NaN            NaN
  1246.01        500.000                 NaN   97.0084                 NaN  0.690887E-004  0.922702       0.131745       0.387527        1.54955                 NaN            NaN
  1244.60        500.000                 NaN   97.0910                 NaN            NaN  0.107026       0.921235       0.377344        1.50337                 NaN            NaN
  1243.20        500.000                 NaN   97.1797                 NaN            NaN  0.933622       0.673387E-001  0.366387        1.45293                 NaN            NaN
  1241.79        500.000                 NaN   97.2141                 NaN            NaN  0.931816       0.493863E-001  0.361839        1.43421       0.860569E-002            NaN
  1240.39        500.000                 NaN   96.9070                 NaN            NaN  0.275187       0.742013       0.396066        1.60088       0.788728E-001            NaN
  1238.98        500.000                 NaN   96.9619                 NaN            NaN  0.287340       0.704179       0.388286        1.57362       0.846827E-001            NaN
  1237.57        500.000                 NaN   97.0596                 NaN            NaN  0.261298       0.700413       0.375671        1.52212       0.808664E-001            NaN
  1236.17        500.000                 NaN   97.1488                 NaN            NaN  0.702729       0.232768       0.364204        1.47428       0.772005E-001            NaN
