|6.6.6
Archiving\03_Data\eqfracLP/QFM_m1.5/TAY13/TAY13_3.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1560.90        500.000       0.843538E-003   99.9068       0.338466E-001  0.585435E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1559.49        500.000       0.430672E-003   99.4180       0.581575                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.09        500.000                 NaN   99.4173       0.582750                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.68        500.000                 NaN   99.4230       0.563017       0.140231E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1555.28        500.000                 NaN   99.4194       0.580614                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.87        500.000                 NaN   99.4397       0.543080       0.171852E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1552.47        500.000                 NaN   99.4390       0.554689       0.633449E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1551.06        500.000                 NaN   99.4424       0.528778       0.287726E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1549.65        500.000                 NaN   99.4410       0.531744       0.272452E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1548.25        500.000                 NaN   99.4634       0.511080       0.255632E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1546.84        500.000                 NaN   99.4479       0.532550       0.195659E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1545.44        500.000                 NaN   99.4762       0.490145       0.336305E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1544.03        500.000                 NaN   99.4671       0.509261       0.236735E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1542.63        500.000                 NaN   99.4718       0.498610       0.295673E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1541.22        500.000                 NaN   99.4764       0.505865       0.176941E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1539.81        500.000                 NaN   99.4803       0.498369       0.213057E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1538.41        500.000                 NaN   99.4852       0.492464       0.223381E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1537.00        500.000                 NaN   99.4883       0.490855       0.208723E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1535.60        500.000                 NaN   99.4924       0.487344       0.202867E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1534.19        500.000                 NaN   99.4977       0.481601       0.206511E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1532.78        500.000                 NaN   99.5012       0.480273       0.185756E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1531.38        500.000                 NaN   99.5044       0.477143       0.184167E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1529.97        500.000                 NaN   99.4668       0.496572       0.366769E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1528.57        500.000                 NaN   99.5553       0.435219       0.945223E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1527.16        500.000                 NaN   99.5143       0.480189       0.548684E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1525.76        500.000                 NaN   99.5206       0.458008       0.213728E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1524.35        500.000                 NaN   98.7087        1.27825       0.130174E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1522.94        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.54        500.000                 NaN   99.8077       0.185720       0.653751E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1520.13        500.000                 NaN   99.5838       0.404155       0.120151E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1518.73        500.000                 NaN   99.3560       0.624847       0.191531E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1517.32        500.000                 NaN   99.7208       0.272779       0.642372E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1515.92        500.000                 NaN   99.4743       0.513969       0.117351E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1514.51        500.000                 NaN   99.9248       0.726797E-001  0.254593E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1513.10        500.000                 NaN   99.2403       0.742925       0.167390E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1511.70        500.000                 NaN   99.5518       0.439220       0.900287E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1510.29        500.000                 NaN   99.5569       0.434158       0.897764E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1508.89        500.000                 NaN   99.5589       0.433288       0.779437E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1507.48        500.000                 NaN   99.5616       0.431086       0.730590E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1506.08        500.000                 NaN   99.5636       0.431119       0.529513E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1504.67        500.000                 NaN   99.5676       0.427558       0.482429E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1503.26        500.000                 NaN   99.5693       0.424467       0.624408E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1501.86        500.000                 NaN   99.5726       0.422564       0.481174E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1500.45        500.000                 NaN   99.5791       0.397588       0.233029E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1499.05        500.000                 NaN   99.5778       0.422180                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.64        500.000                 NaN   99.6029       0.390530       0.653433E-002            NaN            NaN            NaN            NaN            NaN            NaN
