|6.6.6
Archiving\03_Data\DeqLP/QFM_m4.75/T13/T13_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        500.000        98.0935        1.89773       0.875122E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        98.0801        1.91119       0.875259E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        98.0666        1.92467       0.875396E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        98.0531        1.93814       0.875534E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        98.0396        1.95163       0.875672E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        98.0261        1.96512       0.875809E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        98.0126        1.97861       0.875947E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        97.9991        1.99211       0.876085E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        97.9856        2.00561       0.876223E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        97.9724        2.01882       0.876359E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        97.9592        2.03204       0.876494E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        97.9460        2.04526       0.876630E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        97.9327        2.05849       0.876766E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        97.9195        2.07172       0.876901E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        97.9063        2.08496       0.877037E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        97.8930        2.09820       0.877173E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        97.8798        2.11145       0.877309E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        97.8667        2.12448       0.877443E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        97.8537        2.13750       0.877577E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        97.8407        2.15054       0.877712E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        97.8276        2.16358       0.877846E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        97.8124        2.17882       0.877999E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        97.7972        2.19406       0.878152E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        97.7889        2.20232       0.878246E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        97.5898        2.21239       0.871896E-002  0.189058                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        96.8981        2.21246       0.846915E-002  0.880980                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        96.2056        2.21252       0.821909E-002   1.57365                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        95.5124        2.21258       0.796878E-002   2.26705                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        94.8184        2.21263       0.771823E-002   2.96120                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        94.1238        2.21269       0.746743E-002   3.65608                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        93.4284        2.21274       0.721639E-002   4.35170                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
