|6.6.6
Archiving\03_Data\frac/QFM_m4/NWA1068/NWA1068_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q              hed           
  1511.28        2500.00        98.9445                 NaN            NaN  0.744150E-002            NaN   1.04803                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        98.9397                 NaN            NaN  0.733166E-002            NaN   1.05296                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        98.9362                 NaN            NaN  0.717927E-002            NaN   1.05659                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        98.9252                 NaN            NaN  0.705610E-002  0.532458E-004   1.06770                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.9157                 NaN            NaN  0.694036E-002            NaN   1.07735                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.8996                 NaN            NaN  0.674829E-002            NaN   1.09370                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.8781                 NaN            NaN  0.660565E-002            NaN   1.11525                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.8461                 NaN            NaN  0.640149E-002            NaN   1.14746                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.7887                 NaN            NaN  0.607321E-002            NaN   1.17898       0.262295E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.4518                 NaN            NaN  0.319435E-002            NaN   1.18032       0.364726                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.4741                 NaN            NaN  0.304759E-002            NaN  0.363875        1.15898                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.4963                 NaN            NaN  0.289005E-002            NaN  0.363473        1.13729                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.5177                 NaN            NaN  0.274103E-002            NaN   1.11578       0.363823                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.5384                 NaN            NaN  0.258985E-002            NaN   1.09726       0.361786                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.5590                 NaN            NaN  0.244379E-002            NaN   1.07730       0.361276                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.5783                 NaN            NaN  0.230808E-002            NaN   1.05823       0.361208                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.5937                 NaN            NaN  0.220163E-002            NaN   1.04333       0.360806                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.6183                 NaN            NaN  0.203541E-002  0.104810E-001   1.03272       0.336494                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.6460                 NaN            NaN  0.171459E-002  0.704508E-001  0.212465        1.06941                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.6534                 NaN            NaN  0.178531E-002            NaN  0.353705       0.991141                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.6816                 NaN            NaN  0.146793E-002  0.678066E-001  0.212364        1.03680                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.6989                 NaN            NaN  0.135740E-002  0.861910E-001   1.04030       0.173240                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.7194                 NaN            NaN  0.121431E-002  0.817878E-001  0.182247        1.01535                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.7322                 NaN            NaN  0.109909E-002  0.792324E-001   1.00103       0.186476                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.7461                 NaN            NaN  0.996384E-003  0.761651E-001  0.190630       0.986131                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.7596                 NaN            NaN  0.898605E-003  0.732052E-001  0.195351       0.970915                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.7726                 NaN            NaN  0.812449E-003  0.703335E-001  0.955938       0.200266                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.7862                 NaN            NaN  0.713128E-003  0.674902E-001  0.204330       0.941252                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.7933                 NaN            NaN  0.618586E-003  0.642499E-001  0.935771       0.206095                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.8117                 NaN            NaN  0.545702E-003  0.624112E-001  0.211894       0.913474                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.8208                 NaN            NaN  0.458072E-003  0.592550E-001  0.903380       0.216079                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.8318                 NaN            NaN  0.375889E-003  0.568162E-001  0.218694       0.892282                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.8418                 NaN            NaN  0.297199E-003  0.543443E-001  0.881728       0.221838                 NaN            NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.8502                 NaN            NaN  0.218848E-003  0.521013E-001  0.223853       0.873638                 NaN            NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.8626                 NaN            NaN  0.148235E-003  0.494042E-001  0.860178       0.227701                 NaN            NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.8706                 NaN            NaN  0.753786E-004  0.469668E-001  0.851918       0.230406                 NaN            NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        98.8678                 NaN            NaN            NaN  0.410991E-001  0.851800       0.239260                 NaN            NaN            NaN            NaN            NaN            NaN
  1418.55        2500.00        98.8982                 NaN            NaN            NaN  0.457323E-001  0.828883       0.227226                 NaN            NaN            NaN            NaN            NaN            NaN
  1416.04        2500.00        98.8943                 NaN            NaN  0.121968E-004  0.399413E-001  0.238439       0.827308                 NaN            NaN            NaN            NaN            NaN            NaN
  1413.53        2500.00        98.9009                 NaN            NaN            NaN  0.374808E-001  0.822392       0.239221                 NaN            NaN            NaN            NaN            NaN            NaN
  1411.03        2500.00        98.9102                 NaN            NaN  0.132433E-002  0.343042E-001  0.804349       0.249814                 NaN            NaN            NaN            NaN            NaN            NaN
  1408.52        2500.00        98.9160                 NaN            NaN            NaN  0.331256E-001  0.244491       0.806341                 NaN            NaN            NaN            NaN            NaN            NaN
  1406.02        2500.00        97.6993                 NaN            NaN            NaN  0.342218        1.01695       0.212316                 NaN  0.729221                 NaN            NaN            NaN            NaN
  1403.51        2500.00        97.3986                 NaN            NaN            NaN  0.435314        1.06956       0.166371                 NaN  0.930122                 NaN            NaN            NaN            NaN
  1401.00        2500.00        97.4427                 NaN            NaN            NaN  0.433221       0.144214        1.06485                 NaN  0.914974                 NaN            NaN            NaN            NaN
  1398.50        2500.00        97.5018                 NaN            NaN            NaN  0.429875       0.113945        1.05970                 NaN  0.894628                 NaN            NaN            NaN            NaN
  1395.99        2500.00        97.5599                 NaN            NaN            NaN  0.425407        1.05262       0.886120E-001            NaN  0.873429                 NaN            NaN            NaN            NaN
  1393.48        2500.00        97.6130                 NaN            NaN            NaN  0.421987       0.607492E-001   1.04946                 NaN  0.854761                 NaN            NaN            NaN            NaN
  1390.98        2500.00        97.6688                 NaN            NaN            NaN  0.417301        1.04404       0.349513E-001            NaN  0.834916                 NaN            NaN            NaN            NaN
  1388.47        2500.00        97.7136                 NaN            NaN            NaN  0.414541        1.04607       0.651521E-002            NaN  0.819224                 NaN            NaN            NaN            NaN
  1385.96        2500.00        97.7675                 NaN            NaN            NaN  0.403618        1.03126                 NaN            NaN  0.797576                 NaN            NaN            NaN            NaN
  1383.46        2500.00        97.8064                 NaN            NaN            NaN  0.392152       0.112826E-002   1.01790                 NaN  0.782465                 NaN            NaN            NaN            NaN
  1380.95        2500.00        97.8553                 NaN            NaN            NaN  0.394872       0.983083                 NaN            NaN  0.766705                 NaN            NaN            NaN            NaN
  1378.45        2500.00        97.9009                 NaN            NaN            NaN  0.374634       0.979387                 NaN            NaN  0.745047                 NaN            NaN            NaN            NaN
  1375.94        2500.00        97.9373                 NaN            NaN            NaN  0.364757       0.967012                 NaN            NaN  0.730980                 NaN            NaN            NaN            NaN
  1373.43        2500.00        97.9772                 NaN            NaN            NaN  0.361005       0.945658                 NaN            NaN  0.716165                 NaN            NaN            NaN            NaN
  1370.93        2500.00        98.0137                 NaN            NaN            NaN  0.345691       0.940545                 NaN            NaN  0.700024                 NaN            NaN            NaN            NaN
  1368.42        2500.00        98.0515                 NaN            NaN            NaN  0.340308       0.922642                 NaN            NaN  0.685564                 NaN            NaN            NaN            NaN
  1365.91        2500.00        98.0879                 NaN            NaN            NaN  0.331566       0.909527                 NaN            NaN  0.671052                 NaN            NaN            NaN            NaN
  1363.41        2500.00        98.1221                 NaN            NaN            NaN  0.322653       0.897351                 NaN            NaN  0.657881                 NaN            NaN            NaN            NaN
  1360.90        2500.00        98.1597                 NaN            NaN            NaN  0.317462       0.879941                 NaN            NaN  0.642889                 NaN            NaN            NaN            NaN
  1358.40        2500.00        98.0622                 NaN            NaN            NaN  0.366385       0.884936                 NaN            NaN  0.686505                 NaN            NaN            NaN            NaN
  1355.89        2500.00        98.3655                 NaN            NaN            NaN  0.275842       0.795033                 NaN            NaN  0.563670                 NaN            NaN            NaN            NaN
  1353.38        2500.00        98.2521                 NaN            NaN            NaN  0.291078       0.852416                 NaN            NaN  0.604390                 NaN            NaN            NaN            NaN
  1350.88        2500.00        98.2782                 NaN            NaN            NaN  0.288116       0.839136                 NaN            NaN  0.594579                 NaN            NaN            NaN            NaN
  1348.37        2500.00        98.3075                 NaN            NaN            NaN  0.275231       0.835743                 NaN            NaN  0.581560                 NaN            NaN            NaN            NaN
  1345.86        2500.00        98.3247                 NaN            NaN            NaN  0.270162       0.829517                 NaN            NaN  0.575596                 NaN            NaN            NaN            NaN
  1343.36        2500.00        98.3729                 NaN            NaN            NaN  0.252017       0.821982                 NaN            NaN  0.553124                 NaN            NaN            NaN            NaN
  1340.85        2500.00        98.3890                 NaN            NaN            NaN  0.253707       0.808681                 NaN            NaN  0.548565                 NaN            NaN            NaN            NaN
  1338.35        2500.00        98.4109                 NaN            NaN            NaN  0.247285       0.802683                 NaN            NaN  0.539123                 NaN            NaN            NaN            NaN
  1335.84        2500.00        98.3900                 NaN            NaN            NaN  0.231684       0.818457                 NaN            NaN  0.541353       0.184564E-001            NaN            NaN            NaN
  1333.33        2500.00        98.2916                 NaN            NaN            NaN  0.216048       0.855036                 NaN            NaN  0.566338       0.710048E-001            NaN            NaN            NaN
  1330.83        2500.00        98.3301                 NaN            NaN            NaN  0.214965       0.832268                 NaN            NaN  0.553925       0.687339E-001            NaN            NaN            NaN
  1328.32        2500.00        98.3678                 NaN            NaN            NaN  0.210673       0.814013                 NaN            NaN  0.541094       0.663943E-001            NaN            NaN            NaN
  1325.81        2500.00        98.4048                 NaN            NaN            NaN  0.210083       0.791571                 NaN            NaN  0.529257       0.643110E-001            NaN            NaN            NaN
  1323.31        2500.00        98.4400                 NaN            NaN            NaN  0.200754       0.781220                 NaN            NaN  0.516301       0.617513E-001            NaN            NaN            NaN
  1320.80        2500.00        98.4701                 NaN            NaN            NaN  0.195208       0.768212                 NaN            NaN  0.506630       0.598424E-001            NaN            NaN            NaN
  1318.30        2500.00        98.5087                 NaN            NaN            NaN  0.188131       0.754724                 NaN            NaN  0.491325       0.571178E-001            NaN            NaN            NaN
  1315.79        2500.00        98.5386                 NaN            NaN            NaN  0.184515       0.739355                 NaN            NaN  0.482236       0.553135E-001            NaN            NaN            NaN
  1313.28        2500.00        98.5691                 NaN            NaN            NaN  0.178064       0.728217                 NaN            NaN  0.471379       0.532570E-001            NaN            NaN            NaN
  1310.78        2500.00        98.6008                 NaN            NaN            NaN  0.172643       0.714540                 NaN            NaN  0.460699       0.512829E-001            NaN            NaN            NaN
  1308.27        2500.00        98.6266                 NaN            NaN            NaN  0.168308       0.704196                 NaN            NaN  0.451441       0.494607E-001            NaN            NaN            NaN
  1305.76        2500.00        98.6549                 NaN            NaN            NaN  0.157929       0.699395                 NaN            NaN  0.440565       0.472210E-001            NaN            NaN            NaN
  1303.26        2500.00        98.6835                 NaN            NaN            NaN  0.155597       0.683942                 NaN            NaN  0.431395       0.456110E-001            NaN            NaN            NaN
  1300.75        2500.00        98.7093                 NaN            NaN            NaN  0.148137       0.676556                 NaN            NaN  0.422288       0.436906E-001            NaN            NaN            NaN
  1298.25        2500.00        98.7314                 NaN            NaN            NaN  0.142155       0.670744                 NaN            NaN  0.413631       0.420493E-001            NaN            NaN            NaN
  1295.74        2500.00        75.4881                 NaN            NaN            NaN   1.13846        4.66215                 NaN            NaN   3.42131       0.497989        14.7920                 NaN            NaN
  1293.23        2500.00        74.1537                 NaN            NaN            NaN   1.18381        4.95558                 NaN            NaN   3.56229       0.505667        15.6389                 NaN            NaN
  1290.73        2500.00        76.0363                 NaN            NaN            NaN   1.10536        4.63063                 NaN            NaN   3.29761       0.456812        14.4733                 NaN            NaN
  1288.22        2500.00        77.4460                 NaN            NaN            NaN   1.04008        4.40043                 NaN            NaN   3.09218       0.418079        13.6032                 NaN            NaN
  1285.71        2500.00        78.2388                 NaN            NaN            NaN  0.986066        4.28274                 NaN            NaN   2.96551       0.392626        13.1343                 NaN            NaN
  1283.21        2500.00        78.1779                 NaN            NaN            NaN  0.953879        4.32909                 NaN            NaN   2.94618       0.382944        13.2100                 NaN            NaN
  1280.70        2500.00        75.6520                 NaN            NaN            NaN  0.963248        4.82395                 NaN            NaN   3.22036       0.423659        14.9167                 NaN            NaN
  1278.20        2500.00        76.2682                 NaN            NaN            NaN  0.968450        4.75204                 NaN            NaN   3.12741       0.389825        14.4940                 NaN            NaN
  1275.69        2500.00        75.5655                 NaN            NaN            NaN  0.899602        4.89107                 NaN            NaN   3.17341       0.405772        15.0647                 NaN            NaN
  1273.18        2500.00        78.8404                 NaN            NaN            NaN  0.692674        4.40060                 NaN            NaN   2.76576       0.351301        12.9493                 NaN            NaN
  1270.68        2500.00        83.4273                 NaN            NaN            NaN  0.253551        3.88625                 NaN            NaN   2.13648       0.246321        10.0501                 NaN            NaN
  1268.17        2500.00        86.0133                 NaN            NaN            NaN            NaN   3.51843                 NaN            NaN   1.82448       0.211026        8.43277                 NaN            NaN
  1265.66        2500.00        85.1456                 NaN            NaN            NaN  0.306210E-001   3.93134                 NaN            NaN   1.98760       0.198494        8.70630                 NaN            NaN
  1263.16        2500.00        89.8459                 NaN            NaN            NaN            NaN   2.65896                 NaN            NaN   1.34121       0.146666        6.00724                 NaN            NaN
  1260.65        2500.00        90.6721                 NaN            NaN            NaN            NaN   2.53089                 NaN            NaN   1.27470       0.114872        5.40743                 NaN            NaN
  1258.15        2500.00        91.5392                 NaN            NaN            NaN            NaN   2.22760                 NaN            NaN   1.15182       0.111246        4.97018                 NaN            NaN
  1255.64        2500.00        92.5684                 NaN            NaN            NaN            NaN   1.93946                 NaN            NaN   1.02342       0.946955E-001   4.37407                 NaN            NaN
  1253.13        2500.00        93.4478                 NaN            NaN            NaN            NaN   1.49508                 NaN            NaN  0.875624       0.140923        4.04053                 NaN            NaN
  1250.63        2500.00        93.7865                 NaN            NaN            NaN            NaN   1.83715                 NaN            NaN  0.777067       0.475107E-001   3.55180                 NaN            NaN
  1248.12        2500.00        94.5409                 NaN            NaN            NaN            NaN   1.39921                 NaN            NaN  0.751109       0.682244E-001   3.24052                 NaN            NaN
  1245.61        2500.00        95.0762                 NaN            NaN            NaN            NaN   1.24595                 NaN            NaN  0.674993       0.620895E-001   2.94074                 NaN            NaN
  1243.11        2500.00        86.5120                 NaN            NaN            NaN            NaN   1.66317       0.930956                 NaN   1.87293       0.277955        8.74300                 NaN            NaN
  1240.60        2500.00        99.3407                 NaN            NaN            NaN            NaN  0.467683                 NaN            NaN  0.187450       0.412128E-002            NaN            NaN            NaN
  1238.10        2500.00        98.7461                 NaN            NaN            NaN            NaN  0.451347                 NaN            NaN  0.426402E-001            NaN  0.759928                 NaN            NaN
  1235.59        2500.00        97.2738                 NaN            NaN            NaN            NaN  0.432660                 NaN            NaN  0.173716                 NaN   2.11985                 NaN            NaN
  1233.08        2500.00        98.8537                 NaN            NaN            NaN            NaN  0.453754                 NaN            NaN            NaN  0.548312E-002  0.630839       0.561835E-001            NaN
  1230.58        2500.00                 NaN            NaN            NaN            NaN            NaN  0.195999        11.9178       0.922272E-004   8.69216       0.579453        46.0342        32.5802                 NaN
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN   7.59053        4.48693                 NaN   8.55191       0.582759        46.2203        32.5676                 NaN
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN   2.31250        9.68583                 NaN   8.49628       0.593474        46.3662        32.5457                 NaN
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN   2.02979        9.95485                 NaN   8.51061       0.602943        46.3566        32.5452                 NaN
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN   2.01014        9.98834                 NaN   8.52431       0.599013        46.3287        32.5495                 NaN
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN   4.10902        8.00646                 NaN   8.64364       0.567634        46.0992        32.5740                 NaN
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN   3.18430        8.96424                 NaN   8.67721       0.554531        46.0411        32.5786                 NaN
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN   4.41461        7.68098                 NaN   8.65217       0.565112        46.1207        32.5665                 NaN
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN   7.42439        4.63212       0.284208E-003   8.60942       0.573388        46.2002        32.5602                 NaN
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN   7.56539        4.50044       0.100122E-003   8.61834       0.570728        46.1814        32.5636                 NaN
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN   9.32943       0.470555E-005   2.64993        8.54546       0.585468        46.3516        32.5381                 NaN
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN  0.146515E-002   7.60546        4.46182        8.61876       0.569721        46.1740        32.5687                 NaN
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN  0.959559E-003   8.79168        3.31085        8.61628       0.575463        46.1223        32.5824                 NaN
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN   2.30140        9.66919       0.961784E-006   8.57345       0.581031        46.3336        32.5413                 NaN
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN   2.21504        9.81102                 NaN   8.56805       0.588885        46.2462        32.5708                 NaN
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN   5.91223        6.23193                 NaN   8.68241       0.561878        46.0158        32.5957                 NaN
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN   4.54781        7.57482                 NaN   8.71343       0.555925        46.0229        32.5852                 NaN
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN   2.17329        9.85685                 NaN   8.57229       0.583659        46.2377        32.5763                 NaN
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN  0.934039        11.2255                 NaN   8.75257       0.547618        45.9415        32.5988                 NaN
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN   2.56245        9.43535       0.940650E-004   8.60490       0.577289        46.2666        32.5534                 NaN
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN   9.04357        3.08181       0.860890E-004   8.63177       0.568300        46.0755        32.5989                 NaN
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN   8.94923        3.18236       0.129569E-004   8.62850       0.570229        46.0645        32.6052                 NaN
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN   9.02718        3.11102       0.205727E-004   8.63506       0.569406        46.0441        32.6132                 NaN
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN  0.643112E-001   8.87879        3.18950        8.62554       0.568611        46.0656        32.6077                 NaN
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN   10.8361        1.30473                 NaN   8.81892       0.550975        45.8885        32.6008                 NaN
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN   9.73188        2.40280       0.118578E-003   8.72209       0.563940        45.9741        32.6051                 NaN
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN   9.23453        2.90053       0.657102E-004   8.75352       0.552777        45.9598        32.5988                 NaN
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN   9.32666        2.82847       0.544258E-004   8.74952       0.554967        45.9280        32.6123                 NaN
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN   9.75561        2.39965       0.109846E-003   8.73289       0.561453        45.9341        32.6162                 NaN
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN   9.71697        2.43598       0.399423E-004   8.73644       0.560097        45.9321        32.6184                 NaN
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN   9.60151        2.55101       0.308571E-004   8.74190       0.558133        45.9287        32.6187                 NaN
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN   9.58301        2.57232       0.683446E-004   8.74394       0.557155        45.9224        32.6211                 NaN
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN   9.55263        2.60665       0.599222E-004   8.74626       0.556555        45.9139        32.6239                 NaN
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN   9.35599        2.80975       0.554016E-004   8.75115       0.557041        45.9001        32.6259                 NaN
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN   2.53888        9.46055                 NaN   8.70339       0.569095        46.1472        32.5809                 NaN
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN  0.690501E-001   12.1868                 NaN   8.89131       0.519268        45.6913        32.6422                 NaN
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN  0.282197E-001   12.2324                 NaN   8.89852       0.517824        45.6784        32.6447                 NaN
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN  0.186231        10.6549                 NaN   8.63919       0.580335        46.3066        32.5474        1.08533     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN   2.03519        10.0716                 NaN   8.73233       0.564466        45.9723        32.6242                 NaN
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN   1.97222        10.1400                 NaN   8.73785       0.562349        45.9610        32.6266                 NaN
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN   1.78217        10.3647                 NaN   8.75203       0.555919        45.9080        32.6373                 NaN
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN   1.99310        10.1358                 NaN   8.75276       0.557649        45.9272        32.6335                 NaN
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN   1.79171        10.3596                 NaN   8.77236       0.547453        45.8965        32.6324                 NaN
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN   2.02756        10.0830                 NaN   8.75312       0.557841        45.9476        32.6309                 NaN
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN   9.36651        2.88109       0.502516E-005   8.80877       0.536047        45.7415        32.6661                 NaN
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN   2.09118        10.0308                 NaN   8.75509       0.555400        45.9287        32.6388                 NaN
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN   1.97083        10.1790                 NaN   8.77576       0.549801        45.8793        32.6453                 NaN
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN   1.87934        10.2878                 NaN   8.78046       0.547121        45.8551        32.6502                 NaN
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN   5.50721        6.79491                 NaN   8.91528       0.514947        45.5909        32.6768                 NaN
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN   2.09894        10.0560                 NaN   8.78614       0.548271        45.8590        32.6517                 NaN
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN   2.08841        10.0663                 NaN   8.78635       0.547369        45.8610        32.6505                 NaN
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN   2.56554        9.48292                 NaN   8.80686       0.551440        45.9778        32.6155                 NaN
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN   1.46041        10.7509                 NaN   8.80488       0.537331        45.7799        32.6665                 NaN
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN   1.50243        10.7054                 NaN   8.81995       0.532711        45.7703        32.6692                 NaN
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN   1.51928        10.6950                 NaN   8.83152       0.529019        45.7537        32.6714                 NaN
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN   10.5564        1.79920                 NaN   8.90398       0.503836        45.5315        32.7051                 NaN
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN   1.28147        10.9966                 NaN   8.87112       0.515154        45.6474        32.6883                 NaN
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN   10.6080        1.77624       0.854119E-006   8.92874       0.498417        45.4656        32.7230                 NaN
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN   10.7435        1.60571       0.103284E-005   8.88221       0.511721        45.5428        32.7140                 NaN
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN   10.5033        1.91096                 NaN   8.95900       0.489583        45.4048        32.7324                 NaN
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN   1.37795        10.9629                 NaN   8.92356       0.500039        45.5197        32.7158                 NaN
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN   10.2970        2.09018                 NaN   8.93789       0.495254        45.4609        32.7188                 NaN
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN   9.29637        3.04461                 NaN   8.91175       0.509513        45.5281        32.7097                 NaN
  1072.68        2500.00                 NaN            NaN            NaN            NaN   3.33813        6.12838       0.167450E-005            NaN   8.15969       0.796821        47.6009        33.9761                 NaN
  1070.18        2500.00                 NaN            NaN            NaN            NaN   3.33799        6.12806       0.167444E-005            NaN   8.15966       0.796793        47.5999        33.9776                 NaN
  1067.67        2500.00                 NaN            NaN            NaN            NaN   3.33784        6.12775       0.167439E-005            NaN   8.15963       0.796765        47.5989        33.9792                 NaN
  1065.16        2500.00                 NaN            NaN            NaN            NaN   3.33769        6.12743       0.167423E-005            NaN   8.15960       0.796737        47.5978        33.9807                 NaN
  1062.66        2500.00                 NaN            NaN            NaN            NaN   3.33755        6.12712       0.167414E-005            NaN   8.15957       0.796709        47.5968        33.9823                 NaN
  1060.15        2500.00                 NaN            NaN            NaN            NaN   3.33740        6.12681       0.167406E-005            NaN   8.15954       0.796681        47.5958        33.9838                 NaN
  1057.64        2500.00                 NaN            NaN            NaN            NaN   3.33726        6.12649       0.167402E-005            NaN   8.15951       0.796653        47.5947        33.9854                 NaN
  1055.14        2500.00                 NaN            NaN            NaN            NaN   3.33711        6.12618       0.167388E-005            NaN   8.15948       0.796625        47.5937        33.9869                 NaN
  1052.63        2500.00                 NaN            NaN            NaN            NaN   3.33697        6.12587       0.167383E-005            NaN   8.15945       0.796597        47.5927        33.9884                 NaN
  1050.13        2500.00                 NaN            NaN            NaN            NaN   3.33682        6.12555       0.167370E-005            NaN   8.15942       0.796569        47.5916        33.9900                 NaN
  1047.62        2500.00                 NaN            NaN            NaN            NaN   3.33668        6.12524       0.167364E-005            NaN   8.15940       0.796541        47.5906        33.9915                 NaN
  1045.11        2500.00                 NaN            NaN            NaN            NaN   3.33653        6.12493       0.167361E-005            NaN   8.15937       0.796513        47.5896        33.9931                 NaN
  1042.61        2500.00                 NaN            NaN            NaN            NaN   3.33639        6.12461       0.167346E-005            NaN   8.15934       0.796486        47.5886        33.9946                 NaN
  1040.10        2500.00                 NaN            NaN            NaN            NaN   3.33624        6.12430       0.167344E-005            NaN   8.15931       0.796458        47.5875        33.9962                 NaN
