|6.6.6
Archiving\03_Data\frac/QFM_m4/NWA1068/NWA1068_1.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q              hed           
  1511.28        2500.00        98.7890                 NaN            NaN  0.116248E-001            NaN   1.19941                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        98.7828                 NaN            NaN  0.114487E-001            NaN   1.20579                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        98.7779                 NaN            NaN  0.112123E-001            NaN   1.21093                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        98.7646                 NaN            NaN  0.110185E-001  0.651702E-004   1.22433                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.7530                 NaN            NaN  0.108343E-001            NaN   1.23617                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.7339                 NaN            NaN  0.105360E-001            NaN   1.25553                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.7083                 NaN            NaN  0.103117E-001            NaN   1.28137                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.6715                 NaN            NaN  0.998852E-002            NaN   1.31853                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.6054                 NaN            NaN  0.947181E-002            NaN   1.35519       0.299000E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.2298                 NaN            NaN  0.497677E-002            NaN   1.34580       0.419452                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.2540                 NaN            NaN  0.474478E-002            NaN  0.418879        1.32242                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.2781                 NaN            NaN  0.449599E-002            NaN  0.418819        1.29858                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.3012                 NaN            NaN  0.426114E-002            NaN   1.27490       0.419623                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.3236                 NaN            NaN  0.402333E-002            NaN   1.25473       0.417694                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.3459                 NaN            NaN  0.379347E-002            NaN   1.23276       0.417507                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.3668                 NaN            NaN  0.357999E-002            NaN   1.21179       0.417840                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.3831                 NaN            NaN  0.341225E-002            NaN   1.19567       0.417818                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.4092                 NaN            NaN  0.315223E-002  0.130857E-001   1.18447       0.390077                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.4354                 NaN            NaN  0.265252E-002  0.881435E-001  0.246511        1.22733                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.4477                 NaN            NaN  0.276102E-002            NaN  0.410897        1.13863                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.4735                 NaN            NaN  0.226883E-002  0.851223E-001  0.246984        1.19217                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.4905                 NaN            NaN  0.209647E-002  0.108408        1.19731       0.201723                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.5130                 NaN            NaN  0.187440E-002  0.103048       0.212448        1.16960                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.5264                 NaN            NaN  0.169543E-002  0.100016        1.15424       0.217645                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.5411                 NaN            NaN  0.153605E-002  0.963409E-001  0.222768        1.13821                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.5555                 NaN            NaN  0.138451E-002  0.927759E-001  0.228561        1.12173                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.5693                 NaN            NaN  0.125087E-002  0.892876E-001   1.10554       0.234593                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.5839                 NaN            NaN  0.109718E-002  0.858368E-001  0.239637        1.08956                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.5903                 NaN            NaN  0.951192E-003  0.819421E-001   1.08469       0.242081                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.6106                 NaN            NaN  0.838497E-003  0.797006E-001  0.249165        1.05967                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.6201                 NaN            NaN  0.703297E-003  0.758170E-001   1.04900       0.254384                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.6316                 NaN            NaN  0.576733E-003  0.728294E-001  0.257784        1.03720                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.6419                 NaN            NaN  0.455644E-003  0.698071E-001   1.02605       0.261827                 NaN            NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.6504                 NaN            NaN  0.335293E-003  0.670452E-001  0.264531        1.01769                 NaN            NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.6635                 NaN            NaN  0.226960E-003  0.637082E-001   1.00313       0.269433                 NaN            NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.6717                 NaN            NaN  0.115305E-003  0.606803E-001  0.994573       0.272978                 NaN            NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        98.6673                 NaN            NaN            NaN  0.532672E-001  0.995586       0.283854                 NaN            NaN            NaN            NaN            NaN            NaN
  1418.55        2500.00        98.7008                 NaN            NaN            NaN  0.593274E-001  0.969926       0.269922                 NaN            NaN            NaN            NaN            NaN            NaN
  1416.04        2500.00        98.6952                 NaN            NaN  0.186138E-004  0.519241E-001  0.283616       0.969192                 NaN            NaN            NaN            NaN            NaN            NaN
  1413.53        2500.00        98.7016                 NaN            NaN            NaN  0.488316E-001  0.964613       0.284931                 NaN            NaN            NaN            NaN            NaN            NaN
  1411.03        2500.00        98.7108                 NaN            NaN  0.201697E-002  0.447758E-001  0.944485       0.297924                 NaN            NaN            NaN            NaN            NaN            NaN
  1408.52        2500.00        98.7168                 NaN            NaN            NaN  0.433297E-001  0.291949       0.947914                 NaN            NaN            NaN            NaN            NaN            NaN
  1406.02        2500.00        97.4094                 NaN            NaN            NaN  0.448558        1.19656       0.253757                 NaN  0.691759                 NaN            NaN            NaN            NaN
  1403.51        2500.00        97.0839                 NaN            NaN            NaN  0.572779        1.26097       0.199235                 NaN  0.883078                 NaN            NaN            NaN            NaN
  1401.00        2500.00        97.1269                 NaN            NaN            NaN  0.572301       0.173070        1.25808                 NaN  0.869683                 NaN            NaN            NaN            NaN
  1398.50        2500.00        97.1868                 NaN            NaN            NaN  0.569942       0.137044        1.25483                 NaN  0.851359                 NaN            NaN            NaN            NaN
  1395.99        2500.00        97.2456                 NaN            NaN            NaN  0.566157        1.24920       0.106808                 NaN  0.832207                 NaN            NaN            NaN            NaN
  1393.48        2500.00        97.2992                 NaN            NaN            NaN  0.563691       0.733849E-001   1.24832                 NaN  0.815447                 NaN            NaN            NaN            NaN
  1390.98        2500.00        97.3560                 NaN            NaN            NaN  0.559531        1.24466       0.423130E-001            NaN  0.797549                 NaN            NaN            NaN            NaN
  1388.47        2500.00        97.4004                 NaN            NaN            NaN  0.557930        1.25015       0.790530E-002            NaN  0.783594                 NaN            NaN            NaN            NaN
  1385.96        2500.00        97.4554                 NaN            NaN            NaN  0.545383        1.23526                 NaN            NaN  0.763925                 NaN            NaN            NaN            NaN
  1383.46        2500.00        97.4941                 NaN            NaN            NaN  0.531814       0.137487E-002   1.22221                 NaN  0.750479                 NaN            NaN            NaN            NaN
  1380.95        2500.00        97.5436                 NaN            NaN            NaN  0.537487        1.18247                 NaN            NaN  0.736404                 NaN            NaN            NaN            NaN
  1378.45        2500.00        97.5901                 NaN            NaN            NaN  0.511916        1.18136                 NaN            NaN  0.716625                 NaN            NaN            NaN            NaN
  1375.94        2500.00        97.6265                 NaN            NaN            NaN  0.500188        1.16918                 NaN            NaN  0.704108                 NaN            NaN            NaN            NaN
  1373.43        2500.00        97.6664                 NaN            NaN            NaN  0.496949        1.14580                 NaN            NaN  0.690852                 NaN            NaN            NaN            NaN
  1370.93        2500.00        97.7033                 NaN            NaN            NaN  0.477618        1.14277                 NaN            NaN  0.676287                 NaN            NaN            NaN            NaN
  1368.42        2500.00        97.7414                 NaN            NaN            NaN  0.471905        1.12336                 NaN            NaN  0.663318                 NaN            NaN            NaN            NaN
  1365.91        2500.00        97.7782                 NaN            NaN            NaN  0.461414        1.11010                 NaN            NaN  0.650270                 NaN            NaN            NaN            NaN
  1363.41        2500.00        97.8132                 NaN            NaN            NaN  0.450400        1.09787                 NaN            NaN  0.638492                 NaN            NaN            NaN            NaN
  1360.90        2500.00        97.8512                 NaN            NaN            NaN  0.444994        1.07886                 NaN            NaN  0.624916                 NaN            NaN            NaN            NaN
  1358.40        2500.00        97.7310                 NaN            NaN            NaN  0.515594        1.08510                 NaN            NaN  0.668312                 NaN            NaN            NaN            NaN
  1355.89        2500.00        98.0808                 NaN            NaN            NaN  0.389506       0.979915                 NaN            NaN  0.549802                 NaN            NaN            NaN            NaN
  1353.38        2500.00        97.9444                 NaN            NaN            NaN  0.412450        1.05279                 NaN            NaN  0.590323                 NaN            NaN            NaN            NaN
  1350.88        2500.00        97.9696                 NaN            NaN            NaN  0.409896        1.03881                 NaN            NaN  0.581680                 NaN            NaN            NaN            NaN
  1348.37        2500.00        98.0000                 NaN            NaN            NaN  0.392857        1.03728                 NaN            NaN  0.569877                 NaN            NaN            NaN            NaN
  1345.86        2500.00        98.0158                 NaN            NaN            NaN  0.386725        1.03249                 NaN            NaN  0.564959                 NaN            NaN            NaN            NaN
  1343.36        2500.00        98.0690                 NaN            NaN            NaN  0.362177        1.02498                 NaN            NaN  0.543811                 NaN            NaN            NaN            NaN
  1340.85        2500.00        98.0833                 NaN            NaN            NaN  0.365804        1.01071                 NaN            NaN  0.540212                 NaN            NaN            NaN            NaN
  1338.35        2500.00        98.1044                 NaN            NaN            NaN  0.357889        1.00587                 NaN            NaN  0.531798                 NaN            NaN            NaN            NaN
  1335.84        2500.00        98.0694                 NaN            NaN            NaN  0.336332        1.02819                 NaN            NaN  0.534885       0.311985E-001            NaN            NaN            NaN
  1333.33        2500.00        97.9284                 NaN            NaN            NaN  0.314716        1.07607                 NaN            NaN  0.560553       0.120240                 NaN            NaN            NaN
  1330.83        2500.00        97.9695                 NaN            NaN            NaN  0.314385        1.04999                 NaN            NaN  0.549486       0.116657                 NaN            NaN            NaN
  1328.32        2500.00        98.0103                 NaN            NaN            NaN  0.309276        1.02954                 NaN            NaN  0.537950       0.112941                 NaN            NaN            NaN
  1325.81        2500.00        98.0498                 NaN            NaN            NaN  0.309583        1.00359                 NaN            NaN  0.527351       0.109643                 NaN            NaN            NaN
  1323.31        2500.00        98.0886                 NaN            NaN            NaN  0.296947       0.993315                 NaN            NaN  0.515581       0.105516                 NaN            NaN            NaN
  1320.80        2500.00        98.1213                 NaN            NaN            NaN  0.289759       0.979426                 NaN            NaN  0.507034       0.102482                 NaN            NaN            NaN
  1318.30        2500.00        98.1641                 NaN            NaN            NaN  0.280276       0.964794                 NaN            NaN  0.492796       0.980342E-001            NaN            NaN            NaN
  1315.79        2500.00        98.1966                 NaN            NaN            NaN  0.275871       0.947690                 NaN            NaN  0.484731       0.951469E-001            NaN            NaN            NaN
  1313.28        2500.00        98.2303                 NaN            NaN            NaN  0.267156       0.935860                 NaN            NaN  0.474844       0.918108E-001            NaN            NaN            NaN
  1310.78        2500.00        98.2658                 NaN            NaN            NaN  0.259894       0.920632                 NaN            NaN  0.465087       0.886011E-001            NaN            NaN            NaN
  1308.27        2500.00        98.2936                 NaN            NaN            NaN  0.254243       0.909789                 NaN            NaN  0.456712       0.856379E-001            NaN            NaN            NaN
  1305.76        2500.00        98.3258                 NaN            NaN            NaN  0.239402       0.906249                 NaN            NaN  0.446656       0.819364E-001            NaN            NaN            NaN
  1303.26        2500.00        98.3574                 NaN            NaN            NaN  0.236659       0.888305                 NaN            NaN  0.438280       0.793122E-001            NaN            NaN            NaN
  1300.75        2500.00        98.3868                 NaN            NaN            NaN  0.226070       0.881057                 NaN            NaN  0.429925       0.761344E-001            NaN            NaN            NaN
  1298.25        2500.00        98.4111                 NaN            NaN            NaN  0.217605       0.875893                 NaN            NaN  0.421980       0.734279E-001            NaN            NaN            NaN
  1295.74        2500.00        74.1436                 NaN            NaN            NaN   1.73007        5.99804                 NaN            NaN   3.44111       0.857360        13.8298                 NaN            NaN
  1293.23        2500.00        72.7546                 NaN            NaN            NaN   1.80494        6.37984                 NaN            NaN   3.58116       0.870184        14.6092                 NaN            NaN
  1290.73        2500.00        74.6775                 NaN            NaN            NaN   1.69635        5.97696                 NaN            NaN   3.32144       0.787643        13.5401                 NaN            NaN
  1288.22        2500.00        76.1141                 NaN            NaN            NaN   1.60619        5.69365                 NaN            NaN   3.12044       0.722253        12.7433                 NaN            NaN
  1285.71        2500.00        76.9191                 NaN            NaN            NaN   1.53082        5.55465                 NaN            NaN   2.99803       0.679532        12.3178                 NaN            NaN
  1283.21        2500.00        76.8411                 NaN            NaN            NaN   1.48795        5.62768                 NaN            NaN   2.98294       0.663789        12.3965                 NaN            NaN
  1280.70        2500.00        74.2391                 NaN            NaN            NaN   1.50657        6.27807                 NaN            NaN   3.26099       0.734488        13.9808                 NaN            NaN
  1278.20        2500.00        74.8106                 NaN            NaN            NaN   1.52399        6.21228                 NaN            NaN   3.17400       0.677375        13.6017                 NaN            NaN
  1275.69        2500.00        74.0679                 NaN            NaN            NaN   1.42308        6.41826                 NaN            NaN   3.22834       0.706784        14.1556                 NaN            NaN
  1273.18        2500.00        77.3997                 NaN            NaN            NaN   1.10401        5.83022                 NaN            NaN   2.82864       0.615191        12.2222                 NaN            NaN
  1270.68        2500.00        82.1945                 NaN            NaN            NaN  0.407056        5.21570                 NaN            NaN   2.19970       0.434257        9.54884                 NaN            NaN
  1268.17        2500.00        84.9166                 NaN            NaN            NaN            NaN   4.77151                 NaN            NaN   1.88761       0.373856        8.05047                 NaN            NaN
  1265.66        2500.00        83.8504                 NaN            NaN            NaN  0.496280E-001   5.36042                 NaN            NaN   2.06074       0.352412        8.32642                 NaN            NaN
  1263.16        2500.00        88.8918                 NaN            NaN            NaN            NaN   3.65327                 NaN            NaN   1.40176       0.262499        5.79070                 NaN            NaN
  1260.65        2500.00        89.7074                 NaN            NaN            NaN            NaN   3.51592                 NaN            NaN   1.33757       0.206423        5.23266                 NaN            NaN
  1258.15        2500.00        90.6432                 NaN            NaN            NaN            NaN   3.10928                 NaN            NaN   1.21431       0.200854        4.83237                 NaN            NaN
  1255.64        2500.00        91.7446                 NaN            NaN            NaN            NaN   2.72645                 NaN            NaN   1.08395       0.171770        4.27328                 NaN            NaN
  1253.13        2500.00        92.7712                 NaN            NaN            NaN            NaN   2.07446                 NaN            NaN  0.931482       0.256756        3.96609                 NaN            NaN
  1250.63        2500.00        92.9883                 NaN            NaN            NaN            NaN   2.60264                 NaN            NaN  0.828901       0.868022E-001   3.49332                 NaN            NaN
  1248.12        2500.00        93.8689                 NaN            NaN            NaN            NaN   1.99810                 NaN            NaN  0.805053       0.125248        3.20272                 NaN            NaN
  1245.61        2500.00        94.4554                 NaN            NaN            NaN            NaN   1.78680                 NaN            NaN  0.726202       0.114420        2.91720                 NaN            NaN
  1243.11        2500.00        85.1553                 NaN            NaN            NaN            NaN   2.32973        1.33931                 NaN   2.01106       0.511229        8.65338                 NaN            NaN
  1240.60        2500.00        99.1003                 NaN            NaN            NaN            NaN  0.687619                 NaN            NaN  0.204365       0.769671E-002            NaN            NaN            NaN
  1238.10        2500.00        98.5281                 NaN            NaN            NaN            NaN  0.660185                 NaN            NaN  0.465496E-001            NaN  0.765178                 NaN            NaN
  1235.59        2500.00        97.0380                 NaN            NaN            NaN            NaN  0.634330                 NaN            NaN  0.189733                 NaN   2.13790                 NaN            NaN
  1233.08        2500.00        98.6290                 NaN            NaN            NaN            NaN  0.665742                 NaN            NaN            NaN  0.102735E-001  0.637553       0.574325E-001            NaN
  1230.58        2500.00                 NaN            NaN            NaN            NaN            NaN  0.256414        16.0355       0.121541E-003   8.81464        1.00671        43.0078        30.8788                 NaN
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN   10.3036        5.94431                 NaN   8.67429        1.01271        43.1932        30.8719                 NaN
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN   3.01257        13.1484                 NaN   8.61889        1.03148        43.3355        30.8532                 NaN
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN   2.65662        13.4869                 NaN   8.63311        1.04793        43.3255        30.8499                 NaN
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN   2.63101        13.5284                 NaN   8.64698        1.04114        43.3000        30.8524                 NaN
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN   5.57605        10.7145                 NaN   8.76743       0.986561        43.0835        30.8719                 NaN
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN   4.25247        12.0787                 NaN   8.80137       0.963808        43.0294        30.8742                 NaN
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN   6.00060        10.2706                 NaN   8.77649       0.982289        43.1071        30.8630                 NaN
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN   10.0916        6.13685       0.381529E-003   8.73353       0.996750        43.1841        30.8568                 NaN
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN   10.2825        5.95698       0.134232E-003   8.74257       0.992159        43.1673        30.8584                 NaN
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN   12.6804       0.622794E-005   3.46523        8.66948        1.01792        43.3313        30.8357                 NaN
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN  0.196208E-002   10.3355        5.90734        8.74297       0.990469        43.1617        30.8600                 NaN
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN  0.128498E-002   11.9113        4.36509        8.73999        1.00043        43.1121        30.8698                 NaN
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN   2.99504        13.1405       0.126753E-005   8.69845        1.01036        43.3197        30.8359                 NaN
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN   2.90072        13.2929                 NaN   8.69176        1.02391        43.2327        30.8581                 NaN
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN   8.00942        8.31666                 NaN   8.80683       0.976882        43.0135        30.8768                 NaN
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN   6.17821        10.1251                 NaN   8.83892       0.966633        43.0238        30.8673                 NaN
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN   2.84647        13.3567                 NaN   8.69612        1.01493        43.2271        30.8586                 NaN
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN   1.26871        15.0764                 NaN   8.87837       0.952224        42.9480        30.8762                 NaN
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN   3.35255        12.8173       0.124206E-003   8.72998        1.00401        43.2595        30.8365                 NaN
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN   12.2502        4.05977       0.114859E-003   8.75560       0.988223        43.0737        30.8723                 NaN
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN   12.1242        4.19101       0.172772E-004   8.75227       0.991609        43.0642        30.8766                 NaN
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN   12.2307        4.09210       0.274234E-004   8.75887       0.990203        43.0456        30.8824                 NaN
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN  0.863177E-001   12.0317        4.20070        8.74933       0.988865        43.0670        30.8761                 NaN
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN   14.5508        1.76816                 NaN   8.94626       0.958309        42.9059        30.8706                 NaN
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN   13.1542        3.16161       0.157852E-003   8.84753       0.980834        42.9842        30.8714                 NaN
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN   12.5000        3.81845       0.875020E-004   8.87995       0.961509        42.9743        30.8657                 NaN
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN   12.6184        3.72067       0.724800E-004   8.87560       0.965318        42.9441        30.8759                 NaN
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN   13.1825        3.15535       0.146057E-003   8.85853       0.976609        42.9495        30.8773                 NaN
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN   13.1343        3.20456       0.531193E-004   8.86199       0.974267        42.9475        30.8773                 NaN
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN   12.9845        3.35589       0.410450E-004   8.86753       0.970881        42.9451        30.8761                 NaN
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN   12.9620        3.38281       0.908938E-004   8.86957       0.969207        42.9397        30.8766                 NaN
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN   12.9213        3.42874       0.796980E-004   8.87186       0.968189        42.9322        30.8776                 NaN
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN   12.6551        3.69696       0.737367E-004   8.87720       0.969107        42.9224        30.8792                 NaN
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN   3.32871        12.8420                 NaN   8.83100       0.990361        43.1650        30.8429                 NaN
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN  0.918542E-001   16.3651                 NaN   9.01939       0.903452        42.7286        30.8916                 NaN
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN  0.375355E-001   16.4249                 NaN   9.02673       0.900971        42.7174        30.8924                 NaN
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN  0.244205        14.4130                 NaN   8.76600        1.01004        43.3174        30.8070        1.44228     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN   2.66838        13.6206                 NaN   8.85890       0.982270        42.9974        30.8725                 NaN
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN   2.58596        13.7099                 NaN   8.86452       0.978619        42.9877        30.8733                 NaN
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN   2.33679        13.9992                 NaN   8.87857       0.967425        42.9373        30.8807                 NaN
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN   2.61358        13.7019                 NaN   8.87964       0.970502        42.9577        30.8767                 NaN
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN   2.32984        14.0140                 NaN   8.89953       0.952788        42.9297        30.8741                 NaN
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN   2.65910        13.6383                 NaN   8.88026       0.970925        42.9794        30.8720                 NaN
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN   12.6682        3.78612       0.668866E-005   8.93510       0.932854        42.7795        30.8982                 NaN
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN   2.74274        13.5706                 NaN   8.88205       0.966718        42.9622        30.8757                 NaN
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN   2.58498        13.7586                 NaN   8.90294       0.956994        42.9164        30.8800                 NaN
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN   2.46511        13.8967                 NaN   8.90773       0.952361        42.8949        30.8832                 NaN
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN   7.44313        9.06784                 NaN   9.04371       0.896306        42.6449        30.9041                 NaN
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN   2.75349        13.5950                 NaN   8.91372       0.954447        42.9011        30.8823                 NaN
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN   2.73987        13.6080                 NaN   8.91412       0.952928        42.9048        30.8803                 NaN
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN   3.36659        12.8633                 NaN   8.93651       0.960216        43.0223        30.8511                 NaN
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN   1.91607        14.4960                 NaN   8.93254       0.935473        42.8289        30.8910                 NaN
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN   1.97123        14.4440                 NaN   8.94754       0.927428        42.8187        30.8911                 NaN
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN   1.99344        14.4304                 NaN   8.95930       0.921033        42.8041        30.8917                 NaN
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN   14.2189        2.35895                 NaN   9.03201       0.877139        42.5937        30.9193                 NaN
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN   1.68157        14.8105                 NaN   8.99951       0.896954        42.7067        30.9047                 NaN
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN   14.2831        2.33108       0.113169E-005   9.05653       0.867704        42.5304        30.9311                 NaN
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN   14.4690        2.10313       0.136832E-005   9.00965       0.890923        42.6052        30.9221                 NaN
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN   14.1419        2.50631                 NaN   9.08724       0.852379        42.4752        30.9370                 NaN
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN   1.80836        14.7613                 NaN   9.05187       0.870668        42.5860        30.9217                 NaN
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN   13.8693        2.74159                 NaN   9.06690       0.862410        42.5351        30.9247                 NaN
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN   12.5571        4.00319                 NaN   9.04028       0.887257        42.5980        30.9142                 NaN
  1072.68        2500.00                 NaN            NaN            NaN            NaN   5.34605        8.06951       0.228694E-005            NaN   8.30354        1.39200        44.6779        32.2110                 NaN
  1070.18        2500.00                 NaN            NaN            NaN            NaN   5.34605        8.06951       0.228697E-005            NaN   8.30354        1.39200        44.6779        32.2110                 NaN
  1067.67        2500.00                 NaN            NaN            NaN            NaN   5.34605        8.06951       0.228702E-005            NaN   8.30354        1.39200        44.6779        32.2110                 NaN
  1065.16        2500.00                 NaN            NaN            NaN            NaN   5.34605        8.06951       0.228693E-005            NaN   8.30354        1.39200        44.6779        32.2110                 NaN
  1062.66        2500.00                 NaN            NaN            NaN            NaN   5.34605        8.06951       0.228691E-005            NaN   8.30354        1.39200        44.6779        32.2110                 NaN
  1060.15        2500.00                 NaN            NaN            NaN            NaN   5.34605        8.06951       0.228692E-005            NaN   8.30354        1.39200        44.6779        32.2110                 NaN
  1057.64        2500.00                 NaN            NaN            NaN            NaN   5.34605        8.06951       0.228699E-005            NaN   8.30354        1.39200        44.6779        32.2110                 NaN
  1055.14        2500.00                 NaN            NaN            NaN            NaN   5.34605        8.06951       0.228690E-005            NaN   8.30354        1.39200        44.6779        32.2110                 NaN
  1052.63        2500.00                 NaN            NaN            NaN            NaN   5.34605        8.06951       0.228695E-005            NaN   8.30354        1.39200        44.6779        32.2110                 NaN
  1050.13        2500.00                 NaN            NaN            NaN            NaN   5.34605        8.06951       0.228690E-005            NaN   8.30354        1.39200        44.6779        32.2110                 NaN
  1047.62        2500.00                 NaN            NaN            NaN            NaN   5.34605        8.06951       0.228692E-005            NaN   8.30354        1.39200        44.6779        32.2110                 NaN
  1045.11        2500.00                 NaN            NaN            NaN            NaN   5.34605        8.06951       0.228701E-005            NaN   8.30354        1.39200        44.6779        32.2110                 NaN
  1042.61        2500.00                 NaN            NaN            NaN            NaN   5.34605        8.06951       0.228692E-005            NaN   8.30354        1.39200        44.6779        32.2110                 NaN
  1040.10        2500.00                 NaN            NaN            NaN            NaN   5.34605        8.06951       0.228700E-005            NaN   8.30354        1.39200        44.6779        32.2110                 NaN
