|6.6.6
Archiving\03_Data\eqLP/QFM_m4.75/KHA22/KHA22_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       mang           iron           Ni             O(HP)          pxmn           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1798.08        500.000        74.0877                 NaN  0.285556       0.122001E-001   24.6135       0.673773       0.327245                 NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        73.4778                 NaN  0.246349       0.114070E-001   25.2465       0.673696       0.344299                 NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        72.8778                 NaN  0.198017       0.105776E-001   25.8793       0.673602       0.360707                 NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        72.2781                 NaN  0.149698       0.974850E-002   26.5119       0.673508       0.377111                 NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        71.6785                 NaN  0.101392       0.891961E-002   27.1443       0.673413       0.393510                 NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        71.0790                 NaN  0.531000E-001  0.809095E-002   27.7766       0.673319       0.409904                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        70.4863                 NaN  0.232733E-002  0.726592E-002   28.4049       0.673220       0.426015                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        69.9181                 NaN            NaN  0.650500E-002   28.9618       0.673215       0.440373                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        69.3675                 NaN            NaN  0.572716E-002   29.4990       0.673214       0.454511                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        68.8170                 NaN            NaN  0.494932E-002   30.0362       0.673214       0.468649                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        68.2697                 NaN            NaN  0.416405E-002   30.5707       0.673213       0.482234                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        67.7224                 NaN            NaN  0.337878E-002   31.1052       0.673213       0.495818                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        67.1751                 NaN            NaN  0.259351E-002   31.6397       0.673212       0.509402                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        66.6278                 NaN            NaN  0.180825E-002   32.1741       0.673212       0.522987                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        66.0936                 NaN            NaN  0.104230E-002   32.6958       0.673211       0.536356                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        500.000        65.5594                 NaN            NaN  0.276363E-003   33.2174       0.673211       0.549725                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        500.000        65.0350                 NaN            NaN            NaN   33.7290       0.673211       0.562810                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        500.000        64.5159                 NaN            NaN            NaN   34.2351       0.673212       0.575758                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        500.000        64.0120                 NaN            NaN            NaN   34.7266       0.673213       0.588180                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        500.000        63.5082                 NaN            NaN            NaN   35.2180       0.673214       0.600602                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        500.000        63.0043                 NaN            NaN            NaN   35.7095       0.673214       0.613024                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        500.000        62.5004                 NaN            NaN            NaN   36.2010       0.673215       0.625446                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        500.000        61.9965                 NaN            NaN            NaN   36.6925       0.673216       0.637869                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        500.000        61.4926                 NaN            NaN            NaN   37.1839       0.673217       0.650291                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        500.000        60.9887                 NaN            NaN            NaN   37.6754       0.673218       0.662713                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        500.000        60.4848                 NaN            NaN            NaN   38.1669       0.673219       0.675135                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        500.000        60.0103                 NaN            NaN            NaN   38.6298       0.673219       0.686708                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        500.000        59.5358                 NaN            NaN            NaN   39.0927       0.673220       0.698282                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        500.000        59.0613                 NaN            NaN            NaN   39.5557       0.673221       0.709855                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        500.000        58.5868                 NaN            NaN            NaN   40.0186       0.673222       0.721428                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        500.000        58.1123                 NaN            NaN            NaN   40.4815       0.673223       0.733002                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        500.000        57.6378                 NaN            NaN            NaN   40.9444       0.673224       0.744575                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        500.000        57.1633                 NaN            NaN            NaN   41.4074       0.673224       0.756148                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        500.000        56.6888                 NaN            NaN            NaN   41.8703       0.673225       0.767722                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        500.000        56.2444                 NaN            NaN            NaN   42.3038       0.673226       0.778550                 NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        500.000        55.8001                 NaN            NaN            NaN   42.7373       0.673227       0.789378                 NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        500.000        55.3557                 NaN            NaN            NaN   43.1708       0.673228       0.800206                 NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        500.000        54.9114                 NaN            NaN            NaN   43.6044       0.673228       0.811034                 NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        500.000        54.4670                 NaN            NaN            NaN   44.0379       0.673229       0.821862                 NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        500.000        54.0227                 NaN            NaN            NaN   44.4714       0.673230       0.832690                 NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        500.000        53.5783                 NaN            NaN            NaN   44.9049       0.673231       0.843518                 NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        53.1340                 NaN            NaN            NaN   45.3385       0.673232       0.854346                 NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        500.000        52.7222                 NaN            NaN            NaN   45.7401       0.673232       0.864535                 NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        500.000        52.3104                 NaN            NaN            NaN   46.1416       0.673233       0.874725                 NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        500.000        51.8986                 NaN            NaN            NaN   46.5432       0.673234       0.884915                 NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        500.000        51.4868                 NaN            NaN            NaN   46.9448       0.673235       0.895105                 NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        500.000        51.0750                 NaN            NaN            NaN   47.3464       0.673235       0.905294                 NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        500.000        50.6632                 NaN            NaN            NaN   47.7481       0.673236       0.915484                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        500.000        50.2514                 NaN            NaN            NaN   48.1497       0.673237       0.925674                 NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        500.000        49.8396                 NaN            NaN            NaN   48.5513       0.673238       0.935864                 NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        500.000        49.4615                 NaN            NaN            NaN   48.9197       0.673238       0.945558                 NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        500.000        49.0834                 NaN            NaN            NaN   49.2881       0.673239       0.955252                 NaN            NaN            NaN            NaN            NaN            NaN
  1631.41        500.000        48.7053                 NaN            NaN            NaN   49.6565       0.673240       0.964947                 NaN            NaN            NaN            NaN            NaN            NaN
  1628.21        500.000        48.3272                 NaN            NaN            NaN   50.0250       0.673240       0.974641                 NaN            NaN            NaN            NaN            NaN            NaN
  1625.00        500.000        47.9490                 NaN            NaN            NaN   50.3934       0.673241       0.984335                 NaN            NaN            NaN            NaN            NaN            NaN
  1621.79        500.000        47.5709                 NaN            NaN            NaN   50.7618       0.673242       0.994029                 NaN            NaN            NaN            NaN            NaN            NaN
  1618.59        500.000        47.1928                 NaN            NaN            NaN   51.1303       0.673242        1.00372                 NaN            NaN            NaN            NaN            NaN            NaN
  1615.38        500.000        46.8146                 NaN            NaN            NaN   51.4987       0.673243        1.01342                 NaN            NaN            NaN            NaN            NaN            NaN
  1612.18        500.000        46.4626                 NaN            NaN            NaN   51.8415       0.673244        1.02269                 NaN            NaN            NaN            NaN            NaN            NaN
  1608.97        500.000        46.1105                 NaN            NaN            NaN   52.1843       0.673244        1.03196                 NaN            NaN            NaN            NaN            NaN            NaN
  1605.77        500.000        45.7584                 NaN            NaN            NaN   52.5271       0.673245        1.04124                 NaN            NaN            NaN            NaN            NaN            NaN
  1602.56        500.000        45.4063                 NaN            NaN            NaN   52.8700       0.673246        1.05051                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.36        500.000        45.0668                 NaN            NaN            NaN   53.1999       0.673246        1.06003                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.15        500.000        44.7273                 NaN            NaN            NaN   53.5299       0.673247        1.06955                 NaN            NaN            NaN            NaN            NaN            NaN
  1592.95        500.000        44.3953                 NaN            NaN            NaN   53.8532       0.673247        1.07829                 NaN            NaN            NaN            NaN            NaN            NaN
  1589.74        500.000        43.5333                 NaN            NaN            NaN   53.8617       0.673248        1.07027       0.861482                 NaN            NaN            NaN            NaN            NaN
  1586.54        500.000        42.7637                 NaN            NaN            NaN   53.8445       0.673249        1.06101        1.65755                 NaN            NaN            NaN            NaN            NaN
  1583.33        500.000        41.9942                 NaN            NaN            NaN   53.8272       0.673249        1.05176        2.45363                 NaN            NaN            NaN            NaN            NaN
  1580.13        500.000        41.2246                 NaN            NaN            NaN   53.8099       0.673250        1.04250        3.24970                 NaN            NaN            NaN            NaN            NaN
  1576.92        500.000        40.4551                 NaN            NaN            NaN   53.7927       0.673250        1.03324        4.04578                 NaN            NaN            NaN            NaN            NaN
  1573.72        500.000        39.6855                 NaN            NaN            NaN   53.7754       0.673251        1.02398        4.84185                 NaN            NaN            NaN            NaN            NaN
  1570.51        500.000        38.9159                 NaN            NaN            NaN   53.7581       0.673252        1.01472        5.63793                 NaN            NaN            NaN            NaN            NaN
  1567.31        500.000        38.1464                 NaN            NaN            NaN   53.7409       0.673252        1.00546        6.43401                 NaN            NaN            NaN            NaN            NaN
  1564.10        500.000        37.3768                 NaN            NaN            NaN   53.7236       0.673253       0.996206        7.23009                 NaN            NaN            NaN            NaN            NaN
  1560.90        500.000        36.7738                 NaN            NaN            NaN   53.6991       0.673253       0.986467        7.86735                 NaN            NaN            NaN            NaN            NaN
  1557.69        500.000        36.1707                 NaN            NaN            NaN   53.6747       0.673254       0.976729        8.50461                 NaN            NaN            NaN            NaN            NaN
  1554.49        500.000        35.5677                 NaN            NaN            NaN   53.6502       0.673254       0.966990        9.14187                 NaN            NaN            NaN            NaN            NaN
  1551.28        500.000        34.9646                 NaN            NaN            NaN   53.6257       0.673255       0.957251        9.77913                 NaN            NaN            NaN            NaN            NaN
  1548.08        500.000        34.3616                 NaN            NaN            NaN   53.6012       0.673255       0.947513        10.4164                 NaN            NaN            NaN            NaN            NaN
  1544.87        500.000        33.7585                 NaN            NaN            NaN   53.5768       0.673256       0.937774        11.0537                 NaN            NaN            NaN            NaN            NaN
  1541.67        500.000        33.1555                 NaN            NaN            NaN   53.5523       0.673256       0.928035        11.6909                 NaN            NaN            NaN            NaN            NaN
  1538.46        500.000        32.5525                 NaN            NaN            NaN   53.5278       0.673257       0.918296        12.3282                 NaN            NaN            NaN            NaN            NaN
  1535.26        500.000        32.0604                 NaN            NaN            NaN   53.5003       0.673257       0.907963        12.8580                 NaN            NaN            NaN            NaN            NaN
  1532.05        500.000        31.5684                 NaN            NaN            NaN   53.4728       0.673257       0.897630        13.3879                 NaN            NaN            NaN            NaN            NaN
  1528.85        500.000        31.0764                 NaN            NaN            NaN   53.4453       0.673258       0.887297        13.9177                 NaN            NaN            NaN            NaN            NaN
  1525.64        500.000        30.5844                 NaN            NaN            NaN   53.4178       0.673258       0.876964        14.4476                 NaN            NaN            NaN            NaN            NaN
  1522.44        500.000        30.0924                 NaN            NaN            NaN   53.3903       0.673258       0.866631        14.9774                 NaN            NaN            NaN            NaN            NaN
  1519.23        500.000        29.6004                 NaN            NaN            NaN   53.3628       0.673259       0.856297        15.5073                 NaN            NaN            NaN            NaN            NaN
  1516.03        500.000        29.1084                 NaN            NaN            NaN   53.3353       0.673259       0.845964        16.0371                 NaN            NaN            NaN            NaN            NaN
  1512.82        500.000        28.6163                 NaN            NaN            NaN   53.3078       0.673259       0.835631        16.5670                 NaN            NaN            NaN            NaN            NaN
  1509.62        500.000        28.1977                 NaN            NaN            NaN   53.2809       0.673260       0.824298        17.0238                 NaN            NaN            NaN            NaN            NaN
  1506.41        500.000        27.7791                 NaN            NaN            NaN   53.2541       0.673260       0.812965        17.4806                 NaN            NaN            NaN            NaN            NaN
  1503.21        500.000        27.3605                 NaN            NaN            NaN   53.2272       0.673260       0.801632        17.9374                 NaN            NaN            NaN            NaN            NaN
  1500.00        500.000        26.9418                 NaN            NaN            NaN   53.2004       0.673260       0.790299        18.3943                 NaN            NaN            NaN            NaN            NaN
  1496.79        500.000        26.5232                 NaN            NaN            NaN   53.1735       0.673261       0.778966        18.8511                 NaN            NaN            NaN            NaN            NaN
  1493.59        500.000        26.1046                 NaN            NaN            NaN   53.1466       0.673261       0.767632        19.3079                 NaN            NaN            NaN            NaN            NaN
  1490.38        500.000        25.6859                 NaN            NaN            NaN   53.1198       0.673261       0.756299        19.7647                 NaN            NaN            NaN            NaN            NaN
  1487.18        500.000        25.2673                 NaN            NaN            NaN   53.0929       0.673261       0.744966        20.2215                 NaN            NaN            NaN            NaN            NaN
  1483.97        500.000        24.8998                 NaN            NaN            NaN   53.0691       0.673262       0.732779        20.6250                 NaN            NaN            NaN            NaN            NaN
  1480.77        500.000        24.5324                 NaN            NaN            NaN   53.0453       0.673262       0.720592        21.0285                 NaN            NaN            NaN            NaN            NaN
  1477.56        500.000        24.1649                 NaN            NaN            NaN   53.0215       0.673262       0.708405        21.4319                 NaN            NaN            NaN            NaN            NaN
  1474.36        500.000        23.7974                 NaN            NaN            NaN   52.9977       0.673262       0.696218        21.8354                 NaN            NaN            NaN            NaN            NaN
  1471.15        500.000        23.4300                 NaN            NaN            NaN   52.9739       0.673262       0.684031        22.2388                 NaN            NaN            NaN            NaN            NaN
  1467.95        500.000        23.0625                 NaN            NaN            NaN   52.9501       0.673263       0.671844        22.6423                 NaN            NaN            NaN            NaN            NaN
  1464.74        500.000        22.6950                 NaN            NaN            NaN   52.9263       0.673263       0.659657        23.0457                 NaN            NaN            NaN            NaN            NaN
  1461.54        500.000        22.3275                 NaN            NaN            NaN   52.9025       0.673263       0.647470        23.4492                 NaN            NaN            NaN            NaN            NaN
  1458.33        500.000        21.9897                 NaN            NaN            NaN   52.8812       0.673263       0.634970        23.8208                 NaN            NaN            NaN            NaN            NaN
  1455.13        500.000        21.6519                 NaN            NaN            NaN   52.8599       0.673263       0.622471        24.1924                 NaN            NaN            NaN            NaN            NaN
  1451.92        500.000        21.3168                 NaN            NaN            NaN   52.8396       0.673263       0.609780        24.5605                 NaN            NaN            NaN            NaN            NaN
  1448.72        500.000        20.9670                 NaN            NaN            NaN   52.8210       0.673264       0.597693        24.9079       0.331071E-001            NaN            NaN            NaN            NaN
  1445.51        500.000        20.4854                 NaN            NaN            NaN   52.8005       0.673264       0.598572        25.0621       0.380160                 NaN            NaN            NaN            NaN
  1442.31        500.000        20.0038                 NaN            NaN            NaN   52.7800       0.673264       0.599451        25.2163       0.727212                 NaN            NaN            NaN            NaN
  1439.10        500.000        19.5221                 NaN            NaN            NaN   52.7595       0.673264       0.600330        25.3705        1.07427                 NaN            NaN            NaN            NaN
  1435.90        500.000        19.0405                 NaN            NaN            NaN   52.7390       0.673264       0.601209        25.5247        1.42132                 NaN            NaN            NaN            NaN
  1432.69        500.000        18.6165                 NaN            NaN            NaN   52.7127       0.673264       0.605452        25.6579        1.73418                 NaN            NaN            NaN            NaN
  1429.49        500.000        18.1926                 NaN            NaN            NaN   52.6864       0.673265       0.609695        25.7910        2.04704                 NaN            NaN            NaN            NaN
  1426.28        500.000        17.7686                 NaN            NaN            NaN   52.6601       0.673265       0.613938        25.9242        2.35990                 NaN            NaN            NaN            NaN
  1423.08        500.000        17.3446                 NaN            NaN            NaN   52.6338       0.673265       0.618182        26.0574        2.67276                 NaN            NaN            NaN            NaN
  1419.87        500.000        16.9543                 NaN            NaN            NaN   52.6048       0.673265       0.624347        26.1790        2.96432                 NaN            NaN            NaN            NaN
  1416.67        500.000        16.5722                 NaN            NaN            NaN   52.5716       0.673265       0.632449        26.2719        3.24690       0.317048E-001            NaN            NaN            NaN
  1413.46        500.000        16.5722                 NaN            NaN            NaN   52.5716       0.673265       0.632449        26.2719        3.24690       0.317048E-001            NaN            NaN            NaN
  1410.26        500.000        15.7829                 NaN            NaN            NaN   52.4642       0.673265       0.668050        26.0749        3.77181       0.564849                 NaN            NaN            NaN
  1407.05        500.000        15.2101                 NaN            NaN            NaN   52.4706       0.673266       0.679657        25.9261       0.911009        3.97525       0.153989                 NaN            NaN
  1403.85        500.000        14.6538                 NaN            NaN            NaN   52.4853       0.673267       0.689759        25.7734        4.15352        1.25017       0.320746                 NaN            NaN
  1400.64        500.000        14.6538                 NaN            NaN            NaN   52.4853       0.673267       0.689759        25.7734        4.15352        1.25017       0.320746                 NaN            NaN
  1397.44        500.000        13.6550                 NaN            NaN            NaN   52.5112       0.673268       0.708943        25.4931        4.47085        1.86204       0.625611                 NaN            NaN
  1394.23        500.000        13.6550                 NaN            NaN            NaN   52.5112       0.673268       0.708943        25.4931        4.47085        1.86204       0.625611                 NaN            NaN
  1391.03        500.000        13.6550                 NaN            NaN            NaN   52.5112       0.673268       0.708943        25.4931        4.47085        1.86204       0.625611                 NaN            NaN
  1387.82        500.000        13.6550                 NaN            NaN            NaN   52.5112       0.673268       0.708943        25.4931        4.47085        1.86204       0.625611                 NaN            NaN
  1384.62        500.000        12.0344                 NaN            NaN            NaN   52.5488       0.673269       0.743814        25.0078        2.87916        4.97513        1.13757                 NaN            NaN
  1381.41        500.000        12.0344                 NaN            NaN            NaN   52.5488       0.673269       0.743814        25.0078        2.87916        4.97513        1.13757                 NaN            NaN
  1378.21        500.000        12.0344                 NaN            NaN            NaN   52.5488       0.673269       0.743814        25.0078        2.87916        4.97513        1.13757                 NaN            NaN
