|6.6.6
Archiving\03_Data\eqLP/QFM_m4.75/KHA22/KHA22_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       mang           iron           Ni             O(HP)          pxmn           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1958.33        500.000        99.6111       0.211601       0.163587       0.137358E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        99.6043       0.211629       0.170312       0.137371E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        99.5976       0.211657       0.177040       0.137384E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        99.5908       0.211685       0.183768       0.137397E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        99.5783       0.211725       0.196261       0.137417E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        99.5657       0.211765       0.208759       0.137438E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        99.5532       0.211805       0.221261       0.137458E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        99.5406       0.211845       0.233768       0.137479E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        99.5281       0.211885       0.246279       0.137499E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        99.5155       0.211925       0.258795       0.137520E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        99.5030       0.211965       0.271315       0.137540E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        99.4904       0.212005       0.283840       0.137561E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        99.4781       0.212045       0.296140       0.137581E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        99.4657       0.212085       0.308443       0.137601E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        99.4534       0.212124       0.320752       0.137621E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        99.4410       0.212164       0.333064       0.137642E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        98.9763       0.212251       0.338671       0.136105E-001  0.459125                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        98.2539       0.212365       0.339977       0.133646E-001   1.18038                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        97.5446       0.212475       0.340588       0.131182E-001   1.88922                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        96.8345       0.212585       0.341198       0.128716E-001   2.59883                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        96.1427       0.212691       0.340964       0.126254E-001   3.29101                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        95.4502       0.212796       0.340728       0.123790E-001   3.98392                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        94.4778       0.167074       0.347678       0.120610E-001   4.87698       0.118403                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        92.7469                 NaN  0.375044       0.115599E-001   6.31615       0.550381                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        92.0978                 NaN  0.372233       0.113125E-001   6.96802       0.550651                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        91.4481                 NaN  0.369418       0.110649E-001   7.62048       0.550919                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        90.7979                 NaN  0.366601       0.108171E-001   8.27354       0.551186                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        90.1470                 NaN  0.363780       0.105691E-001   8.92719       0.551453                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        89.5223                 NaN  0.358862       0.103159E-001   9.55687       0.551701                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        88.8970                 NaN  0.353939       0.100624E-001   10.1871       0.551948                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        88.2712                 NaN  0.349011       0.980881E-002   10.8178       0.552194                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        87.6449                 NaN  0.344079       0.955497E-002   11.4490       0.552440                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        87.0253                 NaN  0.337520       0.929740E-002   12.0706       0.552679       0.460554E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        86.4082                 NaN  0.330500       0.904791E-002   12.6819       0.552920       0.174278E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        85.7909                 NaN  0.321950       0.878575E-002   13.2950       0.553155       0.301741E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        85.1732                 NaN  0.313394       0.852339E-002   13.9085       0.553388       0.429314E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        84.5763                 NaN  0.302327       0.825593E-002   14.5043       0.553602       0.551759E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        83.9790                 NaN  0.291253       0.798830E-002   15.1005       0.553816       0.674301E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        83.3813                 NaN  0.280170       0.772049E-002   15.6971       0.554028       0.796938E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        82.7832                 NaN  0.269080       0.745251E-002   16.2941       0.554240       0.919670E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        82.1846                 NaN  0.257982       0.718436E-002   16.8915       0.554450       0.104250                 NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        81.5857                 NaN  0.246876       0.691604E-002   17.4893       0.554660       0.116542                 NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        80.9863                 NaN  0.235762       0.664755E-002   18.0875       0.554869       0.128843                 NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        80.3866                 NaN  0.224641       0.637890E-002   18.6861       0.555077       0.141153                 NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        79.8078                 NaN  0.208976       0.609568E-002   19.2692       0.555257       0.152736                 NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        79.2286                 NaN  0.193303       0.581232E-002   19.8525       0.555436       0.164326                 NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        78.6492                 NaN  0.177620       0.552882E-002   20.4362       0.555614       0.175924                 NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        78.0694                 NaN  0.161929       0.524517E-002   21.0201       0.555791       0.187529                 NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        77.4893                 NaN  0.146229       0.496137E-002   21.6044       0.555967       0.199141                 NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        76.9089                 NaN  0.130520       0.467744E-002   22.1890       0.556143       0.210760                 NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        76.3282                 NaN  0.114803       0.439337E-002   22.7739       0.556317       0.222387                 NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        75.7472                 NaN  0.990775E-001  0.410916E-002   23.3591       0.556490       0.234020                 NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        75.1746                 NaN  0.796680E-001  0.381167E-002   23.9401       0.556644       0.245173                 NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        74.6018                 NaN  0.602497E-001  0.351405E-002   24.5213       0.556796       0.256331                 NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        74.0287                 NaN  0.408226E-001  0.321632E-002   25.1028       0.556948       0.267495                 NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        73.4554                 NaN  0.213869E-001  0.291847E-002   25.6846       0.557099       0.278665                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        72.8878                 NaN  0.937701E-003  0.262172E-002   26.2618       0.557242       0.289634                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        72.3644                 NaN            NaN  0.234790E-002   26.7763       0.557459       0.299446                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        71.8570                 NaN            NaN  0.206777E-002   27.2741       0.557672       0.309144                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        71.3492                 NaN            NaN  0.178747E-002   27.7723       0.557885       0.318849                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        70.8461                 NaN            NaN  0.150431E-002   28.2662       0.558095       0.328130                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        70.3427                 NaN            NaN  0.122098E-002   28.7604       0.558305       0.337416                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        69.8389                 NaN            NaN  0.937486E-003   29.2549       0.558514       0.346710                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        69.3349                 NaN            NaN  0.653823E-003   29.7497       0.558722       0.356010                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        68.8431                 NaN            NaN  0.376981E-003   30.2324       0.558924       0.365206                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        500.000        68.3510                 NaN            NaN  0.999828E-004   30.7153       0.559125       0.374409                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        500.000        67.8680                 NaN            NaN            NaN   31.1893       0.559322       0.383406                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        500.000        67.3897                 NaN            NaN            NaN   31.6584       0.559516       0.392320                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        500.000        66.9261                 NaN            NaN            NaN   32.1133       0.559704       0.400878                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        500.000        66.4623                 NaN            NaN            NaN   32.5684       0.559891       0.409441                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        500.000        65.9982                 NaN            NaN            NaN   33.0237       0.560077       0.418009                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        500.000        65.5339                 NaN            NaN            NaN   33.4793       0.560262       0.426582                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        500.000        65.0693                 NaN            NaN            NaN   33.9351       0.560446       0.435160                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        500.000        64.6046                 NaN            NaN            NaN   34.3911       0.560628       0.443743                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        500.000        64.1396                 NaN            NaN            NaN   34.8473       0.560810       0.452331                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        500.000        63.6744                 NaN            NaN            NaN   35.3037       0.560991       0.460924                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        500.000        63.2370                 NaN            NaN            NaN   35.7329       0.561160       0.468955                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        500.000        62.7994                 NaN            NaN            NaN   36.1623       0.561328       0.476989                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        500.000        62.3616                 NaN            NaN            NaN   36.5918       0.561495       0.485028                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        500.000        61.9237                 NaN            NaN            NaN   37.0216       0.561660       0.493071                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        500.000        61.4856                 NaN            NaN            NaN   37.4514       0.561825       0.501118                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        500.000        61.0473                 NaN            NaN            NaN   37.8815       0.561989       0.509168                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        500.000        60.6089                 NaN            NaN            NaN   38.3117       0.562152       0.517223                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        500.000        60.1703                 NaN            NaN            NaN   38.7421       0.562313       0.525281                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        500.000        59.7599                 NaN            NaN            NaN   39.1448       0.562463       0.532854                 NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        500.000        59.3494                 NaN            NaN            NaN   39.5476       0.562612       0.540429                 NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        500.000        58.9387                 NaN            NaN            NaN   39.9505       0.562760       0.548008                 NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        500.000        58.5279                 NaN            NaN            NaN   40.3536       0.562907       0.555591                 NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        500.000        58.1170                 NaN            NaN            NaN   40.7568       0.563053       0.563176                 NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        500.000        57.7060                 NaN            NaN            NaN   41.1601       0.563197       0.570764                 NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        500.000        57.2948                 NaN            NaN            NaN   41.5635       0.563341       0.578355                 NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        56.8836                 NaN            NaN            NaN   41.9670       0.563484       0.585949                 NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        500.000        56.5024                 NaN            NaN            NaN   42.3408       0.563614       0.593137                 NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        500.000        56.1212                 NaN            NaN            NaN   42.7148       0.563744       0.600327                 NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        500.000        55.7398                 NaN            NaN            NaN   43.0888       0.563873       0.607519                 NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        500.000        55.3584                 NaN            NaN            NaN   43.4629       0.564001       0.614714                 NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        500.000        54.9769                 NaN            NaN            NaN   43.8371       0.564127       0.621911                 NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        500.000        54.5953                 NaN            NaN            NaN   44.2113       0.564253       0.629110                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        500.000        54.2137                 NaN            NaN            NaN   44.5856       0.564377       0.636312                 NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        500.000        53.8320                 NaN            NaN            NaN   44.9600       0.564501       0.643515                 NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        500.000        53.4813                 NaN            NaN            NaN   45.3037       0.564613       0.650421                 NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        500.000        53.1306                 NaN            NaN            NaN   45.6474       0.564725       0.657329                 NaN            NaN            NaN            NaN            NaN            NaN
  1631.41        500.000        52.7798                 NaN            NaN            NaN   45.9911       0.564835       0.664238                 NaN            NaN            NaN            NaN            NaN            NaN
  1628.21        500.000        52.4290                 NaN            NaN            NaN   46.3349       0.564945       0.671149                 NaN            NaN            NaN            NaN            NaN            NaN
  1625.00        500.000        52.0781                 NaN            NaN            NaN   46.6788       0.565053       0.678062                 NaN            NaN            NaN            NaN            NaN            NaN
  1621.79        500.000        51.7272                 NaN            NaN            NaN   47.0226       0.565161       0.684977                 NaN            NaN            NaN            NaN            NaN            NaN
  1618.59        500.000        51.3763                 NaN            NaN            NaN   47.3665       0.565267       0.691893                 NaN            NaN            NaN            NaN            NaN            NaN
  1615.38        500.000        51.0254                 NaN            NaN            NaN   47.7105       0.565372       0.698810                 NaN            NaN            NaN            NaN            NaN            NaN
  1612.18        500.000        50.6984                 NaN            NaN            NaN   48.0307       0.565470       0.705454                 NaN            NaN            NaN            NaN            NaN            NaN
  1608.97        500.000        50.3714                 NaN            NaN            NaN   48.3509       0.565566       0.712098                 NaN            NaN            NaN            NaN            NaN            NaN
  1605.77        500.000        50.0444                 NaN            NaN            NaN   48.6712       0.565661       0.718744                 NaN            NaN            NaN            NaN            NaN            NaN
  1602.56        500.000        49.7174                 NaN            NaN            NaN   48.9914       0.565756       0.725391                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.36        500.000        49.4020                 NaN            NaN            NaN   49.2998       0.565846       0.732287                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.15        500.000        49.0867                 NaN            NaN            NaN   49.6082       0.565936       0.739184                 NaN            NaN            NaN            NaN            NaN            NaN
  1592.95        500.000        48.7781                 NaN            NaN            NaN   49.9104       0.566022       0.745448                 NaN            NaN            NaN            NaN            NaN            NaN
  1589.74        500.000        47.9132                 NaN            NaN            NaN   49.9629       0.566597       0.741006       0.816275                 NaN            NaN            NaN            NaN            NaN
  1586.54        500.000        47.1381                 NaN            NaN            NaN   49.9877       0.567128       0.735647        1.57142                 NaN            NaN            NaN            NaN            NaN
  1583.33        500.000        46.3616                 NaN            NaN            NaN   50.0125       0.567658       0.730278        2.32796                 NaN            NaN            NaN            NaN            NaN
  1580.13        500.000        45.5837                 NaN            NaN            NaN   50.0373       0.568190       0.724898        3.08589                 NaN            NaN            NaN            NaN            NaN
  1576.92        500.000        44.8044                 NaN            NaN            NaN   50.0621       0.568721       0.719507        3.84522                 NaN            NaN            NaN            NaN            NaN
  1573.72        500.000        44.0238                 NaN            NaN            NaN   50.0869       0.569253       0.714106        4.60593                 NaN            NaN            NaN            NaN            NaN
  1570.51        500.000        43.2418                 NaN            NaN            NaN   50.1117       0.569785       0.708694        5.36805                 NaN            NaN            NaN            NaN            NaN
  1567.31        500.000        42.4583                 NaN            NaN            NaN   50.1365       0.570318       0.703271        6.13157                 NaN            NaN            NaN            NaN            NaN
  1564.10        500.000        41.6736                 NaN            NaN            NaN   50.1613       0.570851       0.697838        6.89648                 NaN            NaN            NaN            NaN            NaN
  1560.90        500.000        41.0569                 NaN            NaN            NaN   50.1709       0.571284       0.691906        7.50899                 NaN            NaN            NaN            NaN            NaN
  1557.69        500.000        40.4394                 NaN            NaN            NaN   50.1805       0.571716       0.685964        8.12240                 NaN            NaN            NaN            NaN            NaN
  1554.49        500.000        39.8210                 NaN            NaN            NaN   50.1901       0.572149       0.680013        8.73672                 NaN            NaN            NaN            NaN            NaN
  1551.28        500.000        39.2018                 NaN            NaN            NaN   50.1997       0.572582       0.674053        9.35194                 NaN            NaN            NaN            NaN            NaN
  1548.08        500.000        38.5816                 NaN            NaN            NaN   50.2092       0.573015       0.668083        9.96807                 NaN            NaN            NaN            NaN            NaN
  1544.87        500.000        37.9606                 NaN            NaN            NaN   50.2187       0.573448       0.662104        10.5851                 NaN            NaN            NaN            NaN            NaN
  1541.67        500.000        37.3388                 NaN            NaN            NaN   50.2282       0.573882       0.656116        11.2030                 NaN            NaN            NaN            NaN            NaN
  1538.46        500.000        36.7160                 NaN            NaN            NaN   50.2377       0.574316       0.650119        11.8219                 NaN            NaN            NaN            NaN            NaN
  1535.26        500.000        36.2064                 NaN            NaN            NaN   50.2388       0.574682       0.643583        12.3366                 NaN            NaN            NaN            NaN            NaN
  1532.05        500.000        35.6962                 NaN            NaN            NaN   50.2399       0.575048       0.637038        12.8519                 NaN            NaN            NaN            NaN            NaN
  1528.85        500.000        35.1853                 NaN            NaN            NaN   50.2410       0.575414       0.630485        13.3678                 NaN            NaN            NaN            NaN            NaN
  1525.64        500.000        34.6739                 NaN            NaN            NaN   50.2420       0.575780       0.623924        13.8844                 NaN            NaN            NaN            NaN            NaN
  1522.44        500.000        34.1619                 NaN            NaN            NaN   50.2430       0.576146       0.617354        14.4016                 NaN            NaN            NaN            NaN            NaN
  1519.23        500.000        33.6493                 NaN            NaN            NaN   50.2440       0.576513       0.610776        14.9194                 NaN            NaN            NaN            NaN            NaN
  1516.03        500.000        33.1361                 NaN            NaN            NaN   50.2450       0.576879       0.604189        15.4379                 NaN            NaN            NaN            NaN            NaN
  1512.82        500.000        32.6223                 NaN            NaN            NaN   50.2459       0.577246       0.597593        15.9570                 NaN            NaN            NaN            NaN            NaN
  1509.62        500.000        32.1838                 NaN            NaN            NaN   50.2438       0.577567       0.590190        16.4046                 NaN            NaN            NaN            NaN            NaN
  1506.41        500.000        31.7449                 NaN            NaN            NaN   50.2417       0.577889       0.582778        16.8527                 NaN            NaN            NaN            NaN            NaN
  1503.21        500.000        31.3055                 NaN            NaN            NaN   50.2396       0.578210       0.575359        17.3013                 NaN            NaN            NaN            NaN            NaN
  1500.00        500.000        30.8657                 NaN            NaN            NaN   50.2375       0.578532       0.567930        17.7504                 NaN            NaN            NaN            NaN            NaN
  1496.79        500.000        30.4255                 NaN            NaN            NaN   50.2353       0.578853       0.560494        18.1999                 NaN            NaN            NaN            NaN            NaN
  1493.59        500.000        29.9848                 NaN            NaN            NaN   50.2331       0.579175       0.553049        18.6499                 NaN            NaN            NaN            NaN            NaN
  1490.38        500.000        29.5436                 NaN            NaN            NaN   50.2309       0.579497       0.545596        19.1004                 NaN            NaN            NaN            NaN            NaN
  1487.18        500.000        29.1020                 NaN            NaN            NaN   50.2287       0.579819       0.538135        19.5513                 NaN            NaN            NaN            NaN            NaN
  1483.97        500.000        28.7132                 NaN            NaN            NaN   50.2269       0.580109       0.530003        19.9498                 NaN            NaN            NaN            NaN            NaN
  1480.77        500.000        28.3241                 NaN            NaN            NaN   50.2251       0.580399       0.521863        20.3485                 NaN            NaN            NaN            NaN            NaN
  1477.56        500.000        27.9346                 NaN            NaN            NaN   50.2233       0.580689       0.513715        20.7477                 NaN            NaN            NaN            NaN            NaN
  1474.36        500.000        27.5448                 NaN            NaN            NaN   50.2215       0.580979       0.505559        21.1472                 NaN            NaN            NaN            NaN            NaN
  1471.15        500.000        27.1546                 NaN            NaN            NaN   50.2196       0.581269       0.497395        21.5471                 NaN            NaN            NaN            NaN            NaN
  1467.95        500.000        26.7641                 NaN            NaN            NaN   50.2177       0.581559       0.489223        21.9474                 NaN            NaN            NaN            NaN            NaN
  1464.74        500.000        26.3732                 NaN            NaN            NaN   50.2159       0.581849       0.481043        22.3480                 NaN            NaN            NaN            NaN            NaN
  1461.54        500.000        25.9820                 NaN            NaN            NaN   50.2139       0.582140       0.472855        22.7491                 NaN            NaN            NaN            NaN            NaN
  1458.33        500.000        25.6216                 NaN            NaN            NaN   50.2130       0.582411       0.464366        23.1186                 NaN            NaN            NaN            NaN            NaN
  1455.13        500.000        25.2610                 NaN            NaN            NaN   50.2121       0.582682       0.455870        23.4884                 NaN            NaN            NaN            NaN            NaN
  1451.92        500.000        24.9028                 NaN            NaN            NaN   50.2120       0.582951       0.447251        23.8550                 NaN            NaN            NaN            NaN            NaN
  1448.72        500.000        24.5287                 NaN            NaN            NaN   50.2143       0.583236       0.439079        24.2022       0.324851E-001            NaN            NaN            NaN            NaN
  1445.51        500.000        24.0124                 NaN            NaN            NaN   50.2246       0.583653       0.440751        24.3654       0.373190                 NaN            NaN            NaN            NaN
  1442.31        500.000        23.4955                 NaN            NaN            NaN   50.2349       0.584070       0.442428        24.5287       0.714372                 NaN            NaN            NaN            NaN
  1439.10        500.000        22.9779                 NaN            NaN            NaN   50.2452       0.584487       0.444108        24.6923        1.05603                 NaN            NaN            NaN            NaN
  1435.90        500.000        22.4596                 NaN            NaN            NaN   50.2554       0.584904       0.445791        24.8562        1.39817                 NaN            NaN            NaN            NaN
  1432.69        500.000        22.0023                 NaN            NaN            NaN   50.2573       0.585281       0.449960        24.9983        1.70686                 NaN            NaN            NaN            NaN
  1429.49        500.000        21.5444                 NaN            NaN            NaN   50.2592       0.585658       0.454135        25.1407        2.01594                 NaN            NaN            NaN            NaN
  1426.28        500.000        21.0860                 NaN            NaN            NaN   50.2610       0.586035       0.458317        25.2832        2.32542                 NaN            NaN            NaN            NaN
  1423.08        500.000        20.6271                 NaN            NaN            NaN   50.2628       0.586412       0.462505        25.4259        2.63528                 NaN            NaN            NaN            NaN
  1419.87        500.000        20.2039                 NaN            NaN            NaN   50.2603       0.586765       0.468111        25.5566        2.92433                 NaN            NaN            NaN            NaN
  1416.67        500.000        19.7887                 NaN            NaN            NaN   50.2535       0.587112       0.475196        25.6594        3.20484       0.312014E-001            NaN            NaN            NaN
  1413.46        500.000        19.7881                 NaN            NaN            NaN   50.2538       0.587124       0.475213        25.6596        3.20486       0.312018E-001            NaN            NaN            NaN
  1410.26        500.000        18.9285                 NaN            NaN            NaN   50.2037       0.587830       0.504123        25.4921        3.72723       0.556464                 NaN            NaN            NaN
  1407.05        500.000        18.2950                 NaN            NaN            NaN   50.2341       0.588184       0.513278        25.3598       0.898077        3.93077       0.180806                 NaN            NaN
  1403.85        500.000        17.6774                 NaN            NaN            NaN   50.2699       0.588511       0.521191        25.2233        4.10958        1.23323       0.376831                 NaN            NaN
  1400.64        500.000        17.6769                 NaN            NaN            NaN   50.2701       0.588522       0.521209        25.2235        4.10960        1.23324       0.376856                 NaN            NaN
  1397.44        500.000        16.5660                 NaN            NaN            NaN   50.3344       0.589101       0.536177        24.9711        4.42846        1.83899       0.735811                 NaN            NaN
  1394.23        500.000        16.5655                 NaN            NaN            NaN   50.3346       0.589111       0.536195        24.9713        4.42848        1.83901       0.735860                 NaN            NaN
  1391.03        500.000        16.5651                 NaN            NaN            NaN   50.3347       0.589121       0.536213        24.9714        4.42850        1.83903       0.735908                 NaN            NaN
  1387.82        500.000        16.5646                 NaN            NaN            NaN   50.3349       0.589131       0.536231        24.9716        4.42852        1.83905       0.735957                 NaN            NaN
  1384.62        500.000        14.7520                 NaN            NaN            NaN   50.4360       0.590068       0.563437        24.5315        2.84941        4.93715        1.34041                 NaN            NaN
  1381.41        500.000        14.7517                 NaN            NaN            NaN   50.4361       0.590077       0.563455        24.5316        2.84943        4.93716        1.34049                 NaN            NaN
