|6.6.6
Archiving\03_Data\Deq/QFM_m0.25/WD94/WD94_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
           9
T(K)           P(bar)         melt(TH)       Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an            
  1887.82        2500.00        94.5456       0.974554E-001   5.35696                 NaN            NaN            NaN            NaN
  1884.62        2500.00        93.7944       0.114421        6.09121                 NaN            NaN            NaN            NaN
  1881.41        2500.00        93.0431       0.131386        6.82549                 NaN            NaN            NaN            NaN
  1878.21        2500.00        92.2919       0.148352        7.55980                 NaN            NaN            NaN            NaN
  1875.00        2500.00        91.5406       0.165319        8.29412                 NaN            NaN            NaN            NaN
  1871.79        2500.00        90.7892       0.182286        9.02847                 NaN            NaN            NaN            NaN
  1868.59        2500.00        90.0845       0.197864        9.71766                 NaN            NaN            NaN            NaN
  1865.38        2500.00        89.3797       0.213442        10.4069                 NaN            NaN            NaN            NaN
  1862.18        2500.00        88.6749       0.229020        11.0961                 NaN            NaN            NaN            NaN
  1858.97        2500.00        87.9700       0.244599        11.7854                 NaN            NaN            NaN            NaN
  1855.77        2500.00        87.2652       0.260178        12.4747                 NaN            NaN            NaN            NaN
  1852.56        2500.00        86.5603       0.275758        13.1640                 NaN            NaN            NaN            NaN
  1849.36        2500.00        85.8554       0.291339        13.8533                 NaN            NaN            NaN            NaN
  1846.15        2500.00        85.1504       0.306920        14.5427                 NaN            NaN            NaN            NaN
  1842.95        2500.00        84.4767       0.321362        15.2020                 NaN            NaN            NaN            NaN
  1839.74        2500.00        83.8029       0.335804        15.8613                 NaN            NaN            NaN            NaN
  1836.54        2500.00        83.1291       0.350247        16.5206                 NaN            NaN            NaN            NaN
  1833.33        2500.00        82.4553       0.364691        17.1800                 NaN            NaN            NaN            NaN
  1830.13        2500.00        81.7814       0.379135        17.8394                 NaN            NaN            NaN            NaN
  1826.92        2500.00        81.1076       0.393579        18.4989                 NaN            NaN            NaN            NaN
  1823.72        2500.00        80.4337       0.408024        19.1583                 NaN            NaN            NaN            NaN
  1820.51        2500.00        79.7597       0.422470        19.8178                 NaN            NaN            NaN            NaN
  1817.31        2500.00        79.1052       0.435813        20.4590                 NaN            NaN            NaN            NaN
  1814.10        2500.00        78.4507       0.449156        21.1001                 NaN            NaN            NaN            NaN
  1810.90        2500.00        77.7961       0.462501        21.7414                 NaN            NaN            NaN            NaN
  1807.69        2500.00        77.1415       0.475845        22.3826                 NaN            NaN            NaN            NaN
  1804.49        2500.00        76.4869       0.489190        23.0239                 NaN            NaN            NaN            NaN
  1801.28        2500.00        75.8323       0.502536        23.6652                 NaN            NaN            NaN            NaN
  1798.08        2500.00        75.1776       0.515882        24.3065                 NaN            NaN            NaN            NaN
  1794.87        2500.00        74.5229       0.529229        24.9478                 NaN            NaN            NaN            NaN
  1791.67        2500.00        73.8809       0.541553        25.5776                 NaN            NaN            NaN            NaN
  1788.46        2500.00        73.2388       0.553877        26.2073                 NaN            NaN            NaN            NaN
  1785.26        2500.00        72.5967       0.566202        26.8371                 NaN            NaN            NaN            NaN
  1782.05        2500.00        71.9545       0.578528        27.4669                 NaN            NaN            NaN            NaN
  1778.85        2500.00        71.3124       0.590854        28.0968                 NaN            NaN            NaN            NaN
  1775.64        2500.00        70.6702       0.603181        28.7266                 NaN            NaN            NaN            NaN
  1772.44        2500.00        70.0280       0.615508        29.3565                 NaN            NaN            NaN            NaN
  1769.23        2500.00        69.3857       0.627836        29.9865                 NaN            NaN            NaN            NaN
  1766.03        2500.00        68.7594       0.639316        30.6013                 NaN            NaN            NaN            NaN
  1762.82        2500.00        68.1330       0.650796        31.2162                 NaN            NaN            NaN            NaN
  1759.62        2500.00        67.5066       0.662277        31.8311                 NaN            NaN            NaN            NaN
  1756.41        2500.00        66.8802       0.673759        32.4461                 NaN            NaN            NaN            NaN
  1753.21        2500.00        66.2537       0.685241        33.0610                 NaN            NaN            NaN            NaN
  1750.00        2500.00        65.6273       0.696723        33.6760                 NaN            NaN            NaN            NaN
  1746.79        2500.00        65.0008       0.708207        34.2910                 NaN            NaN            NaN            NaN
  1743.59        2500.00        64.3742       0.719690        34.9061                 NaN            NaN            NaN            NaN
  1740.38        2500.00        63.7650       0.730097        35.5049                 NaN            NaN            NaN            NaN
  1737.18        2500.00        63.1557       0.740504        36.1038                 NaN            NaN            NaN            NaN
  1733.97        2500.00        62.5463       0.750912        36.7028                 NaN            NaN            NaN            NaN
  1730.77        2500.00        61.9370       0.761320        37.3017                 NaN            NaN            NaN            NaN
  1727.56        2500.00        61.3276       0.771729        37.9007                 NaN            NaN            NaN            NaN
  1724.36        2500.00        60.7181       0.782138        38.4997                 NaN            NaN            NaN            NaN
  1721.15        2500.00        60.1087       0.792547        39.0987                 NaN            NaN            NaN            NaN
  1717.95        2500.00        59.4992       0.802957        39.6978                 NaN            NaN            NaN            NaN
  1714.74        2500.00        58.9190       0.812376        40.2686                 NaN            NaN            NaN            NaN
  1711.54        2500.00        58.3388       0.821794        40.8394                 NaN            NaN            NaN            NaN
  1708.33        2500.00        57.7585       0.831213        41.4103                 NaN            NaN            NaN            NaN
  1705.13        2500.00        57.1782       0.840633        41.9812                 NaN            NaN            NaN            NaN
  1701.92        2500.00        56.5979       0.850053        42.5521                 NaN            NaN            NaN            NaN
  1698.72        2500.00        56.0175       0.859473        43.1230                 NaN            NaN            NaN            NaN
  1695.51        2500.00        55.4372       0.868894        43.6939                 NaN            NaN            NaN            NaN
  1692.31        2500.00        54.8568       0.878315        44.2649                 NaN            NaN            NaN            NaN
  1689.10        2500.00        54.3058       0.887776        44.8065                 NaN            NaN            NaN            NaN
  1685.90        2500.00        53.7547       0.897239        45.3480                 NaN            NaN            NaN            NaN
  1682.69        2500.00        53.2037       0.906701        45.8896                 NaN            NaN            NaN            NaN
  1679.49        2500.00        52.6526       0.916164        46.4313                 NaN            NaN            NaN            NaN
  1676.28        2500.00        52.1015       0.925627        46.9729                 NaN            NaN            NaN            NaN
  1673.08        2500.00        51.5504       0.935091        47.5146                 NaN            NaN            NaN            NaN
  1669.87        2500.00        50.9992       0.944555        48.0562                 NaN            NaN            NaN            NaN
  1666.67        2500.00        50.4480       0.954019        48.5979                 NaN            NaN            NaN            NaN
  1663.46        2500.00        49.9194       0.962796        49.1178                 NaN            NaN            NaN            NaN
  1660.26        2500.00        49.3907       0.971573        49.6378                 NaN            NaN            NaN            NaN
  1657.05        2500.00        48.8803       0.980171        50.1395                 NaN            NaN            NaN            NaN
  1653.85        2500.00        47.4483       0.976698        50.4219        1.15309                 NaN            NaN            NaN
  1650.64        2500.00        46.1133       0.971896        50.6404        2.27445                 NaN            NaN            NaN
  1647.44        2500.00        44.7781       0.967093        50.8589        3.39588                 NaN            NaN            NaN
  1644.23        2500.00        43.4429       0.962290        51.0774        4.51736                 NaN            NaN            NaN
  1641.03        2500.00        42.1077       0.957487        51.2959        5.63890                 NaN            NaN            NaN
  1637.82        2500.00        41.1199       0.951800        51.4437        6.48460                 NaN            NaN            NaN
  1634.62        2500.00        40.1322       0.946113        51.5914        7.33033                 NaN            NaN            NaN
  1631.41        2500.00        39.1443       0.940426        51.7391        8.17610                 NaN            NaN            NaN
  1628.21        2500.00        38.1565       0.934738        51.8869        9.02189                 NaN            NaN            NaN
  1625.00        2500.00        37.1686       0.929051        52.0346        9.86771                 NaN            NaN            NaN
  1621.79        2500.00        36.1807       0.923363        52.1824        10.7136                 NaN            NaN            NaN
  1618.59        2500.00        35.1927       0.917675        52.3302        11.5594                 NaN            NaN            NaN
  1615.38        2500.00        34.2047       0.911987        52.4779        12.4053                 NaN            NaN            NaN
  1612.18        2500.00        33.4424       0.904922        52.5912        13.0615                 NaN            NaN            NaN
  1608.97        2500.00        32.6799       0.897856        52.7045        13.7177                 NaN            NaN            NaN
  1605.77        2500.00        31.9175       0.890790        52.8178        14.3739                 NaN            NaN            NaN
  1602.56        2500.00        31.1550       0.883725        52.9311        15.0301                 NaN            NaN            NaN
  1599.36        2500.00        30.3925       0.876658        53.0444        15.6864                 NaN            NaN            NaN
  1596.15        2500.00        29.6300       0.869592        53.1578        16.3426                 NaN            NaN            NaN
  1592.95        2500.00        28.8675       0.862526        53.2711        16.9989                 NaN            NaN            NaN
  1589.74        2500.00        28.1050       0.855459        53.3844        17.6552                 NaN            NaN            NaN
  1586.54        2500.00        27.5026       0.847313        53.4635        18.1865                 NaN            NaN            NaN
  1583.33        2500.00        26.9003       0.839168        53.5427        18.7178                 NaN            NaN            NaN
  1580.13        2500.00        26.2980       0.831022        53.6218        19.2492                 NaN            NaN            NaN
  1576.92        2500.00        25.6956       0.822875        53.7010        19.7805                 NaN            NaN            NaN
  1573.72        2500.00        25.0932       0.814729        53.7801        20.3119                 NaN            NaN            NaN
  1570.51        2500.00        24.4909       0.806583        53.8593        20.8433                 NaN            NaN            NaN
  1567.31        2500.00        23.8885       0.798436        53.9384        21.3747                 NaN            NaN            NaN
  1564.10        2500.00        23.2860       0.790289        54.0176        21.9061                 NaN            NaN            NaN
  1560.90        2500.00        22.7775       0.780863        54.0766        22.3650                 NaN            NaN            NaN
  1557.69        2500.00        22.2690       0.771438        54.1357        22.8239                 NaN            NaN            NaN
  1554.49        2500.00        21.7604       0.762012        54.1947        23.2828                 NaN            NaN            NaN
  1551.28        2500.00        21.2519       0.752586        54.2537        23.7418                 NaN            NaN            NaN
  1548.08        2500.00        20.7433       0.743160        54.3128        24.2007                 NaN            NaN            NaN
  1544.87        2500.00        20.2348       0.733734        54.3718        24.6597                 NaN            NaN            NaN
  1541.67        2500.00        19.7262       0.724307        54.4309        25.1187                 NaN            NaN            NaN
  1538.46        2500.00        19.2176       0.714880        54.4899        25.5776                 NaN            NaN            NaN
  1535.26        2500.00        18.7583       0.703081        54.5368        26.0018                 NaN            NaN            NaN
  1532.05        2500.00        18.2990       0.691280        54.5837        26.4260                 NaN            NaN            NaN
  1528.85        2500.00        17.8397       0.679480        54.6306        26.8502                 NaN            NaN            NaN
  1525.64        2500.00        17.3804       0.667680        54.6775        27.2745                 NaN            NaN            NaN
  1522.44        2500.00        16.9211       0.655879        54.7244        27.6987                 NaN            NaN            NaN
  1519.23        2500.00        16.4617       0.644079        54.7713        28.1229                 NaN            NaN            NaN
  1516.03        2500.00        16.0024       0.632278        54.8182        28.5471                 NaN            NaN            NaN
  1512.82        2500.00        15.5431       0.620477        54.8651        28.9714                 NaN            NaN            NaN
  1509.62        2500.00        15.1086       0.606885        54.9059        29.3786                 NaN            NaN            NaN
  1506.41        2500.00        14.6741       0.593293        54.9468        29.7858                 NaN            NaN            NaN
  1503.21        2500.00        14.2396       0.579700        54.9877        30.1930                 NaN            NaN            NaN
  1500.00        2500.00        13.8051       0.566108        55.0285        30.6003                 NaN            NaN            NaN
  1496.79        2500.00        13.3763       0.552001        55.0614        31.0103                 NaN            NaN            NaN
  1493.59        2500.00        12.9474       0.537894        55.0943        31.4204                 NaN            NaN            NaN
  1490.38        2500.00        12.4974       0.523338        55.1359        31.8187       0.247165E-001            NaN            NaN
  1487.18        2500.00        11.8584       0.524325        55.1741        31.9299       0.513248                 NaN            NaN
  1483.97        2500.00        11.3296       0.530094        55.1935        32.0104       0.936370                 NaN            NaN
  1480.77        2500.00        10.8008       0.535864        55.2129        32.0909        1.35950                 NaN            NaN
  1477.56        2500.00        10.2720       0.541634        55.2323        32.1714        1.78263                 NaN            NaN
  1474.36        2500.00        9.74322       0.547404        55.2517        32.2519        2.20576                 NaN            NaN
  1471.15        2500.00        9.21441       0.553174        55.2711        32.3324        2.62890                 NaN            NaN
  1467.95        2500.00        8.68561       0.558944        55.2905        32.4129        3.05204                 NaN            NaN
  1464.74        2500.00        8.15680       0.564714        55.3099        32.4934        3.47518                 NaN            NaN
  1461.54        2500.00        7.62798       0.570484        55.3293        32.5739        3.89833                 NaN            NaN
  1458.33        2500.00        7.25397       0.581771        55.3202        32.6213        4.22275                 NaN            NaN
  1455.13        2500.00        6.87995       0.593057        55.3111        32.6687        4.54716                 NaN            NaN
  1451.92        2500.00        6.50594       0.604344        55.3020        32.7162        4.87158                 NaN            NaN
  1448.72        2500.00        6.13192       0.615631        55.2929        32.7636        5.19600                 NaN            NaN
  1445.51        2500.00        5.79744       0.632329        55.2860        32.6103        5.46400       0.209902                 NaN
  1442.31        2500.00        5.43649       0.654017        55.2498        32.4652        5.73261       0.461918                 NaN
  1439.10        2500.00        5.43649       0.654017        55.2498        32.4652        5.73261       0.461918                 NaN
  1435.90        2500.00        4.84005       0.694685        55.1817        32.2068       0.879800        6.19702                 NaN
  1432.69        2500.00        4.84005       0.694685        55.1817        32.2068       0.879800        6.19702                 NaN
  1429.49        2500.00        4.84005       0.694685        55.1817        32.2068       0.879800        6.19702                 NaN
  1426.28        2500.00        4.84005       0.694685        55.1817        32.2068       0.879800        6.19702                 NaN
  1423.08        2500.00        4.84005       0.694685        55.1817        32.2068       0.879800        6.19702                 NaN
  1419.87        2500.00        4.84005       0.694685        55.1817        32.2068       0.879800        6.19702                 NaN
  1416.67        2500.00        4.84005       0.694685        55.1817        32.2068       0.879800        6.19702                 NaN
  1413.46        2500.00        4.84005       0.694685        55.1817        32.2068       0.879800        6.19702                 NaN
  1410.26        2500.00        3.04027       0.845747        54.9129        31.5352        7.66310        2.00284                 NaN
  1407.05        2500.00        3.04027       0.845747        54.9129        31.5352        7.66310        2.00284                 NaN
  1403.85        2500.00        3.04027       0.845747        54.9129        31.5352        7.66310        2.00284                 NaN
  1400.64        2500.00        3.04027       0.845747        54.9129        31.5352        7.66310        2.00284                 NaN
  1397.44        2500.00        3.04027       0.845747        54.9129        31.5352        7.66310        2.00284                 NaN
  1394.23        2500.00        3.04027       0.845747        54.9129        31.5352        7.66310        2.00284                 NaN
  1391.03        2500.00        3.04027       0.845747        54.9129        31.5352        7.66310        2.00284                 NaN
  1387.82        2500.00        3.04027       0.845747        54.9129        31.5352        7.66310        2.00284                 NaN
  1384.62        2500.00        1.85707       0.980194        54.6954        31.1329        8.69153        2.64296                 NaN
  1381.41        2500.00        1.85707       0.980194        54.6954        31.1329        8.69153        2.64296                 NaN
  1378.21        2500.00        1.61571        1.01789        54.5906        31.1018        8.90799        2.76610                 NaN
  1375.00        2500.00        1.48815        1.02461        54.6311        30.9896        8.94883        2.85851       0.591796E-001
  1371.79        2500.00        1.36712        1.03826        54.6024        30.9389        2.94317        9.00675       0.103429     
  1368.59        2500.00        1.36712        1.03826        54.6024        30.9389        2.94317        9.00675       0.103429     
  1365.38        2500.00        1.36712        1.03826        54.6024        30.9389        2.94317        9.00675       0.103429     
  1362.18        2500.00        1.36712        1.03826        54.6024        30.9389        2.94317        9.00675       0.103429     
  1358.97        2500.00       0.913620        1.07476        54.6317        30.6265        9.15846        3.27275       0.322226     
  1355.77        2500.00       0.913620        1.07476        54.6317        30.6265        9.15846        3.27275       0.322226     
  1352.56        2500.00       0.913620        1.07476        54.6317        30.6265        9.15846        3.27275       0.322226     
  1349.36        2500.00       0.913620        1.07476        54.6317        30.6265        9.15846        3.27275       0.322226     
  1346.15        2500.00       0.913620        1.07476        54.6317        30.6265        9.15846        3.27275       0.322226     
  1342.95        2500.00       0.913620        1.07476        54.6317        30.6265        9.15846        3.27275       0.322226     
  1339.74        2500.00       0.913620        1.07476        54.6317        30.6265        9.15846        3.27275       0.322226     
  1336.54        2500.00       0.913620        1.07476        54.6317        30.6265        9.15846        3.27275       0.322226     
  1333.33        2500.00       0.146112        1.14615        54.6280        30.1624        9.42805        3.79006       0.699242     
  1330.13        2500.00       0.587927E-001   1.15505        54.6219        30.1182        9.46105        3.84371       0.741282     
  1326.92        2500.00                 NaN   1.15950        54.6490        30.0572        9.46747        3.88219       0.784593     
  1323.72        2500.00                 NaN   1.15950        54.6490        30.0572        9.46747        3.88219       0.784593     
  1320.51        2500.00                 NaN   1.17224        54.6564        30.0345        9.44171        3.87382       0.821365     
  1317.31        2500.00                 NaN   1.17224        54.6564        30.0345        9.44171        3.87382       0.821365     
  1314.10        2500.00                 NaN   1.17224        54.6564        30.0345        9.44171        3.87382       0.821365     
  1310.90        2500.00                 NaN   1.17224        54.6564        30.0345        9.44171        3.87382       0.821365     
  1307.69        2500.00                 NaN   1.18953        54.7456        29.9168        9.36669        3.86711       0.914365     
  1304.49        2500.00                 NaN   1.18953        54.7456        29.9168        9.36669        3.86711       0.914365     
  1301.28        2500.00                 NaN   1.18953        54.7456        29.9168        9.36669        3.86711       0.914365     
  1298.08        2500.00                 NaN   1.18953        54.7456        29.9168        9.36669        3.86711       0.914365     
  1294.87        2500.00                 NaN   1.18953        54.7456        29.9168        9.36669        3.86711       0.914365     
  1291.67        2500.00                 NaN   1.18953        54.7456        29.9168        9.36669        3.86711       0.914365     
  1288.46        2500.00                 NaN   1.18953        54.7456        29.9168        9.36669        3.86711       0.914365     
  1285.26        2500.00                 NaN   1.18953        54.7456        29.9168        9.36669        3.86711       0.914365     
  1282.05        2500.00                 NaN   1.23283        54.8453        29.7546        9.26376        3.83601        1.06748     
  1278.85        2500.00                 NaN   1.23283        54.8453        29.7546        9.26376        3.83601        1.06748     
  1275.64        2500.00                 NaN   1.23283        54.8453        29.7546        9.26376        3.83601        1.06748     
  1272.44        2500.00                 NaN   1.23283        54.8453        29.7546        9.26376        3.83601        1.06748     
  1269.23        2500.00                 NaN   1.23283        54.8453        29.7546        9.26376        3.83601        1.06748     
  1266.03        2500.00                 NaN   1.23283        54.8453        29.7546        9.26376        3.83601        1.06748     
  1262.82        2500.00                 NaN   1.23283        54.8453        29.7546        9.26376        3.83601        1.06748     
  1259.62        2500.00                 NaN   1.23283        54.8453        29.7546        9.26376        3.83601        1.06748     
  1256.41        2500.00                 NaN   1.27665        54.9458        29.5949        9.17072        3.80050        1.21137     
  1253.21        2500.00                 NaN   1.27665        54.9458        29.5949        9.17072        3.80050        1.21137     
  1250.00        2500.00                 NaN   1.27665        54.9458        29.5949        9.17072        3.80050        1.21137     
  1246.79        2500.00                 NaN   1.27665        54.9458        29.5949        9.17072        3.80050        1.21137     
  1243.59        2500.00                 NaN   1.27665        54.9458        29.5949        9.17072        3.80050        1.21137     
  1240.38        2500.00                 NaN   1.27665        54.9458        29.5949        9.17072        3.80050        1.21137     
  1237.18        2500.00                 NaN   1.27665        54.9458        29.5949        9.17072        3.80050        1.21137     
  1233.97        2500.00                 NaN   1.27665        54.9458        29.5949        9.17072        3.80050        1.21137     
  1230.77        2500.00                 NaN   1.32366        55.0226        29.4634        9.09548        3.75516        1.33965     
  1227.56        2500.00                 NaN   1.32366        55.0226        29.4634        9.09548        3.75516        1.33965     
  1224.36        2500.00                 NaN   1.32366        55.0226        29.4634        9.09548        3.75516        1.33965     
  1221.15        2500.00                 NaN   1.32366        55.0226        29.4634        9.09548        3.75516        1.33965     
  1217.95        2500.00                 NaN   1.32366        55.0226        29.4634        9.09548        3.75516        1.33965     
  1214.74        2500.00                 NaN   1.32366        55.0226        29.4634        9.09548        3.75516        1.33965     
  1211.54        2500.00                 NaN   1.32366        55.0226        29.4634        9.09548        3.75516        1.33965     
  1208.33        2500.00                 NaN   1.32366        55.0226        29.4634        9.09548        3.75516        1.33965     
  1205.13        2500.00                 NaN   1.37171        55.1001        29.3381        9.02033        3.70959        1.46013     
  1201.92        2500.00                 NaN   1.37171        55.1001        29.3381        9.02033        3.70959        1.46013     
  1198.72        2500.00                 NaN   1.37171        55.1001        29.3381        9.02033        3.70959        1.46013     
  1195.51        2500.00                 NaN   1.37171        55.1001        29.3381        9.02033        3.70959        1.46013     
  1192.31        2500.00                 NaN   1.37171        55.1001        29.3381        9.02033        3.70959        1.46013     
  1189.10        2500.00                 NaN   1.37171        55.1001        29.3381        9.02033        3.70959        1.46013     
  1185.90        2500.00                 NaN   1.37171        55.1001        29.3381        9.02033        3.70959        1.46013     
  1182.69        2500.00                 NaN   1.37171        55.1001        29.3381        9.02033        3.70959        1.46013     
  1179.49        2500.00                 NaN   1.42253        55.1562        29.2348        8.96813        3.65275        1.56560     
  1176.28        2500.00                 NaN   1.42253        55.1562        29.2348        8.96813        3.65275        1.56560     
  1173.08        2500.00                 NaN   1.42253        55.1562        29.2348        8.96813        3.65275        1.56560     
  1169.87        2500.00                 NaN   1.42253        55.1562        29.2348        8.96813        3.65275        1.56560     
  1166.67        2500.00                 NaN   1.42253        55.1562        29.2348        8.96813        3.65275        1.56560     
  1163.46        2500.00                 NaN   1.42253        55.1562        29.2348        8.96813        3.65275        1.56560     
  1160.26        2500.00                 NaN   1.42253        55.1562        29.2348        8.96813        3.65275        1.56560     
  1157.05        2500.00                 NaN   1.42253        55.1562        29.2348        8.96813        3.65275        1.56560     
  1153.85        2500.00                 NaN   1.47495        55.2017        29.1529        8.91639        3.59074        1.66338     
  1150.64        2500.00                 NaN   1.47495        55.2017        29.1529        8.91639        3.59074        1.66338     
  1147.44        2500.00                 NaN   1.47495        55.2017        29.1529        8.91639        3.59074        1.66338     
  1144.23        2500.00                 NaN   1.47495        55.2017        29.1529        8.91639        3.59074        1.66338     
  1141.03        2500.00                 NaN   1.47495        55.2017        29.1529        8.91639        3.59074        1.66338     
  1137.82        2500.00                 NaN   1.47495        55.2017        29.1529        8.91639        3.59074        1.66338     
  1134.62        2500.00                 NaN   1.47495        55.2017        29.1529        8.91639        3.59074        1.66338     
  1131.41        2500.00                 NaN   1.47495        55.2017        29.1529        8.91639        3.59074        1.66338     
  1128.21        2500.00                 NaN   1.53402        55.2451        29.0723        8.88053        3.52665        1.74143     
  1125.00        2500.00                 NaN   1.53402        55.2451        29.0723        8.88053        3.52665        1.74143     
  1121.79        2500.00                 NaN   1.53402        55.2451        29.0723        8.88053        3.52665        1.74143     
  1118.59        2500.00                 NaN   1.53402        55.2451        29.0723        8.88053        3.52665        1.74143     
  1115.38        2500.00                 NaN   1.53402        55.2451        29.0723        8.88053        3.52665        1.74143     
  1112.18        2500.00                 NaN   1.53402        55.2451        29.0723        8.88053        3.52665        1.74143     
  1108.97        2500.00                 NaN   1.53402        55.2451        29.0723        8.88053        3.52665        1.74143     
  1105.77        2500.00                 NaN   1.53402        55.2451        29.0723        8.88053        3.52665        1.74143     
  1102.56        2500.00                 NaN   1.59286        55.2492        29.0395        3.45786        8.84680        1.81386     
  1099.36        2500.00                 NaN   1.59286        55.2492        29.0395        3.45786        8.84680        1.81386     
  1096.15        2500.00                 NaN   1.59286        55.2492        29.0395        3.45786        8.84680        1.81386     
  1092.95        2500.00                 NaN   1.59286        55.2492        29.0395        3.45786        8.84680        1.81386     
  1089.74        2500.00                 NaN   1.59286        55.2492        29.0395        3.45786        8.84680        1.81386     
  1086.54        2500.00                 NaN   1.59286        55.2492        29.0395        3.45786        8.84680        1.81386     
  1083.33        2500.00                 NaN   1.59286        55.2492        29.0395        3.45786        8.84680        1.81386     
  1080.13        2500.00                 NaN   1.59286        55.2492        29.0395        3.45786        8.84680        1.81386     
  1076.92        2500.00                 NaN   1.65533        55.2686        28.9950        8.81588        3.38823        1.87690     
  1073.72        2500.00                 NaN   1.65533        55.2686        28.9950        8.81588        3.38823        1.87690     
  1070.51        2500.00                 NaN   1.65533        55.2686        28.9950        8.81588        3.38823        1.87690     
  1067.31        2500.00                 NaN   1.65533        55.2686        28.9950        8.81588        3.38823        1.87690     
  1064.10        2500.00                 NaN   1.65533        55.2686        28.9950        8.81588        3.38823        1.87690     
  1060.90        2500.00                 NaN   1.65533        55.2686        28.9950        8.81588        3.38823        1.87690     
  1057.69        2500.00                 NaN   1.65533        55.2686        28.9950        8.81588        3.38823        1.87690     
  1054.49        2500.00                 NaN   1.65533        55.2686        28.9950        8.81588        3.38823        1.87690     
  1051.28        2500.00                 NaN   1.72526        55.2690        28.9711        8.80354        3.31422        1.91691     
  1048.08        2500.00                 NaN   1.72526        55.2690        28.9711        8.80354        3.31422        1.91691     
  1044.87        2500.00                 NaN   1.72526        55.2690        28.9711        8.80354        3.31422        1.91691     
  1041.67        2500.00                 NaN   1.72526        55.2690        28.9711        8.80354        3.31422        1.91691     
  1038.46        2500.00                 NaN   1.72526        55.2690        28.9711        8.80354        3.31422        1.91691     
  1035.26        2500.00                 NaN   1.72526        55.2690        28.9711        8.80354        3.31422        1.91691     
  1032.05        2500.00                 NaN   1.72526        55.2690        28.9711        8.80354        3.31422        1.91691     
  1028.85        2500.00                 NaN   1.72526        55.2690        28.9711        8.80354        3.31422        1.91691     
  1025.64        2500.00                 NaN   1.80053        55.2413        28.9766        8.79401        3.23765        1.94998     
  1022.44        2500.00                 NaN   1.80053        55.2413        28.9766        8.79401        3.23765        1.94998     
