|6.6.6
Archiving\03_Data\Deqfrac/QFM_m2.25/K22/K22_1.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1547.91        2500.00                 NaN   99.3373       0.617528       0.451538E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.34        2500.00                 NaN   99.3401       0.614848       0.450688E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1544.76        2500.00                 NaN   99.3467       0.607360       0.458901E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.19        2500.00                 NaN   99.3488       0.609427       0.417707E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.61        2500.00                 NaN   99.3543       0.604565       0.411753E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.04        2500.00                 NaN   99.2689       0.684913       0.462252E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.47        2500.00                 NaN   99.4510       0.515211       0.337775E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.89        2500.00                 NaN   99.3663       0.595518       0.381556E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1535.32        2500.00                 NaN   99.3717       0.582120       0.461947E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.74        2500.00                 NaN   99.3738       0.598171       0.280329E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.17        2500.00                 NaN   99.3803       0.583905       0.358329E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.59        2500.00                 NaN   99.3840       0.580203       0.358053E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.02        2500.00                 NaN   99.3888       0.576559       0.346076E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.44        2500.00                 NaN   99.3843       0.581953       0.337399E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.87        2500.00                 NaN   99.3959       0.546901       0.572287E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.30        2500.00                 NaN   99.3871       0.490391       0.460346E-001  0.764475E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1522.72        2500.00                 NaN   99.2009       0.365005E-002  0.253260E-005  0.795477                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.15        2500.00                 NaN   99.1447                 NaN            NaN  0.855279                 NaN            NaN            NaN            NaN            NaN            NaN
  1519.57        2500.00                 NaN   99.3801       0.863268E-001            NaN  0.533595                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.00        2500.00                 NaN   99.0705                 NaN            NaN  0.929472                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.42        2500.00                 NaN   99.1931                 NaN            NaN  0.806900                 NaN            NaN            NaN            NaN            NaN            NaN
  1514.85        2500.00                 NaN   99.1843                 NaN            NaN  0.815737                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.27        2500.00                 NaN   99.1782                 NaN            NaN  0.821816                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.70        2500.00                 NaN   99.1707                 NaN            NaN  0.829344                 NaN            NaN            NaN            NaN            NaN            NaN
  1510.13        2500.00                 NaN   98.9324                 NaN            NaN  0.386011       0.681637                 NaN            NaN            NaN            NaN            NaN
  1508.55        2500.00                 NaN   98.6993                 NaN            NaN  0.513025       0.787683                 NaN            NaN            NaN            NaN            NaN
  1506.98        2500.00                 NaN   98.7145                 NaN            NaN  0.777779       0.507748                 NaN            NaN            NaN            NaN            NaN
  1505.40        2500.00                 NaN   98.7295                 NaN            NaN  0.769221       0.501244                 NaN            NaN            NaN            NaN            NaN
  1503.83        2500.00                 NaN   98.7429                 NaN            NaN  0.762369       0.494707                 NaN            NaN            NaN            NaN            NaN
  1502.25        2500.00                 NaN   98.7544                 NaN  0.100505E-005  0.490411       0.755159                 NaN            NaN            NaN            NaN            NaN
  1500.68        2500.00                 NaN   98.7666                 NaN            NaN  0.485762       0.747599                 NaN            NaN            NaN            NaN            NaN
  1499.10        2500.00                 NaN   98.7745                 NaN  0.106297E-004  0.743777       0.481761                 NaN            NaN            NaN            NaN            NaN
  1497.53        2500.00                 NaN   98.7943                 NaN  0.841380E-005  0.731510       0.474176                 NaN            NaN            NaN            NaN            NaN
  1495.96        2500.00                 NaN   98.8038                 NaN            NaN  0.470365       0.725811                 NaN            NaN            NaN            NaN            NaN
  1494.38        2500.00                 NaN   98.8158                 NaN            NaN  0.719461       0.464780                 NaN            NaN            NaN            NaN            NaN
  1492.81        2500.00                 NaN   98.8251                 NaN            NaN  0.460936       0.713958                 NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00                 NaN   98.8370                 NaN  0.259174E-005  0.455437       0.707607                 NaN            NaN            NaN            NaN            NaN
  1489.66        2500.00                 NaN   98.8477                 NaN            NaN  0.451231       0.701047                 NaN            NaN            NaN            NaN            NaN
  1488.08        2500.00                 NaN   98.8574                 NaN  0.542564E-005  0.695398       0.447226                 NaN            NaN            NaN            NaN            NaN
  1486.51        2500.00                 NaN   98.8659                 NaN  0.735050E-002  0.693711       0.433037                 NaN            NaN            NaN            NaN            NaN
  1484.93        2500.00                 NaN   98.8823                 NaN            NaN  0.436533       0.681180                 NaN            NaN            NaN            NaN            NaN
  1483.36        2500.00                 NaN   98.8954                 NaN  0.348973E-001  0.687570       0.382131                 NaN            NaN            NaN            NaN            NaN
  1481.79        2500.00                 NaN   98.8973                 NaN            NaN  0.672935       0.429780                 NaN            NaN            NaN            NaN            NaN
  1480.21        2500.00                 NaN   99.9862                 NaN            NaN  0.138363E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1478.64        2500.00                 NaN   97.8434                 NaN  0.712977E-002   1.32901       0.820507                 NaN            NaN            NaN            NaN            NaN
  1477.06        2500.00                 NaN   98.9219                 NaN  0.177945E-001  0.666192       0.394151                 NaN            NaN            NaN            NaN            NaN
  1475.49        2500.00                 NaN   98.9467                 NaN  0.162700E-001  0.387356       0.649628                 NaN            NaN            NaN            NaN            NaN
  1473.91        2500.00                 NaN   98.9444                 NaN  0.150968E-001  0.652028       0.388452                 NaN            NaN            NaN            NaN            NaN
  1472.34        2500.00                 NaN   98.9569                 NaN  0.647218E-002  0.394657       0.642001                 NaN            NaN            NaN            NaN            NaN
  1470.76        2500.00                 NaN   98.3154                 NaN  0.324665E-001  0.608086        1.04403                 NaN            NaN            NaN            NaN            NaN
  1469.19        2500.00                 NaN   99.6177                 NaN  0.998955E-004  0.147481       0.234767                 NaN            NaN            NaN            NaN            NaN
  1467.61        2500.00                 NaN   98.9806                 NaN  0.155067E-001  0.372079       0.631784                 NaN            NaN            NaN            NaN            NaN
  1466.04        2500.00                 NaN   98.9873                 NaN  0.887010E-002  0.377869       0.625972                 NaN            NaN            NaN            NaN            NaN
  1464.47        2500.00                 NaN   98.9944                 NaN  0.910005E-002  0.621634       0.374846                 NaN            NaN            NaN            NaN            NaN
  1462.89        2500.00                 NaN   99.0031                 NaN  0.768995E-002  0.617138       0.372051                 NaN            NaN            NaN            NaN            NaN
  1461.32        2500.00                 NaN   99.0065                 NaN  0.665792E-002  0.372160       0.614697                 NaN            NaN            NaN            NaN            NaN
  1459.74        2500.00                 NaN   99.0200                 NaN  0.622985E-002  0.607331       0.366435                 NaN            NaN            NaN            NaN            NaN
  1458.17        2500.00                 NaN   99.0230                 NaN  0.509973E-002  0.366437       0.605471                 NaN            NaN            NaN            NaN            NaN
  1456.59        2500.00                 NaN   99.0301                 NaN  0.401494E-002  0.601355       0.364561                 NaN            NaN            NaN            NaN            NaN
  1455.02        2500.00                 NaN   99.0367                 NaN  0.311213E-002  0.597912       0.362276                 NaN            NaN            NaN            NaN            NaN
  1453.44        2500.00                 NaN   98.1788                 NaN  0.129247       0.584030       0.709090       0.398823                 NaN            NaN            NaN            NaN
  1451.87        2500.00                 NaN   97.3375                 NaN  0.258500       0.809550       0.795943       0.798504                 NaN            NaN            NaN            NaN
  1450.30        2500.00                 NaN   97.3961                 NaN  0.256703       0.770529       0.795459       0.781188                 NaN            NaN            NaN            NaN
  1448.72        2500.00                 NaN   97.4560                 NaN  0.253909       0.776827       0.749546       0.763743                 NaN            NaN            NaN            NaN
  1447.15        2500.00                 NaN   97.5118                 NaN  0.251893       0.760961       0.727917       0.747424                 NaN            NaN            NaN            NaN
  1445.57        2500.00                 NaN   97.5683                 NaN  0.249353       0.706107       0.745397       0.730881                 NaN            NaN            NaN            NaN
  1444.00        2500.00                 NaN   97.6175                 NaN  0.247858       0.731991       0.686394       0.716232                 NaN            NaN            NaN            NaN
  1442.42        2500.00                 NaN   97.6462                 NaN  0.246463       0.718458       0.680026       0.708880                 NaN            NaN            NaN            NaN
  1440.85        2500.00                 NaN   97.7315                 NaN  0.247797       0.635636       0.703548       0.681479                 NaN            NaN            NaN            NaN
  1439.27        2500.00                 NaN   97.7850                 NaN  0.236319       0.681196       0.631740       0.665734                 NaN            NaN            NaN            NaN
  1437.70        2500.00                 NaN   97.8132                 NaN  0.239606       0.676655       0.611948       0.658572                 NaN            NaN            NaN            NaN
  1436.13        2500.00                 NaN   97.8530                 NaN  0.238129       0.594619       0.667109       0.647169                 NaN            NaN            NaN            NaN
  1434.55        2500.00                 NaN   97.8945                 NaN  0.236961       0.654890       0.579643       0.634021                 NaN            NaN            NaN            NaN
  1432.98        2500.00                 NaN   97.9367                 NaN  0.235004       0.563712       0.642758       0.621848                 NaN            NaN            NaN            NaN
  1431.40        2500.00                 NaN   97.9782                 NaN  0.232851       0.630413       0.549068       0.609429                 NaN            NaN            NaN            NaN
  1429.83        2500.00                 NaN   98.0113                 NaN  0.232694       0.621109       0.534761       0.600104                 NaN            NaN            NaN            NaN
  1428.25        2500.00                 NaN   98.0508                 NaN  0.230651       0.609973       0.520183       0.588392                 NaN            NaN            NaN            NaN
  1426.68        2500.00                 NaN   98.0887                 NaN  0.228073       0.599566       0.507404       0.576271                 NaN            NaN            NaN            NaN
  1425.10        2500.00                 NaN   98.1254                 NaN  0.226809       0.588764       0.493436       0.565627                 NaN            NaN            NaN            NaN
  1423.53        2500.00                 NaN   98.1429                 NaN  0.228270       0.478522       0.588964       0.561324                 NaN            NaN            NaN            NaN
  1421.96        2500.00                 NaN   98.2032                 NaN  0.222353       0.568296       0.465098       0.541017                 NaN            NaN            NaN            NaN
  1420.38        2500.00                 NaN   98.2187                 NaN  0.223430       0.562916       0.457225       0.537736                 NaN            NaN            NaN            NaN
  1418.81        2500.00                 NaN   98.2481                 NaN  0.222438       0.554630       0.445974       0.528809                 NaN            NaN            NaN            NaN
  1417.23        2500.00                 NaN   98.2776                 NaN  0.221021       0.434477       0.546625       0.520236                 NaN            NaN            NaN            NaN
  1415.66        2500.00                 NaN   98.3071                 NaN  0.219839       0.424006       0.537895       0.511156                 NaN            NaN            NaN            NaN
  1414.08        2500.00                 NaN   98.3325                 NaN  0.219149       0.412882       0.532026       0.503438                 NaN            NaN            NaN            NaN
  1412.51        2500.00                 NaN   98.3642                 NaN  0.205097       0.420153       0.518619       0.491890                 NaN            NaN            NaN            NaN
  1410.93        2500.00                 NaN   98.3869                 NaN  0.228895       0.518604       0.376390       0.489180                 NaN            NaN            NaN            NaN
  1409.36        2500.00                 NaN   98.4123                 NaN  0.215226       0.385558       0.507419       0.479515                 NaN            NaN            NaN            NaN
  1407.79        2500.00                 NaN   98.4401                 NaN  0.213906       0.501518       0.373730       0.470742                 NaN            NaN            NaN            NaN
  1406.21        2500.00                 NaN   98.4618                 NaN  0.213077       0.494776       0.366189       0.464168                 NaN            NaN            NaN            NaN
  1404.64        2500.00                 NaN   98.4854                 NaN  0.211981       0.357222       0.488300       0.457131                 NaN            NaN            NaN            NaN
  1403.06        2500.00                 NaN   98.5090                 NaN  0.186553       0.474187       0.384241       0.445979                 NaN            NaN            NaN            NaN
  1401.49        2500.00                 NaN   98.5281                 NaN  0.234768       0.305428       0.483859       0.447802                 NaN            NaN            NaN            NaN
  1399.91        2500.00                 NaN   98.5491                 NaN  0.209858       0.333027       0.470057       0.437970                 NaN            NaN            NaN            NaN
  1398.34        2500.00                 NaN   99.0225                 NaN  0.144165       0.214748       0.322428       0.296161                 NaN            NaN            NaN            NaN
  1396.76        2500.00                 NaN   98.1461                 NaN  0.269094       0.600830       0.427042       0.556917                 NaN            NaN            NaN            NaN
  1395.19        2500.00                 NaN   98.6143                 NaN  0.205889       0.311178       0.450936       0.417683                 NaN            NaN            NaN            NaN
  1393.62        2500.00                 NaN   98.6324                 NaN  0.204421       0.447429       0.303876       0.411861                 NaN            NaN            NaN            NaN
  1392.04        2500.00                 NaN   98.6515                 NaN  0.203330       0.441225       0.297652       0.406317                 NaN            NaN            NaN            NaN
  1390.47        2500.00                 NaN   98.6748                 NaN  0.201964       0.290153       0.434166       0.398919                 NaN            NaN            NaN            NaN
  1388.89        2500.00                 NaN   98.6903                 NaN  0.201008       0.430303       0.284387       0.394038                 NaN            NaN            NaN            NaN
  1387.32        2500.00                 NaN   98.7083                 NaN  0.199890       0.278590       0.424661       0.388598                 NaN            NaN            NaN            NaN
  1385.74        2500.00                 NaN   98.7251                 NaN  0.198825       0.420068       0.272659       0.383321                 NaN            NaN            NaN            NaN
  1384.17        2500.00                 NaN   98.7420                 NaN  0.197902       0.266940       0.415075       0.378099                 NaN            NaN            NaN            NaN
  1382.59        2500.00                 NaN   98.7593                 NaN  0.196270       0.261566       0.410238       0.372637                 NaN            NaN            NaN            NaN
  1381.02        2500.00                 NaN   98.7750                 NaN  0.195296       0.256385       0.405569       0.367747                 NaN            NaN            NaN            NaN
  1379.45        2500.00                 NaN   98.7912                 NaN  0.194094       0.400913       0.251166       0.362649                 NaN            NaN            NaN            NaN
  1377.87        2500.00                 NaN   98.8066                 NaN  0.192942       0.245867       0.396776       0.357801                 NaN            NaN            NaN            NaN
  1376.30        2500.00                 NaN   98.8220                 NaN  0.191543       0.241475       0.391988       0.353002                 NaN            NaN            NaN            NaN
  1374.72        2500.00                 NaN   98.8362                 NaN  0.190343       0.388116       0.236891       0.348428                 NaN            NaN            NaN            NaN
  1373.15        2500.00                 NaN   98.8512                 NaN  0.189097       0.383235       0.232806       0.343678                 NaN            NaN            NaN            NaN
  1371.57        2500.00                 NaN   98.8615                 NaN  0.189158       0.226903       0.381704       0.340702                 NaN            NaN            NaN            NaN
  1370.00        2500.00                 NaN   98.8816                 NaN  0.184916       0.225885       0.373999       0.333573                 NaN            NaN            NaN            NaN
  1368.42        2500.00                 NaN   98.8924                 NaN  0.185066       0.220686       0.371315       0.330495                 NaN            NaN            NaN            NaN
  1366.85        2500.00                 NaN   98.9057                 NaN  0.183527       0.217261       0.367251       0.326280                 NaN            NaN            NaN            NaN
  1365.27        2500.00                 NaN   98.9185                 NaN  0.182020       0.213609       0.363743       0.322082                 NaN            NaN            NaN            NaN
  1363.70        2500.00                 NaN   98.9315                 NaN  0.180840       0.209882       0.359724       0.318093                 NaN            NaN            NaN            NaN
  1362.13        2500.00                 NaN   98.9433                 NaN  0.178826       0.356098       0.207845       0.313918                 NaN            NaN            NaN            NaN
  1360.55        2500.00                 NaN   98.9557                 NaN  0.177378       0.352145       0.204791       0.310021                 NaN            NaN            NaN            NaN
  1358.98        2500.00                 NaN   98.9678                 NaN  0.175764       0.201853       0.348474       0.306134                 NaN            NaN            NaN            NaN
  1357.40        2500.00                 NaN   98.9790                 NaN  0.174270       0.345056       0.199263       0.302390                 NaN            NaN            NaN            NaN
  1355.83        2500.00                 NaN   98.9890                 NaN  0.172955       0.343464       0.195254       0.299295                 NaN            NaN            NaN            NaN
  1354.25        2500.00                 NaN   99.0038                 NaN  0.170191       0.337514       0.194415       0.294113                 NaN            NaN            NaN            NaN
  1352.68        2500.00                 NaN   99.0131                 NaN  0.169060       0.192446       0.334111       0.291262                 NaN            NaN            NaN            NaN
  1351.10        2500.00                 NaN   99.0235                 NaN  0.167676       0.330906       0.190009       0.287893                 NaN            NaN            NaN            NaN
  1349.53        2500.00                 NaN   99.0343                 NaN  0.164953       0.327249       0.189431       0.284100                 NaN            NaN            NaN            NaN
  1347.96        2500.00                 NaN   99.0444                 NaN  0.163562       0.323866       0.187357       0.280812                 NaN            NaN            NaN            NaN
  1346.38        2500.00                 NaN   99.0543                 NaN  0.161536       0.186214       0.320506       0.277489                 NaN            NaN            NaN            NaN
  1344.81        2500.00                 NaN   99.0646                 NaN  0.159762       0.317004       0.184552       0.274125                 NaN            NaN            NaN            NaN
  1343.23        2500.00                 NaN   99.0741                 NaN  0.157476       0.184148       0.313451       0.270798                 NaN            NaN            NaN            NaN
  1341.66        2500.00                 NaN   99.0839                 NaN  0.155608       0.309854       0.182960       0.267668                 NaN            NaN            NaN            NaN
  1340.08        2500.00                 NaN   99.0897                 NaN  0.154792       0.308904       0.180483       0.266092                 NaN            NaN            NaN            NaN
  1338.51        2500.00                 NaN   99.1052                 NaN  0.150024       0.302582       0.182278       0.259902                 NaN            NaN            NaN            NaN
  1336.93        2500.00                 NaN   99.1108                 NaN  0.148826       0.182026       0.300089       0.258308                 NaN            NaN            NaN            NaN
  1335.36        2500.00                 NaN   99.1209                 NaN  0.147567       0.180075       0.296093       0.255327                 NaN            NaN            NaN            NaN
  1333.79        2500.00                 NaN   99.1284                 NaN  0.143958       0.293003       0.182380       0.252245                 NaN            NaN            NaN            NaN
  1332.21        2500.00                 NaN   99.1364                 NaN  0.142127       0.290335       0.181502       0.249596                 NaN            NaN            NaN            NaN
  1330.64        2500.00                 NaN   99.1449                 NaN  0.140019       0.287145       0.181276       0.246702                 NaN            NaN            NaN            NaN
  1329.06        2500.00                 NaN   99.1529                 NaN  0.137828       0.283567       0.181705       0.244011                 NaN            NaN            NaN            NaN
  1327.49        2500.00                 NaN   99.1612                 NaN  0.134944       0.279736       0.183059       0.241066                 NaN            NaN            NaN            NaN
  1325.91        2500.00                 NaN   99.1683                 NaN  0.132600       0.183551       0.277002       0.238555                 NaN            NaN            NaN            NaN
  1324.34        2500.00                 NaN   99.1763                 NaN  0.130149       0.184710       0.272977       0.235904                 NaN            NaN            NaN            NaN
  1322.76        2500.00                 NaN   99.1829                 NaN  0.127199       0.269387       0.187096       0.233398                 NaN            NaN            NaN            NaN
  1321.19        2500.00                 NaN   99.1908                 NaN  0.124953       0.187051       0.266438       0.230754                 NaN            NaN            NaN            NaN
  1319.62        2500.00                 NaN   99.1978                 NaN  0.122665       0.263276       0.187804       0.228437                 NaN            NaN            NaN            NaN
  1318.04        2500.00                 NaN   99.2043                 NaN  0.118584       0.258128       0.193107       0.225862                 NaN            NaN            NaN            NaN
  1316.47        2500.00                 NaN   99.2116                 NaN  0.116534       0.255185       0.193310       0.223415                 NaN            NaN            NaN            NaN
  1314.89        2500.00                 NaN   99.2186                 NaN  0.114826       0.252243       0.193160       0.221208                 NaN            NaN            NaN            NaN
  1313.32        2500.00                 NaN   99.2243                 NaN  0.110865       0.249180       0.196907       0.218780                 NaN            NaN            NaN            NaN
  1311.74        2500.00                 NaN   99.2306                 NaN  0.108315       0.244987       0.199475       0.216622                 NaN            NaN            NaN            NaN
  1310.17        2500.00                 NaN   99.2370                 NaN  0.105406       0.202239       0.241007       0.214383                 NaN            NaN            NaN            NaN
  1308.59        2500.00                 NaN   99.2436                 NaN  0.102860       0.237072       0.204274       0.212199                 NaN            NaN            NaN            NaN
  1307.02        2500.00                 NaN   99.2482                 NaN  0.994680E-001  0.208924       0.233141       0.210275                 NaN            NaN            NaN            NaN
  1305.45        2500.00                 NaN   99.2544                 NaN  0.966088E-001  0.210596       0.230250       0.208135                 NaN            NaN            NaN            NaN
  1303.87        2500.00                 NaN   99.2602                 NaN  0.935914E-001  0.225188       0.214953       0.206096                 NaN            NaN            NaN            NaN
  1302.30        2500.00                 NaN   99.2659                 NaN  0.910256E-001  0.217193       0.221728       0.204140                 NaN            NaN            NaN            NaN
  1300.72        2500.00                 NaN   99.2711                 NaN  0.876962E-001  0.221497       0.217481       0.202237                 NaN            NaN            NaN            NaN
  1299.15        2500.00                 NaN   99.2768                 NaN  0.846414E-001  0.212622       0.225709       0.200268                 NaN            NaN            NaN            NaN
  1297.57        2500.00                 NaN   99.2816                 NaN  0.816765E-001  0.229527       0.208685       0.198533                 NaN            NaN            NaN            NaN
  1296.00        2500.00                 NaN   99.2868                 NaN  0.785695E-001  0.234246       0.203669       0.196748                 NaN            NaN            NaN            NaN
  1294.42        2500.00                 NaN   99.2914                 NaN  0.756642E-001  0.238051       0.199892       0.194997                 NaN            NaN            NaN            NaN
  1292.85        2500.00                 NaN   97.4658                 NaN  0.252974       0.215603       0.491314       0.401746        1.17252                 NaN            NaN            NaN
  1291.28        2500.00                 NaN   87.1085                 NaN   1.23857        2.18005       0.916839E-001   1.57763        7.80354                 NaN            NaN            NaN
  1289.70        2500.00                 NaN   86.6075                 NaN   1.28962        2.34745                 NaN   1.63226        8.12313                 NaN            NaN            NaN
  1288.13        2500.00                 NaN   86.1705                 NaN   1.31616        2.43493                 NaN   1.68220        8.39623                 NaN            NaN            NaN
