|6.6.6
Archiving\03_Data\eq/QFM_m1.5/WD94/WD94_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       mang           O(HP)          Sp(TH)         pxmn           Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        2500.00        99.5400       0.459977                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.5400       0.459976                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.5400       0.459975                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.5400       0.459973                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.5400       0.459972                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.5400       0.459971                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.5400       0.459970                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.5400       0.459969                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.5400       0.459968                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.5400       0.459966                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.5400       0.459965                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.5400       0.459964                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.5400       0.459962                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.5400       0.459961                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.5400       0.459960                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.5400       0.459959                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.5400       0.459957                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.5400       0.459956                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.5400       0.459955                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.5400       0.459953                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.5400       0.459952                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.5400       0.459951                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        99.5401       0.459949                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        99.5401       0.459948                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        99.5401       0.459946                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        99.5401       0.459946                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        99.5401       0.459945                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        99.5401       0.459945                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        99.5401       0.459945                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        99.5401       0.459941                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        99.5401       0.459938                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        99.5401       0.459936                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        99.1890       0.459937       0.351077                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        98.3888       0.459941        1.15125                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        97.5886       0.459945        1.95144                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        95.3582       0.113695        3.88852                 NaN  0.639538                 NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        94.1164                 NaN   5.03408                 NaN  0.849544                 NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        93.3483                 NaN   5.80219                 NaN  0.849552                 NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        92.5801                 NaN   6.57031                 NaN  0.849561                 NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        91.8283                 NaN   7.32217                 NaN  0.849569                 NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        91.0690                 NaN   8.06599       0.154256E-001  0.849577                 NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        90.3319                 NaN   8.78638       0.321419E-001  0.849585                 NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        89.5948                 NaN   9.50678       0.488584E-001  0.849593                 NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        88.8576                 NaN   10.2272       0.655753E-001  0.849601                 NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        88.1205                 NaN   10.9476       0.822925E-001  0.849609                 NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        87.3833                 NaN   11.6681       0.990100E-001  0.849617                 NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        86.6461                 NaN   12.3885       0.115728       0.849626                 NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        85.9089                 NaN   13.1090       0.132446       0.849634                 NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        85.1717                 NaN   13.8295       0.149165       0.849642                 NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        84.4730                 NaN   14.5127       0.164562       0.849650                 NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        83.7743                 NaN   15.1960       0.179960       0.849659                 NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        83.0756                 NaN   15.8794       0.195358       0.849668                 NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        82.3769                 NaN   16.5627       0.210756       0.849676                 NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        81.6781                 NaN   17.2460       0.226155       0.849685                 NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        80.9794                 NaN   17.9294       0.241554       0.849694                 NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        80.2806                 NaN   18.6127       0.256953       0.849702                 NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        79.5818                 NaN   19.2961       0.272353       0.849711                 NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        78.9112                 NaN   19.9525       0.286562       0.849720                 NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        78.2406                 NaN   20.6089       0.300771       0.849729                 NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        77.5700                 NaN   21.2653       0.314980       0.849738                 NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        76.8994                 NaN   21.9217       0.329190       0.849747                 NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        76.2287                 NaN   22.5781       0.343399       0.849756                 NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        75.5580                 NaN   23.2346       0.357610       0.849765                 NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        74.8874                 NaN   23.8910       0.371820       0.849774                 NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        74.2167                 NaN   24.5475       0.386031       0.849783                 NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        73.5715                 NaN   25.1796       0.399096       0.849793                 NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        72.9264                 NaN   25.8117       0.412161       0.849802                 NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        72.2812                 NaN   26.4437       0.425227       0.849812                 NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        71.6360                 NaN   27.0758       0.438293       0.849821                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        70.9908                 NaN   27.7080       0.451359       0.849830                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        70.3456                 NaN   28.3401       0.464425       0.849840                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        2500.00        69.7004                 NaN   28.9722       0.477492       0.849849                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        2500.00        69.0552                 NaN   29.6044       0.490559       0.849859                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        2500.00        68.4371                 NaN   30.2104       0.502647       0.849868                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        2500.00        67.8190                 NaN   30.8164       0.514736       0.849877                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        2500.00        67.2009                 NaN   31.4224       0.526826       0.849887                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        2500.00        66.5828                 NaN   32.0284       0.538915       0.849896                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        2500.00        65.9647                 NaN   32.6344       0.551005       0.849906                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        2500.00        65.3466                 NaN   33.2404       0.563095       0.849915                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        2500.00        64.7284                 NaN   33.8465       0.575186       0.849925                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        2500.00        64.1103                 NaN   34.4525       0.587276       0.849934                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        2500.00        63.5207                 NaN   35.0309       0.598425       0.849944                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        2500.00        62.9312                 NaN   35.6093       0.609575       0.849953                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        2500.00        62.3417                 NaN   36.1876       0.620724       0.849962                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        2500.00        61.7521                 NaN   36.7660       0.631874       0.849972                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        2500.00        61.1626                 NaN   37.3444       0.643024       0.849981                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        2500.00        60.5730                 NaN   37.9228       0.654174       0.849991                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        2500.00        59.9834                 NaN   38.5013       0.665325       0.850000                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        2500.00        59.3938                 NaN   39.0797       0.676476       0.850009                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        2500.00        58.8417                 NaN   39.6214       0.686867       0.850018                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        2500.00        58.2897                 NaN   40.1630       0.697259       0.850027                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        2500.00        57.7376                 NaN   40.7047       0.707651       0.850036                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        2500.00        57.1856                 NaN   41.2464       0.718044       0.850045                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        2500.00        56.6335                 NaN   41.7880       0.728436       0.850054                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        2500.00        56.0814                 NaN   42.3297       0.738829       0.850063                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        2500.00        55.5292                 NaN   42.8715       0.749222       0.850072                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        2500.00        54.9771                 NaN   43.4132       0.759615       0.850081                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        2500.00        54.4666                 NaN   43.9141       0.769230       0.850090                 NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        2500.00        53.9560                 NaN   44.4150       0.778845       0.850098                 NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        2500.00        53.4455                 NaN   44.9160       0.788460       0.850107                 NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        2500.00        52.9349                 NaN   45.4169       0.798076       0.850115                 NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        2500.00        52.4243                 NaN   45.9179       0.807691       0.850124                 NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        2500.00        51.9137                 NaN   46.4189       0.817307       0.850132                 NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        2500.00        51.4031                 NaN   46.9198       0.826923       0.850141                 NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        50.8925                 NaN   47.4208       0.836539       0.850149                 NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        2500.00        50.4290                 NaN   47.8753       0.845552       0.850157                 NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        2500.00        49.9655                 NaN   48.3298       0.854565       0.850165                 NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        2500.00        49.5019                 NaN   48.7843       0.863578       0.850173                 NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        2500.00        49.0384                 NaN   49.2388       0.872591       0.850181                 NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        2500.00        48.5749                 NaN   49.6934       0.881604       0.850189                 NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        2500.00        48.1113                 NaN   50.1479       0.890618       0.850196                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        2500.00        47.6477                 NaN   50.6024       0.899632       0.850204                 NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        2500.00        47.1842                 NaN   51.0570       0.908645       0.850212                 NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        2500.00        46.7174                 NaN   51.4731       0.916664       0.850219       0.426224E-001            NaN            NaN            NaN            NaN            NaN
  1634.62        2500.00        45.6069                 NaN   51.6226       0.912168       0.850228        1.00813                 NaN            NaN            NaN            NaN            NaN
  1631.41        2500.00        44.5696                 NaN   51.7588       0.906874       0.850237        1.91441                 NaN            NaN            NaN            NaN            NaN
  1628.21        2500.00        43.5324                 NaN   51.8951       0.901579       0.850245        2.82071                 NaN            NaN            NaN            NaN            NaN
  1625.00        2500.00        42.6152                 NaN   52.0076       0.896043       0.850252        3.63096                 NaN            NaN            NaN            NaN            NaN
  1621.79        2500.00        41.6980                 NaN   52.1200       0.890507       0.850259        4.44123                 NaN            NaN            NaN            NaN            NaN
  1618.59        2500.00        40.7808                 NaN   52.2325       0.884971       0.850266        5.25150                 NaN            NaN            NaN            NaN            NaN
  1615.38        2500.00        39.8635                 NaN   52.3450       0.879435       0.850273        6.06180                 NaN            NaN            NaN            NaN            NaN
  1612.18        2500.00        39.1061                 NaN   52.4364       0.873053       0.850279        6.73417                 NaN            NaN            NaN            NaN            NaN
  1608.97        2500.00        38.3486                 NaN   52.5279       0.866672       0.850285        7.40655                 NaN            NaN            NaN            NaN            NaN
  1605.77        2500.00        37.5912                 NaN   52.6193       0.860291       0.850291        8.07893                 NaN            NaN            NaN            NaN            NaN
  1602.56        2500.00        36.8337                 NaN   52.7108       0.853909       0.850298        8.75133                 NaN            NaN            NaN            NaN            NaN
  1599.36        2500.00        36.0762                 NaN   52.8022       0.847527       0.850304        9.42374                 NaN            NaN            NaN            NaN            NaN
  1596.15        2500.00        35.3187                 NaN   52.8937       0.841146       0.850310        10.0962                 NaN            NaN            NaN            NaN            NaN
  1592.95        2500.00        34.5612                 NaN   52.9851       0.834764       0.850316        10.7686                 NaN            NaN            NaN            NaN            NaN
  1589.74        2500.00        33.8037                 NaN   53.0766       0.828382       0.850323        11.4410                 NaN            NaN            NaN            NaN            NaN
  1586.54        2500.00        33.2142                 NaN   53.1359       0.821506       0.850327        11.9781                 NaN            NaN            NaN            NaN            NaN
  1583.33        2500.00        32.6247                 NaN   53.1951       0.814631       0.850332        12.5152                 NaN            NaN            NaN            NaN            NaN
  1580.13        2500.00        32.0352                 NaN   53.2544       0.807755       0.850336        13.0523                 NaN            NaN            NaN            NaN            NaN
  1576.92        2500.00        31.4456                 NaN   53.3137       0.800879       0.850341        13.5895                 NaN            NaN            NaN            NaN            NaN
  1573.72        2500.00        30.8561                 NaN   53.3730       0.794003       0.850345        14.1266                 NaN            NaN            NaN            NaN            NaN
  1570.51        2500.00        30.2666                 NaN   53.4322       0.787127       0.850350        14.6637                 NaN            NaN            NaN            NaN            NaN
  1567.31        2500.00        29.6771                 NaN   53.4915       0.780251       0.850354        15.2008                 NaN            NaN            NaN            NaN            NaN
  1564.10        2500.00        29.0875                 NaN   53.5508       0.773375       0.850359        15.7380                 NaN            NaN            NaN            NaN            NaN
  1560.90        2500.00        28.6036                 NaN   53.5922       0.765567       0.850363        16.1883                 NaN            NaN            NaN            NaN            NaN
  1557.69        2500.00        28.1196                 NaN   53.6336       0.757758       0.850366        16.6387                 NaN            NaN            NaN            NaN            NaN
  1554.49        2500.00        27.6356                 NaN   53.6750       0.749949       0.850370        17.0890                 NaN            NaN            NaN            NaN            NaN
  1551.28        2500.00        27.1517                 NaN   53.7164       0.742141       0.850373        17.5394                 NaN            NaN            NaN            NaN            NaN
