|6.6.6
Archiving\03_Data\eqfrac/QFM_m1/LAR/LAR_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        San(TH)        ilm            q             
  1392.74        2500.00                 NaN   99.1149       0.286882       0.140880                 NaN  0.146619       0.310712                 NaN            NaN            NaN            NaN
  1391.70        2500.00                 NaN   99.1242       0.284457       0.137607                 NaN  0.146227       0.307478                 NaN            NaN            NaN            NaN
  1390.66        2500.00                 NaN   99.1326       0.282773       0.133902                 NaN  0.145928       0.304768                 NaN            NaN            NaN            NaN
  1389.63        2500.00                 NaN   99.1405       0.131040       0.280781                 NaN  0.145649       0.302047                 NaN            NaN            NaN            NaN
  1388.59        2500.00                 NaN   99.0146       0.148031       0.325094                 NaN  0.166959       0.345272                 NaN            NaN            NaN            NaN
  1387.55        2500.00                 NaN   99.2881       0.234093       0.105478                 NaN  0.122256       0.250097                 NaN            NaN            NaN            NaN
  1386.52        2500.00                 NaN   99.1644       0.122118       0.274912                 NaN  0.144674       0.293911                 NaN            NaN            NaN            NaN
  1385.48        2500.00                 NaN   99.1719       0.273098       0.119490                 NaN  0.144240       0.291274                 NaN            NaN            NaN            NaN
  1384.45        2500.00                 NaN   99.1789       0.116986       0.271148                 NaN  0.144036       0.288892                 NaN            NaN            NaN            NaN
  1383.41        2500.00                 NaN   99.1852       0.269863       0.113107                 NaN  0.144648       0.287207                 NaN            NaN            NaN            NaN
  1382.37        2500.00                 NaN   99.1963       0.266986       0.112090                 NaN  0.142133       0.282539                 NaN            NaN            NaN            NaN
  1381.34        2500.00                 NaN   99.2022       0.108612       0.265460                 NaN  0.142797       0.280961                 NaN            NaN            NaN            NaN
  1380.30        2500.00                 NaN   99.1679       0.277422       0.111777                 NaN  0.149840       0.293080                 NaN            NaN            NaN            NaN
  1379.26        2500.00                 NaN   99.2566       0.248790       0.982135E-001            NaN  0.134622       0.261825                 NaN            NaN            NaN            NaN
  1378.23        2500.00                 NaN   99.2225       0.260984       0.100844                 NaN  0.141660       0.274001                 NaN            NaN            NaN            NaN
  1377.19        2500.00                 NaN   99.2304       0.258811       0.984014E-001            NaN  0.141200       0.271158                 NaN            NaN            NaN            NaN
  1376.16        2500.00                 NaN   99.2367       0.257052       0.964767E-001            NaN  0.140785       0.269006                 NaN            NaN            NaN            NaN
  1375.12        2500.00                 NaN   99.2427       0.939799E-001  0.255600                 NaN  0.140650       0.267020                 NaN            NaN            NaN            NaN
  1374.08        2500.00                 NaN   99.2502       0.253457       0.921449E-001            NaN  0.139866       0.264333                 NaN            NaN            NaN            NaN
  1373.05        2500.00                 NaN   99.2558       0.897469E-001  0.252655                 NaN  0.139483       0.262277                 NaN            NaN            NaN            NaN
  1372.01        2500.00                 NaN   99.2625       0.251089       0.872529E-001            NaN  0.139163       0.259996                 NaN            NaN            NaN            NaN
  1370.97        2500.00                 NaN   99.5082       0.548283E-001  0.168248                 NaN  0.947195E-001  0.174006                 NaN            NaN            NaN            NaN
  1369.94        2500.00                 NaN   99.0338       0.329465       0.114887                 NaN  0.182004       0.339822                 NaN            NaN            NaN            NaN
  1368.90        2500.00                 NaN   99.2816       0.802777E-001  0.246133                 NaN  0.138304       0.253678                 NaN            NaN            NaN            NaN
  1367.87        2500.00                 NaN   99.2847       0.245627       0.785999E-001            NaN  0.138464       0.252599                 NaN            NaN            NaN            NaN
  1366.83        2500.00                 NaN   99.2943       0.787990E-001  0.243796                 NaN  0.135196       0.247935                 NaN            NaN            NaN            NaN
  1365.79        2500.00                 NaN   99.3000       0.767645E-001  0.241262                 NaN  0.135452       0.246517                 NaN            NaN            NaN            NaN
  1364.76        2500.00                 NaN   99.3034       0.241521       0.735299E-001            NaN  0.136026       0.245543                 NaN            NaN            NaN            NaN
  1363.72        2500.00                 NaN   99.3110       0.238742       0.728712E-001            NaN  0.134680       0.242666                 NaN            NaN            NaN            NaN
  1362.68        2500.00                 NaN   99.5696       0.150102       0.429431E-001            NaN  0.854277E-001  0.151951                 NaN            NaN            NaN            NaN
  1361.65        2500.00                 NaN   99.0677       0.980869E-001  0.322762                 NaN  0.183106       0.328308                 NaN            NaN            NaN            NaN
  1360.61        2500.00                 NaN   99.3274       0.234782       0.679522E-001            NaN  0.133082       0.236774                 NaN            NaN            NaN            NaN
  1359.58        2500.00                 NaN   99.1397       0.300240       0.850028E-001            NaN  0.171823       0.303230                 NaN            NaN            NaN            NaN
  1358.54        2500.00                 NaN   99.5320       0.164244       0.463507E-001            NaN  0.929912E-001  0.164383                 NaN            NaN            NaN            NaN
  1357.50        2500.00                 NaN   99.3433       0.632604E-001  0.230712                 NaN  0.131576       0.231179                 NaN            NaN            NaN            NaN
  1356.47        2500.00                 NaN   99.3482       0.229447       0.621570E-001            NaN  0.130828       0.229343                 NaN            NaN            NaN            NaN
  1355.43        2500.00                 NaN   99.3533       0.227952       0.611498E-001            NaN  0.130167       0.227472                 NaN            NaN            NaN            NaN
  1354.39        2500.00       0.894100E-004   99.6786       0.113689       0.285866E-001            NaN  0.657015E-001  0.113358                 NaN            NaN            NaN            NaN
  1353.36        2500.00                 NaN   99.0397       0.338071       0.933146E-001            NaN  0.192072       0.336814                 NaN            NaN            NaN            NaN
  1352.32        2500.00                 NaN   99.3684       0.224095       0.573997E-001            NaN  0.128148       0.221937                 NaN            NaN            NaN            NaN
  1351.29        2500.00                 NaN   99.3731       0.561431E-001  0.222568                 NaN  0.127833       0.220333                 NaN            NaN            NaN            NaN
  1350.25        2500.00                 NaN   99.3778       0.552808E-001  0.222061                 NaN  0.126557       0.218265                 NaN            NaN            NaN            NaN
  1349.21        2500.00                 NaN   99.3832       0.544073E-001  0.220185                 NaN  0.125816       0.216361                 NaN            NaN            NaN            NaN
  1348.18        2500.00                 NaN   99.3870       0.538299E-001  0.219027                 NaN  0.125188       0.214943                 NaN            NaN            NaN            NaN
  1347.14        2500.00                 NaN   99.3920       0.217476       0.532386E-001            NaN  0.124238       0.213019                 NaN            NaN            NaN            NaN
  1346.10        2500.00                 NaN   99.3962       0.216664       0.519772E-001            NaN  0.123702       0.211505                 NaN            NaN            NaN            NaN
  1345.07        2500.00                 NaN   99.3874       0.408500E-001  0.215871                 NaN  0.137905       0.218023                 NaN            NaN            NaN            NaN
  1344.03        2500.00                 NaN   99.4191       0.211099       0.627765E-001            NaN  0.106817       0.200229                 NaN            NaN            NaN            NaN
  1343.00        2500.00                 NaN   99.4104       0.486818E-001  0.212735                 NaN  0.121679       0.206521                 NaN            NaN            NaN            NaN
  1341.96        2500.00                 NaN   99.4143       0.210842       0.504369E-001            NaN  0.119862       0.204514                 NaN            NaN            NaN            NaN
  1340.92        2500.00                 NaN   99.4187       0.486775E-001  0.210013                 NaN  0.119545       0.203067                 NaN            NaN            NaN            NaN
  1339.89        2500.00                 NaN   99.4220       0.447104E-001  0.210249                 NaN  0.120588       0.202464                 NaN            NaN            NaN            NaN
  1338.85        2500.00                 NaN   99.4280       0.522442E-001  0.205602                 NaN  0.115415       0.198778                 NaN            NaN            NaN            NaN
  1337.81        2500.00                 NaN   99.4308       0.206209       0.479368E-001            NaN  0.116731       0.198298                 NaN            NaN            NaN            NaN
  1336.78        2500.00                 NaN   99.4344       0.205184       0.476616E-001            NaN  0.115852       0.196892                 NaN            NaN            NaN            NaN
  1335.74        2500.00                 NaN   99.4380       0.205353       0.448952E-001            NaN  0.116008       0.195775                 NaN            NaN            NaN            NaN
  1334.71        2500.00                 NaN   99.4428       0.489182E-001  0.202158                 NaN  0.112913       0.193238                 NaN            NaN            NaN            NaN
  1333.67        2500.00                 NaN   99.4466       0.473857E-001  0.201271                 NaN  0.112702       0.192021                 NaN            NaN            NaN            NaN
  1332.63        2500.00                 NaN   99.4501       0.200374       0.467744E-001            NaN  0.112027       0.190723                 NaN            NaN            NaN            NaN
  1331.60        2500.00                 NaN   99.4539       0.473595E-001  0.198764                 NaN  0.110796       0.189172                 NaN            NaN            NaN            NaN
  1330.56        2500.00                 NaN   99.4579       0.197723       0.465940E-001            NaN  0.110073       0.187715                 NaN            NaN            NaN            NaN
  1329.52        2500.00                 NaN   99.4609       0.475648E-001  0.196613                 NaN  0.108654       0.186312                 NaN            NaN            NaN            NaN
  1328.49        2500.00                 NaN   99.4650       0.471620E-001  0.195162                 NaN  0.107890       0.184820                 NaN            NaN            NaN            NaN
  1327.45        2500.00                 NaN   99.4684       0.463196E-001  0.194168                 NaN  0.107398       0.183711                 NaN            NaN            NaN            NaN
  1326.42        2500.00                 NaN   99.4721       0.192317       0.487946E-001            NaN  0.105105       0.181708                 NaN            NaN            NaN            NaN
  1325.38        2500.00                 NaN   99.4753       0.191760       0.469263E-001            NaN  0.105164       0.180849                 NaN            NaN            NaN            NaN
  1324.34        2500.00                 NaN   99.4793       0.487418E-001  0.190051                 NaN  0.103050       0.178873                 NaN            NaN            NaN            NaN
  1323.31        2500.00                 NaN   99.4822       0.189099       0.484891E-001            NaN  0.102373       0.177820                 NaN            NaN            NaN            NaN
  1322.27        2500.00                 NaN   99.4857       0.187842       0.487708E-001            NaN  0.101267       0.176405                 NaN            NaN            NaN            NaN
  1321.23        2500.00                 NaN   99.4883       0.186965       0.492783E-001            NaN  0.100201       0.175244                 NaN            NaN            NaN            NaN
  1320.20        2500.00                 NaN   99.4803       0.162320       0.102499                 NaN  0.807240E-001  0.174197                 NaN            NaN            NaN            NaN
  1319.16        2500.00                 NaN   99.5060       0.203485                 NaN            NaN  0.117039       0.173516                 NaN            NaN            NaN            NaN
  1318.13        2500.00                 NaN   99.5020       0.201048       0.477386E-002            NaN  0.118650       0.173573                 NaN            NaN            NaN            NaN
  1317.09        2500.00                 NaN   99.4995       0.167493       0.925405E-001            NaN  0.741957E-001  0.166283                 NaN            NaN            NaN            NaN
  1316.05        2500.00                 NaN   99.5045       0.556543E-001  0.178951                 NaN  0.925533E-001  0.168339                 NaN            NaN            NaN            NaN
  1315.02        2500.00                 NaN   99.5074       0.536512E-001  0.178795                 NaN  0.928424E-001  0.167358                 NaN            NaN            NaN            NaN
  1313.98        2500.00                 NaN   99.5102       0.177943       0.539191E-001            NaN  0.917410E-001  0.166192                 NaN            NaN            NaN            NaN
  1312.94        2500.00                 NaN   99.5137       0.545938E-001  0.176048                 NaN  0.907268E-001  0.164930                 NaN            NaN            NaN            NaN
  1311.91        2500.00                 NaN   99.5161       0.174904       0.554033E-001            NaN  0.896276E-001  0.163922                 NaN            NaN            NaN            NaN
  1310.87        2500.00                 NaN   99.5191       0.173804       0.570630E-001            NaN  0.877138E-001  0.162289                 NaN            NaN            NaN            NaN
  1309.84        2500.00                 NaN   99.5214       0.172383       0.582461E-001            NaN  0.865996E-001  0.161418                 NaN            NaN            NaN            NaN
  1308.80        2500.00                 NaN   99.5237       0.171686       0.585928E-001            NaN  0.855902E-001  0.160470                 NaN            NaN            NaN            NaN
  1307.76        2500.00                 NaN   99.5274       0.170096       0.593210E-001            NaN  0.842763E-001  0.158909                 NaN            NaN            NaN            NaN
  1306.73        2500.00                 NaN   99.5296       0.168297       0.615135E-001            NaN  0.826845E-001  0.157857                 NaN            NaN            NaN            NaN
  1305.69        2500.00                 NaN   99.5323       0.166748       0.612772E-001            NaN  0.824728E-001  0.157223                 NaN            NaN            NaN            NaN
  1304.65        2500.00                 NaN   99.5342       0.168327       0.593721E-001            NaN  0.818521E-001  0.156242                 NaN            NaN            NaN            NaN
  1303.62        2500.00                 NaN   99.5387       0.689856E-001  0.161614                 NaN  0.769708E-001  0.153733                 NaN            NaN            NaN            NaN
  1302.58        2500.00                 NaN   99.5400       0.662771E-001  0.162755                 NaN  0.775268E-001  0.153450                 NaN            NaN            NaN            NaN
  1301.55        2500.00                 NaN   99.5421       0.675046E-001  0.161495                 NaN  0.763467E-001  0.152543                 NaN            NaN            NaN            NaN
  1300.51        2500.00                 NaN   99.5446       0.159765       0.694593E-001            NaN  0.747371E-001  0.151453                 NaN            NaN            NaN            NaN
  1299.47        2500.00                 NaN   99.5468       0.158977       0.700909E-001            NaN  0.736879E-001  0.150417                 NaN            NaN            NaN            NaN
  1298.44        2500.00                 NaN   99.5492       0.157846       0.710213E-001            NaN  0.724797E-001  0.149439                 NaN            NaN            NaN            NaN
  1297.40        2500.00                 NaN   94.5527       0.767213       0.143357                 NaN  0.459641       0.782544        3.29453                 NaN            NaN            NaN
  1296.36        2500.00                 NaN   93.2161       0.157336       0.941771                 NaN  0.559700       0.951458        4.17363                 NaN            NaN            NaN
  1295.33        2500.00                 NaN   93.4701       0.144002       0.922230                 NaN  0.538888       0.919039        4.00571                 NaN            NaN            NaN
  1294.29        2500.00                 NaN   93.7067       0.123941       0.910995                 NaN  0.520311       0.888469        3.84961                 NaN            NaN            NaN
  1293.26        2500.00                 NaN   93.9239       0.895790       0.114631                 NaN  0.500519       0.860614        3.70455                 NaN            NaN            NaN
  1292.22        2500.00       0.387257        88.7034        1.96254                 NaN            NaN  0.538732        1.53180        6.87631                 NaN            NaN            NaN
  1291.18        2500.00       0.675038        85.0694       0.326415        2.50119                 NaN  0.412983        1.98947        9.02552                 NaN            NaN            NaN
  1290.15        2500.00       0.608286        86.4077        2.31721       0.262705                 NaN  0.382615        1.81601        8.20545                 NaN            NaN            NaN
  1289.11        2500.00       0.551034        87.5303        2.09465       0.319808                 NaN  0.327424        1.66907        7.50773                 NaN            NaN            NaN
  1288.07        2500.00       0.503572        88.4504        1.90555       0.375851                 NaN  0.280557        1.54857        6.93547                 NaN            NaN            NaN
  1287.04        2500.00       0.463654        89.2330        1.74619       0.415784                 NaN  0.243806        1.44575        6.45178                 NaN            NaN            NaN
  1286.00        2500.00       0.429668        89.8860       0.462965        1.60394                 NaN  0.210135        1.35999        6.04733                 NaN            NaN            NaN
  1284.97        2500.00       0.400645        90.4441        1.48116       0.502185                 NaN  0.182568        1.28644        5.70290                 NaN            NaN            NaN
  1283.93        2500.00       0.375900        90.9133        1.37097       0.544173                 NaN  0.157586        1.22442        5.41362                 NaN            NaN            NaN
  1282.89        2500.00       0.354415        91.3168        1.27092       0.585574                 NaN  0.135722        1.17092        5.16561                 NaN            NaN            NaN
  1281.86        2500.00       0.344153        91.4673       0.510685        1.29155                 NaN  0.150588        1.15322        5.08250                 NaN            NaN            NaN
  1280.82        2500.00       0.311336        92.0843       0.952043       0.852458                 NaN  0.548188E-001   1.06578        4.67927                 NaN            NaN            NaN
  1279.78        2500.00       0.306318        92.1726        1.01731       0.723847                 NaN  0.814977E-001   1.05578        4.64268                 NaN            NaN            NaN
  1278.75        2500.00       0.296564        92.3311       0.753879       0.961744                 NaN  0.721709E-001   1.03421        4.55036                 NaN            NaN            NaN
  1277.71        2500.00       0.493273        89.4193       0.302978E-001   1.80954                 NaN  0.305473        1.46672        6.47541                 NaN            NaN            NaN
  1276.68        2500.00       0.251206E-001   96.2363        1.20699                 NaN            NaN            NaN  0.489266        2.04235                 NaN            NaN            NaN
  1275.64        2500.00       0.383242        90.4816       0.586832        1.55478                 NaN  0.144443E-004   1.29618        5.69732                 NaN            NaN            NaN
  1274.60        2500.00       0.256700        93.1793       0.666802       0.922064                 NaN            NaN  0.907193        4.06796                 NaN            NaN            NaN
  1273.57        2500.00       0.118115        95.1047       0.674892E-001   1.26363                 NaN            NaN  0.650914        2.79513                 NaN            NaN            NaN
  1272.53        2500.00       0.250586        92.6785       0.534158        1.19669                 NaN            NaN  0.978364        4.36166                 NaN            NaN            NaN
  1271.50        2500.00       0.239792        92.8320       0.395525        1.30678                 NaN            NaN  0.958986        4.26696                 NaN            NaN            NaN
  1270.46        2500.00       0.244559        92.5689       0.282015        1.46320                 NaN            NaN  0.988224        4.45307                 NaN            NaN            NaN
  1269.42        2500.00       0.226822        92.8925       0.482039       0.944110                 NaN  0.192918       0.964665        4.29691                 NaN            NaN            NaN
  1268.39        2500.00       0.462907        85.3335       0.485774        2.95504                 NaN            NaN   1.92850        8.83425                 NaN            NaN            NaN
  1267.35        2500.00                 NaN   99.8577       0.293729E-002  0.299420E-001            NaN            NaN  0.174508E-001  0.888350E-001            NaN  0.314062E-002            NaN
  1266.31        2500.00       0.610176E-003   99.9879       0.296532E-002            NaN            NaN            NaN  0.195997E-002  0.657388E-002            NaN            NaN            NaN
  1265.28        2500.00       0.372734        87.5095        2.99562                 NaN            NaN            NaN   1.66298        7.45922                 NaN            NaN            NaN
  1264.24        2500.00       0.308128        86.6804        2.84066       0.532491                 NaN            NaN   1.80845        7.82985                 NaN            NaN            NaN
  1263.21        2500.00       0.273435E-003   99.9806                 NaN            NaN            NaN  0.577182E-002  0.384830E-002  0.947034E-002            NaN            NaN            NaN
  1262.17        2500.00       0.681165E-002   99.9095       0.943071E-002            NaN            NaN            NaN  0.819937E-002  0.660672E-001            NaN            NaN            NaN
  1261.13        2500.00       0.287631        90.5788       0.536935        1.71195                 NaN            NaN   1.26556        5.61912                 NaN            NaN            NaN
  1260.10        2500.00       0.141155        95.3655        1.11689                 NaN            NaN            NaN  0.621993        2.75445                 NaN            NaN            NaN
  1259.06        2500.00       0.540024E-002   95.2430        1.18155                 NaN            NaN            NaN  0.629491        2.85970                 NaN  0.808677E-001            NaN
  1258.02        2500.00                 NaN   94.9837       0.595744       0.695984                 NaN            NaN  0.650805        2.96700                 NaN  0.106731                 NaN
  1256.99        2500.00       0.119546        96.0101       0.116034       0.848366                 NaN            NaN  0.539004        2.36698                 NaN            NaN            NaN
  1255.95        2500.00                 NaN   95.9269       0.487218       0.368422                 NaN            NaN  0.530803        2.59892                 NaN  0.876910E-001            NaN
  1254.92        2500.00                 NaN   95.8311        1.30575                 NaN            NaN            NaN  0.570092        2.24520                 NaN  0.478193E-001            NaN
  1253.88        2500.00                 NaN   96.1024        1.00538                 NaN            NaN            NaN  0.529430        2.30167                 NaN  0.611547E-001            NaN
  1252.84        2500.00                 NaN   95.9583        1.04728                 NaN            NaN            NaN  0.543747        2.38715                 NaN  0.635452E-001            NaN
  1251.81        2500.00                 NaN   94.4651        1.43754                 NaN            NaN            NaN  0.757027        3.25418                 NaN  0.861901E-001            NaN
  1250.77        2500.00                 NaN   98.3490       0.438747                 NaN            NaN            NaN  0.219282       0.965877                 NaN  0.270533E-001            NaN
  1249.73        2500.00                 NaN   99.7003       0.252562E-001  0.662908E-001  0.131054E-001            NaN  0.634188E-001  0.123370                 NaN  0.824904E-002            NaN
  1248.70        2500.00                 NaN   94.0760        1.56550                 NaN            NaN            NaN  0.778731        3.49112                 NaN  0.886910E-001            NaN
  1247.66        2500.00                 NaN   93.5594       0.266336        1.41836                 NaN            NaN  0.866129        3.78479                 NaN  0.105019                 NaN
  1246.63        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1245.59        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1244.55        2500.00                 NaN  100.0000       0.103613E-004            NaN            NaN  0.812120E-006  0.591221E-005  0.223251E-004  0.268348E-005            NaN            NaN
  1243.52        2500.00                 NaN   89.6622        2.74006       0.208767E-004            NaN            NaN   1.41869        6.02737                 NaN  0.151679                 NaN
  1242.48        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1241.44        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1240.41        2500.00                 NaN   95.4377        1.24794                 NaN            NaN            NaN  0.615837        2.63202                 NaN  0.665453E-001            NaN
  1239.37        2500.00                 NaN   95.9109        1.07028                 NaN            NaN            NaN  0.556051        2.40220                 NaN  0.605604E-001            NaN
  1238.34        2500.00                 NaN   98.6565       0.295025E-001  0.183151       0.126584                 NaN  0.167623       0.811702                 NaN  0.249315E-001            NaN
  1237.30        2500.00                 NaN   99.9999       0.319721E-004  0.521935E-005            NaN            NaN  0.181611E-004  0.790444E-004            NaN  0.212941E-005            NaN
  1236.26        2500.00                 NaN   99.9999       0.339850E-004            NaN            NaN  0.961510E-005  0.203898E-004  0.689766E-004            NaN  0.909824E-006            NaN
  1235.23        2500.00                 NaN   92.3928        1.77133       0.295566                 NaN            NaN   1.03184        4.40375                 NaN  0.104667                 NaN
  1234.19        2500.00                 NaN   99.7522       0.675973E-001            NaN            NaN            NaN  0.328544E-001  0.143799                 NaN  0.356573E-002            NaN
  1233.15        2500.00                 NaN   99.9285       0.277612E-001            NaN            NaN            NaN  0.137702E-001  0.286457E-001            NaN  0.130699E-002            NaN
  1232.12        2500.00                 NaN   99.7871       0.516465E-001            NaN            NaN            NaN  0.265940E-001  0.132223                 NaN  0.247954E-002            NaN
  1231.08        2500.00                 NaN   93.6288        1.54472       0.123628                 NaN            NaN  0.855497        3.75920                 NaN  0.881826E-001            NaN
  1230.05        2500.00                 NaN   99.6328       0.111401                 NaN            NaN            NaN  0.523385E-001  0.196457                 NaN  0.699228E-002            NaN
  1229.01        2500.00                 NaN   99.8782       0.337067E-001            NaN            NaN            NaN  0.161446E-001  0.701832E-001            NaN  0.171893E-002            NaN
  1227.97        2500.00                 NaN   99.4418       0.120566       0.309696E-001            NaN            NaN  0.746355E-001  0.325318                 NaN  0.670870E-002            NaN
  1226.94        2500.00                 NaN   95.1978       0.955260       0.327666                 NaN            NaN  0.660869        2.77961                 NaN  0.788252E-001            NaN
  1225.90        2500.00                 NaN   99.2931       0.827555E-001            NaN            NaN            NaN  0.466044E-001  0.525965                 NaN  0.226239E-002  0.492935E-001
  1224.86        2500.00                 NaN            NaN   12.5097                 NaN            NaN            NaN   8.65537        46.3569                 NaN  0.627039        31.8510     
  1223.83        2500.00                 NaN            NaN   12.5102                 NaN            NaN            NaN   8.66072        46.3512                 NaN  0.626626        31.8512     
  1222.79        2500.00                 NaN            NaN   12.5276                 NaN            NaN            NaN   8.67238        46.3222                 NaN  0.623403        31.8545     
  1221.76        2500.00                 NaN            NaN   12.5108                 NaN            NaN            NaN   8.69554        46.3193                 NaN  0.625145        31.8492     
  1220.72        2500.00                 NaN            NaN   12.5119                 NaN            NaN            NaN   8.69883        46.3154                 NaN  0.624646        31.8493     
  1219.68        2500.00                 NaN            NaN   12.5124                 NaN            NaN            NaN   8.66948        46.3390                 NaN  0.625481        31.8536     
  1218.65        2500.00                 NaN            NaN   12.5123                 NaN            NaN            NaN   8.68442        46.3260                 NaN  0.624764        31.8525     
  1217.61        2500.00                 NaN            NaN   12.5127                 NaN            NaN            NaN   8.68870        46.3214                 NaN  0.624423        31.8528     
  1216.57        2500.00                 NaN            NaN   12.5131                 NaN            NaN            NaN   8.69284        46.3169                 NaN  0.624090        31.8531     
  1215.54        2500.00                 NaN            NaN   12.5135                 NaN            NaN            NaN   8.69687        46.3125                 NaN  0.623765        31.8534     
  1214.50        2500.00                 NaN            NaN   12.5138                 NaN            NaN            NaN   8.70078        46.3082                 NaN  0.623447        31.8537     
  1213.47        2500.00                 NaN            NaN   12.5142                 NaN            NaN            NaN   8.70458        46.3041                 NaN  0.623136        31.8540     
  1212.43        2500.00                 NaN            NaN   12.5145                 NaN            NaN            NaN   8.70829        46.3000                 NaN  0.622830        31.8544     
  1211.39        2500.00                 NaN            NaN   12.5149                 NaN            NaN            NaN   8.71192        46.2959                 NaN  0.622528        31.8547     
  1210.36        2500.00                 NaN            NaN   12.5132                 NaN            NaN            NaN   8.72231        46.2880                 NaN  0.622566        31.8539     
  1209.32        2500.00                 NaN            NaN   12.5134                 NaN            NaN            NaN   8.72473        46.2852                 NaN  0.622342        31.8543     
  1208.28        2500.00                 NaN            NaN   12.5225                 NaN            NaN            NaN   8.72759        46.2631                 NaN  0.623297        31.8635     
  1207.25        2500.00                 NaN            NaN   12.5108                 NaN            NaN            NaN   8.74558        46.2690                 NaN  0.621770        31.8528     
  1206.21        2500.00                 NaN            NaN   12.5107                 NaN            NaN            NaN   8.74705        46.2673                 NaN  0.621647        31.8533     
  1205.18        2500.00                 NaN            NaN   12.5097                 NaN            NaN            NaN   8.75011        46.2659                 NaN  0.621360        31.8529     
  1204.14        2500.00                 NaN            NaN   10.3798        2.13403                 NaN            NaN   8.73737        46.2708                 NaN  0.621139        31.8569     
  1203.10        2500.00                 NaN            NaN   12.5216                 NaN            NaN            NaN   8.73264        46.2666                 NaN  0.619536        31.8597     
  1202.07        2500.00                 NaN            NaN   12.5167                 NaN            NaN            NaN   8.74809        46.2577                 NaN  0.620186        31.8573     
  1201.03        2500.00                 NaN            NaN   10.5636        1.95110                 NaN            NaN   8.74487        46.2617                 NaN  0.620410        31.8583     
  1199.99        2500.00                 NaN            NaN   10.6213        1.89368                 NaN            NaN   8.74740        46.2587                 NaN  0.620160        31.8588     
