|6.6.6
Archiving\03_Data\eqfrac/QFM_m1/LAR/LAR_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        San(TH)        ilm            q             
  1198.96        2500.00                 NaN            NaN   10.6776        1.83769                 NaN            NaN   8.74995        46.2556                 NaN  0.619907        31.8593     
  1197.92        2500.00                 NaN            NaN   10.7304        1.78523                 NaN            NaN   8.75250        46.2525                 NaN  0.619652        31.8597     
  1196.89        2500.00                 NaN            NaN   12.5093                 NaN            NaN            NaN   8.76029        46.2515                 NaN  0.620507        31.8583     
  1195.85        2500.00                 NaN            NaN   12.5202                 NaN            NaN            NaN   8.76003        46.2408                 NaN  0.618109        31.8609     
  1194.81        2500.00                 NaN            NaN   12.5272                 NaN            NaN            NaN   8.76422        46.2293                 NaN  0.616320        31.8629     
  1193.78        2500.00                 NaN            NaN   12.5092                 NaN            NaN            NaN   8.76456        46.2461                 NaN  0.620130        31.8599     
  1192.74        2500.00                 NaN            NaN   12.5292                 NaN            NaN            NaN   8.77347        46.2179                 NaN  0.615397        31.8640     
  1191.70        2500.00                 NaN            NaN   12.5285                 NaN            NaN            NaN   8.77520        46.2168                 NaN  0.615361        31.8641     
  1190.67        2500.00                 NaN            NaN   12.5229                 NaN            NaN            NaN   8.77569        46.2216                 NaN  0.616558        31.8633     
  1189.63        2500.00                 NaN            NaN   12.5226                 NaN            NaN            NaN   8.77741        46.2199                 NaN  0.616480        31.8637     
  1188.60        2500.00                 NaN            NaN   8.44711        4.06317                 NaN            NaN   8.77652        46.2319                 NaN  0.619023        31.8623     
  1187.56        2500.00                 NaN            NaN   12.5236                 NaN            NaN            NaN   8.78341        46.2125                 NaN  0.615838        31.8647     
  1186.52        2500.00                 NaN            NaN   12.5242                 NaN            NaN            NaN   8.78645        46.2087                 NaN  0.615505        31.8652     
  1185.49        2500.00                 NaN            NaN   12.5248                 NaN            NaN            NaN   8.78951        46.2049                 NaN  0.615165        31.8656     
  1184.45        2500.00                 NaN            NaN   12.5254                 NaN            NaN            NaN   8.79261        46.2010                 NaN  0.614817        31.8661     
  1183.41        2500.00                 NaN            NaN   8.58843        3.92291                 NaN            NaN   8.78825        46.2178                 NaN  0.617915        31.8647     
  1182.38        2500.00                 NaN            NaN   12.5268                 NaN            NaN            NaN   8.79903        46.1929                 NaN  0.614071        31.8671     
  1181.34        2500.00                 NaN            NaN   12.5282                 NaN            NaN            NaN   8.80313        46.1875                 NaN  0.613504        31.8677     
  1180.31        2500.00                 NaN            NaN   12.5297                 NaN            NaN            NaN   8.80747        46.1816                 NaN  0.612893        31.8683     
  1179.27        2500.00                 NaN            NaN   12.5314                 NaN            NaN            NaN   8.81212        46.1753                 NaN  0.612230        31.8689     
  1178.23        2500.00                 NaN            NaN   12.5334                 NaN            NaN            NaN   8.81709        46.1686                 NaN  0.611508        31.8694     
  1177.20        2500.00                 NaN            NaN   12.5355                 NaN            NaN            NaN   8.82247        46.1612                 NaN  0.610710        31.8701     
  1176.16        2500.00                 NaN            NaN   12.5380                 NaN            NaN            NaN   8.82833        46.1532                 NaN  0.609828        31.8707     
  1175.12        2500.00                 NaN            NaN   12.5416                 NaN            NaN            NaN   8.83784        46.1408                 NaN  0.608519        31.8712     
  1174.09        2500.00                 NaN            NaN   12.5442                 NaN            NaN            NaN   8.84229        46.1338                 NaN  0.607680        31.8720     
  1173.05        2500.00                 NaN            NaN   12.5364                 NaN            NaN            NaN   8.84477        46.1393                 NaN  0.609197        31.8704     
  1172.02        2500.00                 NaN            NaN   12.5148                 NaN            NaN            NaN   8.80857        46.1902                 NaN  0.615341        31.8710     
  1170.98        2500.00                 NaN            NaN   12.5387                 NaN            NaN            NaN   8.85163        46.1296                 NaN  0.608179        31.8719     
  1169.94        2500.00                 NaN            NaN   12.5161                 NaN            NaN            NaN   8.81343        46.1836                 NaN  0.614670        31.8722     
  1168.91        2500.00                 NaN            NaN   12.5169                 NaN            NaN            NaN   8.81606        46.1800                 NaN  0.614301        31.8728     
  1167.87        2500.00                 NaN            NaN   12.5507                 NaN            NaN            NaN   8.86468        46.1044                 NaN  0.604896        31.8753     
  1166.83        2500.00                 NaN            NaN   12.5521                 NaN            NaN            NaN   8.86945        46.0984                 NaN  0.604255        31.8758     
  1165.80        2500.00                 NaN            NaN   12.5453                 NaN            NaN            NaN   8.87038        46.1034                 NaN  0.605380        31.8755     
  1164.76        2500.00                 NaN            NaN   11.9255       0.606563                 NaN            NaN   8.85804        46.1220                 NaN  0.608861        31.8791     
  1163.73        2500.00                 NaN            NaN   11.7574       0.779727                 NaN            NaN   8.86064        46.1131                 NaN  0.607706        31.8814     
  1162.69        2500.00                 NaN            NaN   11.7757       0.762636                 NaN            NaN   8.86513        46.1075                 NaN  0.607131        31.8819     
  1161.65        2500.00                 NaN            NaN   11.7857       0.753924                 NaN            NaN   8.86958        46.1018                 NaN  0.606550        31.8824     
  1160.62        2500.00                 NaN            NaN   11.8199       0.721297                 NaN            NaN   8.87448        46.0956                 NaN  0.605860        31.8828     
  1159.58        2500.00                 NaN            NaN   11.7383       0.801824                 NaN            NaN   8.87618        46.0947                 NaN  0.605915        31.8831     
  1158.54        2500.00                 NaN            NaN   11.9240       0.621024                 NaN            NaN   8.88501        46.0822                 NaN  0.604276        31.8835     
  1157.51        2500.00                 NaN            NaN   11.9896       0.557634                 NaN            NaN   8.89058        46.0750                 NaN  0.603394        31.8838     
  1156.47        2500.00                 NaN            NaN   12.0637       0.485937                 NaN            NaN   8.89633        46.0675                 NaN  0.602451        31.8841     
  1155.44        2500.00                 NaN            NaN   12.1462       0.405960                 NaN            NaN   8.90228        46.0597                 NaN  0.601447        31.8843     
  1154.40        2500.00                 NaN            NaN   12.2376       0.317385                 NaN            NaN   8.90842        46.0516                 NaN  0.600378        31.8845     
  1153.36        2500.00                 NaN            NaN   12.2959       0.261434                 NaN            NaN   8.91368        46.0446                 NaN  0.599510        31.8849     
  1152.33        2500.00                 NaN            NaN   12.0671       0.467071                 NaN            NaN   8.90785        46.0715                 NaN  0.604976        31.8816     
  1151.29        2500.00                 NaN            NaN   12.1734       0.383990                 NaN            NaN   8.91796        46.0387                 NaN  0.599334        31.8866     
  1150.25        2500.00                 NaN            NaN   12.1168       0.440667                 NaN            NaN   8.92010        46.0357                 NaN  0.599241        31.8874     
  1149.22        2500.00                 NaN            NaN   12.3010       0.269097                 NaN            NaN   8.93996        46.0050                 NaN  0.597451        31.8875     
  1148.18        2500.00                 NaN            NaN   12.0049       0.555467                 NaN            NaN   8.92343        46.0287                 NaN  0.599162        31.8884     
  1147.15        2500.00                 NaN            NaN   12.1673       0.394199                 NaN            NaN   8.93308        46.0209                 NaN  0.598378        31.8861     
  1146.11        2500.00                 NaN            NaN   11.9182       0.643924                 NaN            NaN   8.92823        46.0211                 NaN  0.598683        31.8899     
  1145.07        2500.00                 NaN            NaN   11.9655       0.601725                 NaN            NaN   8.92935        46.0136                 NaN  0.597963        31.8919     
  1144.04        2500.00                 NaN            NaN   11.8159       0.745052                 NaN            NaN   8.93188        46.0168                 NaN  0.598773        31.8916     
  1143.00        2500.00                 NaN            NaN  0.772259        11.7896                 NaN            NaN   8.93524        46.0122                 NaN  0.598375        31.8924     
  1141.96        2500.00                 NaN            NaN   11.7869       0.776235                 NaN            NaN   8.93861        46.0070                 NaN  0.597934        31.8933     
  1140.93        2500.00                 NaN            NaN  0.808503        11.7549                 NaN            NaN   8.94114        46.0037                 NaN  0.597743        31.8941     
  1139.89        2500.00                 NaN            NaN   11.7257       0.838106                 NaN            NaN   8.94379        46.0001                 NaN  0.597519        31.8949     
  1138.86        2500.00                 NaN            NaN   11.6666       0.896496                 NaN            NaN   8.94540        45.9982                 NaN  0.597597        31.8956     
  1137.82        2500.00                 NaN            NaN  0.923663        11.6399                 NaN            NaN   8.94808        45.9945                 NaN  0.597359        31.8965     
  1136.78        2500.00                 NaN            NaN   11.6131       0.950852                 NaN            NaN   8.95075        45.9908                 NaN  0.597142        31.8973     
  1135.75        2500.00                 NaN            NaN   11.5879       0.976590                 NaN            NaN   8.95342        45.9871                 NaN  0.596886        31.8981     
  1134.71        2500.00                 NaN            NaN   11.5626        1.00232                 NaN            NaN   8.95609        45.9834                 NaN  0.596647        31.8989     
  1133.68        2500.00                 NaN            NaN   1.02764        11.5378                 NaN            NaN   8.95875        45.9797                 NaN  0.596410        31.8998     
  1132.64        2500.00                 NaN            NaN   11.5133        1.05254                 NaN            NaN   8.96141        45.9759                 NaN  0.596173        31.9006     
  1131.60        2500.00                 NaN            NaN   11.4893        1.07705                 NaN            NaN   8.96407        45.9722                 NaN  0.595936        31.9014     
  1130.57        2500.00                 NaN            NaN   11.4657        1.10117                 NaN            NaN   8.96671        45.9685                 NaN  0.595700        31.9023     
  1129.53        2500.00                 NaN            NaN   1.12492        11.4424                 NaN            NaN   8.96936        45.9648                 NaN  0.595464        31.9031     
  1128.49        2500.00                 NaN            NaN   11.4195        1.14831                 NaN            NaN   8.97200        45.9610                 NaN  0.595228        31.9039     
  1127.46        2500.00                 NaN            NaN   1.17136        11.3969                 NaN            NaN   8.97464        45.9573                 NaN  0.594992        31.9048     
  1126.42        2500.00                 NaN            NaN   11.3747        1.19408                 NaN            NaN   8.97727        45.9536                 NaN  0.594757        31.9056     
  1125.39        2500.00                 NaN            NaN   11.3522        1.21696                 NaN            NaN   8.97990        45.9499                 NaN  0.594538        31.9065     
  1124.35        2500.00                 NaN            NaN   11.3306        1.23904                 NaN            NaN   8.98252        45.9461                 NaN  0.594302        31.9074     
  1123.31        2500.00                 NaN            NaN   1.25354        11.3170                 NaN            NaN   8.98547        45.9418                 NaN  0.593965        31.9083     
  1122.28        2500.00                 NaN            NaN   1.27548        11.2955                 NaN            NaN   8.98807        45.9381                 NaN  0.593734        31.9091     
  1121.24        2500.00                 NaN            NaN   1.31473        11.2634                 NaN            NaN   8.99123        45.9209                 NaN  0.593900        31.9158     
  1120.20        2500.00                 NaN            NaN   11.2648        1.30812                 NaN            NaN   8.99238        45.9304                 NaN  0.593117        31.9112     
  1119.17        2500.00                 NaN            NaN   11.2455        1.32709                 NaN            NaN   8.99633        45.9266                 NaN  0.592953        31.9116     
  1118.13        2500.00                 NaN            NaN   1.34369        11.2253                 NaN            NaN   8.99855        45.9281                 NaN  0.592988        31.9114     
  1117.10        2500.00                 NaN            NaN   11.2611        1.31327                 NaN            NaN   9.01549        45.9053                 NaN  0.590904        31.9139     
  1116.06        2500.00                 NaN            NaN   11.1842        1.38954                 NaN            NaN   9.00287        45.9167                 NaN  0.592415        31.9142     
  1115.02        2500.00                 NaN            NaN   11.1308        1.43401                 NaN            NaN   8.98497        45.9418                 NaN  0.595175        31.9132     
  1113.99        2500.00                 NaN            NaN   11.1679        1.40130                 NaN            NaN   8.99791        45.9246                 NaN  0.593589        31.9147     
  1112.95        2500.00                 NaN            NaN   11.1599        1.41061                 NaN            NaN   8.99889        45.9211                 NaN  0.593326        31.9162     
  1111.91        2500.00                 NaN            NaN   11.1002        1.47582                 NaN            NaN   9.01392        45.9008                 NaN  0.591408        31.9179     
  1110.88        2500.00                 NaN            NaN   11.1081        1.47000                 NaN            NaN   9.01718        45.8957                 NaN  0.590529        31.9185     
  1109.84        2500.00                 NaN            NaN   11.1249        1.45447                 NaN            NaN   9.02145        45.8895                 NaN  0.590277        31.9194     
  1108.81        2500.00                 NaN            NaN   11.0947        1.48613                 NaN            NaN   9.02497        45.8837                 NaN  0.589805        31.9207     
  1107.77        2500.00                 NaN            NaN   11.0651        1.51440                 NaN            NaN   9.02533        45.8845                 NaN  0.589650        31.9210     
  1106.73        2500.00                 NaN            NaN   11.0278        1.55163                 NaN            NaN   9.02752        45.8808                 NaN  0.590017        31.9223     
  1105.70        2500.00                 NaN            NaN   11.0363        1.54391                 NaN            NaN   9.03054        45.8772                 NaN  0.589441        31.9226     
  1104.66        2500.00                 NaN            NaN   1.57506        11.0051                 NaN            NaN   9.03466        45.8716                 NaN  0.589571        31.9239     
  1103.62        2500.00                 NaN            NaN   1.59514        10.9849                 NaN            NaN   9.03591        45.8701                 NaN  0.589412        31.9245     
  1102.59        2500.00                 NaN            NaN   1.61322        10.9684                 NaN            NaN   9.03904        45.8644                 NaN  0.589076        31.9259     
  1101.55        2500.00                 NaN            NaN   11.0372        1.52605                 NaN  0.221887E-004   9.01067        45.9084                 NaN  0.594238        31.9234     
  1100.52        2500.00                 NaN            NaN   11.0905        1.48337                 NaN  0.224805E-004   9.01579        45.8928                 NaN  0.591589        31.9260     
  1099.48        2500.00                 NaN            NaN   11.0852        1.48896                 NaN            NaN   9.01724        45.8904                 NaN  0.591439        31.9268     
  1098.44        2500.00                 NaN            NaN   11.0799        1.49455                 NaN            NaN   9.01869        45.8880                 NaN  0.591288        31.9276     
  1097.41        2500.00                 NaN            NaN   10.8810        1.70354                 NaN            NaN   9.05059        45.8464                 NaN  0.587915        31.9305     
  1096.37        2500.00                 NaN            NaN   10.8682        1.71703                 NaN  0.141908E-004   9.05320        45.8425                 NaN  0.587611        31.9314     
  1095.33        2500.00                 NaN            NaN   10.8603        1.72575                 NaN  0.154121E-004   9.05605        45.8386                 NaN  0.587227        31.9321     
  1094.30        2500.00                 NaN            NaN   10.9503        1.61445                 NaN            NaN   9.01997        45.8921                 NaN  0.593603        31.9296     
  1093.26        2500.00                 NaN            NaN   11.0546        1.52163                 NaN            NaN   9.02599        45.8756                 NaN  0.590521        31.9317     
  1092.23        2500.00                 NaN            NaN   11.0496        1.52691                 NaN            NaN   9.02747        45.8731                 NaN  0.590365        31.9325     
  1091.19        2500.00                 NaN            NaN   11.0447        1.53216                 NaN            NaN   9.02896        45.8706                 NaN  0.590208        31.9334     
  1090.15        2500.00                 NaN            NaN   10.7924        1.79725                 NaN            NaN   9.06915        45.8182                 NaN  0.586028        31.9369     
  1089.12        2500.00                 NaN            NaN   10.9759        1.59142                 NaN            NaN   9.02851        45.8784                 NaN  0.592386        31.9334     
  1088.08        2500.00                 NaN            NaN   10.9711        1.59656                 NaN            NaN   9.03004        45.8758                 NaN  0.592224        31.9342     
  1087.04        2500.00                 NaN            NaN   11.0256        1.55272                 NaN            NaN   9.03494        45.8605                 NaN  0.589568        31.9367     
  1086.01        2500.00                 NaN            NaN   11.0206        1.55810                 NaN            NaN   9.03656        45.8578                 NaN  0.589391        31.9376     
  1084.97        2500.00                 NaN            NaN   10.7393        1.85445                 NaN  0.207380E-004   9.08174        45.7982                 NaN  0.584524        31.9418     
  1083.94        2500.00                 NaN            NaN   10.7409        1.85445                 NaN            NaN   9.08598        45.7918                 NaN  0.583980        31.9428     
  1082.90        2500.00                 NaN            NaN   1.88048        10.7151                 NaN            NaN   9.08787        45.7887                 NaN  0.583886        31.9440     
  1081.86        2500.00                 NaN            NaN   10.7161        1.88188                 NaN            NaN   9.09226        45.7803                 NaN  0.583694        31.9457     
  1080.83        2500.00                 NaN            NaN   10.6914        1.90491                 NaN            NaN   9.09384        45.7807                 NaN  0.583531        31.9456     
  1079.79        2500.00                 NaN            NaN   10.9933        1.58691                 NaN            NaN   9.04569        45.8428                 NaN  0.588405        31.9429     
  1078.75        2500.00                 NaN            NaN   10.9889        1.59170                 NaN            NaN   9.04723        45.8402                 NaN  0.588235        31.9437     
  1077.72        2500.00                 NaN            NaN   10.9846        1.59646                 NaN            NaN   9.04878        45.8375                 NaN  0.588063        31.9446     
  1076.68        2500.00                 NaN            NaN   10.9802        1.60120                 NaN            NaN   9.05034        45.8349                 NaN  0.587891        31.9454     
  1075.65        2500.00                 NaN            NaN   10.9759        1.60592                 NaN            NaN   9.05190        45.8322                 NaN  0.587717        31.9463     
  1074.61        2500.00                 NaN            NaN   10.9716        1.61065                 NaN            NaN   9.05348        45.8295                 NaN  0.587542        31.9472     
  1073.57        2500.00                 NaN            NaN   10.6214        1.97857                 NaN            NaN   9.11089        45.7552                 NaN  0.581775        31.9522     
  1072.54        2500.00                 NaN            NaN   10.6127        1.98799                 NaN            NaN   9.11324        45.7513                 NaN  0.581563        31.9532     
  1071.50        2500.00                 NaN            NaN   10.5915        2.01121                 NaN            NaN   9.11773        45.7447                 NaN  0.580860        31.9540     
  1070.46        2500.00                 NaN            NaN   10.5994        2.00544                 NaN            NaN   9.12011        45.7391                 NaN  0.580450        31.9555     
  1069.43        2500.00                 NaN            NaN   10.5581        2.04727                 NaN            NaN   9.12226        45.7351                 NaN  0.580297        31.9570     
  1068.39        2500.00                 NaN            NaN   10.5819        2.02468                 NaN            NaN   9.12552        45.7306                 NaN  0.579841        31.9575     
  1067.36        2500.00                 NaN            NaN   10.5681        2.04093                 NaN            NaN   9.12778        45.7248                 NaN  0.579428        31.9589     
  1066.32        2500.00                 NaN            NaN   10.5651        2.04342                 NaN            NaN   9.13089        45.7219                 NaN  0.579217        31.9595     
  1065.28        2500.00                 NaN            NaN   10.5533        2.05695                 NaN            NaN   9.13327        45.7168                 NaN  0.578860        31.9608     
  1064.25        2500.00                 NaN            NaN   10.5472        2.06260                 NaN            NaN   9.13539        45.7145                 NaN  0.578769        31.9615     
  1063.21        2500.00                 NaN            NaN   10.5344        2.07852                 NaN            NaN   9.13848        45.7074                 NaN  0.578170        31.9630     
  1062.17        2500.00                 NaN            NaN   10.5310        2.08239                 NaN            NaN   9.14274        45.7025                 NaN  0.577873        31.9635     
  1061.14        2500.00                 NaN            NaN   10.5182        2.09674                 NaN            NaN   9.14389        45.6985                 NaN  0.577531        31.9651     
  1060.10        2500.00                 NaN            NaN   10.5179        2.09640                 NaN            NaN   9.14725        45.6956                 NaN  0.577314        31.9655     
  1059.07        2500.00                 NaN            NaN   10.5106        2.10462                 NaN            NaN   9.14992        45.6913                 NaN  0.576995        31.9665     
  1058.03        2500.00                 NaN            NaN   10.4967        2.11839                 NaN            NaN   9.15293        45.6881                 NaN  0.576750        31.9671     
  1056.99        2500.00                 NaN            NaN   10.4898        2.12356                 NaN            NaN   9.15415        45.6878                 NaN  0.577005        31.9677     
  1055.96        2500.00                 NaN            NaN   10.5856        2.03063                 NaN            NaN   9.16262        45.6786                 NaN  0.575882        31.9667     
  1054.92        2500.00                 NaN            NaN   10.4858        2.13150                 NaN            NaN   9.16014        45.6768                 NaN  0.575801        31.9699     
  1053.88        2500.00                 NaN            NaN   10.4902        2.13287                 NaN            NaN   9.16323        45.6662                 NaN  0.575019        31.9725     
  1052.85        2500.00                 NaN            NaN   10.2967        2.30938                 NaN            NaN   9.11259        45.7245                 NaN  0.580754        31.9761     
  1051.81        2500.00                 NaN            NaN   10.4906        2.11432                 NaN            NaN   9.15292        45.6982                 NaN  0.576761        31.9672     
  1050.78        2500.00                 NaN            NaN   10.3982        2.21264                 NaN            NaN   9.15844        45.6794                 NaN  0.577316        31.9740     
  1049.74        2500.00                 NaN            NaN   10.4358        2.19086                 NaN            NaN   9.17341        45.6492                 NaN  0.573918        31.9768     
  1048.70        2500.00                 NaN            NaN   2.20985        10.4188                 NaN            NaN   9.17315        45.6461                 NaN  0.573600        31.9785     
  1047.67        2500.00                 NaN            NaN   10.4251        2.20424                 NaN            NaN   9.17928        45.6394                 NaN  0.573160        31.9789     
  1046.63        2500.00                 NaN            NaN   10.4186        2.21185                 NaN            NaN   9.18199        45.6348                 NaN  0.572816        31.9799     
  1045.59        2500.00                 NaN            NaN   10.4102        2.22819                 NaN            NaN   9.19015        45.6168                 NaN  0.571884        31.9828     
  1044.56        2500.00                 NaN            NaN   10.2038        2.40392                 NaN            NaN   9.16318        45.6712                 NaN  0.577436        31.9804     
  1043.52        2500.00                 NaN            NaN   10.2061        2.41053                 NaN            NaN   9.16595        45.6557                 NaN  0.577019        31.9847     
  1042.49        2500.00                 NaN            NaN   2.24422        10.3909                 NaN            NaN   9.19288        45.6162                 NaN  0.571463        31.9843     
  1041.45        2500.00                 NaN            NaN   10.1902        2.43185                 NaN            NaN   9.17613        45.6396                 NaN  0.575609        31.9866     
  1040.41        2500.00                 NaN            NaN   10.1766        2.44766                 NaN            NaN   9.17935        45.6328                 NaN  0.575399        31.9882     
  1039.38        2500.00                 NaN            NaN   10.1793        2.43523                 NaN            NaN   9.17957        45.6431                 NaN  0.576268        31.9866     
  1038.34        2500.00                 NaN            NaN   2.43983        10.1678                 NaN            NaN   9.17487        45.6521                 NaN  0.580228        31.9851     
  1037.30        2500.00                 NaN            NaN   2.27865        10.3628                 NaN            NaN   9.20674        45.5923                 NaN  0.569626        31.9899     
  1036.27        2500.00                 NaN            NaN   2.35122        10.3071                 NaN            NaN   9.21732        45.5551                 NaN  0.568639        32.0006     
  1035.23        2500.00                 NaN            NaN   2.41037        10.2010                 NaN            NaN   9.19490        45.6316                 NaN  0.576404        31.9858     
  1034.20        2500.00                 NaN            NaN   2.41974        10.1964                 NaN            NaN   9.20053        45.6199                 NaN  0.575377        31.9880     
  1033.16        2500.00                 NaN            NaN   10.3083        2.33034                 NaN            NaN   9.21455        45.5837                 NaN  0.569659        31.9935     
  1032.12        2500.00                 NaN            NaN   10.2879        2.35758                 NaN            NaN   9.21636        45.5737                 NaN  0.568420        31.9961     
  1031.09        2500.00                 NaN            NaN   10.2905        2.34996                 NaN            NaN   9.21936        45.5753                 NaN  0.569156        31.9957     
  1030.05        2500.00                 NaN            NaN   10.2816        2.35981                 NaN            NaN   9.22175        45.5711                 NaN  0.568908        31.9969     
  1029.01        2500.00                 NaN            NaN   10.2721        2.37011                 NaN            NaN   9.22408        45.5670                 NaN  0.568677        31.9980     
  1027.98        2500.00                 NaN            NaN   10.2629        2.38028                 NaN            NaN   9.22641        45.5629                 NaN  0.568444        31.9991     
  1026.94        2500.00                 NaN            NaN   10.2537        2.39033                 NaN            NaN   9.22875        45.5587                 NaN  0.568210        32.0003     
  1025.91        2500.00                 NaN            NaN   10.2447        2.40026                 NaN            NaN   9.23109        45.5546                 NaN  0.567974        32.0014     
  1024.87        2500.00                 NaN            NaN   2.35957        10.3003                 NaN            NaN   9.24162        45.5286                 NaN  0.565027        32.0049     
  1023.83        2500.00                 NaN            NaN   2.36693        10.2924                 NaN            NaN   9.24336        45.5279                 NaN  0.564707        32.0048     
  1022.80        2500.00                 NaN            NaN   10.2898        2.37029                 NaN            NaN   9.24542        45.5244                 NaN  0.564409        32.0057     
  1021.76        2500.00                 NaN            NaN   10.2881        2.38260                 NaN            NaN   9.24823        45.5074                 NaN  0.563943        32.0098     
  1020.72        2500.00                 NaN            NaN   10.2729        2.37246                 NaN            NaN   9.24246        45.5366                 NaN  0.568493        32.0072     
  1019.69        2500.00                 NaN            NaN   10.2760        2.38871                 NaN            NaN   9.25486        45.5080                 NaN  0.563104        32.0092     
  1018.65        2500.00                 NaN            NaN   10.2638        2.40170                 NaN            NaN   9.25629        45.5051                 NaN  0.562887        32.0103     
  1017.62        2500.00                 NaN            NaN   2.41741        10.2519                 NaN            NaN   9.25797        45.4975                 NaN  0.562642        32.0126     
  1016.58        2500.00                 NaN            NaN   10.1232        2.52634                 NaN            NaN   9.24927        45.5236                 NaN  0.566681        32.0109     
  1015.54        2500.00                 NaN            NaN   10.1666        2.48817                 NaN            NaN   9.25496        45.5125                 NaN  0.565225        32.0125     
  1014.51        2500.00                 NaN            NaN   2.47118        10.1898                 NaN            NaN   9.26087        45.5004                 NaN  0.563682        32.0140     
  1013.47        2500.00                 NaN            NaN   2.42885        10.2421                 NaN            NaN   9.27976        45.4757                 NaN  0.559152        32.0145     
  1012.43        2500.00                 NaN            NaN   2.44593        10.2262                 NaN            NaN   9.27345        45.4770                 NaN  0.560770        32.0167     
  1011.40        2500.00                 NaN            NaN   2.43058        10.2472                 NaN            NaN   9.28010        45.4644                 NaN  0.559101        32.0186     
  1010.36        2500.00                 NaN            NaN   2.41712        10.2629                 NaN            NaN   9.29153        45.4519                 NaN  0.557101        32.0195     
  1009.33        2500.00                 NaN            NaN   2.44700        10.2319                 NaN            NaN   9.28104        45.4597                 NaN  0.559427        32.0209     
  1008.29        2500.00                 NaN            NaN   2.42552        10.2559                 NaN            NaN   9.28779        45.4510                 NaN  0.558196        32.0217     
  1007.25        2500.00                 NaN            NaN   2.44564        10.2391                 NaN            NaN   9.29668        45.4383                 NaN  0.556673        32.0235     
  1006.22        2500.00                 NaN            NaN   10.1000        2.56495                 NaN            NaN   9.27684        45.4723                 NaN  0.562719        32.0231     
  1005.18        2500.00                 NaN            NaN   2.54504        10.1266                 NaN            NaN   9.28323        45.4595                 NaN  0.561012        32.0247     
  1004.14        2500.00                 NaN            NaN   2.50717        10.1787                 NaN            NaN   9.29277        45.4365                 NaN  0.557824        32.0270     
  1003.11        2500.00                 NaN            NaN   2.51016        10.1791                 NaN            NaN   9.29701        45.4277                 NaN  0.557052        32.0290     
  1002.07        2500.00                 NaN            NaN   2.51985        10.1689                 NaN            NaN   9.29883        45.4255                 NaN  0.556997        32.0299     
  1001.04        2500.00                 NaN            NaN   2.43676        10.2555                 NaN            NaN   9.30519        45.4173                 NaN  0.554800        32.0304     
  1000.00        2500.00                 NaN            NaN   10.2064        2.48790                 NaN            NaN   9.30761        45.4115                 NaN  0.555015        32.0316     
