|6.6.6
Archiving\03_Data\eqfrac/QFM/EETA/EETA_1.tab                              
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        O(HP)          Sp(TH)         Sp(TH)         an             San(TH)        ilm            q             
  1380.77        2500.00        99.2895       0.250892       0.978804E-001  0.161268                 NaN            NaN  0.200418                 NaN            NaN            NaN
  1379.67        2500.00        98.9320       0.377396       0.155656       0.226070       0.119516E-001            NaN  0.296956                 NaN            NaN            NaN
  1378.57        2500.00        98.9166       0.360280       0.203405       0.190283       0.352731E-001            NaN  0.294200                 NaN            NaN            NaN
  1377.47        2500.00        98.8874       0.213657       0.376598       0.176974       0.491499E-001            NaN  0.296207                 NaN            NaN            NaN
  1376.37        2500.00        98.8505       0.388978       0.243457       0.149021       0.707532E-001            NaN  0.297284                 NaN            NaN            NaN
  1375.27        2500.00        98.7969       0.408264       0.284510       0.110758       0.100095                 NaN  0.299523                 NaN            NaN            NaN
  1374.17        2500.00        98.7232       0.339078       0.436182       0.599658E-001  0.138585                 NaN  0.302967                 NaN            NaN            NaN
  1373.07        2500.00        98.6490       0.465022       0.395792       0.640585E-002  0.177836                 NaN  0.305988                 NaN            NaN            NaN
  1371.97        2500.00        98.5798       0.500006       0.393580                 NaN  0.209784                 NaN  0.316837                 NaN            NaN            NaN
  1370.87        2500.00        98.5425       0.384141       0.521014                 NaN  0.229189                 NaN  0.323125                 NaN            NaN            NaN
  1369.77        2500.00        98.5179       0.375068       0.536455       0.781836E-005  0.243433                 NaN  0.327091                 NaN            NaN            NaN
  1368.67        2500.00        98.5055       0.366855       0.545965                 NaN  0.252734                 NaN  0.328913                 NaN            NaN            NaN
  1367.57        2500.00        98.5086       0.547694       0.359008       0.188353E-005  0.256764                 NaN  0.327956                 NaN            NaN            NaN
  1366.47        2500.00        98.5102       0.350722       0.551008                 NaN  0.260737                 NaN  0.327308                 NaN            NaN            NaN
  1365.37        2500.00        98.5289       0.543979       0.344967                 NaN  0.258538                 NaN  0.323650                 NaN            NaN            NaN
  1364.27        2500.00        98.5429       0.539224       0.339231                 NaN  0.257641                 NaN  0.321001                 NaN            NaN            NaN
  1363.17        2500.00        98.5589       0.332578       0.534394                 NaN  0.256439                 NaN  0.317670                 NaN            NaN            NaN
  1362.06        2500.00        98.5777       0.327230       0.527236                 NaN  0.253721                 NaN  0.314100                 NaN            NaN            NaN
  1360.96        2500.00        98.5963       0.520238       0.321830                 NaN  0.251091                 NaN  0.310531                 NaN            NaN            NaN
  1359.86        2500.00        98.6127       0.514550       0.316567                 NaN  0.248871                 NaN  0.307304                 NaN            NaN            NaN
  1358.76        2500.00        98.6350       0.312318       0.504951                 NaN  0.244709                 NaN  0.303046                 NaN            NaN            NaN
  1357.66        2500.00        98.6535       0.497645       0.307492                 NaN  0.241738                 NaN  0.299624                 NaN            NaN            NaN
  1356.56        2500.00        98.6719       0.302356       0.490889                 NaN  0.238838                 NaN  0.295976                 NaN            NaN            NaN
  1355.46        2500.00        98.6909       0.298083       0.483086                 NaN  0.235646                 NaN  0.292328                 NaN            NaN            NaN
  1354.36        2500.00        98.7096       0.293275       0.475899                 NaN  0.232565                 NaN  0.288690                 NaN            NaN            NaN
  1353.26        2500.00        98.7271       0.289464       0.468736                 NaN  0.229307                 NaN  0.285350                 NaN            NaN            NaN
  1352.16        2500.00        98.7448       0.285016       0.461949                 NaN  0.226323                 NaN  0.281891                 NaN            NaN            NaN
  1351.06        2500.00        98.7603       0.455031       0.282287                 NaN  0.223174                 NaN  0.279233                 NaN            NaN            NaN
  1349.96        2500.00        98.7798       0.447623       0.277679                 NaN  0.219797                 NaN  0.275107                 NaN            NaN            NaN
  1348.86        2500.00        98.7974       0.440770       0.273243                 NaN  0.217013                 NaN  0.271602                 NaN            NaN            NaN
  1347.76        2500.00        98.8136       0.269849       0.434172                 NaN  0.213833                 NaN  0.268593                 NaN            NaN            NaN
  1346.66        2500.00        98.8297       0.427722       0.266137                 NaN  0.211000                 NaN  0.265460                 NaN            NaN            NaN
  1345.56        2500.00        98.8456       0.263381       0.420813                 NaN  0.207751                 NaN  0.262450                 NaN            NaN            NaN
  1344.46        2500.00        98.8624       0.414356       0.259184                 NaN  0.204992                 NaN  0.259071                 NaN            NaN            NaN
  1343.36        2500.00        98.8772       0.408183       0.256129                 NaN  0.202241                 NaN  0.256208                 NaN            NaN            NaN
  1342.26        2500.00        98.8923       0.402389       0.252944                 NaN  0.199140                 NaN  0.253187                 NaN            NaN            NaN
  1341.16        2500.00        98.9077       0.396090       0.249494                 NaN  0.196540                 NaN  0.250226                 NaN            NaN            NaN
  1340.05        2500.00        98.9221       0.246509       0.390325                 NaN  0.193705                 NaN  0.247395                 NaN            NaN            NaN
  1338.95        2500.00        98.9366       0.243358       0.384483                 NaN  0.191076                 NaN  0.244516                 NaN            NaN            NaN
  1337.85        2500.00        98.9505       0.378733       0.240837                 NaN  0.188201                 NaN  0.241742                 NaN            NaN            NaN
  1336.75        2500.00        98.9644       0.373161       0.237795                 NaN  0.185593                 NaN  0.239072                 NaN            NaN            NaN
  1335.65        2500.00        98.9776       0.367711       0.235314                 NaN  0.182984                 NaN  0.236390                 NaN            NaN            NaN
  1334.55        2500.00        98.9914       0.362061       0.232394                 NaN  0.180378                 NaN  0.233751                 NaN            NaN            NaN
  1333.45        2500.00        99.0044       0.229680       0.356998                 NaN  0.177927                 NaN  0.231042                 NaN            NaN            NaN
  1332.35        2500.00        99.0170       0.227170       0.351709                 NaN  0.175484                 NaN  0.228633                 NaN            NaN            NaN
  1331.25        2500.00        99.0305       0.346491       0.224062                 NaN  0.173087                 NaN  0.225826                 NaN            NaN            NaN
  1330.15        2500.00        99.0423       0.341615       0.222087                 NaN  0.170540                 NaN  0.223505                 NaN            NaN            NaN
  1329.05        2500.00        99.0539       0.219739       0.336976                 NaN  0.168144                 NaN  0.221288                 NaN            NaN            NaN
  1327.95        2500.00        99.0665       0.331635       0.217480                 NaN  0.165690                 NaN  0.218654                 NaN            NaN            NaN
  1326.85        2500.00        99.0780       0.215141       0.327078                 NaN  0.163431                 NaN  0.216318                 NaN            NaN            NaN
  1325.75        2500.00        99.0890       0.322007       0.213793                 NaN  0.160904                 NaN  0.214268                 NaN            NaN            NaN
  1324.65        2500.00        99.1001       0.211157       0.318192                 NaN  0.158725                 NaN  0.211842                 NaN            NaN            NaN
  1323.55        2500.00        99.1121       0.313205       0.208684                 NaN  0.156544                 NaN  0.209506                 NaN            NaN            NaN
  1322.45        2500.00        99.1225       0.308996       0.206664                 NaN  0.154432                 NaN  0.207405                 NaN            NaN            NaN
  1321.35        2500.00        99.1332       0.204654       0.304584                 NaN  0.152252                 NaN  0.205273                 NaN            NaN            NaN
  1320.25        2500.00        99.1441       0.300480       0.202358                 NaN  0.150109                 NaN  0.202989                 NaN            NaN            NaN
  1319.15        2500.00        99.1545       0.200754       0.296016                 NaN  0.147852                 NaN  0.200906                 NaN            NaN            NaN
  1318.04        2500.00        99.1643       0.291989       0.198828                 NaN  0.145893                 NaN  0.198942                 NaN            NaN            NaN
  1316.94        2500.00        99.1745       0.197294       0.287705                 NaN  0.143668                 NaN  0.196783                 NaN            NaN            NaN
  1315.84        2500.00        99.1843       0.283891       0.195008                 NaN  0.141914                 NaN  0.194845                 NaN            NaN            NaN
  1314.74        2500.00        99.1939       0.280308       0.193229                 NaN  0.139836                 NaN  0.192756                 NaN            NaN            NaN
  1313.64        2500.00        99.2037       0.275954       0.191870                 NaN  0.137699                 NaN  0.190810                 NaN            NaN            NaN
  1312.54        2500.00        99.2128       0.272472       0.189692                 NaN  0.136023                 NaN  0.189050                 NaN            NaN            NaN
  1311.44        2500.00        99.2223       0.268843       0.188064                 NaN  0.133903                 NaN  0.186910                 NaN            NaN            NaN
  1310.34        2500.00        99.2306       0.265018       0.187118                 NaN  0.131896                 NaN  0.185321                 NaN            NaN            NaN
  1309.24        2500.00        99.2399       0.261188       0.185565                 NaN  0.129917                 NaN  0.183421                 NaN            NaN            NaN
  1308.14        2500.00        99.2480       0.258030       0.183880                 NaN  0.128303                 NaN  0.181809                 NaN            NaN            NaN
  1307.04        2500.00        99.2568       0.182327       0.254661                 NaN  0.126320                 NaN  0.179854                 NaN            NaN            NaN
  1305.94        2500.00        99.2658       0.180985       0.250649                 NaN  0.124548                 NaN  0.178060                 NaN            NaN            NaN
  1304.84        2500.00        99.2736       0.247767       0.179579                 NaN  0.122689                 NaN  0.176331                 NaN            NaN            NaN
  1303.74        2500.00        99.2821       0.177862       0.244161                 NaN  0.121112                 NaN  0.174729                 NaN            NaN            NaN
  1302.64        2500.00        99.2889       0.176874       0.241744                 NaN  0.119320                 NaN  0.173203                 NaN            NaN            NaN
  1301.54        2500.00        99.2978       0.176635       0.236988                 NaN  0.117127                 NaN  0.171408                 NaN            NaN            NaN
  1300.44        2500.00        99.3056       0.174294       0.234560                 NaN  0.115816                 NaN  0.169777                 NaN            NaN            NaN
  1299.34        2500.00        99.3136       0.231501       0.172819                 NaN  0.114044                 NaN  0.168064                 NaN            NaN            NaN
  1298.24        2500.00        99.3208       0.171663       0.228487                 NaN  0.112471                 NaN  0.166566                 NaN            NaN            NaN
  1297.14        2500.00        88.9163        1.61080        1.49450                 NaN  0.885794                 NaN   1.39692        5.69568                 NaN            NaN
  1296.03        2500.00        80.3079        2.49149        2.83493                 NaN   1.49524                 NaN   2.41580        10.4547                 NaN            NaN
  1294.93        2500.00        83.5289        2.07156        2.39119                 NaN   1.24275                 NaN   2.03352        8.73210                 NaN            NaN
  1293.83        2500.00        85.9102        1.76213        2.06063                 NaN   1.05789                 NaN   1.74982        7.45932                 NaN            NaN
  1292.73        2500.00        87.7224        1.52853        1.80639                 NaN  0.918758                 NaN   1.53317        6.49079                 NaN            NaN
  1291.63        2500.00        89.1426        1.60510        1.34607                 NaN  0.811204                 NaN   1.36344        5.73156                 NaN            NaN
  1290.53        2500.00        89.8904        1.24399        1.50198                 NaN  0.753676                 NaN   1.27729        5.33269                 NaN            NaN
  1289.43        2500.00        90.8053        1.12475        1.38060                 NaN  0.677905                 NaN   1.16814        4.84332                 NaN            NaN
  1288.33        2500.00        92.8511        1.02866       0.900647                 NaN  0.555165                 NaN  0.908957        3.75550                 NaN            NaN
  1287.23        2500.00        91.3370        1.29588        1.06600                 NaN  0.632655                 NaN   1.11383        4.55459                 NaN            NaN
  1286.13        2500.00        94.5301       0.692246       0.784424                 NaN  0.431735                 NaN  0.699946        2.86157                 NaN            NaN
  1285.03        2500.00        87.4237        1.80958        1.57302                 NaN  0.962075                 NaN   1.62964        6.60199                 NaN            NaN
  1283.93        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1282.83        2500.00       100.0000                 NaN            NaN            NaN            NaN            NaN            NaN  0.291123E-005            NaN            NaN
  1281.73        2500.00        89.9546        1.24601        1.46099                 NaN  0.772528                 NaN   1.30762        5.25823                 NaN            NaN
  1280.63        2500.00        90.5611        1.38095        1.17411                 NaN  0.699582                 NaN   1.23398        4.95031                 NaN            NaN
  1279.53        2500.00        99.7041                 NaN            NaN            NaN  0.836463E-001            NaN  0.374267E-001  0.174876                 NaN            NaN
  1278.43        2500.00        99.3536       0.194531       0.466588E-001            NaN            NaN            NaN  0.953942E-001  0.293199       0.166381E-001            NaN
  1277.33        2500.00        92.4251       0.294631        1.54056                 NaN  0.677106                 NaN  0.955727        4.10692                 NaN            NaN
  1276.23        2500.00        95.2191        1.33924       0.104897                 NaN  0.218640                 NaN  0.659579        2.37221       0.863363E-001            NaN
  1275.13        2500.00        95.7217       0.482372       0.703983                 NaN  0.127052                 NaN  0.550810        2.25013       0.163991                 NaN
  1274.02        2500.00        95.7401       0.509558       0.653988                 NaN  0.134064                 NaN  0.549164        2.24843       0.164732                 NaN
  1272.92        2500.00        99.6666       0.603268E-001            NaN            NaN  0.151154E-001            NaN            NaN  0.233314       0.245938E-001            NaN
  1271.82        2500.00        92.2291       0.976185        1.14901                 NaN  0.261808                 NaN   1.04813        4.04845       0.287339                 NaN
  1270.72        2500.00        96.1659       0.311109       0.829700                 NaN  0.571010E-001            NaN  0.502411        1.97964       0.154143                 NaN
  1269.62        2500.00        96.2535       0.435983       0.595568                 NaN  0.114424                 NaN  0.488693        1.96715       0.144711                 NaN
  1268.52        2500.00        96.2226       0.585285       0.449071                 NaN  0.115986                 NaN  0.493777        1.98674       0.146526                 NaN
  1267.42        2500.00        92.5238        1.37299       0.131911                 NaN   1.11008                 NaN   1.01855        3.84266                 NaN            NaN
  1266.32        2500.00        99.8828       0.199993E-001  0.154011E-001            NaN            NaN            NaN  0.148197E-001  0.669731E-001            NaN            NaN
  1265.22        2500.00        99.9153       0.182210E-001            NaN            NaN  0.169724E-001  0.996615E-004  0.137934E-001  0.356198E-001            NaN            NaN
  1264.12        2500.00        99.9746       0.731221E-002            NaN            NaN            NaN            NaN  0.315428E-002  0.132245E-001  0.173646E-002            NaN
  1263.02        2500.00        91.8542        1.53878       0.823171                 NaN            NaN            NaN   1.05571        4.32341       0.404723                 NaN
  1261.92        2500.00        96.3801       0.490187       0.449427                 NaN  0.173309                 NaN  0.477660        1.90713       0.122230                 NaN
  1260.82        2500.00        99.1050       0.133843       0.134824                 NaN            NaN            NaN  0.124542       0.445241       0.565035E-001            NaN
  1259.72        2500.00        98.8081       0.213385       0.100480                 NaN  0.441307E-001            NaN  0.150275       0.654120       0.295142E-001            NaN
  1258.62        2500.00        92.1557        1.31811       0.883604                 NaN            NaN            NaN   1.01653        4.24429       0.381823                 NaN
  1257.52        2500.00        98.4678       0.308707       0.876168E-001            NaN            NaN            NaN  0.205111       0.871647       0.591388E-001            NaN
  1256.42        2500.00        99.8243       0.130370                 NaN            NaN            NaN            NaN  0.240792E-001            NaN  0.212604E-001            NaN
  1255.32        2500.00        99.8755       0.565661E-001            NaN            NaN            NaN            NaN            NaN  0.628610E-001  0.509817E-002            NaN
  1254.22        2500.00        99.9017                 NaN            NaN            NaN            NaN            NaN  0.310081E-001  0.631972E-001  0.407416E-002            NaN
  1253.12        2500.00        92.7531        1.67476                 NaN            NaN  0.603295                 NaN  0.926438        3.85290       0.189487                 NaN
  1252.01        2500.00        97.1028       0.105626       0.492122                 NaN  0.354356                 NaN  0.422555        1.52256                 NaN            NaN
  1250.91        2500.00        97.5269       0.547932       0.228447                 NaN            NaN            NaN  0.332635        1.23240       0.131701                 NaN
  1249.81        2500.00        97.7879       0.224769       0.394483                 NaN            NaN            NaN  0.285915        1.20152       0.105383                 NaN
  1248.71        2500.00        98.9415       0.118969       0.163541                 NaN            NaN            NaN  0.126518       0.605775       0.437263E-001            NaN
  1247.61        2500.00        98.8793       0.102338       0.214125                 NaN            NaN            NaN  0.146462       0.604941       0.528156E-001            NaN
  1246.51        2500.00        93.5218        1.17759       0.529784                 NaN            NaN            NaN  0.851756        3.59893       0.320135                 NaN
  1245.41        2500.00        99.9598       0.374418E-001            NaN            NaN  0.276532E-002            NaN            NaN            NaN            NaN            NaN
  1244.31        2500.00        99.8491       0.174563E-001            NaN            NaN            NaN            NaN  0.244988E-001  0.100736       0.819908E-002            NaN
  1243.21        2500.00        99.8697       0.151580E-001  0.198489E-001            NaN            NaN            NaN  0.161488E-001  0.716597E-001  0.746173E-002            NaN
  1242.11        2500.00        96.0118       0.476181       0.614475                 NaN            NaN            NaN  0.510403        2.19521       0.191958                 NaN
  1241.01        2500.00        99.5486       0.109518                 NaN            NaN  0.654917E-001            NaN  0.571917E-001  0.219214                 NaN            NaN
  1239.91        2500.00        98.9748       0.248428                 NaN            NaN  0.451685E-001            NaN  0.124991       0.565709       0.409333E-001            NaN
  1238.81        2500.00        98.3597       0.172650       0.234950                 NaN  0.817207E-001            NaN  0.213955       0.886277       0.507290E-001            NaN
  1237.71        2500.00        99.3765       0.118302                 NaN            NaN  0.255494E-001            NaN  0.875090E-001  0.355426       0.198761E-001  0.168516E-001
  1236.61        2500.00        95.0164       0.680186       0.590793                 NaN  0.211711                 NaN  0.636315        2.60527       0.147317       0.112009     
  1235.51        2500.00       100.0000       0.223795E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1234.41        2500.00       100.0000       0.225277E-005            NaN            NaN  0.224238E-005            NaN  0.374736E-005  0.163645E-004            NaN  0.107249E-004
  1233.31        2500.00       100.0000                 NaN            NaN            NaN  0.231198E-005            NaN  0.122273E-005  0.370165E-005            NaN  0.140054E-005
  1232.21        2500.00        79.3758        1.95242       0.504671                 NaN   1.24612                 NaN   2.02454        9.03244       0.133741        5.73029     
  1231.11        2500.00        99.9995       0.237528E-004  0.382555E-004            NaN  0.286214E-004            NaN  0.519708E-004  0.232614E-003  0.323726E-005  0.165606E-003
  1230.00        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1228.90        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1227.80        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1226.70        2500.00        55.5532        3.95630                 NaN            NaN   2.67361                 NaN   3.92260        19.5697       0.186367        14.1382     
  1225.60        2500.00        57.6907        3.28011                 NaN            NaN   2.43631                 NaN   3.55428        19.1432       0.190987        13.7043     
  1224.50        2500.00                 NaN   7.61161                 NaN            NaN   5.52825                 NaN   8.16715        45.5490       0.476587        32.6674     
  1223.40        2500.00                 NaN   7.49806                 NaN            NaN   5.59541                 NaN   8.15715        45.5757       0.469526        32.7042     
  1222.30        2500.00                 NaN   7.50997                 NaN            NaN   5.57921                 NaN   8.15975        45.5709       0.480008        32.7002     
  1221.20        2500.00                 NaN   7.49877                 NaN            NaN   5.57881                 NaN   8.15997        45.5719       0.486305        32.7042     
  1220.10        2500.00                 NaN   7.50292                 NaN            NaN   5.56928                 NaN   8.16149        45.5691       0.494202        32.7030     
  1219.00        2500.00                 NaN   7.50230                 NaN            NaN   5.56131                 NaN   8.16272        45.5676       0.502814        32.7033     
  1217.90        2500.00                 NaN   7.50560                 NaN            NaN   5.55193                 NaN   8.16543        45.5639       0.510711        32.7025     
  1216.80        2500.00                 NaN   7.58818                 NaN            NaN   5.49180                 NaN   8.17371        45.5418       0.528040        32.6765     
  1215.70        2500.00                 NaN   7.50195                 NaN            NaN   5.53932                 NaN   8.16626        45.5623       0.525932        32.7042     
  1214.60        2500.00                 NaN   7.58921                 NaN            NaN   5.47623                 NaN   8.17648        45.5379       0.543690        32.6765     
  1213.50        2500.00                 NaN   7.59554                 NaN            NaN   5.46555                 NaN   8.17811        45.5340       0.551654        32.6752     
  1212.40        2500.00                 NaN   7.59547                 NaN            NaN   5.45808                 NaN   8.17949        45.5322       0.559440        32.6753     
  1211.30        2500.00                 NaN   7.51443                 NaN            NaN   5.49911                 NaN   8.19149        45.5305       0.559944        32.7045     
  1210.20        2500.00                 NaN   7.59619                 NaN            NaN   5.44272                 NaN   8.18222        45.5283       0.575099        32.6755     
  1209.10        2500.00                 NaN   7.59855                 NaN            NaN   5.43409                 NaN   8.18372        45.5256       0.582897        32.6751     
  1207.99        2500.00                 NaN   7.51003                 NaN            NaN   5.48133                 NaN   8.17491        45.5479       0.582669        32.7032     
  1206.89        2500.00                 NaN   7.50889                 NaN            NaN   5.47731                 NaN   8.17844        45.5418       0.587417        32.7061     
  1205.79        2500.00                 NaN   7.54111                 NaN            NaN   5.44606                 NaN   8.19370        45.5129       0.604394        32.7019     
  1204.69        2500.00                 NaN   7.51841                 NaN            NaN   5.45726                 NaN   8.19423        45.5078       0.606856        32.7155     
  1203.59        2500.00                 NaN   7.54752                 NaN            NaN   5.43069                 NaN   8.19976        45.4966       0.620055        32.7054     
  1202.49        2500.00                 NaN   7.51078                 NaN            NaN   5.44559                 NaN   8.19629        45.5080       0.622503        32.7168     
  1201.39        2500.00                 NaN   7.53311                 NaN            NaN   5.42384                 NaN   8.18790        45.5269       0.628975        32.6993     
  1200.29        2500.00                 NaN   7.53491                 NaN            NaN   5.41491                 NaN   8.18566        45.5290       0.638172        32.6974     
  1199.19        2500.00                 NaN   7.53145                 NaN            NaN   5.41181                 NaN   8.18868        45.5244       0.644272        32.6993     
  1198.09        2500.00                 NaN   7.53316                 NaN            NaN   5.40192                 NaN   8.19190        45.5210       0.651925        32.7001     
  1196.99        2500.00                 NaN   7.53316                 NaN            NaN   5.39467                 NaN   8.19323        45.5190       0.659538        32.7004     
  1195.89        2500.00                 NaN   7.50370                 NaN            NaN   5.40210                 NaN   8.20633        45.5031       0.669147        32.7156     
  1194.79        2500.00                 NaN   7.50360                 NaN            NaN   5.39488                 NaN   8.20759        45.5012       0.676755        32.7159     
  1193.69        2500.00                 NaN   7.50332                 NaN            NaN   5.38779                 NaN   8.20896        45.4993       0.684343        32.7163     
  1192.59        2500.00                 NaN   7.50310                 NaN            NaN   5.38068                 NaN   8.21027        45.4973       0.691911        32.7167     
  1191.49        2500.00                 NaN   7.50286                 NaN            NaN   5.37361                 NaN   8.21158        45.4954       0.699459        32.7171     
  1190.39        2500.00                 NaN   7.50260                 NaN            NaN   5.36657                 NaN   8.21290        45.4935       0.706985        32.7175     
  1189.29        2500.00                 NaN   7.50232                 NaN            NaN   5.35955                 NaN   8.21421        45.4915       0.714490        32.7179     
