|6.6.6
Archiving\03_Data\eqfrac/QFM/ALH/ALH_1.tab                                
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             Sp(TH)         San(TH)        ilm            q             
  1233.50        2500.00        99.2382                 NaN            NaN  0.543826E-001  0.128897       0.949332E-001  0.216814E-001  0.436387       0.255306E-001            NaN
  1232.12        2500.00        99.9998                 NaN            NaN  0.163303E-004  0.375863E-004  0.281716E-004  0.700390E-005  0.123712E-003  0.719606E-005            NaN
  1230.74        2500.00        95.2998                 NaN            NaN  0.359486       0.800256       0.610262       0.155011        2.62171       0.153514                 NaN
  1229.35        2500.00        94.3698                 NaN            NaN  0.472846       0.289526       0.571256       0.303700        2.60380       0.630895E-001   1.32596     
  1227.97        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1226.59        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1225.21        2500.00                 NaN            NaN            NaN   7.85923                 NaN   8.37194        5.75007        45.2001       0.453868        32.3648     
  1223.83        2500.00                 NaN            NaN            NaN   7.85923                 NaN   8.37194        5.75007        45.2001       0.453868        32.3648     
  1222.45        2500.00                 NaN            NaN            NaN   7.85923                 NaN   8.37194        5.75007        45.2001       0.453868        32.3648     
  1221.06        2500.00                 NaN            NaN            NaN   7.85923                 NaN   8.37194        5.75007        45.2001       0.453868        32.3648     
  1219.68        2500.00                 NaN            NaN            NaN   7.85923                 NaN   8.37194        5.75007        45.2001       0.453868        32.3648     
  1218.30        2500.00                 NaN            NaN            NaN   7.85463                 NaN   8.37245        5.71032        45.2014       0.496553        32.3647     
  1216.92        2500.00                 NaN            NaN            NaN   7.85463                 NaN   8.37245        5.71032        45.2014       0.496553        32.3647     
  1215.54        2500.00                 NaN            NaN            NaN   7.85463                 NaN   8.37245        5.71032        45.2014       0.496553        32.3647     
  1214.16        2500.00                 NaN            NaN            NaN   7.85463                 NaN   8.37245        5.71032        45.2014       0.496553        32.3647     
  1212.77        2500.00                 NaN            NaN            NaN   7.85190                 NaN   8.37279        5.68748        45.2022       0.521096        32.3646     
  1211.39        2500.00                 NaN            NaN            NaN   7.85265                 NaN   8.37419        5.66917        45.2006       0.539332        32.3640     
  1210.01        2500.00                 NaN            NaN            NaN   7.85265                 NaN   8.37419        5.66917        45.2006       0.539332        32.3640     
  1208.63        2500.00                 NaN            NaN            NaN   7.85265                 NaN   8.37419        5.66917        45.2006       0.539332        32.3640     
  1207.25        2500.00                 NaN            NaN            NaN   7.85265                 NaN   8.37419        5.66917        45.2006       0.539332        32.3640     
  1205.87        2500.00                 NaN            NaN            NaN   7.85434                 NaN   8.37760        5.62605        45.1970       0.582262        32.3627     
  1204.48        2500.00                 NaN            NaN            NaN   7.85434                 NaN   8.37760        5.62605        45.1970       0.582262        32.3627     
  1203.10        2500.00                 NaN            NaN            NaN   7.85434                 NaN   8.37760        5.62605        45.1970       0.582262        32.3627     
  1201.72        2500.00                 NaN            NaN            NaN   7.85882                 NaN   8.39689        5.62624        45.1670       0.582464        32.3686     
  1200.34        2500.00                 NaN            NaN            NaN   7.86178                 NaN   8.41573        5.58539        45.1384       0.624976        32.3737     
  1198.96        2500.00                 NaN            NaN            NaN   7.86178                 NaN   8.41573        5.58539        45.1384       0.624976        32.3737     
  1197.58        2500.00                 NaN            NaN            NaN   7.86178                 NaN   8.41573        5.58539        45.1384       0.624976        32.3737     
  1196.19        2500.00                 NaN            NaN            NaN   7.86178                 NaN   8.41573        5.58539        45.1384       0.624976        32.3737     
  1194.81        2500.00                 NaN            NaN            NaN   7.86313                 NaN   8.41947        5.54329        45.1345       0.667016        32.3726     
  1193.43        2500.00                 NaN            NaN            NaN   7.86313                 NaN   8.41947        5.54329        45.1345       0.667016        32.3726     
  1192.05        2500.00                 NaN            NaN            NaN   7.86313                 NaN   8.41947        5.54329        45.1345       0.667016        32.3726     
  1190.67        2500.00                 NaN            NaN            NaN   7.86313       0.169248E-005   8.41947        5.54328        45.1345       0.667016        32.3726     
  1189.29        2500.00                 NaN            NaN            NaN   7.86466       0.341225E-005   8.42563        5.50191        45.1268       0.708549        32.3725     
  1187.90        2500.00                 NaN            NaN            NaN   8.08522                 NaN   8.43546        5.37213        45.0840       0.723867        32.2993     
  1186.52        2500.00                 NaN            NaN            NaN   8.07946       0.103848E-001   8.43745        5.35982        45.0806       0.734133        32.2982     
  1185.14        2500.00                 NaN            NaN            NaN   8.04607       0.668529E-001   8.44144        5.33473        45.0747       0.746272        32.2899     
  1183.76        2500.00                 NaN            NaN            NaN   8.00828       0.130777        8.44573        5.30763        45.0685       0.758656        32.2805     
  1182.38        2500.00                 NaN            NaN            NaN  0.193577        7.97139        8.45000        5.28080        45.0622       0.770893        32.2712     
  1181.00        2500.00                 NaN            NaN            NaN   7.93495       0.256097        8.45431        5.25394        45.0559       0.783064        32.2618     
  1179.62        2500.00                 NaN            NaN            NaN  0.318349        7.89896        8.45866        5.22703        45.0495       0.795168        32.2523     
  1178.23        2500.00                 NaN            NaN            NaN  0.379224        7.86381        8.46297        5.20065        45.0432       0.807059        32.2431     
  1176.85        2500.00                 NaN            NaN            NaN  0.439810        7.82909        8.46731        5.17424        45.0369       0.818877        32.2337     
  1175.47        2500.00                 NaN            NaN            NaN  0.498770        7.79589        8.47164        5.14803        45.0306       0.830589        32.2245     
  1174.09        2500.00                 NaN            NaN            NaN   7.76416       0.556098        8.47596        5.12203        45.0242       0.842186        32.2153     
  1172.71        2500.00                 NaN            NaN            NaN   7.73314       0.612191        8.48024        5.09654        45.0180       0.853580        32.2063     
  1171.33        2500.00                 NaN            NaN            NaN  0.696903        7.70471        8.48965        5.05081        45.0051       0.867378        32.1855     
  1169.94        2500.00                 NaN            NaN            NaN  0.723885        7.67208        8.48889        5.04547        45.0053       0.876166        32.1882     
  1168.56        2500.00                 NaN            NaN            NaN   7.62397       0.811809        8.49463        5.01051        44.9967       0.888567        32.1738     
  1167.18        2500.00                 NaN            NaN            NaN   7.61219       0.835344        8.49768        4.99411        44.9924       0.898518        32.1698     
  1165.80        2500.00                 NaN            NaN            NaN   7.58269       0.890836        8.50213        4.96844        44.9859       0.909550        32.1605     
  1164.42        2500.00                 NaN            NaN            NaN   7.36296        1.01942        8.48903        5.05288        45.0298       0.865413        32.1805     
  1163.04        2500.00                 NaN            NaN            NaN   7.29640        1.44380        8.54450        4.83675        44.9168       0.890418        32.0714     
  1161.65        2500.00                 NaN            NaN            NaN   7.29640        1.44380        8.54450        4.83675        44.9168       0.890418        32.0714     
  1160.27        2500.00                 NaN            NaN            NaN   7.29640        1.44380        8.54450        4.83675        44.9168       0.890418        32.0714     
  1158.89        2500.00                 NaN            NaN            NaN   7.29640        1.44380        8.54450        4.83675        44.9168       0.890418        32.0714     
  1157.51        2500.00                 NaN            NaN            NaN   7.26757        1.49963        8.55282        4.65515        44.9124        1.05737        32.0551     
  1156.13        2500.00                 NaN            NaN            NaN   7.26757        1.49963        8.55282        4.65515        44.9124        1.05737        32.0551     
  1154.75        2500.00                 NaN            NaN            NaN   7.26757        1.49963        8.55282        4.65515        44.9124        1.05737        32.0551     
  1153.36        2500.00                 NaN            NaN            NaN   7.26757        1.49963        8.55282        4.65515        44.9124        1.05737        32.0551     
  1151.98        2500.00                 NaN            NaN            NaN   7.26757        1.49963        8.55282        4.65515        44.9124        1.05737        32.0551     
  1150.60        2500.00                 NaN            NaN            NaN   7.26757        1.49963        8.55282        4.65515        44.9124        1.05737        32.0551     
  1149.22        2500.00                 NaN            NaN            NaN   7.26757        1.49963        8.55282        4.65515        44.9124        1.05737        32.0551     
  1147.84        2500.00                 NaN            NaN            NaN   7.26757        1.49963        8.55282        4.65515        44.9124        1.05737        32.0551     
  1146.46        2500.00                 NaN            NaN            NaN   1.62429        7.20210        8.56584        4.61885        44.8927        1.06071        32.0355     
  1145.07        2500.00                 NaN            NaN            NaN   7.20984        1.64413        8.57100        4.60066        44.8870        1.06270        32.0247     
  1143.69        2500.00                 NaN            NaN            NaN   7.20984        1.64413        8.57100        4.60066        44.8870        1.06270        32.0247     
  1142.31        2500.00                 NaN            NaN            NaN   7.15019        1.74533        8.58037        4.57586        44.8710        1.06479        32.0125     
  1140.93        2500.00                 NaN            NaN            NaN   7.14215        1.76045        8.58297        4.54009        44.8701        1.09605        32.0081     
  1139.55        2500.00                 NaN            NaN            NaN   7.14215        1.76045        8.58297        4.54009        44.8701        1.09605        32.0081     
  1138.17        2500.00                 NaN            NaN            NaN   7.14215        1.76045        8.58297        4.54009        44.8701        1.09605        32.0081     
  1136.78        2500.00                 NaN            NaN            NaN   1.90778        7.06473        8.59501        4.49782        44.8489        1.09972        31.9861     
  1135.40        2500.00                 NaN            NaN            NaN   1.92626        7.05562        8.59781        4.46147        44.8478        1.13024        31.9808     
  1134.02        2500.00                 NaN            NaN            NaN   7.04638        1.98610        8.60597        4.42929        44.8379        1.13307        31.9613     
  1132.64        2500.00                 NaN            NaN            NaN   7.04638        1.98610        8.60597        4.42929        44.8379        1.13307        31.9613     
  1131.26        2500.00                 NaN            NaN            NaN   6.97250        2.13016        8.61814        4.38711        44.8165        1.13647        31.9391     
  1129.88        2500.00                 NaN            NaN            NaN   6.96369        2.14810        8.62095        4.35219        44.8154        1.16565        31.9340     
  1128.49        2500.00                 NaN            NaN            NaN   6.96369        2.14810        8.62095        4.35219        44.8154        1.16565        31.9340     
  1127.11        2500.00                 NaN            NaN            NaN   6.96369        2.14810        8.62095        4.35219        44.8154        1.16565        31.9340     
  1125.73        2500.00                 NaN            NaN            NaN   2.28600        6.89355        8.63280        4.31193        44.7942        1.16861        31.9129     
  1124.35        2500.00                 NaN            NaN            NaN   2.30309        6.88504        8.63557        4.27839        44.7933        1.19667        31.9080     
  1122.97        2500.00                 NaN            NaN            NaN   6.87419        2.37443        8.64538        4.24048        44.7813        1.19952        31.8847     
  1121.59        2500.00                 NaN            NaN            NaN   6.87419        2.37443        8.64538        4.24048        44.7813        1.19952        31.8847     
  1120.20        2500.00                 NaN            NaN            NaN   2.51029        6.80693        8.65745        4.20000        44.7597        1.20225        31.8633     
  1118.82        2500.00                 NaN            NaN            NaN   2.52692        6.79870        8.66022        4.16785        44.7588        1.22899        31.8585     
  1117.44        2500.00                 NaN            NaN            NaN   2.52692        6.79870        8.66022        4.16785        44.7588        1.22899        31.8585     
  1116.06        2500.00                 NaN            NaN            NaN   2.52692        6.79870        8.66022        4.16785        44.7588        1.22899        31.8585     
  1114.68        2500.00                 NaN            NaN            NaN   2.52692        6.79870        8.66022        4.16785        44.7588        1.22899        31.8585     
  1113.30        2500.00                 NaN            NaN            NaN   2.52692        6.79870        8.66022        4.16785        44.7588        1.22899        31.8585     
  1111.91        2500.00                 NaN            NaN            NaN   6.67975        2.81274        8.69177        4.06847        44.7084        1.23515        31.8037     
  1110.53        2500.00                 NaN            NaN            NaN   6.66490        2.84151        8.69716        4.00938        44.7069        1.28489        31.7952     
  1109.15        2500.00                 NaN            NaN            NaN   6.66490        2.84151        8.69716        4.00938        44.7069        1.28489        31.7952     
  1107.77        2500.00                 NaN            NaN            NaN   6.66490        2.84151        8.69716        4.00938        44.7069        1.28489        31.7952     
  1106.39        2500.00                 NaN            NaN            NaN   6.66490        2.84151        8.69716        4.00938        44.7069        1.28489        31.7952     
  1105.01        2500.00                 NaN            NaN            NaN   6.66490        2.84151        8.69716        4.00938        44.7069        1.28489        31.7952     
  1103.62        2500.00                 NaN            NaN            NaN   2.95847        6.60817        8.70841        3.97492        44.6862        1.28652        31.7773     
  1102.24        2500.00                 NaN            NaN            NaN   2.97263        6.60087        8.71107        3.94691        44.6856        1.30987        31.7731     
  1100.86        2500.00                 NaN            NaN            NaN   6.58469        3.06915        8.72413        3.89803        44.6694        1.31226        31.7424     
  1099.48        2500.00                 NaN            NaN            NaN   6.58469        3.06915        8.72413        3.89803        44.6694        1.31226        31.7424     
  1098.10        2500.00                 NaN            NaN            NaN   3.20308        6.52306        8.73674        3.85643        44.6465        1.31414        31.7200     
  1096.72        2500.00                 NaN            NaN            NaN   3.21845        6.51547        8.73952        3.82877        44.6457        1.33658        31.7155     
  1095.33        2500.00                 NaN            NaN            NaN   3.21845        6.51547        8.73952        3.82877        44.6457        1.33658        31.7155     
  1093.95        2500.00                 NaN            NaN            NaN   3.21845        6.51547        8.73952        3.82877        44.6457        1.33658        31.7155     
  1092.57        2500.00                 NaN            NaN            NaN   3.33524        6.46132        8.75108        3.79332        44.6244        1.33787        31.6968     
  1091.19        2500.00                 NaN            NaN            NaN   3.34857        6.45438        8.75372        3.76760        44.6238        1.35914        31.6928     
  1089.81        2500.00                 NaN            NaN            NaN   3.34858        6.45437        8.75372        3.76760        44.6238        1.35914        31.6928     
  1088.43        2500.00                 NaN            NaN            NaN   6.45874        3.42938        8.76606        3.71218        44.6129        1.36381        31.6569     
  1087.04        2500.00                 NaN            NaN            NaN   6.45874        3.42938        8.76606        3.71218        44.6129        1.36381        31.6569     
  1085.66        2500.00                 NaN            NaN            NaN   3.61218        6.36817        8.78772        3.64022        44.5770        1.38516        31.6296     
  1084.28        2500.00                 NaN            NaN            NaN   3.61218        6.36817        8.78772        3.64022        44.5770        1.38516        31.6296     
  1082.90        2500.00                 NaN            NaN            NaN   3.61218        6.36817        8.78772        3.64022        44.5770        1.38516        31.6296     
  1081.52        2500.00                 NaN            NaN            NaN   3.61218        6.36817        8.78772        3.64022        44.5770        1.38516        31.6296     
  1080.14        2500.00                 NaN            NaN            NaN   3.62587        6.36128        8.79040        3.61608        44.5764        1.40453        31.6255     
  1078.75        2500.00                 NaN            NaN            NaN   6.30129        3.83546        8.81701        3.52971        44.5362        1.40652        31.5738     
  1077.37        2500.00                 NaN            NaN            NaN   6.30129        3.83546        8.81701        3.52971        44.5362        1.40652        31.5738     
  1075.99        2500.00                 NaN            NaN            NaN   6.30130        3.83546        8.81701        3.52971        44.5362        1.40653        31.5738     
  1074.61        2500.00                 NaN            NaN            NaN   6.29483        3.84752        8.81969        3.50747        44.5358        1.42459        31.5701     
  1073.23        2500.00                 NaN            NaN            NaN   3.94278        6.25396        8.83056        3.47789        44.5151        1.42495        31.5548     
  1071.85        2500.00                 NaN            NaN            NaN   3.94279        6.25396        8.83056        3.47789        44.5151        1.42495        31.5548     
  1070.46        2500.00                 NaN            NaN            NaN   3.94279        6.25395        8.83056        3.47788        44.5151        1.42496        31.5548     
  1069.08        2500.00                 NaN            NaN            NaN   3.95283        6.24869        8.83271        3.45716        44.5147        1.44227        31.5517     
  1067.70        2500.00                 NaN            NaN            NaN   4.23727        6.15872        8.85611        3.35133        44.4732        1.43941        31.4840     
  1066.32        2500.00                 NaN            NaN            NaN   6.16672        4.23514        8.86524        3.34194        44.4655        1.44412        31.4813     
  1064.94        2500.00                 NaN            NaN            NaN   6.16672        4.23514        8.86524        3.34194        44.4655        1.44412        31.4813     
  1063.56        2500.00                 NaN            NaN            NaN   6.16019        4.24842        8.86790        3.32081        44.4650        1.46046        31.4773     
  1062.17        2500.00                 NaN            NaN            NaN   6.07332        4.44804        8.88526        3.26558        44.4275        1.45552        31.4448     
  1060.79        2500.00                 NaN            NaN            NaN   6.07839        4.48216        8.88641        3.23734        44.4287        1.46021        31.4268     
  1059.41        2500.00                 NaN            NaN            NaN   6.06290        4.53062        8.89251        3.21476        44.4197        1.46414        31.4154     
  1058.03        2500.00                 NaN            NaN            NaN   6.04762        4.57858        8.89859        3.19242        44.4107        1.46797        31.4041     
  1056.65        2500.00                 NaN            NaN            NaN   6.03193        4.62774        8.90478        3.16972        44.4016        1.47172        31.3925     
  1055.27        2500.00                 NaN            NaN            NaN   6.01449        4.68274        8.91141        3.14475        44.3918        1.47543        31.3794     
  1053.88        2500.00                 NaN            NaN            NaN   4.73280        5.99883        8.91770        3.12166        44.3825        1.47905        31.3675     
  1052.50        2500.00                 NaN            NaN            NaN   4.62721        6.04096        8.91627        3.14322        44.3938        1.49110        31.3874     
  1051.12        2500.00                 NaN            NaN            NaN   4.72246        6.00281        8.92785        3.11274        44.3716        1.49096        31.3715     
  1049.74        2500.00                 NaN            NaN            NaN   4.72246        6.00280        8.92785        3.11274        44.3716        1.49096        31.3715     
  1048.36        2500.00                 NaN            NaN            NaN   4.72254        6.00278        8.92786        3.11268        44.3716        1.49100        31.3715     
  1046.98        2500.00                 NaN            NaN            NaN   5.97464        4.84020        8.94948        3.05231        44.3422        1.50039        31.3408     
  1045.59        2500.00                 NaN            NaN            NaN   5.93275        4.95089        8.96242        3.01534        44.3179        1.50003        31.3207     
  1044.21        2500.00                 NaN            NaN            NaN   5.93275        4.95089        8.96242        3.01534        44.3179        1.50003        31.3207     
  1042.83        2500.00                 NaN            NaN            NaN   5.93275        4.95089        8.96242        3.01534        44.3179        1.50003        31.3207     
  1041.45        2500.00                 NaN            NaN            NaN   5.92719        4.96214        8.96480        2.99775        44.3174        1.51349        31.3172     
  1040.07        2500.00                 NaN            NaN            NaN   5.06976        5.88700        8.97761        2.96195        44.2927        1.51299        31.2980     
  1038.69        2500.00                 NaN            NaN            NaN   5.06990        5.88696        8.97761        2.96190        44.2927        1.51299        31.2979     
  1037.30        2500.00                 NaN            NaN            NaN   5.34095        5.81652        8.99533        2.84621        44.2665        1.51384        31.2207     
  1035.92        2500.00                 NaN            NaN            NaN   5.81390        5.32549        8.99836        2.85170        44.2630        1.51879        31.2288     
  1034.54        2500.00                 NaN            NaN            NaN   5.43930        5.78837        9.00875        2.79871        44.2471        1.52150        31.1962     
  1033.16        2500.00                 NaN            NaN            NaN   5.48948        5.77415        9.01541        2.77592        44.2372        1.52398        31.1839     
  1031.78        2500.00                 NaN            NaN            NaN   5.75866        5.54379        9.02236        2.75155        44.2268        1.52638        31.1704     
  1030.40        2500.00                 NaN            NaN            NaN   5.74250        5.60106        9.02957        2.72600        44.2160        1.52870        31.1562     
  1029.01        2500.00                 NaN            NaN            NaN   5.72640        5.65795        9.03679        2.70072        44.2051        1.53093        31.1421     
  1027.63        2500.00                 NaN            NaN            NaN   5.64379        5.92110        9.06522        2.59686        44.1673        1.53095        31.0747     
  1026.25        2500.00                 NaN            NaN            NaN   5.64376        5.92119        9.06523        2.59683        44.1673        1.53095        31.0747     
  1024.87        2500.00                 NaN            NaN            NaN   5.63895        5.93061        9.06737        2.58319        44.1670        1.54108        31.0718     
  1023.49        2500.00                 NaN            NaN            NaN   5.60026        6.03459        9.07954        2.54873        44.1440        1.54020        31.0527     
  1022.11        2500.00                 NaN            NaN            NaN   5.60026        6.03459        9.07954        2.54873        44.1440        1.54020        31.0527     
  1020.72        2500.00                 NaN            NaN            NaN   5.60026        6.03459        9.07954        2.54873        44.1440        1.54020        31.0527     
  1019.34        2500.00                 NaN            NaN            NaN   5.59586        6.04283        9.08154        2.53620        44.1438        1.54968        31.0501     
  1017.96        2500.00                 NaN            NaN            NaN   5.59586        6.04283        9.08154        2.53620        44.1438        1.54968        31.0501     
  1016.58        2500.00                 NaN            NaN            NaN   6.09392        5.57481        9.09566        2.52544        44.1119        1.54798        31.0503     
  1015.20        2500.00                 NaN            NaN            NaN   6.09392        5.57481        9.09566        2.52544        44.1119        1.54798        31.0503     
  1013.82        2500.00                 NaN            NaN            NaN   5.98890        5.64278        9.09365        2.52899        44.1258        1.56177        31.0581     
  1012.43        2500.00                 NaN            NaN            NaN   5.60273        6.21977        9.12287        2.42309        44.0866        1.55812        30.9868     
  1011.05        2500.00                 NaN            NaN            NaN   6.32491        5.56784        9.13647        2.38652        44.0606        1.55686        30.9668     
  1009.67        2500.00                 NaN            NaN            NaN   6.32491        5.56784        9.13647        2.38652        44.0606        1.55686        30.9668     
  1008.29        2500.00                 NaN            NaN            NaN   6.33277        5.56373        9.13839        2.37516        44.0605        1.56524        30.9643     
  1006.91        2500.00                 NaN            NaN            NaN   6.33277        5.56373        9.13839        2.37516        44.0605        1.56524        30.9643     
  1005.53        2500.00                 NaN            NaN            NaN   6.48213        5.50985        9.16448        2.33192        44.0122        1.55832        30.9411     
  1004.14        2500.00                 NaN            NaN            NaN   6.48214        5.50985        9.16449        2.33192        44.0122        1.55832        30.9411     
  1002.76        2500.00                 NaN            NaN            NaN   6.48923        5.50602        9.16630        2.32135        44.0120        1.56620        30.9389     
  1001.38        2500.00                 NaN            NaN            NaN   6.48924        5.50601        9.16631        2.32134        44.0120        1.56621        30.9389     
  1000.00        2500.00                 NaN            NaN            NaN   6.48925        5.50601        9.16631        2.32133        44.0120        1.56621        30.9389     
