|6.6.6
Archiving\03_Data\eqfrac/QFM/ALH/ALH_3.tab                                
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             Sp(TH)         San(TH)        ilm            q             
  1486.34        2500.00        99.0772                 NaN  0.625390E-002  0.348478       0.568018                 NaN            NaN            NaN            NaN            NaN
  1484.96        2500.00        99.0849                 NaN  0.277745E-001  0.573637       0.313688                 NaN            NaN            NaN            NaN            NaN
  1483.58        2500.00        99.0959                 NaN  0.709479E-001  0.245509       0.587634                 NaN            NaN            NaN            NaN            NaN
  1482.20        2500.00        99.1018                 NaN  0.562923E-001  0.576550       0.265406                 NaN            NaN            NaN            NaN            NaN
  1480.82        2500.00        99.1092                 NaN  0.628515E-001  0.574591       0.253344                 NaN            NaN            NaN            NaN            NaN
  1479.43        2500.00        99.1109                 NaN  0.461614E-001  0.565836       0.277060                 NaN            NaN            NaN            NaN            NaN
  1478.05        2500.00        99.1220                 NaN  0.516250E-001  0.266309       0.560059                 NaN            NaN            NaN            NaN            NaN
  1476.67        2500.00        99.1261                 NaN  0.511024E-001  0.558413       0.264365                 NaN            NaN            NaN            NaN            NaN
  1475.29        2500.00        99.1365                 NaN  0.493396E-001  0.549981       0.264178                 NaN            NaN            NaN            NaN            NaN
  1473.91        2500.00        99.1394                 NaN  0.483262E-001  0.547688       0.264554                 NaN            NaN            NaN            NaN            NaN
  1472.53        2500.00        99.1454                 NaN  0.471026E-001  0.543032       0.264469                 NaN            NaN            NaN            NaN            NaN
  1471.14        2500.00        99.1509                 NaN  0.459308E-001  0.539094       0.264068                 NaN            NaN            NaN            NaN            NaN
  1469.76        2500.00        99.1558                 NaN  0.447181E-001  0.534400       0.265043                 NaN            NaN            NaN            NaN            NaN
  1468.38        2500.00        99.1621                 NaN  0.434961E-001  0.530248       0.264184                 NaN            NaN            NaN            NaN            NaN
  1467.00        2500.00        99.1672                 NaN  0.424352E-001  0.526534       0.263803                 NaN            NaN            NaN            NaN            NaN
  1465.62        2500.00        99.1729                 NaN  0.411872E-001  0.263865       0.522049                 NaN            NaN            NaN            NaN            NaN
  1464.24        2500.00        98.2688                 NaN  0.836298E-001   1.09299       0.554565                 NaN            NaN            NaN            NaN            NaN
  1462.85        2500.00        99.9163                 NaN  0.402345E-002  0.528858E-001  0.267828E-001            NaN            NaN            NaN            NaN            NaN
  1461.47        2500.00        99.3761                 NaN  0.288963E-001  0.202501       0.392460                 NaN            NaN            NaN            NaN            NaN
  1460.09        2500.00        99.1933                 NaN  0.368321E-001  0.507002       0.262899                 NaN            NaN            NaN            NaN            NaN
  1458.71        2500.00        99.1954                 NaN  0.359865E-001  0.262779       0.505881                 NaN            NaN            NaN            NaN            NaN
  1457.33        2500.00        99.2043                 NaN  0.346854E-001  0.499571       0.261460                 NaN            NaN            NaN            NaN            NaN
  1455.95        2500.00        99.2082                 NaN  0.336010E-001  0.496052       0.262194                 NaN            NaN            NaN            NaN            NaN
  1454.56        2500.00        99.2119                 NaN  0.326392E-001  0.262297       0.493133                 NaN            NaN            NaN            NaN            NaN
  1453.18        2500.00        99.2156                 NaN  0.317475E-001  0.490945       0.261676                 NaN            NaN            NaN            NaN            NaN
  1451.80        2500.00        99.2227                 NaN  0.304848E-001  0.485331       0.261439                 NaN            NaN            NaN            NaN            NaN
  1450.42        2500.00        99.2244                 NaN  0.299486E-001  0.261666       0.483976                 NaN            NaN            NaN            NaN            NaN
  1449.04        2500.00        99.2358                 NaN  0.651456E-001  0.206877       0.492141                 NaN            NaN            NaN            NaN            NaN
  1447.66        2500.00        99.2291                 NaN  0.177332E-004  0.468418       0.302459                 NaN            NaN            NaN            NaN            NaN
  1446.27        2500.00        99.0073                 NaN  0.258056E-001  0.614271       0.352672                 NaN            NaN            NaN            NaN            NaN
  1444.89        2500.00        99.4716                 NaN  0.178970E-001  0.182480       0.327999                 NaN            NaN            NaN            NaN            NaN
  1443.51        2500.00        99.2459                 NaN  0.249532E-001  0.468269       0.260908                 NaN            NaN            NaN            NaN            NaN
  1442.13        2500.00        99.2495                 NaN  0.240377E-001  0.465728       0.260719                 NaN            NaN            NaN            NaN            NaN
  1440.75        2500.00        99.2531                 NaN  0.231512E-001  0.463206       0.260520                 NaN            NaN            NaN            NaN            NaN
  1439.37        2500.00        99.2568                 NaN  0.222908E-001  0.260641       0.460262                 NaN            NaN            NaN            NaN            NaN
  1437.98        2500.00        99.2591                 NaN  0.215430E-001  0.260693       0.458706                 NaN            NaN            NaN            NaN            NaN
  1436.60        2500.00        99.2649                 NaN  0.204759E-001  0.259928       0.454710                 NaN            NaN            NaN            NaN            NaN
  1435.22        2500.00        99.2662                 NaN  0.198804E-001  0.260085       0.453825                 NaN            NaN            NaN            NaN            NaN
  1433.84        2500.00        99.2712                 NaN  0.187170E-001  0.450234       0.259858                 NaN            NaN            NaN            NaN            NaN
  1432.46        2500.00        99.2734                 NaN  0.182356E-001  0.447523       0.260859                 NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        99.2760                 NaN  0.169553E-001  0.259657       0.447384                 NaN            NaN            NaN            NaN            NaN
  1429.69        2500.00        99.2813                 NaN  0.164498E-001  0.442705       0.259577                 NaN            NaN            NaN            NaN            NaN
  1428.31        2500.00        99.3331                 NaN  0.233439E-001  0.414139       0.229415                 NaN            NaN            NaN            NaN            NaN
  1426.93        2500.00        99.2343                 NaN  0.701525E-002  0.290616       0.468077                 NaN            NaN            NaN            NaN            NaN
  1425.55        2500.00        99.2853                 NaN  0.129442E-001  0.262163       0.439584                 NaN            NaN            NaN            NaN            NaN
  1424.17        2500.00        99.2941                 NaN  0.138126E-001  0.434407       0.257691                 NaN            NaN            NaN            NaN            NaN
  1422.79        2500.00        99.2938                 NaN  0.123393E-001  0.259914       0.433953                 NaN            NaN            NaN            NaN            NaN
  1421.40        2500.00        99.2962                 NaN  0.115465E-001  0.259908       0.432302                 NaN            NaN            NaN            NaN            NaN
  1420.02        2500.00        99.2992                 NaN  0.107692E-001  0.259892       0.430142                 NaN            NaN            NaN            NaN            NaN
  1418.64        2500.00        99.3004                 NaN  0.102018E-001  0.429372       0.260067                 NaN            NaN            NaN            NaN            NaN
  1417.26        2500.00        99.3039                 NaN  0.910492E-002  0.260137       0.426879                 NaN            NaN            NaN            NaN            NaN
  1415.88        2500.00        99.3057                 NaN  0.879414E-002  0.259952       0.425573                 NaN            NaN            NaN            NaN            NaN
  1414.50        2500.00        99.3065                 NaN  0.783214E-002  0.424965       0.260725                 NaN            NaN            NaN            NaN            NaN
  1413.11        2500.00        99.3103                 NaN  0.670834E-002  0.423208       0.259743                 NaN            NaN            NaN            NaN            NaN
  1411.73        2500.00        99.3116                 NaN  0.607383E-002  0.421616       0.260720                 NaN            NaN            NaN            NaN            NaN
  1410.35        2500.00        99.3131                 NaN  0.536554E-002  0.420352       0.261153                 NaN            NaN            NaN            NaN            NaN
  1408.97        2500.00        99.3157                 NaN  0.447400E-002  0.419003       0.260862                 NaN            NaN            NaN            NaN            NaN
  1407.59        2500.00        99.1353                 NaN  0.545409E-001  0.427974       0.267887       0.114347                 NaN            NaN            NaN            NaN
  1406.21        2500.00        98.5804                 NaN  0.212821       0.455402       0.283649       0.467774                 NaN            NaN            NaN            NaN
  1404.82        2500.00        98.5944                 NaN  0.213663       0.452284       0.276206       0.463407                 NaN            NaN            NaN            NaN
  1403.44        2500.00        98.6171                 NaN  0.212244       0.269359       0.445254       0.456042                 NaN            NaN            NaN            NaN
  1402.06        2500.00        98.6326                 NaN  0.212767       0.441808       0.261400       0.451415                 NaN            NaN            NaN            NaN
  1400.68        2500.00        98.6491                 NaN  0.212877       0.254782       0.436990       0.446208                 NaN            NaN            NaN            NaN
  1399.30        2500.00        98.6652                 NaN  0.212812       0.433036       0.247806       0.441154                 NaN            NaN            NaN            NaN
  1397.92        2500.00        98.6820                 NaN  0.212978       0.240787       0.428419       0.435818                 NaN            NaN            NaN            NaN
  1396.53        2500.00        98.6969                 NaN  0.213129       0.424500       0.234296       0.431175                 NaN            NaN            NaN            NaN
  1395.15        2500.00        98.7123                 NaN  0.213174       0.227742       0.420574       0.426181                 NaN            NaN            NaN            NaN
  1393.77        2500.00        98.7263                 NaN  0.213027       0.221750       0.416729       0.422203                 NaN            NaN            NaN            NaN
  1392.39        2500.00        98.7435                 NaN  0.212927       0.412099       0.215120       0.416352                 NaN            NaN            NaN            NaN
  1391.01        2500.00        98.7548                 NaN  0.213167       0.409593       0.209815       0.412654                 NaN            NaN            NaN            NaN
  1389.63        2500.00        98.7708                 NaN  0.213117       0.203416       0.404921       0.407714                 NaN            NaN            NaN            NaN
  1388.24        2500.00        98.7830                 NaN  0.213501       0.402080       0.197365       0.404064                 NaN            NaN            NaN            NaN
  1386.86        2500.00        98.7974                 NaN  0.213180       0.398255       0.191858       0.399319                 NaN            NaN            NaN            NaN
  1385.48        2500.00        98.8089                 NaN  0.213533       0.395566       0.186275       0.395679                 NaN            NaN            NaN            NaN
  1384.10        2500.00        98.8230                 NaN  0.213654       0.180682       0.391179       0.391490                 NaN            NaN            NaN            NaN
  1382.72        2500.00        98.8355                 NaN  0.213598       0.388707       0.174828       0.387348                 NaN            NaN            NaN            NaN
  1381.34        2500.00        98.8495                 NaN  0.212994       0.384625       0.170289       0.382619                 NaN            NaN            NaN            NaN
  1379.95        2500.00        98.8604                 NaN  0.213427       0.164701       0.382003       0.379469                 NaN            NaN            NaN            NaN
  1378.57        2500.00        98.8713                 NaN  0.213900       0.379547       0.159133       0.376155                 NaN            NaN            NaN            NaN
  1377.19        2500.00        98.8850                 NaN  0.213064       0.375427       0.155186       0.371304                 NaN            NaN            NaN            NaN
  1375.81        2500.00        98.8948                 NaN  0.213290       0.150531       0.373240       0.368102                 NaN            NaN            NaN            NaN
  1374.43        2500.00        98.8522                 NaN  0.175873       0.378902       0.198120       0.370247       0.246991E-001            NaN            NaN            NaN
  1373.05        2500.00        98.7952                 NaN  0.130150       0.394863       0.253398       0.373247       0.531695E-001            NaN            NaN            NaN
  1371.66        2500.00        98.7390                 NaN  0.888659E-001  0.300388       0.416924       0.376007       0.788274E-001            NaN            NaN            NaN
  1370.28        2500.00        98.6505                 NaN  0.264965E-001  0.371711       0.454438       0.381011       0.115891                 NaN            NaN            NaN
  1368.90        2500.00        98.5753                 NaN            NaN  0.393493       0.493081       0.391951       0.146214                 NaN            NaN            NaN
  1367.52        2500.00        98.5373                 NaN            NaN  0.517670       0.380866       0.400819       0.163311                 NaN            NaN            NaN
  1366.14        2500.00        98.5153                 NaN            NaN  0.369090       0.534581       0.405903       0.175129                 NaN            NaN            NaN
  1364.76        2500.00        98.5135                 NaN            NaN  0.541619       0.357478       0.405946       0.181418                 NaN            NaN            NaN
  1363.38        2500.00        98.5236                 NaN            NaN  0.541325       0.348092       0.403386       0.183570                 NaN            NaN            NaN
  1361.99        2500.00        98.5406                 NaN            NaN  0.536767       0.339836       0.399315       0.183483                 NaN            NaN            NaN
  1360.61        2500.00        98.5671                 NaN            NaN  0.333920       0.525361       0.393465       0.180114                 NaN            NaN            NaN
  1359.23        2500.00        98.5843                 NaN            NaN  0.522511       0.323979       0.388525       0.180652                 NaN            NaN            NaN
  1357.85        2500.00        98.6068                 NaN            NaN  0.316937       0.514658       0.383308       0.178331                 NaN            NaN            NaN
  1356.47        2500.00        98.6303                 NaN            NaN  0.310819       0.505309       0.377926       0.175603                 NaN            NaN            NaN
  1355.09        2500.00        98.6574                 NaN            NaN  0.495226       0.303857       0.371029       0.172465                 NaN            NaN            NaN
  1353.70        2500.00        98.6821                 NaN            NaN  0.485345       0.297924       0.365260       0.169411                 NaN            NaN            NaN
  1352.32        2500.00        98.7061                 NaN            NaN  0.475771       0.292217       0.359432       0.166451                 NaN            NaN            NaN
  1350.94        2500.00        98.7304                 NaN            NaN  0.466214       0.286501       0.353531       0.163372                 NaN            NaN            NaN
  1349.56        2500.00        98.7536                 NaN            NaN  0.456982       0.281129       0.347908       0.160393                 NaN            NaN            NaN
  1348.18        2500.00        98.7766                 NaN            NaN  0.447386       0.276333       0.342430       0.157285                 NaN            NaN            NaN
  1346.80        2500.00        98.7989                 NaN            NaN  0.438760       0.271046       0.336859       0.154392                 NaN            NaN            NaN
  1345.41        2500.00        98.8211                 NaN            NaN  0.266694       0.429172       0.331627       0.151408                 NaN            NaN            NaN
  1344.03        2500.00        98.8425                 NaN            NaN  0.261487       0.421220       0.326157       0.148604                 NaN            NaN            NaN
  1342.65        2500.00        98.8643                 NaN            NaN  0.412056       0.257142       0.320905       0.145589                 NaN            NaN            NaN
  1341.27        2500.00        98.8845                 NaN            NaN  0.403904       0.252710       0.316011       0.142871                 NaN            NaN            NaN
  1339.89        2500.00        98.9048                 NaN            NaN  0.395813       0.248261       0.311036       0.140138                 NaN            NaN            NaN
  1338.51        2500.00        98.9240                 NaN            NaN  0.387698       0.244678       0.306203       0.137391                 NaN            NaN            NaN
  1337.12        2500.00        98.9431                 NaN            NaN  0.380339       0.240123       0.301497       0.134930                 NaN            NaN            NaN
  1335.74        2500.00        98.9617                 NaN            NaN  0.372558       0.236704       0.296878       0.132184                 NaN            NaN            NaN
  1334.36        2500.00        98.9795                 NaN            NaN  0.365265       0.233001       0.292537       0.129691                 NaN            NaN            NaN
  1332.98        2500.00        98.9977                 NaN            NaN  0.358004       0.229205       0.287917       0.127205                 NaN            NaN            NaN
  1331.60        2500.00        99.0150                 NaN            NaN  0.225694       0.350921       0.283643       0.124771                 NaN            NaN            NaN
  1330.22        2500.00        99.0318                 NaN            NaN  0.344261       0.222196       0.279353       0.122425                 NaN            NaN            NaN
  1328.83        2500.00        99.0486                 NaN            NaN  0.337210       0.219089       0.275055       0.120062                 NaN            NaN            NaN
  1327.45        2500.00        99.0639                 NaN            NaN  0.215826       0.331096       0.271364       0.117764                 NaN            NaN            NaN
  1326.07        2500.00        99.0798                 NaN            NaN  0.324560       0.212895       0.267203       0.115548                 NaN            NaN            NaN
  1324.69        2500.00        99.0953                 NaN            NaN  0.318155       0.209981       0.263328       0.113215                 NaN            NaN            NaN
  1323.31        2500.00        99.1099                 NaN            NaN  0.312287       0.207020       0.259705       0.111112                 NaN            NaN            NaN
  1321.93        2500.00        99.1247                 NaN            NaN  0.306481       0.203887       0.255804       0.109083                 NaN            NaN            NaN
  1320.54        2500.00        99.1391                 NaN            NaN  0.300418       0.201386       0.252198       0.106887                 NaN            NaN            NaN
  1319.16        2500.00        99.1530                 NaN            NaN  0.294677       0.198803       0.248714       0.104784                 NaN            NaN            NaN
  1317.78        2500.00        99.1662                 NaN            NaN  0.289304       0.196390       0.245271       0.102830                 NaN            NaN            NaN
  1316.40        2500.00        99.1800                 NaN            NaN  0.283836       0.193633       0.241641       0.100914                 NaN            NaN            NaN
  1315.02        2500.00        99.1925                 NaN            NaN  0.191287       0.278774       0.238476       0.989486E-001            NaN            NaN            NaN
  1313.64        2500.00        99.2054                 NaN            NaN  0.273558       0.188855       0.235121       0.970593E-001            NaN            NaN            NaN
  1312.25        2500.00        99.2177                 NaN            NaN  0.186831       0.268252       0.232056       0.951910E-001            NaN            NaN            NaN
  1310.87        2500.00        99.2287                 NaN            NaN  0.184922       0.263671       0.229225       0.934361E-001            NaN            NaN            NaN
  1309.49        2500.00        99.2429                 NaN            NaN  0.258291       0.182158       0.225301       0.913756E-001            NaN            NaN            NaN
  1308.11        2500.00        99.2532                 NaN            NaN  0.180500       0.253860       0.222726       0.897210E-001            NaN            NaN            NaN
  1306.73        2500.00        99.2643                 NaN            NaN  0.249376       0.178489       0.219868       0.880086E-001            NaN            NaN            NaN
  1305.35        2500.00        99.2753                 NaN            NaN  0.176655       0.244748       0.216998       0.863158E-001            NaN            NaN            NaN
  1303.96        2500.00        99.2868                 NaN            NaN  0.240204       0.174481       0.213973       0.845153E-001            NaN            NaN            NaN
  1302.58        2500.00        99.2966                 NaN            NaN  0.173075       0.236045       0.211345       0.829493E-001            NaN            NaN            NaN
  1301.20        2500.00        99.3073                 NaN            NaN  0.231551       0.171251       0.208597       0.813072E-001            NaN            NaN            NaN
  1299.82        2500.00        99.3174                 NaN            NaN  0.227641       0.169374       0.205863       0.797443E-001            NaN            NaN            NaN
  1298.44        2500.00        99.3272                 NaN            NaN  0.167876       0.223410       0.203312       0.781721E-001            NaN            NaN            NaN
  1297.06        2500.00        77.6724                 NaN            NaN   2.47509        2.53742        2.87462        1.07229        13.3682                 NaN            NaN
  1295.67        2500.00        75.9374                 NaN            NaN   2.58960        2.74707        3.08508        1.12777        14.5130                 NaN            NaN
  1294.29        2500.00        80.6861                 NaN            NaN   2.05931        2.22664        2.49409       0.898971        11.6349                 NaN            NaN
  1292.91        2500.00        83.9813                 NaN            NaN   1.86186        1.69408        2.08272       0.741682        9.63834                 NaN            NaN
  1291.53        2500.00        86.0408                 NaN            NaN   1.63484        1.46420        1.82739       0.643840        8.38893                 NaN            NaN
  1290.15        2500.00        84.5355                 NaN            NaN   1.80032        1.68326        2.05811       0.672682        9.25009                 NaN            NaN
  1288.77        2500.00        92.7130                 NaN            NaN  0.892522       0.731084       0.956699       0.333534        4.37313                 NaN            NaN
  1287.38        2500.00        91.2823                 NaN            NaN  0.915526        1.00876        1.15825       0.409418        5.22574                 NaN            NaN
  1286.00        2500.00        91.5304                 NaN            NaN  0.989952       0.874781        1.13415       0.395812        5.07487                 NaN            NaN
  1284.62        2500.00        92.6060                 NaN            NaN  0.859177       0.764764       0.993616       0.351873        4.42456                 NaN            NaN
  1283.24        2500.00        95.5755                 NaN            NaN  0.454038       0.523423       0.593796       0.192256        2.66100                 NaN            NaN
  1281.86        2500.00        86.1498                 NaN            NaN   1.68228        1.39426        1.93359       0.689039        8.15107                 NaN            NaN
  1280.48        2500.00        90.7709                 NaN            NaN  0.958220        1.01810        1.16953       0.214826        5.69365       0.174826                 NaN
  1279.09        2500.00        99.7827                 NaN            NaN  0.291851E-001  0.206282E-001  0.288105E-001  0.411879E-002  0.129679       0.491044E-002            NaN
  1277.71        2500.00        98.2578                 NaN            NaN  0.163782       0.233452       0.239678       0.299306E-001   1.02908       0.462996E-001            NaN
  1276.33        2500.00        99.7716                 NaN            NaN  0.529602E-002  0.318251E-001  0.251311E-001  0.106343E-001  0.155531                 NaN            NaN
  1274.95        2500.00        80.4525                 NaN            NaN   1.76988        2.73287        2.63571       0.280805        11.6461       0.482106                 NaN
  1273.57        2500.00        99.9630                 NaN            NaN            NaN            NaN  0.781526E-002            NaN  0.291744E-001            NaN            NaN
  1272.19        2500.00        99.7338                 NaN            NaN  0.374370E-001  0.209746E-001  0.272835E-001  0.958448E-002  0.167993       0.288506E-002            NaN
  1270.80        2500.00        97.9405                 NaN            NaN  0.301307       0.176144       0.291470       0.308094E-001   1.20200       0.577335E-001            NaN
  1269.42        2500.00        90.6911                 NaN            NaN   1.22325       0.867887        1.24791       0.153191        5.59885       0.217807                 NaN
  1268.04        2500.00        93.6574                 NaN            NaN  0.843743       0.583656       0.864054       0.104569        3.79282       0.153777                 NaN
  1266.66        2500.00        99.7426                 NaN            NaN  0.227456E-001  0.378840E-001  0.377321E-001  0.395978E-002  0.147433       0.766258E-002            NaN
  1265.28        2500.00        99.6425                 NaN            NaN  0.281686E-001  0.476874E-001  0.459233E-001            NaN  0.220081       0.156254E-001            NaN
  1263.90        2500.00        91.3124                 NaN            NaN  0.805935        1.15592        1.18739       0.147136        5.19026       0.200908                 NaN
  1262.51        2500.00        94.6013                 NaN            NaN  0.494199       0.715974       0.739841       0.919571E-001   3.22845       0.128256                 NaN
  1261.13        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1259.75        2500.00        95.2646                 NaN            NaN  0.614553       0.435759       0.649869       0.834788E-001   2.83981       0.111958                 NaN
  1258.37        2500.00        96.8092                 NaN            NaN  0.408231       0.295348       0.438373       0.582172E-001   1.91585       0.747574E-001            NaN
  1256.99        2500.00        96.8893                 NaN            NaN  0.288615       0.392246       0.427563       0.586001E-001   1.87143       0.722556E-001            NaN
  1255.61        2500.00        97.2089                 NaN            NaN  0.526953                 NaN  0.395500       0.113762        1.68457       0.703663E-001            NaN
  1254.22        2500.00        99.8236                 NaN            NaN  0.354891E-001  0.886572E-002  0.250226E-001            NaN  0.102277       0.474347E-002            NaN
  1252.84        2500.00        90.4581                 NaN            NaN   1.71603       0.520166        1.30341       0.553627E-001   5.72127       0.225673                 NaN
  1251.46        2500.00        99.5147                 NaN            NaN  0.661929E-001  0.321692E-001  0.634664E-001  0.879495E-002  0.306947       0.772369E-002            NaN
  1250.08        2500.00        99.9703                 NaN            NaN  0.113815E-001  0.114615E-004  0.396083E-002            NaN  0.129245E-001  0.138581E-002            NaN
  1248.70        2500.00        99.1780                 NaN            NaN  0.981645E-001  0.747446E-001  0.110330       0.147553E-001  0.505065       0.189753E-001            NaN
  1247.32        2500.00        91.7017                 NaN            NaN   1.13110       0.711624        1.15952       0.130704        4.96829       0.197038                 NaN
  1245.93        2500.00        99.6517                 NaN            NaN  0.194117E-001  0.981156E-001  0.757861E-001  0.509535E-004  0.135025       0.199430E-001            NaN
  1244.55        2500.00        99.3298                 NaN            NaN  0.233756E-002  0.500979E-001  0.537116E-001  0.400846E-001  0.523959                 NaN            NaN
  1243.17        2500.00        97.7426                 NaN            NaN  0.482653                 NaN  0.343222       0.110028        1.31032       0.111679E-001            NaN
  1241.79        2500.00        97.5145                 NaN            NaN  0.510209                 NaN  0.297350                 NaN   1.60076       0.771755E-001            NaN
  1240.41        2500.00        96.4717                 NaN            NaN  0.155733       0.509922       0.472790       0.115582        2.20097       0.733233E-001            NaN
  1239.03        2500.00       100.0000                 NaN            NaN  0.260547E-005            NaN  0.254269E-005  0.185438E-005            NaN            NaN            NaN
  1237.64        2500.00        97.7860                 NaN            NaN  0.533780       0.116436E-001  0.315137       0.995192E-002   1.29946       0.439953E-001            NaN
  1236.26        2500.00        98.1036                 NaN            NaN  0.132464       0.292389       0.252620                 NaN   1.16888       0.500682E-001            NaN
