|6.6.6
Archiving\03_Data\eqfrac/QFM/WD94/WD94_3.tab                              
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1592.95        2500.00       0.172825E-001   99.7923       0.390783E-001  0.151355                 NaN            NaN            NaN            NaN            NaN            NaN
  1591.46        2500.00                 NaN   99.3465       0.550680       0.102827                 NaN            NaN            NaN            NaN            NaN            NaN
  1589.98        2500.00                 NaN   99.3131       0.601842       0.850468E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1588.49        2500.00       0.256112E-002   98.8141        1.02501       0.158297                 NaN            NaN            NaN            NaN            NaN            NaN
  1587.01        2500.00                 NaN   99.8434       0.138134       0.184519E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1585.52        2500.00                 NaN   99.3292       0.590429       0.803405E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1584.03        2500.00                 NaN   99.3373       0.581707       0.809773E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1582.55        2500.00                 NaN   99.3433       0.577475       0.792098E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1581.06        2500.00                 NaN   99.3477       0.573425       0.788866E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1579.58        2500.00                 NaN   99.3538       0.569525       0.766939E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1578.09        2500.00                 NaN   99.3600       0.564463       0.755469E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1576.60        2500.00                 NaN   99.1254       0.769456       0.105095                 NaN            NaN            NaN            NaN            NaN            NaN
  1575.12        2500.00                 NaN   99.6050       0.348500       0.464560E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1573.63        2500.00                 NaN   99.3817       0.545289       0.730403E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1572.14        2500.00                 NaN   99.3829       0.544823       0.722331E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1570.66        2500.00                 NaN   99.3851       0.543321       0.715359E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1569.17        2500.00                 NaN   99.3196       0.603561       0.768744E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1567.69        2500.00                 NaN   99.4712       0.468396       0.604279E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1566.20        2500.00                 NaN   99.4020       0.529561       0.684296E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1564.71        2500.00                 NaN   99.4091       0.523397       0.675465E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1563.23        2500.00                 NaN   99.4125       0.521376       0.661131E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1561.74        2500.00                 NaN   99.4164       0.519185       0.644267E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1560.26        2500.00                 NaN   99.4218       0.513416       0.647980E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1558.77        2500.00                 NaN   99.4270       0.509093       0.639116E-001            NaN            NaN            NaN            NaN            NaN            NaN
