|6.6.6
Archiving\03_Data\eq/QFM_m0.25/KHA22/KHA22_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       O(HP)          mang           Sp(TH)         pxmn           Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        2500.00        99.2482       0.388023       0.363807                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.2325       0.403671       0.363806                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.2169       0.419318       0.363805                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.2012       0.434965       0.363804                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.1856       0.450612       0.363803                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.1699       0.466259       0.363802                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.1543       0.481906       0.363801                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.1386       0.497553       0.363800                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.1230       0.513200       0.363799                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.0875       0.548672       0.363798                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.0521       0.584143       0.363796                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.0166       0.619615       0.363795                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        98.9811       0.655086       0.363794                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        98.9456       0.690557       0.363793                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        98.9102       0.726028       0.363792                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        98.8747       0.761498       0.363791                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        98.8392       0.796969       0.363790                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        98.7340       0.902163       0.363789                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        98.6289        1.00736       0.363789                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        98.5237        1.11255       0.363788                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        98.4185        1.21774       0.363787                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        98.3133        1.32294       0.363787                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        98.2081        1.42813       0.363786                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        98.1029        1.53332       0.363785                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        97.9977        1.63851       0.363785                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        97.7213        1.91492       0.363785                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        97.4449        2.19133       0.363786                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        97.1685        2.46774       0.363786                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        96.8921        2.74415       0.363787                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        96.4806        3.15565       0.363789                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        96.0691        3.56715       0.363790                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        95.5609        4.06939       0.356807                 NaN  0.129031E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        94.2065        5.18359       0.931073E-001  0.167856E-001  0.499962                 NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        93.2791        6.00539                 NaN  0.435900E-001  0.671938                 NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        92.6855        6.58012                 NaN  0.624670E-001  0.671943                 NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        92.0567        7.19037                 NaN  0.809962E-001  0.671949                 NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        91.4279        7.80063                 NaN  0.995257E-001  0.671955                 NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        90.7971        8.41357                 NaN  0.117374       0.671962                 NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        90.1663        9.02652                 NaN  0.135223       0.671968                 NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        89.5355        9.63948                 NaN  0.153072       0.671975                 NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        88.9046        10.2525                 NaN  0.170922       0.671981                 NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        88.2858        10.8546                 NaN  0.187619       0.671988                 NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        87.6669        11.4567                 NaN  0.204317       0.671996                 NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        87.0481        12.0589                 NaN  0.221015       0.672003                 NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        86.4292        12.6611                 NaN  0.237713       0.672010                 NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        85.8103        13.2633                 NaN  0.254412       0.672017                 NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        85.1914        13.8655                 NaN  0.271111       0.672024                 NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        84.5724        14.4677                 NaN  0.287810       0.672032                 NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        83.9535        15.0699                 NaN  0.304510       0.672039                 NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        83.3617        15.6463                 NaN  0.319879       0.672047                 NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        82.7699        16.2228                 NaN  0.335247       0.672055                 NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        82.1781        16.7992                 NaN  0.350617       0.672063                 NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        81.5863        17.3756                 NaN  0.365986       0.672071                 NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        80.9945        17.9521                 NaN  0.381356       0.672079                 NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        80.4026        18.5286                 NaN  0.396726       0.672087                 NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        79.8108        19.1050                 NaN  0.412097       0.672095                 NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        79.2189        19.6815                 NaN  0.427468       0.672102                 NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        78.6552        20.2311                 NaN  0.441605       0.672111                 NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        78.0915        20.7807                 NaN  0.455742       0.672119                 NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        77.5277        21.3302                 NaN  0.469880       0.672128                 NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        76.9640        21.8798                 NaN  0.484017       0.672136                 NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        76.4003        22.4294                 NaN  0.498156       0.672145                 NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        75.8365        22.9791                 NaN  0.512294       0.672153                 NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        75.2727        23.5287                 NaN  0.526433       0.672162                 NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        74.7089        24.0784                 NaN  0.540573       0.672170                 NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        74.1705        24.6037                 NaN  0.553608       0.672179                 NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        73.6322        25.1290                 NaN  0.566643       0.672188                 NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        73.0938        25.6543                 NaN  0.579679       0.672197                 NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        72.5554        26.1797                 NaN  0.592716       0.672206                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        72.0170        26.7051                 NaN  0.605752       0.672215                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        71.4786        27.2304                 NaN  0.618789       0.672224                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        2500.00        70.9401        27.7558                 NaN  0.631826       0.672233                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        2500.00        70.4017        28.2812                 NaN  0.644864       0.672242                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        2500.00        69.8860        28.7849                 NaN  0.656842       0.672251                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        2500.00        69.3704        29.2886                 NaN  0.668821       0.672260                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        2500.00        68.8547        29.7922                 NaN  0.680799       0.672269                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        2500.00        68.3390        30.2959                 NaN  0.692778       0.672278                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        2500.00        67.8233        30.7996                 NaN  0.704758       0.672288                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        2500.00        67.3076        31.3033                 NaN  0.716737       0.672297                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        2500.00        66.7919        31.8071                 NaN  0.728717       0.672306                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        2500.00        66.2762        32.3108                 NaN  0.740698       0.672315                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        2500.00        65.7826        32.7932                 NaN  0.751841       0.672324                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        2500.00        65.2890        33.2757                 NaN  0.762984       0.672334                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        2500.00        64.7954        33.7581                 NaN  0.774127       0.672343                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        2500.00        64.3018        34.2406                 NaN  0.785271       0.672352                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        2500.00        63.8082        34.7230                 NaN  0.796415       0.672362                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        2500.00        63.3146        35.2055                 NaN  0.807559       0.672371                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        2500.00        62.8209        35.6880                 NaN  0.818704       0.672380                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        2500.00        62.3272        36.1705                 NaN  0.829849       0.672390                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        2500.00        61.8573        36.6302                 NaN  0.840166       0.672399                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        2500.00        61.3873        37.0898                 NaN  0.850483       0.672408                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        2500.00        60.9173        37.5495                 NaN  0.860800       0.672417                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        2500.00        60.4473        38.0092                 NaN  0.871117       0.672426                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        2500.00        59.9772        38.4689                 NaN  0.881435       0.672436                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        2500.00        59.5072        38.9286                 NaN  0.891753       0.672445                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        2500.00        59.0371        39.3883                 NaN  0.902071       0.672454                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        2500.00        58.5671        39.8481                 NaN  0.912390       0.672463                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        2500.00        58.1224        40.2832                 NaN  0.921954       0.672472                 NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        2500.00        57.6777        40.7183                 NaN  0.931518       0.672481                 NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        2500.00        57.2330        41.1535                 NaN  0.941083       0.672490                 NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        2500.00        56.7882        41.5886                 NaN  0.950647       0.672499                 NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        2500.00        56.3435        42.0238                 NaN  0.960212       0.672508                 NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        2500.00        55.8987        42.4590                 NaN  0.969778       0.672517                 NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        2500.00        55.4540        42.8942                 NaN  0.979343       0.672526                 NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        55.0092        43.3294                 NaN  0.988909       0.672535                 NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        2500.00        54.5927        43.7367                 NaN  0.998087       0.672544                 NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        2500.00        54.1761        44.1440                 NaN   1.00727       0.672552                 NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        2500.00        53.7596        44.5514                 NaN   1.01644       0.672561                 NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        2500.00        53.3431        44.9587                 NaN   1.02562       0.672569                 NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        2500.00        52.9265        45.3661                 NaN   1.03480       0.672578                 NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        2500.00        52.5099        45.7735                 NaN   1.04398       0.672586                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        2500.00        52.0934        46.1809                 NaN   1.05316       0.672595                 NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        2500.00        51.6768        46.5883                 NaN   1.06234       0.672604                 NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        2500.00        51.2787        46.9776                 NaN   1.07108       0.672612                 NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        2500.00        50.8805        47.3670                 NaN   1.07981       0.672620                 NaN            NaN            NaN            NaN            NaN            NaN
  1631.41        2500.00        49.7538        47.5083                 NaN   1.07404       0.672631       0.991309                 NaN            NaN            NaN            NaN            NaN
  1628.21        2500.00        48.6152        47.6242                 NaN   1.06698       0.672642        2.02096                 NaN            NaN            NaN            NaN            NaN
  1625.00        2500.00        47.5836        47.7270                 NaN   1.05959       0.672651        2.95722                 NaN            NaN            NaN            NaN            NaN
  1621.79        2500.00        46.5519        47.8298                 NaN   1.05219       0.672661        3.89350                 NaN            NaN            NaN            NaN            NaN
  1618.59        2500.00        45.5202        47.9325                 NaN   1.04479       0.672671        4.82982                 NaN            NaN            NaN            NaN            NaN
  1615.38        2500.00        44.4884        48.0353                 NaN   1.03740       0.672680        5.76615                 NaN            NaN            NaN            NaN            NaN
  1612.18        2500.00        43.6563        48.1116                 NaN   1.02973       0.672688        6.52969                 NaN            NaN            NaN            NaN            NaN
  1608.97        2500.00        42.8242        48.1878                 NaN   1.02206       0.672696        7.29324                 NaN            NaN            NaN            NaN            NaN
  1605.77        2500.00        41.9920        48.2641                 NaN   1.01440       0.672704        8.05681                 NaN            NaN            NaN            NaN            NaN
  1602.56        2500.00        41.1599        48.3403                 NaN   1.00673       0.672711        8.82040                 NaN            NaN            NaN            NaN            NaN
  1599.36        2500.00        40.3277        48.4166                 NaN  0.999060       0.672719        9.58401                 NaN            NaN            NaN            NaN            NaN
  1596.15        2500.00        39.4954        48.4928                 NaN  0.991391       0.672727        10.3476                 NaN            NaN            NaN            NaN            NaN
  1592.95        2500.00        38.6632        48.5691                 NaN  0.983723       0.672735        11.1113                 NaN            NaN            NaN            NaN            NaN
  1589.74        2500.00        37.8310        48.6453                 NaN  0.976054       0.672743        11.8749                 NaN            NaN            NaN            NaN            NaN
  1586.54        2500.00        37.1814        48.6970                 NaN  0.967889       0.672749        12.4809                 NaN            NaN            NaN            NaN            NaN
  1583.33        2500.00        36.5319        48.7488                 NaN  0.959724       0.672755        13.0869                 NaN            NaN            NaN            NaN            NaN
  1580.13        2500.00        35.8823        48.8005                 NaN  0.951559       0.672761        13.6928                 NaN            NaN            NaN            NaN            NaN
  1576.92        2500.00        35.2327        48.8523                 NaN  0.943393       0.672767        14.2988                 NaN            NaN            NaN            NaN            NaN
  1573.72        2500.00        34.5831        48.9040                 NaN  0.935227       0.672773        14.9048                 NaN            NaN            NaN            NaN            NaN
  1570.51        2500.00        33.9335        48.9558                 NaN  0.927062       0.672779        15.5108                 NaN            NaN            NaN            NaN            NaN
  1567.31        2500.00        33.2839        49.0075                 NaN  0.918896       0.672784        16.1168                 NaN            NaN            NaN            NaN            NaN
  1564.10        2500.00        32.6343        49.0593                 NaN  0.910729       0.672790        16.7229                 NaN            NaN            NaN            NaN            NaN
  1560.90        2500.00        32.1049        49.0943                 NaN  0.901923       0.672795        17.2261                 NaN            NaN            NaN            NaN            NaN
  1557.69        2500.00        31.5754        49.1293                 NaN  0.893116       0.672800        17.7293                 NaN            NaN            NaN            NaN            NaN
  1554.49        2500.00        31.0460        49.1644                 NaN  0.884309       0.672804        18.2325                 NaN            NaN            NaN            NaN            NaN
  1551.28        2500.00        30.5165        49.1994                 NaN  0.875502       0.672809        18.7358                 NaN            NaN            NaN            NaN            NaN
