|6.6.6
Archiving\03_Data\fracLP/QFM_m3/KHA22/KHA22_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1964.91        500.000        99.5969       0.364397       0.386949E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1962.41        500.000        99.5969       0.364397       0.386949E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1959.90        500.000        99.5969       0.364397       0.386948E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1957.39        500.000        99.5969       0.364397       0.386948E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1954.89        500.000        99.5969       0.364396       0.386948E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1952.38        500.000        99.5969       0.364396       0.386947E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1949.87        500.000        99.5969       0.364396       0.386947E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1947.37        500.000        99.5969       0.364395       0.386947E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1944.86        500.000        99.5969       0.364395       0.386946E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.36        500.000        99.5969       0.364395       0.386946E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.85        500.000        99.5969       0.364395       0.386946E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1937.34        500.000        99.5969       0.364394       0.386946E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1934.84        500.000        99.5969       0.364394       0.386945E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.33        500.000        99.5969       0.364394       0.386945E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        500.000        99.5969       0.364393       0.386945E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        500.000        99.5969       0.364393       0.386944E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        500.000        99.5969       0.364393       0.386944E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        500.000        99.5969       0.364392       0.386944E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        500.000        99.5969       0.364392       0.386943E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        500.000        99.5969       0.364392       0.386943E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        500.000        99.5969       0.364391       0.386943E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        500.000        99.1886       0.364389       0.359914E-001  0.410987                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        99.9986                 NaN            NaN  0.140390E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        99.4212                 NaN            NaN  0.578812                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        99.3736                 NaN            NaN  0.626412                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        99.3773                 NaN            NaN  0.622735                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        99.3814                 NaN            NaN  0.618596                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        99.3830                 NaN            NaN  0.617035                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        99.3917                 NaN            NaN  0.608296                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        99.3919                 NaN            NaN  0.608131                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        99.4085                 NaN            NaN  0.591518                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        99.3861                 NaN            NaN  0.613892                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.4023                 NaN            NaN  0.597697                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.4017                 NaN            NaN  0.598294                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.4087                 NaN            NaN  0.591257                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.4121                 NaN            NaN  0.587897                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.4131                 NaN            NaN  0.586877                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.4181                 NaN            NaN  0.581857                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.4188                 NaN            NaN  0.581240                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.4220                 NaN            NaN  0.577978                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.4240                 NaN            NaN  0.576043                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.4207                 NaN            NaN  0.574036       0.524212E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.4127                 NaN            NaN  0.570981       0.163023E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.4156                 NaN            NaN  0.568139       0.162254E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.4168                 NaN            NaN  0.566959       0.162157E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.4184                 NaN            NaN  0.565401       0.161694E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.4201                 NaN            NaN  0.563759       0.161896E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.4229                 NaN            NaN  0.561028       0.160365E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.4242                 NaN            NaN  0.559742       0.160160E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.4243                 NaN            NaN  0.559718       0.160054E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.4260                 NaN            NaN  0.558061       0.159145E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.4290                 NaN            NaN  0.555186       0.158543E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.4278                 NaN            NaN  0.556363       0.158689E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.4309                 NaN            NaN  0.553375       0.157663E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.6185                 NaN            NaN  0.370926       0.105259E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.2444                 NaN            NaN  0.734750       0.208842E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        98.9216                 NaN            NaN   1.04838       0.300221E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.9503                 NaN            NaN  0.484464E-001  0.127606E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.4359                 NaN            NaN  0.548558       0.155353E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.4343                 NaN            NaN  0.550131       0.155554E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.4347                 NaN            NaN  0.549826       0.155036E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.4366                 NaN            NaN  0.547915       0.154445E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.4364                 NaN            NaN  0.548213       0.153646E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.4361                 NaN            NaN  0.548561       0.153764E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.4373                 NaN            NaN  0.547382       0.152943E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.4365                 NaN            NaN  0.548204       0.152673E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.4369                 NaN            NaN  0.547849       0.152259E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.4361                 NaN            NaN  0.548733       0.152057E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.4359                 NaN            NaN  0.548945       0.151532E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.4355                 NaN            NaN  0.549396       0.151201E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.4433                 NaN            NaN  0.541814       0.148782E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.4234                 NaN            NaN  0.561208       0.153980E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.4356                 NaN            NaN  0.549407       0.149544E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.4363                 NaN            NaN  0.548822       0.148677E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.4295                 NaN            NaN  0.555463       0.150421E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.4350                 NaN            NaN  0.550194       0.147831E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.4025                 NaN            NaN  0.581879       0.156641E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.4583                 NaN            NaN  0.527728       0.140028E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.4280                 NaN            NaN  0.557202       0.147963E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.4267                 NaN            NaN  0.558522       0.147807E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.4257                 NaN            NaN  0.559570       0.147476E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.4258                 NaN            NaN  0.559531       0.146385E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.4231                 NaN            NaN  0.562291       0.146502E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.8404                 NaN            NaN  0.155473       0.415802E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.0015                 NaN            NaN  0.973470       0.250442E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.4176                 NaN            NaN  0.567801       0.145772E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.4171                 NaN            NaN  0.568403       0.145116E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.4126                 NaN            NaN  0.572825       0.145456E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.4141                 NaN            NaN  0.571485       0.144305E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.4102                 NaN            NaN  0.575384       0.144646E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.5020                 NaN            NaN  0.485752       0.122429E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.3116                 NaN            NaN  0.671752       0.166466E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.4080                 NaN            NaN  0.577729       0.142698E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        98.9920                 NaN            NaN  0.983824       0.241588E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.8438                 NaN            NaN  0.152512       0.364266E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.3637                 NaN            NaN  0.621249       0.150929E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.3940                 NaN            NaN  0.591735       0.142866E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.3957                 NaN            NaN  0.590094       0.141590E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.4322                 NaN            NaN  0.554542       0.132688E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.3502                 NaN            NaN  0.634756       0.150850E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.3877                 NaN            NaN  0.598221       0.141286E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.3862                 NaN            NaN  0.599710       0.141017E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.3835                 NaN            NaN  0.602403       0.140998E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.3805                 NaN            NaN  0.605376       0.140767E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.3788                 NaN            NaN  0.607134       0.140461E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.3772                 NaN            NaN  0.608769       0.140179E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.3740                 NaN            NaN  0.611967       0.140034E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.3726                 NaN            NaN  0.613424       0.139643E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.3680                 NaN            NaN  0.617988       0.140103E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.3705                 NaN            NaN  0.615609       0.138828E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.3651                 NaN            NaN  0.620954       0.139430E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.3652                 NaN            NaN  0.620899       0.138706E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.3540                 NaN            NaN  0.631911       0.141132E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.3693                 NaN            NaN  0.617102       0.136464E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.3592                 NaN            NaN  0.626960       0.138031E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.3571                 NaN            NaN  0.629072       0.137889E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.3546                 NaN            NaN  0.631613       0.137980E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.3488                 NaN            NaN  0.637312       0.138868E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.3592                 NaN            NaN  0.627238       0.135836E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.3524                 NaN            NaN  0.633891       0.136806E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.3501                 NaN            NaN  0.636231       0.136851E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.3493                 NaN            NaN  0.637010       0.136530E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.3480                 NaN            NaN  0.638377       0.136524E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.3489                 NaN            NaN  0.637490       0.135698E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.3469                 NaN            NaN  0.639521       0.135639E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.3467                 NaN            NaN  0.639743       0.135320E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.3455                 NaN            NaN  0.640975       0.135320E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.3463                 NaN            NaN  0.640194       0.134832E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.3456                 NaN            NaN  0.640924       0.134710E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.3460                 NaN            NaN  0.640555       0.134334E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.3462                 NaN            NaN  0.640412       0.134021E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.3467                 NaN            NaN  0.639943       0.133714E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.3534                 NaN            NaN  0.633303       0.133388E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.3417                 NaN            NaN  0.644990       0.133166E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.2912                 NaN            NaN  0.694347       0.144082E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.8376                 NaN            NaN  0.159142       0.330794E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        98.9198                 NaN            NaN   1.05820       0.219680E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        98.8043                 NaN            NaN   1.17129       0.243936E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.9017                 NaN            NaN  0.964028E-001  0.186332E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.3622                 NaN            NaN  0.624748       0.130895E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.3495                 NaN            NaN  0.637419       0.130902E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.3585                 NaN            NaN  0.628458       0.130444E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.3603                 NaN            NaN  0.626682       0.129944E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.6177                 NaN            NaN  0.374469       0.784322E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.1100                 NaN            NaN  0.872068       0.179743E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.3674                 NaN            NaN  0.619675       0.128778E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.3318                 NaN            NaN  0.654573       0.135857E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.6187                 NaN            NaN  0.198461       0.238015E-002  0.180487                 NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.5169                 NaN            NaN  0.558747       0.487581E-002  0.919524                 NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.5740                 NaN            NaN  0.697746E-001            NaN   1.35625                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.6086                 NaN            NaN  0.680821E-001            NaN   1.32331                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.6293                 NaN            NaN  0.652325E-001            NaN   1.30543                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.6502                 NaN            NaN  0.621492E-001            NaN   1.28769                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.6737                 NaN            NaN  0.583005E-001            NaN   1.26802                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.6950                 NaN            NaN  0.561264E-001            NaN   1.24889                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.7152                 NaN            NaN  0.533837E-001            NaN   1.23137                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.7372                 NaN            NaN  0.507227E-001            NaN   1.21210                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.7561                 NaN            NaN  0.466030E-001            NaN   1.19727                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.7769                 NaN            NaN  0.456636E-001            NaN   1.17743                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        99.3509                 NaN            NaN  0.225747E-001            NaN  0.626551                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.2541                 NaN            NaN  0.536772E-001            NaN   1.69223                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.8356                 NaN            NaN  0.412169E-001            NaN   1.12321                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.8511                 NaN            NaN  0.375635E-001            NaN   1.11138                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.9507                 NaN            NaN  0.349930E-001            NaN   1.01426                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.8019                 NaN            NaN  0.309167E-001            NaN   1.16715                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.8063                 NaN            NaN  0.408244E-001            NaN   1.15292                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        99.0175                 NaN            NaN  0.261698E-001            NaN  0.956317                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.9330                 NaN            NaN  0.260480E-001            NaN   1.04099                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.9473                 NaN            NaN  0.235384E-001            NaN   1.02914                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.9611                 NaN            NaN  0.201635E-001            NaN   1.01878                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.9753                 NaN            NaN  0.194242E-001            NaN   1.00528                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        98.9902                 NaN            NaN  0.163379E-001            NaN  0.993427                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.0026                 NaN            NaN  0.125777E-001            NaN  0.984843                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.0119                 NaN            NaN  0.813142E-002            NaN  0.979956                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.0294                 NaN            NaN  0.815798E-002            NaN  0.962469                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.0366                 NaN            NaN  0.160188E-002            NaN  0.961778                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.0507                 NaN            NaN  0.340573E-005            NaN  0.949324                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.0634                 NaN            NaN  0.567940E-002            NaN  0.930958                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.0760                 NaN            NaN  0.104527E-001            NaN  0.913571                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.0882                 NaN            NaN  0.119149E-001            NaN  0.899896                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.1001                 NaN            NaN            NaN            NaN  0.899947                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.1101                 NaN            NaN  0.181241E-003            NaN  0.889720                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.1200                 NaN            NaN  0.818166E-003            NaN  0.879213                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.1289                 NaN            NaN            NaN            NaN  0.871149                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.1345                 NaN            NaN            NaN            NaN  0.865456                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.1533                 NaN            NaN            NaN            NaN  0.846742                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.1631                 NaN            NaN            NaN            NaN  0.836949                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.1666                 NaN            NaN  0.570688E-002            NaN  0.827720                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.1761                 NaN            NaN            NaN            NaN  0.823880                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.1831                 NaN            NaN            NaN            NaN  0.816900                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.0839                 NaN            NaN            NaN            NaN  0.916125                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.3180                 NaN            NaN            NaN            NaN  0.682034                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.2121                 NaN            NaN            NaN            NaN  0.787860                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.1335                 NaN            NaN            NaN            NaN  0.326693       0.539828                 NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.0897                 NaN            NaN            NaN            NaN  0.478220E-001  0.862440                 NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.0968                 NaN            NaN            NaN            NaN  0.421500E-001  0.861017                 NaN            NaN            NaN            NaN            NaN
