|6.6.6
Archiving\03_Data\fracLP/QFM_m3/KHA22/KHA22_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1922.31        500.000        99.7750       0.211277       0.137087E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        500.000        99.7750       0.211288       0.137090E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        500.000        99.7750       0.211300       0.137093E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        500.000        99.7750       0.211311       0.137096E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        500.000        99.3983       0.211373       0.127554E-001  0.377597                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        99.9987                 NaN            NaN  0.129211E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        99.4674                 NaN            NaN  0.532619                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        99.4237                 NaN            NaN  0.576254                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        99.4274                 NaN            NaN  0.572597                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        99.4314                 NaN            NaN  0.568560                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        99.4331                 NaN            NaN  0.566905                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        99.4413                 NaN            NaN  0.558687                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        99.4417                 NaN            NaN  0.558265                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        99.4572                 NaN            NaN  0.542816                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        99.4369                 NaN            NaN  0.563088                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.4520                 NaN            NaN  0.548032                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.4518                 NaN            NaN  0.548231                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.4584                 NaN            NaN  0.541592                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.4617                 NaN            NaN  0.538279                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.4628                 NaN            NaN  0.537188                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.4676                 NaN            NaN  0.532356                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.4684                 NaN            NaN  0.531559                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.4717                 NaN            NaN  0.528318                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.4737                 NaN            NaN  0.526333                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.4722                 NaN            NaN  0.524266       0.350510E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.4679                 NaN            NaN  0.521205       0.108950E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.4708                 NaN            NaN  0.518379       0.108382E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.4721                 NaN            NaN  0.517057       0.108274E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.4739                 NaN            NaN  0.515354       0.107920E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.4755                 NaN            NaN  0.513694       0.108074E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.4785                 NaN            NaN  0.510818       0.106922E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.4799                 NaN            NaN  0.509442       0.106748E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.4803                 NaN            NaN  0.509060       0.106645E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.4822                 NaN            NaN  0.507253       0.105907E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.4850                 NaN            NaN  0.504469       0.105519E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.4843                 NaN            NaN  0.505161       0.105532E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.4873                 NaN            NaN  0.502254       0.104815E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.6568                 NaN            NaN  0.336251       0.698897E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.3198                 NaN            NaN  0.666330       0.138773E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.0296                 NaN            NaN  0.950480       0.199598E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.9553                 NaN            NaN  0.438519E-001  0.846364E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.4931                 NaN            NaN  0.496557       0.103054E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.4921                 NaN            NaN  0.497615       0.103123E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.4927                 NaN            NaN  0.497064       0.102711E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.4946                 NaN            NaN  0.495161       0.102312E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.4949                 NaN            NaN  0.494965       0.101697E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.4947                 NaN            NaN  0.495112       0.101739E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.4961                 NaN            NaN  0.493767       0.101155E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.4958                 NaN            NaN  0.494138       0.100899E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.4964                 NaN            NaN  0.493564       0.100598E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.4959                 NaN            NaN  0.494056       0.100408E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.4961                 NaN            NaN  0.493874       0.100005E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.4960                 NaN            NaN  0.494060       0.997248E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.5032                 NaN            NaN  0.486958       0.981174E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.4857                 NaN            NaN  0.504122       0.101500E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.4970                 NaN            NaN  0.493127       0.985207E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.4979                 NaN            NaN  0.492341       0.978536E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.4921                 NaN            NaN  0.497978       0.989742E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.4975                 NaN            NaN  0.492828       0.972119E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.4687                 NaN            NaN  0.520962       0.102997E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.5187                 NaN            NaN  0.472074       0.919735E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.4922                 NaN            NaN  0.498090       0.971409E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.4913                 NaN            NaN  0.499013       0.970098E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.4907                 NaN            NaN  0.499667       0.967207E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.4912                 NaN            NaN  0.499181       0.959598E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.4891                 NaN            NaN  0.501291       0.959770E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.8588                 NaN            NaN  0.138491       0.272445E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.1165                 NaN            NaN  0.867058       0.163987E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.4854                 NaN            NaN  0.505111       0.953366E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.4852                 NaN            NaN  0.505315       0.948623E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.4817                 NaN            NaN  0.508814       0.950302E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.4833                 NaN            NaN  0.507298       0.942213E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.4802                 NaN            NaN  0.510374       0.943961E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.5614                 NaN            NaN  0.430623       0.799444E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.3941                 NaN            NaN  0.595029       0.108472E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.4794                 NaN            NaN  0.511281       0.929774E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.1148                 NaN            NaN  0.869532       0.157112E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.8629                 NaN            NaN  0.134694       0.236898E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.4416                 NaN            NaN  0.548619       0.981405E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.4689                 NaN            NaN  0.521784       0.928407E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.4705                 NaN            NaN  0.520260       0.919699E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.5028                 NaN            NaN  0.488594       0.861402E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.4316                 NaN            NaN  0.558659       0.978673E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.4648                 NaN            NaN  0.526081       0.916196E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.4638                 NaN            NaN  0.527047       0.913919E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.4619                 NaN            NaN  0.528982       0.913525E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.4599                 NaN            NaN  0.531012       0.911327E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.4588                 NaN            NaN  0.532157       0.908839E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.4577                 NaN            NaN  0.533207       0.906578E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.4554                 NaN            NaN  0.535514       0.904892E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.4547                 NaN            NaN  0.536313       0.901814E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.4511                 NaN            NaN  0.539857       0.904332E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.4537                 NaN            NaN  0.537365       0.895556E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.4495                 NaN            NaN  0.541506       0.898816E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.4499                 NaN            NaN  0.541134       0.893618E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.4410                 NaN            NaN  0.549908       0.908982E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.4545                 NaN            NaN  0.536743       0.878559E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.4464                 NaN            NaN  0.544769       0.887535E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.4450                 NaN            NaN  0.546099       0.886060E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.4433                 NaN            NaN  0.547815       0.886391E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.4389                 NaN            NaN  0.552203       0.891046E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.4483                 NaN            NaN  0.543035       0.871427E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.4430                 NaN            NaN  0.548251       0.876894E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.4416                 NaN            NaN  0.549652       0.876791E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.4414                 NaN            NaN  0.549879       0.874024E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.4406                 NaN            NaN  0.550667       0.873486E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.4421                 NaN            NaN  0.549250       0.867544E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.4410                 NaN            NaN  0.550368       0.866456E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.4413                 NaN            NaN  0.550097       0.863880E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.4407                 NaN            NaN  0.550622       0.863363E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.4419                 NaN            NaN  0.549454       0.859675E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.4419                 NaN            NaN  0.549474       0.858403E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.4429                 NaN            NaN  0.548575       0.855461E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.4435                 NaN            NaN  0.547939       0.852876E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.4445                 NaN            NaN  0.547001       0.850311E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.4507                 NaN            NaN  0.540829       0.847726E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.4413                 NaN            NaN  0.550214       0.845717E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.3996                 NaN            NaN  0.591274       0.913871E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.8625                 NaN            NaN  0.135403       0.209638E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.0856                 NaN            NaN  0.900453       0.139298E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        98.9900                 NaN            NaN  0.994529       0.154497E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.9171                 NaN            NaN  0.817330E-001  0.117835E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.4621                 NaN            NaN  0.529656       0.827837E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.4518                 NaN            NaN  0.539912       0.827621E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.4601                 NaN            NaN  0.531696       0.823984E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.4622                 NaN            NaN  0.529589       0.820183E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.6792                 NaN            NaN  0.315844       0.494135E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.2529                 NaN            NaN  0.735785       0.113340E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.4697                 NaN            NaN  0.522179       0.811281E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.4406                 NaN            NaN  0.550873       0.854929E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.6757                 NaN            NaN  0.166760       0.149772E-002  0.156042                 NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.7317                 NaN            NaN  0.469856       0.306973E-002  0.795326                 NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.7691                 NaN            NaN  0.586302E-001            NaN   1.17230                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.8002                 NaN            NaN  0.571293E-001            NaN   1.14266                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.8187                 NaN            NaN  0.547023E-001            NaN   1.12663                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.8373                 NaN            NaN  0.520787E-001            NaN   1.11066                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.8583                 NaN            NaN  0.488049E-001            NaN   1.09289                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.8774                 NaN            NaN  0.469325E-001            NaN   1.07564                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.8956                 NaN            NaN  0.445902E-001            NaN   1.05980                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.9150                 NaN            NaN  0.423469E-001            NaN   1.04266                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.9321                 NaN            NaN  0.388675E-001            NaN   1.02907                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.9506                 NaN            NaN  0.380503E-001            NaN   1.01139                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        99.4437                 NaN            NaN  0.187779E-001            NaN  0.537485                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.5025                 NaN            NaN  0.446831E-001            NaN   1.45280                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        99.0028                 NaN            NaN  0.342591E-001            NaN  0.962921                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        99.0166                 NaN            NaN  0.311953E-001            NaN  0.952197                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        99.1027                 NaN            NaN  0.290197E-001            NaN  0.868291                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.9755                 NaN            NaN  0.256300E-001            NaN  0.998843                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.9805                 NaN            NaN  0.338023E-001            NaN  0.985673                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        99.1612                 NaN            NaN  0.216492E-001            NaN  0.817136                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.0894                 NaN            NaN  0.215344E-001            NaN  0.889072                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        99.1023                 NaN            NaN  0.194393E-001            NaN  0.878294                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        99.1144                 NaN            NaN  0.166390E-001            NaN  0.869005                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        99.1271                 NaN            NaN  0.160157E-001            NaN  0.856864                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.1402                 NaN            NaN  0.134609E-001            NaN  0.846380                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.1512                 NaN            NaN  0.103527E-001            NaN  0.838485                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.1595                 NaN            NaN  0.668591E-002            NaN  0.833816                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.1748                 NaN            NaN  0.670216E-002            NaN  0.818485                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.1813                 NaN            NaN  0.131508E-002            NaN  0.817414                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.1938                 NaN            NaN  0.279302E-005            NaN  0.806160                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.2053                 NaN            NaN  0.465334E-002            NaN  0.790082                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.2166                 NaN            NaN  0.855634E-002            NaN  0.774857                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.2277                 NaN            NaN  0.974788E-002            NaN  0.762584                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.2376                 NaN            NaN            NaN            NaN  0.762376                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.2466                 NaN            NaN  0.147960E-003            NaN  0.753221                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.2555                 NaN            NaN  0.667402E-003            NaN  0.743880                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.2634                 NaN            NaN            NaN            NaN  0.736641                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.2687                 NaN            NaN            NaN            NaN  0.731330                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.2849                 NaN            NaN            NaN            NaN  0.715109                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.2939                 NaN            NaN            NaN            NaN  0.706146                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.2972                 NaN            NaN  0.463234E-002            NaN  0.698184                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.3054                 NaN            NaN            NaN            NaN  0.694555                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.3120                 NaN            NaN            NaN            NaN  0.688038                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.2286                 NaN            NaN            NaN            NaN  0.771423                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.4263                 NaN            NaN            NaN            NaN  0.573726                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.3376                 NaN            NaN            NaN            NaN  0.662399                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.2696                 NaN            NaN            NaN            NaN  0.274577       0.455817                 NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.2320                 NaN            NaN            NaN            NaN  0.401598E-001  0.727790                 NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.2387                 NaN            NaN            NaN            NaN  0.353665E-001  0.725956                 NaN            NaN            NaN            NaN            NaN
