|6.6.6
Archiving\03_Data\frac/QFM_m1.75/KHA22/KHA22_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1927.32        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        2500.00       100.0000                 NaN            NaN  0.144639E-004            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        2500.00       100.0000                 NaN            NaN  0.319053E-004            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        2500.00        99.6732                 NaN            NaN  0.326785                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        2500.00        99.7324                 NaN            NaN  0.267626                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        2500.00        99.4306                 NaN            NaN  0.569386                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        2500.00        99.4348                 NaN            NaN  0.565246                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        2500.00        99.4376                 NaN            NaN  0.562384                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        2500.00        99.4427                 NaN            NaN  0.557330                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        2500.00        99.4457                 NaN            NaN  0.554340                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        2500.00        99.4492                 NaN            NaN  0.550762                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        2500.00        99.4528                 NaN            NaN  0.547249                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        2500.00        99.4553                 NaN            NaN  0.544650                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        2500.00        99.3668                 NaN            NaN  0.633210                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        2500.00        99.5540                 NaN            NaN  0.446037                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        2500.00        99.4647                 NaN            NaN  0.535300                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        2500.00        99.4639                 NaN            NaN  0.531541                 NaN  0.452997E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        2500.00        99.4609                 NaN            NaN  0.528437                 NaN  0.106635E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        99.4629                 NaN            NaN  0.526497                 NaN  0.106179E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        99.4648                 NaN            NaN  0.524566                 NaN  0.106282E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        99.4695                 NaN            NaN  0.520014                 NaN  0.105354E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        99.4714                 NaN            NaN  0.518128                 NaN  0.105154E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        99.4708                 NaN            NaN  0.518593                 NaN  0.105661E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        99.4763                 NaN            NaN  0.513256                 NaN  0.104279E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        99.4806                 NaN            NaN  0.509093                 NaN  0.103306E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        99.4667                 NaN            NaN  0.522661                 NaN  0.106390E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        99.4945                 NaN            NaN  0.495400                 NaN  0.100756E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.4838                 NaN            NaN  0.505925                 NaN  0.103038E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        98.8187                 NaN            NaN   1.15683                 NaN  0.244286E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.9968                 NaN            NaN            NaN            NaN  0.322086E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.7852                 NaN            NaN  0.213829                 NaN  0.968738E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.8415                 NaN            NaN  0.154473                 NaN  0.405358E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.0028                 NaN            NaN  0.978925                 NaN  0.182387E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.4946                 NaN            NaN  0.495398                 NaN  0.100430E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.4944                 NaN            NaN  0.495518                 NaN  0.100882E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.4967                 NaN            NaN  0.493303                 NaN  0.100007E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.4971                 NaN            NaN  0.492868                 NaN  0.999608E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.3776                 NaN            NaN  0.610004                 NaN  0.124386E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.6205                 NaN            NaN  0.372088                 NaN  0.745823E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.4986                 NaN            NaN  0.491495                 NaN  0.991521E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.4999                 NaN            NaN  0.490235                 NaN  0.986397E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.5037                 NaN            NaN  0.486489                 NaN  0.978493E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.5543                 NaN            NaN  0.436840                 NaN  0.881331E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.4493                 NaN            NaN  0.539871                 NaN  0.108010E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.5034                 NaN            NaN  0.486845                 NaN  0.972797E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.5041                 NaN            NaN  0.486189                 NaN  0.968806E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.5037                 NaN            NaN  0.486632                 NaN  0.967565E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.5049                 NaN            NaN  0.485501                 NaN  0.962662E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.5019                 NaN            NaN  0.488398                 NaN  0.967335E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.5063                 NaN            NaN  0.484134                 NaN  0.952854E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.5171                 NaN            NaN  0.473574                 NaN  0.929580E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.4918                 NaN            NaN  0.498420                 NaN  0.977128E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.5048                 NaN            NaN  0.485741                 NaN  0.948227E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.5037                 NaN            NaN  0.486814                 NaN  0.948361E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.5042                 NaN            NaN  0.486392                 NaN  0.943665E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.5048                 NaN            NaN  0.485850                 NaN  0.939800E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.5029                 NaN            NaN  0.487666                 NaN  0.938629E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.5038                 NaN            NaN  0.486872                 NaN  0.933942E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.5068                 NaN            NaN  0.483927                 NaN  0.924969E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.4978                 NaN            NaN  0.492818                 NaN  0.936505E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.5017                 NaN            NaN  0.489048                 NaN  0.926928E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.5004                 NaN            NaN  0.490398                 NaN  0.924750E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.5374                 NaN            NaN  0.454071                 NaN  0.857242E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.4617                 NaN            NaN  0.528460                 NaN  0.986796E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.4981                 NaN            NaN  0.492689                 NaN  0.916899E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.4958                 NaN            NaN  0.494982                 NaN  0.917395E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.4978                 NaN            NaN  0.493106                 NaN  0.908566E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.4943                 NaN            NaN  0.496572                 NaN  0.909805E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.4962                 NaN            NaN  0.494802                 NaN  0.901468E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.4918                 NaN            NaN  0.499146                 NaN  0.905823E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.4923                 NaN            NaN  0.498674                 NaN  0.902027E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.4903                 NaN            NaN  0.500732                 NaN  0.899313E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.4897                 NaN            NaN  0.501371                 NaN  0.896891E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.4882                 NaN            NaN  0.502838                 NaN  0.895115E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.4871                 NaN            NaN  0.503963                 NaN  0.891014E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.4730                 NaN            NaN  0.517858                 NaN  0.912263E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.4995                 NaN            NaN  0.491898                 NaN  0.862546E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.1126                 NaN            NaN  0.872285                 NaN  0.151217E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.8624                 NaN            NaN  0.135319                 NaN  0.232834E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.4680                 NaN            NaN  0.522964                 NaN  0.902020E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.4127                 NaN            NaN  0.578355                 NaN  0.892971E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.5441                 NaN            NaN  0.447268                 NaN  0.866626E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.4765                 NaN            NaN  0.514734                 NaN  0.873871E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.4752                 NaN            NaN  0.516057                 NaN  0.871142E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.4726                 NaN            NaN  0.518676                 NaN  0.870514E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.4727                 NaN            NaN  0.518642                 NaN  0.866024E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.4681                 NaN            NaN  0.523155                 NaN  0.870613E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.4700                 NaN            NaN  0.521393                 NaN  0.861475E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.4697                 NaN            NaN  0.521706                 NaN  0.858399E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.4666                 NaN            NaN  0.524841                 NaN  0.858872E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.4685                 NaN            NaN  0.522984                 NaN  0.851773E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.4609                 NaN            NaN  0.530461                 NaN  0.859192E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.4636                 NaN            NaN  0.527917                 NaN  0.851684E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.4622                 NaN            NaN  0.529326                 NaN  0.850531E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.4607                 NaN            NaN  0.530837                 NaN  0.848543E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.4584                 NaN            NaN  0.533122                 NaN  0.849616E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.4613                 NaN            NaN  0.530312                 NaN  0.841275E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.4586                 NaN            NaN  0.532969                 NaN  0.841399E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.4553                 NaN            NaN  0.536211                 NaN  0.844109E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.4593                 NaN            NaN  0.532353                 NaN  0.833384E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.4562                 NaN            NaN  0.535427                 NaN  0.836491E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.4544                 NaN            NaN  0.537247                 NaN  0.836422E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.4572                 NaN            NaN  0.534565                 NaN  0.828359E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.4550                 NaN            NaN  0.536707                 NaN  0.829675E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.4549                 NaN            NaN  0.536866                 NaN  0.827338E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.4552                 NaN            NaN  0.536590                 NaN  0.824658E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.4545                 NaN            NaN  0.537285                 NaN  0.823093E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.4536                 NaN            NaN  0.538196                 NaN  0.819880E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        99.4561                 NaN            NaN  0.535785                 NaN  0.815905E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        99.4546                 NaN            NaN  0.537213                 NaN  0.816101E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        99.4528                 NaN            NaN  0.539055                 NaN  0.816676E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        99.4593                 NaN            NaN  0.532678                 NaN  0.805218E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        99.4567                 NaN            NaN  0.535223                 NaN  0.807708E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        99.2135                 NaN            NaN  0.440680                 NaN  0.407665E-002  0.341699                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        98.5143                 NaN            NaN  0.173182                 NaN            NaN   1.31247                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        98.5436                 NaN            NaN  0.169994                 NaN            NaN   1.28636                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        98.5720                 NaN            NaN  0.165925                 NaN            NaN   1.26212                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        97.5666                 NaN            NaN  0.288159                 NaN  0.396379E-003   2.14488                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        99.5353                 NaN            NaN  0.630777E-001            NaN  0.133411E-002  0.400289                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.7974                 NaN            NaN  0.138924                 NaN            NaN   1.06368                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.6800                 NaN            NaN  0.150529                 NaN            NaN   1.16952                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.6987                 NaN            NaN  0.147842                 NaN            NaN   1.15342                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.7217                 NaN            NaN  0.143831                 NaN            NaN   1.13450                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.7440                 NaN            NaN  0.140390                 NaN            NaN   1.11565                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.7643                 NaN            NaN  0.136758                 NaN            NaN   1.09892                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.7879                 NaN            NaN  0.134236                 NaN            NaN   1.07782                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.8068                 NaN            NaN  0.130270                 NaN            NaN   1.06296                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.8275                 NaN            NaN  0.127231                 NaN            NaN   1.04526                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.8465                 NaN            NaN  0.123761                 NaN            NaN   1.02969                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.8663                 NaN            NaN  0.121698                 NaN            NaN   1.01202                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.8838                 NaN            NaN  0.117953                 NaN            NaN  0.998258                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.9022                 NaN            NaN  0.115683                 NaN            NaN  0.982096                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.9200                 NaN            NaN  0.113017                 NaN            NaN  0.967027                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.9376                 NaN            NaN  0.112402                 NaN            NaN  0.950005                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.9558                 NaN            NaN  0.107564                 NaN            NaN  0.936623                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.9697                 NaN            NaN  0.105132                 NaN            NaN  0.925169                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.9867                 NaN            NaN  0.102891                 NaN            NaN  0.910418                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        99.0005                 NaN            NaN  0.993174E-001            NaN            NaN  0.900215                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.9689                 NaN            NaN  0.103374                 NaN            NaN  0.927772                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        99.0762                 NaN            NaN  0.888136E-001            NaN            NaN  0.835031                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        99.0418                 NaN            NaN  0.922294E-001            NaN            NaN  0.866019                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        99.0539                 NaN            NaN  0.877910E-001            NaN            NaN  0.858270                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        99.0739                 NaN            NaN  0.827129E-001            NaN            NaN  0.843409                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        99.0836                 NaN            NaN  0.875005E-001            NaN            NaN  0.828866                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        99.0967                 NaN            NaN  0.813688E-001            NaN            NaN  0.821928                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        99.1075                 NaN            NaN  0.796339E-001            NaN            NaN  0.812911                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        99.1220                 NaN            NaN  0.767993E-001            NaN            NaN  0.801157                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.1331                 NaN            NaN  0.747483E-001            NaN            NaN  0.792115                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        99.1446                 NaN            NaN  0.734288E-001            NaN            NaN  0.781980                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.1550                 NaN            NaN  0.723409E-001            NaN            NaN  0.772647                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.1659                 NaN            NaN  0.660443E-001            NaN            NaN  0.768090                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.1773                 NaN            NaN  0.656882E-001            NaN            NaN  0.756972                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.1794                 NaN            NaN  0.623865E-001            NaN            NaN  0.758169                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
