|6.6.6
Archiving\03_Data\frac/QFM_m1.75/KHA22/KHA22_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1912.28        2500.00        99.7108                 NaN            NaN  0.289228                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        2500.00        99.3846                 NaN            NaN  0.615437                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        2500.00        99.3888                 NaN            NaN  0.611233                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        2500.00        99.3917                 NaN            NaN  0.608331                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        2500.00        99.3969                 NaN            NaN  0.603059                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        2500.00        99.3999                 NaN            NaN  0.600084                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        2500.00        99.4036                 NaN            NaN  0.596374                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        2500.00        99.4071                 NaN            NaN  0.592870                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        2500.00        99.4097                 NaN            NaN  0.590321                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        2500.00        99.3134                 NaN            NaN  0.686571                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        2500.00        99.5162                 NaN            NaN  0.483823                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        2500.00        99.4192                 NaN            NaN  0.580818                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        2500.00        99.4163                 NaN            NaN  0.576982                 NaN  0.670747E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        2500.00        99.4103                 NaN            NaN  0.573891                 NaN  0.157963E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        99.4122                 NaN            NaN  0.572078                 NaN  0.157410E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        99.4141                 NaN            NaN  0.570189                 NaN  0.157575E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        99.4189                 NaN            NaN  0.565522                 NaN  0.156233E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        99.4207                 NaN            NaN  0.563696                 NaN  0.156040E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        99.4200                 NaN            NaN  0.564357                 NaN  0.156828E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        99.4256                 NaN            NaN  0.558953                 NaN  0.154811E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        99.4300                 NaN            NaN  0.554674                 NaN  0.153480E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        99.4144                 NaN            NaN  0.569820                 NaN  0.158105E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        99.4447                 NaN            NaN  0.540338                 NaN  0.149847E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.4326                 NaN            NaN  0.552047                 NaN  0.153288E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        98.7007                 NaN            NaN   1.26291                 NaN  0.363800E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.9952                 NaN            NaN            NaN            NaN  0.479609E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.7649                 NaN            NaN  0.233621                 NaN  0.144355E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.8250                 NaN            NaN  0.168941                 NaN  0.604470E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        98.9023                 NaN            NaN   1.07054                 NaN  0.271940E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.4428                 NaN            NaN  0.542261                 NaN  0.149872E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.4423                 NaN            NaN  0.542628                 NaN  0.150537E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.4446                 NaN            NaN  0.540514                 NaN  0.149330E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.4448                 NaN            NaN  0.540282                 NaN  0.149330E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.3125                 NaN            NaN  0.668950                 NaN  0.185868E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.5805                 NaN            NaN  0.408379                 NaN  0.111525E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.4454                 NaN            NaN  0.539715                 NaN  0.148375E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.4465                 NaN            NaN  0.538683                 NaN  0.147694E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.4506                 NaN            NaN  0.534755                 NaN  0.146491E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.5063                 NaN            NaN  0.480534                 NaN  0.131993E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.3897                 NaN            NaN  0.594155                 NaN  0.161921E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.4493                 NaN            NaN  0.536115                 NaN  0.145915E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.4497                 NaN            NaN  0.535731                 NaN  0.145388E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.4490                 NaN            NaN  0.536483                 NaN  0.145263E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.4500                 NaN            NaN  0.535567                 NaN  0.144597E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.4464                 NaN            NaN  0.539049                 NaN  0.145377E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.4509                 NaN            NaN  0.534817                 NaN  0.143304E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.4625                 NaN            NaN  0.523490                 NaN  0.139896E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.4342                 NaN            NaN  0.551089                 NaN  0.147059E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.4483                 NaN            NaN  0.537468                 NaN  0.142804E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.4467                 NaN            NaN  0.538963                 NaN  0.142881E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.4469                 NaN            NaN  0.538913                 NaN  0.142245E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.4473                 NaN            NaN  0.538501                 NaN  0.141722E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.4449                 NaN            NaN  0.540943                 NaN  0.141624E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.4455                 NaN            NaN  0.540360                 NaN  0.140984E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.4486                 NaN            NaN  0.537434                 NaN  0.139739E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.4382                 NaN            NaN  0.547678                 NaN  0.141521E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.4421                 NaN            NaN  0.543842                 NaN  0.140138E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.4402                 NaN            NaN  0.545760                 NaN  0.139917E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.4814                 NaN            NaN  0.505661                 NaN  0.129729E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.3962                 NaN            NaN  0.588829                 NaN  0.149426E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.4367                 NaN            NaN  0.549393                 NaN  0.138916E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.4338                 NaN            NaN  0.552318                 NaN  0.139077E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.4357                 NaN            NaN  0.550499                 NaN  0.137819E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.4316                 NaN            NaN  0.554625                 NaN  0.138116E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.4330                 NaN            NaN  0.553295                 NaN  0.136913E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.4276                 NaN            NaN  0.558600                 NaN  0.137653E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.4279                 NaN            NaN  0.558360                 NaN  0.137089E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.4251                 NaN            NaN  0.561216                 NaN  0.136788E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.4241                 NaN            NaN  0.562293                 NaN  0.136474E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.4221                 NaN            NaN  0.564314                 NaN  0.136279E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.4204                 NaN            NaN  0.566058                 NaN  0.135758E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.4041                 NaN            NaN  0.581978                 NaN  0.139101E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.4336                 NaN            NaN  0.553248                 NaN  0.131551E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        98.9949                 NaN            NaN  0.982049                 NaN  0.230816E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.8439                 NaN            NaN  0.152531                 NaN  0.355733E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.3967                 NaN            NaN  0.589548                 NaN  0.137791E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.3341                 NaN            NaN  0.652292                 NaN  0.136384E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.4817                 NaN            NaN  0.505011                 NaN  0.132550E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.4050                 NaN            NaN  0.581588                 NaN  0.133726E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.4031                 NaN            NaN  0.583538                 NaN  0.133381E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.3996                 NaN            NaN  0.587043                 NaN  0.133394E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.3993                 NaN            NaN  0.587463                 NaN  0.132768E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.3937                 NaN            NaN  0.592992                 NaN  0.133522E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.3952                 NaN            NaN  0.591626                 NaN  0.132239E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.3945                 NaN            NaN  0.592346                 NaN  0.131814E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.3904                 NaN            NaN  0.596443                 NaN  0.131997E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.3920                 NaN            NaN  0.594895                 NaN  0.131053E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.3829                 NaN            NaN  0.603900                 NaN  0.132187E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.3854                 NaN            NaN  0.601452                 NaN  0.131117E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.3833                 NaN            NaN  0.603555                 NaN  0.131007E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.3811                 NaN            NaN  0.605809                 NaN  0.130798E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.3779                 NaN            NaN  0.609019                 NaN  0.131018E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.3808                 NaN            NaN  0.606267                 NaN  0.129803E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.3771                 NaN            NaN  0.609865                 NaN  0.129924E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.3728                 NaN            NaN  0.614162                 NaN  0.130411E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.3768                 NaN            NaN  0.610272                 NaN  0.128837E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.3727                 NaN            NaN  0.614353                 NaN  0.129390E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.3701                 NaN            NaN  0.616955                 NaN  0.129453E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.3727                 NaN            NaN  0.614429                 NaN  0.128317E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.3697                 NaN            NaN  0.617446                 NaN  0.128564E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.3689                 NaN            NaN  0.618245                 NaN  0.128277E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.3688                 NaN            NaN  0.618362                 NaN  0.127934E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.3674                 NaN            NaN  0.619784                 NaN  0.127791E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.3656                 NaN            NaN  0.621606                 NaN  0.127446E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        99.3679                 NaN            NaN  0.619393                 NaN  0.126833E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        99.3658                 NaN            NaN  0.621481                 NaN  0.126958E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        99.3630                 NaN            NaN  0.624271                 NaN  0.127121E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        99.3701                 NaN            NaN  0.617398                 NaN  0.125441E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        99.3664                 NaN            NaN  0.621045                 NaN  0.125884E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        99.0953                 NaN            NaN  0.511612                 NaN  0.635478E-002  0.386753                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        98.3137                 NaN            NaN  0.201076                 NaN            NaN   1.48521                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        98.3459                 NaN            NaN  0.197529                 NaN            NaN   1.45659                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        98.3770                 NaN            NaN  0.192943                 NaN            NaN   1.43006                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        97.2344                 NaN            NaN  0.335131                 NaN  0.616070E-003   2.42983                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        99.4693                 NaN            NaN  0.736444E-001            NaN  0.208385E-002  0.454961                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.6303                 NaN            NaN  0.161991                 NaN            NaN   1.20774                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.4959                 NaN            NaN  0.175611                 NaN            NaN   1.32845                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.5165                 NaN            NaN  0.172613                 NaN            NaN   1.31089                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.5417                 NaN            NaN  0.168066                 NaN            NaN   1.29023                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.5662                 NaN            NaN  0.164188                 NaN            NaN   1.26959                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.5887                 NaN            NaN  0.160074                 NaN            NaN   1.25123                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.6147                 NaN            NaN  0.157266                 NaN            NaN   1.22805                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.6354                 NaN            NaN  0.152745                 NaN            NaN   1.21185                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.6584                 NaN            NaN  0.149279                 NaN            NaN   1.19234                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.6794                 NaN            NaN  0.145346                 NaN            NaN   1.17529                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.7011                 NaN            NaN  0.143034                 NaN            NaN   1.15583                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.7204                 NaN            NaN  0.138770                 NaN            NaN   1.14085                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.7407                 NaN            NaN  0.136205                 NaN            NaN   1.12306                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.7603                 NaN            NaN  0.133188                 NaN            NaN   1.10654                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.7795                 NaN            NaN  0.132566                 NaN            NaN   1.08794                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.8000                 NaN            NaN  0.126963                 NaN            NaN   1.07306                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.8151                 NaN            NaN  0.124196                 NaN            NaN   1.06068                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.8343                 NaN            NaN  0.121609                 NaN            NaN   1.04413                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.8492                 NaN            NaN  0.117513                 NaN            NaN   1.03324                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.8119                 NaN            NaN  0.122424                 NaN            NaN   1.06565                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.9350                 NaN            NaN  0.105266                 NaN            NaN  0.959761                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.8948                 NaN            NaN  0.109442                 NaN            NaN  0.995736                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.9084                 NaN            NaN  0.104210                 NaN            NaN  0.987414                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.9308                 NaN            NaN  0.982640E-001            NaN            NaN  0.970959                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.9411                 NaN            NaN  0.104071                 NaN            NaN  0.954841                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.9558                 NaN            NaN  0.968474E-001            NaN            NaN  0.947348                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.9676                 NaN            NaN  0.948601E-001            NaN            NaN  0.937554                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.9839                 NaN            NaN  0.915451E-001            NaN            NaN  0.924517                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        98.9961                 NaN            NaN  0.891894E-001            NaN            NaN  0.914676                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        99.0088                 NaN            NaN  0.876902E-001            NaN            NaN  0.903521                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.0203                 NaN            NaN  0.864793E-001            NaN            NaN  0.893267                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.0325                 NaN            NaN  0.789856E-001            NaN            NaN  0.888513                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.0452                 NaN            NaN  0.786400E-001            NaN            NaN  0.876140                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.0474                 NaN            NaN  0.747612E-001            NaN            NaN  0.877872                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
