|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4.5/EETA/EETA_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        an             O(HP)          San(TH)        ilm            q             
  1185.90        500.000                 NaN            NaN   8.34560                 NaN            NaN   7.02937                 NaN   43.0649       0.322624        41.2375     
  1184.83        500.000                 NaN            NaN   7.21505        1.13076                 NaN   7.02978                 NaN   43.0636       0.322519        41.2383     
  1183.76        500.000                 NaN            NaN   7.21409        1.13192                 NaN   7.03018                 NaN   43.0623       0.322416        41.2391     
  1182.69        500.000                 NaN            NaN   8.34620                 NaN            NaN   7.03058                 NaN   43.0610       0.322313        41.2399     
  1181.62        500.000                 NaN            NaN   7.21123        1.13517                 NaN   7.03098                 NaN   43.0597       0.322210        41.2407     
  1180.55        500.000                 NaN            NaN   7.20939        1.13721                 NaN   7.03137                 NaN   43.0584       0.322108        41.2415     
  1179.49        500.000                 NaN            NaN   7.20731        1.13949                 NaN   7.03177                 NaN   43.0571       0.322005        41.2423     
  1178.42        500.000                 NaN            NaN   7.20500        1.14199                 NaN   7.03216                 NaN   43.0558       0.321902        41.2431     
  1177.35        500.000                 NaN            NaN   8.34719                 NaN            NaN   7.03255                 NaN   43.0545       0.321799        41.2439     
  1176.28        500.000                 NaN            NaN   8.34739                 NaN            NaN   7.03295                 NaN   43.0532       0.321695        41.2447     
  1175.21        500.000                 NaN            NaN   8.34760                 NaN            NaN   7.03334                 NaN   43.0519       0.321591        41.2455     
  1174.14        500.000                 NaN            NaN   8.34781                 NaN            NaN   7.03374                 NaN   43.0506       0.321486        41.2464     
  1173.08        500.000                 NaN            NaN   8.34803                 NaN            NaN   7.03414                 NaN   43.0493       0.321380        41.2472     
  1172.01        500.000                 NaN            NaN   8.34825                 NaN            NaN   7.03454                 NaN   43.0480       0.321273        41.2480     
  1170.94        500.000                 NaN            NaN   8.34847                 NaN            NaN   7.03495                 NaN   43.0466       0.321164        41.2488     
  1169.87        500.000                 NaN            NaN   8.34870                 NaN            NaN   7.03536                 NaN   43.0453       0.321055        41.2496     
  1168.80        500.000                 NaN            NaN   8.34894                 NaN            NaN   7.03577                 NaN   43.0439       0.320945        41.2504     
  1167.73        500.000                 NaN            NaN   8.34918                 NaN            NaN   7.03618                 NaN   43.0426       0.320833        41.2512     
  1166.67        500.000                 NaN            NaN   8.34943                 NaN            NaN   7.03660                 NaN   43.0412       0.320719        41.2521     
  1165.60        500.000                 NaN            NaN   8.34969                 NaN            NaN   7.03703                 NaN   43.0398       0.320604        41.2529     
  1164.53        500.000                 NaN            NaN   8.34995                 NaN            NaN   7.03746                 NaN   43.0384       0.320488        41.2537     
  1163.46        500.000                 NaN            NaN   8.35023                 NaN            NaN   7.03789                 NaN   43.0370       0.320370        41.2545     
  1162.39        500.000                 NaN            NaN   8.35050                 NaN            NaN   7.03833                 NaN   43.0356       0.320250        41.2553     
  1161.32        500.000                 NaN            NaN   8.35079                 NaN            NaN   7.03878                 NaN   43.0341       0.320128        41.2562     
  1160.26        500.000                 NaN            NaN   8.35110                 NaN            NaN   7.03921                 NaN   43.0327       0.320002        41.2570     
  1159.19        500.000                 NaN            NaN   8.35990                 NaN            NaN   7.04721                 NaN   43.0155       0.317943        41.2595     
  1158.12        500.000                 NaN            NaN   8.36014                 NaN            NaN   7.04761                 NaN   43.0141       0.317833        41.2603     
  1157.05        500.000                 NaN            NaN   8.36029                 NaN            NaN   7.04798                 NaN   43.0129       0.317738        41.2611     
  1155.98        500.000                 NaN            NaN   8.36184                 NaN            NaN   7.04889                 NaN   43.0097       0.317541        41.2621     
  1154.91        500.000                 NaN            NaN   8.36086                 NaN            NaN   7.04881                 NaN   43.0101       0.317500        41.2627     
  1153.85        500.000                 NaN            NaN   8.36745                 NaN            NaN   7.05474                 NaN   42.9971       0.315951        41.2648     
  1152.78        500.000                 NaN            NaN   8.36764                 NaN            NaN   7.05510                 NaN   42.9958       0.315850        41.2656     
  1151.71        500.000                 NaN            NaN   8.38159                 NaN            NaN   7.05833                 NaN   42.9752       0.314661        41.2703     
  1150.64        500.000                 NaN            NaN   8.36800                 NaN            NaN   7.05576                 NaN   42.9934       0.315665        41.2672     
  1149.57        500.000                 NaN            NaN   6.92854        1.44464                 NaN   7.06042                 NaN   42.9830       0.314432        41.2690     
  1148.50        500.000                 NaN            NaN   8.37333                 NaN            NaN   7.06075                 NaN   42.9818       0.314338        41.2698     
  1147.44        500.000                 NaN            NaN   8.37346                 NaN            NaN   7.06094                 NaN   42.9808       0.314274        41.2705     
  1146.37        500.000                 NaN            NaN   8.37668                 NaN            NaN   7.06159                 NaN   42.9753       0.314053        41.2724     
  1145.30        500.000                 NaN            NaN   8.39638                 NaN            NaN   7.07550                 NaN   42.9423       0.310281        41.2756     
  1144.23        500.000                 NaN            NaN   8.39737                 NaN            NaN   7.07659                 NaN   42.9396       0.309987        41.2765     
  1143.16        500.000                 NaN            NaN   8.39792                 NaN            NaN   7.07729                 NaN   42.9377       0.309829        41.2773     
  1142.09        500.000                 NaN            NaN   8.40772                 NaN            NaN   7.08301                 NaN   42.9222       0.307821        41.2793     
  1141.02        500.000                 NaN            NaN   8.40096                 NaN            NaN   7.08141                 NaN   42.9287       0.308425        41.2805     
  1139.96        500.000                 NaN            NaN   8.40139                 NaN            NaN   7.08194                 NaN   42.9271       0.308274        41.2813     
  1138.89        500.000                 NaN            NaN   8.40188                 NaN            NaN   7.08253                 NaN   42.9253       0.308105        41.2822     
  1137.82        500.000                 NaN            NaN   8.40234                 NaN            NaN   7.08309                 NaN   42.9236       0.307946        41.2830     
  1136.75        500.000                 NaN            NaN   1.72619        6.65679                 NaN   7.07083                 NaN   42.9540       0.311628        41.2805     
  1135.68        500.000                 NaN            NaN   8.40361                 NaN            NaN   7.08430                 NaN   42.9198       0.307587        41.2847     
  1134.61        500.000                 NaN            NaN   1.72620        6.65642                 NaN   7.07087                 NaN   42.9529       0.311619        41.2820     
  1133.55        500.000                 NaN            NaN   8.40473                 NaN            NaN   7.08570                 NaN   42.9160       0.307202        41.2864     
  1132.48        500.000                 NaN            NaN   8.40483                 NaN            NaN   7.08611                 NaN   42.9148       0.307078        41.2872     
  1131.41        500.000                 NaN            NaN   8.41066                 NaN            NaN   7.09116                 NaN   42.9049       0.306555        41.2868     
  1130.34        500.000                 NaN            NaN   8.41739                 NaN            NaN   7.09610                 NaN   42.8927       0.304804        41.2890     
  1129.27        500.000                 NaN            NaN   1.82989        6.55565                 NaN   7.07433                 NaN   42.9436       0.310570        41.2859     
  1128.20        500.000                 NaN            NaN   1.83167        6.55398                 NaN   7.07461                 NaN   42.9425       0.310486        41.2867     
  1127.14        500.000                 NaN            NaN   1.83355        6.55221                 NaN   7.07489                 NaN   42.9415       0.310401        41.2875     
  1126.07        500.000                 NaN            NaN   8.40933                 NaN            NaN   7.09083                 NaN   42.9016       0.305748        41.2925     
  1125.00        500.000                 NaN            NaN   8.41080                 NaN            NaN   7.09219                 NaN   42.8982       0.305370        41.2934     
  1123.93        500.000                 NaN            NaN   8.40240                 NaN            NaN   7.08640                 NaN   42.9111       0.307216        41.2929     
  1122.86        500.000                 NaN            NaN   8.43523                 NaN            NaN   7.11228                 NaN   42.8548       0.300016        41.2976     
  1121.79        500.000                 NaN            NaN   8.40756                 NaN            NaN   7.09054                 NaN   42.9005       0.305797        41.2956     
  1120.73        500.000                 NaN            NaN   8.41296                 NaN            NaN   7.09500                 NaN   42.8905       0.304574        41.2970     
  1119.66        500.000                 NaN            NaN   8.41415                 NaN            NaN   7.09618                 NaN   42.8875       0.304247        41.2979     
  1118.59        500.000                 NaN            NaN   8.41835                 NaN            NaN   7.09960                 NaN   42.8796       0.303317        41.2991     
  1117.52        500.000                 NaN            NaN   8.44383                 NaN            NaN   7.12100                 NaN   42.8346       0.297619        41.3030     
  1116.45        500.000                 NaN            NaN   8.42228                 NaN            NaN   7.10328                 NaN   42.8709       0.302310        41.3012     
  1115.38        500.000                 NaN            NaN   6.03799        2.36799                 NaN   7.09101                 NaN   42.8975       0.305860        41.2997     
  1114.32        500.000                 NaN            NaN   8.40685                 NaN            NaN   7.09196                 NaN   42.8950       0.305601        41.3006     
  1113.25        500.000                 NaN            NaN   8.43146                 NaN            NaN   7.11160                 NaN   42.8522       0.300056        41.3047     
  1112.18        500.000                 NaN            NaN   8.40804                 NaN            NaN   7.09329                 NaN   42.8911       0.305210        41.3023     
  1111.11        500.000                 NaN            NaN   5.96896        2.43972                 NaN   7.09398                 NaN   42.8891       0.305008        41.3032     
  1110.04        500.000                 NaN            NaN   5.97691        2.43241                 NaN   7.09469                 NaN   42.8871       0.304802        41.3041     
  1108.97        500.000                 NaN            NaN   5.87788        2.53260                 NaN   7.09587                 NaN   42.8842       0.304478        41.3050     
  1107.91        500.000                 NaN            NaN   5.87450        2.53673                 NaN   7.09667                 NaN   42.8820       0.304247        41.3059     
  1106.84        500.000                 NaN            NaN   5.87000        2.54202                 NaN   7.09750                 NaN   42.8797       0.304008        41.3068     
  1105.77        500.000                 NaN            NaN   8.46166                 NaN            NaN   7.13784                 NaN   42.7934       0.292684        41.3144     
  1104.70        500.000                 NaN            NaN   8.44868                 NaN            NaN   7.13151                 NaN   42.8115       0.295324        41.3130     
  1103.63        500.000                 NaN            NaN   8.46316                 NaN            NaN   7.14133                 NaN   42.7873       0.292137        41.3161     
  1102.56        500.000                 NaN            NaN   8.46671                 NaN            NaN   7.14433                 NaN   42.7802       0.291180        41.3176     
  1101.50        500.000                 NaN            NaN   8.46906                 NaN            NaN   7.14649                 NaN   42.7752       0.290544        41.3188     
  1100.43        500.000                 NaN            NaN   8.47142                 NaN            NaN   7.14865                 NaN   42.7701       0.289904        41.3199     
  1099.36        500.000                 NaN            NaN   8.47379                 NaN            NaN   7.15080                 NaN   42.7650       0.289264        41.3212     
  1098.29        500.000                 NaN            NaN   8.47573                 NaN            NaN   7.15267                 NaN   42.7606       0.288731        41.3222     
  1097.22        500.000                 NaN            NaN   3.81781        4.65152                 NaN   7.14905                 NaN   42.7696       0.289923        41.3221     
  1096.15        500.000                 NaN            NaN   8.47923                 NaN            NaN   7.15605                 NaN   42.7526       0.287767        41.3244     
  1095.09        500.000                 NaN            NaN   3.56773        4.83018       0.210892E-003   7.09604                 NaN   42.8895       0.305133        41.3112     
  1094.02        500.000                 NaN            NaN   3.45207        4.94903                 NaN   7.09846                 NaN   42.8834       0.304440        41.3126     
  1092.95        500.000                 NaN            NaN   4.94280        3.45827                 NaN   7.09860                 NaN   42.8826       0.304392        41.3134     
  1091.88        500.000                 NaN            NaN   3.45912        4.94199                 NaN   7.09881                 NaN   42.8816       0.304324        41.3141     
  1090.81        500.000                 NaN            NaN   3.45408        4.94718                 NaN   7.09908                 NaN   42.8805       0.304236        41.3149     
  1089.74        500.000                 NaN            NaN   3.33761        5.06661                 NaN   7.10143                 NaN   42.8745       0.303554        41.3163     
  1088.67        500.000                 NaN            NaN   3.32639        5.07816                 NaN   7.10183                 NaN   42.8731       0.303422        41.3171     
  1087.61        500.000                 NaN            NaN   2.96814        4.23791        1.20283        7.10468                 NaN   42.8651       0.302536        41.3188     
  1086.54        500.000                 NaN            NaN   2.86027        4.33568        1.21554        7.10668                 NaN   42.8598       0.301942        41.3201     
  1085.47        500.000                 NaN            NaN   2.84652        4.34377        1.22145        7.10698                 NaN   42.8585       0.301838        41.3209     
  1084.40        500.000                 NaN            NaN   3.21190        5.19568                 NaN   7.10466                 NaN   42.8644       0.302564        41.3208     
  1083.33        500.000                 NaN            NaN   3.20710        5.20064                 NaN   7.10493                 NaN   42.8633       0.302473        41.3216     
  1082.26        500.000                 NaN            NaN   3.10784        5.30253                 NaN   7.10694                 NaN   42.8579       0.301879        41.3229     
  1081.20        500.000                 NaN            NaN   3.10170        5.30888                 NaN   7.10722                 NaN   42.8567       0.301783        41.3237     
  1080.13        500.000                 NaN            NaN   3.09538        5.31541                 NaN   7.10751                 NaN   42.8555       0.301685        41.3245     
  1079.06        500.000                 NaN            NaN   3.08887        5.32214                 NaN   7.10780                 NaN   42.8543       0.301587        41.3253     
  1077.99        500.000                 NaN            NaN   3.00439        5.40891                 NaN   7.10962                 NaN   42.8495       0.301049        41.3265     
  1076.92        500.000                 NaN            NaN   2.99979        5.41368                 NaN   7.10990                 NaN   42.8484       0.300954        41.3273     
  1075.85        500.000                 NaN            NaN   2.99498        5.41867                 NaN   7.11019                 NaN   42.8472       0.300858        41.3281     
  1074.79        500.000                 NaN            NaN   2.98998        5.42386                 NaN   7.11048                 NaN   42.8460       0.300761        41.3289     
  1073.72        500.000                 NaN            NaN   2.98470        5.42934                 NaN   7.11078                 NaN   42.8449       0.300661        41.3297     
  1072.65        500.000                 NaN            NaN   2.97911        5.43514                 NaN   7.11108                 NaN   42.8436       0.300559        41.3305     
  1071.58        500.000                 NaN            NaN   5.59583        2.82282                 NaN   7.11420                 NaN   42.8353       0.299627        41.3322     
  1070.51        500.000                 NaN            NaN   2.81307        5.43857                 NaN   7.12518       0.121909        42.8119       0.297954        41.3914     
  1069.44        500.000                 NaN            NaN   5.42116        2.82641                 NaN   7.12542       0.124754        42.8109       0.297904        41.3935     
  1068.38        500.000                 NaN            NaN   8.24354                 NaN            NaN   7.12570       0.127575        42.8098       0.297840        41.3956     
  1067.31        500.000                 NaN            NaN   8.23963                 NaN            NaN   7.12603       0.130384        42.8085       0.297762        41.3977     
  1066.24        500.000                 NaN            NaN   8.23565       0.126631E-003            NaN   7.12641       0.133203        42.8072       0.297668        41.3998     
  1065.17        500.000                 NaN            NaN   8.23195       0.131900E-003            NaN   7.12687       0.135989        42.8057       0.297549        41.4019     
  1064.10        500.000                 NaN            NaN   8.22839       0.151302E-003            NaN   7.12743       0.138757        42.8039       0.297400        41.4040     
  1063.03        500.000                 NaN            NaN   8.22513                 NaN            NaN   7.12811       0.141539        42.8019       0.297218        41.4061     
  1061.97        500.000                 NaN            NaN   8.22190                 NaN            NaN   7.12894       0.144327        42.7995       0.296991        41.4083     
  1060.90        500.000                 NaN            NaN   7.87548       0.622625                 NaN   7.18169                 NaN   42.6863       0.280194        41.3537     
  1059.83        500.000                 NaN            NaN   8.23096       0.109406E-002            NaN   7.13457       0.141915        42.7863       0.295300        41.4098     
  1058.76        500.000                 NaN            NaN   8.50888       0.200264E-005            NaN   7.19071                 NaN   42.6659       0.277539        41.3570     
  1057.69        500.000                 NaN            NaN   7.19705        1.34429                 NaN   7.21619                 NaN   42.6091       0.270343        41.3630     
  1056.62        500.000                 NaN            NaN   6.17500        2.36986                 NaN   7.21880                 NaN   42.6026       0.269539        41.3642     
  1055.56        500.000                 NaN            NaN   6.39031        1.74017                 NaN   7.16559       0.238232        42.7147       0.287455        41.4635     
  1054.49        500.000                 NaN            NaN   6.59504        1.56278                 NaN   7.17148       0.225241        42.7006       0.285541        41.4593     
  1053.42        500.000                 NaN            NaN   8.35867                 NaN            NaN   7.20474       0.115663        42.6298       0.274440        41.4167     
  1052.35        500.000                 NaN            NaN   8.04028       0.116136E-002            NaN   7.16339       0.298421        42.7153       0.288301        41.4931     
  1051.28        500.000                 NaN            NaN   6.17424        1.93180                 NaN   7.17088       0.260661        42.6984       0.285815        41.4781     
  1050.21        500.000                 NaN            NaN   6.29155        1.60323                 NaN   7.14300       0.381951        42.7561       0.295168        41.5290     
  1049.15        500.000                 NaN            NaN   4.41519        3.91630                 NaN   7.20141       0.131903        42.6327       0.275715        41.4268     
  1048.08        500.000                 NaN            NaN   7.34183       0.447818E-004            NaN   7.06943       0.698954        42.9086       0.319791        41.6614     
  1047.01        500.000                 NaN            NaN   7.26330       0.336660E-003            NaN   7.05917       0.743923        42.9293       0.323245        41.6807     
  1045.94        500.000                 NaN            NaN   7.12630       0.855386E-005            NaN   7.03967       0.820727        42.9705       0.329796        41.7130     
  1044.87        500.000                 NaN            NaN   6.77897                 NaN            NaN   6.95937       0.982573        43.1561       0.355672        41.7674     
  1043.80        500.000                 NaN            NaN   6.66447                 NaN            NaN   6.93412        1.03727        43.2135       0.363827        41.7868     
  1042.73        500.000                 NaN            NaN   6.59301                 NaN            NaN   6.91796        1.07093        43.2502       0.369032        41.7989     
  1041.67        500.000                 NaN            NaN   6.54605                 NaN            NaN   6.90704        1.09268        43.2749       0.372536        41.8068     
  1040.60        500.000                 NaN            NaN   6.51409                 NaN            NaN   6.89939        1.10722        43.2921       0.374984        41.8122     
  1039.53        500.000                 NaN            NaN   6.50594                 NaN            NaN   6.89861        1.11214        43.2930       0.375246        41.8151     
  1038.46        500.000                 NaN            NaN   6.49896                 NaN            NaN   6.89814        1.11656        43.2931       0.375410        41.8178     
  1037.39        500.000                 NaN            NaN   6.49225                 NaN            NaN   6.89771        1.12083        43.2931       0.375558        41.8205     
  1036.32        500.000                 NaN            NaN   6.48572                 NaN            NaN   6.89733        1.12503        43.2931       0.375694        41.8232     
  1035.26        500.000                 NaN            NaN   6.47929                 NaN            NaN   6.89698        1.12918        43.2929       0.375820        41.8258     
  1034.19        500.000                 NaN            NaN   6.47291                 NaN            NaN   6.89666        1.13333        43.2927       0.375938        41.8285     
  1033.12        500.000                 NaN            NaN   6.46654                 NaN            NaN   6.89635        1.13749        43.2924       0.376051        41.8312     
  1032.05        500.000                 NaN            NaN   6.46014                 NaN            NaN   6.89607        1.14169        43.2921       0.376158        41.8339     
  1030.98        500.000                 NaN            NaN   3.87608        2.08698                 NaN   6.87556        1.47351        43.3130       0.385746        41.9891     
  1029.91        500.000                 NaN            NaN   3.88968        2.06440                 NaN   6.87448        1.47868        43.3146       0.386109        41.9920     
  1028.85        500.000                 NaN            NaN   3.90338        2.04198                 NaN   6.87342        1.48370        43.3162       0.386461        41.9949     
  1027.78        500.000                 NaN            NaN   2.01978        3.91711                 NaN   6.87240        1.48856        43.3177       0.386802        41.9977     
  1026.71        500.000                 NaN            NaN   3.93095        1.99772                 NaN   6.87141        1.49329        43.3191       0.387133        42.0004     
  1025.64        500.000                 NaN            NaN   3.94481        1.97587                 NaN   6.87044        1.49788        43.3205       0.387455        42.0031     
  1024.57        500.000                 NaN            NaN   1.95419        3.95873                 NaN   6.86950        1.50233        43.3218       0.387767        42.0057     
  1023.50        500.000                 NaN            NaN   3.97267        1.93272                 NaN   6.86859        1.50666        43.3230       0.388070        42.0083     
  1022.44        500.000                 NaN            NaN   1.91142        3.98665                 NaN   6.86771        1.51086        43.3242       0.388364        42.0108     
  1021.37        500.000                 NaN            NaN   4.00061        1.89034                 NaN   6.86685        1.51494        43.3254       0.388650        42.0132     
  1020.30        500.000                 NaN            NaN   4.01462        1.86941                 NaN   6.86601        1.51890        43.3265       0.388927        42.0157     
  1019.23        500.000                 NaN            NaN   4.02853        1.84878                 NaN   6.86520        1.52275        43.3275       0.389197        42.0180     
  1018.16        500.000                 NaN            NaN   1.82815        4.04262                 NaN   6.86441        1.52650        43.3285       0.389460        42.0203     
  1017.09        500.000                 NaN            NaN   4.05657        1.80784                 NaN   6.86364        1.53013        43.3295       0.389714        42.0226     
  1016.03        500.000                 NaN            NaN   1.78770        4.07052                 NaN   6.86289        1.53366        43.3304       0.389962        42.0248     
  1014.96        500.000                 NaN            NaN   5.85218                 NaN            NaN   6.86216        1.53709        43.3313       0.390203        42.0270     
  1013.89        500.000                 NaN            NaN   6.24707                 NaN            NaN   6.93433        1.33703        43.1617       0.365843        41.9541     
  1012.82        500.000                 NaN            NaN   6.26746                 NaN            NaN   6.93919        1.32726        43.1503       0.364302        41.9515     
  1011.75        500.000                 NaN            NaN   6.21481                 NaN            NaN   6.93087        1.35602        43.1674       0.367052        41.9639     
  1010.68        500.000                 NaN            NaN   6.20098                 NaN            NaN   6.92956        1.36448        43.1691       0.367516        41.9684     
  1009.62        500.000                 NaN            NaN   6.18737                 NaN            NaN   6.92828        1.37281        43.1708       0.367971        41.9728     
  1008.55        500.000                 NaN            NaN   6.17397                 NaN            NaN   6.92702        1.38103        43.1724       0.368417        41.9772     
  1007.48        500.000                 NaN            NaN   6.16077                 NaN            NaN   6.92579        1.38913        43.1739       0.368855        41.9815     
  1006.41        500.000                 NaN            NaN   6.14777                 NaN            NaN   6.92459        1.39711        43.1754       0.369284        41.9858     
  1005.34        500.000                 NaN            NaN   6.13496                 NaN            NaN   6.92341        1.40499        43.1768       0.369704        41.9901     
  1004.27        500.000                 NaN            NaN   6.12234                 NaN            NaN   6.92225        1.41276        43.1782       0.370117        41.9943     
  1003.21        500.000                 NaN            NaN   6.10990                 NaN            NaN   6.92112        1.42043        43.1795       0.370521        41.9985     
  1002.14        500.000                 NaN            NaN   6.09765                 NaN            NaN   6.92002        1.42800        43.1808       0.370918        42.0026     
  1001.07        500.000                 NaN            NaN   6.08556                 NaN            NaN   6.91893        1.43547        43.1820       0.371307        42.0067     
