|6.6.6
Archiving\03_Data\frac/QFM_m0.75/Y98/Y98_1.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       pxmn           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1834.59        2500.00        99.0137       0.962673       0.236286E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.0137       0.962671       0.236286E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.0137       0.962669       0.236285E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.0137       0.962666       0.236285E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.0137       0.962664       0.236284E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.0137       0.962662       0.236284E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.0137       0.962659       0.236283E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.0137       0.962656       0.236282E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.0137       0.962654       0.236282E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.0137       0.962651       0.236281E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.0137       0.962649       0.236280E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.0137       0.962646       0.236280E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.0137       0.962644       0.236279E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.0137       0.962641       0.236279E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.0137       0.962638       0.236278E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.0137       0.962636       0.236277E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.0137       0.962633       0.236277E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.0137       0.962630       0.236276E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.0137       0.962628       0.236275E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.0137       0.962625       0.236275E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.0138       0.962622       0.236274E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.0138       0.962619       0.236273E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.0138       0.962616       0.236273E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.0138       0.962614       0.236272E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.0138       0.962611       0.236271E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.0138       0.962608       0.236270E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        98.8805       0.962556       0.376091E-002  0.153232                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.9975                 NaN            NaN            NaN  0.250380E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.9882                 NaN            NaN            NaN  0.117738E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.9849                 NaN            NaN            NaN  0.150744E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.9851                 NaN            NaN            NaN  0.149359E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.9851                 NaN            NaN            NaN  0.148511E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.9853                 NaN            NaN            NaN  0.147066E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.9854                 NaN            NaN            NaN  0.146035E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.9855                 NaN            NaN            NaN  0.145291E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.9857                 NaN            NaN            NaN  0.143308E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.9696                 NaN            NaN            NaN  0.304125E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.9880                 NaN            NaN            NaN  0.120050E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.9861                 NaN            NaN            NaN  0.139218E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.9862                 NaN            NaN            NaN  0.138125E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.9865                 NaN            NaN            NaN  0.135276E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.9863                 NaN            NaN            NaN  0.137459E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.9865                 NaN            NaN            NaN  0.134681E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.9864                 NaN            NaN            NaN  0.135559E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.9869                 NaN            NaN            NaN  0.130747E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.9869                 NaN            NaN            NaN  0.131304E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.9870                 NaN            NaN            NaN  0.130413E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.9871                 NaN            NaN            NaN  0.129102E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.9872                 NaN            NaN            NaN  0.128154E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        99.9873                 NaN            NaN            NaN  0.127349E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        99.9865                 NaN            NaN            NaN  0.134835E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        99.9884                 NaN            NaN            NaN  0.116231E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        99.9876                 NaN            NaN            NaN  0.123891E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        99.9877                 NaN            NaN            NaN  0.122811E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        99.9878                 NaN            NaN            NaN  0.122022E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        99.7268                 NaN            NaN  0.260965       0.122184E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        99.3352                 NaN            NaN  0.652407       0.123883E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        99.3368                 NaN            NaN  0.650852       0.123072E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        99.3340                 NaN            NaN  0.653729       0.123177E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        99.3356                 NaN            NaN  0.652079       0.122789E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        99.3365                 NaN            NaN  0.651301       0.122442E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        99.0231                 NaN            NaN  0.519801       0.570361E-002  0.451375                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.3227                 NaN            NaN  0.218437                 NaN   1.45883                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.3010                 NaN            NaN  0.211760                 NaN   1.48721                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.4319                 NaN            NaN  0.207172                 NaN   1.36095                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.4063                 NaN            NaN  0.204169                 NaN   1.38950                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.4291                 NaN            NaN  0.202733                 NaN   1.36818                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.2401                 NaN            NaN  0.219156                 NaN   1.54074                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        99.4408                 NaN            NaN  0.711029E-001            NaN  0.488052                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        97.7695                 NaN            NaN  0.281261                 NaN   1.94925                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.5256                 NaN            NaN  0.184189                 NaN   1.29019                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.3422                 NaN            NaN  0.204764                 NaN   1.45307                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.7743                 NaN            NaN  0.151531                 NaN   1.07412                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.5887                 NaN            NaN  0.172349                 NaN   1.23892                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.6115                 NaN            NaN  0.170013                 NaN   1.21852                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.6298                 NaN            NaN  0.165860                 NaN   1.20435                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.6497                 NaN            NaN  0.162247                 NaN   1.18802                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.6634                 NaN            NaN  0.158571                 NaN   1.17800                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.6880                 NaN            NaN  0.153930                 NaN   1.15805                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.7030                 NaN            NaN  0.152114                 NaN   1.14485                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.7202                 NaN            NaN  0.147801                 NaN   1.13202                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.7375                 NaN            NaN  0.144819                 NaN   1.11771                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.7534                 NaN            NaN  0.142827                 NaN   1.10382                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.7708                 NaN            NaN  0.139218                 NaN   1.08997                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.7817                 NaN            NaN  0.134527                 NaN   1.08377                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.7959                 NaN            NaN  0.134115                 NaN   1.06995                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.8206                 NaN            NaN  0.128590                 NaN   1.05077                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.8288                 NaN            NaN  0.126715                 NaN   1.04444                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        98.8397                 NaN            NaN  0.125323                 NaN   1.03495                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        98.8607                 NaN            NaN  0.121183                 NaN   1.01813                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        98.8690                 NaN            NaN  0.117892                 NaN   1.01307                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        98.8817                 NaN            NaN  0.115177                 NaN   1.00314                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        98.8918                 NaN            NaN  0.112798                 NaN  0.995449                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        98.9100                 NaN            NaN  0.111138                 NaN  0.978825                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        98.9181                 NaN            NaN  0.106553                 NaN  0.975349                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        98.9262                 NaN            NaN  0.102343                 NaN  0.971422                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        98.9414                 NaN            NaN  0.102011                 NaN  0.956591                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        98.9470                 NaN            NaN  0.974509E-001            NaN  0.955562                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        98.9618                 NaN            NaN  0.963949E-001            NaN  0.941829                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        98.9718                 NaN            NaN  0.924498E-001            NaN  0.935749                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        98.9806                 NaN            NaN  0.907716E-001            NaN  0.928637                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        98.9887                 NaN            NaN  0.872958E-001            NaN  0.924034                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        98.9968                 NaN            NaN  0.836285E-001            NaN  0.919553                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.0044                 NaN            NaN  0.806536E-001            NaN  0.914948                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.0128                 NaN            NaN  0.786827E-001            NaN  0.908494                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.0223                 NaN            NaN  0.764224E-001            NaN  0.901322                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.0283                 NaN            NaN  0.726486E-001            NaN  0.899049                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        98.9218                 NaN            NaN  0.394241E-001            NaN  0.506222       0.532593                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        98.6648                 NaN            NaN            NaN            NaN            NaN   1.33519                 NaN            NaN            NaN            NaN            NaN            NaN
