|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4.25/EETA/EETA_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        an             O(HP)          San(TH)        ilm            q             
  1402.78        500.000                 NaN   98.7987       0.394429       0.300053       0.409843       0.969915E-001            NaN            NaN            NaN
  1401.71        500.000                 NaN   98.8173       0.390343       0.290966       0.403868       0.975026E-001            NaN            NaN            NaN
  1400.64        500.000                 NaN   98.8314       0.386682       0.283399       0.399906       0.986593E-001            NaN            NaN            NaN
  1399.57        500.000                 NaN   98.8482       0.276807       0.382592       0.394099       0.983338E-001            NaN            NaN            NaN
  1398.50        500.000                 NaN   98.8241       0.263823       0.402169       0.405227       0.104648                 NaN            NaN            NaN
  1397.43        500.000                 NaN   98.9136       0.260138       0.361580       0.370629       0.940877E-001            NaN            NaN            NaN
  1396.37        500.000                 NaN   98.8796       0.377215       0.256355       0.384743       0.102078                 NaN            NaN            NaN
  1395.30        500.000                 NaN   98.9175       0.365442       0.245880       0.371907       0.992626E-001            NaN            NaN            NaN
  1394.23        500.000                 NaN   98.9122       0.368079       0.243725       0.374242       0.101802                 NaN            NaN            NaN
  1393.16        500.000                 NaN   98.9400       0.234668       0.359737       0.364784       0.100841                 NaN            NaN            NaN
  1392.09        500.000                 NaN   98.9462       0.360450       0.228433       0.363124       0.101764                 NaN            NaN            NaN
  1391.02        500.000                 NaN   98.9573       0.357985       0.221875       0.359767       0.103042                 NaN            NaN            NaN
  1389.96        500.000                 NaN   98.9731       0.353639       0.216314       0.354441       0.102481                 NaN            NaN            NaN
  1388.89        500.000                 NaN   98.9863       0.350565       0.209890       0.350304       0.102922                 NaN            NaN            NaN
  1387.82        500.000                 NaN   98.9763       0.356636       0.206265       0.354223       0.106615                 NaN            NaN            NaN
  1386.75        500.000                 NaN   99.0315       0.194437       0.337632       0.335210       0.101259                 NaN            NaN            NaN
  1385.68        500.000                 NaN   99.0208       0.191709       0.342928       0.339597       0.104953                 NaN            NaN            NaN
  1384.61        500.000                 NaN   99.0353       0.187652       0.339073       0.334325       0.103654                 NaN            NaN            NaN
  1383.55        500.000                 NaN   99.0454       0.180690       0.337524       0.331419       0.104946                 NaN            NaN            NaN
  1382.48        500.000                 NaN   99.0540       0.335814       0.175940       0.328856       0.105401                 NaN            NaN            NaN
  1381.41        500.000                 NaN   99.0695       0.170122       0.331976       0.323476       0.104972                 NaN            NaN            NaN
  1380.34        500.000                 NaN   99.0784       0.330188       0.165063       0.320754       0.105592                 NaN            NaN            NaN
  1379.27        500.000                 NaN   99.0888       0.159714       0.328139       0.317361       0.106004                 NaN            NaN            NaN
  1378.20        500.000                 NaN   99.0993       0.325600       0.154135       0.314380       0.106611                 NaN            NaN            NaN
  1377.13        500.000                 NaN   98.9242       0.582459       0.139910       0.353389                 NaN            NaN            NaN            NaN
  1376.07        500.000                 NaN   99.2292       0.386698                 NaN  0.270115       0.113997                 NaN            NaN            NaN
  1375.00        500.000                 NaN   99.0486       0.427173                 NaN  0.344590       0.179600                 NaN            NaN            NaN
  1373.93        500.000                 NaN   99.2894       0.271301E-001  0.305507       0.254887       0.123096                 NaN            NaN            NaN
  1372.86        500.000                 NaN   99.1594       0.326679       0.994789E-001  0.296359       0.118127                 NaN            NaN            NaN
  1371.79        500.000                 NaN   99.1578       0.313286       0.127495       0.294745       0.106640                 NaN            NaN            NaN
  1370.72        500.000                 NaN   99.1690       0.122378       0.310690       0.291063       0.106865                 NaN            NaN            NaN
  1369.66        500.000                 NaN   99.1767       0.116713       0.310194       0.288699       0.107707                 NaN            NaN            NaN
  1368.59        500.000                 NaN   99.1890       0.112912       0.306314       0.284522       0.107226                 NaN            NaN            NaN
  1367.52        500.000                 NaN   99.1969       0.304338       0.109620       0.281900       0.107221                 NaN            NaN            NaN
  1366.45        500.000                 NaN   99.2025       0.292168       0.138088       0.276688       0.905696E-001            NaN            NaN            NaN
  1365.38        500.000                 NaN   99.2159       0.700224E-001  0.311661       0.278839       0.123609                 NaN            NaN            NaN
  1364.31        500.000                 NaN   99.2224       0.299354       0.970217E-001  0.273565       0.107671                 NaN            NaN            NaN
  1363.25        500.000                 NaN   99.2307       0.956162E-001  0.296816       0.270425       0.106413                 NaN            NaN            NaN
  1362.18        500.000                 NaN   99.2391       0.295535       0.905376E-001  0.267764       0.107060                 NaN            NaN            NaN
  1361.11        500.000                 NaN   99.2424       0.838523E-001  0.297478       0.267290       0.108956                 NaN            NaN            NaN
  1360.04        500.000                 NaN   99.2586       0.878130E-001  0.288767       0.260456       0.104332                 NaN            NaN            NaN
  1358.97        500.000                 NaN   99.2628       0.811614E-001  0.290226       0.259652       0.106191                 NaN            NaN            NaN
  1357.90        500.000                 NaN   99.2693       0.289475       0.774472E-001  0.257460       0.106332                 NaN            NaN            NaN
  1356.84        500.000                 NaN   99.2767       0.841968E-001  0.283245       0.254273       0.101579                 NaN            NaN            NaN
  1355.77        500.000                 NaN   99.2866       0.288201       0.635071E-001  0.252152       0.109509                 NaN            NaN            NaN
  1354.70        500.000                 NaN   99.2912       0.285942       0.635096E-001  0.251057       0.108293                 NaN            NaN            NaN
  1353.63        500.000                 NaN   99.3047       0.278986       0.686806E-001  0.244628       0.102974                 NaN            NaN            NaN
  1352.56        500.000                 NaN   99.3067       0.280857       0.632727E-001  0.244534       0.104613                 NaN            NaN            NaN
  1351.49        500.000                 NaN   99.3149       0.278579       0.603055E-001  0.241815       0.104383                 NaN            NaN            NaN
  1350.43        500.000                 NaN   98.6358       0.971598E-001  0.578800       0.481116       0.207120                 NaN            NaN            NaN
  1349.36        500.000                 NaN   99.9980       0.200416E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1348.29        500.000                 NaN   99.3466       0.558752E-001  0.267474       0.230203       0.998783E-001            NaN            NaN            NaN
  1347.22        500.000                 NaN   99.3409       0.272831       0.512153E-001  0.232551       0.102492                 NaN            NaN            NaN
  1346.15        500.000                 NaN   99.3453       0.508121E-001  0.269070       0.231814       0.103013                 NaN            NaN            NaN
  1345.08        500.000                 NaN   99.3600       0.270296       0.426831E-001  0.225453       0.101531                 NaN            NaN            NaN
  1344.02        500.000                 NaN   99.3605       0.268236       0.445128E-001  0.225695       0.101087                 NaN            NaN            NaN
  1342.95        500.000                 NaN   99.3679       0.265621       0.432038E-001  0.223038       0.100225                 NaN            NaN            NaN
  1341.88        500.000                 NaN   99.3736       0.397736E-001  0.265460       0.221021       0.100115                 NaN            NaN            NaN
  1340.81        500.000                 NaN   99.3797       0.384840E-001  0.263675       0.218796       0.993339E-001            NaN            NaN            NaN
  1339.74        500.000                 NaN   99.3854       0.262161       0.372901E-001  0.216675       0.984883E-001            NaN            NaN            NaN
  1338.67        500.000                 NaN   99.3911       0.260717       0.357212E-001  0.214651       0.978590E-001            NaN            NaN            NaN
  1337.61        500.000                 NaN   99.3933       0.262038       0.310578E-001  0.214429       0.992186E-001            NaN            NaN            NaN
  1336.54        500.000                 NaN   99.4056       0.254187       0.381052E-001  0.208539       0.935884E-001            NaN            NaN            NaN
  1335.47        500.000                 NaN   99.4081       0.355139E-001  0.254659       0.207983       0.937176E-001            NaN            NaN            NaN
  1334.40        500.000                 NaN   99.4143       0.257050       0.254095E-001  0.206461       0.968028E-001            NaN            NaN            NaN
  1333.33        500.000                 NaN   99.4192       0.284937E-001  0.253961       0.204249       0.940978E-001            NaN            NaN            NaN
  1332.26        500.000                 NaN   99.1689       0.392645E-001  0.364224       0.292646       0.134927                 NaN            NaN            NaN
  1331.19        500.000                 NaN   99.6830       0.136015       0.222911E-001  0.110124       0.485555E-001            NaN            NaN            NaN
  1330.13        500.000                 NaN   99.4372       0.249175       0.230584E-001  0.198160       0.924153E-001            NaN            NaN            NaN
  1329.06        500.000                 NaN   99.4418       0.231923E-001  0.248079       0.195785       0.910996E-001            NaN            NaN            NaN
  1327.99        500.000                 NaN   99.4457       0.246257       0.238151E-001  0.194395       0.898204E-001            NaN            NaN            NaN
  1326.92        500.000                 NaN   99.4505       0.245535       0.224356E-001  0.192614       0.889597E-001            NaN            NaN            NaN
  1325.85        500.000                 NaN   99.4544       0.242113       0.246137E-001  0.191199       0.877016E-001            NaN            NaN            NaN
  1324.78        500.000                 NaN   99.4586       0.169040E-001  0.245842       0.189838       0.887872E-001            NaN            NaN            NaN
  1323.72        500.000                 NaN   99.4681       0.236662       0.263789E-001  0.185177       0.836641E-001            NaN            NaN            NaN
  1322.65        500.000                 NaN   99.4601       0.236525       0.167655E-001  0.191207       0.953713E-001            NaN            NaN            NaN
  1321.58        500.000                 NaN   99.4866       0.220708E-001  0.239624       0.176997       0.746813E-001            NaN            NaN            NaN
  1320.51        500.000                 NaN   99.4799       0.235574       0.205703E-001  0.181254       0.826636E-001            NaN            NaN            NaN
  1319.44        500.000                 NaN   99.4833       0.234513       0.208389E-001  0.179889       0.814337E-001            NaN            NaN            NaN
  1318.37        500.000                 NaN   99.4956       0.216558E-001  0.227109       0.175972       0.796712E-001            NaN            NaN            NaN
  1317.31        500.000                 NaN   99.4856       0.235488       0.203064E-001  0.178389       0.801899E-001            NaN            NaN            NaN
  1316.24        500.000                 NaN   99.4965       0.208516E-001  0.229834       0.174719       0.780485E-001            NaN            NaN            NaN
  1315.17        500.000                 NaN   99.5007       0.229405       0.188771E-001  0.173316       0.776587E-001            NaN            NaN            NaN
  1314.10        500.000                 NaN   99.5048       0.226423       0.225694E-001  0.171209       0.749892E-001            NaN            NaN            NaN
  1313.03        500.000                 NaN   99.5086       0.225608       0.216194E-001  0.169872       0.743153E-001            NaN            NaN            NaN
  1311.96        500.000                 NaN   99.5129       0.224510       0.207565E-001  0.168281       0.735199E-001            NaN            NaN            NaN
  1310.90        500.000                 NaN   99.5175       0.222861       0.207656E-001  0.166515       0.723662E-001            NaN            NaN            NaN
  1309.83        500.000                 NaN   99.5205       0.221572       0.217611E-001  0.165238       0.709543E-001            NaN            NaN            NaN
  1308.76        500.000                 NaN   99.5244       0.246455E-001  0.218498       0.163500       0.689543E-001            NaN            NaN            NaN
  1307.69        500.000                 NaN   99.5283       0.219137       0.217743E-001  0.162182       0.686279E-001            NaN            NaN            NaN
  1306.62        500.000                 NaN   99.5319       0.253199E-001  0.216059       0.160420       0.662992E-001            NaN            NaN            NaN
  1305.55        500.000                 NaN   99.5345       0.212011       0.282700E-001  0.159792       0.654667E-001            NaN            NaN            NaN
  1304.49        500.000                 NaN   99.5427       0.225209                 NaN  0.157903       0.741581E-001            NaN            NaN            NaN
  1303.42        500.000                 NaN   99.5333       0.205301       0.527635E-001  0.157617       0.509792E-001            NaN            NaN            NaN
  1302.35        500.000                 NaN   99.5513       0.211027       0.231117E-001  0.152684       0.618693E-001            NaN            NaN            NaN
  1301.28        500.000                 NaN   99.5492       0.292157E-001  0.208331       0.153466       0.598058E-001            NaN            NaN            NaN
  1300.21        500.000                 NaN   99.5523       0.305744E-001  0.206679       0.152139       0.583163E-001            NaN            NaN            NaN
  1299.14        500.000                 NaN   99.5554       0.204528       0.326839E-001  0.150783       0.566079E-001            NaN            NaN            NaN
  1298.08        500.000                 NaN   99.5176       0.592965E-001  0.205587       0.163178       0.543815E-001            NaN            NaN            NaN
  1297.01        500.000                 NaN   99.6020       0.187967E-001  0.190912       0.134777       0.535284E-001            NaN            NaN            NaN
  1295.94        500.000                 NaN   99.5533       0.186162       0.710471E-001  0.149419       0.400928E-001            NaN            NaN            NaN
  1294.87        500.000                 NaN   99.5765       0.149359E-001  0.207293       0.143296       0.579915E-001            NaN            NaN            NaN
  1293.80        500.000                 NaN   99.5714       0.202104       0.289939E-001  0.144705       0.528023E-001            NaN            NaN            NaN
  1292.73        500.000                 NaN   99.5733       0.193904       0.417454E-001  0.143296       0.477216E-001            NaN            NaN            NaN
  1291.67        500.000                 NaN   99.5756       0.191999       0.442958E-001  0.142215       0.459272E-001            NaN            NaN            NaN
  1290.60        500.000                 NaN   99.5793       0.190145       0.445064E-001  0.140902       0.450980E-001            NaN            NaN            NaN
  1289.53        500.000                 NaN   99.5813       0.464065E-001  0.189161       0.139863       0.432589E-001            NaN            NaN            NaN
  1288.46        500.000                 NaN   99.5803       0.189174       0.503925E-001  0.139915       0.401746E-001            NaN            NaN            NaN
  1287.39        500.000                 NaN   99.5945       0.209123                 NaN  0.137447       0.589426E-001            NaN            NaN            NaN
  1286.32        500.000                 NaN   99.5822       0.123455       0.138228       0.136250       0.198289E-001            NaN            NaN            NaN
  1285.26        500.000                 NaN   99.5907       0.178959       0.582787E-001  0.135720       0.363093E-001            NaN            NaN            NaN
  1284.19        500.000                 NaN   99.5926       0.717718E-001  0.168708       0.134596       0.323593E-001            NaN            NaN            NaN
  1283.12        500.000                 NaN   99.5964       0.180308       0.542307E-001  0.133704       0.353906E-001            NaN            NaN            NaN
  1282.05        500.000                 NaN   99.0163       0.303659                 NaN  0.202284       0.797841E-001  0.397946                 NaN            NaN
  1280.98        500.000                 NaN   94.4307        1.06932       0.373721       0.708862                 NaN   3.41741                 NaN            NaN
  1279.91        500.000                 NaN   94.6634        1.38542                 NaN  0.683731       0.838184E-005   3.26747                 NaN            NaN
  1278.84        500.000                 NaN   94.9923        1.30622                 NaN  0.645945                 NaN   3.05555                 NaN            NaN
  1277.78        500.000                 NaN   95.2145        1.25298                 NaN  0.619481                 NaN   2.91302                 NaN            NaN
  1276.71        500.000                 NaN   95.4610        1.19483                 NaN  0.590009                 NaN   2.75414                 NaN            NaN
  1275.64        500.000                 NaN   95.6674        1.14381                 NaN  0.566620                 NaN   2.62218                 NaN            NaN
  1274.57        500.000                 NaN   95.8663        1.09626                 NaN  0.542681                 NaN   2.49478                 NaN            NaN
  1273.50        500.000                 NaN   96.0455        1.05325                 NaN  0.519898                 NaN   2.38136                 NaN            NaN
  1272.43        500.000                 NaN   95.6156        1.11876                 NaN  0.578176                 NaN   2.64650       0.409659E-001            NaN
  1271.37        500.000                 NaN   95.0893        1.20193                 NaN  0.643896                 NaN   2.97450       0.904140E-001            NaN
  1270.30        500.000                 NaN   95.3602        1.13788                 NaN  0.607380                 NaN   2.80844       0.860802E-001            NaN
  1269.23        500.000                 NaN   95.6099        1.07973                 NaN  0.576533                 NaN   2.65282       0.809683E-001            NaN
  1268.16        500.000                 NaN   95.8285        1.02871                 NaN  0.547771                 NaN   2.51797       0.770257E-001            NaN
  1267.09        500.000                 NaN   96.0314       0.981189                 NaN  0.521855                 NaN   2.39245       0.730707E-001            NaN
  1266.02        500.000                 NaN   96.2116       0.939684                 NaN  0.499274                 NaN   2.28016       0.693086E-001            NaN
  1264.96        500.000                 NaN   96.3807       0.900205                 NaN  0.478257                 NaN   2.17512       0.657415E-001            NaN
  1263.89        500.000                 NaN   96.5417       0.861530                 NaN  0.457231                 NaN   2.07689       0.626686E-001            NaN
  1262.82        500.000                 NaN   96.6842       0.828612                 NaN  0.440623                 NaN   1.98738       0.592004E-001            NaN
  1261.75        500.000                 NaN   96.8196       0.795638                 NaN  0.421503                 NaN   1.90621       0.570538E-001            NaN
  1260.68        500.000                 NaN   96.9435       0.766899                 NaN  0.408345                 NaN   1.82771       0.535612E-001            NaN
  1259.61        500.000                 NaN   97.0563       0.739812                 NaN  0.390870                 NaN   1.76082       0.521590E-001            NaN
  1258.55        500.000                 NaN   98.4237                 NaN            NaN  0.199845       0.471163E-001   1.27751       0.518626E-001            NaN
  1257.48        500.000                 NaN   96.0023        1.35546                 NaN  0.548582                 NaN   2.04849       0.451815E-001            NaN
  1256.41        500.000                 NaN   97.3631       0.665166                 NaN  0.349290                 NaN   1.57611       0.463544E-001            NaN
  1255.34        500.000                 NaN   97.4504       0.644557                 NaN  0.338054                 NaN   1.52255       0.443969E-001            NaN
  1254.27        500.000                 NaN   97.5340       0.624722                 NaN  0.328082                 NaN   1.47090       0.423252E-001            NaN
  1253.20        500.000                 NaN   97.6106       0.606517                 NaN  0.317553                 NaN   1.42459       0.407195E-001            NaN
  1252.14        500.000                 NaN   97.6849       0.588669                 NaN  0.308144                 NaN   1.37929       0.390170E-001            NaN
  1251.07        500.000                 NaN   97.7556       0.571366                 NaN  0.297813                 NaN   1.33745       0.377702E-001            NaN
  1250.00        500.000                 NaN   97.8213       0.556010                 NaN  0.289747                 NaN   1.29688       0.361078E-001            NaN
  1248.93        500.000                 NaN   97.8836       0.540958                 NaN  0.281633                 NaN   1.25915       0.346433E-001            NaN
  1247.86        500.000                 NaN   97.9451       0.525804                 NaN  0.272711                 NaN   1.22288       0.335200E-001            NaN
  1246.79        500.000                 NaN   98.0003       0.512962                 NaN  0.265779                 NaN   1.18884       0.321109E-001            NaN
  1245.73        500.000                 NaN   98.0526       0.500118                 NaN  0.256920                 NaN   1.15895       0.314547E-001            NaN
  1244.66        500.000                 NaN   98.1080       0.486837                 NaN  0.250786                 NaN   1.12453       0.298086E-001            NaN
  1243.59        500.000                 NaN   98.1574       0.474767                 NaN  0.244323                 NaN   1.09481       0.286610E-001            NaN
  1242.52        500.000                 NaN   98.2022       0.464440                 NaN  0.238496                 NaN   1.06731       0.275194E-001            NaN
  1241.45        500.000                 NaN   98.2499       0.452455                 NaN  0.232084                 NaN   1.03910       0.264502E-001            NaN
  1240.38        500.000                 NaN   98.2910       0.442925                 NaN  0.226547                 NaN   1.01410       0.254588E-001            NaN
  1239.32        500.000                 NaN   98.3389       0.430127                 NaN  0.218380                 NaN  0.987640       0.249190E-001            NaN
  1238.25        500.000                 NaN   98.3782       0.420524                 NaN  0.213500                 NaN  0.963895       0.238759E-001            NaN
  1237.18        500.000                 NaN   98.4178       0.410796                 NaN  0.207661                 NaN  0.940597       0.230980E-001            NaN
  1236.11        500.000                 NaN   98.4574       0.400534                 NaN  0.201711                 NaN  0.917954       0.223685E-001            NaN
  1235.04        500.000                 NaN   98.4934       0.391703                 NaN  0.196964                 NaN  0.896480       0.214890E-001            NaN
  1233.97        500.000                 NaN   98.5290       0.382649                 NaN  0.192024                 NaN  0.875591       0.207228E-001            NaN
  1232.90        500.000                 NaN   98.5621       0.374906                 NaN  0.187178                 NaN  0.855832       0.200259E-001            NaN
  1231.84        500.000                 NaN   98.5937       0.366828                 NaN  0.182332                 NaN  0.837686       0.194216E-001            NaN
  1230.77        500.000                 NaN   98.6245       0.359648                 NaN  0.178877                 NaN  0.818445       0.184825E-001            NaN
  1229.70        500.000                 NaN   98.6595       0.349916                 NaN  0.173055                 NaN  0.799539       0.180264E-001            NaN
  1228.63        500.000                 NaN   98.6905       0.340679                 NaN  0.170357                 NaN  0.781412       0.170783E-001            NaN
  1227.56        500.000                 NaN   98.7221       0.334537                 NaN  0.164270                 NaN  0.762318       0.167427E-001            NaN
  1226.49        500.000                 NaN   98.7463       0.327037                 NaN  0.161998                 NaN  0.748723       0.159482E-001            NaN
  1225.43        500.000                 NaN   98.7699       0.323287                 NaN  0.156952                 NaN  0.734149       0.156771E-001            NaN
  1224.36        500.000                 NaN   98.7988       0.314588                 NaN  0.153301                 NaN  0.718191       0.150881E-001            NaN
  1223.29        500.000                 NaN   98.8263       0.307129                 NaN  0.148666                 NaN  0.703178       0.146913E-001            NaN
  1222.22        500.000                 NaN   98.8497       0.301455                 NaN  0.145754                 NaN  0.689027       0.141035E-001            NaN
  1221.15        500.000                 NaN   98.8754       0.294519                 NaN  0.141656                 NaN  0.674676       0.137232E-001            NaN
  1220.08        500.000                 NaN   98.8980       0.288714                 NaN  0.138640                 NaN  0.661531       0.131610E-001            NaN
  1219.02        500.000                 NaN   98.9212       0.282507                 NaN  0.135490                 NaN  0.648080       0.127055E-001            NaN
  1217.95        500.000                 NaN   98.9446       0.276319                 NaN  0.132743                 NaN  0.634171       0.121367E-001            NaN
  1216.88        500.000                 NaN   98.9666       0.270493                 NaN  0.129147                 NaN  0.622027       0.117794E-001            NaN
  1215.81        500.000                 NaN   98.9884       0.264506                 NaN  0.126260                 NaN  0.609481       0.113748E-001            NaN
  1214.74        500.000                 NaN   99.0122       0.257178                 NaN  0.121598                 NaN  0.597767       0.112413E-001            NaN
  1213.67        500.000                 NaN   99.0273       0.254703                 NaN  0.120534                 NaN  0.586841       0.106055E-001            NaN
  1212.61        500.000                 NaN   97.5113       0.402698                 NaN  0.237296                 NaN   1.15171       0.158930E-001  0.681140     
  1211.54        500.000                 NaN   89.3121        1.22865                 NaN  0.877839                 NaN   4.20313       0.438578E-001   4.33440     
  1210.47        500.000                 NaN   76.1432       0.833776        1.74187        1.94936                 NaN   9.51713       0.995388E-001   9.71516     
  1209.40        500.000                 NaN   97.1741       0.101425                 NaN  0.326464       0.193315        1.15283       0.478301E-002   1.04713     
  1208.33        500.000                 NaN   94.2272       0.307921       0.448710       0.448697                 NaN   2.22872       0.243162E-001   2.31443     
  1207.26        500.000                 NaN   92.9298       0.655077       0.198210       0.534812                 NaN   2.53505       0.231162E-001   3.12390     
  1206.20        500.000                 NaN   94.0306       0.826404                 NaN  0.491739                 NaN   2.33398       0.209434E-001   2.29636     
  1205.13        500.000                 NaN   87.1501        1.09274                 NaN   1.05637       0.169114        5.04347       0.471482E-001   5.44106     
  1204.06        500.000                 NaN   96.4516       0.603722                 NaN  0.301321                 NaN   1.39863       0.113605E-001   1.23342     
  1202.99        500.000                 NaN   92.4368       0.881026                 NaN  0.585675                 NaN   2.99668       0.331832E-001   3.06659     
  1201.92        500.000                 NaN   73.2811        2.59639       0.403618        2.10331                 NaN   10.6112       0.103856        10.9005     
  1200.85        500.000                 NaN  100.0000       0.141459E-005            NaN            NaN            NaN  0.535129E-005            NaN  0.526564E-005
  1199.79        500.000                 NaN   98.3350       0.184453                 NaN  0.132183                 NaN  0.664011       0.623606E-002  0.678145     
  1198.72        500.000                 NaN   99.9981       0.198355E-003            NaN  0.135820E-003            NaN  0.765195E-003  0.102479E-004  0.767380E-003
  1197.65        500.000                 NaN   99.9963       0.357277E-003            NaN  0.246435E-003            NaN  0.156959E-002  0.241644E-004  0.154820E-002
  1196.58        500.000                 NaN  100.0000                 NaN            NaN            NaN            NaN  0.241343E-005            NaN  0.283289E-005
  1195.51        500.000                 NaN   73.3186        2.62201       0.230601        2.10525                 NaN   10.7768       0.855202E-001   10.8613     
  1194.44        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1193.38        500.000                 NaN   99.9999       0.844119E-005            NaN  0.780754E-005  0.166263E-005  0.389631E-004            NaN  0.392636E-004
  1192.31        500.000                 NaN   99.9993       0.597798E-004            NaN  0.507721E-004  0.287837E-005  0.283091E-003  0.258678E-005  0.279451E-003
  1191.24        500.000                 NaN   40.9080        4.05275        1.25749        4.28737                 NaN   25.0643       0.190827        24.2393     
  1190.17        500.000                 NaN            NaN   8.34850                 NaN   7.01909                 NaN   43.1261       0.325412        41.1809     
  1189.10        500.000                 NaN            NaN   8.35710                 NaN   7.02159                 NaN   43.1139       0.324051        41.1833     
  1188.03        500.000                 NaN            NaN   8.34980                 NaN   7.02150                 NaN   43.1211       0.325001        41.1826     
  1186.96        500.000                 NaN            NaN   8.37100                 NaN   7.02873                 NaN   43.0912       0.321741        41.1873     
  1185.90        500.000                 NaN            NaN   8.34764                 NaN   7.02109                 NaN   43.1218       0.326414        41.1830     
  1184.83        500.000                 NaN            NaN   8.36767                 NaN   7.02859                 NaN   43.0934       0.322422        41.1879     
  1183.76        500.000                 NaN            NaN   6.57620        1.77772        7.02447                 NaN   43.1114       0.323814        41.1864     
  1182.69        500.000                 NaN            NaN   8.35282                 NaN   7.02673                 NaN   43.1095       0.324023        41.1869     
  1181.62        500.000                 NaN            NaN   8.35275                 NaN   7.02631                 NaN   43.1092       0.324023        41.1877     
  1180.55        500.000                 NaN            NaN   5.17377        3.21395        7.07364                 NaN   43.0312       0.312857        41.1946     
  1179.49        500.000                 NaN            NaN   5.17097        3.21665        7.07372                 NaN   43.0305       0.312825        41.1954     
  1178.42        500.000                 NaN            NaN   8.35487                 NaN   7.02792                 NaN   43.1037       0.323102        41.1904     
  1177.35        500.000                 NaN            NaN   8.35550                 NaN   7.02887                 NaN   43.1015       0.322885        41.1912     
  1176.28        500.000                 NaN            NaN   8.35617                 NaN   7.02981                 NaN   43.0993       0.322666        41.1921     
  1175.21        500.000                 NaN            NaN   8.35673                 NaN   7.03074                 NaN   43.0971       0.322448        41.1930     
  1174.14        500.000                 NaN            NaN   8.35735                 NaN   7.03167                 NaN   43.0949       0.322230        41.1938     
  1173.08        500.000                 NaN            NaN   8.35798                 NaN   7.03261                 NaN   43.0927       0.322010        41.1947     
  1172.01        500.000                 NaN            NaN   8.35862                 NaN   7.03355                 NaN   43.0905       0.321789        41.1955     
  1170.94        500.000                 NaN            NaN   8.35925                 NaN   7.03448                 NaN   43.0883       0.321568        41.1964     
  1169.87        500.000                 NaN            NaN   5.43091        2.93454        7.03867                 NaN   43.0774       0.320408        41.1980     
  1168.80        500.000                 NaN            NaN   8.38786                 NaN   7.05297                 NaN   43.0399       0.316459        41.2028     
  1167.73        500.000                 NaN            NaN   8.39280                 NaN   7.05693                 NaN   43.0306       0.315169        41.2045     
