|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4.25/EETA/EETA_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        an             O(HP)          San(TH)        ilm            q             
  1164.53        500.000                 NaN            NaN   11.4275                 NaN   7.30677                 NaN   40.9507       0.557619        39.7574     
  1163.46        500.000                 NaN            NaN   11.4295                 NaN   7.30879                 NaN   40.9472       0.556770        39.7577     
  1162.39        500.000                 NaN            NaN   11.4360                 NaN   7.32800                 NaN   40.9280       0.549946        39.7580     
  1161.32        500.000                 NaN            NaN   6.04507        5.37603        7.30407                 NaN   40.9593       0.559302        39.7562     
  1160.26        500.000                 NaN            NaN   11.4358                 NaN   7.31662                 NaN   40.9347       0.554376        39.7585     
  1159.19        500.000                 NaN            NaN   11.4377                 NaN   7.31594                 NaN   40.9337       0.553831        39.7589     
  1158.12        500.000                 NaN            NaN   11.4391                 NaN   7.31714                 NaN   40.9314       0.553211        39.7592     
  1157.05        500.000                 NaN            NaN   11.4390                 NaN   7.31870                 NaN   40.9304       0.552725        39.7592     
  1155.98        500.000                 NaN            NaN   11.4405                 NaN   7.32032                 NaN   40.9278       0.552056        39.7594     
  1154.91        500.000                 NaN            NaN   11.4428                 NaN   7.32193                 NaN   40.9241       0.551387        39.7597     
  1153.85        500.000                 NaN            NaN   10.1915        1.24863        7.32061                 NaN   40.9275       0.552504        39.7593     
  1152.78        500.000                 NaN            NaN   8.63743        2.79690        7.31754                 NaN   40.9348       0.554987        39.7583     
  1151.71        500.000                 NaN            NaN   8.26807        3.16814        7.31936                 NaN   40.9316       0.554157        39.7586     
  1150.64        500.000                 NaN            NaN   11.4480                 NaN   7.32804                 NaN   40.9145       0.548876        39.7606     
  1149.57        500.000                 NaN            NaN   11.4494                 NaN   7.32968                 NaN   40.9119       0.548179        39.7608     
  1148.50        500.000                 NaN            NaN   9.08945        2.35883        7.32872                 NaN   40.9134       0.548928        39.7607     
  1147.44        500.000                 NaN            NaN   7.19379        4.24980        7.32656                 NaN   40.9191       0.550930        39.7598     
  1146.37        500.000                 NaN            NaN   7.17935        4.26580        7.32816                 NaN   40.9164       0.550247        39.7601     
  1145.30        500.000                 NaN            NaN   6.81732        4.62984        7.33009                 NaN   40.9130       0.549365        39.7604     
  1144.23        500.000                 NaN            NaN   6.43571        5.01351        7.33204                 NaN   40.9095       0.548465        39.7607     
  1143.16        500.000                 NaN            NaN   11.4513                 NaN   7.33403                 NaN   40.9060       0.547544        39.7611     
  1142.09        500.000                 NaN            NaN   11.4530                 NaN   7.33568                 NaN   40.9032       0.546830        39.7613     
  1141.02        500.000                 NaN            NaN   11.4551                 NaN   7.33768                 NaN   40.8997       0.545907        39.7617     
  1139.96        500.000                 NaN            NaN   11.4573                 NaN   7.33974                 NaN   40.8960       0.544944        39.7620     
  1138.89        500.000                 NaN            NaN   11.4596                 NaN   7.34189                 NaN   40.8922       0.543936        39.7624     
  1137.82        500.000                 NaN            NaN   11.4617                 NaN   7.34391                 NaN   40.8886       0.543036        39.7627     
  1136.75        500.000                 NaN            NaN   11.4658                 NaN   7.34788                 NaN   40.8817       0.541229        39.7634     
  1135.68        500.000                 NaN            NaN   11.4698                 NaN   7.35163                 NaN   40.8751       0.539514        39.7640     
  1134.61        500.000                 NaN            NaN   11.4735                 NaN   7.35517                 NaN   40.8688       0.537887        39.7646     
  1133.55        500.000                 NaN            NaN   10.6718       0.833943        7.38732                 NaN   40.8136       0.523807        39.7696     
  1132.48        500.000                 NaN            NaN   10.7510       0.755790        7.38830                 NaN   40.8118       0.523352        39.7698     
  1131.41        500.000                 NaN            NaN   8.87094        2.61556        7.36297                 NaN   40.8499       0.533873        39.7668     
  1130.34        500.000                 NaN            NaN   9.12410        2.36196        7.36706                 NaN   40.8478       0.532447        39.7666     
  1129.27        500.000                 NaN            NaN   9.40002        2.08898        7.36942                 NaN   40.8433       0.531234        39.7671     
  1128.20        500.000                 NaN            NaN   9.38600        2.10736        7.37008                 NaN   40.8386       0.530296        39.7677     
  1127.14        500.000                 NaN            NaN   9.69494        1.79852        7.37393                 NaN   40.8357       0.529221        39.7677     
  1126.07        500.000                 NaN            NaN   11.4902                 NaN   7.37192                 NaN   40.8399       0.530706        39.7673     
  1125.00        500.000                 NaN            NaN   11.4928                 NaN   7.37427                 NaN   40.8357       0.529613        39.7677     
  1123.93        500.000                 NaN            NaN   11.4950                 NaN   7.37634                 NaN   40.8320       0.528657        39.7680     
  1122.86        500.000                 NaN            NaN   11.4982                 NaN   7.38003                 NaN   40.8263       0.526936        39.7686     
  1121.79        500.000                 NaN            NaN   11.5163                 NaN   7.39679                 NaN   40.7962       0.519370        39.7714     
  1120.73        500.000                 NaN            NaN   11.5170                 NaN   7.39744                 NaN   40.7950       0.519064        39.7715     
  1119.66        500.000                 NaN            NaN   11.5020                 NaN   7.38009                 NaN   40.8227       0.526064        39.7691     
  1118.59        500.000                 NaN            NaN   8.31955        3.18576        7.38638                 NaN   40.8147       0.523956        39.7697     
  1117.52        500.000                 NaN            NaN   8.63345        2.87397        7.38752                 NaN   40.8121       0.523041        39.7699     
  1116.45        500.000                 NaN            NaN   8.95079        2.55845        7.38964                 NaN   40.8089       0.521993        39.7702     
  1115.38        500.000                 NaN            NaN   11.5103                 NaN   7.38764                 NaN   40.8090       0.522606        39.7704     
  1114.32        500.000                 NaN            NaN   8.76466        2.74733        7.39224                 NaN   40.8037       0.521311        39.7708     
  1113.25        500.000                 NaN            NaN   11.5124                 NaN   7.39009                 NaN   40.8051       0.521671        39.7707     
  1112.18        500.000                 NaN            NaN   8.88839        2.62660        7.39497                 NaN   40.7989       0.519895        39.7712     
  1111.11        500.000                 NaN            NaN   8.95468        2.56174        7.39621                 NaN   40.7966       0.519313        39.7715     
  1110.04        500.000                 NaN            NaN   9.14128        2.37663        7.39768                 NaN   40.7940       0.518636        39.7717     
  1108.97        500.000                 NaN            NaN   9.18974        2.32953        7.39887                 NaN   40.7918       0.518071        39.7720     
  1107.91        500.000                 NaN            NaN   9.23569        2.28495        7.40005                 NaN   40.7896       0.517510        39.7722     
  1106.84        500.000                 NaN            NaN   9.26212        2.25987        7.40122                 NaN   40.7875       0.516958        39.7724     
  1105.77        500.000                 NaN            NaN   9.31716        2.20619        7.40240                 NaN   40.7853       0.516398        39.7726     
  1104.70        500.000                 NaN            NaN   9.34802        2.17666        7.40355                 NaN   40.7831       0.515849        39.7728     
  1103.63        500.000                 NaN            NaN   2.55893        8.96848        7.40590                 NaN   40.7786       0.514853        39.7732     
  1102.56        500.000                 NaN            NaN   9.37757        2.14977        7.40584                 NaN   40.7788       0.514762        39.7733     
  1101.50        500.000                 NaN            NaN   11.5370                 NaN   7.41158                 NaN   40.7653       0.511472        39.7747     
  1100.43        500.000                 NaN            NaN   9.02273        2.50695        7.40630                 NaN   40.7762       0.514262        39.7736     
  1099.36        500.000                 NaN            NaN   11.5355                 NaN   7.41167                 NaN   40.7665       0.511983        39.7744     
  1098.29        500.000                 NaN            NaN   9.39130        2.14158        7.41018                 NaN   40.7703       0.512567        39.7741     
  1097.22        500.000                 NaN            NaN   8.94408        2.59005        7.41146                 NaN   40.7679       0.512133        39.7744     
  1096.15        500.000                 NaN            NaN   9.30024        2.23497        7.41183                 NaN   40.7666       0.511804        39.7745     
  1095.09        500.000                 NaN            NaN   10.8074       0.741873        7.42243                 NaN   40.7452       0.506347        39.7767     
  1094.02        500.000                 NaN            NaN   9.26736        2.27100        7.41524                 NaN   40.7611       0.510287        39.7751     
  1092.95        500.000                 NaN            NaN   9.11463        2.42528        7.41655                 NaN   40.7586       0.509672        39.7753     
  1091.88        500.000                 NaN            NaN   9.15713        2.38422        7.41777                 NaN   40.7563       0.509085        39.7755     
  1090.81        500.000                 NaN            NaN   9.09234        2.45055        7.41908                 NaN   40.7538       0.508461        39.7758     
  1089.74        500.000                 NaN            NaN   9.02100        2.52349        7.42043                 NaN   40.7512       0.507821        39.7761     
  1088.67        500.000                 NaN            NaN   8.94266        2.60346        7.42182                 NaN   40.7486       0.507163        39.7763     
  1087.61        500.000                 NaN            NaN   8.85789        2.68992        7.42325                 NaN   40.7458       0.506485        39.7766     
  1086.54        500.000                 NaN            NaN   8.76598        2.78357        7.42472                 NaN   40.7430       0.505785        39.7769     
  1085.47        500.000                 NaN            NaN   8.63015        2.92127        7.42631                 NaN   40.7400       0.505037        39.7772     
  1084.40        500.000                 NaN            NaN   8.40309        3.15022        7.42829                 NaN   40.7366       0.504294        39.7775     
  1083.33        500.000                 NaN            NaN   8.13111        3.42499        7.43020                 NaN   40.7325       0.503202        39.7780     
  1082.26        500.000                 NaN            NaN   7.25364        4.30655        7.43261                 NaN   40.7266       0.501965        39.7787     
  1081.20        500.000                 NaN            NaN   11.5791                 NaN   7.44775                 NaN   40.6976       0.494090        39.7815     
  1080.13        500.000                 NaN            NaN   11.5821                 NaN   7.44912                 NaN   40.6939       0.492994        39.7819     
  1079.06        500.000                 NaN            NaN   11.5843                 NaN   7.45218                 NaN   40.6893       0.491903        39.7823     
  1077.99        500.000                 NaN            NaN   2.74182        8.79644        7.41500                 NaN   40.7611       0.510453        39.7752     
  1076.92        500.000                 NaN            NaN   8.91930        2.64459        7.43511                 NaN   40.7214       0.500348        39.7793     
  1075.85        500.000                 NaN            NaN   3.04008        8.51472        7.42846                 NaN   40.7348       0.504022        39.7779     
  1074.79        500.000                 NaN            NaN   3.10761        8.44850        7.42952                 NaN   40.7327       0.503516        39.7781     
  1073.72        500.000                 NaN            NaN   3.17866        8.37877        7.43060                 NaN   40.7306       0.503003        39.7784     
  1072.65        500.000                 NaN            NaN   3.25070        8.30808        7.43171                 NaN   40.7284       0.502477        39.7786     
  1071.58        500.000                 NaN            NaN   3.32337        8.23680        7.43284                 NaN   40.7262       0.501937        39.7788     
  1070.51        500.000                 NaN            NaN   3.39645        8.16515        7.43400                 NaN   40.7239       0.501385        39.7791     
  1069.44        500.000                 NaN            NaN   3.47008        8.09298        7.43518                 NaN   40.7216       0.500820        39.7794     
  1068.38        500.000                 NaN            NaN   3.54330        8.02369        7.43844                 NaN   40.7153       0.499246        39.7800     
  1067.31        500.000                 NaN            NaN   8.06082        3.51826        7.44749                 NaN   40.6971       0.494405        39.7820     
  1066.24        500.000                 NaN            NaN   4.19173        7.40688        7.46481                 NaN   40.6648       0.486504        39.7853     
  1065.17        500.000                 NaN            NaN   6.18045        4.53891        7.36321       0.567857        40.8754       0.544821        39.9294     
  1064.10        500.000                 NaN            NaN   6.27513        4.43005        7.36329       0.578676        40.8754       0.544928        39.9326     
  1063.03        500.000                 NaN            NaN   11.6205       0.130430E-005   7.48226                 NaN   40.6320       0.477021        39.7882     
  1061.97        500.000                 NaN            NaN   11.6225       0.126691E-005   7.48383                 NaN   40.6288       0.476225        39.7886     
  1060.90        500.000                 NaN            NaN   3.66585        7.94962        7.47831                 NaN   40.6388       0.479685        39.7877     
  1059.83        500.000                 NaN            NaN   11.6284                 NaN   7.48871                 NaN   40.6195       0.473779        39.7896     
  1058.76        500.000                 NaN            NaN   11.6312                 NaN   7.49091                 NaN   40.6152       0.472650        39.7900     
  1057.69        500.000                 NaN            NaN   11.6342                 NaN   7.49332                 NaN   40.6106       0.471414        39.7904     
  1056.62        500.000                 NaN            NaN   1.87853        9.75476        7.49232                 NaN   40.6118       0.472117        39.7905     
  1055.56        500.000                 NaN            NaN   11.6387                 NaN   7.49721                 NaN   40.6034       0.469466        39.7912     
  1054.49        500.000                 NaN            NaN   7.18862        3.44324        7.37099       0.641885        40.8607       0.541867        39.9527     
  1053.42        500.000                 NaN            NaN   3.31333        8.32713        7.49804                 NaN   40.6004       0.469315        39.7918     
  1052.35        500.000                 NaN            NaN   3.09724        8.54720        7.50113                 NaN   40.5944       0.467707        39.7924     
  1051.28        500.000                 NaN            NaN   7.14719        3.63095        7.41402       0.571026        40.7766       0.519666        39.9405     
  1050.21        500.000                 NaN            NaN   9.45528        2.19457        7.50610                 NaN   40.5858       0.465094        39.7932     
  1049.15        500.000                 NaN            NaN   9.61767       0.198142E-003   7.30735        1.34646        41.0005       0.582912        40.1449     
  1048.08        500.000                 NaN            NaN   9.58342       0.620369E-004   7.30402        1.36865        41.0084       0.584810        40.1506     
  1047.01        500.000                 NaN            NaN   9.45700                 NaN   7.29176        1.45245        41.0339       0.592198        40.1726     
  1045.94        500.000                 NaN            NaN   9.29472                 NaN   7.27537        1.55909        41.0683       0.602037        40.2005     
  1044.87        500.000                 NaN            NaN   9.16400                 NaN   7.26229        1.64511        41.0957       0.609913        40.2230     
  1043.80        500.000                 NaN            NaN   9.05536                 NaN   7.25154        1.71672        41.1182       0.616410        40.2418     
  1042.73        500.000                 NaN            NaN   8.96266                 NaN   7.24247        1.77792        41.1372       0.621909        40.2579     
  1041.67        500.000                 NaN            NaN   8.27738                 NaN   7.11774        2.15553        41.4208       0.692530        40.3360     
  1040.60        500.000                 NaN            NaN   8.79647                 NaN   7.22628        1.88773        41.1710       0.631747        40.2868     
  1039.53        500.000                 NaN            NaN   8.73491                 NaN   7.22048        1.92858        41.1831       0.635301        40.2976     
  1038.46        500.000                 NaN            NaN   8.72956                 NaN   7.22112        1.93347        41.1816       0.635011        40.2993     
  1037.39        500.000                 NaN            NaN   8.67341                 NaN   7.21602        1.97103        41.1921       0.638164        40.3092     
  1036.32        500.000                 NaN            NaN   8.76156                 NaN   7.22737        1.91612        41.1677       0.631479        40.2957     
  1035.26        500.000                 NaN            NaN   8.54933                 NaN   7.20397        2.05282        41.2175       0.645547        40.3308     
  1034.19        500.000                 NaN            NaN   8.67539                 NaN   7.21992        1.97411        41.1831       0.636108        40.3113     
  1033.12        500.000                 NaN            NaN   8.21767                 NaN   7.10718        2.18877        41.4448       0.698520        40.3430     
  1032.05        500.000                 NaN            NaN   8.21767                 NaN   7.10718        2.18877        41.4448       0.698520        40.3430     
  1030.98        500.000                 NaN            NaN   8.21767                 NaN   7.10718        2.18877        41.4448       0.698520        40.3430     
  1029.91        500.000                 NaN            NaN   8.21767                 NaN   7.10718        2.18877        41.4448       0.698520        40.3430     
  1028.85        500.000                 NaN            NaN   8.21767                 NaN   7.10718        2.18877        41.4448       0.698520        40.3430     
  1027.78        500.000                 NaN            NaN   8.21767                 NaN   7.10718        2.18877        41.4448       0.698520        40.3430     
  1026.71        500.000                 NaN            NaN   8.21767                 NaN   7.10718        2.18877        41.4448       0.698520        40.3430     
  1025.64        500.000                 NaN            NaN   8.22157                 NaN   7.10944        2.18858        41.4395       0.697318        40.3436     
  1024.57        500.000                 NaN            NaN   8.21767                 NaN   7.10719        2.18877        41.4448       0.698518        40.3430     
  1023.50        500.000                 NaN            NaN   8.21767                 NaN   7.10719        2.18877        41.4448       0.698518        40.3430     
  1022.44        500.000                 NaN            NaN   8.21767                 NaN   7.10718        2.18877        41.4448       0.698520        40.3430     
  1021.37        500.000                 NaN            NaN   8.21767                 NaN   7.10718        2.18877        41.4448       0.698520        40.3430     
  1020.30        500.000                 NaN            NaN   8.21767                 NaN   7.10718        2.18877        41.4448       0.698520        40.3430     
  1019.23        500.000                 NaN            NaN   8.21765                 NaN   7.10720        2.18879        41.4448       0.698514        40.3430     
  1018.16        500.000                 NaN            NaN   8.19869                 NaN   7.11906        2.21874        41.4150       0.692616        40.3559     
  1017.09        500.000                 NaN            NaN   8.07474                 NaN   7.16681        2.37653        41.2929       0.669394        40.4196     
  1016.03        500.000                 NaN            NaN   8.16348                 NaN   7.17921        2.32302        41.2653       0.662067        40.4069     
  1014.96        500.000                 NaN            NaN   8.21065                 NaN   7.11000        2.19784        41.4377       0.697147        40.3467     
  1013.89        500.000                 NaN            NaN   8.20937                 NaN   7.11001        2.19885        41.4376       0.697152        40.3470     
  1012.82        500.000                 NaN            NaN   8.20788                 NaN   7.11003        2.20003        41.4375       0.697160        40.3474     
  1011.75        500.000                 NaN            NaN   8.20631                 NaN   7.11004        2.20128        41.4374       0.697167        40.3478     
  1010.68        500.000                 NaN            NaN   8.20465                 NaN   7.11007        2.20261        41.4373       0.697173        40.3482     
  1009.62        500.000                 NaN            NaN   8.03315                 NaN   7.16971        2.41274        41.2840       0.668429        40.4320     
  1008.55        500.000                 NaN            NaN   8.02042                 NaN   7.16915        2.42270        41.2838       0.668802        40.4351     
  1007.48        500.000                 NaN            NaN   7.93039                 NaN   7.15896        2.47926        41.3073       0.674980        40.4492     
  1006.41        500.000                 NaN            NaN   7.98006                 NaN   7.16659        2.45047        41.2897       0.670479        40.4427     
  1005.34        500.000                 NaN            NaN   7.96183                 NaN   7.16542        2.46323        41.2919       0.671278        40.4463     
  1004.27        500.000                 NaN            NaN   7.85082                 NaN   7.15210        2.53278        41.3211       0.679384        40.4638     
  1003.21        500.000                 NaN            NaN   7.92686                 NaN   7.16320        2.48781        41.2960       0.672806        40.4533     
  1002.14        500.000                 NaN            NaN   7.91109                 NaN   7.16227        2.49935        41.2973       0.673340        40.4566     
  1001.07        500.000                 NaN            NaN   7.89299                 NaN   7.16112        2.51164        41.2999       0.674257        40.4601     
