|6.6.6
Archiving\03_Data\eqfrac/QFM_m1.25/TAY13/TAY13_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1596.15        2500.00       0.338876E-002   99.5080       0.488658       0.121004E-005            NaN            NaN            NaN            NaN            NaN            NaN
  1594.66        2500.00                 NaN   99.3317       0.660325       0.799525E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1593.16        2500.00                 NaN   99.3325       0.585800       0.816729E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1591.67        2500.00                 NaN   99.3356       0.583877       0.805346E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1590.17        2500.00                 NaN   99.3470       0.574083       0.788747E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1588.68        2500.00                 NaN   99.3519       0.568223       0.798339E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1587.19        2500.00                 NaN   99.3564       0.566302       0.772772E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1585.69        2500.00                 NaN   99.3637       0.560376       0.759461E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1584.20        2500.00                 NaN   99.3696       0.555344       0.750976E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1582.70        2500.00                 NaN   99.3747       0.551304       0.739696E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1581.21        2500.00                 NaN   99.3804       0.546450       0.731701E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1579.71        2500.00                 NaN   98.8775       0.991907       0.130550                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.22        2500.00                 NaN   99.8603       0.122882       0.167958E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1576.73        2500.00                 NaN   99.4411       0.493390       0.654632E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1575.23        2500.00                 NaN   99.4023       0.527374       0.703357E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1573.74        2500.00                 NaN   99.4089       0.522474       0.686108E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1572.24        2500.00                 NaN   99.4122       0.520912       0.669312E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1570.75        2500.00                 NaN   99.4194       0.512903       0.677000E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1569.26        2500.00                 NaN   99.4186       0.512051       0.693710E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1567.76        2500.00                 NaN   99.4336       0.503810       0.626081E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1566.27        2500.00                 NaN   99.3865       0.544957       0.685556E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1564.77        2500.00                 NaN   99.4833       0.459228       0.574311E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1563.28        2500.00                 NaN   99.4421       0.495958       0.619272E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1561.79        2500.00                 NaN   99.4464       0.492952       0.606466E-001            NaN            NaN            NaN            NaN            NaN            NaN
