|6.6.6
Archiving\03_Data\frac/QFM_m4.75/TAY13/TAY13_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       mang           iron           Ni             O(HP)          O(HP)          O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm           
  1130.33        2500.00                 NaN            NaN            NaN            NaN   4.31244                 NaN            NaN            NaN            NaN   13.8363                 NaN            NaN   11.8083        67.6782        2.36484     
  1127.82        2500.00                 NaN            NaN            NaN            NaN   4.33152                 NaN            NaN            NaN            NaN   13.7756                 NaN            NaN   11.8084        67.7166        2.36780     
  1125.31        2500.00                 NaN            NaN            NaN            NaN   4.33234                 NaN            NaN            NaN            NaN   13.7746                 NaN            NaN   11.8128        67.7128        2.36746     
  1122.81        2500.00                 NaN            NaN            NaN            NaN   4.30716                 NaN            NaN            NaN            NaN   13.8294                 NaN            NaN   11.8269        67.6673        2.36927     
  1120.30        2500.00                 NaN            NaN            NaN            NaN   4.33583                 NaN            NaN            NaN            NaN   13.7673                 NaN            NaN   11.8210        67.7090        2.36690     
  1117.79        2500.00                 NaN            NaN            NaN            NaN   4.33866                 NaN            NaN            NaN            NaN   13.7607                 NaN            NaN   11.8247        67.7093        2.36668     
  1115.29        2500.00                 NaN            NaN            NaN            NaN   4.31269                 NaN            NaN            NaN            NaN   10.3796        3.46064                 NaN   11.8274        67.6535        2.36630     
  1112.78        2500.00                 NaN            NaN            NaN            NaN   4.34308                 NaN            NaN            NaN            NaN   13.7511                 NaN            NaN   11.8322        67.7075        2.36611     
  1110.28        2500.00                 NaN            NaN            NaN            NaN   4.34599                 NaN            NaN            NaN            NaN   13.7443                 NaN            NaN   11.8357        67.7082        2.36586     
  1107.77        2500.00                 NaN            NaN            NaN            NaN   4.31320                 NaN            NaN            NaN            NaN   13.8396                 NaN            NaN   11.8486        67.6357        2.36290     
  1105.26        2500.00                 NaN            NaN            NaN            NaN   4.32728                 NaN            NaN            NaN            NaN   13.8122                 NaN            NaN   11.8616        67.6402        2.35873     
  1102.76        2500.00                 NaN            NaN            NaN            NaN   4.32540                 NaN            NaN            NaN            NaN   13.8172                 NaN            NaN   11.8664        67.6326        2.35845     
  1100.25        2500.00                 NaN            NaN            NaN            NaN   4.28865                 NaN            NaN            NaN            NaN   8.50615        5.41389                 NaN   11.8720        67.5605        2.35879     
  1097.74        2500.00                 NaN            NaN            NaN            NaN   4.31605                 NaN            NaN            NaN            NaN   13.8581                 NaN            NaN   11.8616        67.6115        2.35277     
  1095.24        2500.00                 NaN            NaN            NaN            NaN   4.33440                 NaN            NaN            NaN            NaN   13.7851                 NaN            NaN   11.8627        67.6546        2.36317     
  1092.73        2500.00                 NaN            NaN            NaN            NaN   4.28251                 NaN            NaN            NaN            NaN   7.82322        6.12102                 NaN   11.8879        67.5291        2.35628     
  1090.23        2500.00                 NaN            NaN            NaN            NaN   4.31361                 NaN            NaN            NaN            NaN   13.8430                 NaN            NaN   11.8754        67.6057        2.36231     
  1087.72        2500.00                 NaN            NaN            NaN            NaN   4.31559                 NaN            NaN            NaN            NaN   13.8364                 NaN            NaN   11.8784        67.6066        2.36291     
  1085.21        2500.00                 NaN            NaN            NaN            NaN   4.41134                 NaN            NaN            NaN            NaN   1.97996        11.5664                 NaN   11.7997        67.8584        2.38419     
  1082.71        2500.00                 NaN            NaN            NaN            NaN   4.31262                 NaN            NaN            NaN            NaN   13.8514                 NaN            NaN   11.8899        67.5859        2.36027     
  1080.20        2500.00                 NaN            NaN            NaN            NaN  0.316858        4.01392                 NaN            NaN            NaN   13.8245                 NaN            NaN   11.9025        67.5898        2.35245     
  1077.69        2500.00                 NaN            NaN            NaN            NaN   4.31105                 NaN            NaN            NaN            NaN   13.8635                 NaN            NaN   11.8960        67.5717        2.35769     
  1075.19        2500.00                 NaN            NaN            NaN            NaN   4.31142                 NaN            NaN            NaN            NaN   13.8670                 NaN            NaN   11.9063        67.5593        2.35598     
  1072.68        2500.00                 NaN            NaN            NaN            NaN  0.112894        4.13775                 NaN            NaN            NaN   14.0844                 NaN            NaN   11.9411        67.3823        2.34148     
  1070.18        2500.00                 NaN            NaN            NaN            NaN   4.31070                 NaN            NaN            NaN            NaN   13.8706                 NaN            NaN   11.9090        67.5542        2.35555     
  1067.67        2500.00                 NaN            NaN            NaN            NaN   4.31014                 NaN            NaN            NaN            NaN   13.8885                 NaN            NaN   11.9309        67.5225        2.34792     
  1065.16        2500.00                 NaN            NaN            NaN            NaN   4.31181                 NaN            NaN            NaN            NaN   13.8919                 NaN            NaN   11.9396        67.5116        2.34513     
  1062.66        2500.00                 NaN            NaN            NaN            NaN   4.31577                 NaN            NaN            NaN            NaN   13.8800                 NaN            NaN   11.9383        67.5201        2.34590     
  1060.15        2500.00                 NaN            NaN            NaN            NaN   4.31147                 NaN            NaN            NaN            NaN   13.8949                 NaN            NaN   11.9468        67.5026        2.34419     
  1057.64        2500.00                 NaN            NaN            NaN            NaN   4.31641                 NaN            NaN            NaN            NaN   13.8707                 NaN            NaN   11.9289        67.5340        2.34998     
  1055.14        2500.00                 NaN            NaN            NaN            NaN   4.30745                 NaN            NaN            NaN            NaN   13.9136                 NaN            NaN   11.9580        67.4794        2.34156     
  1052.63        2500.00                 NaN            NaN            NaN            NaN   4.31333                 NaN            NaN            NaN            NaN   13.8958                 NaN            NaN   11.9569        67.4915        2.34243     
  1050.13        2500.00                 NaN            NaN            NaN            NaN   4.24893                 NaN            NaN            NaN            NaN   6.48210        7.59870                 NaN   11.9807        67.3515        2.33804     
  1047.62        2500.00                 NaN            NaN            NaN            NaN   4.46682                 NaN            NaN            NaN            NaN   2.37065        10.9321       0.716796E-004   11.7630        68.0624        2.40502     
  1045.11        2500.00                 NaN            NaN            NaN            NaN   4.30347                 NaN            NaN            NaN            NaN   13.9273                 NaN            NaN   11.9718        67.4590        2.33839     
  1042.61        2500.00                 NaN            NaN            NaN            NaN   4.29855                 NaN            NaN            NaN            NaN   13.9493                 NaN            NaN   11.9830        67.4327        2.33649     
  1040.10        2500.00                 NaN            NaN            NaN            NaN   4.28402                 NaN            NaN            NaN            NaN   13.6629       0.335989                 NaN   12.0028        67.3839        2.33038     
  1037.59        2500.00                 NaN            NaN            NaN            NaN   4.04913       0.438377                 NaN            NaN            NaN  0.509551        12.7179                 NaN   11.7766        68.0943        2.41413     
  1035.09        2500.00                 NaN            NaN            NaN            NaN   4.27203                 NaN            NaN            NaN            NaN   13.7290       0.317259                 NaN   12.0223        67.3347        2.32479     
  1032.58        2500.00                 NaN            NaN            NaN            NaN   4.26294                 NaN            NaN            NaN            NaN   13.7026       0.374270                 NaN   12.0350        67.3037        2.32150     
  1030.08        2500.00                 NaN            NaN            NaN            NaN   4.14599       0.331071                 NaN            NaN            NaN  0.285969        12.9963                 NaN   11.7987        68.0358        2.40629     
  1027.57        2500.00                 NaN            NaN            NaN            NaN   4.24333                 NaN            NaN            NaN            NaN  0.573474        13.5738                 NaN   12.0644        67.2320        2.31303     
  1025.06        2500.00                 NaN            NaN            NaN            NaN   4.23374                 NaN            NaN            NaN            NaN  0.658827        13.5219                 NaN   12.0780        67.1982        2.30927     
  1022.56        2500.00                 NaN            NaN            NaN            NaN   4.26568                 NaN            NaN            NaN            NaN   13.5369       0.538238                 NaN   12.0490        67.2914        2.31880     
  1020.05        2500.00                 NaN            NaN            NaN            NaN   4.28402                 NaN            NaN            NaN            NaN   13.5089       0.503396                 NaN   12.0342        67.3451        2.32444     
  1017.54        2500.00                 NaN            NaN            NaN            NaN   4.20088                 NaN            NaN            NaN            NaN   13.3537       0.943408                 NaN   12.1258        67.0805        2.29569     
  1015.04        2500.00                 NaN            NaN            NaN            NaN   4.23771                 NaN            NaN            NaN            NaN  0.802996        13.3683                 NaN   12.0892        67.1939        2.30786     
  1012.53        2500.00                 NaN            NaN            NaN            NaN   4.17139                 NaN            NaN            NaN            NaN   1.18831        13.2154                 NaN   12.1688        66.9731        2.28299     
  1010.03        2500.00                 NaN            NaN            NaN            NaN   4.24529                 NaN            NaN            NaN            NaN  0.675309        13.4649                 NaN   12.0738        67.2262        2.31463     
  1007.52        2500.00                 NaN            NaN            NaN            NaN   4.14577                 NaN            NaN            NaN            NaN   1.39295        13.1029                 NaN   12.2072        66.8793        2.27193     
  1005.01        2500.00                 NaN            NaN            NaN            NaN   4.13872                 NaN            NaN            NaN            NaN   1.46794        13.0545                 NaN   12.2211        66.8494        2.26831     
  1002.51        2500.00                 NaN            NaN            NaN            NaN   4.20981                 NaN            NaN            NaN            NaN   13.1598        1.11424                 NaN   12.1387        67.0829        2.29460     
  1000.00        2500.00                 NaN            NaN            NaN            NaN   4.11446                 NaN            NaN            NaN            NaN   1.61755        12.9879                 NaN   12.2554        66.7657        2.25892     
