|6.6.6
Archiving\03_Data\frac/QFM_m4.75/TAY13/TAY13_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       mang           iron           Ni             O(HP)          O(HP)          O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm           
  1563.91        2500.00        98.9511                 NaN            NaN            NaN  0.909725E-001            NaN            NaN            NaN  0.957947                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.9603                 NaN            NaN            NaN  0.862907E-001            NaN            NaN            NaN  0.953404                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.9767                 NaN            NaN            NaN  0.814701E-001            NaN            NaN            NaN  0.941863                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.9968                 NaN            NaN            NaN  0.823124E-001            NaN            NaN            NaN  0.920931                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.0023                 NaN            NaN            NaN  0.790384E-001            NaN            NaN            NaN  0.918696                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        99.0161                 NaN            NaN            NaN  0.773168E-001            NaN            NaN            NaN  0.906583                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.0284                 NaN            NaN            NaN  0.728970E-001            NaN            NaN            NaN  0.898691                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        98.9727                 NaN            NaN            NaN  0.797838E-001            NaN            NaN            NaN  0.947541                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.1273                 NaN            NaN            NaN  0.703854E-001            NaN            NaN            NaN  0.802303                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.0471                 NaN            NaN            NaN  0.643587E-001            NaN            NaN            NaN  0.888531                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.0820                 NaN            NaN            NaN  0.608270E-001            NaN            NaN            NaN  0.857178                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.0840                 NaN            NaN            NaN  0.614928E-001            NaN            NaN            NaN  0.854487                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.0927                 NaN            NaN            NaN  0.575453E-001            NaN            NaN            NaN  0.849766                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.1037                 NaN            NaN            NaN  0.565490E-001            NaN            NaN            NaN  0.839741                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.1139                 NaN            NaN            NaN  0.545938E-001            NaN            NaN            NaN  0.831555                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.1180                 NaN            NaN            NaN  0.527880E-001            NaN            NaN            NaN  0.829241                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.1381                 NaN            NaN            NaN  0.477629E-001            NaN            NaN            NaN  0.814115                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.1451                 NaN            NaN            NaN  0.577998E-001            NaN            NaN            NaN  0.797141                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.0511                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.369250       0.579654                 NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        98.9868                 NaN            NaN            NaN  0.549742E-002            NaN            NaN            NaN  0.132183E-001  0.994444                 NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        98.9914                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.597970E-002   1.00264                 NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        98.9985                 NaN            NaN            NaN  0.551791E-003            NaN            NaN            NaN  0.749400E-002  0.993449                 NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.0025                 NaN            NaN            NaN  0.389934E-003            NaN            NaN            NaN            NaN  0.997102                 NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.0072                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.992809                 NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.0110                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.989034                 NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.0143                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.985735                 NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.0183                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.981662                 NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.0176                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.982435                 NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.0182                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.981820                 NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.0199                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.980053                 NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.0220                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.977990                 NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        99.0179                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.982086                 NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        99.0085                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.991481                 NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        99.0011                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.998861                 NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.9937                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.00632                 NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.9836                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.01641                 NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.7278                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.750058       0.522156                 NaN            NaN            NaN            NaN
  1471.18        2500.00        98.5363                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.966063       0.497606                 NaN            NaN            NaN            NaN
  1468.67        2500.00        98.5553                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.955944       0.488738                 NaN            NaN            NaN            NaN
  1466.17        2500.00        98.5768                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.940719       0.482482                 NaN            NaN            NaN            NaN
  1463.66        2500.00        98.5963                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.928998       0.474723                 NaN            NaN            NaN            NaN
  1461.15        2500.00        98.6127                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.918378       0.468873                 NaN            NaN            NaN            NaN
  1458.65        2500.00        98.6311                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.905563       0.463344                 NaN            NaN            NaN            NaN
  1456.14        2500.00        98.6480                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.894422       0.457537                 NaN            NaN            NaN            NaN
  1453.63        2500.00        98.6629                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.884867       0.452242                 NaN            NaN            NaN            NaN
  1451.13        2500.00        98.6808                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.444712       0.874477                 NaN            NaN            NaN            NaN
  1448.62        2500.00        98.6952                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.867183       0.437596                 NaN            NaN            NaN            NaN
  1446.12        2500.00        98.7130                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.432261       0.854787                 NaN            NaN            NaN            NaN
  1443.61        2500.00        98.7258                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.846457       0.427745                 NaN            NaN            NaN            NaN
  1441.10        2500.00        98.7396                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.421321       0.839032                 NaN            NaN            NaN            NaN
  1438.60        2500.00        98.7522                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.831962       0.415810                 NaN            NaN            NaN            NaN
  1436.09        2500.00        98.6245                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.826046       0.481682                 NaN  0.677368E-001            NaN            NaN
  1433.58        2500.00        96.8242                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.854421        1.38483                 NaN  0.936534                 NaN            NaN
  1431.08        2500.00        96.7741                 NaN            NaN            NaN  0.195258                 NaN            NaN            NaN            NaN  0.942488        1.10164                 NaN  0.986500                 NaN            NaN
  1428.57        2500.00        97.1456                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.765707        1.25246                 NaN  0.836247                 NaN            NaN
  1426.07        2500.00        97.0978                 NaN            NaN            NaN  0.746572E-003            NaN            NaN            NaN            NaN   1.27046       0.776348                 NaN  0.854675                 NaN            NaN
  1423.56        2500.00        97.1429                 NaN            NaN            NaN  0.256483                 NaN            NaN            NaN            NaN  0.857312       0.866069                 NaN  0.877252                 NaN            NaN
  1421.05        2500.00        97.2132                 NaN            NaN            NaN  0.342640                 NaN            NaN            NaN            NaN  0.872520       0.703358                 NaN  0.868247                 NaN            NaN
  1418.55        2500.00        97.2927                 NaN            NaN            NaN  0.339241                 NaN            NaN            NaN            NaN  0.852022       0.672274                 NaN  0.843796                 NaN            NaN
  1416.04        2500.00        97.3431                 NaN            NaN            NaN  0.335660                 NaN            NaN            NaN            NaN  0.831467       0.656789                 NaN  0.832998                 NaN            NaN
  1413.53        2500.00        97.4761                 NaN            NaN            NaN  0.328666                 NaN            NaN            NaN            NaN  0.805459       0.604358                 NaN  0.785400                 NaN            NaN
  1411.03        2500.00        97.5090                 NaN            NaN            NaN  0.328925                 NaN            NaN            NaN            NaN  0.794168       0.591047                 NaN  0.776838                 NaN            NaN
  1408.52        2500.00        97.5739                 NaN            NaN            NaN  0.326961                 NaN            NaN            NaN            NaN  0.777233       0.564610                 NaN  0.757346                 NaN            NaN
  1406.02        2500.00        97.6372                 NaN            NaN            NaN  0.323556                 NaN            NaN            NaN            NaN  0.760207       0.541925                 NaN  0.737083                 NaN            NaN
  1403.51        2500.00        97.6959                 NaN            NaN            NaN  0.320643                 NaN            NaN            NaN            NaN  0.744409       0.520251                 NaN  0.718787                 NaN            NaN
  1401.00        2500.00        97.7494                 NaN            NaN            NaN  0.320519                 NaN            NaN            NaN            NaN  0.492868       0.734742                 NaN  0.702490                 NaN            NaN
  1398.50        2500.00        97.8129                 NaN            NaN            NaN  0.312742                 NaN            NaN            NaN            NaN  0.713420       0.479112                 NaN  0.681783                 NaN            NaN
  1395.99        2500.00        97.8613                 NaN            NaN            NaN  0.311870                 NaN            NaN            NaN            NaN  0.701752       0.458047                 NaN  0.667051                 NaN            NaN
  1393.48        2500.00        97.9104                 NaN            NaN            NaN  0.308833                 NaN            NaN            NaN            NaN  0.689087       0.440004                 NaN  0.651690                 NaN            NaN
  1390.98        2500.00        97.9616                 NaN            NaN            NaN  0.305998                 NaN            NaN            NaN            NaN  0.675622       0.421427                 NaN  0.635385                 NaN            NaN
  1388.47        2500.00        98.0074                 NaN            NaN            NaN  0.303461                 NaN            NaN            NaN            NaN  0.406617       0.661378                 NaN  0.621187                 NaN            NaN
  1385.96        2500.00        98.0557                 NaN            NaN            NaN  0.302571                 NaN            NaN            NaN            NaN  0.388662       0.646120                 NaN  0.606985                 NaN            NaN
  1383.46        2500.00        98.1034                 NaN            NaN            NaN  0.294111                 NaN            NaN            NaN            NaN  0.377280       0.635562                 NaN  0.589688                 NaN            NaN
  1380.95        2500.00        98.1405                 NaN            NaN            NaN  0.294012                 NaN            NaN            NaN            NaN  0.629162       0.357868                 NaN  0.578419                 NaN            NaN
  1378.45        2500.00        98.1828                 NaN            NaN            NaN  0.291280                 NaN            NaN            NaN            NaN  0.618791       0.341850                 NaN  0.565292                 NaN            NaN
  1375.94        2500.00        98.2214                 NaN            NaN            NaN  0.287249                 NaN            NaN            NaN            NaN  0.606647       0.332305                 NaN  0.552362                 NaN            NaN
  1373.43        2500.00        98.2598                 NaN            NaN            NaN  0.284187                 NaN            NaN            NaN            NaN  0.318876       0.596971                 NaN  0.540130                 NaN            NaN
  1370.93        2500.00        97.3869                 NaN            NaN            NaN  0.430542                 NaN            NaN            NaN            NaN  0.470115       0.892403                 NaN  0.820085                 NaN            NaN
  1368.42        2500.00        99.2555                 NaN            NaN            NaN  0.127268                 NaN            NaN            NaN            NaN  0.127611       0.269640                 NaN  0.219977                 NaN            NaN
  1365.91        2500.00        98.3662                 NaN            NaN            NaN  0.270110                 NaN            NaN            NaN            NaN  0.293534       0.565016                 NaN  0.505157                 NaN            NaN
  1363.41        2500.00        98.3995                 NaN            NaN            NaN  0.273704                 NaN            NaN            NaN            NaN  0.561118       0.270213                 NaN  0.495454                 NaN            NaN
  1360.90        2500.00        98.4331                 NaN            NaN            NaN  0.265095                 NaN            NaN            NaN            NaN  0.550920       0.267736                 NaN  0.483120                 NaN            NaN
  1358.40        2500.00        98.4638                 NaN            NaN            NaN  0.262116                 NaN            NaN            NaN            NaN  0.540395       0.260154                 NaN  0.473542                 NaN            NaN
  1355.89        2500.00        98.4931                 NaN            NaN            NaN  0.258261                 NaN            NaN            NaN            NaN  0.250413       0.534699                 NaN  0.463508                 NaN            NaN
  1353.38        2500.00        98.5238                 NaN            NaN            NaN  0.253850                 NaN            NaN            NaN            NaN  0.523299       0.245561                 NaN  0.453465                 NaN            NaN
  1350.88        2500.00        98.5373                 NaN            NaN            NaN  0.254769                 NaN            NaN            NaN            NaN  0.241744       0.515740                 NaN  0.450488                 NaN            NaN
  1348.37        2500.00        98.5900                 NaN            NaN            NaN  0.239096                 NaN            NaN            NaN            NaN  0.504514       0.236904                 NaN  0.429510                 NaN            NaN
  1345.86        2500.00        98.6063                 NaN            NaN            NaN  0.240814                 NaN            NaN            NaN            NaN  0.500346       0.226779                 NaN  0.425784                 NaN            NaN
  1343.36        2500.00        98.6328                 NaN            NaN            NaN  0.235708                 NaN            NaN            NaN            NaN  0.225420       0.489087                 NaN  0.416953                 NaN            NaN
  1340.85        2500.00        98.6579                 NaN            NaN            NaN  0.230472                 NaN            NaN            NaN            NaN  0.220921       0.482340                 NaN  0.408325                 NaN            NaN
  1338.35        2500.00        98.6829                 NaN            NaN            NaN  0.225955                 NaN            NaN            NaN            NaN  0.216859       0.474359                 NaN  0.399896                 NaN            NaN
  1335.84        2500.00        98.7061                 NaN            NaN            NaN  0.220517                 NaN            NaN            NaN            NaN  0.214619       0.466854                 NaN  0.391885                 NaN            NaN
  1333.33        2500.00        98.7286                 NaN            NaN            NaN  0.215354                 NaN            NaN            NaN            NaN  0.459687       0.212281                 NaN  0.384047                 NaN            NaN
  1330.83        2500.00        98.7517                 NaN            NaN            NaN  0.209993                 NaN            NaN            NaN            NaN  0.451083       0.211028                 NaN  0.376233                 NaN            NaN
  1328.32        2500.00        98.7734                 NaN            NaN            NaN  0.204559                 NaN            NaN            NaN            NaN  0.443257       0.210075                 NaN  0.368739                 NaN            NaN
  1325.81        2500.00        98.7947                 NaN            NaN            NaN  0.198840                 NaN            NaN            NaN            NaN  0.435044       0.209990                 NaN  0.361396                 NaN            NaN
  1323.31        2500.00        98.8156                 NaN            NaN            NaN  0.193292                 NaN            NaN            NaN            NaN  0.210288       0.426644                 NaN  0.354208                 NaN            NaN
  1320.80        2500.00        98.8351                 NaN            NaN            NaN  0.187643                 NaN            NaN            NaN            NaN  0.210353       0.419527                 NaN  0.347354                 NaN            NaN
  1318.30        2500.00        98.8542                 NaN            NaN            NaN  0.181693                 NaN            NaN            NaN            NaN  0.211941       0.411508                 NaN  0.340612                 NaN            NaN
  1315.79        2500.00        83.8308                 NaN            NaN            NaN   1.33067                 NaN            NaN            NaN            NaN  0.640172        2.88170                 NaN   2.15175        9.16495                 NaN
  1313.28        2500.00        63.3721                 NaN  0.435568                 NaN   1.24628                 NaN            NaN            NaN            NaN   5.72498        3.28045                 NaN   4.65086        21.2897                 NaN
  1310.78        2500.00        61.3334                 NaN   1.04401                 NaN            NaN            NaN            NaN            NaN            NaN   4.47580        5.91010                 NaN   4.99181        22.2449                 NaN
  1308.27        2500.00        68.9220                 NaN  0.814506                 NaN            NaN            NaN            NaN            NaN            NaN   3.56865        4.81650                 NaN   4.01504        17.8633                 NaN
  1305.76        2500.00        73.7790                 NaN  0.665590                 NaN            NaN            NaN            NaN            NaN            NaN   2.98118        4.12197                 NaN   3.39055        15.0617                 NaN
  1303.26        2500.00        77.0432                 NaN  0.563225                 NaN            NaN            NaN            NaN            NaN            NaN   3.70938        2.53338                 NaN   2.97127        13.1795                 NaN
  1300.75        2500.00        79.3568                 NaN  0.487923                 NaN            NaN            NaN            NaN            NaN            NaN   3.61733        2.01561                 NaN   2.67431        11.8480                 NaN
  1298.25        2500.00        81.0094                 NaN  0.434239                 NaN            NaN            NaN            NaN            NaN            NaN   5.18969                 NaN            NaN   2.46098        10.9057                 NaN
  1295.74        2500.00        81.8736                 NaN  0.403985                 NaN            NaN            NaN            NaN            NaN            NaN   3.64806        1.29272                 NaN   2.34925        10.4324                 NaN
  1293.23        2500.00        83.2581                 NaN  0.362640                 NaN            NaN            NaN            NaN            NaN            NaN   2.77474        1.78494                 NaN   2.15499        9.66464                 NaN
  1290.73        2500.00        72.7498                 NaN  0.420507                 NaN            NaN            NaN            NaN            NaN            NaN   1.54792        5.19334                 NaN   3.42903        15.8989       0.760531     
  1288.22        2500.00                 NaN            NaN   1.79686                 NaN            NaN            NaN            NaN            NaN            NaN   10.1781        11.3522                 NaN   11.5464        61.4686        3.65781     
  1285.71        2500.00                 NaN            NaN   1.84477                 NaN            NaN            NaN            NaN            NaN            NaN   8.66640        3.08392        9.41184        11.4237        61.8306        3.73877     
  1283.21        2500.00                 NaN            NaN   1.82934                 NaN            NaN            NaN            NaN            NaN            NaN   13.0323        8.25847                 NaN   11.5100        61.6761        3.69383     
  1280.70        2500.00                 NaN            NaN   1.78573                 NaN            NaN            NaN            NaN            NaN            NaN   4.13690        17.4407                 NaN   11.5565        61.4039        3.67628     
  1278.20        2500.00                 NaN            NaN   1.82674                 NaN            NaN            NaN            NaN            NaN            NaN   17.1388        4.14617                 NaN   11.4636        61.7081        3.71656     
  1275.69        2500.00                 NaN            NaN   1.75706                 NaN            NaN            NaN            NaN            NaN            NaN   21.7892                 NaN            NaN   11.5873        61.2334        3.63308     
  1273.18        2500.00                 NaN            NaN   1.76664                 NaN            NaN            NaN            NaN            NaN            NaN   1.37213        20.3573                 NaN   11.5872        61.2793        3.63745     
  1270.68        2500.00                 NaN            NaN   1.76368                 NaN            NaN            NaN            NaN            NaN            NaN   17.3140        4.41629                 NaN   11.6011        61.2563        3.64860     
  1268.17        2500.00                 NaN            NaN   1.75608                 NaN            NaN            NaN            NaN            NaN            NaN  0.619728        21.1515                 NaN   11.6163        61.2066        3.64973     
  1265.66        2500.00                 NaN            NaN   1.73765                 NaN            NaN            NaN            NaN            NaN            NaN   3.02192        18.8894                 NaN   11.6044        61.1300        3.61663     
  1263.16        2500.00                 NaN            NaN   1.71627                 NaN            NaN            NaN            NaN            NaN            NaN   22.0689                 NaN            NaN   11.6418        60.9853        3.58764     
  1260.65        2500.00                 NaN            NaN   1.72157                 NaN            NaN            NaN            NaN            NaN            NaN   1.95506        20.0665                 NaN   11.6461        61.0111        3.59967     
  1258.15        2500.00                 NaN            NaN   1.71106                 NaN            NaN            NaN            NaN            NaN            NaN   15.5277        6.56962                 NaN   11.6692        60.9381        3.58435     
  1255.64        2500.00                 NaN            NaN   1.45143                 NaN  0.976240                 NaN            NaN            NaN            NaN   21.1751                 NaN            NaN   11.6069        61.1197        3.67066     
  1253.13        2500.00                 NaN            NaN   1.11416                 NaN   2.26161                 NaN            NaN            NaN            NaN   19.9818                 NaN            NaN   11.5266        61.3442        3.77156     
  1250.63        2500.00                 NaN            NaN  0.922396                 NaN   2.96636                 NaN            NaN            NaN            NaN   19.3771                 NaN            NaN   11.4903        61.4261        3.81767     
  1248.12        2500.00                 NaN            NaN  0.863720                 NaN   3.17174                 NaN            NaN            NaN            NaN   19.1933                 NaN            NaN   11.4957        61.4450        3.83051     
  1245.61        2500.00                 NaN            NaN  0.676627                 NaN   3.85414                 NaN            NaN            NaN            NaN   18.6148                 NaN            NaN   11.4548        61.5225        3.87721     
  1243.11        2500.00                 NaN            NaN  0.549374                 NaN   4.31564                 NaN            NaN            NaN            NaN   18.2252                 NaN            NaN   11.4321        61.5701        3.90755     
  1240.60        2500.00                 NaN            NaN  0.451345                 NaN   1.49024        3.15829                 NaN            NaN            NaN   17.9917                 NaN            NaN   11.4208        61.5662        3.92133     
  1238.10        2500.00                 NaN            NaN  0.382223                 NaN   1.93080        2.94776                 NaN            NaN            NaN   17.8217                 NaN            NaN   11.4167        61.5669        3.93388     
  1235.59        2500.00                 NaN            NaN  0.321839                 NaN   5.07441                 NaN            NaN            NaN            NaN   17.6826                 NaN            NaN   11.4151        61.5618        3.94419     
  1233.08        2500.00                 NaN            NaN  0.208659                 NaN   5.46159                 NaN            NaN            NaN            NaN   17.4170                 NaN            NaN   11.4185        61.5429        3.95133     
  1230.58        2500.00                 NaN            NaN  0.319320                 NaN   5.08844                 NaN            NaN            NaN            NaN   17.6649                 NaN            NaN   11.4330        61.5510        3.94331     
  1228.07        2500.00                 NaN            NaN            NaN            NaN   1.78551        4.69258                 NaN            NaN            NaN   5.49574        10.4771                 NaN   11.3769        62.0660        4.10614     
  1225.56        2500.00                 NaN            NaN            NaN            NaN   1.81555        4.66147                 NaN            NaN            NaN   5.47581        10.5007                 NaN   11.3764        62.0638        4.10636     
  1223.06        2500.00                 NaN            NaN  0.150537                 NaN   3.67545        2.13718                 NaN            NaN            NaN   16.8573                 NaN            NaN   11.3793        61.7861        4.01418     
  1220.55        2500.00                 NaN            NaN  0.164316                 NaN   5.51695                 NaN            NaN            NaN            NaN   17.5972                 NaN            NaN   11.4549        61.3226        3.94405     
  1218.05        2500.00                 NaN            NaN            NaN            NaN   1.89705        4.57305                 NaN            NaN            NaN   5.40063        10.6015                 NaN   11.3861        62.0402        4.10146     
  1215.54        2500.00                 NaN            NaN            NaN            NaN   6.14424                 NaN            NaN            NaN            NaN   16.9493                 NaN            NaN   11.4339        61.4856        3.98696     
  1213.03        2500.00                 NaN            NaN            NaN            NaN   1.49863        4.62869                 NaN            NaN            NaN   17.0465                 NaN            NaN   11.4349        61.4150        3.97633     
  1210.53        2500.00                 NaN            NaN            NaN            NaN   6.15774                 NaN            NaN            NaN            NaN   16.9258                 NaN            NaN   11.4446        61.4852        3.98664     
  1208.02        2500.00                 NaN            NaN            NaN            NaN   6.16110                 NaN            NaN            NaN            NaN   16.9259                 NaN            NaN   11.4529        61.4790        3.98115     
  1205.51        2500.00                 NaN            NaN            NaN            NaN   6.18718                 NaN            NaN            NaN            NaN   16.8483                 NaN            NaN   11.4362        61.5325        3.99587     
  1203.01        2500.00                 NaN            NaN            NaN            NaN   6.17616                 NaN            NaN            NaN            NaN   16.9004                 NaN            NaN   11.4531        61.4875        3.98285     
  1200.50        2500.00                 NaN            NaN            NaN            NaN   6.18072                 NaN            NaN            NaN            NaN   16.8895                 NaN            NaN   11.4586        61.4876        3.98353     
  1197.99        2500.00                 NaN            NaN            NaN            NaN   6.22175                 NaN            NaN            NaN            NaN   12.4525        4.32724                 NaN   11.4531        61.5430        4.00250     
  1195.49        2500.00                 NaN            NaN            NaN            NaN   6.18444                 NaN            NaN            NaN            NaN   16.8649                 NaN            NaN   11.4744        61.4840        3.99221     
  1192.98        2500.00                 NaN            NaN            NaN            NaN   6.18726                 NaN            NaN            NaN            NaN   16.8583                 NaN            NaN   11.4798        61.4821        3.99259     
  1190.48        2500.00                 NaN            NaN            NaN            NaN   6.24329                 NaN            NaN            NaN            NaN   12.7850        3.96325                 NaN   11.4625        61.5450        4.00103     
  1187.97        2500.00                 NaN            NaN            NaN            NaN   6.19323                 NaN            NaN            NaN            NaN   16.8443                 NaN            NaN   11.4907        61.4784        3.99330     
  1185.46        2500.00                 NaN            NaN            NaN            NaN   6.15376                 NaN            NaN            NaN            NaN   17.0333                 NaN            NaN   11.5006        61.3389        3.97344     
  1182.96        2500.00                 NaN            NaN            NaN            NaN   6.20673                 NaN            NaN            NaN            NaN   16.8377                 NaN            NaN   11.5078        61.4678        3.97986     
  1180.45        2500.00                 NaN            NaN            NaN            NaN   6.21397                 NaN            NaN            NaN            NaN   16.8416                 NaN            NaN   11.5046        61.4589        3.98087     
  1177.94        2500.00                 NaN            NaN            NaN            NaN   6.21806                 NaN            NaN            NaN            NaN   16.8310                 NaN            NaN   11.5093        61.4599        3.98173     
  1175.44        2500.00                 NaN            NaN            NaN            NaN   6.28518                 NaN            NaN            NaN            NaN   16.6276                 NaN            NaN   11.4903        61.5897        4.00710     
  1172.93        2500.00                 NaN            NaN            NaN            NaN   6.22797                 NaN            NaN            NaN            NaN   16.7766                 NaN            NaN   11.5070        61.5008        3.98763     
  1170.43        2500.00                 NaN            NaN            NaN            NaN  0.348261        5.47906       0.330072                 NaN            NaN   16.7915                 NaN            NaN   11.5279        61.5136        4.00964     
  1167.92        2500.00                 NaN            NaN            NaN            NaN   6.20572                 NaN            NaN            NaN            NaN   16.8384                 NaN            NaN   11.5230        61.4402        3.99274     
  1165.41        2500.00                 NaN            NaN            NaN            NaN   6.21882                 NaN            NaN            NaN            NaN   16.8074                 NaN            NaN   11.5390        61.4479        3.98684     
  1162.91        2500.00                 NaN            NaN            NaN            NaN   1.44258        4.78276                 NaN            NaN            NaN   16.8276                 NaN            NaN   11.5413        61.4268        3.97902     
  1160.40        2500.00                 NaN            NaN            NaN            NaN   6.23178                 NaN            NaN            NaN            NaN   16.7730                 NaN            NaN   11.5313        61.4672        3.99667     
  1157.89        2500.00                 NaN            NaN            NaN            NaN   6.24319                 NaN            NaN            NaN            NaN   16.7604                 NaN            NaN   11.5482        61.4667        3.98148     
  1155.39        2500.00                 NaN            NaN            NaN            NaN   6.26745                 NaN            NaN            NaN            NaN   16.7042                 NaN            NaN   11.5407        61.4987        3.98889     
  1152.88        2500.00                 NaN            NaN            NaN            NaN   6.20083                 NaN            NaN            NaN            NaN   16.8162                 NaN            NaN   11.5544        61.4400        3.98864     
  1150.38        2500.00                 NaN            NaN            NaN            NaN   3.63067        2.72851                 NaN            NaN            NaN   3.24708        13.1608                 NaN   11.4836        61.7139        4.03543     
  1147.87        2500.00                 NaN            NaN            NaN            NaN   6.24044                 NaN            NaN            NaN            NaN   16.7600                 NaN            NaN   11.5668        61.4433        3.98951     
  1145.36        2500.00                 NaN            NaN            NaN            NaN   6.20507                 NaN            NaN            NaN            NaN   16.8075                 NaN            NaN   11.5715        61.4275        3.98844     
  1142.86        2500.00                 NaN            NaN            NaN            NaN   6.25175                 NaN            NaN            NaN            NaN   16.7306                 NaN            NaN   11.5690        61.4603        3.98842     
  1140.35        2500.00                 NaN            NaN            NaN            NaN   3.71522        2.64136                 NaN            NaN            NaN   13.2275        3.19194                 NaN   11.4866        61.7035        4.03392     
  1137.84        2500.00                 NaN            NaN            NaN            NaN   6.24922                 NaN            NaN            NaN            NaN   16.7581                 NaN            NaN   11.5985        61.4173        3.97693     
  1135.34        2500.00                 NaN            NaN            NaN            NaN   6.26324                 NaN            NaN            NaN            NaN   16.7072                 NaN            NaN   11.5812        61.4602        3.98809     
  1132.83        2500.00                 NaN            NaN            NaN            NaN   6.26654                 NaN            NaN            NaN            NaN   16.7010                 NaN            NaN   11.5852        61.4595        3.98784     
