|6.6.6
Archiving\03_Data\DeqLP/QFM_m1.5/T13/T13_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        500.000        99.9765       0.235367E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.9765       0.235366E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.9765       0.235366E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.9765       0.235365E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.9765       0.235364E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.9765       0.235363E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.9765       0.235363E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.9765       0.235362E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.9765       0.235361E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.9765       0.235361E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.9765       0.235360E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        99.9765       0.235359E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        99.9765       0.235358E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        99.9765       0.235358E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        99.2928                 NaN  0.707192                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        99.1801                 NaN  0.819885                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        99.0674                 NaN  0.932577                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        98.7306                 NaN   1.26937                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        98.3938                 NaN   1.60617                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        98.0570                 NaN   1.94297                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        97.7202                 NaN   2.27978                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        97.3834                 NaN   2.61658                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        97.0466                 NaN   2.95338                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        96.7098                 NaN   3.29019                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        96.3730                 NaN   3.62700                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        95.6519                 NaN   4.34807                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        94.9308                 NaN   5.06916                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        94.2097                 NaN   5.79027                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        93.4886                 NaN   6.51138                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        92.7675                 NaN   7.23251                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        92.0463                 NaN   7.95366                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        91.3252                 NaN   8.67482                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        90.6040                 NaN   9.39599                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        89.8628                 NaN   10.1372                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        89.1215                 NaN   10.8785                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        88.3812                 NaN   11.6181       0.698939E-003            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        87.6307                 NaN   12.3516       0.177732E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        86.8917                 NaN   13.0739       0.344004E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        86.1527                 NaN   13.7963       0.510278E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        85.4136                 NaN   14.5187       0.676556E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        84.6746                 NaN   15.2411       0.842838E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        83.9662                 NaN   15.9339       0.998826E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        83.2578                 NaN   16.6267       0.115482                 NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        82.5494                 NaN   17.3195       0.131081                 NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        81.8410                 NaN   18.0124       0.146681                 NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        81.1325                 NaN   18.7052       0.162281                 NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        80.4241                 NaN   19.3981       0.177882                 NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        79.7156                 NaN   20.0909       0.193483                 NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        79.0071                 NaN   20.7838       0.209084                 NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        78.3347                 NaN   21.4419       0.223454                 NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        77.6623                 NaN   22.0999       0.237824                 NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        76.9899                 NaN   22.7580       0.252195                 NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        76.3174                 NaN   23.4160       0.266566                 NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        75.6449                 NaN   24.0741       0.280937                 NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        74.9725                 NaN   24.7322       0.295309                 NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        74.3000                 NaN   25.3903       0.309681                 NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        73.6275                 NaN   26.0485       0.324053                 NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        72.9840                 NaN   26.6787       0.337332                 NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        72.3404                 NaN   27.3090       0.350611                 NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        71.6969                 NaN   27.9392       0.363891                 NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        71.0533                 NaN   28.5695       0.377171                 NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        70.4098                 NaN   29.1998       0.390451                 NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        69.7662                 NaN   29.8301       0.403731                 NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        69.1226                 NaN   30.4604       0.417012                 NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        68.4789                 NaN   31.0908       0.430293                 NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        67.8590                 NaN   31.6985       0.442527                 NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        67.2391                 NaN   32.3062       0.454761                 NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        66.6191                 NaN   32.9139       0.466996                 NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        65.9991                 NaN   33.5216       0.479231                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        65.3792                 NaN   34.1294       0.491466                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        64.7592                 NaN   34.7371       0.503702                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        64.1391                 NaN   35.3449       0.515938                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        63.5191                 NaN   35.9527       0.528174                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        62.9213                 NaN   36.5392       0.539517                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        62.3235                 NaN   37.1256       0.550861                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        61.7257                 NaN   37.7121       0.562205                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        61.1279                 NaN   38.2986       0.573549                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        60.5301                 NaN   38.8850       0.584894                 NaN            NaN            NaN            NaN            NaN            NaN
