|6.6.6
Archiving\03_Data\eqLP/QFM_m3/Y98/Y98_3.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an            
  2000.00        500.000        99.2194       0.772270       0.831311E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.2193       0.772343       0.831312E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.2193       0.772417       0.831314E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.2192       0.772490       0.831316E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.2191       0.772563       0.831318E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.2191       0.772637       0.831320E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.2190       0.772710       0.831323E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.2189       0.772784       0.831326E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.2188       0.772857       0.831329E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.2188       0.772931       0.831332E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.2187       0.773004       0.831335E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        99.2186       0.773078       0.831338E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        99.2185       0.773152       0.831342E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        99.2185       0.773226       0.831346E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        99.2184       0.773300       0.831350E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        99.2183       0.773374       0.831354E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        99.2182       0.773448       0.831358E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        99.2182       0.773522       0.831363E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        99.2181       0.773596       0.831368E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        99.2180       0.773670       0.831373E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        99.2179       0.773744       0.831378E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        99.2179       0.773819       0.831383E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        99.2178       0.773893       0.831389E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        99.2177       0.773967       0.831394E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        99.2176       0.774042       0.831400E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        99.2176       0.774116       0.831406E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        99.2175       0.774191       0.831412E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        99.2174       0.774266       0.831419E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        99.2173       0.774340       0.831425E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        99.2173       0.774415       0.831432E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        99.2172       0.774490       0.831439E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        99.2171       0.774565       0.831446E-002            NaN            NaN            NaN            NaN            NaN            NaN
