|6.6.6
Archiving\03_Data\eqfrac/QFM_m4.75/YM20/YM20_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        iron           ilm            ne             lc            
  1283.62        2500.00        97.6323                 NaN  0.477298E-001            NaN  0.166786                 NaN  0.236653        1.82808       0.334962E-001  0.549520E-001            NaN            NaN
  1282.16        2500.00        93.2045                 NaN  0.376062                 NaN  0.949591                 NaN  0.992505        4.22367       0.323564E-001  0.221362                 NaN            NaN
  1280.70        2500.00        98.3869                 NaN  0.705498E-001            NaN  0.157923                 NaN  0.101514        1.27686                 NaN  0.626589E-002            NaN            NaN
  1279.24        2500.00        95.9744                 NaN  0.168913                 NaN  0.635861                 NaN  0.525012        2.56297       0.148905E-001  0.117978                 NaN            NaN
  1277.78        2500.00        96.0421                 NaN  0.178916                 NaN  0.572724                 NaN  0.496424        2.58485       0.179960E-001  0.107009                 NaN            NaN
  1276.31        2500.00        96.2345                 NaN  0.170933                 NaN  0.564251                 NaN  0.483332        2.42526       0.173514E-001  0.104332                 NaN            NaN
  1274.85        2500.00        96.4093                 NaN  0.165283                 NaN  0.538523                 NaN  0.460068        2.31075       0.161083E-001  0.999308E-001            NaN            NaN
  1273.39        2500.00        96.5980                 NaN  0.158573                 NaN  0.511711                 NaN  0.435234        2.18654       0.148256E-001  0.950979E-001            NaN            NaN
  1271.93        2500.00        96.7413                 NaN  0.154245                 NaN  0.490722                 NaN  0.415791        2.09295       0.136896E-001  0.913340E-001            NaN            NaN
  1270.47        2500.00        96.8822                 NaN  0.148832                 NaN  0.470896                 NaN  0.397015        2.00060       0.127536E-001  0.876723E-001            NaN            NaN
  1269.00        2500.00        95.0775                 NaN  0.215577                 NaN  0.882760                 NaN  0.612998        3.06843       0.125138E-001  0.130241                 NaN            NaN
  1267.54        2500.00        98.9768                 NaN  0.803303E-001            NaN            NaN            NaN  0.150332       0.742438       0.102603E-001  0.398233E-001            NaN            NaN
  1266.08        2500.00        97.4028                 NaN  0.122010                 NaN  0.408885                 NaN  0.321651        1.66264       0.981551E-002  0.721621E-001            NaN            NaN
  1264.62        2500.00        93.3539                 NaN  0.326133                 NaN   1.00966                 NaN  0.827671        4.27343       0.236946E-001  0.185478                 NaN            NaN
  1263.16        2500.00        99.9999                 NaN  0.123306E-005            NaN  0.100516E-004            NaN  0.691460E-005  0.365151E-004  0.428578E-006  0.157927E-005            NaN            NaN
  1261.69        2500.00        85.4072                 NaN  0.494914                 NaN   2.44522                 NaN   1.42913        7.46177       0.144447E-001  0.291283        2.45605                 NaN
  1260.23        2500.00        99.9999                 NaN            NaN            NaN  0.105827E-004            NaN  0.334083E-005  0.723588E-004  0.134809E-005            NaN            NaN            NaN
  1258.77        2500.00        99.9999                 NaN  0.116948E-005            NaN  0.125479E-004            NaN  0.978784E-005            NaN            NaN  0.197909E-005  0.225744E-004  0.813278E-005
  1257.31        2500.00       100.0000                 NaN            NaN            NaN  0.281601E-005            NaN  0.172750E-005  0.789270E-005            NaN            NaN  0.315821E-005            NaN
  1255.85        2500.00        51.4539                 NaN   1.41054                 NaN   7.37887                 NaN   4.23342        25.6750       0.447591E-001  0.874548        8.92888                 NaN
  1254.38        2500.00                 NaN            NaN   2.87546                 NaN   14.4970                 NaN   8.27290        48.3163       0.299654E-001   1.75007        17.0937        7.16462     
  1252.92        2500.00                 NaN            NaN   2.89825                 NaN   14.4966                 NaN   8.27285        48.3158       0.228954E-001   1.75003        17.1183        7.12533     
  1251.46        2500.00                 NaN            NaN   2.91164                 NaN   14.4965                 NaN   8.27296        48.3295       0.187447E-001   1.75002        17.1390        7.08162     
  1250.00        2500.00                 NaN            NaN   2.94611                 NaN   14.4957                 NaN   8.27269        48.3118       0.804554E-002   1.74993        17.1687        7.04708     
  1248.54        2500.00                 NaN            NaN   2.98807                 NaN   14.4684                 NaN   8.29182        48.3176                 NaN   1.75260        17.1896        6.99186     
  1247.07        2500.00                 NaN            NaN   2.98812                 NaN   14.4687                 NaN   8.29217        48.3521                 NaN   1.75264        17.2049        6.94135     
  1245.61        2500.00                 NaN            NaN   3.01023                 NaN   14.4322                 NaN   8.31899        48.4015                 NaN   1.75644        17.2132        6.86743     
  1244.15        2500.00                 NaN            NaN   3.01028                 NaN   14.4325                 NaN   8.31935        48.4365                 NaN   1.75649        17.2288        6.81610     
  1242.69        2500.00                 NaN            NaN   3.01033                 NaN   14.4328                 NaN   8.31971        48.4717                 NaN   1.75653        17.2445        6.76445     
  1241.23        2500.00                 NaN            NaN   3.01208                 NaN   14.4303                 NaN   8.32211        48.5082                 NaN   1.75686        17.2597        6.71071     
  1239.76        2500.00                 NaN            NaN   3.01043                 NaN   14.4334                 NaN   8.32043        48.5427                 NaN   1.75661        17.2762        6.66020     
  1238.30        2500.00                 NaN            NaN   3.02064                 NaN   14.4168                 NaN   8.33297        48.5853                 NaN   1.75839        17.2889        6.59702     
  1236.84        2500.00                 NaN            NaN   3.03459                 NaN   14.3938                 NaN   8.35002        48.6307                 NaN   1.76080        17.3005        6.52958     
  1235.38        2500.00                 NaN            NaN   3.03465                 NaN   14.3942                 NaN   8.35038        48.6670                 NaN   1.76084        17.3167        6.47626     
  1233.92        2500.00                 NaN            NaN   3.03975                 NaN   14.3860                 NaN   8.35680        48.7071                 NaN   1.76175        17.3315        6.41710     
  1232.45        2500.00                 NaN            NaN   3.03475                 NaN   14.3948                 NaN   8.35111        48.7406                 NaN   1.76093        17.3496        6.36817     
  1230.99        2500.00                 NaN            NaN   3.03480                 NaN   14.3951                 NaN   8.35147        48.7778                 NaN   1.76097        17.3662        6.31362     
  1229.53        2500.00                 NaN            NaN   3.03486                 NaN   14.3954                 NaN   8.35183        48.8152                 NaN   1.76101        17.3830        6.25873     
  1228.07        2500.00                 NaN            NaN   3.03491                 NaN   14.3957                 NaN   8.35220        48.8528                 NaN   1.76106        17.3998        6.20350     
  1226.61        2500.00                 NaN            NaN   3.04158                 NaN   14.3850                 NaN   8.36050        48.8951                 NaN   1.76223        17.4146        6.14098     
  1225.14        2500.00                 NaN            NaN   3.04163                 NaN   14.3853                 NaN   8.36087        48.9332                 NaN   1.76227        17.4317        6.08505     
  1223.68        2500.00                 NaN            NaN   3.04169                 NaN   14.3856                 NaN   8.36124        48.9715                 NaN   1.76232        17.4489        6.02874     
  1222.22        2500.00                 NaN            NaN   3.05322                 NaN   14.3432                 NaN   8.37997        49.0236                 NaN   1.76751        17.4700        5.96253     
  1220.76        2500.00                 NaN            NaN  0.978294        2.14122        14.0970                 NaN   8.48632        49.1395                 NaN   1.79724        17.5087        5.85170     
  1219.30        2500.00                 NaN            NaN   3.05333                 NaN   14.3438                 NaN   8.38071        49.1019                 NaN   1.76759        17.5051        5.84753     
  1217.84        2500.00                 NaN            NaN   3.08565                 NaN   14.2240                 NaN   8.43271        49.1789                 NaN   1.78210        17.5332        5.76333     
  1216.37        2500.00                 NaN            NaN   3.11968                 NaN   14.0979                 NaN   8.48744        49.2582                 NaN   1.79737        17.5620        5.67730     
  1214.91        2500.00                 NaN            NaN   3.11974                 NaN   14.0982                 NaN   8.48782        49.2983                 NaN   1.79742        17.5800        5.61843     
  1213.45        2500.00                 NaN            NaN   3.11980                 NaN   14.0986                 NaN   8.48819        49.3386                 NaN   1.79746        17.5982        5.55917     
  1211.99        2500.00                 NaN            NaN   3.11985                 NaN   14.0989                 NaN   8.48857        49.3792                 NaN   1.79751        17.6164        5.49953     
  1210.53        2500.00                 NaN            NaN   3.11991                 NaN   14.0992                 NaN   8.48894        49.4203                 NaN   1.79755        17.6349        5.43918     
  1209.06        2500.00                 NaN            NaN   3.11997                 NaN   14.0995                 NaN   8.48932        49.4616                 NaN   1.79760        17.6535        5.37845     
  1207.60        2500.00                 NaN            NaN   3.12002                 NaN   14.0998                 NaN   8.48970        49.5032                 NaN   1.79764        17.6723        5.31732     
  1206.14        2500.00                 NaN            NaN   3.12008                 NaN   14.1002                 NaN   8.49008        49.5451                 NaN   1.79769        17.6911        5.25581     
  1204.68        2500.00                 NaN            NaN   3.12014                 NaN   14.1005                 NaN   8.49046        49.5872                 NaN   1.79774        17.7101        5.19390     
  1203.22        2500.00                 NaN            NaN   3.13650                 NaN   14.1227                 NaN   8.54406        49.5969                 NaN   1.79490        17.7184        5.08657     
  1201.75        2500.00                 NaN            NaN   3.13656                 NaN   14.1230                 NaN   8.54444        49.6395                 NaN   1.79495        17.7376        5.02390     
  1200.29        2500.00                 NaN            NaN   3.12032                 NaN   14.1014                 NaN   8.49160        49.7152                 NaN   1.79788        17.7678        5.00577     
  1198.83        2500.00                 NaN            NaN   3.15033                 NaN   14.1420                 NaN   8.58980        49.6984                 NaN   1.79263        17.7675        4.85938     
  1197.37        2500.00                 NaN            NaN   3.15039                 NaN   14.1424                 NaN   8.59018        49.7421                 NaN   1.79267        17.7872        4.79515     
  1195.91        2500.00                 NaN            NaN   3.15045                 NaN   14.1427                 NaN   8.59057        49.7860                 NaN   1.79272        17.8070        4.73050     
  1194.44        2500.00                 NaN            NaN   3.15051                 NaN   14.1430                 NaN   8.59096        49.8303                 NaN   1.79277        17.8270        4.66545     
  1192.98        2500.00                 NaN            NaN   3.15057                 NaN   14.1434                 NaN   8.59135        49.8748                 NaN   1.79281        17.8472        4.59995     
  1191.52        2500.00                 NaN            NaN   3.15063                 NaN   14.1437                 NaN   8.59174        49.9196                 NaN   1.79286        17.8674        4.53405     
  1190.06        2500.00                 NaN            NaN   3.15069                 NaN   14.1440                 NaN   8.59213        49.9648                 NaN   1.79291        17.8879        4.46752     
  1188.60        2500.00                 NaN            NaN   3.15075                 NaN   14.1444                 NaN   8.59252        50.0103                 NaN   1.79296        17.9085        4.40055     
  1187.13        2500.00                 NaN            NaN   3.15082                 NaN   14.1447                 NaN   8.59291        50.0561                 NaN   1.79300        17.9293        4.33314     
  1185.67        2500.00                 NaN            NaN   3.15088                 NaN   14.1450                 NaN   8.59331        50.1023                 NaN   1.79305        17.9502        4.26529     
  1184.21        2500.00                 NaN            NaN   3.15094                 NaN   14.1454                 NaN   8.59370        50.1487                 NaN   1.79310        17.9712        4.19700     
  1182.75        2500.00                 NaN            NaN   3.15100                 NaN   14.1457                 NaN   8.59410        50.1954                 NaN   1.79315        17.9924        4.12828     
  1181.29        2500.00                 NaN            NaN   3.15106                 NaN   14.1461                 NaN   8.59449        50.2424                 NaN   1.79320        18.0137        4.05910     
  1179.82        2500.00                 NaN            NaN   3.15113                 NaN   14.1464                 NaN   8.59489        50.2897                 NaN   1.79325        18.0351        3.98948     
  1178.36        2500.00                 NaN            NaN   3.15119                 NaN   14.1468                 NaN   8.59529        50.3382                 NaN   1.79330        18.0572        3.91812     
  1176.90        2500.00                 NaN            NaN   3.15125                 NaN   14.1471                 NaN   8.59569        50.3864                 NaN   1.79335        18.0791        3.84717     
  1175.44        2500.00                 NaN            NaN   3.15132                 NaN   14.1475                 NaN   8.59609        50.4349                 NaN   1.79340        18.1011        3.77571     
  1173.98        2500.00                 NaN            NaN   3.31360                 NaN   13.9045                 NaN   8.71835        50.6100                 NaN   1.79509        18.0663        3.59219     
  1172.51        2500.00                 NaN            NaN   3.31367                 NaN   13.9048                 NaN   8.71875        50.6594                 NaN   1.79514        18.0887        3.51951     
  1171.05        2500.00                 NaN            NaN   3.31374                 NaN   13.9052                 NaN   8.71916        50.7091                 NaN   1.79519        18.1113        3.44628     
  1169.59        2500.00                 NaN            NaN   3.31381                 NaN   13.9055                 NaN   8.71957        50.7592                 NaN   1.79524        18.1341        3.37253     
  1168.13        2500.00                 NaN            NaN   3.31388                 NaN   13.9059                 NaN   8.71998        50.8097                 NaN   1.79530        18.1571        3.29823     
  1166.67        2500.00                 NaN            NaN   3.31395                 NaN   13.9062                 NaN   8.72039        50.8605                 NaN   1.79535        18.1802        3.22339     
  1165.20        2500.00                 NaN            NaN   3.31402                 NaN   13.9066                 NaN   8.72081        50.9117                 NaN   1.79540        18.2035        3.14799     
  1163.74        2500.00                 NaN            NaN   3.31409                 NaN   13.9069                 NaN   8.72122        50.9632                 NaN   1.79545        18.2270        3.07205     
  1162.28        2500.00                 NaN            NaN   3.31416                 NaN   13.9073                 NaN   8.72163        51.0151                 NaN   1.79550        18.2507        2.99555     
  1160.82        2500.00                 NaN            NaN   3.31423                 NaN   13.9077                 NaN   8.72205        51.0674                 NaN   1.79555        18.2746        2.91849     
  1159.36        2500.00                 NaN            NaN   3.31380                 NaN   13.9110                 NaN   8.72313        51.1179                 NaN   1.79534        18.2982        2.84054     
  1157.89        2500.00                 NaN            NaN   3.31438                 NaN   13.9084                 NaN   8.72289        51.1732                 NaN   1.79566        18.3228        2.76266     
  1156.43        2500.00                 NaN            NaN   3.31325                 NaN   13.9160                 NaN   8.72490        51.2214                 NaN   1.79507        18.3463        2.68314     
  1154.97        2500.00                 NaN            NaN   3.31452                 NaN   13.9092                 NaN   8.72373        51.2805                 NaN   1.79576        18.3718        2.60454     
  1153.51        2500.00                 NaN            NaN   3.31270                 NaN   13.9209                 NaN   8.72669        51.3263                 NaN   1.79480        18.3951        2.52345     
  1152.05        2500.00                 NaN            NaN   3.31467                 NaN   13.9099                 NaN   8.72457        51.3894                 NaN   1.79587        18.4215        2.44409     
  1150.58        2500.00                 NaN            NaN   3.31213                 NaN   13.9260                 NaN   8.72849        51.4328                 NaN   1.79453        18.4447        2.36143     
  1149.12        2500.00                 NaN            NaN   3.30990                 NaN   14.0029                 NaN   8.72716        51.5025                 NaN   1.78652        18.4781        2.19293     
  1147.66        2500.00                 NaN            NaN   3.31156                 NaN   13.9311                 NaN   8.73030        51.5408                 NaN   1.79425        18.4950        2.19702     
  1146.20        2500.00                 NaN            NaN   3.31756                 NaN   13.9979                 NaN   8.73967        51.6172                 NaN   1.78665        18.5278        2.01318     
  1144.74        2500.00                 NaN            NaN   3.32143                 NaN   13.9950                 NaN   8.74491        51.6761                 NaN   1.78697        18.5524        1.92318     
  1143.27        2500.00                 NaN            NaN   3.31512                 NaN   13.9122                 NaN   8.72714        51.7256                 NaN   1.79620        18.5753        1.94844     
  1141.81        2500.00                 NaN            NaN   3.32908                 NaN   13.9892                 NaN   8.75635        51.7944                 NaN   1.78721        18.6033        1.74053     
  1140.35        2500.00                 NaN            NaN   3.30443                 NaN   13.9865                 NaN   8.74521        51.7893                 NaN   1.78964        18.6190        1.76587     
  1138.89        2500.00                 NaN            NaN   3.30466                 NaN   13.9868                 NaN   8.74589        51.8476                 NaN   1.78970        18.6457        1.67972     
  1137.43        2500.00                 NaN            NaN   3.30491                 NaN   13.9871                 NaN   8.74656        51.9063                 NaN   1.78976        18.6725        1.59289     
  1135.96        2500.00                 NaN            NaN   3.34825                 NaN   13.9623                 NaN   8.77702        52.0510                 NaN   1.79091        18.7060        1.36463     
  1134.50        2500.00                 NaN            NaN   3.34789                 NaN   13.9767                 NaN   8.78493        52.0969                 NaN   1.78771        18.7339        1.27193     
  1133.04        2500.00                 NaN            NaN   3.35157                 NaN   13.9750                 NaN   8.79072        52.1584                 NaN   1.78780        18.7605        1.17602     
  1131.58        2500.00                 NaN            NaN   3.35522                 NaN   13.9732                 NaN   8.79646        52.2204                 NaN   1.78785        18.7874        1.07950     
  1130.12        2500.00                 NaN            NaN   3.35886                 NaN   13.9715                 NaN   8.80220        52.2827                 NaN   1.78790        18.8145       0.982291     
  1128.65        2500.00                 NaN            NaN   3.36249                 NaN   13.9700                 NaN   8.80792        52.3455                 NaN   1.78793        18.8418       0.884376     
  1127.19        2500.00                 NaN            NaN   3.36610                 NaN   13.9685                 NaN   8.81364        52.4088                 NaN   1.78797        18.8693       0.785753     
  1125.73        2500.00                 NaN            NaN   3.36971                 NaN   13.9671                 NaN   8.81935        52.4725                 NaN   1.78799        18.8970       0.686422     
  1124.27        2500.00                 NaN            NaN   3.37330                 NaN   13.9658                 NaN   8.82505        52.5366                 NaN   1.78800        18.9249       0.586374     
  1122.81        2500.00                 NaN            NaN   3.37689                 NaN   13.9646                 NaN   8.83074        52.6011                 NaN   1.78801        18.9531       0.485599     
  1121.34        2500.00                 NaN            NaN   3.38046                 NaN   13.9635                 NaN   8.83644        52.6661                 NaN   1.78801        18.9814       0.384107     
  1119.88        2500.00                 NaN            NaN   3.38403                 NaN   13.9624                 NaN   8.84213        52.7315                 NaN   1.78800        19.0100       0.281891     
  1118.42        2500.00                 NaN            NaN   3.38663                 NaN   13.9668                 NaN   8.84872        52.7939                 NaN   1.78771        19.0380       0.178229     
  1116.96        2500.00                 NaN            NaN   3.39104                 NaN   13.9610                 NaN   8.85353        52.8635                 NaN   1.78792        19.0678       0.752216E-001
  1115.50        2500.00                 NaN            NaN   3.39341                 NaN   13.9659                 NaN   8.86036        52.9062                 NaN   1.78765        19.0865                 NaN
  1114.03        2500.00                 NaN            NaN   3.39573                 NaN   13.9637                 NaN   8.86578        52.9031                 NaN   1.78725        19.0844                 NaN
  1112.57        2500.00                 NaN            NaN   3.39856                 NaN   13.9605                 NaN   8.87086        52.9009                 NaN   1.78693        19.0823                 NaN
  1111.11        2500.00                 NaN            NaN   3.40227                 NaN   13.9575                 NaN   8.87662        52.8988                 NaN   1.78735        19.0775                 NaN
  1109.65        2500.00                 NaN            NaN   3.41210                 NaN   13.9101                 NaN   8.87407        52.9306                 NaN   1.79161        19.0815                 NaN
  1108.19        2500.00                 NaN            NaN   3.40644                 NaN   13.9590                 NaN   8.88883        52.8883                 NaN   1.78667        19.0707                 NaN
  1106.72        2500.00                 NaN            NaN   3.41106                 NaN   13.9583                 NaN   8.89518        52.8850                 NaN   1.78750        19.0629                 NaN
  1105.26        2500.00                 NaN            NaN   3.41316                 NaN   13.9549                 NaN   8.89944        52.8830                 NaN   1.78659        19.0629                 NaN
  1103.80        2500.00                 NaN            NaN   3.41469                 NaN   13.9531                 NaN   8.90492        52.8794                 NaN   1.78601        19.0619                 NaN
  1102.34        2500.00                 NaN            NaN   3.41676                 NaN   13.9559                 NaN   8.91187        52.8726                 NaN   1.78590        19.0569                 NaN
  1100.88        2500.00                 NaN            NaN   3.41957                 NaN   13.9556                 NaN   8.91768        52.8685                 NaN   1.78577        19.0528                 NaN
  1099.41        2500.00                 NaN            NaN   3.42158                 NaN   13.9557                 NaN   8.92346        52.8639                 NaN   1.78536        19.0500                 NaN
  1097.95        2500.00                 NaN            NaN   3.42471                 NaN   13.9516                 NaN   8.92797        52.8627                 NaN   1.78500        19.0480                 NaN
  1096.49        2500.00                 NaN            NaN   3.42726                 NaN   13.9528                 NaN   8.93474        52.8572                 NaN   1.78505        19.0430                 NaN
  1095.03        2500.00                 NaN            NaN   3.43135                 NaN   13.9555                 NaN   8.94060        52.8519                 NaN   1.78534        19.0353                 NaN
  1093.57        2500.00                 NaN            NaN   3.43203                 NaN   13.9550                 NaN   8.94620        52.8471                 NaN   1.78437        19.0353                 NaN
  1092.10        2500.00                 NaN            NaN   3.44578                 NaN   13.9297                 NaN   9.01300        52.8033                 NaN   1.78330        19.0249                 NaN
  1090.64        2500.00                 NaN            NaN   3.44577                 NaN   13.9297                 NaN   9.01319        52.8039                 NaN   1.78330        19.0241                 NaN
  1089.18        2500.00                 NaN            NaN   3.44604                 NaN   13.9303                 NaN   9.01340        52.8042                 NaN   1.78326        19.0228                 NaN
  1087.72        2500.00                 NaN            NaN   3.44573                 NaN   13.9298                 NaN   9.01357        52.8052                 NaN   1.78331        19.0224                 NaN
  1086.26        2500.00                 NaN            NaN   3.44607                 NaN   13.9302                 NaN   9.01409        52.8053                 NaN   1.78326        19.0211                 NaN
  1084.79        2500.00                 NaN            NaN   3.44707                 NaN   13.9614                 NaN   8.98175        52.8170                 NaN   1.78289        19.0099                 NaN
  1083.33        2500.00                 NaN            NaN   3.44943                 NaN   13.9583                 NaN   8.98814        52.8141                 NaN   1.78284        19.0072                 NaN
  1081.87        2500.00                 NaN            NaN   3.44636                 NaN   13.9302                 NaN   9.01583        52.8062                 NaN   1.78321        19.0182                 NaN
  1080.41        2500.00                 NaN            NaN   3.45467                 NaN   13.9557                 NaN   8.99641        52.8090                 NaN   1.78171        19.0025                 NaN
  1078.95        2500.00                 NaN            NaN   3.45599                 NaN   13.9626                 NaN   9.00367        52.7990                 NaN   1.78081        18.9979                 NaN
  1077.48        2500.00                 NaN            NaN   3.45841                 NaN   13.9641                 NaN   9.00936        52.7937                 NaN   1.78036        18.9940                 NaN
  1076.02        2500.00                 NaN            NaN   3.46155                 NaN   13.9644                 NaN   9.01463        52.7898                 NaN   1.78011        18.9895                 NaN
  1074.56        2500.00                 NaN            NaN   3.46304                 NaN   13.9675                 NaN   9.02092        52.7830                 NaN   1.77945        18.9861                 NaN
  1073.10        2500.00                 NaN            NaN   3.46294                 NaN   13.9379                 NaN   9.05609        52.7689                 NaN   1.77941        18.9948                 NaN
  1071.64        2500.00                 NaN            NaN   3.46757                 NaN   13.9713                 NaN   9.03253        52.7719                 NaN   1.77849        18.9782                 NaN
  1070.18        2500.00                 NaN            NaN   3.47066                 NaN   13.9722                 NaN   9.03786        52.7675                 NaN   1.77817        18.9736                 NaN
  1068.71        2500.00                 NaN            NaN   3.47309                 NaN   13.9746                 NaN   9.04358        52.7617                 NaN   1.77763        18.9694                 NaN
  1067.25        2500.00                 NaN            NaN   3.47374                 NaN   13.9771                 NaN   9.05024        52.7550                 NaN   1.77700        18.9670                 NaN
  1065.79        2500.00                 NaN            NaN   3.47759                 NaN   13.9792                 NaN   9.05525        52.7501                 NaN   1.77658        18.9612                 NaN
  1064.33        2500.00                 NaN            NaN   3.47854                 NaN   13.9820                 NaN   9.06156        52.7433                 NaN   1.77577        18.9588                 NaN
  1062.87        2500.00                 NaN            NaN   3.48159                 NaN   13.9846                 NaN   9.06720        52.7378                 NaN   1.77543        18.9534                 NaN
  1061.40        2500.00                 NaN            NaN   3.48373                 NaN   13.9877                 NaN   9.07313        52.7314                 NaN   1.77482        18.9492                 NaN
  1059.94        2500.00                 NaN            NaN   3.48587                 NaN   13.9909                 NaN   9.07908        52.7249                 NaN   1.77420        18.9450                 NaN
  1058.48        2500.00                 NaN            NaN   3.48800                 NaN   13.9943                 NaN   9.08505        52.7184                 NaN   1.77356        18.9407                 NaN
  1057.02        2500.00                 NaN            NaN   3.49011                 NaN   13.9977                 NaN   9.09103        52.7118                 NaN   1.77291        18.9364                 NaN
  1055.56        2500.00                 NaN            NaN   3.49222                 NaN   14.0013                 NaN   9.09702        52.7051                 NaN   1.77224        18.9321                 NaN
  1054.09        2500.00                 NaN            NaN   3.49432                 NaN   14.0050                 NaN   9.10304        52.6983                 NaN   1.77156        18.9278                 NaN
  1052.63        2500.00                 NaN            NaN   3.49087                 NaN   13.9789                 NaN   9.12601        52.6935                 NaN   1.77169        18.9390                 NaN
  1051.17        2500.00                 NaN            NaN   3.49848                 NaN   14.0128                 NaN   9.11512        52.6844                 NaN   1.77015        18.9191                 NaN
  1049.71        2500.00                 NaN            NaN   3.50056                 NaN   14.0168                 NaN   9.12117        52.6774                 NaN   1.76944        18.9146                 NaN
  1048.25        2500.00                 NaN            NaN   3.50258                 NaN   14.0212                 NaN   9.12731        52.6701                 NaN   1.76867        18.9102                 NaN
  1046.78        2500.00                 NaN            NaN   3.50790                 NaN   14.0183                 NaN   9.17391        52.6306                 NaN   1.76510        18.9042                 NaN
  1045.32        2500.00                 NaN            NaN   3.50788                 NaN   14.0183                 NaN   9.17410        52.6312                 NaN   1.76510        18.9034                 NaN
  1043.86        2500.00                 NaN            NaN   3.50787                 NaN   14.0183                 NaN   9.17430        52.6318                 NaN   1.76511        18.9026                 NaN
  1042.40        2500.00                 NaN            NaN   3.50785                 NaN   14.0183                 NaN   9.17449        52.6325                 NaN   1.76511        18.9018                 NaN
  1040.94        2500.00                 NaN            NaN   3.51132                 NaN   14.0426                 NaN   9.15849        52.6333                 NaN   1.76476        18.8895                 NaN
  1039.47        2500.00                 NaN            NaN   3.51329                 NaN   14.0478                 NaN   9.16476        52.6254                 NaN   1.76390        18.8849                 NaN
  1038.01        2500.00                 NaN            NaN   3.51525                 NaN   14.0532                 NaN   9.17107        52.6173                 NaN   1.76302        18.8802                 NaN
  1036.55        2500.00                 NaN            NaN   3.51720                 NaN   14.0597                 NaN   9.17771        52.6084                 NaN   1.76215        18.8748                 NaN
  1035.09        2500.00                 NaN            NaN   3.51971                 NaN   14.0611                 NaN   9.18274        52.6040                 NaN   1.76170        18.8708                 NaN
  1033.63        2500.00                 NaN            NaN   3.52106                 NaN   14.0663                 NaN   9.18904        52.5953                 NaN   1.76015        18.8682                 NaN
  1032.16        2500.00                 NaN            NaN   3.52290                 NaN   14.0778                 NaN   9.19696        52.5826                 NaN   1.75922        18.8605                 NaN
  1030.70        2500.00                 NaN            NaN   3.52507                 NaN   14.0848                 NaN   9.20339        52.5735                 NaN   1.75818        18.8551                 NaN
  1029.24        2500.00                 NaN            NaN   3.52620                 NaN   14.0830                 NaN   9.22258        52.5586                 NaN   1.75648        18.8531                 NaN
  1027.78        2500.00                 NaN            NaN   3.52711                 NaN   14.0870                 NaN   9.22374        52.5559                 NaN   1.75612        18.8501                 NaN
  1026.32        2500.00                 NaN            NaN   3.53031                 NaN   14.0978                 NaN   9.22159        52.5511                 NaN   1.75506        18.8441                 NaN
  1024.85        2500.00                 NaN            NaN   3.53205                 NaN   14.1095                 NaN   9.22962        52.5383                 NaN   1.75407        18.8365                 NaN
  1023.39        2500.00                 NaN            NaN   3.53381                 NaN   14.1174                 NaN   9.23658        52.5281                 NaN   1.75296        18.8311                 NaN
  1021.93        2500.00                 NaN            NaN   3.53556                 NaN   14.1254                 NaN   9.24353        52.5180                 NaN   1.75183        18.8257                 NaN
  1020.47        2500.00                 NaN            NaN   3.53730                 NaN   14.1316                 NaN   9.24998        52.5090                 NaN   1.75061        18.8214                 NaN
  1019.01        2500.00                 NaN            NaN   3.53902                 NaN   14.1392                 NaN   9.25687        52.4991                 NaN   1.74943        18.8164                 NaN
  1017.54        2500.00                 NaN            NaN   3.54073                 NaN   14.1470                 NaN   9.26376        52.4890                 NaN   1.74822        18.8113                 NaN
  1016.08        2500.00                 NaN            NaN   3.54244                 NaN   14.1550                 NaN   9.27073        52.4787                 NaN   1.74698        18.8061                 NaN
  1014.62        2500.00                 NaN            NaN   3.54413                 NaN   14.1632                 NaN   9.27775        52.4683                 NaN   1.74572        18.8009                 NaN
  1013.16        2500.00                 NaN            NaN   3.54611                 NaN   14.1716                 NaN   9.28461        52.4578                 NaN   1.74439        18.7955                 NaN
  1011.70        2500.00                 NaN            NaN   3.55568                 NaN   14.1095                 NaN   9.26916        52.5107                 NaN   1.75040        18.8045                 NaN
  1010.23        2500.00                 NaN            NaN   3.55277                 NaN   14.2180                 NaN   9.34116        52.3816                 NaN   1.73577        18.7708                 NaN
  1008.77        2500.00                 NaN            NaN   3.55044                 NaN   14.1995                 NaN   9.30697        52.4235                 NaN   1.74037        18.7792                 NaN
  1007.31        2500.00                 NaN            NaN   3.55273                 NaN   14.2180                 NaN   9.34155        52.3828                 NaN   1.73578        18.7691                 NaN
  1005.85        2500.00                 NaN            NaN   3.55271                 NaN   14.2180                 NaN   9.34175        52.3834                 NaN   1.73578        18.7683                 NaN
  1004.39        2500.00                 NaN            NaN   3.55269                 NaN   14.2180                 NaN   9.34194        52.3840                 NaN   1.73579        18.7675                 NaN
  1002.92        2500.00                 NaN            NaN   3.55267                 NaN   14.2180                 NaN   9.34214        52.3846                 NaN   1.73579        18.7667                 NaN
  1001.46        2500.00                 NaN            NaN   3.55266                 NaN   14.2181                 NaN   9.34233        52.3852                 NaN   1.73580        18.7659                 NaN
