|6.6.6
Archiving\03_Data\eqfrac/QFM_m4.75/YM20/YM20_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        iron           ilm            ne             lc            
  1460.52        2500.00        99.3031                 NaN            NaN            NaN  0.263963       0.432966                 NaN            NaN            NaN            NaN            NaN            NaN
  1459.06        2500.00        99.3090                 NaN            NaN            NaN  0.429657       0.261347                 NaN            NaN            NaN            NaN            NaN            NaN
  1457.60        2500.00        99.3138                 NaN            NaN            NaN  0.258486       0.427750                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        99.3206                 NaN            NaN            NaN  0.422659       0.256744                 NaN            NaN            NaN            NaN            NaN            NaN
  1454.68        2500.00        99.3253                 NaN            NaN            NaN  0.254655       0.420033                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.21        2500.00        99.3301                 NaN            NaN            NaN  0.252587       0.417334                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.75        2500.00        99.3353                 NaN            NaN            NaN  0.413706       0.250965                 NaN            NaN            NaN            NaN            NaN            NaN
  1450.29        2500.00        99.3422                 NaN            NaN            NaN  0.410672       0.247136                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.83        2500.00        99.3459                 NaN            NaN            NaN  0.245200       0.408925                 NaN            NaN            NaN            NaN            NaN            NaN
  1447.37        2500.00        99.3502                 NaN            NaN            NaN  0.243338       0.406492                 NaN            NaN            NaN            NaN            NaN            NaN
  1445.90        2500.00        99.3558                 NaN            NaN            NaN  0.402348       0.241873                 NaN            NaN            NaN            NaN            NaN            NaN
  1444.44        2500.00        99.2817                 NaN            NaN            NaN  0.404756       0.272713       0.408213E-001            NaN            NaN            NaN            NaN            NaN
  1442.98        2500.00        98.2208                 NaN            NaN            NaN  0.459995       0.727917       0.591325                 NaN            NaN            NaN            NaN            NaN
  1441.52        2500.00        98.2563                 NaN            NaN            NaN  0.713411       0.450550       0.579710                 NaN            NaN            NaN            NaN            NaN
  1440.06        2500.00        98.2924                 NaN  0.541709E-003            NaN  0.440643       0.698541       0.567875                 NaN            NaN            NaN            NaN            NaN
  1438.59        2500.00        98.3260                 NaN            NaN            NaN  0.685780       0.431639       0.556609                 NaN            NaN            NaN            NaN            NaN
  1437.13        2500.00        98.3378                 NaN  0.119088                 NaN  0.506420       0.460354       0.576307                 NaN            NaN            NaN            NaN            NaN
  1435.67        2500.00        98.3679                 NaN  0.146689                 NaN  0.460455       0.453211       0.571737                 NaN            NaN            NaN            NaN            NaN
  1434.21        2500.00        98.3985                 NaN  0.145331                 NaN  0.442361       0.452276       0.561550                 NaN            NaN            NaN            NaN            NaN
  1432.75        2500.00        98.4295                 NaN  0.143810                 NaN  0.431176       0.444519       0.551037                 NaN            NaN            NaN            NaN            NaN
  1431.28        2500.00        98.4525                 NaN  0.142726                 NaN  0.423720       0.437045       0.544051                 NaN            NaN            NaN            NaN            NaN
  1429.82        2500.00        98.4945                 NaN  0.140790                 NaN  0.408587       0.427570       0.528565                 NaN            NaN            NaN            NaN            NaN
  1428.36        2500.00        98.5180                 NaN  0.139601                 NaN  0.400332       0.421076       0.521018                 NaN            NaN            NaN            NaN            NaN
  1426.90        2500.00        98.3091                 NaN  0.163873                 NaN  0.453569       0.473369       0.600054                 NaN            NaN            NaN            NaN            NaN
  1425.44        2500.00        98.7960                 NaN  0.109643                 NaN  0.360524       0.312710       0.421077                 NaN            NaN            NaN            NaN            NaN
  1423.97        2500.00        98.5963                 NaN  0.135672                 NaN  0.373757       0.399653       0.494618                 NaN            NaN            NaN            NaN            NaN
  1422.51        2500.00        98.6232                 NaN  0.134268                 NaN  0.393201       0.364261       0.485103                 NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        98.6467                 NaN  0.133489                 NaN  0.355423       0.387162       0.477263                 NaN            NaN            NaN            NaN            NaN
  1419.59        2500.00        98.6710                 NaN  0.131948                 NaN  0.380885       0.347391       0.468771                 NaN            NaN            NaN            NaN            NaN
  1418.13        2500.00        98.6935                 NaN  0.131739                 NaN  0.337588       0.375594       0.461615                 NaN            NaN            NaN            NaN            NaN
  1416.66        2500.00        98.7171                 NaN  0.128675                 NaN  0.333535       0.367977       0.452697                 NaN            NaN            NaN            NaN            NaN
  1415.20        2500.00        98.7381                 NaN  0.128713                 NaN  0.362748       0.324533       0.445898                 NaN            NaN            NaN            NaN            NaN
  1413.74        2500.00        98.7594                 NaN  0.127295                 NaN  0.356894       0.317828       0.438595                 NaN            NaN            NaN            NaN            NaN
  1412.28        2500.00        98.7800                 NaN  0.126275                 NaN  0.351758       0.310416       0.431575                 NaN            NaN            NaN            NaN            NaN
  1410.82        2500.00        98.8004                 NaN  0.125262                 NaN  0.303374       0.346512       0.424468                 NaN            NaN            NaN            NaN            NaN
  1409.35        2500.00        98.8200                 NaN  0.123989                 NaN  0.296962       0.341239       0.417802                 NaN            NaN            NaN            NaN            NaN
  1407.89        2500.00        98.8385                 NaN  0.123816                 NaN  0.289309       0.336861       0.411489                 NaN            NaN            NaN            NaN            NaN
  1406.43        2500.00        98.8583                 NaN  0.121486                 NaN  0.331248       0.284729       0.404207                 NaN            NaN            NaN            NaN            NaN
  1404.97        2500.00        98.8761                 NaN  0.120899                 NaN  0.326405       0.278324       0.398300                 NaN            NaN            NaN            NaN            NaN
  1403.51        2500.00        98.8930                 NaN  0.119978                 NaN  0.322330       0.272242       0.392417                 NaN            NaN            NaN            NaN            NaN
  1402.04        2500.00        98.9109                 NaN  0.118932                 NaN  0.266638       0.317326       0.386193                 NaN            NaN            NaN            NaN            NaN
  1400.58        2500.00        98.9268                 NaN  0.117980                 NaN  0.261121       0.313409       0.380684                 NaN            NaN            NaN            NaN            NaN
  1399.12        2500.00        98.9454                 NaN  0.116684                 NaN  0.308298       0.255530       0.374108                 NaN            NaN            NaN            NaN            NaN
  1397.66        2500.00        98.9607                 NaN  0.115822                 NaN  0.250514       0.304058       0.368896                 NaN            NaN            NaN            NaN            NaN
  1396.20        2500.00        98.9759                 NaN  0.115012                 NaN  0.300272       0.245252       0.363554                 NaN            NaN            NaN            NaN            NaN
  1394.73        2500.00        98.9920                 NaN  0.113718                 NaN  0.241105       0.295348       0.357834                 NaN            NaN            NaN            NaN            NaN
  1393.27        2500.00        99.0069                 NaN  0.113037                 NaN  0.235666       0.291608       0.352799                 NaN            NaN            NaN            NaN            NaN
  1391.81        2500.00        99.0219                 NaN  0.111637                 NaN  0.287484       0.231682       0.347320                 NaN            NaN            NaN            NaN            NaN
  1390.35        2500.00        99.0350                 NaN  0.110996                 NaN  0.284170       0.226970       0.342842                 NaN            NaN            NaN            NaN            NaN
  1388.89        2500.00        99.0509                 NaN  0.109774                 NaN  0.279834       0.222387       0.337150                 NaN            NaN            NaN            NaN            NaN
  1387.42        2500.00        99.0610                 NaN  0.109376                 NaN  0.220672       0.274836       0.334155                 NaN            NaN            NaN            NaN            NaN
  1385.96        2500.00        99.0787                 NaN  0.107881                 NaN  0.212484       0.274109       0.326846                 NaN            NaN            NaN            NaN            NaN
  1384.50        2500.00        99.0903                 NaN  0.107197                 NaN  0.269900       0.209349       0.323238                 NaN            NaN            NaN            NaN            NaN
  1383.04        2500.00        99.1035                 NaN  0.105997                 NaN  0.206377       0.265548       0.318532                 NaN            NaN            NaN            NaN            NaN
  1381.58        2500.00        99.1157                 NaN  0.105179                 NaN  0.261537       0.202993       0.314604                 NaN            NaN            NaN            NaN            NaN
  1380.11        2500.00        99.1293                 NaN  0.103148                 NaN  0.200064       0.258475       0.308969                 NaN            NaN            NaN            NaN            NaN
  1378.65        2500.00        99.1400                 NaN  0.102993                 NaN  0.195717       0.255677       0.305587                 NaN            NaN            NaN            NaN            NaN
  1377.19        2500.00        99.1464                 NaN  0.103531                 NaN  0.254333       0.191990       0.303722                 NaN            NaN            NaN            NaN            NaN
  1375.73        2500.00        99.1687                 NaN  0.915722E-001            NaN  0.202535       0.243909       0.293329                 NaN            NaN            NaN            NaN            NaN
  1374.27        2500.00        99.1753                 NaN  0.108193                 NaN  0.250210       0.171835       0.294453                 NaN            NaN            NaN            NaN            NaN
  1372.80        2500.00        99.1867                 NaN  0.986203E-001            NaN  0.242610       0.183359       0.288717                 NaN            NaN            NaN            NaN            NaN
  1371.34        2500.00        99.1962                 NaN  0.981486E-001            NaN  0.240812       0.179468       0.285406                 NaN            NaN            NaN            NaN            NaN
  1369.88        2500.00        99.2075                 NaN  0.968438E-001            NaN  0.176980       0.237542       0.281160                 NaN            NaN            NaN            NaN            NaN
  1368.42        2500.00        99.2178                 NaN  0.960328E-001            NaN  0.174130       0.234490       0.277539                 NaN            NaN            NaN            NaN            NaN
  1366.96        2500.00        99.2284                 NaN  0.949878E-001            NaN  0.231058       0.171852       0.273752                 NaN            NaN            NaN            NaN            NaN
  1365.49        2500.00        99.2359                 NaN  0.961036E-001            NaN  0.228796       0.167047       0.272142                 NaN            NaN            NaN            NaN            NaN
  1364.03        2500.00        99.2511                 NaN  0.910002E-001            NaN  0.168652       0.224906       0.264383                 NaN            NaN            NaN            NaN            NaN
  1362.57        2500.00        99.2577                 NaN  0.916922E-001            NaN  0.164398       0.223246       0.262929                 NaN            NaN            NaN            NaN            NaN
  1361.11        2500.00        99.2672                 NaN  0.909363E-001            NaN  0.220554       0.161749       0.259595                 NaN            NaN            NaN            NaN            NaN
  1359.65        2500.00        99.2752                 NaN  0.897724E-001            NaN  0.159741       0.218570       0.256721                 NaN            NaN            NaN            NaN            NaN
  1358.19        2500.00        99.2841                 NaN  0.893070E-001            NaN  0.217297       0.156060       0.253222                 NaN            NaN            NaN            NaN            NaN
  1356.72        2500.00        99.2959                 NaN  0.868476E-001            NaN  0.156600       0.211863       0.248745                 NaN            NaN            NaN            NaN            NaN
  1355.26        2500.00        99.3031                 NaN  0.865342E-001            NaN  0.153589       0.210469       0.246344                 NaN            NaN            NaN            NaN            NaN
  1353.80        2500.00        99.3120                 NaN  0.856025E-001            NaN  0.151624       0.207704       0.243091                 NaN            NaN            NaN            NaN            NaN
  1352.34        2500.00        99.3202                 NaN  0.850644E-001            NaN  0.149164       0.205375       0.240234                 NaN            NaN            NaN            NaN            NaN
  1350.88        2500.00        99.3289                 NaN  0.829249E-001            NaN  0.149002       0.202448       0.236710                 NaN            NaN            NaN            NaN            NaN
  1349.41        2500.00        98.8079                 NaN  0.154047                 NaN  0.373959       0.242635       0.421409                 NaN            NaN            NaN            NaN            NaN
  1347.95        2500.00        99.8703                 NaN  0.115204E-001            NaN  0.390614E-001  0.362299E-001  0.429275E-001            NaN            NaN            NaN            NaN            NaN
  1346.49        2500.00        99.3521                 NaN  0.798089E-001            NaN  0.195309       0.144625       0.228153                 NaN            NaN            NaN            NaN            NaN
  1345.03        2500.00        99.3595                 NaN  0.793149E-001            NaN  0.193443       0.142122       0.225595                 NaN            NaN            NaN            NaN            NaN
  1343.57        2500.00        99.3680                 NaN  0.771563E-001            NaN  0.190347       0.142477       0.222050                 NaN            NaN            NaN            NaN            NaN
  1342.10        2500.00        99.3744                 NaN  0.769849E-001            NaN  0.188284       0.140275       0.220103                 NaN            NaN            NaN            NaN            NaN
  1340.64        2500.00        99.3822                 NaN  0.748708E-001            NaN  0.186270       0.140025       0.216599                 NaN            NaN            NaN            NaN            NaN
  1339.18        2500.00        99.3895                 NaN  0.741835E-001            NaN  0.138686       0.183452       0.214185                 NaN            NaN            NaN            NaN            NaN
  1337.72        2500.00        99.3928                 NaN  0.723321E-001            NaN  0.180210       0.141630       0.212999                 NaN            NaN            NaN            NaN            NaN
  1336.26        2500.00        99.4066                 NaN  0.726353E-001            NaN  0.181293       0.132031       0.207458                 NaN            NaN            NaN            NaN            NaN
  1334.79        2500.00        99.4096                 NaN  0.705744E-001            NaN  0.177171       0.136117       0.206493                 NaN            NaN            NaN            NaN            NaN
  1333.33        2500.00        99.4162                 NaN  0.694327E-001            NaN  0.135285       0.175125       0.203950                 NaN            NaN            NaN            NaN            NaN
  1331.87        2500.00        99.4229                 NaN  0.679728E-001            NaN  0.172535       0.135117       0.201443                 NaN            NaN            NaN            NaN            NaN
  1330.41        2500.00        99.4299                 NaN  0.691760E-001            NaN  0.171805       0.129569       0.199578                 NaN            NaN            NaN            NaN            NaN
  1328.95        2500.00        99.4357                 NaN  0.647970E-001            NaN  0.136453       0.166829       0.196232                 NaN            NaN            NaN            NaN            NaN
  1327.48        2500.00        99.4415                 NaN  0.634869E-001            NaN  0.135309       0.165651       0.194085                 NaN            NaN            NaN            NaN            NaN
  1326.02        2500.00        99.4460                 NaN  0.638777E-001            NaN  0.131653       0.165832       0.192613                 NaN            NaN            NaN            NaN            NaN
  1324.56        2500.00        99.4541                 NaN  0.614816E-001            NaN  0.161240       0.133873       0.189341                 NaN            NaN            NaN            NaN            NaN
  1323.10        2500.00        99.4587                 NaN  0.608315E-001            NaN  0.132821       0.159908       0.187760                 NaN            NaN            NaN            NaN            NaN
  1321.64        2500.00        99.4651                 NaN  0.600829E-001            NaN  0.158173       0.131280       0.185377                 NaN            NaN            NaN            NaN            NaN
  1320.17        2500.00        99.4704                 NaN  0.576254E-001            NaN  0.154838       0.134074       0.183088                 NaN            NaN            NaN            NaN            NaN
  1318.71        2500.00        99.4753                 NaN  0.573263E-001            NaN  0.132681       0.153093       0.181571                 NaN            NaN            NaN            NaN            NaN
  1317.25        2500.00        86.9033                 NaN  0.925899                 NaN   1.74422       0.231577        1.70354        8.49142                 NaN            NaN            NaN            NaN
  1315.79        2500.00        81.3128                 NaN   1.33298                 NaN   2.56561       0.120226        2.37567        12.2927                 NaN            NaN            NaN            NaN
  1314.33        2500.00        83.6568                 NaN   1.18250                 NaN   2.34246                 NaN   2.08823        10.7300                 NaN            NaN            NaN            NaN
  1312.86        2500.00        85.5045                 NaN  0.964299                 NaN   1.94454       0.270766        1.86237        9.45351                 NaN            NaN            NaN            NaN
  1311.40        2500.00        87.1539                 NaN  0.926960                 NaN   1.87402                 NaN   1.65775        8.38738                 NaN            NaN            NaN            NaN
  1309.94        2500.00        87.9702                 NaN  0.790293                 NaN   1.81772                 NaN   1.56280        7.84018       0.188156E-001            NaN            NaN            NaN
  1308.48        2500.00        86.2549                 NaN  0.373599                 NaN   2.45543                 NaN   1.81363        8.95756       0.144889                 NaN            NaN            NaN
  1307.02        2500.00        86.9766                 NaN            NaN            NaN   1.04769        1.76163        1.74163        8.31388       0.158601                 NaN            NaN            NaN
  1305.55        2500.00        88.4542                 NaN            NaN            NaN  0.918802        1.57495        1.54651        7.36366       0.141910                 NaN            NaN            NaN
  1304.09        2500.00        89.6663                 NaN            NaN            NaN   1.42270       0.812332        1.38640        6.58399       0.128236                 NaN            NaN            NaN
  1302.63        2500.00        90.6665                 NaN            NaN            NaN   1.29557       0.727888        1.25471        5.93853       0.116762                 NaN            NaN            NaN
  1301.17        2500.00        91.5238                 NaN            NaN            NaN   1.18671       0.655888        1.14168        5.38511       0.106784                 NaN            NaN            NaN
  1299.71        2500.00        92.2441                 NaN            NaN            NaN   1.09293       0.598682        1.04687        4.91905       0.983416E-001            NaN            NaN            NaN
  1298.24        2500.00        92.8630                 NaN            NaN            NaN  0.551441        1.01204       0.965701        4.51696       0.908207E-001            NaN            NaN            NaN
  1296.78        2500.00        93.4077                 NaN            NaN            NaN  0.940818       0.510107       0.894046        4.16297       0.843187E-001            NaN            NaN            NaN
  1295.32        2500.00        93.8792                 NaN            NaN            NaN  0.877280       0.476732       0.832132        3.85613       0.785651E-001            NaN            NaN            NaN
  1293.86        2500.00        94.2489                 NaN            NaN            NaN  0.831051       0.447307       0.784047        3.61481       0.739323E-001            NaN            NaN            NaN
  1292.40        2500.00        93.2082                 NaN            NaN            NaN   1.34451                 NaN  0.892292        4.39266       0.877979E-001  0.744996E-001            NaN            NaN
  1290.93        2500.00        93.6344                 NaN  0.152799                 NaN   1.10813                 NaN  0.832819        4.07233       0.413270E-001  0.158200                 NaN            NaN
  1289.47        2500.00        93.5121                 NaN  0.229298                 NaN   1.02383                 NaN  0.849405        4.18267       0.357210E-001  0.166965                 NaN            NaN
  1288.01        2500.00        86.4834                 NaN  0.505158                 NaN   2.10380                 NaN   1.87252        8.56056       0.881158E-001  0.386409                 NaN            NaN
  1286.55        2500.00        98.4210                 NaN            NaN            NaN  0.547068                 NaN  0.160651       0.865967                 NaN  0.526955E-002            NaN            NaN
  1285.09        2500.00        94.7485                 NaN  0.279040                 NaN  0.757355                 NaN  0.652036        3.41135       0.380304E-002  0.147932                 NaN            NaN
