|6.6.6
Archiving\03_Data\eqfrac/QFM_m2.25/ALH/ALH_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       O(HP)          O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Sp(TH)         Sp(TH)         an             ilm            San(TH)        ne             lc            
  1292.40        2500.00        82.2657        1.17434                 NaN            NaN   3.59262                 NaN   1.14976                 NaN   2.25671                 NaN   9.56084                 NaN            NaN
  1290.99        2500.00        84.6258        1.04469                 NaN            NaN   3.11852                 NaN  0.990321                 NaN   1.95873                 NaN   8.26197                 NaN            NaN
  1289.59        2500.00        86.0280       0.968720                 NaN            NaN   2.85322                 NaN  0.892935                 NaN   1.78479                 NaN   7.47235                 NaN            NaN
  1288.18        2500.00        87.5657       0.836265                 NaN            NaN   2.59962                 NaN  0.796409                 NaN   1.58789                 NaN   6.61410                 NaN            NaN
  1286.78        2500.00        90.0769       0.768655                 NaN            NaN   1.91994                 NaN  0.636484                 NaN   1.26840                 NaN   5.32965                 NaN            NaN
  1285.37        2500.00        88.5831       0.822527                 NaN            NaN   2.27898                 NaN  0.737322                 NaN   1.47166                 NaN   6.10643                 NaN            NaN
  1283.96        2500.00        93.2948       0.538769                 NaN            NaN   1.47901                 NaN  0.397707                 NaN  0.852908                 NaN   3.43678                 NaN            NaN
  1282.56        2500.00        91.9860       0.602739                 NaN            NaN   1.68190                 NaN  0.503126                 NaN   1.03110                 NaN   4.19515                 NaN            NaN
  1281.15        2500.00        92.5436       0.557511                 NaN            NaN   1.57747                 NaN  0.468274                 NaN  0.959736                 NaN   3.89346                 NaN            NaN
  1279.75        2500.00        88.0960       0.923324                 NaN            NaN   2.50284                 NaN  0.790119                 NaN   1.59407                 NaN   6.09368                 NaN            NaN
  1278.34        2500.00        98.9946       0.892537E-001            NaN            NaN  0.246160                 NaN            NaN            NaN  0.761471E-001            NaN  0.593883                 NaN            NaN
  1276.94        2500.00        94.0423       0.464614                 NaN            NaN   1.29532                 NaN  0.369535                 NaN  0.772308                 NaN   3.05591                 NaN            NaN
  1275.53        2500.00        93.3910       0.510014                 NaN            NaN   1.51628                 NaN  0.392542                 NaN  0.862260                 NaN   3.32785                 NaN            NaN
  1274.12        2500.00        95.7654       0.339769                 NaN            NaN  0.871059                 NaN  0.283900                 NaN  0.546868                 NaN   2.19298                 NaN            NaN
  1272.72        2500.00        94.4483       0.407663                 NaN            NaN   1.27504                 NaN  0.350095                 NaN  0.727136                 NaN   2.79175                 NaN            NaN
  1271.31        2500.00        95.5072       0.346354                 NaN            NaN  0.982503                 NaN  0.291335                 NaN  0.581161                 NaN   2.29144                 NaN            NaN
  1269.91        2500.00        96.3406       0.305311                 NaN            NaN  0.872649                 NaN  0.219255                 NaN  0.472362                 NaN   1.78984                 NaN            NaN
  1268.50        2500.00        94.1145       0.475313                 NaN            NaN   1.22955                 NaN  0.398459                 NaN  0.814569                 NaN   2.96763                 NaN            NaN
  1267.10        2500.00        96.6603                 NaN            NaN            NaN  0.976785                 NaN  0.244476                 NaN  0.362783                 NaN   1.75570                 NaN            NaN
  1265.69        2500.00        96.2191       0.518929                 NaN            NaN  0.825851                 NaN  0.169909                 NaN  0.519468                 NaN   1.74676                 NaN            NaN
  1264.28        2500.00        97.1815       0.227199                 NaN            NaN  0.707025                 NaN  0.171769                 NaN  0.356934                 NaN   1.35561                 NaN            NaN
  1262.88        2500.00        96.4131       0.270965                 NaN            NaN  0.868964                 NaN  0.227889                 NaN  0.460150                 NaN   1.75897                 NaN            NaN
  1261.47        2500.00        96.5131       0.231901                 NaN            NaN  0.868526                 NaN  0.230061                 NaN  0.443589                 NaN   1.71282                 NaN            NaN
  1260.07        2500.00        81.0602        1.31869                 NaN            NaN   4.80148                 NaN  0.953994                 NaN   2.31133                 NaN   8.06418        1.49007                 NaN
  1258.66        2500.00        99.8555                 NaN            NaN            NaN  0.441908E-001            NaN  0.725264E-001            NaN  0.277840E-001            NaN            NaN            NaN            NaN
  1257.25        2500.00        99.2879                 NaN            NaN            NaN  0.366375                 NaN            NaN            NaN            NaN            NaN  0.203706       0.142032                 NaN
  1255.85        2500.00        95.4282       0.322656                 NaN            NaN   1.08900                 NaN  0.711409E-001            NaN  0.524300                 NaN   1.93208       0.632606                 NaN
  1254.44        2500.00        95.6069       0.223108                 NaN            NaN   1.15032                 NaN  0.181522                 NaN  0.454905                 NaN   1.74587       0.637365                 NaN
  1253.04        2500.00        85.1084       0.865126                 NaN            NaN   3.66882                 NaN  0.525686                 NaN   1.51939                 NaN   6.10191        2.21070                 NaN
  1251.63        2500.00        82.9518       0.930750                 NaN            NaN   4.02561                 NaN  0.604321                 NaN   1.67293                 NaN   7.25717        2.55740                 NaN
  1250.23        2500.00        31.6642        3.63011                 NaN            NaN   15.5345                 NaN   2.21992                 NaN   6.44691                 NaN   27.9073        10.1083        2.48877     
  1248.82        2500.00                 NaN   5.28055                 NaN            NaN   23.4959                 NaN   3.14384                 NaN   9.39709                 NaN   38.5587        14.3339        5.79003     
  1247.41        2500.00                 NaN   5.33768                 NaN            NaN   23.5283                 NaN   3.09698                 NaN   9.42891                 NaN   38.5108        14.3402        5.75712     
  1246.01        2500.00                 NaN   5.41148                 NaN            NaN   23.4473                 NaN   3.05088                 NaN   9.48241                 NaN   38.4982        14.3741        5.73563     
  1244.60        2500.00                 NaN   5.42546                 NaN            NaN   23.4406                 NaN   3.04238                 NaN   9.49919                 NaN   38.5107        14.3875        5.69416     
  1243.20        2500.00                 NaN   5.44036                 NaN            NaN   23.4342                 NaN   3.03292                 NaN   9.51637                 NaN   38.5223        14.4012        5.65261     
  1241.79        2500.00                 NaN   5.45535                 NaN            NaN   23.4278                 NaN   3.02338                 NaN   9.53363                 NaN   38.5339        14.4150        5.61086     
  1240.39        2500.00                 NaN   5.46968                 NaN            NaN   23.4217                 NaN   3.01440                 NaN   9.55051                 NaN   38.5463        14.4287        5.56868     
  1238.98        2500.00                 NaN   5.48441                 NaN            NaN   23.4158                 NaN   3.00498                 NaN   9.56761                 NaN   38.5583        14.4426        5.52636     
  1237.57        2500.00                 NaN   6.84565       0.114116E-004            NaN   15.1768        4.51013        2.73152                 NaN   9.94631                 NaN   39.3712        15.2286        6.18973     
  1236.17        2500.00                 NaN   5.47404                 NaN            NaN   23.4209                 NaN   3.01891                 NaN   9.58146                 NaN   38.6166        14.4595        5.42866     
  1234.76        2500.00                 NaN   5.48032                 NaN            NaN   23.4150                 NaN   3.01752                 NaN   9.59405                 NaN   38.6386        14.4714        5.38313     
  1233.36        2500.00                 NaN   5.50312                 NaN            NaN   23.4096                 NaN   3.00030                 NaN   9.61543                 NaN   38.6423        14.4877        5.34163     
  1231.95        2500.00                 NaN   5.89586                 NaN            NaN   23.0794                 NaN   2.62818       0.113079E-003   9.91491                 NaN   38.2364        14.7193        5.52582     
  1230.55        2500.00                 NaN   5.54746                 NaN            NaN   23.3895                 NaN   2.96991                 NaN   9.65689                 NaN   38.6576        14.5206        5.25801     
  1229.14        2500.00                 NaN   5.91392                 NaN            NaN   23.0599                 NaN   2.62156       0.103569E-003   9.94485                 NaN   38.2614        14.7541        5.44420     
  1227.73        2500.00                 NaN   5.83093                 NaN            NaN   23.0776                 NaN   2.69410       0.971253E-005   9.93855                 NaN   38.3646        14.7387        5.35554     
  1226.33        2500.00                 NaN   4.78443                 NaN            NaN   23.1075                 NaN   3.64221       0.234272E-005   9.56473                 NaN   39.5156        14.4245        4.96103     
  1224.92        2500.00                 NaN   5.60620                 NaN            NaN   23.3716                 NaN   2.93095                 NaN   9.72494                 NaN   38.7096        14.5785        5.07826     
  1223.52        2500.00                 NaN   5.61615                 NaN            NaN   23.3685                 NaN   2.92530                 NaN   9.73950                 NaN   38.7275        14.5918        5.03124     
  1222.11        2500.00                 NaN   5.61606                 NaN            NaN   23.3706                 NaN   2.92759                 NaN   9.74907                 NaN   38.7534        14.6024        4.98093     
  1220.71        2500.00                 NaN   5.53014                 NaN            NaN   23.3583                 NaN   3.01441                 NaN   9.71531                 NaN   38.8818        14.5920        4.90797     
  1219.30        2500.00                 NaN   5.51736                 NaN            NaN   23.3073                 NaN   3.04316                 NaN   9.72648                 NaN   38.9536        14.5994        4.85273     
  1217.89        2500.00                 NaN   5.53073                 NaN            NaN   23.3029                 NaN   3.03466                 NaN   9.74248                 NaN   38.9696        14.6140        4.80563     
  1216.49        2500.00                 NaN   5.54872                 NaN            NaN   23.2961                 NaN   3.02295                 NaN   9.75930                 NaN   38.9831        14.6305        4.75940     
  1215.08        2500.00                 NaN   5.56335                 NaN            NaN   23.2911                 NaN   3.01347                 NaN   9.77592                 NaN   38.9986        14.6457        4.71182     
  1213.68        2500.00                 NaN   6.08933                 NaN            NaN   22.7486                 NaN   2.58814       0.453341E-004   10.0317                 NaN   38.6358        14.9406        4.96572     
  1212.27        2500.00                 NaN   5.60623                 NaN            NaN   23.3420                 NaN   2.96455                 NaN   9.81064                 NaN   38.9779        14.6794        4.61932     
  1210.86        2500.00                 NaN   5.61144                 NaN            NaN   23.2761                 NaN   2.98194                 NaN   9.82474                 NaN   39.0432        14.6938        4.56879     
  1209.46        2500.00                 NaN   5.62317                 NaN            NaN   23.2731                 NaN   2.97434                 NaN   9.84133                 NaN   39.0610        14.7082        4.51880     
  1208.05        2500.00                 NaN   5.64000                 NaN            NaN   23.2677                 NaN   2.96326                 NaN   9.85765                 NaN   39.0761        14.7248        4.47047     
  1206.65        2500.00                 NaN   5.04316                 NaN            NaN   22.9737                 NaN   3.47564                 NaN   9.77057                 NaN   39.7827        14.6631        4.29113     
  1205.24        2500.00                 NaN   5.69214                 NaN            NaN   23.3177                 NaN   2.90435                 NaN   9.90258                 NaN   39.0447        14.7612        4.37729     
  1203.84        2500.00                 NaN   6.86697       0.114116E-004            NaN   15.1810        4.50917        2.71760                 NaN   9.97945                 NaN   40.0434        15.5594        5.14297     
  1202.43        2500.00                 NaN   5.75455                 NaN            NaN   23.3040                 NaN   2.85598                 NaN   9.94895                 NaN   39.0468        14.8018        4.28792     
  1201.02        2500.00                 NaN   6.11074                 NaN            NaN   22.9397                 NaN   2.56606       0.219040E-003   10.2178                 NaN   38.7691        14.9812        4.41516     
  1199.62        2500.00                 NaN   5.85857                 NaN            NaN   23.2935                 NaN   2.77198                 NaN   10.0084                 NaN   39.0067        14.8539        4.20688     
  1198.21        2500.00                 NaN   5.74553                 NaN            NaN   23.2486                 NaN   2.89053                 NaN   9.97271                 NaN   39.1870        14.8378        4.11779     
  1196.81        2500.00                 NaN   5.84510                 NaN            NaN   23.3479                 NaN   2.77560                 NaN   10.0255                 NaN   39.0510        14.8692        4.08569     
  1195.40        2500.00                 NaN   5.79149                 NaN            NaN   23.3076                 NaN   2.83446                 NaN   10.0189                 NaN   39.1586        14.8721        4.01680     
  1194.00        2500.00                 NaN   6.06047                 NaN            NaN   23.2067                 NaN   2.62346                 NaN   10.1287                 NaN   38.9662        14.9632        4.05135     
  1192.59        2500.00                 NaN   5.11328                 NaN            NaN   22.9668                 NaN   3.45027       0.187007E-005   9.92985                 NaN   39.9975        14.8058        3.73648     
  1191.18        2500.00                 NaN   5.94384                 NaN            NaN   23.3019                 NaN   2.70602                 NaN   10.1134                 NaN   39.0958        14.9492        3.88986     
  1189.78        2500.00                 NaN   5.95538                 NaN            NaN   23.3015                 NaN   2.69821                 NaN   10.1290                 NaN   39.1157        14.9649        3.83525     
  1188.37        2500.00                 NaN   6.18306                 NaN            NaN   23.0579                 NaN   2.50417       0.157356E-003   10.3295                 NaN   38.8818        15.0885        3.95487     
  1186.97        2500.00                 NaN   5.92395                 NaN            NaN   23.3440                 NaN   2.72355                 NaN   10.1318                 NaN   39.1916        14.9793        3.70579     
  1185.56        2500.00                 NaN   5.99710                 NaN            NaN   23.2973                 NaN   2.66983                 NaN   10.1766                 NaN   39.1724        15.0148        3.67192     
  1184.16        2500.00                 NaN   6.22582                 NaN            NaN   23.0652                 NaN   2.47162                 NaN   10.3718                 NaN   38.9461        15.1403        3.77922     
  1182.75        2500.00                 NaN   5.96190                 NaN            NaN   23.3053                 NaN   2.69899                 NaN   10.1980                 NaN   39.2629        15.0322        3.54071     
  1181.34        2500.00                 NaN   5.91263                 NaN            NaN   23.2391                 NaN   2.77218                 NaN   10.1688                 NaN   39.4049        15.0360        3.46641     
  1179.94        2500.00                 NaN   5.92729                 NaN            NaN   23.2404                 NaN   2.76093                 NaN   10.1859                 NaN   39.4224        15.0533        3.40971     
  1178.53        2500.00                 NaN   6.03931                 NaN            NaN   23.2802                 NaN   2.62940                 NaN   10.2881                 NaN   39.2634        15.1155        3.38413     
  1177.13        2500.00                 NaN   6.02418                 NaN            NaN   23.2984                 NaN   2.65602                 NaN   10.2627                 NaN   39.3393        15.1032        3.31624     
  1175.72        2500.00                 NaN   5.95486                 NaN            NaN   23.3509                 NaN   2.71216                 NaN   10.2329                 NaN   39.4245        15.0955        3.22929     
  1174.31        2500.00                 NaN   5.98742                 NaN            NaN   23.2501                 NaN   2.71399                 NaN   10.2538                 NaN   39.4915        15.1236        3.17970     
  1172.91        2500.00                 NaN   6.00097                 NaN            NaN   23.2509                 NaN   2.70404                 NaN   10.2705                 NaN   39.5117        15.1410        3.12099     
  1171.50        2500.00                 NaN   6.29253                 NaN            NaN   23.1146                 NaN   2.40785       0.134199E-004   10.5146                 NaN   39.1220        15.2863        3.26213     
  1170.10        2500.00                 NaN   6.02476                 NaN            NaN   23.2510                 NaN   2.68799                 NaN   10.3011                 NaN   39.5588        15.1754        3.00095     
  1168.69        2500.00                 NaN   6.14985                 NaN            NaN   23.2755                 NaN   2.56740                 NaN   10.3759                 NaN   39.4375        15.2188        2.97505     
  1167.29        2500.00                 NaN   6.05916                 NaN            NaN   23.2615                 NaN   2.65875                 NaN   10.3381                 NaN   39.5874        15.2124        2.88257     
  1165.88        2500.00                 NaN   6.07509                 NaN            NaN   23.2649                 NaN   2.64596                 NaN   10.3563                 NaN   39.6054        15.2310        2.82133     
  1164.47        2500.00                 NaN   6.19481                 NaN            NaN   23.2760                 NaN   2.53509                 NaN   10.4237                 NaN   39.5000        15.2751        2.79533     
  1163.07        2500.00                 NaN   6.16717                 NaN            NaN   23.3217                 NaN   2.55654                 NaN   10.4099                 NaN   39.5483        15.2792        2.71718     
  1161.66        2500.00                 NaN   6.10380                 NaN            NaN   23.2596                 NaN   2.63090                 NaN   10.3961                 NaN   39.6934        15.2830        2.63317     
  1160.26        2500.00                 NaN   6.21257                 NaN            NaN   23.2893                 NaN   2.51517                 NaN   10.4736                 NaN   39.5687        15.3304        2.61025     
  1158.85        2500.00                 NaN   6.21825                 NaN            NaN   23.2958                 NaN   2.50853                 NaN   10.4904                 NaN   39.5913        15.3489        2.54680     
  1157.45        2500.00                 NaN   6.15739                 NaN            NaN   23.2845                 NaN   2.58236                 NaN   10.4549                 NaN   39.7329        15.3404        2.44755     
  1156.04        2500.00                 NaN   5.81657                 NaN            NaN   23.4193                 NaN   2.76322       0.673844E-004   10.5595                 NaN   39.8579        15.2782        2.30524     
  1154.63        2500.00                 NaN   6.17686                 NaN            NaN   23.3825                 NaN   2.54374                 NaN   10.4860                 NaN   39.7263        15.3705        2.31418     
  1153.23        2500.00                 NaN   6.19647                 NaN            NaN   23.3054                 NaN   2.54855                 NaN   10.5066                 NaN   39.7943        15.3955        2.25320     
  1151.82        2500.00                 NaN   6.26254                 NaN            NaN   23.3458                 NaN   2.48598                 NaN   10.5330                 NaN   39.7446        15.4243        2.20392     
  1150.42        2500.00                 NaN   6.26434                 NaN            NaN   23.3646                 NaN   2.48140                 NaN   10.5527                 NaN   39.7687        15.4372        2.13102     
  1149.01        2500.00                 NaN   6.21555                 NaN            NaN   23.2239                 NaN   2.56475                 NaN   10.5355                 NaN   39.9550        15.4527        2.05247     
  1147.61        2500.00                 NaN   6.30194                 NaN            NaN   23.3667                 NaN   2.45404                 NaN   10.5842                 NaN   39.8108        15.4796        2.00271     
  1146.20        2500.00                 NaN   6.31748                 NaN            NaN   23.3634                 NaN   2.44226                 NaN   10.6071                 NaN   39.8355        15.4987        1.93549     
  1144.79        2500.00                 NaN   6.26134                 NaN            NaN   23.3074                 NaN   2.50918                 NaN   10.5904                 NaN   39.9747        15.5081        1.84886     
  1143.39        2500.00                 NaN   6.32404                 NaN            NaN   23.3844                 NaN   2.43781                 NaN   10.6267                 NaN   39.9007        15.5331        1.79330     
  1141.98        2500.00                 NaN   6.33806                 NaN            NaN   23.3808                 NaN   2.42863                 NaN   10.6437                 NaN   39.9301        15.5534        1.72527     
  1140.58        2500.00                 NaN   6.36364                 NaN            NaN   23.3811                 NaN   2.40843                 NaN   10.6654                 NaN   39.9445        15.5764        1.66049     
  1139.17        2500.00                 NaN   6.37284                 NaN            NaN   23.3859                 NaN   2.40156                 NaN   10.6810                 NaN   39.9740        15.5953        1.58945     
  1137.76        2500.00                 NaN   5.90901                 NaN            NaN   23.5513                 NaN   2.64946       0.292588E-004   10.7220                 NaN   40.2015        15.5553        1.41137     
  1136.36        2500.00                 NaN   6.34541                 NaN            NaN   23.2565                 NaN   2.46555                 NaN   10.6858                 NaN   40.1810        15.6353        1.43047     
  1134.95        2500.00                 NaN   6.40894                 NaN            NaN   23.4018                 NaN   2.37340                 NaN   10.7298                 NaN   40.0564        15.6540        1.37567     
  1133.55        2500.00                 NaN   5.97143                 NaN            NaN   23.5913                 NaN   2.60045                 NaN   10.7724                 NaN   40.2023        15.6228        1.23933     
  1132.14        2500.00                 NaN   6.43117                 NaN            NaN   23.4177                 NaN   2.35583                 NaN   10.7591                 NaN   40.1129        15.6933        1.23004     
  1130.74        2500.00                 NaN   5.97645                 NaN            NaN   23.5697                 NaN   2.60210       0.834538E-004   10.7876                 NaN   40.3076        15.6616        1.09475     
  1129.33        2500.00                 NaN   6.45871                 NaN            NaN   23.4238                 NaN   2.33443                 NaN   10.7956                 NaN   40.1684        15.7346        1.08445     
  1127.92        2500.00                 NaN   6.47289                 NaN            NaN   23.4345                 NaN   2.32366                 NaN   10.8064                 NaN   40.1947        15.7561        1.01163     
  1126.52        2500.00                 NaN   6.03550                 NaN            NaN   23.5794                 NaN   2.56084       0.529773E-004   10.8406                 NaN   40.3818        15.7218       0.880002     
  1125.11        2500.00                 NaN   6.44140                 NaN            NaN   23.3135                 NaN   2.38368                 NaN   10.8112                 NaN   40.3921        15.7994       0.858713     
  1123.71        2500.00                 NaN   6.05100                 NaN            NaN   23.5723                 NaN   2.54362       0.652958E-004   10.8790                 NaN   40.4472        15.7713       0.735685     
  1122.30        2500.00                 NaN   6.50185                 NaN            NaN   23.4530                 NaN   2.30404                 NaN   10.8496                 NaN   40.3378        15.8428       0.711017     
  1120.90        2500.00                 NaN   6.52679                 NaN            NaN   23.4704                 NaN   2.28060                 NaN   10.8858                 NaN   40.3480        15.8581       0.630363     
  1119.49        2500.00                 NaN   6.52532                 NaN            NaN   23.4691                 NaN   2.28401                 NaN   10.8870                 NaN   40.3970        15.8828       0.554754     
  1118.08        2500.00                 NaN   6.50744                 NaN            NaN   23.4656                 NaN   2.30271                 NaN   10.9079                 NaN   40.4677        15.8903       0.458375     
  1116.68        2500.00                 NaN   6.55629                 NaN            NaN   23.4777                 NaN   2.25980                 NaN   10.9236                 NaN   40.4540        15.9274       0.401342     
  1115.27        2500.00                 NaN   6.52242                 NaN            NaN   23.4494                 NaN   2.30221                 NaN   10.9239                 NaN   40.5657        15.9359       0.300397     
  1113.87        2500.00                 NaN   6.59141                 NaN            NaN   23.5051                 NaN   2.22926                 NaN   10.9670                 NaN   40.5000        15.9668       0.240456     
  1112.46        2500.00                 NaN   6.56086                 NaN            NaN   23.5049                 NaN   2.25619                 NaN   10.9782                 NaN   40.5805        15.9769       0.142438     
  1111.06        2500.00                 NaN   6.64291                 NaN            NaN   23.5047                 NaN   2.18803                 NaN   11.0093                 NaN   40.5393        16.0197       0.960944E-001
  1109.65        2500.00                 NaN   6.60301                 NaN            NaN   23.4136                 NaN   2.24808                 NaN   11.0014                 NaN   40.6982        16.0358                 NaN
  1108.24        2500.00                 NaN   6.65793                 NaN            NaN   23.5261                 NaN   2.17585                 NaN   11.0375                 NaN   40.5645        16.0381                 NaN
  1106.84        2500.00                 NaN   6.65730                 NaN            NaN   23.5399                 NaN   2.17510                 NaN   11.0517                 NaN   40.5477        16.0283                 NaN
  1105.43        2500.00                 NaN   6.70383                 NaN            NaN   23.5306                 NaN   2.14016                 NaN   11.0744                 NaN   40.5105        16.0405                 NaN
  1104.03        2500.00                 NaN   6.96999                 NaN            NaN   5.88062        14.2657        2.53676                 NaN   10.5979                 NaN   42.6575        16.7517       0.339844     
  1102.62        2500.00                 NaN   6.70302                 NaN            NaN   23.5517                 NaN   2.13342                 NaN   11.1207                 NaN   40.4725        16.0188                 NaN
  1101.22        2500.00                 NaN   6.73360                 NaN            NaN   23.5582                 NaN   2.11210                 NaN   11.1302                 NaN   40.4412        16.0246                 NaN
  1099.81        2500.00                 NaN   6.75998                 NaN            NaN   23.5596                 NaN   2.09132                 NaN   11.1498                 NaN   40.4118        16.0275                 NaN
  1098.40        2500.00                 NaN   6.77830                 NaN            NaN   23.5632                 NaN   2.07676                 NaN   11.1679                 NaN   40.3869        16.0269                 NaN
  1097.00        2500.00                 NaN   6.80322                 NaN            NaN   23.5707                 NaN   2.05437                 NaN   11.1952                 NaN   40.3514        16.0252                 NaN
  1095.59        2500.00                 NaN   6.81893                 NaN            NaN   23.5769                 NaN   2.04116                 NaN   11.2130                 NaN   40.3268        16.0232                 NaN
  1094.19        2500.00                 NaN   6.81851                 NaN            NaN   23.5901                 NaN   2.04040                 NaN   11.2240                 NaN   40.3111        16.0158                 NaN
  1092.78        2500.00                 NaN   6.85019                 NaN            NaN   23.5895                 NaN   2.01622                 NaN   11.2436                 NaN   40.2796        16.0208                 NaN
  1091.37        2500.00                 NaN   6.86929                 NaN            NaN   23.5889                 NaN   2.00038                 NaN   11.2679                 NaN   40.2548        16.0187                 NaN
  1089.97        2500.00                 NaN   6.88780                 NaN            NaN   23.6032                 NaN   1.98450                 NaN   11.2820                 NaN   40.2244        16.0181                 NaN
  1088.56        2500.00                 NaN   6.93400                 NaN            NaN   23.5878                 NaN   1.95197                 NaN   11.3095                 NaN   40.1909        16.0258                 NaN
  1087.16        2500.00                 NaN   6.92209                 NaN            NaN   23.6184                 NaN   1.95500                 NaN   11.3203                 NaN   40.1705        16.0138                 NaN
  1085.75        2500.00                 NaN   6.93927                 NaN            NaN   23.6187                 NaN   1.94228                 NaN   11.3374                 NaN   40.1491        16.0133                 NaN
  1084.35        2500.00                 NaN   6.95314                 NaN            NaN   23.6364                 NaN   1.92735                 NaN   11.3595                 NaN   40.1165        16.0071                 NaN
  1082.94        2500.00                 NaN   6.98273                 NaN            NaN   23.6388                 NaN   1.90318                 NaN   11.3826                 NaN   40.0831        16.0096                 NaN
  1081.53        2500.00                 NaN   6.98497                 NaN            NaN   23.6528                 NaN   1.89999                 NaN   11.3965                 NaN   40.0641        16.0017                 NaN
  1080.13        2500.00                 NaN   7.00438                 NaN            NaN   23.6572                 NaN   1.88268                 NaN   11.4191                 NaN   40.0355        16.0010                 NaN
  1078.72        2500.00                 NaN   6.91930                 NaN            NaN   23.6394                 NaN   1.91295                 NaN   11.4548                 NaN   40.0474        16.0261                 NaN
  1077.32        2500.00                 NaN   7.04665                 NaN            NaN   23.6705                 NaN   1.85077                 NaN   11.4472                 NaN   39.9824        16.0025                 NaN
  1075.91        2500.00                 NaN   7.05878                 NaN            NaN   23.6881                 NaN   1.83642                 NaN   11.4739                 NaN   39.9496        15.9932                 NaN
  1074.51        2500.00                 NaN   7.08115                 NaN            NaN   23.6770                 NaN   1.82290                 NaN   11.4915                 NaN   39.9318        15.9956                 NaN
  1073.10        2500.00                 NaN   7.10095                 NaN            NaN   23.7056                 NaN   1.80044                 NaN   11.5127                 NaN   39.8887        15.9916                 NaN
  1071.69        2500.00                 NaN   7.10525                 NaN            NaN   23.7122                 NaN   1.79683                 NaN   11.5269                 NaN   39.8732        15.9857                 NaN
  1070.29        2500.00                 NaN   7.17312                 NaN            NaN   23.7264                 NaN   1.73650                 NaN   11.5719                 NaN   39.7974        15.9947                 NaN
  1068.88        2500.00                 NaN   7.19339                 NaN            NaN   23.7315                 NaN   1.72071                 NaN   11.5892                 NaN   39.7712        15.9940                 NaN
  1067.48        2500.00                 NaN   7.17491                 NaN            NaN   23.7422                 NaN   1.73529                 NaN   11.5925                 NaN   39.7720        15.9831                 NaN
  1066.07        2500.00                 NaN   7.18955                 NaN            NaN   23.7588                 NaN   1.72187                 NaN   11.6108                 NaN   39.7419        15.9772                 NaN
  1064.67        2500.00                 NaN   7.20585                 NaN            NaN   23.7697                 NaN   1.70699                 NaN   11.6311                 NaN   39.7129        15.9735                 NaN
  1063.26        2500.00                 NaN   7.22285                 NaN            NaN   23.7800                 NaN   1.69117                 NaN   11.6521                 NaN   39.6835        15.9703                 NaN
  1061.85        2500.00                 NaN  0.114616                 NaN            NaN   35.4272                 NaN  0.234971        6.63681        4.74534                 NaN   40.6917        12.1494                 NaN
  1060.45        2500.00                 NaN   7.26028                 NaN            NaN   23.8050                 NaN   1.65888                 NaN   11.6883                 NaN   39.6225        15.9651                 NaN
  1059.04        2500.00                 NaN   7.28553                 NaN            NaN   23.8149                 NaN   1.63812                 NaN   11.7099                 NaN   39.5886        15.9630                 NaN
  1057.64        2500.00                 NaN   7.29541                 NaN            NaN   23.8302                 NaN   1.62701                 NaN   11.7279                 NaN   39.5612        15.9583                 NaN
  1056.23        2500.00                 NaN   7.31498                 NaN            NaN   23.8422                 NaN   1.60971                 NaN   11.7476                 NaN   39.5297        15.9557                 NaN
  1054.82        2500.00                 NaN   7.31592                 NaN            NaN   23.8570                 NaN   1.60442                 NaN   11.7668                 NaN   39.5084        15.9475                 NaN
  1053.42        2500.00                 NaN            NaN            NaN            NaN   35.9900                 NaN  0.799268E-001   6.84758        4.66468                 NaN   40.4455        11.9723                 NaN
  1052.01        2500.00                 NaN   7.36059                 NaN            NaN   23.7655                 NaN   1.59025                 NaN   11.7920                 NaN   39.5280        15.9636                 NaN
  1050.61        2500.00                 NaN   7.42598                 NaN            NaN   23.8543                 NaN   1.51933                 NaN   11.8362                 NaN   39.4008        15.9634                 NaN
  1049.20        2500.00                 NaN   7.40269                 NaN            NaN   23.9088                 NaN   1.52938                 NaN   11.8482                 NaN   39.3740        15.9370                 NaN
  1047.80        2500.00                 NaN   7.30569                 NaN            NaN   23.8970                 NaN   1.58132                 NaN   11.8289                 NaN   39.4282        15.9588                 NaN
  1046.39        2500.00                 NaN   7.32470                 NaN            NaN   23.9042                 NaN   1.56691                 NaN   11.8509                 NaN   39.3988        15.9545                 NaN
  1044.98        2500.00                 NaN   5.77629        1.76424                 NaN   23.4275                 NaN   1.44502                 NaN   11.7831                 NaN   39.5442        16.2596                 NaN
  1043.58        2500.00                 NaN   7.35885                 NaN            NaN   23.9439                 NaN   1.53607                 NaN   11.8893                 NaN   39.3311        15.9408                 NaN
  1042.17        2500.00                 NaN   7.49000                 NaN            NaN   23.9861                 NaN   1.44761                 NaN   11.9497                 NaN   39.2112        15.9154                 NaN
  1040.77        2500.00                 NaN   7.51763                 NaN            NaN   23.9948                 NaN   1.42440                 NaN   11.9703                 NaN   39.1759        15.9169                 NaN
  1039.36        2500.00                 NaN   7.53380                 NaN            NaN   24.0116                 NaN   1.40881                 NaN   11.9909                 NaN   39.1433        15.9116                 NaN
  1037.96        2500.00                 NaN   7.53741                 NaN            NaN   24.0360                 NaN   1.40155                 NaN   12.0119                 NaN   39.1142        15.8990                 NaN
