|6.6.6
Archiving\03_Data\DeqLP/QFM_m0.75/K22/K22_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          10
T(K)           P(bar)         melt(TH)       O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)       
  2000.00        500.000        99.5238       0.476169                 NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.4903       0.509663                 NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.4568       0.543164                 NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.4233       0.576674                 NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.3898       0.610193                 NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.3563       0.643720                 NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.3227       0.677255                 NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.2892       0.710799                 NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.2556       0.744351                 NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.1424       0.857592                 NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.0291       0.970874                 NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        98.9158        1.08420                 NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        98.8024        1.19756                 NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        98.6890        1.31096                 NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        98.5756        1.42441                 NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        98.4621        1.53789                 NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        98.3486        1.65142                 NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        97.9475        2.05253                 NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        97.5461        2.45395                 NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        97.1443        2.85566                 NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        96.7423        3.25768                 NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        96.3400        3.65999                 NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        95.9374        4.06260                 NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        95.5345        4.46551                 NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        95.1313        4.86871                 NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        94.5496        5.45045                 NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        93.9673        6.03274                 NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        93.3594        6.64058                 NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        92.7444        7.25377       0.182124E-002            NaN            NaN            NaN            NaN            NaN
