|6.6.6
Archiving\03_Data\Dfrac/QFM_m1.5/WD94/WD94_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1819.55        2500.00        99.2706       0.717223       0.121620E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.6886       0.306189       0.517055E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.3661       0.623389       0.104929E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.4402       0.550521       0.924078E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.4387       0.552106       0.924157E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.4368       0.553985       0.920617E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.4870       0.504580       0.840045E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.3848       0.605196       0.996804E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.4321       0.558777       0.916230E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.4304       0.560450       0.914929E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.4261       0.564770       0.917980E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.4200       0.570775       0.921799E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.1509       0.835677       0.134011E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.7286       0.267127       0.423731E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.3869       0.603466       0.958944E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.4194       0.571547       0.901738E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.4156       0.575373       0.902686E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.4109       0.580041       0.906252E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.4071       0.583819       0.904733E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.4057       0.585318       0.902195E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.4035       0.587481       0.900673E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.4069       0.584192       0.889978E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.3863       0.604584       0.916522E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.3916       0.599399       0.901695E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.0260       0.959721       0.143277E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.8678       0.130274       0.193622E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.2633       0.726003       0.106865E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.3782       0.612828       0.895439E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.3780       0.613067       0.891759E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.3707       0.620351       0.896313E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.3665       0.624539       0.895412E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.3622       0.628820       0.896508E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.3593       0.631754       0.894722E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.3541       0.636966       0.895747E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.3464       0.644654       0.899220E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.3506       0.640492       0.888144E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.3432       0.647907       0.891888E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.3404       0.650682       0.891881E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.3351       0.655931       0.892973E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.3278       0.663137       0.901888E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.2618       0.728607       0.962491E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.3927       0.599234       0.808147E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.3220       0.669112       0.888262E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.3163       0.674778       0.892041E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.3137       0.677395       0.890792E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.3654       0.626442       0.818303E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.2517       0.738654       0.961817E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.3043       0.686813       0.887799E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.3012       0.689933       0.889051E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.2964       0.694648       0.890898E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.2967       0.694455       0.886366E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.2932       0.697956       0.887835E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.2907       0.700395       0.886412E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.2881       0.703065       0.886444E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.2729       0.718068       0.905286E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.2980       0.693326       0.866146E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.2823       0.708854       0.883445E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.2820       0.709160       0.883609E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.2796       0.711519       0.883559E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.2804       0.710841       0.880159E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.2792       0.712035       0.879851E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.2780       0.713220       0.879922E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.2778       0.713414       0.878310E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.2782       0.712992       0.878097E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.2769       0.714290       0.878418E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.2805       0.710825       0.872203E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        98.8959       0.573077       0.416538E-002  0.526883                 NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        98.1948       0.283591                 NaN   1.52158                 NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        98.2206       0.278621                 NaN   1.50081                 NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        98.2537       0.273112                 NaN   1.47323                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        98.2877       0.266099                 NaN   1.44620                 NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        98.3213       0.262583                 NaN   1.41607                 NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        98.3476       0.259245                 NaN   1.39313                 NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        98.3829       0.251551                 NaN   1.36550                 NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        98.4103       0.246694                 NaN   1.34305                 NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        98.4413       0.241768                 NaN   1.31693                 NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        98.4690       0.236437                 NaN   1.29457                 NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        98.4948       0.232297                 NaN   1.27290                 NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.8603       0.175787                 NaN  0.963931                 NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.1664       0.280150                 NaN   1.55345                 NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.6196       0.218042                 NaN   1.16239                 NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.5920       0.215854                 NaN   1.19211                 NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.6174       0.208462                 NaN   1.17412                 NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.6445       0.205058                 NaN   1.15049                 NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.6631       0.201020                 NaN   1.13586                 NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.6812       0.197683                 NaN   1.12112                 NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.7095       0.194461                 NaN   1.09606                 NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.7251       0.189714                 NaN   1.08521                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.7340       0.191201                 NaN   1.07478                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.7767       0.181470                 NaN   1.04184                 NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        99.0496       0.127555                 NaN  0.822809                 NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.5285       0.218352                 NaN   1.25310                 NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.8187       0.170088                 NaN   1.01125                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.8359       0.166053                 NaN  0.998069                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.8487       0.166402                 NaN  0.984879                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.8737       0.160152                 NaN  0.966146                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.8856       0.157531                 NaN  0.956912                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.6878       0.195195                 NaN   1.11697                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        99.1320       0.120474                 NaN  0.747513                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.9299       0.147549                 NaN  0.922520                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.9398       0.146132                 NaN  0.914050                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.9618       0.145384                 NaN  0.892798                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.9788       0.138939                 NaN  0.882248                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.9864       0.136021                 NaN  0.877592                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.9999       0.134354                 NaN  0.865735                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.9207       0.138909                 NaN  0.940357                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.1151       0.119517                 NaN  0.765389                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        99.0364       0.125077                 NaN  0.838510                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.0477       0.123370                 NaN  0.828964                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.0600       0.119629                 NaN  0.820337                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.0714       0.117983                 NaN  0.810603                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.0765       0.121159                 NaN  0.802331                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.0990       0.111810                 NaN  0.789174                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.1035       0.110086                 NaN  0.786367                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.1131       0.108296                 NaN  0.778648                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.1221       0.104602                 NaN  0.773253                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.1311       0.103105                 NaN  0.765760                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.1409       0.996045E-001            NaN  0.759521                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.1495       0.971459E-001            NaN  0.753350                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.1602       0.966638E-001            NaN  0.743158                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.1617       0.902872E-001            NaN  0.747979                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.1787       0.898114E-001            NaN  0.731531                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.1831       0.875186E-001            NaN  0.729386                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.1931       0.887573E-001            NaN  0.718174                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.1983       0.838624E-001            NaN  0.717845                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.2062       0.807912E-001            NaN  0.713043                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.2122       0.785040E-001            NaN  0.709264                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.2192       0.752584E-001            NaN  0.705545                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.2263       0.741204E-001            NaN  0.699615                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.2211       0.802492E-001            NaN  0.698679                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.1915       0.469481E-001            NaN  0.438571       0.322955                 NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.0143                 NaN            NaN            NaN  0.985709                 NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.0100                 NaN            NaN            NaN  0.989991                 NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        99.0073                 NaN            NaN            NaN  0.992693                 NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.9942                 NaN            NaN            NaN   1.00585                 NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.9860                 NaN            NaN            NaN   1.01400                 NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.9709       0.121314E-005            NaN            NaN   1.02907                 NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.9474                 NaN            NaN            NaN   1.05257                 NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.9236                 NaN            NaN            NaN   1.07644                 NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.8869                 NaN            NaN            NaN   1.11306                 NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.7096                 NaN            NaN            NaN  0.398953       0.891438                 NaN            NaN            NaN            NaN
  1466.17        2500.00        98.4373                 NaN            NaN            NaN  0.285943        1.27674                 NaN            NaN            NaN            NaN
  1463.66        2500.00        98.4555                 NaN            NaN            NaN  0.281892        1.26264                 NaN            NaN            NaN            NaN
  1461.15        2500.00        98.4715       0.169539E-005            NaN            NaN   1.24558       0.282886                 NaN            NaN            NaN            NaN
  1458.65        2500.00        98.4873                 NaN            NaN            NaN   1.23121       0.281481                 NaN            NaN            NaN            NaN
  1456.14        2500.00        98.5024       0.381212E-005            NaN            NaN   1.21897       0.278641                 NaN            NaN            NaN            NaN
  1453.63        2500.00        98.5157       0.139474E-002            NaN            NaN  0.272334        1.21062                 NaN            NaN            NaN            NaN
  1451.13        2500.00        98.5480       0.984510E-001            NaN            NaN   1.27400       0.795096E-001            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.5628       0.105145                 NaN            NaN  0.638301E-001   1.26827                 NaN            NaN            NaN            NaN
  1446.12        2500.00        98.5752       0.101513                 NaN            NaN   1.25504       0.682995E-001            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.5870       0.982773E-001            NaN            NaN  0.754953E-001   1.23925                 NaN            NaN            NaN            NaN
  1441.10        2500.00        98.5977       0.939436E-001            NaN            NaN   1.24270       0.656183E-001            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.6106       0.911875E-001            NaN            NaN   1.21279       0.854613E-001            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.6188       0.879770E-001            NaN            NaN  0.903660E-001   1.20288                 NaN            NaN            NaN            NaN
  1433.58        2500.00        98.6241       0.852001E-001            NaN            NaN   1.19834       0.923608E-001            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.6368       0.808092E-001            NaN            NaN  0.100564        1.18182                 NaN            NaN            NaN            NaN
  1428.57        2500.00        97.7822       0.258889                 NaN            NaN  0.200853        1.29615       0.461868                 NaN            NaN            NaN
  1426.07        2500.00        96.0258       0.643037                 NaN            NaN  0.375394        1.53383        1.42194                 NaN            NaN            NaN
  1423.56        2500.00        96.1312       0.643777                 NaN            NaN   1.52412       0.314485        1.38642                 NaN            NaN            NaN
  1421.05        2500.00        96.2299       0.644848                 NaN            NaN  0.256001        1.51631        1.35292                 NaN            NaN            NaN
  1418.55        2500.00        96.3253       0.645556                 NaN            NaN  0.199511        1.50939        1.32022                 NaN            NaN            NaN
  1416.04        2500.00        96.4078       0.648342                 NaN            NaN   1.50563       0.145723        1.29249                 NaN            NaN            NaN
  1413.53        2500.00        96.5147       0.644870                 NaN            NaN  0.879934E-001   1.49694        1.25546                 NaN            NaN            NaN
  1411.03        2500.00        96.5897       0.647240                 NaN            NaN  0.331915E-001   1.49942        1.23048                 NaN            NaN            NaN
  1408.52        2500.00        96.6664       0.642005                 NaN            NaN  0.714065E-002   1.48081        1.20361                 NaN            NaN            NaN
  1406.02        2500.00        96.7450       0.634765                 NaN            NaN   1.44527                 NaN   1.17499                 NaN            NaN            NaN
  1403.51        2500.00        96.8040       0.614278                 NaN            NaN  0.908408E-002   1.41936        1.15325                 NaN            NaN            NaN
  1401.00        2500.00        96.8907       0.657160                 NaN            NaN   1.32283                 NaN   1.12934                 NaN            NaN            NaN
  1398.50        2500.00        96.9694       0.604196                 NaN            NaN   1.33529                 NaN   1.09108                 NaN            NaN            NaN
  1395.99        2500.00        97.0124       0.604253                 NaN            NaN   1.30683                 NaN   1.07652                 NaN            NaN            NaN
  1393.48        2500.00        97.0676       0.569796                 NaN            NaN   1.31008                 NaN   1.05253                 NaN            NaN            NaN
