|6.6.6
Archiving\03_Data\eqfrac/QFM_m3/LAR/LAR_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        ilm            q             
  1426.28        2500.00       0.238102E-001   94.9987        3.55435        1.32685                 NaN  0.962744E-001            NaN            NaN            NaN            NaN
  1425.21        2500.00       0.753778E-004   99.4864       0.729333E-001  0.386314                 NaN  0.543135E-001            NaN            NaN            NaN            NaN
  1424.14        2500.00       0.142464E-003   99.4824       0.367255       0.128490                 NaN  0.216854E-001            NaN            NaN            NaN            NaN
  1423.07        2500.00       0.131350E-003   99.4835       0.128315       0.366342                 NaN  0.217566E-001            NaN            NaN            NaN            NaN
  1422.01        2500.00       0.111503E-003   99.4860       0.364671       0.128232                 NaN  0.209732E-001            NaN            NaN            NaN            NaN
  1420.94        2500.00       0.101093E-003   99.4874       0.128604       0.363313                 NaN  0.205342E-001            NaN            NaN            NaN            NaN
  1419.87        2500.00       0.908288E-004   99.4894       0.129093       0.361469                 NaN  0.199181E-001            NaN            NaN            NaN            NaN
  1418.80        2500.00       0.772100E-004   99.4911       0.360500       0.128583                 NaN  0.197840E-001            NaN            NaN            NaN            NaN
  1417.73        2500.00       0.674794E-004   99.4709       0.374976       0.134060                 NaN  0.200340E-001            NaN            NaN            NaN            NaN
  1416.66        2500.00       0.235572E-004   99.8137       0.132272       0.468745E-001            NaN  0.711901E-002            NaN            NaN            NaN            NaN
  1415.60        2500.00       0.929287E-004   99.1982       0.206484       0.566321                 NaN  0.289376E-001            NaN            NaN            NaN            NaN
  1414.53        2500.00                 NaN   98.9978       0.205182       0.399079                 NaN  0.137603       0.260375                 NaN            NaN            NaN
  1413.46        2500.00                 NaN   98.7587       0.424067       0.239843                 NaN  0.194936       0.382439                 NaN            NaN            NaN
  1412.39        2500.00       0.325719E-003   98.8327       0.399108       0.222733                 NaN  0.185140       0.359953                 NaN            NaN            NaN
  1411.32        2500.00                 NaN   98.8130       0.408366       0.223023                 NaN  0.189667       0.365933                 NaN            NaN            NaN
  1410.25        2500.00                 NaN   98.8254       0.406174       0.216857                 NaN  0.189427       0.362111                 NaN            NaN            NaN
  1409.19        2500.00                 NaN   98.7685       0.223995       0.427680                 NaN  0.200053       0.379754                 NaN            NaN            NaN
  1408.12        2500.00                 NaN   98.9182       0.376219       0.194536                 NaN  0.177502       0.333553                 NaN            NaN            NaN
  1407.05        2500.00                 NaN   98.8588       0.202950       0.397787                 NaN  0.188623       0.351886                 NaN            NaN            NaN
  1405.98        2500.00                 NaN   97.6228       0.396815       0.848754                 NaN  0.400402       0.731262                 NaN            NaN            NaN
  1404.91        2500.00                 NaN   99.9821       0.649424E-002  0.203134E-002            NaN  0.381048E-002  0.558518E-002            NaN            NaN            NaN
  1403.84        2500.00       0.191200E-003   99.9796       0.666003E-002  0.375532E-002            NaN  0.346043E-002  0.629484E-002            NaN            NaN            NaN
  1402.78        2500.00                 NaN   97.9936       0.709640       0.337613                 NaN  0.340676       0.618484                 NaN            NaN            NaN
  1401.71        2500.00                 NaN   98.9119       0.177974       0.386234                 NaN  0.187579       0.336295                 NaN            NaN            NaN
  1400.64        2500.00                 NaN   98.9398       0.172834       0.376613                 NaN  0.184115       0.326631                 NaN            NaN            NaN
  1399.57        2500.00                 NaN   98.9424       0.169187       0.377543                 NaN  0.184732       0.326121                 NaN            NaN            NaN
  1398.50        2500.00                 NaN   98.9520       0.375587       0.164429                 NaN  0.184751       0.323197                 NaN            NaN            NaN
  1397.43        2500.00                 NaN   98.9624       0.160086       0.373096                 NaN  0.184354       0.320073                 NaN            NaN            NaN
  1396.37        2500.00                 NaN   98.9719       0.371837       0.155350                 NaN  0.183930       0.316960                 NaN            NaN            NaN
  1395.30        2500.00                 NaN   98.9777       0.370246       0.153132                 NaN  0.183467       0.315481                 NaN            NaN            NaN
  1394.23        2500.00                 NaN   98.9958       0.366016       0.146119                 NaN  0.182673       0.309413                 NaN            NaN            NaN
  1393.16        2500.00                 NaN   99.0025       0.364119       0.143406                 NaN  0.182414       0.307531                 NaN            NaN            NaN
