|6.6.6
Archiving\03_Data\frac/QFM_m3.25/KHA22/KHA22_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       melt(TH)       mang           Ni             O(HP)          Sp(TH)         Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1731.83        2500.00        99.4033                 NaN            NaN            NaN  0.582790       0.139291E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.4042                 NaN            NaN            NaN  0.581949       0.138365E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.3996                 NaN            NaN            NaN  0.586567       0.138463E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.4018                 NaN            NaN            NaN  0.584456       0.137470E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.3976                 NaN            NaN            NaN  0.588664       0.137758E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.3955                 NaN            NaN            NaN  0.590780       0.137384E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.3919                 NaN            NaN            NaN  0.594296       0.137556E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.3929                 NaN            NaN            NaN  0.593390       0.136626E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        97.1949                 NaN            NaN            NaN   2.71184       0.932421E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.6550                 NaN            NaN            NaN  0.345037                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.4976                 NaN            NaN            NaN  0.502355       0.881147E-004            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.3888                 NaN            NaN            NaN  0.608013       0.318486E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.3802                 NaN            NaN            NaN  0.609772       0.997998E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.3782                 NaN            NaN            NaN  0.608354       0.134119E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.3739                 NaN            NaN            NaN  0.612666       0.134419E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.3721                 NaN            NaN            NaN  0.614479       0.134430E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.3725                 NaN            NaN            NaN  0.614129       0.133695E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.3688                 NaN            NaN            NaN  0.617771       0.134086E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.3695                 NaN            NaN            NaN  0.617151       0.133211E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.3687                 NaN            NaN            NaN  0.618039       0.132920E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.3661                 NaN            NaN            NaN  0.620559       0.132979E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.2286                 NaN            NaN            NaN  0.757803       0.136399E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.5000                 NaN            NaN            NaN  0.486941       0.130217E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.3697                 NaN            NaN            NaN  0.617242       0.130505E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.3626                 NaN            NaN            NaN  0.624156       0.132007E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.3640                 NaN            NaN            NaN  0.622811       0.131728E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.3638                 NaN            NaN            NaN  0.623136       0.131001E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.3632                 NaN            NaN            NaN  0.623704       0.131139E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.3639                 NaN            NaN            NaN  0.622995       0.130629E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        99.3622                 NaN            NaN            NaN  0.624721       0.130468E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        99.3629                 NaN            NaN            NaN  0.624045       0.130149E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        99.3637                 NaN            NaN            NaN  0.623389       0.129552E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        99.3635                 NaN            NaN            NaN  0.623530       0.129531E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        99.3649                 NaN            NaN            NaN  0.622211       0.129096E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        98.5974                 NaN            NaN            NaN  0.310887                 NaN            NaN   1.09168                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        98.3575                 NaN            NaN            NaN  0.193702                 NaN            NaN   1.44882                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        98.3809                 NaN            NaN            NaN  0.190060                 NaN            NaN   1.42902                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        98.4124                 NaN            NaN            NaN  0.185692                 NaN            NaN   1.40192                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        98.4386                 NaN            NaN            NaN  0.181350                 NaN            NaN   1.38004                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        98.4680                 NaN            NaN            NaN  0.175490                 NaN            NaN   1.35648                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.4937                 NaN            NaN            NaN  0.171290                 NaN            NaN   1.33496                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.5201                 NaN            NaN            NaN  0.169360                 NaN            NaN   1.31056                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.5506                 NaN            NaN            NaN  0.167605                 NaN            NaN   1.28183                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.4555                 NaN            NaN            NaN  0.171603                 NaN            NaN   1.37289                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.7115                 NaN            NaN            NaN  0.147102                 NaN            NaN   1.14145                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.6203                 NaN            NaN            NaN  0.154588                 NaN            NaN   1.22516                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.6425                 NaN            NaN            NaN  0.151205                 NaN            NaN   1.20629                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.6650                 NaN            NaN            NaN  0.148548                 NaN            NaN   1.18642                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.6828                 NaN            NaN            NaN  0.144261                 NaN            NaN   1.17297                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.7058                 NaN            NaN            NaN  0.142327                 NaN            NaN   1.15183                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.7307                 NaN            NaN            NaN  0.136605                 NaN            NaN   1.13266                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.7460                 NaN            NaN            NaN  0.137305                 NaN            NaN   1.11674                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.7693                 NaN            NaN            NaN  0.131316                 NaN            NaN   1.09941                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.7865                 NaN            NaN            NaN  0.128897                 NaN            NaN   1.08462                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.8045                 NaN            NaN            NaN  0.126227                 NaN            NaN   1.06927                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.8179                 NaN            NaN            NaN  0.120596                 NaN            NaN   1.06146                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.8408                 NaN            NaN            NaN  0.117716                 NaN            NaN   1.04145                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.8522                 NaN            NaN            NaN  0.113512                 NaN            NaN   1.03430                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.8743                 NaN            NaN            NaN  0.114650                 NaN            NaN   1.01106                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.8899                 NaN            NaN            NaN  0.105078                 NaN            NaN   1.00500                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.9046                 NaN            NaN            NaN  0.112450                 NaN            NaN  0.982992                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.9183                 NaN            NaN            NaN  0.103522                 NaN            NaN  0.978173                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.9306                 NaN            NaN            NaN  0.983227E-001            NaN            NaN  0.971083                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.9508                 NaN            NaN            NaN  0.994104E-001            NaN            NaN  0.949761                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.9643                 NaN            NaN            NaN  0.989810E-001            NaN            NaN  0.936703                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
