|6.6.6
Archiving\03_Data\frac/QFM_m3.25/KHA22/KHA22_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       melt(TH)       mang           Ni             O(HP)          Sp(TH)         Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1796.99        2500.00        99.5907                 NaN            NaN            NaN  0.401404       0.791447E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.4965                 NaN            NaN            NaN  0.493717       0.974920E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.4961                 NaN            NaN            NaN  0.494205       0.973106E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.4963                 NaN            NaN            NaN  0.494050       0.969306E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.4955                 NaN            NaN            NaN  0.494789       0.966472E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.4947                 NaN            NaN            NaN  0.495613       0.965592E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.4948                 NaN            NaN            NaN  0.495572       0.960144E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.4937                 NaN            NaN            NaN  0.496724       0.959263E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.4939                 NaN            NaN            NaN  0.496528       0.954576E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.4931                 NaN            NaN            NaN  0.497374       0.952377E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.4924                 NaN            NaN            NaN  0.498140       0.950496E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.4918                 NaN            NaN            NaN  0.498705       0.947161E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.4903                 NaN            NaN            NaN  0.500212       0.945436E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.4904                 NaN            NaN            NaN  0.500176       0.941404E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.4872                 NaN            NaN            NaN  0.503345       0.942163E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.4901                 NaN            NaN            NaN  0.500563       0.932776E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.4867                 NaN            NaN            NaN  0.503954       0.934789E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.4849                 NaN            NaN            NaN  0.505709       0.935800E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.4869                 NaN            NaN            NaN  0.503802       0.925265E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.4834                 NaN            NaN            NaN  0.507259       0.930829E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.5321                 NaN            NaN            NaN  0.459521       0.833852E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.4341                 NaN            NaN            NaN  0.555866       0.100613E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.4792                 NaN            NaN            NaN  0.511567       0.922161E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.4809                 NaN            NaN            NaN  0.509983       0.913125E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.4772                 NaN            NaN            NaN  0.513637       0.917124E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.4769                 NaN            NaN            NaN  0.514030       0.910928E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.4741                 NaN            NaN            NaN  0.516803       0.912208E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.4752                 NaN            NaN            NaN  0.515704       0.905583E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.4717                 NaN            NaN            NaN  0.519278       0.905545E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.4738                 NaN            NaN            NaN  0.517175       0.898728E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.4706                 NaN            NaN            NaN  0.520409       0.900233E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.4691                 NaN            NaN            NaN  0.521902       0.896958E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.4666                 NaN            NaN            NaN  0.524414       0.897847E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.4677                 NaN            NaN            NaN  0.523342       0.891249E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        97.5448                 NaN            NaN            NaN   2.39443       0.608006E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.6971                 NaN            NaN            NaN  0.302931                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.5591                 NaN            NaN            NaN  0.440797       0.572651E-004            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.4649                 NaN            NaN            NaN  0.533057       0.206786E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.4592                 NaN            NaN            NaN  0.534284       0.647831E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.4589                 NaN            NaN            NaN  0.532440       0.870343E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.4555                 NaN            NaN            NaN  0.535743       0.871604E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.4544                 NaN            NaN            NaN  0.536936       0.871249E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.4552                 NaN            NaN            NaN  0.536114       0.866058E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.4525                 NaN            NaN            NaN  0.538786       0.868205E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.4536                 NaN            NaN            NaN  0.537751       0.861759E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.4533                 NaN            NaN            NaN  0.538122       0.859341E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.4517                 NaN            NaN            NaN  0.539708       0.859237E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.3323                 NaN            NaN            NaN  0.658881       0.880878E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.5687                 NaN            NaN            NaN  0.422852       0.840216E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.4562                 NaN            NaN            NaN  0.535335       0.841726E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.4506                 NaN            NaN            NaN  0.540871       0.850839E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.4521                 NaN            NaN            NaN  0.539451       0.848877E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.4526                 NaN            NaN            NaN  0.538925       0.843361E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.4525                 NaN            NaN            NaN  0.539059       0.843991E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.4537                 NaN            NaN            NaN  0.537934       0.840237E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        99.4528                 NaN            NaN            NaN  0.538804       0.838362E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        99.4539                 NaN            NaN            NaN  0.537741       0.835893E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        99.4551                 NaN            NaN            NaN  0.536578       0.831376E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        99.4554                 NaN            NaN            NaN  0.536284       0.830908E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        99.4571                 NaN            NaN            NaN  0.534663       0.827662E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        98.7701                 NaN            NaN            NaN  0.267034                 NaN            NaN  0.962888                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        98.5560                 NaN            NaN            NaN  0.166341                 NaN            NaN   1.27765                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        98.5776                 NaN            NaN            NaN  0.163074                 NaN            NaN   1.25930                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        98.6061                 NaN            NaN            NaN  0.159233                 NaN            NaN   1.23465                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        98.6301                 NaN            NaN            NaN  0.155349                 NaN            NaN   1.21455                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        98.6565                 NaN            NaN            NaN  0.150223                 NaN            NaN   1.19331                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.6799                 NaN            NaN            NaN  0.146490                 NaN            NaN   1.17365                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.7040                 NaN            NaN            NaN  0.144708                 NaN            NaN   1.15133                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.7317                 NaN            NaN            NaN  0.143091                 NaN            NaN   1.12525                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.6487                 NaN            NaN            NaN  0.146347                 NaN            NaN   1.20493                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.8743                 NaN            NaN            NaN  0.125303                 NaN            NaN   1.00041                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.7949                 NaN            NaN            NaN  0.131663                 NaN            NaN   1.07348                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.8152                 NaN            NaN            NaN  0.128640                 NaN            NaN   1.05620                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.8356                 NaN            NaN            NaN  0.126290                 NaN            NaN   1.03816                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.8517                 NaN            NaN            NaN  0.122558                 NaN            NaN   1.02576                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.8728                 NaN            NaN            NaN  0.120751                 NaN            NaN   1.00644                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.8948                 NaN            NaN            NaN  0.115855                 NaN            NaN  0.989303                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.9091                 NaN            NaN            NaN  0.116312                 NaN            NaN  0.974595                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.9299                 NaN            NaN            NaN  0.111151                 NaN            NaN  0.958985                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.9455                 NaN            NaN            NaN  0.109024                 NaN            NaN  0.945508                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.9617                 NaN            NaN            NaN  0.106680                 NaN            NaN  0.931598                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.9738                 NaN            NaN            NaN  0.101825                 NaN            NaN  0.924325                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.9944                 NaN            NaN            NaN  0.993317E-001            NaN            NaN  0.906282                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        99.0049                 NaN            NaN            NaN  0.956810E-001            NaN            NaN  0.899463                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        99.0248                 NaN            NaN            NaN  0.965603E-001            NaN            NaN  0.878622                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        99.0386                 NaN            NaN            NaN  0.884293E-001            NaN            NaN  0.872943                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        99.0522                 NaN            NaN            NaN  0.945508E-001            NaN            NaN  0.853255                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        99.0644                 NaN            NaN            NaN  0.869889E-001            NaN            NaN  0.848633                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        99.0755                 NaN            NaN            NaN  0.825446E-001            NaN            NaN  0.841940                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        99.0937                 NaN            NaN            NaN  0.833658E-001            NaN            NaN  0.822902                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        99.1058                 NaN            NaN            NaN  0.829587E-001            NaN            NaN  0.811208                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
