|6.6.6
Archiving\03_Data\eqLP/QFM_m4.5/GRV/GRV_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        500.000        99.3230       0.677019                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.3229       0.677094                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.3228       0.677170                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.3228       0.677246                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.3227       0.677322                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.3226       0.677398                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.3225       0.677474                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.3225       0.677550                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.3224       0.677626                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.3223       0.677702                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.3222       0.677778                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        99.3221       0.677854                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        99.3221       0.677930                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        99.3220       0.678007                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        99.3219       0.678083                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        99.3218       0.678160                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        99.3218       0.678236                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        99.3217       0.678313                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        99.3216       0.678390                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        99.3215       0.678466                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        99.3215       0.678543                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        99.3214       0.678620                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        99.3213       0.678697                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        99.3212       0.678774                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        99.3211       0.678851                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        99.3211       0.678928                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        99.3210       0.679005                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        99.3209       0.679083                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        99.3208       0.679160                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        99.3208       0.679237                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        99.3207       0.679315                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        99.3206       0.679392                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        99.3205       0.679470                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        99.3205       0.679547                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        99.3204       0.679625                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        99.3203       0.679703                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        99.3202       0.679781                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        99.3201       0.679859                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
