|6.6.6
Archiving\03_Data\eqLP/QFM_m4.75/TAY13/TAY13_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       mang           iron           Ni             O(HP)          pxmn           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        500.000        98.1605       0.265252        1.56553       0.869211E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        98.1469       0.265304        1.57911       0.869346E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        98.1332       0.265356        1.59270       0.869481E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        98.1196       0.265408        1.60630       0.869616E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        98.1059       0.265460        1.61990       0.869752E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        98.0923       0.265512        1.63351       0.869887E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        98.0786       0.265565        1.64712       0.870023E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        98.0649       0.265617        1.66074       0.870159E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        98.0513       0.265669        1.67436       0.870294E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        98.0379       0.265720        1.68767       0.870428E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        98.0245       0.265772        1.70099       0.870561E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        98.0112       0.265823        1.71431       0.870694E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        97.9978       0.265875        1.72763       0.870827E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        97.9844       0.265926        1.74096       0.870961E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        97.9710       0.265978        1.75429       0.871094E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        97.9576       0.266029        1.76763       0.871228E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        97.9442       0.266080        1.78098       0.871361E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        97.9311       0.266131        1.79401       0.871492E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        97.9181       0.266182        1.80704       0.871623E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        97.9050       0.266232        1.82008       0.871754E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        97.8919       0.266283        1.83313       0.871886E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        97.8788       0.266334        1.84618       0.872017E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        97.8657       0.266384        1.85923       0.872148E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        97.8526       0.266435        1.87229       0.872280E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        97.8394       0.266486        1.88535       0.872411E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        97.8266       0.266536        1.89818       0.872540E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        97.8137       0.266586        1.91102       0.872670E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        97.8008       0.266636        1.92386       0.872800E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        97.7879       0.266686        1.93671       0.872929E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        97.7751       0.266736        1.94944       0.873058E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        97.7623       0.266785        1.96217       0.873187E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        97.7496       0.266835        1.97485       0.873315E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        97.1013       0.266965        1.97707       0.850453E-002  0.646169                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        95.0544       0.584741E-001   2.01599       0.791366E-002   2.32402       0.539204                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        94.0008                 NaN   2.02677       0.757244E-002   3.27413       0.690699                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        93.3383                 NaN   2.02603       0.732478E-002   3.93731       0.691054                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        92.6751                 NaN   2.02529       0.707690E-002   4.60114       0.691408                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        92.0332                 NaN   2.02311       0.682758E-002   5.24511       0.691744                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        91.3907                 NaN   2.02093       0.657804E-002   5.88968       0.692079                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        90.7477                 NaN   2.01874       0.632830E-002   6.53484       0.692413                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        90.1040                 NaN   2.01655       0.607835E-002   7.18058       0.692746                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        89.4952                 NaN   2.01148       0.582446E-002   7.79447       0.693047                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        88.8858                 NaN   2.00640       0.557039E-002   8.40885       0.693347                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        88.2760                 NaN   2.00131       0.531612E-002   9.02373       0.693647                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        87.6657                 NaN   1.99622       0.506168E-002   9.63910       0.693945                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        87.0549                 NaN   1.99112       0.480705E-002   10.2550       0.694242                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        86.4436                 NaN   1.98601       0.455224E-002   10.8713       0.694539                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        85.8318                 NaN   1.98089       0.429725E-002   11.4881       0.694834                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        85.2196                 NaN   1.97577       0.404208E-002   12.1054       0.695128                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        84.6312                 NaN   1.96726       0.377565E-002   12.7024       0.695393                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        84.0423                 NaN   1.95874       0.350906E-002   13.2997       0.695656                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        83.4531                 NaN   1.95021       0.324231E-002   13.8975       0.695919                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        82.8635                 NaN   1.94168       0.297540E-002   14.4957       0.696180                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        82.2834                 NaN   1.93160       0.270485E-002   15.0859       0.696428                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        81.7029                 NaN   1.92152       0.243415E-002   15.6765       0.696675                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        81.1177                 NaN   1.90984       0.215788E-002   16.2665       0.696921       0.693990E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        80.5289                 NaN   1.89717       0.187896E-002   16.8562       0.697167       0.186868E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        79.9445                 NaN   1.88300       0.159469E-002   17.4433       0.697401       0.302192E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        79.3598                 NaN   1.86882       0.131028E-002   18.0307       0.697635       0.417595E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        78.7747                 NaN   1.85463       0.102573E-002   18.6185       0.697867       0.533077E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        78.1892                 NaN   1.84043       0.741030E-003   19.2066       0.698098       0.648636E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        77.6083                 NaN   1.82446       0.450239E-003   19.7924       0.698316       0.761513E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        77.0270                 NaN   1.80847       0.159314E-003   20.3784       0.698533       0.874460E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        76.4448                 NaN   1.79096                 NaN   20.9668       0.698742       0.986826E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        75.8771                 NaN   1.77413                 NaN   21.5400       0.698947       0.109799                 NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        75.3045                 NaN   1.75373                 NaN   22.1220       0.699134       0.120553                 NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        74.7317                 NaN   1.73332                 NaN   22.7044       0.699320       0.131314                 NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        74.1586                 NaN   1.71290                 NaN   23.2869       0.699505       0.142080                 NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        73.5853                 NaN   1.69247                 NaN   23.8697       0.699688       0.152851                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        73.0117                 NaN   1.67202                 NaN   24.4528       0.699870       0.163628                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        72.4379                 NaN   1.65157                 NaN   25.0360       0.700051       0.174411                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        71.8639                 NaN   1.63110                 NaN   25.6195       0.700230       0.185198                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        71.2897                 NaN   1.61062                 NaN   26.2033       0.700408       0.195992                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        70.7106                 NaN   1.58428                 NaN   26.7982       0.700557       0.206291                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        70.1314                 NaN   1.55793                 NaN   27.3934       0.700704       0.216594                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        69.5520                 NaN   1.53157                 NaN   27.9887       0.700850       0.226901                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        68.9724                 NaN   1.50519                 NaN   28.5842       0.700994       0.237212                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        68.3927                 NaN   1.47881                 NaN   29.1799       0.701137       0.247527                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        500.000        67.8128                 NaN   1.45242                 NaN   29.7757       0.701278       0.257846                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        500.000        67.2327                 NaN   1.42601                 NaN   30.3717       0.701418       0.268169                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        500.000        66.6526                 NaN   1.39959                 NaN   30.9678       0.701557       0.278495                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        500.000        66.0676                 NaN   1.36730                 NaN   31.5750       0.701667       0.288366                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        500.000        65.4826                 NaN   1.33499                 NaN   32.1824       0.701775       0.298239                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        500.000        64.8974                 NaN   1.30268                 NaN   32.7899       0.701882       0.308115                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        500.000        64.3122                 NaN   1.27036                 NaN   33.3974       0.701988       0.317994                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        500.000        63.7269                 NaN   1.23802                 NaN   34.0051       0.702092       0.327875                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        500.000        63.1415                 NaN   1.20568                 NaN   34.6128       0.702194       0.337758                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        500.000        62.5561                 NaN   1.17333                 NaN   35.2206       0.702295       0.347644                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        500.000        61.9706                 NaN   1.14097                 NaN   35.8285       0.702395       0.357532                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        500.000        61.3856                 NaN   1.10279                 NaN   36.4422       0.702466       0.367030                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        500.000        60.8005                 NaN   1.06460                 NaN   37.0558       0.702536       0.376529                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        500.000        60.2155                 NaN   1.02641                 NaN   37.6695       0.702604       0.386029                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        500.000        59.6304                 NaN  0.988213                 NaN   38.2832       0.702670       0.395531                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        500.000        59.0453                 NaN  0.950009                 NaN   38.8969       0.702736       0.405033                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        500.000        58.4603                 NaN  0.911800                 NaN   39.5106       0.702799       0.414537                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        500.000        57.8752                 NaN  0.873586                 NaN   40.1243       0.702861       0.424042                 NaN            NaN            NaN            NaN            NaN            NaN
